tab 	er_specimens
er_citation_names	er_expedition_name	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_method_codes	specimen_class	specimen_core_depth	specimen_lithology	specimen_type
This study		U1356A	318-U1356A-014R_2A-0.1	318-U1356A-014R_2A-0.1	318-U1356A-014R_2A-0.1		Sedimentary	125.7	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R_2A-0.15	318-U1356A-014R_2A-0.15	318-U1356A-014R_2A-0.15		Sedimentary	125.75	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R_2A-0.2	318-U1356A-014R_2A-0.2	318-U1356A-014R_2A-0.2		Sedimentary	125.8	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R_2A-0.25	318-U1356A-014R_2A-0.25	318-U1356A-014R_2A-0.25		Sedimentary	125.85	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R_2A-0.3	318-U1356A-014R_2A-0.3	318-U1356A-014R_2A-0.3		Sedimentary	125.9	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R_2A-0.35	318-U1356A-014R_2A-0.35	318-U1356A-014R_2A-0.35		Sedimentary	125.95	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R_2A-0.4	318-U1356A-014R_2A-0.4	318-U1356A-014R_2A-0.4		Sedimentary	126	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R_2A-0.45	318-U1356A-014R_2A-0.45	318-U1356A-014R_2A-0.45		Sedimentary	126.05	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R_2A-0.5	318-U1356A-014R_2A-0.5	318-U1356A-014R_2A-0.5		Sedimentary	126.1	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R_2A-0.55	318-U1356A-014R_2A-0.55	318-U1356A-014R_2A-0.55		Sedimentary	126.15	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R_2A-0.6	318-U1356A-014R_2A-0.6	318-U1356A-014R_2A-0.6		Sedimentary	126.2	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R_2A-0.65	318-U1356A-014R_2A-0.65	318-U1356A-014R_2A-0.65		Sedimentary	126.25	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R_2A-0.7	318-U1356A-014R_2A-0.7	318-U1356A-014R_2A-0.7		Sedimentary	126.3	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R_2A-0.75	318-U1356A-014R_2A-0.75	318-U1356A-014R_2A-0.75		Sedimentary	126.35	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R_2A-0.8	318-U1356A-014R_2A-0.8	318-U1356A-014R_2A-0.8		Sedimentary	126.4	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R_2A-0.85	318-U1356A-014R_2A-0.85	318-U1356A-014R_2A-0.85		Sedimentary	126.45	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R_2A-0.9	318-U1356A-014R_2A-0.9	318-U1356A-014R_2A-0.9		Sedimentary	126.5	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R_2A-0.95	318-U1356A-014R_2A-0.95	318-U1356A-014R_2A-0.95		Sedimentary	126.55	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R_2A-1	318-U1356A-014R_2A-1	318-U1356A-014R_2A-1		Sedimentary	126.6	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R_2A-1.05	318-U1356A-014R_2A-1.05	318-U1356A-014R_2A-1.05		Sedimentary	126.65	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R_2A-1.3	318-U1356A-014R_2A-1.3	318-U1356A-014R_2A-1.3		Sedimentary	126.9	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R_2A-1.35	318-U1356A-014R_2A-1.35	318-U1356A-014R_2A-1.35		Sedimentary	126.95	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R_3A-0.1	318-U1356A-014R_3A-0.1	318-U1356A-014R_3A-0.1		Sedimentary	127.2	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R_3A-0.15	318-U1356A-014R_3A-0.15	318-U1356A-014R_3A-0.15		Sedimentary	127.25	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R_3A-0.2	318-U1356A-014R_3A-0.2	318-U1356A-014R_3A-0.2		Sedimentary	127.3	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R_3A-0.25	318-U1356A-014R_3A-0.25	318-U1356A-014R_3A-0.25		Sedimentary	127.35	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R_3A-1.25	318-U1356A-014R_3A-1.25	318-U1356A-014R_3A-1.25		Sedimentary	128.35	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R_3A-1.3	318-U1356A-014R_3A-1.3	318-U1356A-014R_3A-1.3		Sedimentary	128.4	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R_3A-1.35	318-U1356A-014R_3A-1.35	318-U1356A-014R_3A-1.35		Sedimentary	128.45	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R_3A-1.4	318-U1356A-014R_3A-1.4	318-U1356A-014R_3A-1.4		Sedimentary	128.5	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R_5A-0.1	318-U1356A-014R_5A-0.1	318-U1356A-014R_5A-0.1		Sedimentary	129.7	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R_5A-0.15	318-U1356A-014R_5A-0.15	318-U1356A-014R_5A-0.15		Sedimentary	129.75	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R_5A-0.2	318-U1356A-014R_5A-0.2	318-U1356A-014R_5A-0.2		Sedimentary	129.8	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R_5A-0.25	318-U1356A-014R_5A-0.25	318-U1356A-014R_5A-0.25		Sedimentary	129.85	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R_5A-0.3	318-U1356A-014R_5A-0.3	318-U1356A-014R_5A-0.3		Sedimentary	129.9	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R_5A-0.35	318-U1356A-014R_5A-0.35	318-U1356A-014R_5A-0.35		Sedimentary	129.95	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R_5A-0.4	318-U1356A-014R_5A-0.4	318-U1356A-014R_5A-0.4		Sedimentary	130	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R_5A-0.45	318-U1356A-014R_5A-0.45	318-U1356A-014R_5A-0.45		Sedimentary	130.05	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R_5A-0.5	318-U1356A-014R_5A-0.5	318-U1356A-014R_5A-0.5		Sedimentary	130.1	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R_5A-0.55	318-U1356A-014R_5A-0.55	318-U1356A-014R_5A-0.55		Sedimentary	130.15	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R_5A-0.6	318-U1356A-014R_5A-0.6	318-U1356A-014R_5A-0.6		Sedimentary	130.2	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R_5A-0.65	318-U1356A-014R_5A-0.65	318-U1356A-014R_5A-0.65		Sedimentary	130.25	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R_5A-0.7	318-U1356A-014R_5A-0.7	318-U1356A-014R_5A-0.7		Sedimentary	130.3	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R_5A-0.75	318-U1356A-014R_5A-0.75	318-U1356A-014R_5A-0.75		Sedimentary	130.35	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R_5A-0.8	318-U1356A-014R_5A-0.8	318-U1356A-014R_5A-0.8		Sedimentary	130.4	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R-1-W-103	318-U1356A-014R-1-W-103	318-U1356A-014R-1-W-103		Sedimentary	125.13	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R-1-W-107	318-U1356A-014R-1-W-107	318-U1356A-014R-1-W-107		Sedimentary	125.17	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R-1-W-52	318-U1356A-014R-1-W-52	318-U1356A-014R-1-W-52		Sedimentary	124.62	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R-2-W-30	318-U1356A-014R-2-W-30	318-U1356A-014R-2-W-30		Sedimentary	125.9	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R-2-W-52	318-U1356A-014R-2-W-52	318-U1356A-014R-2-W-52		Sedimentary	126.12	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R-2-W-80	318-U1356A-014R-2-W-80	318-U1356A-014R-2-W-80		Sedimentary	126.4	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R-3-W-137	318-U1356A-014R-3-W-137	318-U1356A-014R-3-W-137		Sedimentary	128.47	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R-3-W-140	318-U1356A-014R-3-W-140	318-U1356A-014R-3-W-140		Sedimentary	128.5	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R-3-W-27	318-U1356A-014R-3-W-27	318-U1356A-014R-3-W-27		Sedimentary	127.37	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R-3-W-8	318-U1356A-014R-3-W-8	318-U1356A-014R-3-W-8		Sedimentary	127.18	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R-4-W-13	318-U1356A-014R-4-W-13	318-U1356A-014R-4-W-13		Sedimentary	128.73	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R-4-W-23	318-U1356A-014R-4-W-23	318-U1356A-014R-4-W-23		Sedimentary	128.83	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R-4-W-69	318-U1356A-014R-4-W-69	318-U1356A-014R-4-W-69		Sedimentary	129.29	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R-5-W-18	318-U1356A-014R-5-W-18	318-U1356A-014R-5-W-18		Sedimentary	129.78	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-014R-5-W-45	318-U1356A-014R-5-W-45	318-U1356A-014R-5-W-45		Sedimentary	130.55	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-015R_1A-0.2	318-U1356A-015R_1A-0.2	318-U1356A-015R_1A-0.2		Sedimentary	134	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-015R_1A-0.25	318-U1356A-015R_1A-0.25	318-U1356A-015R_1A-0.25		Sedimentary	134.05	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-015R_1A-0.4	318-U1356A-015R_1A-0.4	318-U1356A-015R_1A-0.4		Sedimentary	134.2	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-015R_1A-1	318-U1356A-015R_1A-1	318-U1356A-015R_1A-1		Sedimentary	134.8	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-015R_1A-1.15	318-U1356A-015R_1A-1.15	318-U1356A-015R_1A-1.15		Sedimentary	134.95	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-015R_1A-1.25	318-U1356A-015R_1A-1.25	318-U1356A-015R_1A-1.25		Sedimentary	135.05	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-015R_1A-1.3	318-U1356A-015R_1A-1.3	318-U1356A-015R_1A-1.3		Sedimentary	135.1	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-015R_1A-1.35	318-U1356A-015R_1A-1.35	318-U1356A-015R_1A-1.35		Sedimentary	135.15	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-015R_1A-1.4	318-U1356A-015R_1A-1.4	318-U1356A-015R_1A-1.4		Sedimentary	135.2	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-015R_2A-0.55	318-U1356A-015R_2A-0.55	318-U1356A-015R_2A-0.55		Sedimentary	135.85	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-015R_2A-0.6	318-U1356A-015R_2A-0.6	318-U1356A-015R_2A-0.6		Sedimentary	135.9	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-015R_2A-0.65	318-U1356A-015R_2A-0.65	318-U1356A-015R_2A-0.65		Sedimentary	135.95	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-015R_2A-0.7	318-U1356A-015R_2A-0.7	318-U1356A-015R_2A-0.7		Sedimentary	136	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-015R_5A-0.3	318-U1356A-015R_5A-0.3	318-U1356A-015R_5A-0.3		Sedimentary	140.1	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-015R_5A-0.35	318-U1356A-015R_5A-0.35	318-U1356A-015R_5A-0.35		Sedimentary	140.15	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-015R_5A-0.4	318-U1356A-015R_5A-0.4	318-U1356A-015R_5A-0.4		Sedimentary	140.2	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-015R_5A-0.45	318-U1356A-015R_5A-0.45	318-U1356A-015R_5A-0.45		Sedimentary	140.25	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-015R_5A-0.5	318-U1356A-015R_5A-0.5	318-U1356A-015R_5A-0.5		Sedimentary	140.3	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-015R-1-W-144	318-U1356A-015R-1-W-144	318-U1356A-015R-1-W-144		Sedimentary	135.24	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-015R-1-W-37	318-U1356A-015R-1-W-37	318-U1356A-015R-1-W-37		Sedimentary	134.17	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-015R-2-W-59	318-U1356A-015R-2-W-59	318-U1356A-015R-2-W-59		Sedimentary	135.89	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-015R-2-W-80	318-U1356A-015R-2-W-80	318-U1356A-015R-2-W-80		Sedimentary	136.1	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-015R-5-W-38	318-U1356A-015R-5-W-38	318-U1356A-015R-5-W-38		Sedimentary	140.18	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-015R-5-W-42	318-U1356A-015R-5-W-42	318-U1356A-015R-5-W-42		Sedimentary	140.22	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-015R-6-W-39	318-U1356A-015R-6-W-39	318-U1356A-015R-6-W-39		Sedimentary	141.69	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-015R-6-W-56	318-U1356A-015R-6-W-56	318-U1356A-015R-6-W-56		Sedimentary	141.36	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_1A-0.3	318-U1356A-017R_1A-0.3	318-U1356A-017R_1A-0.3		Sedimentary	153.3	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_1A-0.35	318-U1356A-017R_1A-0.35	318-U1356A-017R_1A-0.35		Sedimentary	153.35	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_1A-0.6	318-U1356A-017R_1A-0.6	318-U1356A-017R_1A-0.6		Sedimentary	153.6	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_1A-0.65	318-U1356A-017R_1A-0.65	318-U1356A-017R_1A-0.65		Sedimentary	153.65	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_1A-0.7	318-U1356A-017R_1A-0.7	318-U1356A-017R_1A-0.7		Sedimentary	153.7	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_1A-0.75	318-U1356A-017R_1A-0.75	318-U1356A-017R_1A-0.75		Sedimentary	153.75	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_1A-0.8	318-U1356A-017R_1A-0.8	318-U1356A-017R_1A-0.8		Sedimentary	153.8	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_1A-1	318-U1356A-017R_1A-1	318-U1356A-017R_1A-1		Sedimentary	154	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_1A-1.05	318-U1356A-017R_1A-1.05	318-U1356A-017R_1A-1.05		Sedimentary	154.05	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_1A-1.1	318-U1356A-017R_1A-1.1	318-U1356A-017R_1A-1.1		Sedimentary	154.1	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_1A-1.15	318-U1356A-017R_1A-1.15	318-U1356A-017R_1A-1.15		Sedimentary	154.15	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_1A-1.2	318-U1356A-017R_1A-1.2	318-U1356A-017R_1A-1.2		Sedimentary	154.2	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_1A-1.25	318-U1356A-017R_1A-1.25	318-U1356A-017R_1A-1.25		Sedimentary	154.25	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_1A-1.3	318-U1356A-017R_1A-1.3	318-U1356A-017R_1A-1.3		Sedimentary	154.3	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_1A-1.35	318-U1356A-017R_1A-1.35	318-U1356A-017R_1A-1.35		Sedimentary	154.35	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_1A-1.4	318-U1356A-017R_1A-1.4	318-U1356A-017R_1A-1.4		Sedimentary	154.4	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_2A-0.1	318-U1356A-017R_2A-0.1	318-U1356A-017R_2A-0.1		Sedimentary	154.6	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_2A-0.15	318-U1356A-017R_2A-0.15	318-U1356A-017R_2A-0.15		Sedimentary	154.65	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_2A-0.2	318-U1356A-017R_2A-0.2	318-U1356A-017R_2A-0.2		Sedimentary	154.7	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_2A-0.25	318-U1356A-017R_2A-0.25	318-U1356A-017R_2A-0.25		Sedimentary	154.75	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_2A-0.3	318-U1356A-017R_2A-0.3	318-U1356A-017R_2A-0.3		Sedimentary	154.8	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_2A-0.35	318-U1356A-017R_2A-0.35	318-U1356A-017R_2A-0.35		Sedimentary	154.85	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_2A-0.65	318-U1356A-017R_2A-0.65	318-U1356A-017R_2A-0.65		Sedimentary	155.15	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_2A-0.7	318-U1356A-017R_2A-0.7	318-U1356A-017R_2A-0.7		Sedimentary	155.2	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_2A-0.75	318-U1356A-017R_2A-0.75	318-U1356A-017R_2A-0.75		Sedimentary	155.25	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_2A-0.8	318-U1356A-017R_2A-0.8	318-U1356A-017R_2A-0.8		Sedimentary	155.3	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_2A-1	318-U1356A-017R_2A-1	318-U1356A-017R_2A-1		Sedimentary	155.5	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_2A-1.05	318-U1356A-017R_2A-1.05	318-U1356A-017R_2A-1.05		Sedimentary	155.55	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_2A-1.1	318-U1356A-017R_2A-1.1	318-U1356A-017R_2A-1.1		Sedimentary	155.6	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_2A-1.15	318-U1356A-017R_2A-1.15	318-U1356A-017R_2A-1.15		Sedimentary	155.65	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_2A-1.2	318-U1356A-017R_2A-1.2	318-U1356A-017R_2A-1.2		Sedimentary	155.7	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_2A-1.25	318-U1356A-017R_2A-1.25	318-U1356A-017R_2A-1.25		Sedimentary	155.75	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_2A-1.3	318-U1356A-017R_2A-1.3	318-U1356A-017R_2A-1.3		Sedimentary	155.8	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_2A-1.35	318-U1356A-017R_2A-1.35	318-U1356A-017R_2A-1.35		Sedimentary	155.85	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_2A-1.4	318-U1356A-017R_2A-1.4	318-U1356A-017R_2A-1.4		Sedimentary	155.9	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_3A-0.3	318-U1356A-017R_3A-0.3	318-U1356A-017R_3A-0.3		Sedimentary	156.3	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_3A-0.35	318-U1356A-017R_3A-0.35	318-U1356A-017R_3A-0.35		Sedimentary	156.35	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_3A-0.4	318-U1356A-017R_3A-0.4	318-U1356A-017R_3A-0.4		Sedimentary	156.4	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_3A-0.45	318-U1356A-017R_3A-0.45	318-U1356A-017R_3A-0.45		Sedimentary	156.45	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_3A-0.5	318-U1356A-017R_3A-0.5	318-U1356A-017R_3A-0.5		Sedimentary	156.5	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_3A-0.7	318-U1356A-017R_3A-0.7	318-U1356A-017R_3A-0.7		Sedimentary	156.7	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_3A-0.75	318-U1356A-017R_3A-0.75	318-U1356A-017R_3A-0.75		Sedimentary	156.75	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_3A-0.8	318-U1356A-017R_3A-0.8	318-U1356A-017R_3A-0.8		Sedimentary	156.8	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_3A-0.85	318-U1356A-017R_3A-0.85	318-U1356A-017R_3A-0.85		Sedimentary	156.85	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_3A-0.9	318-U1356A-017R_3A-0.9	318-U1356A-017R_3A-0.9		Sedimentary	156.9	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_3A-0.95	318-U1356A-017R_3A-0.95	318-U1356A-017R_3A-0.95		Sedimentary	156.95	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_3A-1.1	318-U1356A-017R_3A-1.1	318-U1356A-017R_3A-1.1		Sedimentary	157.1	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_3A-1.15	318-U1356A-017R_3A-1.15	318-U1356A-017R_3A-1.15		Sedimentary	157.15	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_3A-1.2	318-U1356A-017R_3A-1.2	318-U1356A-017R_3A-1.2		Sedimentary	157.2	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_3A-1.35	318-U1356A-017R_3A-1.35	318-U1356A-017R_3A-1.35		Sedimentary	157.35	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_3A-1.4	318-U1356A-017R_3A-1.4	318-U1356A-017R_3A-1.4		Sedimentary	157.4	Not Specified	Sediment Layer
This study		U1356A	318-U1356A-017R_4A-0.1	318-U1356A-017R_4A-0.1	318-U1356A-017R_4A-0.1		Sedimentary	157.6	Not Specified	Sediment Layer
