tab 	specimens
analysts	aniso_ftest	aniso_ftest12	aniso_ftest23	aniso_s	aniso_s_mean	aniso_s_n_measurements	aniso_s_sigma	aniso_s_unit	aniso_tilt_correction	aniso_type	aniso_v1	aniso_v2	aniso_v3	citations	description	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_measurements	dir_nrm_origin	dir_polarity	dir_tilt_correction	experiments	geologic_classes	geologic_types	int_abs	int_b	int_b_beta	int_b_sigma	int_corr	int_drat	int_drats	int_f	int_fvds	int_gamma	int_mad_free	int_md	int_n_measurements	int_n_ptrm	int_q	int_rsc	int_scat	int_treat_dc_field	lithologies	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen
unknown														This study			10.3	179.9	14.5			p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm020e1	extrusive:igneous	lava flow	0.0000715	-1.787	0.107	0.192	u	11.9	11.9	0.926	0.799	2.4	3.4	3	9	4	7.2	0.96	t	0.00004	basalt	773	273	K	DE-BFL:IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM	g	jm020e	pmagpy-2.92	jm020e1
														This study												extrusive:igneous	lava flow																			basalt						jm020e		jm020e2
unknown														This study			6.8	178	8.8			p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm020f1	extrusive:igneous	lava flow	0.0000796	-1.99	0.099	0.198	u	6.8	6.8	0.885	0.81	2.4	3.4	2	9	4	7.5	0.965	t	0.00004	basalt	773	273	K	DE-BFL:IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM	g	jm020f	pmagpy-2.92	jm020f1
														This study												extrusive:igneous	lava flow																			basalt						jm020f		jm020f2
														This study		A	0.3	180.4	12.8	1.2	13	p	n	-1	LP-DIR-AF:jm020g1	extrusive:igneous	lava flow					u														basalt	0.18	0.005	T	DE-BFL:LP-DIR-AF	g	jm020g	pmagpy-2.92	jm020g1
														This study		A	0.3	52.6	83.2	1.2	13	p	n	0	LP-DIR-AF:jm020g1	extrusive:igneous	lava flow					u														basalt	0.18	0.005	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-GPS-DIFF	g	jm020g	pmagpy-2.92	jm020g1
														This study		A	0.3	52.6	83.2	1.2	13	p	n	100	LP-DIR-AF:jm020g1	extrusive:igneous	lava flow					u														basalt	0.18	0.005	T	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-AF:SO-GPS-DIFF	g	jm020g	pmagpy-2.92	jm020g1
														This study												extrusive:igneous	lava flow																			basalt						jm020g		jm020g2
														This study		A	0.9	177.9	8.1	1	12	p	n	-1	LP-DIR-T:jm020h1	extrusive:igneous	lava flow					u														basalt	833	273	K	DE-BFL:LP-DIR-T	g	jm020h	pmagpy-2.92	jm020h1
														This study		A	0.9	90.5	84.5	1	12	p	n	0	LP-DIR-T:jm020h1	extrusive:igneous	lava flow					u														basalt	833	273	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-GPS-DIFF	g	jm020h	pmagpy-2.92	jm020h1
														This study		A	0.9	90.5	84.5	1	12	p	n	100	LP-DIR-T:jm020h1	extrusive:igneous	lava flow					u														basalt	833	273	K	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-T:SO-GPS-DIFF	g	jm020h	pmagpy-2.92	jm020h1
														This study												extrusive:igneous	lava flow																			basalt						jm020i		jm020i1
														This study												extrusive:igneous	lava flow																			basalt						jm020i		jm020i2
														This study		A	0.4	173.9	38.1	0.9	12	p	n	-1	LP-DIR-T:jm020j1	extrusive:igneous	lava flow					u														basalt	833	273	K	DE-BFL:LP-DIR-T	g	jm020j	pmagpy-2.92	jm020j1
														This study		A	0.4	73.7	84.2	0.9	12	p	n	0	LP-DIR-T:jm020j1	extrusive:igneous	lava flow					u														basalt	833	273	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-GPS-DIFF	g	jm020j	pmagpy-2.92	jm020j1
														This study		A	0.4	73.7	84.2	0.9	12	p	n	100	LP-DIR-T:jm020j1	extrusive:igneous	lava flow					u														basalt	833	273	K	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-T:SO-GPS-DIFF	g	jm020j	pmagpy-2.92	jm020j1
														This study												extrusive:igneous	lava flow																			basalt						jm020j		jm020j2
														This study												extrusive:igneous	lava flow																			basalt						jm020j		jm020j3
														This study		A	2	158.4	27	2	9	p	n	-1	LP-DIR-AF:jm021a1	extrusive:igneous	lava flow					u														basalt	0.18	0.03	T	DE-BFL:LP-DIR-AF	g	jm021a	pmagpy-2.92	jm021a1
														This study		A	2	34.8	70.8	2	9	p	n	0	LP-DIR-AF:jm021a1	extrusive:igneous	lava flow					u														basalt	0.18	0.03	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN	g	jm021a	pmagpy-2.92	jm021a1
														This study		A	2	34.8	70.8	2	9	p	n	100	LP-DIR-AF:jm021a1	extrusive:igneous	lava flow					u														basalt	0.18	0.03	T	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-AF:SO-SUN	g	jm021a	pmagpy-2.92	jm021a1
														This study												extrusive:igneous	lava flow																			basalt						jm021a		jm021a2
														This study		A	0.4	159.8	30.9	1	15	p	n	-1	LP-DIR-AF:jm021b1	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DE-BFL:LP-DIR-AF	g	jm021b	pmagpy-2.92	jm021b1
														This study		A	0.4	29.7	72.7	1	15	p	n	0	LP-DIR-AF:jm021b1	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN	g	jm021b	pmagpy-2.92	jm021b1
														This study		A	0.4	29.7	72.7	1	15	p	n	100	LP-DIR-AF:jm021b1	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-AF:SO-SUN	g	jm021b	pmagpy-2.92	jm021b1
														This study		A	2.2	162.8	24.3	2.2	14	p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm021c1	extrusive:igneous	lava flow					u														basalt	873	523	K	DE-BFL:LP-DIR-T	g	jm021c	pmagpy-2.92	jm021c1
														This study		A	2.2	33.7	73.6	2.2	14	p	n	0	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm021c1	extrusive:igneous	lava flow					u														basalt	873	523	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-SUN	g	jm021c	pmagpy-2.92	jm021c1
														This study		A	2.2	33.7	73.6	2.2	14	p	n	100	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm021c1	extrusive:igneous	lava flow					u														basalt	873	523	K	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-T:SO-SUN	g	jm021c	pmagpy-2.92	jm021c1
unknown														This study			2.1	163.1	24.5			p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm021c1	extrusive:igneous	lava flow	0.0000592	-1.479	0.048	0.07	u	3.5	3	0.971	0.864	2.4	2.1	3	15	7	18.4	0.9708	t	0.00004	basalt	873	423	K	DE-BFL:IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:LP-PI-TRM-ZI	g	jm021c	pmagpy-2.92	jm021c1
														This study												extrusive:igneous	lava flow																			basalt						jm021c		jm021c2
														This study		A	2	162	24.4	2.1	14	p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm021d1	extrusive:igneous	lava flow					u														basalt	873	523	K	DE-BFL:LP-DIR-T	g	jm021d	pmagpy-2.92	jm021d1
														This study		A	2	31	73.6	2.1	14	p	n	0	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm021d1	extrusive:igneous	lava flow					u														basalt	873	523	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-SUN	g	jm021d	pmagpy-2.92	jm021d1
														This study		A	2	31	73.6	2.1	14	p	n	100	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm021d1	extrusive:igneous	lava flow					u														basalt	873	523	K	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-T:SO-SUN	g	jm021d	pmagpy-2.92	jm021d1
unknown														This study			2.5	162.3	25.6			p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm021d1	extrusive:igneous	lava flow	0.0000637	-1.592	0.067	0.106	u	2.2	3	0.987	0.908	0.7	2.3	3	14	7	13.3	0.947	t	0.00004	basalt	853	273	K	DE-BFL:IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM	g	jm021d	pmagpy-2.92	jm021d1
														This study		A	1.5	158	10.5	1.5	12	p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm021e1	extrusive:igneous	lava flow					u														basalt	873	673	K	DE-BFL:LP-DIR-T	g	jm021e	pmagpy-2.92	jm021e1
														This study		A	1.5	13.4	68.4	1.5	12	p	n	0	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm021e1	extrusive:igneous	lava flow					u														basalt	873	673	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-SUN	g	jm021e	pmagpy-2.92	jm021e1
														This study		A	1.5	13.4	68.4	1.5	12	p	n	100	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm021e1	extrusive:igneous	lava flow					u														basalt	873	673	K	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-T:SO-SUN	g	jm021e	pmagpy-2.92	jm021e1
unknown														This study			1.8	158.3	12.1			p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm021e1	extrusive:igneous	lava flow	0.0000646	-1.615	0.043	0.07	u	2.3	1.4	0.981	0.906	1.5	2.4	2	14	7	20.6	0.9779	t	0.00004	basalt	853	273	K	DE-BFL:IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM	g	jm021e	pmagpy-2.92	jm021e1
														This study												extrusive:igneous	lava flow																			basalt						jm021e		jm021e2
														This study												extrusive:igneous	lava flow																			basalt						jm021f		jm021f1
														This study		A	0.7	158.9	16.2	0.8	14	p	n	-1	LP-DIR-AF:jm021f2	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DE-BFL:LP-DIR-AF	g	jm021f	pmagpy-2.92	jm021f2
														This study		A	0.7	28.7	69.7	0.8	14	p	n	0	LP-DIR-AF:jm021f2	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN	g	jm021f	pmagpy-2.92	jm021f2
														This study		A	0.7	28.7	69.7	0.8	14	p	n	100	LP-DIR-AF:jm021f2	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-AF:SO-SUN	g	jm021f	pmagpy-2.92	jm021f2
														This study												extrusive:igneous	lava flow																			basalt						jm021g		jm021g1
														This study												extrusive:igneous	lava flow																			basalt						jm021g		jm021g2
														This study												extrusive:igneous	lava flow																			basalt						jm021h		jm021h1
														This study		A	3.9	168.3	7.2	3.2	13	p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm021h2	extrusive:igneous	lava flow					u														basalt	873	623	K	DE-BFL:LP-DIR-T	g	jm021h	pmagpy-2.92	jm021h2
														This study		A	3.9	32.4	74.6	3.2	13	p	n	0	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm021h2	extrusive:igneous	lava flow					u														basalt	873	623	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-SUN	g	jm021h	pmagpy-2.92	jm021h2
														This study		A	3.9	32.4	74.6	3.2	13	p	n	100	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm021h2	extrusive:igneous	lava flow					u														basalt	873	623	K	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-T:SO-SUN	g	jm021h	pmagpy-2.92	jm021h2
unknown														This study			3.8	168.2	8.4			p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm021h2	extrusive:igneous	lava flow	0.0000395	-0.987	0.072	0.071	u	8.8	12.3	1.027	0.829	2.2	2.9	2	15	7	12.9	0.9345	t	0.00004	basalt	873	423	K	DE-BFL:IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:LP-PI-TRM-ZI	g	jm021h	pmagpy-2.92	jm021h2
														This study												extrusive:igneous	lava flow																			basalt						jm021i		jm021i1
														This study		A	2.9	172.1	4.2	3.7	13	p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm021i2	extrusive:igneous	lava flow					u														basalt	873	623	K	DE-BFL:LP-DIR-T	g	jm021i	pmagpy-2.92	jm021i2
														This study		A	2.9	21.2	74.2	3.7	13	p	n	0	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm021i2	extrusive:igneous	lava flow					u														basalt	873	623	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-SUN	g	jm021i	pmagpy-2.92	jm021i2
														This study		A	2.9	21.2	74.2	3.7	13	p	n	100	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm021i2	extrusive:igneous	lava flow					u														basalt	873	623	K	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-T:SO-SUN	g	jm021i	pmagpy-2.92	jm021i2
unknown														This study			3.2	172.6	5.5			p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm021i2	extrusive:igneous	lava flow	0.0000499	-1.247	0.097	0.12	u	4.4	1.2	1.079	0.803	1.9	3.1	3	15	7	10.2	0.8824	t	0.00004	basalt	873	423	K	DE-BFL:IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:LP-PI-TRM-ZI:SM-FTEST	g	jm021i	pmagpy-2.92	jm021i2
														This study												extrusive:igneous	lava flow																			basalt						jm021j		jm021j1
														This study												extrusive:igneous	lava flow																			basalt						jm021j		jm021j2
														This study		A	0.4	152.1	15.2	1.1	14	p	n	-1	LP-DIR-AF:jm022a1	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DE-BFL:LP-DIR-AF	g	jm022a	pmagpy-2.92	jm022a1
														This study		A	0.4	31.7	62.4	1.1	14	p	n	0	LP-DIR-AF:jm022a1	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN	g	jm022a	pmagpy-2.92	jm022a1
														This study		A	0.4	31.7	62.4	1.1	14	p	n	100	LP-DIR-AF:jm022a1	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-AF:SO-SUN	g	jm022a	pmagpy-2.92	jm022a1
														This study												extrusive:igneous	lava flow																			basalt						jm022a		jm022a2
														This study		A	90.1	64.7	-8.1	3.8	12	p	n	-1	LP-DIR-T:jm022b1	extrusive:igneous	lava flow					u														basalt	833	273	K	DE-BFP:LP-DIR-T	g	jm022b	pmagpy-2.92	jm022b1
														This study		A	89.9	245	26.4	3.8	12	p	n	0	LP-DIR-T:jm022b1	extrusive:igneous	lava flow					u														basalt	833	273	K	DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-SUN	g	jm022b	pmagpy-2.92	jm022b1
														This study		A	89.9	245	26.4	3.8	12	p	n	100	LP-DIR-T:jm022b1	extrusive:igneous	lava flow					u														basalt	833	273	K	DA-DIR-GEO:DA-DIR-TILT:DE-BFP:LP-DIR-T:SO-SUN	g	jm022b	pmagpy-2.92	jm022b1
														This study		A	0.8	154.3	29.3	0.9	17	p	n	-1	LP-DIR-AF:jm022b2	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DE-BFL:LP-DIR-AF	g	jm022b	pmagpy-2.92	jm022b2
														This study		A	0.8	32.1	63.4	0.9	17	p	n	0	LP-DIR-AF:jm022b2	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN	g	jm022b	pmagpy-2.92	jm022b2
														This study		A	0.8	32.1	63.4	0.9	17	p	n	100	LP-DIR-AF:jm022b2	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-AF:SO-SUN	g	jm022b	pmagpy-2.92	jm022b2
														This study		A	90	248.2	2.2	5.2	13	p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm022c1	extrusive:igneous	lava flow					u														basalt	858	273	K	DE-BFP:LP-DIR-T	g	jm022c	pmagpy-2.92	jm022c1
														This study		A	90	50.1	-22	5.2	13	p	n	0	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm022c1	extrusive:igneous	lava flow					u														basalt	858	273	K	DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-SUN	g	jm022c	pmagpy-2.92	jm022c1
														This study		A	90	50.1	-22	5.2	13	p	n	100	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm022c1	extrusive:igneous	lava flow					u														basalt	858	273	K	DA-DIR-GEO:DA-DIR-TILT:DE-BFP:LP-DIR-T:SO-SUN	g	jm022c	pmagpy-2.92	jm022c1
unknown														This study			8.2	159.4	19.9			p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm022c1	extrusive:igneous	lava flow	0.0000754	-1.886	0.111	0.209	u	2.6	2.7	0.603	0.485	2.3	5.8	3	6	5	4.2	0.9517	t	0.00004	basalt	698	273	K	DE-BFL:IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:SM-FTEST	g	jm022c	pmagpy-2.92	jm022c1
														This study												extrusive:igneous	lava flow																			basalt						jm022d		jm022d1
														This study												extrusive:igneous	lava flow																			basalt						jm022e		jm022e1
														This study												extrusive:igneous	lava flow																			basalt						jm022f		jm022f1
														This study												extrusive:igneous	lava flow																			basalt						jm022f		jm022f2
														This study		A	90	241.3	-2.6	3.2	13	p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm022g1	extrusive:igneous	lava flow					u														basalt	858	273	K	DE-BFP:LP-DIR-T	g	jm022g	pmagpy-2.92	jm022g1
														This study		A	90	227	27.9	3.2	13	p	n	0	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm022g1	extrusive:igneous	lava flow					u														basalt	858	273	K	DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-SUN	g	jm022g	pmagpy-2.92	jm022g1
														This study		A	90	227	27.9	3.2	13	p	n	100	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm022g1	extrusive:igneous	lava flow					u														basalt	858	273	K	DA-DIR-GEO:DA-DIR-TILT:DE-BFP:LP-DIR-T:SO-SUN	g	jm022g	pmagpy-2.92	jm022g1
unknown														This study			16.5	153.9	24.5			p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm022g1	extrusive:igneous	lava flow	0.000072	-1.801	0.094	0.169	u	10.7	3.2	0.881	0.679	2.3	5.1	3	9	5	8.1	0.9393	t	0.00004	basalt	773	273	K	DE-BFL:IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:SM-FTEST	g	jm022g	pmagpy-2.92	jm022g1
														This study		A	0.3	151.7	33.4	0.9	14	p	n	-1	LP-DIR-AF:jm022h1	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DE-BFL:LP-DIR-AF	g	jm022h	pmagpy-2.92	jm022h1
														This study		A	0.3	33.3	63.1	0.9	14	p	n	0	LP-DIR-AF:jm022h1	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN	g	jm022h	pmagpy-2.92	jm022h1
														This study		A	0.3	33.3	63.1	0.9	14	p	n	100	LP-DIR-AF:jm022h1	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-AF:SO-SUN	g	jm022h	pmagpy-2.92	jm022h1
														This study												extrusive:igneous	lava flow																			basalt						jm022i		jm022i1
														This study		A	0.6	153.5	20.1	1	9	p	n	-1	LP-DIR-T:jm022j1	extrusive:igneous	lava flow					u														basalt	833	673	K	DE-BFL:LP-DIR-T	g	jm022j	pmagpy-2.92	jm022j1
														This study		A	0.6	20	64.7	1	9	p	n	0	LP-DIR-T:jm022j1	extrusive:igneous	lava flow					u														basalt	833	673	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-CMD-NORTH	g	jm022j	pmagpy-2.92	jm022j1
														This study		A	0.6	20	64.7	1	9	p	n	100	LP-DIR-T:jm022j1	extrusive:igneous	lava flow					u														basalt	833	673	K	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-T:SO-CMD-NORTH	g	jm022j	pmagpy-2.92	jm022j1
														This study												extrusive:igneous	lava flow																			basalt						jm022j		jm022j2
														This study												extrusive:igneous	lava flow																			basalt						jm023a		jm023a1
														This study		A	0.7	188.5	45.9	1.4	13	p	n	-1	LP-DIR-AF:jm023b1	extrusive:igneous	lava flow					u														basalt	0.18	0.005	T	DE-BFL:LP-DIR-AF	g	jm023b	pmagpy-2.92	jm023b1
														This study		A	0.7	325.5	73.7	1.4	13	p	n	0	LP-DIR-AF:jm023b1	extrusive:igneous	lava flow					u														basalt	0.18	0.005	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-GPS-DIFF	g	jm023b	pmagpy-2.92	jm023b1
														This study		A	0.7	325.5	73.7	1.4	13	p	n	100	LP-DIR-AF:jm023b1	extrusive:igneous	lava flow					u														basalt	0.18	0.005	T	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-AF:SO-GPS-DIFF	g	jm023b	pmagpy-2.92	jm023b1
														This study		A	6.4	193.5	23.8	4.2	11	p	n	-1	LP-DIR-T:jm023c1	extrusive:igneous	lava flow					u														basalt	833	423	K	DE-BFL:LP-DIR-T	g	jm023c	pmagpy-2.92	jm023c1
														This study		A	6.4	326.3	74.6	4.2	11	p	n	0	LP-DIR-T:jm023c1	extrusive:igneous	lava flow					u														basalt	833	423	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-GPS-DIFF	g	jm023c	pmagpy-2.92	jm023c1
														This study		A	6.4	326.3	74.6	4.2	11	p	n	100	LP-DIR-T:jm023c1	extrusive:igneous	lava flow					u														basalt	833	423	K	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-T:SO-GPS-DIFF	g	jm023c	pmagpy-2.92	jm023c1
														This study		A	0.3	190.5	18.1	1.2	13	p	n	-1	LP-DIR-AF:jm023d1	extrusive:igneous	lava flow					u														basalt	0.18	0.01	T	DE-BFL:LP-DIR-AF	g	jm023d	pmagpy-2.92	jm023d1
														This study		A	0.3	306	72.2	1.2	13	p	n	0	LP-DIR-AF:jm023d1	extrusive:igneous	lava flow					u														basalt	0.18	0.01	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-GPS-DIFF	g	jm023d	pmagpy-2.92	jm023d1
														This study		A	0.3	306	72.2	1.2	13	p	n	100	LP-DIR-AF:jm023d1	extrusive:igneous	lava flow					u														basalt	0.18	0.01	T	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-AF:SO-GPS-DIFF	g	jm023d	pmagpy-2.92	jm023d1
														This study												extrusive:igneous	lava flow																			basalt						jm023e		jm023e1
														This study												extrusive:igneous	lava flow																			basalt						jm023f		jm023f1
														This study												extrusive:igneous	lava flow																			basalt						jm023g		jm023g1
														This study		A	4.8	146.4	11.4	3.2	11	p	n	-1	LP-DIR-T:jm023h1	extrusive:igneous	lava flow					u														basalt	833	423	K	DE-BFL:LP-DIR-T	g	jm023h	pmagpy-2.92	jm023h1
														This study		A	4.8	339.6	56.6	3.2	11	p	n	0	LP-DIR-T:jm023h1	extrusive:igneous	lava flow					u														basalt	833	423	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-GPS-DIFF	g	jm023h	pmagpy-2.92	jm023h1
														This study		A	4.8	339.6	56.6	3.2	11	p	n	100	LP-DIR-T:jm023h1	extrusive:igneous	lava flow					u														basalt	833	423	K	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-T:SO-GPS-DIFF	g	jm023h	pmagpy-2.92	jm023h1
														This study		A	1.2	150.4	22	1.6	15	p	n	-1	LP-DIR-AF:jm023i1	extrusive:igneous	lava flow					u														basalt	0.18	0.01	T	DE-BFL:LP-DIR-AF	g	jm023i	pmagpy-2.92	jm023i1
														This study		A	1.2	334.7	59.2	1.6	15	p	n	0	LP-DIR-AF:jm023i1	extrusive:igneous	lava flow					u														basalt	0.18	0.01	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-GPS-DIFF	g	jm023i	pmagpy-2.92	jm023i1
														This study		A	1.2	334.7	59.2	1.6	15	p	n	100	LP-DIR-AF:jm023i1	extrusive:igneous	lava flow					u														basalt	0.18	0.01	T	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-AF:SO-GPS-DIFF	g	jm023i	pmagpy-2.92	jm023i1
														This study												extrusive:igneous	lava flow																			basalt						jm023j		jm023j1
														This study		A	0.2	178.3	38.1	1	10	p	n	-1	LP-DIR-AF:jm024a1	extrusive:igneous	lava flow					u														basalt	0.18	0.02	T	DE-BFL:LP-DIR-AF	g	jm024a	pmagpy-2.92	jm024a1
														This study		A	0.2	263.6	78.8	1	10	p	n	0	LP-DIR-AF:jm024a1	extrusive:igneous	lava flow					u														basalt	0.18	0.02	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-GPS-DIFF	g	jm024a	pmagpy-2.92	jm024a1
														This study		A	0.2	263.6	78.8	1	10	p	n	100	LP-DIR-AF:jm024a1	extrusive:igneous	lava flow					u														basalt	0.18	0.02	T	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-AF:SO-GPS-DIFF	g	jm024a	pmagpy-2.92	jm024a1
														This study												extrusive:igneous	lava flow																			basalt						jm024a		jm024a2
