tab 	specimens
analysts	aniso_ftest	aniso_ftest12	aniso_ftest23	aniso_s	aniso_s_mean	aniso_s_n_measurements	aniso_s_sigma	aniso_s_unit	aniso_tilt_correction	aniso_type	aniso_v1	aniso_v2	aniso_v3	citations	description	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_measurements	dir_nrm_origin	dir_polarity	dir_tilt_correction	experiments	geologic_classes	geologic_types	int_abs	int_b	int_b_beta	int_b_sigma	int_corr	int_drat	int_drats	int_f	int_fvds	int_gamma	int_mad_free	int_md	int_n_measurements	int_n_ptrm	int_q	int_rsc	int_scat	int_treat_dc_field	lithologies	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen
														This study		A	90	87.1	0.5	3.7	10	p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm004h1	extrusive:igneous	lava flow					u														basalt	793	273	K	DE-BFP:LP-DIR-T	g	jm004h	pmagpy-2.92	jm004h1
														This study		A	90	294.4	-2.9	3.7	10	p	n	0	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm004h1	extrusive:igneous	lava flow					u														basalt	793	273	K	DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-GPS-DIFF	g	jm004h	pmagpy-2.92	jm004h1
														This study		A	90	294.4	-2.9	3.7	10	p	n	100	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm004h1	extrusive:igneous	lava flow					u														basalt	793	273	K	DA-DIR-GEO:DA-DIR-TILT:DE-BFP:LP-DIR-T:SO-GPS-DIFF	g	jm004h	pmagpy-2.92	jm004h1
														This study		A	1.8	177.8	0.9	2	12	p	n	-1	LP-DIR-T:jm004i1	extrusive:igneous	lava flow					u														basalt	833	273	K	DE-BFL:LP-DIR-T	g	jm004i	pmagpy-2.92	jm004i1
														This study		A	1.8	18.4	82.6	2	12	p	n	0	LP-DIR-T:jm004i1	extrusive:igneous	lava flow					u														basalt	833	273	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-GPS-DIFF	g	jm004i	pmagpy-2.92	jm004i1
														This study		A	1.8	18.4	82.6	2	12	p	n	100	LP-DIR-T:jm004i1	extrusive:igneous	lava flow					u														basalt	833	273	K	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-T:SO-GPS-DIFF	g	jm004i	pmagpy-2.92	jm004i1
														This study		A	90.3	63.1	2.3	3.3	12	p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm005a1							u															833	273	K	DE-BFP:LP-DIR-T	g	jm005a	pmagpy-2.92	jm005a1
unknown														This study			14.4	161.2	55.1			p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm005a1			0.000062	-1.551	0.096	0.15	u	12.7	13.9	0.97	0.817	0.8	5.1	2	10	5	7.4	0.9269	t	0.00004		793	273	K	DE-BFL:IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:SM-FTEST	g	jm005a	pmagpy-2.92	jm005a1
														This study		A	90	157.4	-6.9	5.9	12	p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm005b2							u															833	273	K	DE-BFP:LP-DIR-T	g	jm005b	pmagpy-2.92	jm005b2
unknown														This study			7.3	253.5	-46.5			p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm005b2			0.0000616	-1.539	0.145	0.223	u	8.9	22	0.944	0.92	1.8	4.4	1	9	5	5	0.8585	t	0.00004		773	273	K	DE-BFL:IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:SM-FTEST	g	jm005b	pmagpy-2.92	jm005b2
														This study		A	0.8	174.2	-7.6	1.1	14	p	n	-1	LP-DIR-AF:jm006a1	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DE-BFL:LP-DIR-AF	g	jm006a	pmagpy-2.92	jm006a1
														This study		A	0.8	301.6	77.9	1.1	14	p	n	0	LP-DIR-AF:jm006a1	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-CMD-NORTH	g	jm006a	pmagpy-2.92	jm006a1
														This study		A	0.8	301.6	77.9	1.1	14	p	n	100	LP-DIR-AF:jm006a1	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-AF:SO-CMD-NORTH	g	jm006a	pmagpy-2.92	jm006a1
														This study												extrusive:igneous	lava flow																			basalt						jm006a		jm006a2
														This study		A	1.6	167.2	5	1	12	p	n	-1	LP-DIR-AF:jm006b1	extrusive:igneous	lava flow					u														basalt	0.18	0.01	T	DE-BFL:LP-DIR-AF	g	jm006b	pmagpy-2.92	jm006b1
														This study		A	1.6	309.6	76.4	1	12	p	n	0	LP-DIR-AF:jm006b1	extrusive:igneous	lava flow					u														basalt	0.18	0.01	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-GPS-DIFF	g	jm006b	pmagpy-2.92	jm006b1
														This study		A	1.6	309.6	76.4	1	12	p	n	100	LP-DIR-AF:jm006b1	extrusive:igneous	lava flow					u														basalt	0.18	0.01	T	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-AF:SO-GPS-DIFF	g	jm006b	pmagpy-2.92	jm006b1
														This study												extrusive:igneous	lava flow																			basalt						jm006b		jm006b2
														This study		A	90	250.7	0.7	3.5	14	p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm006c1	extrusive:igneous	lava flow					u														basalt	853	273	K	DE-BFP:LP-DIR-T	g	jm006c	pmagpy-2.92	jm006c1
														This study		A	90	97.3	19.2	3.5	14	p	n	0	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm006c1	extrusive:igneous	lava flow					u														basalt	853	273	K	DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-GPS-DIFF	g	jm006c	pmagpy-2.92	jm006c1
														This study		A	90	97.3	19.2	3.5	14	p	n	100	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm006c1	extrusive:igneous	lava flow					u														basalt	853	273	K	DA-DIR-GEO:DA-DIR-TILT:DE-BFP:LP-DIR-T:SO-GPS-DIFF	g	jm006c	pmagpy-2.92	jm006c1
														This study												extrusive:igneous	lava flow																			basalt						jm006c		jm006c2
														This study		A	90	256.7	-2.7	6.4	14	p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm006d1	extrusive:igneous	lava flow					u														basalt	853	273	K	DE-BFP:LP-DIR-T	g	jm006d	pmagpy-2.92	jm006d1
														This study		A	90	94.5	12.3	6.4	14	p	n	0	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm006d1	extrusive:igneous	lava flow					u														basalt	853	273	K	DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-GPS-DIFF	g	jm006d	pmagpy-2.92	jm006d1
														This study		A	90	94.5	12.3	6.4	14	p	n	100	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm006d1	extrusive:igneous	lava flow					u														basalt	853	273	K	DA-DIR-GEO:DA-DIR-TILT:DE-BFP:LP-DIR-T:SO-GPS-DIFF	g	jm006d	pmagpy-2.92	jm006d1
														This study												extrusive:igneous	lava flow																			basalt						jm006d		jm006d2
														This study												extrusive:igneous	lava flow																			basalt						jm006d		jm006d3
														This study												extrusive:igneous	lava flow																			basalt						jm006e		jm006e1
														This study												extrusive:igneous	lava flow																			basalt						jm006e		jm006e2
														This study												extrusive:igneous	lava flow																			basalt						jm006f		jm006f1
														This study												extrusive:igneous	lava flow																			basalt						jm006f		jm006f2
														This study												extrusive:igneous	lava flow																			basalt						jm006g		jm006g1
														This study												extrusive:igneous	lava flow																			basalt						jm006g		jm006g2
														This study		A	0.4	160.3	5.3	1	14	p	n	-1	LP-DIR-AF:jm006h1	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DE-BFL:LP-DIR-AF	g	jm006h	pmagpy-2.92	jm006h1
														This study		A	0.4	303.2	70.3	1	14	p	n	0	LP-DIR-AF:jm006h1	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-GPS-DIFF	g	jm006h	pmagpy-2.92	jm006h1
														This study		A	0.4	303.2	70.3	1	14	p	n	100	LP-DIR-AF:jm006h1	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-AF:SO-GPS-DIFF	g	jm006h	pmagpy-2.92	jm006h1
														This study												extrusive:igneous	lava flow																			basalt						jm006h		jm006h2
														This study		A	0.5	160.4	8.6	1.9	13	p	n	-1	LP-DIR-T:jm006i1	extrusive:igneous	lava flow					u														basalt	843	273	K	DE-BFL:LP-DIR-T	g	jm006i	pmagpy-2.92	jm006i1
														This study		A	0.5	304.6	70.7	1.9	13	p	n	0	LP-DIR-T:jm006i1	extrusive:igneous	lava flow					u														basalt	843	273	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-GPS-DIFF	g	jm006i	pmagpy-2.92	jm006i1
														This study		A	0.5	304.6	70.7	1.9	13	p	n	100	LP-DIR-T:jm006i1	extrusive:igneous	lava flow					u														basalt	843	273	K	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-T:SO-GPS-DIFF	g	jm006i	pmagpy-2.92	jm006i1
														This study												extrusive:igneous	lava flow																			basalt						jm006i		jm006i2
														This study		A	0.4	161	-3.5	1.8	13	p	n	-1	LP-DIR-T:jm006j1	extrusive:igneous	lava flow					u														basalt	843	273	K	DE-BFL:LP-DIR-T	g	jm006j	pmagpy-2.92	jm006j1
														This study		A	0.4	298.5	70.6	1.8	13	p	n	0	LP-DIR-T:jm006j1	extrusive:igneous	lava flow					u														basalt	843	273	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-GPS-DIFF	g	jm006j	pmagpy-2.92	jm006j1
														This study		A	0.4	298.5	70.6	1.8	13	p	n	100	LP-DIR-T:jm006j1	extrusive:igneous	lava flow					u														basalt	843	273	K	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-T:SO-GPS-DIFF	g	jm006j	pmagpy-2.92	jm006j1
														This study												extrusive:igneous	lava flow																			basalt						jm006j		jm006j2
														This study		A	1.2	183.7	14.6	1.4	10	p	n	-1	LP-DIR-AF:jm007a1	extrusive:igneous	dike					u														basalt	0.18	0.02	T	DE-BFL:LP-DIR-AF	g	jm007a	pmagpy-2.92	jm007a1
														This study		A	1.2	44.6	86.4	1.4	10	p	n	0	LP-DIR-AF:jm007a1	extrusive:igneous	dike					u														basalt	0.18	0.02	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-GPS-DIFF	g	jm007a	pmagpy-2.92	jm007a1
														This study		A	1.2	44.6	86.4	1.4	10	p	n	100	LP-DIR-AF:jm007a1	extrusive:igneous	dike					u														basalt	0.18	0.02	T	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-AF:SO-GPS-DIFF	g	jm007a	pmagpy-2.92	jm007a1
														This study		A	2	187.4	14.9	1.9	13	p	n	-1	LP-DIR-AF:jm007b1	extrusive:igneous	dike					u														basalt	0.18	0.01	T	DE-BFL:LP-DIR-AF	g	jm007b	pmagpy-2.92	jm007b1
														This study		A	2	59.6	82.8	1.9	13	p	n	0	LP-DIR-AF:jm007b1	extrusive:igneous	dike					u														basalt	0.18	0.01	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-GPS-DIFF	g	jm007b	pmagpy-2.92	jm007b1
														This study		A	2	59.6	82.8	1.9	13	p	n	100	LP-DIR-AF:jm007b1	extrusive:igneous	dike					u														basalt	0.18	0.01	T	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-AF:SO-GPS-DIFF	g	jm007b	pmagpy-2.92	jm007b1
														This study		A	90	275	4.7	3.1	10	p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm007c1	extrusive:igneous	dike					u														basalt	793	273	K	DE-BFP:LP-DIR-T	g	jm007c	pmagpy-2.92	jm007c1
														This study		A	90	77.2	-3.1	3.1	10	p	n	0	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm007c1	extrusive:igneous	dike					u														basalt	793	273	K	DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-GPS-DIFF	g	jm007c	pmagpy-2.92	jm007c1
														This study		A	90	77.2	-3.1	3.1	10	p	n	100	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm007c1	extrusive:igneous	dike					u														basalt	793	273	K	DA-DIR-GEO:DA-DIR-TILT:DE-BFP:LP-DIR-T:SO-GPS-DIFF	g	jm007c	pmagpy-2.92	jm007c1
														This study												extrusive:igneous	dike																			basalt						jm007c		jm007c2
														This study		A	90	100.9	-2.5	2.9	10	p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm007d1	extrusive:igneous	dike					u														basalt	793	273	K	DE-BFP:LP-DIR-T	g	jm007d	pmagpy-2.92	jm007d1
														This study		A	90	78.1	-7.7	2.9	10	p	n	0	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm007d1	extrusive:igneous	dike					u														basalt	793	273	K	DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-GPS-DIFF	g	jm007d	pmagpy-2.92	jm007d1
														This study		A	90	78.1	-7.7	2.9	10	p	n	100	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm007d1	extrusive:igneous	dike					u														basalt	793	273	K	DA-DIR-GEO:DA-DIR-TILT:DE-BFP:LP-DIR-T:SO-GPS-DIFF	g	jm007d	pmagpy-2.92	jm007d1
														This study												extrusive:igneous	dike																			basalt						jm007e		jm007e1
														This study		A	1	185.9	19.7	1.1	13	p	n	-1	LP-DIR-T:jm007f1	extrusive:igneous	dike					u														basalt	843	273	K	DE-BFL:LP-DIR-T	g	jm007f	pmagpy-2.92	jm007f1
														This study		A	1	359	83	1.1	13	p	n	0	LP-DIR-T:jm007f1	extrusive:igneous	dike					u														basalt	843	273	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-SUN	g	jm007f	pmagpy-2.92	jm007f1
														This study		A	1	359	83	1.1	13	p	n	100	LP-DIR-T:jm007f1	extrusive:igneous	dike					u														basalt	843	273	K	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-T:SO-SUN	g	jm007f	pmagpy-2.92	jm007f1
														This study												extrusive:igneous	dike																			basalt						jm007f		jm007f2
														This study		A	0.9	188.4	12.7	0.8	13	p	n	-1	LP-DIR-T:jm007g1	extrusive:igneous	dike					u														basalt	843	273	K	DE-BFL:LP-DIR-T	g	jm007g	pmagpy-2.92	jm007g1
														This study		A	0.9	59.4	81.8	0.8	13	p	n	0	LP-DIR-T:jm007g1	extrusive:igneous	dike					u														basalt	843	273	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-CMD-NORTH	g	jm007g	pmagpy-2.92	jm007g1
														This study		A	0.9	59.4	81.8	0.8	13	p	n	100	LP-DIR-T:jm007g1	extrusive:igneous	dike					u														basalt	843	273	K	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-T:SO-CMD-NORTH	g	jm007g	pmagpy-2.92	jm007g1
														This study												extrusive:igneous	dike																			basalt						jm007g		jm007g2
														This study												extrusive:igneous	dike																			basalt						jm007h		jm007h1
														This study												extrusive:igneous	dike																			basalt						jm007h		jm007h2
														This study												extrusive:igneous	dike																			basalt						jm007i		jm007i1
														This study												extrusive:igneous	dike																			basalt						jm007i		jm007i2
														This study		A	0.6	181.1	0.8	1.5	15	p	n	-1	LP-DIR-AF:jm007j1	extrusive:igneous	dike					u														basalt	0.18	0	T	DE-BFL:LP-DIR-AF	g	jm007j	pmagpy-2.92	jm007j1
														This study		A	0.6	28.6	80.7	1.5	15	p	n	0	LP-DIR-AF:jm007j1	extrusive:igneous	dike					u														basalt	0.18	0	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN	g	jm007j	pmagpy-2.92	jm007j1
														This study		A	0.6	28.6	80.7	1.5	15	p	n	100	LP-DIR-AF:jm007j1	extrusive:igneous	dike					u														basalt	0.18	0	T	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-AF:SO-SUN	g	jm007j	pmagpy-2.92	jm007j1
														This study												extrusive:igneous	dike																			basalt						jm007j		jm007j2
														This study		A	0.2	177	12.6	1.2	16	p	n	-1	LP-DIR-AF:jm008a1	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DE-BFL:LP-DIR-AF	g	jm008a	pmagpy-2.92	jm008a1
														This study		A	0.2	223.3	86.2	1.2	16	p	n	0	LP-DIR-AF:jm008a1	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN	g	jm008a	pmagpy-2.92	jm008a1
														This study		A	0.2	223.3	86.2	1.2	16	p	n	100	LP-DIR-AF:jm008a1	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-AF:SO-SUN	g	jm008a	pmagpy-2.92	jm008a1
														This study												extrusive:igneous	lava flow																			basalt						jm008a		jm008a2
														This study		A	0.3	179.2	15.3	0.7	10	p	n	-1	LP-DIR-AF:jm008b1	extrusive:igneous	lava flow					u														basalt	0.18	0.02	T	DE-BFL:LP-DIR-AF	g	jm008b	pmagpy-2.92	jm008b1
														This study		A	0.3	246.3	88.1	0.7	10	p	n	0	LP-DIR-AF:jm008b1	extrusive:igneous	lava flow					u														basalt	0.18	0.02	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN	g	jm008b	pmagpy-2.92	jm008b1
														This study		A	0.3	246.3	88.1	0.7	10	p	n	100	LP-DIR-AF:jm008b1	extrusive:igneous	lava flow					u														basalt	0.18	0.02	T	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-AF:SO-SUN	g	jm008b	pmagpy-2.92	jm008b1
														This study		A	90	274.4	-0.1	2.8	8	p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm008c1	extrusive:igneous	lava flow					u														basalt	793	523	K	DE-BFP:LP-DIR-T	g	jm008c	pmagpy-2.92	jm008c1
														This study		A	90	354.3	-4.3	2.8	8	p	n	0	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm008c1	extrusive:igneous	lava flow					u														basalt	793	523	K	DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-SUN	g	jm008c	pmagpy-2.92	jm008c1
														This study		A	90	354.3	-4.3	2.8	8	p	n	100	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm008c1	extrusive:igneous	lava flow					u														basalt	793	523	K	DA-DIR-GEO:DA-DIR-TILT:DE-BFP:LP-DIR-T:SO-SUN	g	jm008c	pmagpy-2.92	jm008c1
														This study		A	90	275	1	3.5	10	p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm008d1	extrusive:igneous	lava flow					u														basalt	793	273	K	DE-BFP:LP-DIR-T	g	jm008d	pmagpy-2.92	jm008d1
														This study		A	90	185.7	4.4	3.5	10	p	n	0	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm008d1	extrusive:igneous	lava flow					u														basalt	793	273	K	DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-SUN	g	jm008d	pmagpy-2.92	jm008d1
														This study		A	90	185.7	4.4	3.5	10	p	n	100	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm008d1	extrusive:igneous	lava flow					u														basalt	793	273	K	DA-DIR-GEO:DA-DIR-TILT:DE-BFP:LP-DIR-T:SO-SUN	g	jm008d	pmagpy-2.92	jm008d1
														This study												extrusive:igneous	lava flow																			basalt						jm008d		jm008d2
														This study												extrusive:igneous	lava flow																			basalt						jm008e		jm008e1
														This study		A	3	185.1	1.5	1.5	11	p	n	-1	LP-DIR-T:jm008f1	extrusive:igneous	lava flow					u														basalt	833	423	K	DE-BFL:LP-DIR-T	g	jm008f	pmagpy-2.92	jm008f1
														This study		A	3	290.8	77.5	1.5	11	p	n	0	LP-DIR-T:jm008f1	extrusive:igneous	lava flow					u														basalt	833	423	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-SUN	g	jm008f	pmagpy-2.92	jm008f1
														This study		A	3	290.8	77.5	1.5	11	p	n	100	LP-DIR-T:jm008f1	extrusive:igneous	lava flow					u														basalt	833	423	K	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-T:SO-SUN	g	jm008f	pmagpy-2.92	jm008f1
														This study												extrusive:igneous	lava flow																			basalt						jm008g		jm008g2
														This study		A	0.5	183.4	9.9	1.3	19	p	n	-1	LP-DIR-AF:jm008h1	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DE-BFL:LP-DIR-AF	g	jm008h	pmagpy-2.92	jm008h1
														This study		A	0.5	14	86.5	1.3	19	p	n	0	LP-DIR-AF:jm008h1	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-SUN	g	jm008h	pmagpy-2.92	jm008h1
														This study		A	0.5	14	86.5	1.3	19	p	n	100	LP-DIR-AF:jm008h1	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-AF:SO-SUN	g	jm008h	pmagpy-2.92	jm008h1
														This study												extrusive:igneous	lava flow																			basalt						jm008i		jm008i1
														This study												extrusive:igneous	lava flow																			basalt						jm008i		jm008i2
														This study		A	90	276.9	-3.9	6.9	12	p	n	-1	LP-DIR-T:jm008j1	extrusive:igneous	lava flow					u														basalt	833	273	K	DE-BFP:LP-DIR-T	g	jm008j	pmagpy-2.92	jm008j1
														This study		A	90	349.7	-7.4	6.9	12	p	n	0	LP-DIR-T:jm008j1	extrusive:igneous	lava flow					u														basalt	833	273	K	DA-DIR-GEO:DE-BFP:LP-DIR-T:SO-SUN	g	jm008j	pmagpy-2.92	jm008j1
														This study		A	90	349.7	-7.4	6.9	12	p	n	100	LP-DIR-T:jm008j1	extrusive:igneous	lava flow					u														basalt	833	273	K	DA-DIR-GEO:DA-DIR-TILT:DE-BFP:LP-DIR-T:SO-SUN	g	jm008j	pmagpy-2.92	jm008j1
														This study												extrusive:igneous	lava flow																			basalt						jm008j		jm008j2
														This study		A	0.5	177.2	10.8	1.3	11	p	n	-1	LP-DIR-AF:jm009a1	extrusive:igneous	lava flow					u														basalt	0.18	0.015	T	DE-BFL:LP-DIR-AF	g	jm009a	pmagpy-2.92	jm009a1
														This study		A	0.5	358.5	79.4	1.3	11	p	n	0	LP-DIR-AF:jm009a1	extrusive:igneous	lava flow					u														basalt	0.18	0.015	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-GPS-DIFF	g	jm009a	pmagpy-2.92	jm009a1
														This study		A	0.5	358.5	79.4	1.3	11	p	n	100	LP-DIR-AF:jm009a1	extrusive:igneous	lava flow					u														basalt	0.18	0.015	T	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-AF:SO-GPS-DIFF	g	jm009a	pmagpy-2.92	jm009a1
														This study												extrusive:igneous	lava flow																			basalt						jm009a		jm009a2
														This study		A	0.6	174.6	24.4	1.4	14	p	n	-1	LP-DIR-AF:jm009b1	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DE-BFL:LP-DIR-AF	g	jm009b	pmagpy-2.92	jm009b1
														This study		A	0.6	5.4	78.5	1.4	14	p	n	0	LP-DIR-AF:jm009b1	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DA-DIR-GEO:DE-BFL:LP-DIR-AF:SO-GPS-DIFF	g	jm009b	pmagpy-2.92	jm009b1
														This study		A	0.6	5.4	78.5	1.4	14	p	n	100	LP-DIR-AF:jm009b1	extrusive:igneous	lava flow					u														basalt	0.18	0	T	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-AF:SO-GPS-DIFF	g	jm009b	pmagpy-2.92	jm009b1
														This study												extrusive:igneous	lava flow																			basalt						jm009b		jm009b2
														This study		A	4.6	180.1	25.8	2.7	16	p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm009c1	extrusive:igneous	lava flow					u														basalt	873	273	K	DE-BFL:LP-DIR-T	g	jm009c	pmagpy-2.92	jm009c1
														This study		A	4.6	24.8	81.8	2.7	16	p	n	0	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm009c1	extrusive:igneous	lava flow					u														basalt	873	273	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-GPS-DIFF	g	jm009c	pmagpy-2.92	jm009c1
														This study		A	4.6	24.8	81.8	2.7	16	p	n	100	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm009c1	extrusive:igneous	lava flow					u														basalt	873	273	K	DA-DIR-GEO:DA-DIR-TILT:DE-BFL:LP-DIR-T:SO-GPS-DIFF	g	jm009c	pmagpy-2.92	jm009c1
unknown														This study			4.5	180.2	26			p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm009c1	extrusive:igneous	lava flow	0.0000406	-1.014	0.103	0.105	u	2.9	2.3	1.119	0.859	1.9	2.9	2	17	7	9.5	0.8459	t	0.00004	basalt	853	273	K	DE-BFL:IE-TT:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM	g	jm009c	pmagpy-2.92	jm009c1
														This study												extrusive:igneous	lava flow																			basalt						jm009c		jm009c2
														This study		A	2.4	185.2	47.5	1.8	16	p	n	-1	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm009d1	extrusive:igneous	lava flow					u														basalt	873	273	K	DE-BFL:LP-DIR-T	g	jm009d	pmagpy-2.92	jm009d1
														This study		A	2.4	27.7	80.9	1.8	16	p	n	0	LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-BT-MD:LP-PI-TRM:jm009d1	extrusive:igneous	lava flow					u														basalt	873	273	K	DA-DIR-GEO:DE-BFL:LP-DIR-T:SO-SUN	g	jm009d	pmagpy-2.92	jm009d1
