tab 	samples
azimuth	azimuth_dec_correction	bed_dip	bed_dip_direction	citations	criteria	description	dip	dir_comp_name	dir_dec	dir_inc	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_nrm_origin	dir_polarity	dir_tilt_correction	geologic_classes	geologic_types	lat	lithologies	lon	method_codes	orientation_quality	result_quality	sample	site	software_packages	specimens	timestamp
159		0		This study			-103.5										extrusive:igneous	lava flow	79.44	basalt	13.33	SO-POM:SO-SUN	g		sp100i	sp100			2001-07-21T00:00:00Z
117.3		0		This study			-66.5										extrusive:igneous	lava flow	79.44	basalt	13.33	SO-POM:SO-SUN	g		sp100j	sp100			2001-07-21T00:00:00Z
134.8		0		This study			-76										extrusive:igneous	lava flow	79.44	basalt	13.33	SO-POM:SO-SUN	g		sp100k	sp100			2001-07-21T00:00:00Z
141.5		0		This study			-90										extrusive:igneous	lava flow	79.44	basalt	13.33	SO-POM:SO-SUN	g		sp100l	sp100			2001-07-21T00:00:00Z
254.8		0		This study			-69										extrusive:igneous	lava flow	79.44	basalt	13.33	SO-POM:SO-SUN	g		sp101a	sp101			2001-07-26T00:00:00Z
210.1		0		This study			-54										extrusive:igneous	lava flow	79.44	basalt	13.33	SO-POM:SO-SUN	g		sp101b	sp101			2001-07-26T00:00:00Z
187.1		0		This study			-66.5										extrusive:igneous	lava flow	79.44	basalt	13.33	SO-POM:SO-SUN	g		sp101c	sp101			2001-07-26T00:00:00Z
139.9		0		This study			-68.5										extrusive:igneous	lava flow	79.44	basalt	13.33	SO-POM:SO-SUN	g		sp101d	sp101			2001-07-26T00:00:00Z
138.5		0		This study			-83										extrusive:igneous	lava flow	79.44	basalt	13.33	SO-POM:SO-SUN	g		sp101e	sp101			2001-07-26T00:00:00Z
137.5		0		This study			-72										extrusive:igneous	lava flow	79.44	basalt	13.33	SO-POM:SO-SUN	g		sp101f	sp101			2001-07-26T00:00:00Z
197.7		0		This study			-75										extrusive:igneous	lava flow	79.44	basalt	13.33	SO-POM:SO-SUN	g		sp101g	sp101			2001-07-26T00:00:00Z
194		0		This study			-62										extrusive:igneous	lava flow	79.44	basalt	13.33	SO-POM:SO-SUN	g		sp101h	sp101			2001-07-26T00:00:00Z
157.7		0		This study			-64										extrusive:igneous	lava flow	79.44	basalt	13.33	SO-POM:SO-SUN	g		sp101i	sp101			2001-07-26T00:00:00Z
197.8		0		This study			-61										extrusive:igneous	lava flow	79.44	basalt	13.33	SO-POM:SO-SUN	g		sp101j	sp101			2001-07-26T00:00:00Z
195.3		0		This study			-60										extrusive:igneous	lava flow	79.44	basalt	13.33	SO-POM:SO-SUN	g		sp101k	sp101			2001-07-26T00:00:00Z
258.6		0		This study			-61										extrusive:igneous	lava flow	79.44	basalt	13.33	SO-POM:SO-SUN	g		sp101l	sp101			2001-07-26T00:00:00Z
43		0		This study			-46										igneous:intrusive	dike	79.39	basalt	13.71	SO-POM:SO-SUN	g		sp102a	sp102			2001-07-23T00:00:00Z
34.3		0		This study			-40										igneous:intrusive	dike	79.39	basalt	13.71	SO-POM:SO-SUN	g		sp102b	sp102			2001-07-23T00:00:00Z
59.3		0		This study			-74										igneous:intrusive	dike	79.39	basalt	13.71	SO-POM:SO-SUN	g		sp102c	sp102			2001-07-23T00:00:00Z
65.3		0		This study			-76										igneous:intrusive	dike	79.39	basalt	13.71	SO-POM:SO-SUN	g		sp102d	sp102			2001-07-23T00:00:00Z
69.6		0		This study			-66.5										igneous:intrusive	dike	79.39	basalt	13.71	SO-POM:SO-SUN	g		sp102e	sp102			2001-07-23T00:00:00Z
71.8		0		This study			-64.5										igneous:intrusive	dike	79.39	basalt	13.71	SO-POM:SO-SUN	g		sp102f	sp102			2001-07-23T00:00:00Z
86.8		0		This study			-58										igneous:intrusive	dike	79.39	basalt	13.71	SO-POM:SO-SUN	g		sp102g	sp102			2001-07-23T00:00:00Z
89.6		0		This study			-60										igneous:intrusive	dike	79.39	basalt	13.71	SO-POM:SO-SUN	g		sp102h	sp102			2001-07-23T00:00:00Z
166.5		0		This study			-83										igneous:intrusive	dike	79.39	basalt	13.71	SO-POM:SO-SUN	g		sp102i	sp102			2001-07-23T00:00:00Z
167.8		0		This study			-66										igneous:intrusive	dike	79.39	basalt	13.71	SO-POM:SO-SUN	g		sp102j	sp102			2001-07-23T00:00:00Z
159.8		0		This study			-61										igneous:intrusive	dike	79.39	basalt	13.71	SO-POM:SO-SUN	g		sp102k	sp102			2001-07-23T00:00:00Z
134.5		0		This study			-74										igneous:intrusive	dike	79.39	basalt	13.71	SO-POM:SO-SUN	g		sp102l	sp102			2001-07-23T00:00:00Z
151		0		This study			-62										igneous:intrusive	dike	79.39	basalt	13.7	SO-GPS-DIFF:SO-POM	g		sp103a	sp103			2001-07-23T00:00:00Z
143.5		0		This study			-20										igneous:intrusive	dike	79.39	basalt	13.7	SO-GPS-DIFF:SO-POM	g		sp103b	sp103			2001-07-23T00:00:00Z
183.5		0		This study			-62										igneous:intrusive	dike	79.39	basalt	13.7	SO-GPS-DIFF:SO-POM	g		sp103c	sp103			2001-07-23T00:00:00Z
109.5		0		This study			-67										igneous:intrusive	dike	79.39	basalt	13.7	SO-GPS-DIFF:SO-POM	g		sp103d	sp103			2001-07-23T00:00:00Z
80.5		0		This study			-50.5										igneous:intrusive	dike	79.39	basalt	13.7	SO-GPS-DIFF:SO-POM	g		sp103e	sp103			2001-07-23T00:00:00Z
87.5		0		This study			-64.5										igneous:intrusive	dike	79.39	basalt	13.7	SO-GPS-DIFF:SO-POM	g		sp103f	sp103			2001-07-23T00:00:00Z
83.5		0		This study			-37										igneous:intrusive	dike	79.39	basalt	13.7	SO-GPS-DIFF:SO-POM	g		sp103g	sp103			2001-07-23T00:00:00Z
100.5		0		This study			-53										igneous:intrusive	dike	79.39	basalt	13.7	SO-GPS-DIFF:SO-POM	g		sp103h	sp103			2001-07-23T00:00:00Z
96.5		0		This study			-58										igneous:intrusive	dike	79.39	basalt	13.7	SO-GPS-DIFF:SO-POM	g		sp103i	sp103			2001-07-23T00:00:00Z
92.5		0		This study			-47.5										igneous:intrusive	dike	79.39	basalt	13.7	SO-GPS-DIFF:SO-POM	g		sp103j	sp103			2001-07-23T00:00:00Z
98.5		0		This study			-65										igneous:intrusive	dike	79.39	basalt	13.7	SO-GPS-DIFF:SO-POM	g		sp103k	sp103			2001-07-23T00:00:00Z
190		0		This study			-50.5										igneous:intrusive	dike	79.39	basalt	13.7	SO-GPS-DIFF:SO-POM	g		sp103l	sp103			2001-07-23T00:00:00Z
195		0		This study			-50.5										igneous:intrusive	dike	79.39	basalt	13.7	SO-GPS-DIFF:SO-POM	g		sp103m	sp103			2001-07-23T00:00:00Z
95		0		This study			-63										igneous:intrusive	dike	79.39	basalt	13.7	SO-GPS-DIFF:SO-POM	g		sp103n	sp103			2001-07-23T00:00:00Z
260.1		0		This study			-78.5										extrusive:igneous	lava flow	79.26	basalt	13.61	SO-POM:SO-SUN	g		sp104a	sp104			2001-07-26T00:00:00Z
274.4		0		This study			-38										extrusive:igneous	lava flow	79.26	basalt	13.61	SO-POM:SO-SUN	g		sp104b	sp104			2001-07-26T00:00:00Z
244.6		0		This study			-42.5										extrusive:igneous	lava flow	79.26	basalt	13.61	SO-POM:SO-SUN	g		sp104c	sp104			2001-07-26T00:00:00Z
246.6		0		This study			-39										extrusive:igneous	lava flow	79.26	basalt	13.61	SO-POM:SO-SUN	g		sp104d	sp104			2001-07-26T00:00:00Z
257.2		0		This study			-46.5										extrusive:igneous	lava flow	79.26	basalt	13.61	SO-POM:SO-SUN	g		sp104e	sp104			2001-07-26T00:00:00Z
255.2		0		This study			-55										extrusive:igneous	lava flow	79.26	basalt	13.61	SO-POM:SO-SUN	g		sp104f	sp104			2001-07-26T00:00:00Z
258.7		0		This study			-38.5										extrusive:igneous	lava flow	79.26	basalt	13.61	SO-POM:SO-SUN	g		sp104g	sp104			2001-07-26T00:00:00Z
286.5		0		This study			-42.5										extrusive:igneous	lava flow	79.26	basalt	13.61	SO-POM:SO-SUN	g		sp104h	sp104			2001-07-26T00:00:00Z
315.5		0		This study			-72										extrusive:igneous	lava flow	79.26	basalt	13.61	SO-POM:SO-SUN	g		sp104i	sp104			2001-07-26T00:00:00Z
277.5		0		This study			-32										extrusive:igneous	lava flow	79.26	basalt	13.61	SO-POM:SO-SUN	g		sp104j	sp104			2001-07-26T00:00:00Z
336.7		0		This study			-36										extrusive:igneous	lava flow	79.26	basalt	13.61	SO-POM:SO-SUN	g		sp104k	sp104			2001-07-26T00:00:00Z
324.7		0		This study			-83										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp105a	sp105			2001-07-26T00:00:00Z
337.1		0		This study			-86										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp105b	sp105			2001-07-26T00:00:00Z
343.3		0		This study			-81										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp105c	sp105			2001-07-26T00:00:00Z
338		0		This study			-84										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp105d	sp105			2001-07-26T00:00:00Z
344.9		0		This study			-80										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp105e	sp105			2001-07-26T00:00:00Z
342.7		0		This study			-88.5										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp105f	sp105			2001-07-26T00:00:00Z
347.4		0		This study			-79.5										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp105g	sp105			2001-07-26T00:00:00Z
24.9		0		This study			-85										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp105h	sp105			2001-07-26T00:00:00Z
324.3		0		This study			-65.5										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp105i	sp105			2001-07-26T00:00:00Z
329.4		0		This study			-69.5										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp105j	sp105			2001-07-26T00:00:00Z
327.1		0		This study			-80										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp105k	sp105			2001-07-26T00:00:00Z
327.3		0		This study			-68.5										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp105l	sp105			2001-07-26T00:00:00Z
351.1		0		This study			-83.5										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp106a	sp106			2001-07-26T00:00:00Z
355.9		0		This study			-92.5										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp106b	sp106			2001-07-26T00:00:00Z
20.7		0		This study			-94.5										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp106c	sp106			2001-07-26T00:00:00Z
21.7		0		This study			-85										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp106d	sp106			2001-07-26T00:00:00Z
23.7		0		This study			-99										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp106e	sp106			2001-07-26T00:00:00Z
31.8		0		This study			-98.5										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp106f	sp106			2001-07-26T00:00:00Z
6.3		0		This study			-85										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp106g	sp106			2001-07-26T00:00:00Z
13.1		0		This study			-92.5										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp106h	sp106			2001-07-26T00:00:00Z
48.1		0		This study			-93										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp106i	sp106			2001-07-26T00:00:00Z
61.1		0		This study			-92.5										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp106j	sp106			2001-07-26T00:00:00Z
44.4		0		This study			-64.5										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp106k	sp106			2001-07-26T00:00:00Z
35.2		0		This study			-84.5										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp106l	sp106			2001-07-26T00:00:00Z
87.1		0		This study			-86.5										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp107a	sp107			2001-07-26T00:00:00Z
86.8		0		This study			-86.5										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp107b	sp107			2001-07-26T00:00:00Z
89.6		0		This study			-88										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp107c	sp107			2001-07-26T00:00:00Z
40.8		0		This study			-96										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp107d	sp107			2001-07-26T00:00:00Z
34.1		0		This study			-90										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp107e	sp107			2001-07-26T00:00:00Z
103.2		0		This study			-91										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp107f	sp107			2001-07-26T00:00:00Z
103.3		0		This study			-85.5										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp107g	sp107			2001-07-26T00:00:00Z
105.3		0		This study			-77										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp107h	sp107			2001-07-26T00:00:00Z
40.3		0		This study			-94										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp107i	sp107			2001-07-26T00:00:00Z
42.4		0		This study			-96										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp107j	sp107			2001-07-26T00:00:00Z
52.1		0		This study			-87										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp107k	sp107			2001-07-26T00:00:00Z
57		0		This study			-96										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp107l	sp107			2001-07-26T00:00:00Z
52.8		0		This study			-75.5										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp108a	sp108			2001-07-26T00:00:00Z
53.1		0		This study			-70										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp108b	sp108			2001-07-26T00:00:00Z
47.6		0		This study			-83.5										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp108c	sp108			2001-07-26T00:00:00Z
39.8		0		This study			-71.5										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp108d	sp108			2001-07-26T00:00:00Z
20.8		0		This study			-78.5										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp108e	sp108			2001-07-26T00:00:00Z
78.6		0		This study			-86.5										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp108f	sp108			2001-07-26T00:00:00Z
82.4		0		This study			-92										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp108g	sp108			2001-07-26T00:00:00Z
74.1		0		This study			-90.5										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp108h	sp108			2001-07-26T00:00:00Z
82.1		0		This study			-91.5										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp108i	sp108			2001-07-26T00:00:00Z
69.9		0		This study			-84										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp108j	sp108			2001-07-26T00:00:00Z
46.7		0		This study			-29										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp109a	sp109			2001-07-26T00:00:00Z
55.4		0		This study			-25										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp109b	sp109			2001-07-26T00:00:00Z
99.4		0		This study			-29										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp109c	sp109			2001-07-26T00:00:00Z
27.4		0		This study			-30.5										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp109d	sp109			2001-07-26T00:00:00Z
38.5		0		This study			-49										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp109e	sp109			2001-07-26T00:00:00Z
60.7		0		This study			-49										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp109f	sp109			2001-07-26T00:00:00Z
45.1		0		This study			-53.5										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp109g	sp109			2001-07-26T00:00:00Z
38.8		0		This study			-44										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp109h	sp109			2001-07-26T00:00:00Z
42.3		0		This study			-47										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp109i	sp109			2001-07-26T00:00:00Z
51.6		0		This study			-47										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp109j	sp109			2001-07-26T00:00:00Z
51.2		0		This study			-49										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp109k	sp109			2001-07-26T00:00:00Z
21.2		0		This study			-34										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp109l	sp109			2001-07-26T00:00:00Z
22.7		0		This study			-58.5										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp109m	sp109			2001-07-26T00:00:00Z
47.9		0		This study			-26										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp110a	sp110			2001-07-27T00:00:00Z
72.2		0		This study			-78										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp110b	sp110			2001-07-27T00:00:00Z
73.3		0		This study			-83										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp110c	sp110			2001-07-27T00:00:00Z
100.4		0		This study			-41.5										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp110d	sp110			2001-07-27T00:00:00Z
100.8		0		This study			-38										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp110e	sp110			2001-07-27T00:00:00Z
35.4		0		This study			-78										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp110f	sp110			2001-07-27T00:00:00Z
38.8		0		This study			-73.5										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp110g	sp110			2001-07-27T00:00:00Z
39.4		0		This study			-83										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp110h	sp110			2001-07-27T00:00:00Z
64		0		This study			-38										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp110i	sp110			2001-07-27T00:00:00Z
8.1		0		This study			-43.5										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp110j	sp110			2001-07-27T00:00:00Z
17.4		0		This study			-46										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp110k	sp110			2001-07-27T00:00:00Z
28.7		0		This study			-35										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp110l	sp110			2001-07-27T00:00:00Z
306.4		0		This study			-73										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp111a	sp111			2001-07-27T00:00:00Z
310.2		0		This study			-68										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp111b	sp111			2001-07-27T00:00:00Z
356.8		0		This study			-51.5										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp111c	sp111			2001-07-27T00:00:00Z
25.6		0		This study			-41										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp111d	sp111			2001-07-27T00:00:00Z
354.9		0		This study			-75										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp111e	sp111			2001-07-27T00:00:00Z
356.1		0		This study			-76.5										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp111f	sp111			2001-07-27T00:00:00Z
338.2		0		This study			-79										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp111g	sp111			2001-07-27T00:00:00Z
343.5		0		This study			-79										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp111h	sp111			2001-07-27T00:00:00Z
352.8		0		This study			-82.5										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp111i	sp111			2001-07-27T00:00:00Z
356.9		0		This study			-81										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp111j	sp111			2001-07-27T00:00:00Z
351.7		0		This study			-88										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp111k	sp111			2001-07-27T00:00:00Z
354.2		0		This study			-87										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp111l	sp111			2001-07-27T00:00:00Z
56.6		2.6		This study			-46.5										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-CMD-NORTH:SO-POM	g		sp111m	sp111			2001-07-27T00:00:00Z
339.6		0		This study			-49										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-GPS-DIFF:SO-POM	g		sp112a	sp112			2001-07-27T00:00:00Z
307.6		0		This study			-64										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-GPS-DIFF:SO-POM	g		sp112b	sp112			2001-07-27T00:00:00Z
323.1		0		This study			-34.5										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-GPS-DIFF:SO-POM	g		sp112c	sp112			2001-07-27T00:00:00Z
300.6		0		This study			-58										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-GPS-DIFF:SO-POM	g		sp112d	sp112			2001-07-27T00:00:00Z
296.8		0		This study			-66										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-POM:SO-SUN	g		sp112e	sp112			2001-07-27T00:00:00Z
286.1		0		This study			-52										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-GPS-DIFF:SO-POM	g		sp112f	sp112			2001-07-27T00:00:00Z
356.1		0		This study			-44										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-GPS-DIFF:SO-POM	g		sp112g	sp112			2001-07-27T00:00:00Z
338.6		0		This study			-57										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-GPS-DIFF:SO-POM	g		sp112h	sp112			2001-07-27T00:00:00Z
340.1		0		This study			-52										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-GPS-DIFF:SO-POM	g		sp112i	sp112			2001-07-27T00:00:00Z
336.6		0		This study			-61										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-GPS-DIFF:SO-POM	g		sp112j	sp112			2001-07-27T00:00:00Z
328.1		0		This study			-48.5										extrusive:igneous	lava flow	79.35	basalt	14.32	SO-GPS-DIFF:SO-POM	g		sp112k	sp112			2001-07-27T00:00:00Z
347.3		0		This study			-82										extrusive:igneous	lava flow	79.52	basalt	14.03	SO-POM:SO-SUN	g		sp113a	sp113			2001-07-29T00:00:00Z
346.8		0		This study			-82										extrusive:igneous	lava flow	79.52	basalt	14.03	SO-POM:SO-SUN	g		sp113b	sp113			2001-07-29T00:00:00Z
318.5		0		This study			-69										extrusive:igneous	lava flow	79.52	basalt	14.03	SO-POM:SO-SUN	g		sp113d	sp113			2001-07-29T00:00:00Z
319.3		0		This study			-61.5										extrusive:igneous	lava flow	79.52	basalt	14.03	SO-POM:SO-SUN	g		sp113e	sp113			2001-07-29T00:00:00Z
311.8		0		This study			-64										extrusive:igneous	lava flow	79.52	basalt	14.03	SO-POM:SO-SUN	g		sp113f	sp113			2001-07-29T00:00:00Z
313		0		This study			-59.5										extrusive:igneous	lava flow	79.52	basalt	14.03	SO-POM:SO-SUN	g		sp113g	sp113			2001-07-29T00:00:00Z
304.3		0		This study			-65										extrusive:igneous	lava flow	79.52	basalt	14.03	SO-POM:SO-SUN	g		sp113h	sp113			2001-07-29T00:00:00Z
286.3		2.3		This study			-80.5										extrusive:igneous	lava flow	79.52	basalt	14.03	SO-CMD-NORTH:SO-POM	g		sp113i	sp113			2001-07-29T00:00:00Z
276.3		2.3		This study			-77										extrusive:igneous	lava flow	79.52	basalt	14.03	SO-CMD-NORTH:SO-POM	g		sp113j	sp113			2001-07-29T00:00:00Z
277.3		2.3		This study			-64.5										extrusive:igneous	lava flow	79.52	basalt	14.03	SO-CMD-NORTH:SO-POM	g		sp113k	sp113			2001-07-29T00:00:00Z
282.3		2.3		This study			-68.5										extrusive:igneous	lava flow	79.52	basalt	14.03	SO-CMD-NORTH:SO-POM	g		sp113l	sp113			2001-07-29T00:00:00Z
