tab	samples
cooling_rate_corr	cooling_rate_mcd	citations	location	sample_alternatives	sample	scientists	site	method_codes	participantlist	azimuth	bed_dip	bed_dip_direction	geologic_classes	cooling_rate	azimuth_dec_correction	description	dip	height	igsn	lat	lithologies	lon	texture	geologic_types
		This study	McMurdo		mc157l		mc157	:SO-NO					Not Specified							-77.70300	Not Specified	162.264		Not Specified
		This study	McMurdo		mc157m		mc157	:SO-NO					Not Specified							-77.70300	Not Specified	162.264		Not Specified
		This study	McMurdo		mc157n		mc157	:SO-NO					Not Specified							-77.70300	Not Specified	162.264		Not Specified
		This study	McMurdo		mc158a		mc158	:SO-NO					Not Specified							-77.68800	Not Specified	162.462		Not Specified
		This study	McMurdo		mc158b		mc158	:SO-NO					Not Specified							-77.68800	Not Specified	162.462		Not Specified
		This study	McMurdo		mc158c		mc158	:SO-NO					Not Specified							-77.68800	Not Specified	162.462		Not Specified
		This study	McMurdo		mc158d		mc158	:SO-NO					Not Specified							-77.68800	Not Specified	162.462		Not Specified
		This study	McMurdo		mc158e		mc158	:SO-NO					Not Specified							-77.68800	Not Specified	162.462		Not Specified
		This study	McMurdo		mc158f		mc158	:SO-NO					Not Specified							-77.68800	Not Specified	162.462		Not Specified
		This study	McMurdo		mc158g		mc158	:SO-NO					Not Specified							-77.68800	Not Specified	162.462		Not Specified
		This study	McMurdo		mc158h		mc158	:SO-NO					Not Specified							-77.68800	Not Specified	162.462		Not Specified
		This study	McMurdo		mc158i		mc158	:SO-NO					Not Specified							-77.68800	Not Specified	162.462		Not Specified
		This study	McMurdo		mc158j		mc158	:SO-NO					Not Specified							-77.68800	Not Specified	162.462		Not Specified
		This study	McMurdo		mc15a		mc15	:SO-NO					Not Specified							-77.47000	Not Specified	169.23		Not Specified
		This study	McMurdo		mc15b		mc15	:SO-NO					Not Specified							-77.47000	Not Specified	169.23		Not Specified
		This study	McMurdo		mc15c		mc15	:SO-NO					Not Specified							-77.47000	Not Specified	169.23		Not Specified
		This study	McMurdo		mc15d		mc15	:SO-NO					Not Specified							-77.47000	Not Specified	169.23		Not Specified
		This study	McMurdo		mc15e		mc15	:SO-NO					Not Specified							-77.47000	Not Specified	169.23		Not Specified
		This study	McMurdo		mc15f		mc15	:SO-NO					Not Specified							-77.47000	Not Specified	169.23		Not Specified
		This study	McMurdo		mc15g		mc15	:SO-NO					Not Specified							-77.47000	Not Specified	169.23		Not Specified
		This study	McMurdo		mc15h		mc15	:SO-NO					Not Specified							-77.47000	Not Specified	169.23		Not Specified
		This study	McMurdo		mc160a		mc160	:SO-NO					Not Specified							-77.68700	Not Specified	162.354		Not Specified
		This study	McMurdo		mc160b		mc160	:SO-NO					Not Specified							-77.68700	Not Specified	162.354		Not Specified
		This study	McMurdo		mc160c		mc160	:SO-NO					Not Specified							-77.68700	Not Specified	162.354		Not Specified
		This study	McMurdo		mc160d		mc160	:SO-NO					Not Specified							-77.68700	Not Specified	162.354		Not Specified
		This study	McMurdo		mc160e		mc160	:SO-NO					Not Specified							-77.68700	Not Specified	162.354		Not Specified
		This study	McMurdo		mc160f		mc160	:SO-NO					Not Specified							-77.68700	Not Specified	162.354		Not Specified
		This study	McMurdo		mc160g		mc160	:SO-NO					Not Specified							-77.68700	Not Specified	162.354		Not Specified
		This study	McMurdo		mc160h		mc160	:SO-NO					Not Specified							-77.68700	Not Specified	162.354		Not Specified
		This study	McMurdo		mc160i		mc160	:SO-NO					Not Specified							-77.68700	Not Specified	162.354		Not Specified
		This study	McMurdo		mc160j		mc160	:SO-NO					Not Specified							-77.68700	Not Specified	162.354		Not Specified
		This study	McMurdo		mc160k		mc160	:SO-NO					Not Specified							-77.68700	Not Specified	162.354		Not Specified
		This study	McMurdo		mc160l		mc160	:SO-NO					Not Specified							-77.68700	Not Specified	162.354		Not Specified
		This study	McMurdo		mc161a		mc161	:SO-NO					Not Specified							-77.70200	Not Specified	162.694		Not Specified
		This study	McMurdo		mc161b		mc161	:SO-NO					Not Specified							-77.70200	Not Specified	162.694		Not Specified
		This study	McMurdo		mc161c		mc161	:SO-NO					Not Specified							-77.70200	Not Specified	162.694		Not Specified
		This study	McMurdo		mc161d		mc161	:SO-NO					Not Specified							-77.70200	Not Specified	162.694		Not Specified
		This study	McMurdo		mc161e		mc161	:SO-NO					Not Specified							-77.70200	Not Specified	162.694		Not Specified
		This study	McMurdo		mc161f		mc161	:SO-NO					Not Specified							-77.70200	Not Specified	162.694		Not Specified
		This study	McMurdo		mc161g		mc161	:SO-NO					Not Specified							-77.70200	Not Specified	162.694		Not Specified
		This study	McMurdo		mc161h		mc161	:SO-NO					Not Specified							-77.70200	Not Specified	162.694		Not Specified
		This study	McMurdo		mc161i		mc161	:SO-NO					Not Specified							-77.70200	Not Specified	162.694		Not Specified
		This study	McMurdo		mc161j		mc161	:SO-NO					Not Specified							-77.70200	Not Specified	162.694		Not Specified
		This study	McMurdo		mc161k		mc161	:SO-NO					Not Specified							-77.70200	Not Specified	162.694		Not Specified
		This study	McMurdo		mc162a		mc162	:SO-NO					Not Specified							-77.70100	Not Specified	162.69		Not Specified
		This study	McMurdo		mc162b		mc162	:SO-NO					Not Specified							-77.70100	Not Specified	162.69		Not Specified
		This study	McMurdo		mc162c		mc162	:SO-NO					Not Specified							-77.70100	Not Specified	162.69		Not Specified
		This study	McMurdo		mc162d		mc162	:SO-NO					Not Specified							-77.70100	Not Specified	162.69		Not Specified
		This study	McMurdo		mc162e		mc162	:SO-NO					Not Specified							-77.70100	Not Specified	162.69		Not Specified
		This study	McMurdo		mc162f		mc162	:SO-NO					Not Specified							-77.70100	Not Specified	162.69		Not Specified
		This study	McMurdo		mc162g		mc162	:SO-NO					Not Specified							-77.70100	Not Specified	162.69		Not Specified
		This study	McMurdo		mc162h		mc162	:SO-NO					Not Specified							-77.70100	Not Specified	162.69		Not Specified
		This study	McMurdo		mc162i		mc162	:SO-NO					Not Specified							-77.70100	Not Specified	162.69		Not Specified
		This study	McMurdo		mc162j		mc162	:SO-NO					Not Specified							-77.70100	Not Specified	162.69		Not Specified
		This study	McMurdo		mc163a		mc163	:SO-NO					Not Specified							-77.70000	Not Specified	162.68		Not Specified
		This study	McMurdo		mc163b		mc163	:SO-NO					Not Specified							-77.70000	Not Specified	162.68		Not Specified
		This study	McMurdo		mc163c		mc163	:SO-NO					Not Specified							-77.70000	Not Specified	162.68		Not Specified
		This study	McMurdo		mc163d		mc163	:SO-NO					Not Specified							-77.70000	Not Specified	162.68		Not Specified
		This study	McMurdo		mc163e		mc163	:SO-NO					Not Specified							-77.70000	Not Specified	162.68		Not Specified
		This study	McMurdo		mc163f		mc163	:SO-NO					Not Specified							-77.70000	Not Specified	162.68		Not Specified
		This study	McMurdo		mc163g		mc163	:SO-NO					Not Specified							-77.70000	Not Specified	162.68		Not Specified
		This study	McMurdo		mc163h		mc163	:SO-NO					Not Specified							-77.70000	Not Specified	162.68		Not Specified
		This study	McMurdo		mc163i		mc163	:SO-NO					Not Specified							-77.70000	Not Specified	162.68		Not Specified
		This study	McMurdo		mc163j		mc163	:SO-NO					Not Specified							-77.70000	Not Specified	162.68		Not Specified
		This study	McMurdo		mc163k		mc163	:SO-NO					Not Specified							-77.70000	Not Specified	162.68		Not Specified
		This study	McMurdo		mc164a		mc164	:SO-NO					Not Specified							-77.51400	Not Specified	169.33		Not Specified
		This study	McMurdo		mc164b		mc164	:SO-NO					Not Specified							-77.51400	Not Specified	169.33		Not Specified
		This study	McMurdo		mc164c		mc164	:SO-NO					Not Specified							-77.51400	Not Specified	169.33		Not Specified
		This study	McMurdo		mc164d		mc164	:SO-NO					Not Specified							-77.51400	Not Specified	169.33		Not Specified
		This study	McMurdo		mc164e		mc164	:SO-NO					Not Specified							-77.51400	Not Specified	169.33		Not Specified
		This study	McMurdo		mc164f		mc164	:SO-NO					Not Specified							-77.51400	Not Specified	169.33		Not Specified
		This study	McMurdo		mc164g		mc164	:SO-NO					Not Specified							-77.51400	Not Specified	169.33		Not Specified
		This study	McMurdo		mc164h		mc164	:SO-NO					Not Specified							-77.51400	Not Specified	169.33		Not Specified
		This study	McMurdo		mc164i		mc164	:SO-NO					Not Specified							-77.51400	Not Specified	169.33		Not Specified
		This study	McMurdo		mc164j		mc164	:SO-NO					Not Specified							-77.51400	Not Specified	169.33		Not Specified
		This study	McMurdo		mc164k		mc164	:SO-NO					Not Specified							-77.51400	Not Specified	169.33		Not Specified
		This study	McMurdo		mc164l		mc164	:SO-NO					Not Specified							-77.51400	Not Specified	169.33		Not Specified
		This study	McMurdo		mc165a		mc165	:SO-NO					Not Specified							-77.51300	Not Specified	169.332		Not Specified
		This study	McMurdo		mc165b		mc165	:SO-NO					Not Specified							-77.51300	Not Specified	169.332		Not Specified
		This study	McMurdo		mc165c		mc165	:SO-NO					Not Specified							-77.51300	Not Specified	169.332		Not Specified
		This study	McMurdo		mc165d		mc165	:SO-NO					Not Specified							-77.51300	Not Specified	169.332		Not Specified
		This study	McMurdo		mc165e		mc165	:SO-NO					Not Specified							-77.51300	Not Specified	169.332		Not Specified
		This study	McMurdo		mc165f		mc165	:SO-NO					Not Specified							-77.51300	Not Specified	169.332		Not Specified
		This study	McMurdo		mc165g		mc165	:SO-NO					Not Specified							-77.51300	Not Specified	169.332		Not Specified
		This study	McMurdo		mc165h		mc165	:SO-NO					Not Specified							-77.51300	Not Specified	169.332		Not Specified
		This study	McMurdo		mc165i		mc165	:SO-NO					Not Specified							-77.51300	Not Specified	169.332		Not Specified
		This study	McMurdo		mc165j		mc165	:SO-NO					Not Specified							-77.51300	Not Specified	169.332		Not Specified
		This study	McMurdo		mc166a		mc166	:SO-NO					Not Specified							-77.84900	Not Specified	166.67		Not Specified
		This study	McMurdo		mc166b		mc166	:SO-NO					Not Specified							-77.84900	Not Specified	166.67		Not Specified
		This study	McMurdo		mc166c		mc166	:SO-NO					Not Specified							-77.84900	Not Specified	166.67		Not Specified
		This study	McMurdo		mc166d		mc166	:SO-NO					Not Specified							-77.84900	Not Specified	166.67		Not Specified
		This study	McMurdo		mc166e		mc166	:SO-NO					Not Specified							-77.84900	Not Specified	166.67		Not Specified
		This study	McMurdo		mc166f		mc166	:SO-NO					Not Specified							-77.84900	Not Specified	166.67		Not Specified
		This study	McMurdo		mc166g		mc166	:SO-NO					Not Specified							-77.84900	Not Specified	166.67		Not Specified
		This study	McMurdo		mc166h		mc166	:SO-NO					Not Specified							-77.84900	Not Specified	166.67		Not Specified
		This study	McMurdo		mc166i		mc166	:SO-NO					Not Specified							-77.84900	Not Specified	166.67		Not Specified
		This study	McMurdo		mc166j		mc166	:SO-NO					Not Specified							-77.84900	Not Specified	166.67		Not Specified
		This study	McMurdo		mc166l		mc166	:SO-NO					Not Specified							-77.84900	Not Specified	166.67		Not Specified
		This study	McMurdo		mc167a		mc167	:SO-NO					Not Specified							-77.48700	Not Specified	169.294		Not Specified
		This study	McMurdo		mc167b		mc167	:SO-NO					Not Specified							-77.48700	Not Specified	169.294		Not Specified
		This study	McMurdo		mc167c		mc167	:SO-NO					Not Specified							-77.48700	Not Specified	169.294		Not Specified
		This study	McMurdo		mc167d		mc167	:SO-NO					Not Specified							-77.48700	Not Specified	169.294		Not Specified
		This study	McMurdo		mc167e		mc167	:SO-NO					Not Specified							-77.48700	Not Specified	169.294		Not Specified
		This study	McMurdo		mc167f		mc167	:SO-NO					Not Specified							-77.48700	Not Specified	169.294		Not Specified
		This study	McMurdo		mc167g		mc167	:SO-NO					Not Specified							-77.48700	Not Specified	169.294		Not Specified
		This study	McMurdo		mc167h		mc167	:SO-NO					Not Specified							-77.48700	Not Specified	169.294		Not Specified
		This study	McMurdo		mc167i		mc167	:SO-NO					Not Specified							-77.48700	Not Specified	169.294		Not Specified
		This study	McMurdo		mc167j		mc167	:SO-NO					Not Specified							-77.48700	Not Specified	169.294		Not Specified
		This study	McMurdo		mc167k		mc167	:SO-NO					Not Specified							-77.48700	Not Specified	169.294		Not Specified
		This study	McMurdo		mc168a		mc168	:SO-NO					Not Specified							-77.48800	Not Specified	169.292		Not Specified
		This study	McMurdo		mc168b		mc168	:SO-NO					Not Specified							-77.48800	Not Specified	169.292		Not Specified
		This study	McMurdo		mc168c		mc168	:SO-NO					Not Specified							-77.48800	Not Specified	169.292		Not Specified
		This study	McMurdo		mc168d		mc168	:SO-NO					Not Specified							-77.48800	Not Specified	169.292		Not Specified
		This study	McMurdo		mc168e		mc168	:SO-NO					Not Specified							-77.48800	Not Specified	169.292		Not Specified
		This study	McMurdo		mc168f		mc168	:SO-NO					Not Specified							-77.48800	Not Specified	169.292		Not Specified
		This study	McMurdo		mc168g		mc168	:SO-NO					Not Specified							-77.48800	Not Specified	169.292		Not Specified
		This study	McMurdo		mc168h		mc168	:SO-NO					Not Specified							-77.48800	Not Specified	169.292		Not Specified
		This study	McMurdo		mc168i		mc168	:SO-NO					Not Specified							-77.48800	Not Specified	169.292		Not Specified
		This study	McMurdo		mc168j		mc168	:SO-NO					Not Specified							-77.48800	Not Specified	169.292		Not Specified
		This study	McMurdo		mc168k		mc168	:SO-NO					Not Specified							-77.48800	Not Specified	169.292		Not Specified
		This study	McMurdo		mc168l		mc168	:SO-NO					Not Specified							-77.48800	Not Specified	169.292		Not Specified
		This study			mc169a		mc169	:SO-NO					Not Specified							-77.49100	Not Specified	169.28		Not Specified
		This study			mc169b		mc169	:SO-NO					Not Specified							-77.49100	Not Specified	169.28		Not Specified
		This study			mc169c		mc169	:SO-NO					Not Specified							-77.49100	Not Specified	169.28		Not Specified
		This study			mc169d		mc169	:SO-NO					Not Specified							-77.49100	Not Specified	169.28		Not Specified
		This study			mc169e		mc169	:SO-NO					Not Specified							-77.49100	Not Specified	169.28		Not Specified
		This study			mc169f		mc169	:SO-NO					Not Specified							-77.49100	Not Specified	169.28		Not Specified
		This study			mc169g		mc169	:SO-NO					Not Specified							-77.49100	Not Specified	169.28		Not Specified
		This study			mc169h		mc169	:SO-NO					Not Specified							-77.49100	Not Specified	169.28		Not Specified
		This study			mc169i		mc169	:SO-NO					Not Specified							-77.49100	Not Specified	169.28		Not Specified
		This study			mc169j		mc169	:SO-NO					Not Specified							-77.49100	Not Specified	169.28		Not Specified
		This study			mc16d		mc16	:SO-NO					Not Specified							-77.51000	Not Specified	169.38		Not Specified
		This study	McMurdo		mc170a		mc170	:SO-NO					Not Specified							-77.85400	Not Specified	166.714		Not Specified
		This study	McMurdo		mc170b		mc170	:SO-NO					Not Specified							-77.85400	Not Specified	166.714		Not Specified
		This study	McMurdo		mc170c		mc170	:SO-NO					Not Specified							-77.85400	Not Specified	166.714		Not Specified
		This study	McMurdo		mc170d		mc170	:SO-NO					Not Specified							-77.85400	Not Specified	166.714		Not Specified
		This study	McMurdo		mc170e		mc170	:SO-NO					Not Specified							-77.85400	Not Specified	166.714		Not Specified
		This study	McMurdo		mc170f		mc170	:SO-NO					Not Specified							-77.85400	Not Specified	166.714		Not Specified
		This study	McMurdo		mc170g		mc170	:SO-NO					Not Specified							-77.85400	Not Specified	166.714		Not Specified
		This study	McMurdo		mc170h		mc170	:SO-NO					Not Specified							-77.85400	Not Specified	166.714		Not Specified
		This study	McMurdo		mc170i		mc170	:SO-NO					Not Specified							-77.85400	Not Specified	166.714		Not Specified
		This study	McMurdo		mc170j		mc170	:SO-NO					Not Specified							-77.85400	Not Specified	166.714		Not Specified
		This study	McMurdo		mc170k		mc170	:SO-NO					Not Specified							-77.85400	Not Specified	166.714		Not Specified
		This study	McMurdo		mc19a		mc19	:SO-NO					Not Specified							-77.86000	Not Specified	165.23		Not Specified
		This study	McMurdo		mc19b		mc19	:SO-NO					Not Specified							-77.86000	Not Specified	165.23		Not Specified
		This study	McMurdo		mc19c		mc19	:SO-NO					Not Specified							-77.86000	Not Specified	165.23		Not Specified
		This study	McMurdo		mc19d		mc19	:SO-NO					Not Specified							-77.86000	Not Specified	165.23		Not Specified
		This study	McMurdo		mc19e		mc19	:SO-NO					Not Specified							-77.86000	Not Specified	165.23		Not Specified
		This study	McMurdo		mc19f		mc19	:SO-NO					Not Specified							-77.86000	Not Specified	165.23		Not Specified
		This study	McMurdo		mc19g		mc19	:SO-NO					Not Specified							-77.86000	Not Specified	165.23		Not Specified
		This study	McMurdo		mc19h		mc19	:SO-NO					Not Specified							-77.86000	Not Specified	165.23		Not Specified
		This study	McMurdo		mc200a		mc200	:SO-NO					Not Specified							-77.54995	Not Specified	166.16148		Not Specified
		This study	McMurdo		mc200b		mc200	:SO-NO					Not Specified							-77.54995	Not Specified	166.16148		Not Specified
		This study	McMurdo		mc200c		mc200	:SO-NO					Not Specified							-77.54995	Not Specified	166.16148		Not Specified
		This study	McMurdo		mc200d		mc200	:SO-NO					Not Specified							-77.54995	Not Specified	166.16148		Not Specified
		This study	McMurdo		mc200e		mc200	:SO-NO					Not Specified							-77.54995	Not Specified	166.16148		Not Specified
		This study	McMurdo		mc200f		mc200	:SO-NO					Not Specified							-77.54995	Not Specified	166.16148		Not Specified
		This study	McMurdo		mc200g		mc200	:SO-NO					Not Specified							-77.54995	Not Specified	166.16148		Not Specified
		This study	McMurdo		mc200h		mc200	:SO-NO					Not Specified							-77.54995	Not Specified	166.16148		Not Specified
		This study	McMurdo		mc200i		mc200	:SO-NO					Not Specified							-77.54995	Not Specified	166.16148		Not Specified
		This study	McMurdo		mc200j		mc200	:SO-NO					Not Specified							-77.54995	Not Specified	166.16148		Not Specified
		This study	McMurdo		mc200k		mc200	:SO-NO					Not Specified							-77.54995	Not Specified	166.16148		Not Specified
		This study	McMurdo		mc201a		mc201	:SO-NO					Not Specified							-77.56284	Not Specified	166.21958		Not Specified
		This study	McMurdo		mc201b		mc201	:SO-NO					Not Specified							-77.56284	Not Specified	166.21958		Not Specified
		This study	McMurdo		mc201c		mc201	:SO-NO					Not Specified							-77.56284	Not Specified	166.21958		Not Specified
		This study	McMurdo		mc201d		mc201	:SO-NO					Not Specified							-77.56284	Not Specified	166.21958		Not Specified
		This study	McMurdo		mc201e		mc201	:SO-NO					Not Specified							-77.56284	Not Specified	166.21958		Not Specified
		This study	McMurdo		mc201f		mc201	:SO-NO					Not Specified							-77.56284	Not Specified	166.21958		Not Specified
		This study	McMurdo		mc201g		mc201	:SO-NO					Not Specified							-77.56284	Not Specified	166.21958		Not Specified
		This study	McMurdo		mc201h		mc201	:SO-NO					Not Specified							-77.56284	Not Specified	166.21958		Not Specified
		This study	McMurdo		mc201i		mc201	:SO-NO					Not Specified							-77.56284	Not Specified	166.21958		Not Specified
		This study	McMurdo		mc201j		mc201	:SO-NO					Not Specified							-77.56284	Not Specified	166.21958		Not Specified
		This study	McMurdo		mc202a		mc202	:SO-NO					Not Specified							-77.65674	Not Specified	166.36424		Not Specified
		This study	McMurdo		mc202b		mc202	:SO-NO					Not Specified							-77.65674	Not Specified	166.36424		Not Specified
		This study	McMurdo		mc202c		mc202	:SO-NO					Not Specified							-77.65674	Not Specified	166.36424		Not Specified
		This study	McMurdo		mc202d		mc202	:SO-NO					Not Specified							-77.65674	Not Specified	166.36424		Not Specified
		This study	McMurdo		mc202e		mc202	:SO-NO					Not Specified							-77.65674	Not Specified	166.36424		Not Specified
		This study	McMurdo		mc202f		mc202	:SO-NO					Not Specified							-77.65674	Not Specified	166.36424		Not Specified
		This study	McMurdo		mc202g		mc202	:SO-NO					Not Specified							-77.65674	Not Specified	166.36424		Not Specified
		This study	McMurdo		mc202h		mc202	:SO-NO					Not Specified							-77.65674	Not Specified	166.36424		Not Specified
		This study	McMurdo		mc202i		mc202	:SO-NO					Not Specified							-77.65674	Not Specified	166.36424		Not Specified
		This study	McMurdo		mc202j		mc202	:SO-NO					Not Specified							-77.65674	Not Specified	166.36424		Not Specified
		This study	McMurdo		mc203a		mc203	:SO-NO					Not Specified							-77.58070	Not Specified	166.25055		Not Specified
		This study	McMurdo		mc203b		mc203	:SO-NO					Not Specified							-77.58070	Not Specified	166.25055		Not Specified
		This study	McMurdo		mc203c		mc203	:SO-NO					Not Specified							-77.58070	Not Specified	166.25055		Not Specified
		This study	McMurdo		mc203d		mc203	:SO-NO					Not Specified							-77.58070	Not Specified	166.25055		Not Specified
		This study	McMurdo		mc203e		mc203	:SO-NO					Not Specified							-77.58070	Not Specified	166.25055		Not Specified
		This study	McMurdo		mc203f		mc203	:SO-NO					Not Specified							-77.58070	Not Specified	166.25055		Not Specified
		This study	McMurdo		mc203g		mc203	:SO-NO					Not Specified							-77.58070	Not Specified	166.25055		Not Specified
		This study	McMurdo		mc203h		mc203	:SO-NO					Not Specified							-77.58070	Not Specified	166.25055		Not Specified
		This study	McMurdo		mc203i		mc203	:SO-NO					Not Specified							-77.58070	Not Specified	166.25055		Not Specified
		This study	McMurdo		mc203j		mc203	:SO-NO					Not Specified							-77.58070	Not Specified	166.25055		Not Specified
		This study	McMurdo		mc204a		mc204	:SO-NO					Not Specified							-77.64020	Not Specified	166.40836		Not Specified
		This study	McMurdo		mc204b		mc204	:SO-NO					Not Specified							-77.64020	Not Specified	166.40836		Not Specified
		This study	McMurdo		mc204c		mc204	:SO-NO					Not Specified							-77.64020	Not Specified	166.40836		Not Specified
		This study	McMurdo		mc204d		mc204	:SO-NO					Not Specified							-77.64020	Not Specified	166.40836		Not Specified
		This study	McMurdo		mc204e		mc204	:SO-NO					Not Specified							-77.64020	Not Specified	166.40836		Not Specified
		This study	McMurdo		mc204f		mc204	:SO-NO					Not Specified							-77.64020	Not Specified	166.40836		Not Specified
		This study	McMurdo		mc204g		mc204	:SO-NO					Not Specified							-77.64020	Not Specified	166.40836		Not Specified
		This study	McMurdo		mc204h		mc204	:SO-NO					Not Specified							-77.64020	Not Specified	166.40836		Not Specified
		This study	McMurdo		mc204i		mc204	:SO-NO					Not Specified							-77.64020	Not Specified	166.40836		Not Specified
		This study	McMurdo		mc204j		mc204	:SO-NO					Not Specified							-77.64020	Not Specified	166.40836		Not Specified
		This study	McMurdo		mc204k		mc204	:SO-NO					Not Specified							-77.64020	Not Specified	166.40836		Not Specified
		This study	McMurdo		mc204l		mc204	:SO-NO					Not Specified							-77.64020	Not Specified	166.40836		Not Specified
		This study	McMurdo		mc205a		mc205	:SO-NO					Not Specified							-77.65666	Not Specified	166.72515		Not Specified
		This study	McMurdo		mc205b		mc205	:SO-NO					Not Specified							-77.65666	Not Specified	166.72515		Not Specified
		This study	McMurdo		mc205c		mc205	:SO-NO					Not Specified							-77.65666	Not Specified	166.72515		Not Specified
		This study	McMurdo		mc205d		mc205	:SO-NO					Not Specified							-77.65666	Not Specified	166.72515		Not Specified
		This study	McMurdo		mc205e		mc205	:SO-NO					Not Specified							-77.65666	Not Specified	166.72515		Not Specified
		This study	McMurdo		mc205f		mc205	:SO-NO					Not Specified							-77.65666	Not Specified	166.72515		Not Specified
		This study	McMurdo		mc205g		mc205	:SO-NO					Not Specified							-77.65666	Not Specified	166.72515		Not Specified
		This study	McMurdo		mc205h		mc205	:SO-NO					Not Specified							-77.65666	Not Specified	166.72515		Not Specified
		This study	McMurdo		mc205i		mc205	:SO-NO					Not Specified							-77.65666	Not Specified	166.72515		Not Specified
		This study	McMurdo		mc205j		mc205	:SO-NO					Not Specified							-77.65666	Not Specified	166.72515		Not Specified
		This study	McMurdo		mc205k		mc205	:SO-NO					Not Specified							-77.65666	Not Specified	166.72515		Not Specified
		This study	McMurdo		mc206a		mc206	:SO-NO					Not Specified							-77.66665	Not Specified	166.78033		Not Specified
		This study	McMurdo		mc206b		mc206	:SO-NO					Not Specified							-77.66665	Not Specified	166.78033		Not Specified
		This study	McMurdo		mc206c		mc206	:SO-NO					Not Specified							-77.66665	Not Specified	166.78033		Not Specified
		This study	McMurdo		mc206d		mc206	:SO-NO					Not Specified							-77.66665	Not Specified	166.78033		Not Specified
		This study	McMurdo		mc206e		mc206	:SO-NO					Not Specified							-77.66665	Not Specified	166.78033		Not Specified
		This study	McMurdo		mc206f		mc206	:SO-NO					Not Specified							-77.66665	Not Specified	166.78033		Not Specified
		This study	McMurdo		mc206g		mc206	:SO-NO					Not Specified							-77.66665	Not Specified	166.78033		Not Specified
		This study	McMurdo		mc206h		mc206	:SO-NO					Not Specified							-77.66665	Not Specified	166.78033		Not Specified
		This study	McMurdo		mc206i		mc206	:SO-NO					Not Specified							-77.66665	Not Specified	166.78033		Not Specified
		This study	McMurdo		mc206j		mc206	:SO-NO					Not Specified							-77.66665	Not Specified	166.78033		Not Specified
		This study	McMurdo		mc206k		mc206	:SO-NO					Not Specified							-77.66665	Not Specified	166.78033		Not Specified
		This study	McMurdo		mc207a		mc207	:SO-NO					Not Specified							-77.67871	Not Specified	166.5173		Not Specified
		This study	McMurdo		mc207b		mc207	:SO-NO					Not Specified							-77.67871	Not Specified	166.5173		Not Specified
		This study	McMurdo		mc207c		mc207	:SO-NO					Not Specified							-77.67871	Not Specified	166.5173		Not Specified
		This study	McMurdo		mc207d		mc207	:SO-NO					Not Specified							-77.67871	Not Specified	166.5173		Not Specified
		This study	McMurdo		mc207e		mc207	:SO-NO					Not Specified							-77.67871	Not Specified	166.5173		Not Specified
		This study	McMurdo		mc207f		mc207	:SO-NO					Not Specified							-77.67871	Not Specified	166.5173		Not Specified
		This study	McMurdo		mc207g		mc207	:SO-NO					Not Specified							-77.67871	Not Specified	166.5173		Not Specified
		This study	McMurdo		mc207h		mc207	:SO-NO					Not Specified							-77.67871	Not Specified	166.5173		Not Specified
		This study	McMurdo		mc207i		mc207	:SO-NO					Not Specified							-77.67871	Not Specified	166.5173		Not Specified
		This study	McMurdo		mc207j		mc207	:SO-NO					Not Specified							-77.67871	Not Specified	166.5173		Not Specified
		This study	McMurdo		mc207k		mc207	:SO-NO					Not Specified							-77.67871	Not Specified	166.5173		Not Specified
		This study	McMurdo		mc208a		mc208	:SO-NO					Not Specified							-77.66786	Not Specified	166.53186		Not Specified
		This study	McMurdo		mc208b		mc208	:SO-NO					Not Specified							-77.66786	Not Specified	166.53186		Not Specified
		This study	McMurdo		mc208c		mc208	:SO-NO					Not Specified							-77.66786	Not Specified	166.53186		Not Specified
		This study	McMurdo		mc208d		mc208	:SO-NO					Not Specified							-77.66786	Not Specified	166.53186		Not Specified
		This study	McMurdo		mc208e		mc208	:SO-NO					Not Specified							-77.66786	Not Specified	166.53186		Not Specified
		This study	McMurdo		mc208f		mc208	:SO-NO					Not Specified							-77.66786	Not Specified	166.53186		Not Specified
		This study	McMurdo		mc208g		mc208	:SO-NO					Not Specified							-77.66786	Not Specified	166.53186		Not Specified
		This study	McMurdo		mc208h		mc208	:SO-NO					Not Specified							-77.66786	Not Specified	166.53186		Not Specified
		This study	McMurdo		mc208i		mc208	:SO-NO					Not Specified							-77.66786	Not Specified	166.53186		Not Specified
		This study	McMurdo		mc208j		mc208	:SO-NO					Not Specified							-77.66786	Not Specified	166.53186		Not Specified
		This study	McMurdo		mc209a		mc209	:SO-NO					Not Specified							-77.68544	Not Specified	166.36812		Not Specified
		This study	McMurdo		mc209b		mc209	:SO-NO					Not Specified							-77.68544	Not Specified	166.36812		Not Specified
		This study	McMurdo		mc209c		mc209	:SO-NO					Not Specified							-77.68544	Not Specified	166.36812		Not Specified
		This study	McMurdo		mc209d		mc209	:SO-NO					Not Specified							-77.68544	Not Specified	166.36812		Not Specified
		This study	McMurdo		mc209e		mc209	:SO-NO					Not Specified							-77.68544	Not Specified	166.36812		Not Specified
		This study	McMurdo		mc209f		mc209	:SO-NO					Not Specified							-77.68544	Not Specified	166.36812		Not Specified
		This study	McMurdo		mc209g		mc209	:SO-NO					Not Specified							-77.68544	Not Specified	166.36812		Not Specified
		This study	McMurdo		mc209h		mc209	:SO-NO					Not Specified							-77.68544	Not Specified	166.36812		Not Specified
		This study	McMurdo		mc209i		mc209	:SO-NO					Not Specified							-77.68544	Not Specified	166.36812		Not Specified
