tab 	er_samples
er_citation_names	er_expedition_name	er_location_name	er_sample_alternatives	er_sample_name	er_site_name	magic_method_codes	sample_azimuth	sample_bed_dip	sample_bed_dip_direction	sample_class	sample_composite_depth	sample_core_depth	sample_date	sample_dip	sample_lat	sample_lithology	sample_lon	sample_type
This study	318	U1359C		318-U1359C-001H_5A-0.55	318-U1359C-001H_5A-0.55	FS-C-DRILL-IODP:SO-V	0			Sedimentary	6.55	6.55		0	-64.8541	Not Specified	143.9604	Sediment Layer
This study	318	U1359C		318-U1359C-001H_5A-0.6	318-U1359C-001H_5A-0.6	FS-C-DRILL-IODP:SO-V	0			Sedimentary	6.6	6.6		0	-64.8541	Not Specified	143.9604	Sediment Layer
This study	318	U1359C		318-U1359C-001H_5A-0.65	318-U1359C-001H_5A-0.65	FS-C-DRILL-IODP:SO-V	0			Sedimentary	6.65	6.65		0	-64.8541	Not Specified	143.9604	Sediment Layer
This study	318	U1359C		318-U1359C-001H_5A-0.7	318-U1359C-001H_5A-0.7	FS-C-DRILL-IODP:SO-V	0			Sedimentary	6.7	6.7		0	-64.8541	Not Specified	143.9604	Sediment Layer
This study	318	U1359C		318-U1359C-001H_5A-0.75	318-U1359C-001H_5A-0.75	FS-C-DRILL-IODP:SO-V	0			Sedimentary	6.75	6.75		0	-64.8541	Not Specified	143.9604	Sediment Layer
This study	318	U1359C		318-U1359C-001H_5A-0.8	318-U1359C-001H_5A-0.8	FS-C-DRILL-IODP:SO-V	0			Sedimentary	6.8	6.8		0	-64.8541	Not Specified	143.9604	Sediment Layer
This study	318	U1359C		318-U1359C-001H_5A-0.85	318-U1359C-001H_5A-0.85	FS-C-DRILL-IODP:SO-V	0			Sedimentary	6.85	6.85		0	-64.8541	Not Specified	143.9604	Sediment Layer
This study	318	U1359C		318-U1359C-001H_5A-0.9	318-U1359C-001H_5A-0.9	FS-C-DRILL-IODP:SO-V	0			Sedimentary	6.9	6.9		0	-64.8541	Not Specified	143.9604	Sediment Layer
This study	318	U1359C		318-U1359C-001H_5A-0.95	318-U1359C-001H_5A-0.95	FS-C-DRILL-IODP:SO-V	0			Sedimentary	6.95	6.95		0	-64.8541	Not Specified	143.9604	Sediment Layer
This study	318	U1359C		318-U1359C-005H_1A-0.35	318-U1359C-005H_1A-0.35	FS-C-DRILL-IODP:SO-V	0			Sedimentary	39.48	36.05		0	-64.8541	Not Specified	143.9604	Sediment Layer
