tab 	sites
age	age_sigma	age_unit	analysts	citations	criteria	description	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_k	dir_n_samples	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_polarity	dir_r	dir_tilt_correction	geologic_classes	geologic_types	int_abs	int_abs_sigma	int_abs_sigma_perc	int_n_samples	lat	lithologies	location	lon	method_codes	result_type	samples	site	software_packages	specimens	vadm	vadm_n_samples	vadm_sigma	vdm	vdm_n_samples	vdm_sigma	vgp_dm	vgp_dp	vgp_lat	vgp_lon	vgp_n_samples
0.508	0.01	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	5.8	A	345.1	-45.2	135.2	6		6	0	n	5.963	0	Extrusive:Igneous	Lava Flow					-77.42391	Basalt	McMurdo	166.81075	DA-DIR-GEO:DE-FM			mc216	pmagpy-2.60	mc216b1 : mc216f2 : mc216g1 : mc216g2 : mc216h2:mc216a2											
0.508	0.01	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	5.8		345.1	-45.2	135.2	6	6				5.963	0							-77.4239		McMurdo	166.8108	DE-DI:DE-FM	i		mc216	pmagpy-2.60	mc216b1 : mc216f2 : mc216g1 : mc216g2 : mc216h2:mc216a2							1.8	11.2	38.8	149.7	6
																																mc216													
0.157	0.005	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	4.5	A	285	-71.5	129.7	9		9	0	n	8.9383	0	Extrusive:Igneous	Lava Flow					-77.50885	Basalt	McMurdo	167.44064	DA-DIR-GEO:DE-FM			mc217	pmagpy-2.60	mc217b1 : mc217b2 : mc217c1 : mc217c2 : mc217d1 : mc217d2 : mc217e1 : mc217e2:mc217a2											
0.157	0.005	Ma	Lisa Tauxe	This study	IE-SPEC																0.00003032	0.000004625	15.25	5			McMurdo		IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-BT-MD :LP-PI-TRM		mc217b : mc217c : mc217d : mc217e:mc217a	mc217	pmagpy-2.60	mc217b1 : mc217c1 : mc217d1 : mc217e1:mc217a1											
0.157	0.005	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	4.5		285	-71.5	129.7	9	9				8.9383	0							-77.5088		McMurdo	167.4406	DE-DI:DE-FM	i		mc217	pmagpy-2.60	mc217b1 : mc217b2 : mc217c1 : mc217c2 : mc217d1 : mc217d2 : mc217e1 : mc217e2:mc217a2							3.1	8.7	57.4	73.3	9
																																mc217													
0.026	0.005	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	5.8	A	348.6	-82	108.2	7		7	0	n	6.9446	0	Extrusive:Igneous	Lava Flow					-77.56218	Basalt	McMurdo	166.97756	DA-DIR-GEO:DE-FM			mc218	pmagpy-2.60	mc218d1 : mc218d2 : mc218i1 : mc218i2 : mc218j1 : mc218j2:mc218b2											
0.026	0.005	Ma	Lisa Tauxe	This study	IE-SPEC	Intensity included in Pmag_Results.															0.0000343	0.00000248	7.231	5			McMurdo		IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-BT-MD : SM-TTEST :LP-PI-TRM		mc218b : mc218d : mc218i : mc218j:mc218a	mc218	pmagpy-2.60	mc218b1 : mc218d1 : mc218i1 : mc218j1:mc218a1											
0.026	0.005	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	5.8		348.6	-82	108.2	7	7				6.9446	0							-77.5622		McMurdo	166.9776	DE-DI:DE-FM	i		mc218	pmagpy-2.60	mc218d1 : mc218d2 : mc218i1 : mc218i2 : mc218j1 : mc218j2:mc218b2							9	11.2	85.7	121	7
0.026	0.005	Ma	Kristin Lawrence	This study	IE-SITE	Site V [A] DM.															0.0000343	0.00000248	7.231	5	-77.56218		McMurdo	166.97756	IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-BT-MD : SM-TTEST :LP-PI-TRM	i	mc218b : mc218d : mc218i : mc218j:mc218a	mc218	pmagpy-2.60	mc218b1 : mc218d1 : mc218i1 : mc218j1:mc218a1	4.514E+22	5	3.264E+21	4.562E+22	5	3.299E+21					
																																mc218													
1.334	0.122	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	1.8	A	226.9	75.2	862.2	9		9	0	r	8.9907	0	Extrusive:Igneous	Lava Flow					-77.84783	Basalt	McMurdo	166.67453	DA-DIR-GEO:DE-FM			mc219	pmagpy-2.60	mc219a2 : mc219b2 : mc219c1 : mc219c2 : mc219d1 : mc219d2 : mc219e1 : mc219e2:mc219a1											
1.334	0.122	Ma	Lisa Tauxe	This study	IE-SPEC	Intensity included in Pmag_Results.															0.00003025	0.000003807	12.59	4			McMurdo		IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-BT-MD :LP-PI-TRM		mc219c : mc219d : mc219e:mc219a	mc219	pmagpy-2.60	mc219c1 : mc219d1 : mc219e1:mc219a1											
1.334	0.122	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	1.8		226.9	75.2	862.2	9	9				8.9907	0							-77.8478		McMurdo	166.6745	DE-DI:DE-FM	i		mc219	pmagpy-2.60	mc219a2 : mc219b2 : mc219c1 : mc219c2 : mc219d1 : mc219d2 : mc219e1 : mc219e2:mc219a1							1.5	3.5	-68.7	56.4	9
1.334	0.122	Ma	Kristin Lawrence	This study	IE-SITE	Site V [A] DM.															0.00003025	0.000003807	12.59	4	-77.84783		McMurdo	166.67453	IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-BT-MD :LP-PI-TRM	i	mc219c : mc219d : mc219e:mc219a	mc219	pmagpy-2.60	mc219c1 : mc219d1 : mc219e1:mc219a1	3.978E+22	4	5.006E+21	4.277E+22	4	5.382E+21					
																																mc219													
				This study															Extrusive:Igneous	Lava Flow					-78.2	Basalt	McMurdo	166.54				mc22													
																																mc22													
0.531	0.02	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	2.1	A	21.9	-82.9	516.1	10		10	0	n	9.9826	0	Extrusive:Igneous	Lava Flow					-77.45702	Basalt	McMurdo	166.91009	DA-DIR-GEO:DE-FM			mc220	pmagpy-2.60	mc220a2 : mc220b1 : mc220b2 : mc220c1 : mc220c2 : mc220d1 : mc220d2 : mc220e1 : mc220f2:mc220a1											
0.531	0.02	Ma	Lisa Tauxe	This study	IE-SPEC	Intensity included in Pmag_Results.															0.00005394	0.000001238	2.295	4			McMurdo		IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-BT-MD : SM-TTEST :LP-PI-TRM		mc220c : mc220d : mc220e:mc220b	mc220	pmagpy-2.60	mc220c1 : mc220d1 : mc220e1:mc220b1											
0.531	0.02	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	2.1		21.9	-82.9	516.1	10	10				9.9826	0							-77.457		McMurdo	166.9101	DE-DI:DE-FM	i		mc220	pmagpy-2.60	mc220a2 : mc220b1 : mc220b2 : mc220c1 : mc220c2 : mc220d1 : mc220d2 : mc220e1 : mc220f2:mc220a1							3.7	4.1	84.8	251.7	10
0.531	0.02	Ma	Kristin Lawrence	This study	IE-SITE	Site V [A] DM.															0.00005394	0.000001238	2.295	4	-77.45702		McMurdo	166.91009	IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-BT-MD : SM-TTEST :LP-PI-TRM	i	mc220c : mc220d : mc220e:mc220b	mc220	pmagpy-2.60	mc220c1 : mc220d1 : mc220e1:mc220b1	7.101E+22	4	1.629E+21	7.132E+22	4	1.636E+21					
																																mc220													
0.121	0.005	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3.2	A	275.7	-82.8	470.3	6		5	1	n	5.9904	0	Extrusive:Igneous	Lava Flow					-77.5161	Basalt	McMurdo	166.79804	DA-DIR-GEO:DE-FM			mc221	pmagpy-2.60	mc221c1 : mc221d2 : mc221h2 : mc221i2 : mc221j2:mc221b1											
0.121	0.005	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	3.2		275.7	-82.8	470.3	6	6				5.9904	0							-77.5161		McMurdo	166.798	DE-DI:DE-FM	i		mc221	pmagpy-2.60	mc221c1 : mc221d2 : mc221h2 : mc221i2 : mc221j2:mc221b1							5.5	6.2	72.2	39.5	6
																																mc221													
0.11	0.006	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	4.1	A	190.4	-52.7	273.9	6		5	1	t	5.9836	0	Extrusive:Igneous	Lava Flow					-77.53893	Basalt	McMurdo	166.84845	DA-DIR-GEO:DE-FM			mc222	pmagpy-2.60	mc222b1 : mc222c1 : mc222e1 : mc222h2 : mc222j2:mc222a1											
0.11	0.006	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	4.1		190.4	-52.7	273.9	6	6				5.9836	0							-77.5389		McMurdo	166.8485	DE-DI:DE-FM	i		mc222	pmagpy-2.60	mc222b1 : mc222c1 : mc222e1 : mc222h2 : mc222j2:mc222a1							1.5	7.9	21	356.2	6
																																mc222													
0.378	0.014	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	2.7	A	73.2	-85.6	327.9	10		10	0	n	9.9726	0	Extrusive:Igneous	Lava Flow					-77.65831	Phonolite	McMurdo	166.7863	DA-DIR-GEO:DE-FM			mc223	pmagpy-2.60	mc223a2 : mc223b1 : mc223c1 : mc223c2 : mc223d1 : mc223e1 : mc223f1 : mc223g1 : mc223l1:mc223a1											
0.378	0.014	Ma	Lisa Tauxe	This study	IE-SPEC	Intensity included in Pmag_Results.															0.00002153	0.000002646	12.29	4			McMurdo		IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-BT-MD :LP-PI-TRM		mc223b : mc223c : mc223g:mc223a	mc223	pmagpy-2.60	mc223b1 : mc223c2 : mc223g1:mc223a1											
0.378	0.014	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	2.7		73.2	-85.6	327.9	10	10				9.9726	0							-77.6583		McMurdo	166.7863	DE-DI:DE-FM	i		mc223	pmagpy-2.60	mc223a2 : mc223b1 : mc223c1 : mc223c2 : mc223d1 : mc223e1 : mc223f1 : mc223g1 : mc223l1:mc223a1							7.5	5.2	77.1	305.9	10
0.378	0.014	Ma	Kristin Lawrence	This study	IE-SITE	Site V [A] DM.															0.00002153	0.000002646	12.29	4	-77.65831		McMurdo	166.7863	IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-BT-MD :LP-PI-TRM	i	mc223b : mc223c : mc223g:mc223a	mc223	pmagpy-2.60	mc223b1 : mc223c2 : mc223g1:mc223a1	2.833E+22	4	3.481E+21	2.808E+22	4	3.451E+21					
																																mc223													
0.033	0.006	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	2.5	A	190.2	-61.6	927.2	5		5	0	t	4.9957	0	Extrusive:Igneous	Lava Flow					-77.53046	Phonolite	McMurdo	166.8839	DA-DIR-GEO:DE-FM			mc224	pmagpy-2.60	mc224b2 : mc224c2 : mc224e2 : mc224f2:mc224a1											
0.033	0.006	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	2.5		190.2	-61.6	927.2	5	5				4.9957	0							-77.5305		McMurdo	166.8839	DE-DI:DE-FM	i		mc224	pmagpy-2.60	mc224b2 : mc224c2 : mc224e2 : mc224f2:mc224a1							1.1	4.8	30.5	355.6	5
																																mc224													
0.057	0.005	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	1.9	A	114.6	-74.8	928.1	8		5	3	n	7.9941	0	Extrusive:Igneous	Lava Flow					-77.58053	Phonolite	McMurdo	166.80156	DA-DIR-GEO:DE-FM			mc225	pmagpy-2.60	mc225a2 : mc225c2 : mc225d1 : mc225d2 : mc225f2 : mc225g2 : mc225i1:mc225a1											
0.057	0.005	Ma	Lisa Tauxe	This study	IE-SPEC	Intensity included in Pmag_Results.															0.00002855	0.000003136	10.99	4			McMurdo		IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-BT-MD :LP-PI-TRM		mc225c : mc225d : mc225i:mc225b	mc225	pmagpy-2.60	mc225c1 : mc225d1 : mc225i1:mc225b1											
0.057	0.005	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	1.9		114.6	-74.8	928.1	8	8				7.9941	0							-77.5805		McMurdo	166.8016	DE-DI:DE-FM	i		mc225	pmagpy-2.60	mc225a2 : mc225c2 : mc225d1 : mc225d2 : mc225f2 : mc225g2 : mc225i1:mc225a1							1.6	3.7	54.6	298.2	8
0.057	0.005	Ma	Kristin Lawrence	This study	IE-SITE	Site V [A] DM.															0.00002855	0.000003136	10.99	4	-77.58053		McMurdo	166.80156	IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-BT-MD :LP-PI-TRM	i	mc225c : mc225d : mc225i:mc225b	mc225	pmagpy-2.60	mc225c1 : mc225d1 : mc225i1:mc225b1	3.757E+22	4	4.128E+21	4.054E+22	4	4.454E+21					
																																mc225													
0.243	0.001	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	1.6	A	17.9	-51.8	2216.5	5		5	0	n	4.9982	0	Extrusive:Igneous	Lava Flow					-77.61355	Phonolite	McMurdo	166.76571	DA-DIR-GEO:DE-FM			mc226	pmagpy-2.60	mc226b2 : mc226d2 : mc226f2 : mc226g2:mc226a1											
0.243	0.001	Ma	Lisa Tauxe	This study	IE-SPEC																0.00002528	0	0	1			McMurdo		IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-BT-MD :LP-PI-TRM		mc226b	mc226	pmagpy-2.60	mc226b1											
0.243	0.001	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	1.6		17.9	-51.8	2216.5	5	5				4.9982	0							-77.6136		McMurdo	166.7657	DE-DI:DE-FM	i		mc226	pmagpy-2.60	mc226b2 : mc226d2 : mc226f2 : mc226g2:mc226a1							0.6	3.1	44.1	187.9	5
																																mc226													
4.5	0.3	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	1.4	A	220.3	60.3	2807.9	5		5	0	r	4.9986	0	Extrusive:Igneous	Lava Flow					-77.27064	Basalt	McMurdo	166.73278	DA-DIR-GEO:DE-FM			mc227	pmagpy-2.60	mc227c2 : mc227d2 : mc227f2 : mc227h2:mc227b2											
4.5	0.3	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	1.4		220.3	60.3	2807.9	5	5				4.9986	0							-77.2706		McMurdo	166.7328	DE-DI:DE-FM	i		mc227	pmagpy-2.60	mc227c2 : mc227d2 : mc227f2 : mc227h2:mc227b2							0.6	2.7	-50.3	36.3	5
																																mc227													
2.5	2.5	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	2.9	A	217.5	63.9	276.7	10		10	0	r	9.9675	0	Extrusive:Igneous	Lava Flow					-77.2669	Trachyte	McMurdo	166.37738	DA-DIR-GEO:DE-FM			mc228	pmagpy-2.60	mc228a2 : mc228b1 : mc228b2 : mc228d1 : mc228d2 : mc228e1 : mc228e2 : mc228g1 : mc228g2:mc228a1											
2.5	2.5	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	2.9		217.5	63.9	276.7	10	10				9.9675	0							-77.2669		McMurdo	166.3774	DE-DI:DE-FM	i		mc228	pmagpy-2.60	mc228a2 : mc228b1 : mc228b2 : mc228d1 : mc228d2 : mc228e1 : mc228e2 : mc228g1 : mc228g2:mc228a1							1.5	5.6	-55	34.3	10
																																mc228													
1.07	0.09	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3	A	100	73	346.4	8		8	0	r	7.9798	0	Extrusive:Igneous	Lava Flow					-77.48281	Basalt	McMurdo	167.15435	DA-DIR-GEO:DE-FM			mc229	pmagpy-2.60	mc229b1 : mc229b2 : mc229e2 : mc229g1 : mc229g2 : mc229i1 : mc229k1:mc229a2											
1.07	0.09	Ma	Lisa Tauxe	This study	IE-SPEC	Intensity included in Pmag_Results.															0.00003123	0.00000393	12.58	3			McMurdo		IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-BT-MD :LP-PI-TRM		mc229h : mc229k:mc229g	mc229	pmagpy-2.60	mc229h1 : mc229k1:mc229g1											
1.07	0.09	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	3		100	73	346.4	8	8				7.9798	0							-77.4828		McMurdo	167.1543	DE-DI:DE-FM	i		mc229	pmagpy-2.60	mc229b1 : mc229b2 : mc229e2 : mc229g1 : mc229g2 : mc229i1 : mc229k1:mc229a2							2.2	5.8	-58.5	246.5	8
1.07	0.09	Ma	Kristin Lawrence	This study	IE-SITE	Site V [A] DM.															0.00003123	0.00000393	12.58	3	-77.48281		McMurdo	167.15435	IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-IZZI : LP-PI-BT-MD :LP-PI-TRM	i	mc229h : mc229k:mc229g	mc229	pmagpy-2.60	mc229h1 : mc229k1:mc229g1	4.111E+22	3	5.173E+21	4.526E+22	3	5.696E+21					
																																mc229													
4	4	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3.8	A	13.4	-55.8	217.7	8		8	0	n	7.9678	0	Extrusive:Igneous	Lava Flow					-78.21	Basalt	McMurdo	166.57	DA-DIR-GEO:DE-FM			mc26	pmagpy-2.60	mc26b : mc26c : mc26d : mc26e : mc26f : mc26g : mc26h:mc26a											
4	4	Ma	Lisa Tauxe	This study	IE-SPEC																0.00002768	0.000006865	24.81	2			McMurdo		IE-TT: LP-PI-ALT-PTRM : LP-PI-ZI :LP-PI-TRM		mc26d:mc26c	mc26	pmagpy-2.60	mc26d:mc26c											
4	4	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	3.8		13.4	-55.8	217.7	8	8				7.9678	0							-78.21		McMurdo	166.57	DE-DI:DE-FM	i		mc26	pmagpy-2.60	mc26b : mc26c : mc26d : mc26e : mc26f : mc26g : mc26h:mc26a							1.4	7.4	47.7	182.7	8
																																mc26													
0.06	0.003	Ma	Lisa Tauxe	This study	IE-SPEC	Young looking basalt flow on NW flank of Mount Discovery.													Extrusive:Igneous	Lava Flow	0.0000129	0	0	1	-78.29	Basalt	McMurdo	164.73	IE-TT: LP-PI-ALT-PTRM : LP-PI-ZI :LP-PI-TRM		mc28b	mc28	pmagpy-2.60	mc28b											
0.06	0.003	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	6.7	A	80.4	-84.1	82.1	7		7	0	n	6.9269	0									McMurdo		DA-DIR-GEO:DE-FM			mc28	pmagpy-2.60	mc28b : mc28c : mc28d : mc28f : mc28g : mc28h:mc28a											
0.06	0.003	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	6.7		80.4	-84.1	82.1	7	7				6.9269	0							-78.29		McMurdo	164.73	DE-DI:DE-FM	i		mc28	pmagpy-2.60	mc28b : mc28c : mc28d : mc28f : mc28g : mc28h:mc28a							13.2	13	75	294.4	7
																																mc28													
				This study		Basalt volcanic dike cutting youthful cone, NW flank of Mount Discovery. .													Extrusive:Igneous	Volcanic Dike					-78.31	Basalt	McMurdo	164.8				mc29													
0.18	0.04	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3	A	12	-78.7	395.5	7		7	0	n	6.9848	0									McMurdo		DA-DIR-GEO:DE-FM			mc29	pmagpy-2.60	mc29b : mc29c : mc29e : mc29f : mc29g : mc29h:mc29a											
0.18	0.04	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	3		12	-78.7	395.5	7	7				6.9848	0							-78.31		McMurdo	164.8	DE-DI:DE-FM	i		mc29	pmagpy-2.60	mc29b : mc29c : mc29e : mc29f : mc29g : mc29h:mc29a							3.1	5.8	79.4	189.6	7
																																mc29													
4	4	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	4.7	A	242.7	68.3	141.2	8		8	0	r	7.9504	0	Extrusive:Igneous	Lava Flow					-78.34	Basalt	McMurdo	164.87	DA-DIR-GEO:DE-FM			mc30	pmagpy-2.60	mc30b : mc30c : mc30d : mc30e : mc30f : mc30g : mc30h:mc30a											
4	4	Ma	Lisa Tauxe	This study	IE-SPEC	Intensity included in Pmag_Results.															0.00004263	0.0000003847	0.9023	4			McMurdo		IE-TT: LP-PI-ALT-PTRM : LP-PI-ZI :LP-PI-TRM		mc30b : mc30d : mc30e:mc30a	mc30	pmagpy-2.60	mc30b : mc30d : mc30e:mc30a											
4	4	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	4.7		242.7	68.3	141.2	8	8				7.9504	0							-78.34		McMurdo	164.87	DE-DI:DE-FM	i		mc30	pmagpy-2.60	mc30b : mc30c : mc30d : mc30e : mc30f : mc30g : mc30h:mc30a							2.6	9.1	-55.5	62.5	8
4	4	Ma	Kristin Lawrence	This study	IE-SITE	Site V [A] DM.															0.00004263	0.0000003847	0.9023	4	-78.34		McMurdo	164.87	IE-TT: LP-PI-ALT-PTRM : LP-PI-ZI :LP-PI-TRM	i	mc30b : mc30d : mc30e:mc30a	mc30	pmagpy-2.60	mc30b : mc30d : mc30e:mc30a	5.598E+22	4	5.052E+20	6.546E+22	4	5.906E+20					
																																mc30													
4	4	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3.2	A	298.7	-86.1	586.8	5		5	0	n	4.9932	0	Extrusive:Igneous	Lava Flow					-78.34	Basalt	McMurdo	164.28	DA-DIR-GEO:DE-FM			mc31	pmagpy-2.60	mc31c : mc31d : mc31f : mc31h:mc31b											
4	4	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	3.2		298.7	-86.1	586.8	5	5				4.9932	0							-78.34		McMurdo	164.28	DE-DI:DE-FM	i		mc31	pmagpy-2.60	mc31c : mc31d : mc31f : mc31h:mc31b							9.5	6.2	79.6	25.2	5
																																mc31													
4	4	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3.2	A	265	-74.6	346.5	7		7	0	n	6.9827	0	Extrusive:Igneous	Lava Flow					-78.36	Basalt	McMurdo	164.3	DA-DIR-GEO:DE-FM			mc32	pmagpy-2.60	mc32b : mc32d : mc32e : mc32f : mc32g : mc32h:mc32a											
4	4	Ma	Lisa Tauxe	This study	IE-SPEC																0.00003328	0.000005899	17.72	3			McMurdo		IE-TT: LP-PI-ALT-PTRM : LP-PI-ZI :LP-PI-TRM		mc32d : mc32e:mc32b	mc32	pmagpy-2.60	mc32d : mc32e:mc32b											
4	4	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	3.2		265	-74.6	346.5	7	7				6.9827	0							-78.36		McMurdo	164.3	DE-DI:DE-FM	i		mc32	pmagpy-2.60	mc32b : mc32d : mc32e : mc32f : mc32g : mc32h:mc32a							2.4	6.2	58.1	49.9	7
																																mc32													
4	4	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3	A	9.6	-75.7	349.4	8		8	0	n	7.98	0	Extrusive:Igneous	Lava Flow					-78.38	Basalt	McMurdo	164.34	DA-DIR-GEO:DE-FM			mc33	pmagpy-2.60	mc33b : mc33c : mc33d : mc33e : mc33f : mc33g : mc33h:mc33a											
4	4	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	3		9.6	-75.7	349.4	8	8				7.98	0							-78.38		McMurdo	164.34	DE-DI:DE-FM	i		mc33	pmagpy-2.60	mc33b : mc33c : mc33d : mc33e : mc33f : mc33g : mc33h:mc33a							2.4	5.8	74.3	180.6	8
																																mc33													
4	4	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3.4	A	279	-81.4	309.9	7		7	0	n	6.9806	0	Extrusive:Igneous	Lava Flow					-78.39	Basalt	McMurdo	164.27	DA-DIR-GEO:DE-FM			mc34	pmagpy-2.60	mc34b : mc34c : mc34d : mc34e : mc34f : mc34h:mc34a											
4	4	Ma	Lisa Tauxe	This study	IE-SPEC																0.00002305	0	0	1			McMurdo		IE-TT: LP-PI-ALT-PTRM : LP-PI-ZI :LP-PI-TRM		mc34c	mc34	pmagpy-2.60	mc34c											
4	4	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	3.4		279	-81.4	309.9	7	7				6.9806	0							-78.39		McMurdo	164.27	DE-DI:DE-FM	i		mc34	pmagpy-2.60	mc34b : mc34c : mc34d : mc34e : mc34f : mc34h:mc34a							4.6	6.6	71.2	46.9	7
																																mc34													
				This study		Basalt flow on rim of crater, Mount Morning volcanic field. .													Extrusive:Igneous	Lava Flow					-78.39	Basalt	McMurdo	164.23				mc35													
0.12	0.01	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	3.4	A	293.6	-84	273	8		8	0	n	7.9744	0									McMurdo		DA-DIR-GEO:DE-FM			mc35	pmagpy-2.60	mc35b : mc35c : mc35d : mc35e : mc35f : mc35g : mc35h:mc35a											
0.12	0.01	Ma	Lisa Tauxe	This study	IE-SPEC	Intensity included in Pmag_Results.															0.00002411	0.000002766	11.47	2			McMurdo		IE-TT: LP-PI-ALT-PTRM : LP-PI-ZI :LP-PI-TRM		mc35d:mc35b	mc35	pmagpy-2.60	mc35d:mc35b											
0.12	0.01	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	3.4		293.6	-84	273	8	8				7.9744	0							-78.39		McMurdo	164.23	DE-DI:DE-FM	i		mc35	pmagpy-2.60	mc35b : mc35c : mc35d : mc35e : mc35f : mc35g : mc35h:mc35a							6.5	6.6	77.2	42.6	8
0.12	0.01	Ma	Kristin Lawrence	This study	IE-SITE	Site V [A] DM.															0.00002411	0.000002766	11.47	2	-78.39		McMurdo	164.23	IE-TT: LP-PI-ALT-PTRM : LP-PI-ZI :LP-PI-TRM	i	mc35d:mc35b	mc35	pmagpy-2.60	mc35d:mc35b	3.166E+22	2	3.632E+21	3.168E+22	2	3.635E+21					
																																mc35													
				This study		Olivine basalt - Mount Morning volcanic field.													Extrusive:Igneous	Lava Flow					-78.39	Basalt	McMurdo	164.27				mc36													
0.12	0.01	Ma	Lisa Tauxe	This study	DE-SPEC	Direction included in Pmag_Results.	5	A	349.1	-83	149.2	7		7	0	n	6.9598	0									McMurdo		DA-DIR-GEO:DE-FM			mc36	pmagpy-2.60	mc36b : mc36d : mc36e : mc36f : mc36g : mc36h:mc36a											
0.12	0.01	Ma	Lisa Tauxe	This study	IE-SPEC	Intensity included in Pmag_Results.															0.00002569	0.000002957	11.51	4			McMurdo		IE-TT: LP-PI-ALT-PTRM : LP-PI-BT-MD : LP-PI-ZI :LP-PI-TRM		mc36b : mc36e : mc36h:mc36a	mc36	pmagpy-2.60	mc36b : mc36e : mc36h:mc36a											
0.12	0.01	Ma	Kristin Lawrence	This study	DE-SITE	Site VGPA comp: (geog. coord).	5		349.1	-83	149.2	7	7				6.9598	0							-78.39		McMurdo	164.27	DE-DI:DE-FM	i		mc36	pmagpy-2.60	mc36b : mc36d : mc36e : mc36f : mc36g : mc36h:mc36a							8.3	9.7	86.8	111.2	7
