tab 	samples														
azimuth	azimuth_dec_correction	citations	description	dip	geologic_classes	geologic_types	lat	lithologies	lon	magic_method_codes	method_codes	orientation_flag	sample	site	cooling_rate
59.4	0	This study		-46.5	Extrusive:Igneous	Lava Flow	-77.56505	Basalt	166.35938	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc212h	mc212	1.00E+10
68.1	0	This study		-54.5	Extrusive:Igneous	Lava Flow	-77.56505	Basalt	166.35938	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc212i	mc212	1.00E+10
78	0	This study		-54	Extrusive:Igneous	Lava Flow	-77.56505	Basalt	166.35938	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc212j	mc212	1.00E+10
77.4	0	This study		-51	Extrusive:Igneous	Lava Flow	-77.56505	Basalt	166.35938	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc212k	mc212	1.00E+10
70.5	0	This study		-53	Extrusive:Igneous	Lava Flow	-77.56505	Basalt	166.35938	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc212l	mc212	1.00E+10
77.9	0	This study		-71	Extrusive:Igneous	Lava Flow	-77.22331	Basalt	166.42877	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc213a	mc213	1.00E+10
78.3	0	This study		-69	Extrusive:Igneous	Lava Flow	-77.22331	Basalt	166.42877	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc213b	mc213	1.00E+10
91.5	0	This study		-67	Extrusive:Igneous	Lava Flow	-77.22331	Basalt	166.42877	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc213c	mc213	1.00E+10
76.9	0	This study		-67	Extrusive:Igneous	Lava Flow	-77.22331	Basalt	166.42877	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc213d	mc213	1.00E+10
74	0	This study		-74.5	Extrusive:Igneous	Lava Flow	-77.22331	Basalt	166.42877	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc213e	mc213	1.00E+10
66.5	0	This study		-96.5	Extrusive:Igneous	Lava Flow	-77.22331	Basalt	166.42877	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc213f	mc213	1.00E+10
74.6	0	This study		-98	Extrusive:Igneous	Lava Flow	-77.22331	Basalt	166.42877	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc213g	mc213	1.00E+10
78.3	0	This study		-112	Extrusive:Igneous	Lava Flow	-77.22331	Basalt	166.42877	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc213h	mc213	1.00E+10
69.2	0	This study		-89	Extrusive:Igneous	Lava Flow	-77.22331	Basalt	166.42877	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc213i	mc213	1.00E+10
81.1	0	This study		-82	Extrusive:Igneous	Lava Flow	-77.22331	Basalt	166.42877	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc213j	mc213	1.00E+10
67.3	0	This study		-57	Extrusive:Igneous	Lava Flow	-77.22331	Basalt	166.42877	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc213k	mc213	1.00E+10
182.6	0	This study		-66.5	Extrusive:Igneous	Lava Flow	-77.22355	Basalt	166.4294	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc214a	mc214	1.00E+10
180.2	0	This study		-53	Extrusive:Igneous	Lava Flow	-77.22355	Basalt	166.4294	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc214b	mc214	1.00E+10
184.9	0	This study		-47	Extrusive:Igneous	Lava Flow	-77.22355	Basalt	166.4294	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc214c	mc214	1.00E+10
94.9	0	This study		-90	Extrusive:Igneous	Lava Flow	-77.22355	Basalt	166.4294	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc214d	mc214	1.00E+10
107.1	0	This study		-98	Extrusive:Igneous	Lava Flow	-77.22355	Basalt	166.4294	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc214e	mc214	1.00E+10
104.5	0	This study		-81	Extrusive:Igneous	Lava Flow	-77.22355	Basalt	166.4294	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc214f	mc214	1.00E+10
111	0	This study		-96.5	Extrusive:Igneous	Lava Flow	-77.22355	Basalt	166.4294	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc214g	mc214	1.00E+10
162.7	0	This study		-87	Extrusive:Igneous	Lava Flow	-77.22355	Basalt	166.4294	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc214h	mc214	1.00E+10
161.2	0	This study		-90	Extrusive:Igneous	Lava Flow	-77.22355	Basalt	166.4294	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc214i	mc214	1.00E+10
149.6	0	This study		-90	Extrusive:Igneous	Lava Flow	-77.22355	Basalt	166.4294	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc214j	mc214	1.00E+10
13.7	0	This study		-8.5	Extrusive:Igneous	Lava Flow	-77.4773	Basalt	166.89491	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc215a	mc215	1.00E+10
354.6	0	This study		-11	Extrusive:Igneous	Lava Flow	-77.4773	Basalt	166.89491	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc215b	mc215	1.00E+10
18.3	0	This study		-12	Extrusive:Igneous	Lava Flow	-77.4773	Basalt	166.89491	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc215c	mc215	1.00E+10
294.4	0	This study		-48	Extrusive:Igneous	Lava Flow	-77.4773	Basalt	166.89491	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc215d	mc215	1.00E+10
263.3	0	This study		-24	Extrusive:Igneous	Lava Flow	-77.4773	Basalt	166.89491	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc215e	mc215	1.00E+10
302.9	0	This study		-15	Extrusive:Igneous	Lava Flow	-77.4773	Basalt	166.89491	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc215f	mc215	1.00E+10
312.5	0	This study		-14	Extrusive:Igneous	Lava Flow	-77.4773	Basalt	166.89491	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc215g	mc215	1.00E+10
270.2	0	This study		-32.5	Extrusive:Igneous	Lava Flow	-77.4773	Basalt	166.89491	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc215h	mc215	1.00E+10
241.6	0	This study		-27	Extrusive:Igneous	Lava Flow	-77.4773	Basalt	166.89491	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc215i	mc215	1.00E+10
244.4	0	This study		-38.5	Extrusive:Igneous	Lava Flow	-77.4773	Basalt	166.89491	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc215j	mc215	1.00E+10
188.6	0	This study		-47.5	Extrusive:Igneous	Lava Flow	-77.42391	Basalt	166.81075	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc216a	mc216	1.00E+10
172.9	0	This study		-37.5	Extrusive:Igneous	Lava Flow	-77.42391	Basalt	166.81075	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc216b	mc216	1.00E+10
181.1	0	This study		-50	Extrusive:Igneous	Lava Flow	-77.42391	Basalt	166.81075	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc216c	mc216	1.00E+10
181.5	0	This study		-36	Extrusive:Igneous	Lava Flow	-77.42391	Basalt	166.81075	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc216d	mc216	1.00E+10
176.6	0	This study		-41	Extrusive:Igneous	Lava Flow	-77.42391	Basalt	166.81075	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc216e	mc216	1.00E+10
183.2	0	This study		-39	Extrusive:Igneous	Lava Flow	-77.42391	Basalt	166.81075	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc216f	mc216	1.00E+10
165.5	0	This study		-52	Extrusive:Igneous	Lava Flow	-77.42391	Basalt	166.81075	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc216g	mc216	1.00E+10
166.9	0	This study		-46	Extrusive:Igneous	Lava Flow	-77.42391	Basalt	166.81075	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc216h	mc216	1.00E+10
173.5	0	This study		-75	Extrusive:Igneous	Lava Flow	-77.42391	Basalt	166.81075	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc216i	mc216	1.00E+10
191.4	0	This study		-90	Extrusive:Igneous	Lava Flow	-77.42391	Basalt	166.81075	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc216j	mc216	1.00E+10
252.5	0	This study		-67	Extrusive:Igneous	Lava Flow	-77.50885	Basalt	167.44064	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc217a	mc217	1.00E+10
262.5	0	This study		-68	Extrusive:Igneous	Lava Flow	-77.50885	Basalt	167.44064	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc217b	mc217	1.00E+10
261	0	This study		-69.5	Extrusive:Igneous	Lava Flow	-77.50885	Basalt	167.44064	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc217c	mc217	1.00E+10
269.9	0	This study		-73.5	Extrusive:Igneous	Lava Flow	-77.50885	Basalt	167.44064	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc217d	mc217	1.00E+10
269.9	0	This study		-69.5	Extrusive:Igneous	Lava Flow	-77.50885	Basalt	167.44064	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc217e	mc217	1.00E+10
266.6	0	This study		-78	Extrusive:Igneous	Lava Flow	-77.50885	Basalt	167.44064	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc217f	mc217	1.00E+10
265.6	0	This study		-76	Extrusive:Igneous	Lava Flow	-77.50885	Basalt	167.44064	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc217g	mc217	1.00E+10
275	0	This study		-63	Extrusive:Igneous	Lava Flow	-77.50885	Basalt	167.44064	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc217h	mc217	1.00E+10
285.2	0	This study		-74	Extrusive:Igneous	Lava Flow	-77.50885	Basalt	167.44064	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc217i	mc217	1.00E+10
265.4	0	This study		-61.5	Extrusive:Igneous	Lava Flow	-77.50885	Basalt	167.44064	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc217j	mc217	1.00E+10
267.9	0	This study		-60	Extrusive:Igneous	Lava Flow	-77.50885	Basalt	167.44064	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc217k	mc217	1.00E+10
32.7	0	This study	## direction deleted because: bad mark in field##.	-83	Extrusive:Igneous	Lava Flow	-77.56218	Basalt	166.97756	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	b	mc218a	mc218	1.00E+10
29.9	0	This study		-86.5	Extrusive:Igneous	Lava Flow	-77.56218	Basalt	166.97756	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc218b	mc218	1.00E+10
36.7	0	This study		-92	Extrusive:Igneous	Lava Flow	-77.56218	Basalt	166.97756	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc218c	mc218	1.00E+10
35.4	0	This study		-87	Extrusive:Igneous	Lava Flow	-77.56218	Basalt	166.97756	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc218d	mc218	1.00E+10
75.3	0	This study		-59.5	Extrusive:Igneous	Lava Flow	-77.56218	Basalt	166.97756	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc218e	mc218	1.00E+10
77.8	0	This study		-61.5	Extrusive:Igneous	Lava Flow	-77.56218	Basalt	166.97756	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc218f	mc218	1.00E+10
40.9	0	This study		-41	Extrusive:Igneous	Lava Flow	-77.56218	Basalt	166.97756	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc218g	mc218	1.00E+10
53.5	0	This study		-37	Extrusive:Igneous	Lava Flow	-77.56218	Basalt	166.97756	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc218h	mc218	1.00E+10
54.4	0	This study		-43	Extrusive:Igneous	Lava Flow	-77.56218	Basalt	166.97756	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc218i	mc218	1.00E+10
4.5	0	This study		-43	Extrusive:Igneous	Lava Flow	-77.56218	Basalt	166.97756	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc218j	mc218	1.00E+10
12.6	0	This study		-41	Extrusive:Igneous	Lava Flow	-77.56218	Basalt	166.97756	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc218k	mc218	1.00E+10
1.2	0	This study		-80	Extrusive:Igneous	Lava Flow	-77.56218	Basalt	166.97756	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc218l	mc218	1.00E+10
345.3	0	This study		-61	Extrusive:Igneous	Lava Flow	-77.84783	Basalt	166.67453	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc219a	mc219	1.00E+10
344	0	This study		-60.5	Extrusive:Igneous	Lava Flow	-77.84783	Basalt	166.67453	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc219b	mc219	1.00E+10
277.3	0	This study		-26	Extrusive:Igneous	Lava Flow	-77.84783	Basalt	166.67453	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc219c	mc219	1.00E+10
276.9	0	This study		-23	Extrusive:Igneous	Lava Flow	-77.84783	Basalt	166.67453	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc219d	mc219	1.00E+10
300.3	0	This study		-22.5	Extrusive:Igneous	Lava Flow	-77.84783	Basalt	166.67453	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc219e	mc219	1.00E+10
285.9	0	This study		-19.5	Extrusive:Igneous	Lava Flow	-77.84783	Basalt	166.67453	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc219f	mc219	1.00E+10
279.5	0	This study		-20.5	Extrusive:Igneous	Lava Flow	-77.84783	Basalt	166.67453	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc219g	mc219	1.00E+10
222	0	This study		-17.5	Extrusive:Igneous	Lava Flow	-77.84783	Basalt	166.67453	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc219h	mc219	1.00E+10
236.3	0	This study		-15.5	Extrusive:Igneous	Lava Flow	-77.84783	Basalt	166.67453	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc219i	mc219	1.00E+10
179.9	0	This study		-70	Extrusive:Igneous	Lava Flow	-77.84783	Basalt	166.67453	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc219j	mc219	1.00E+10
172.5	0	This study		-66	Extrusive:Igneous	Lava Flow	-77.84783	Basalt	166.67453	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc219k	mc219	1.00E+10
180.1	0	This study		-58	Extrusive:Igneous	Lava Flow	-77.84783	Basalt	166.67453	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc219l	mc219	1.00E+10
240	0	This study	"Archived samples from 1965, 66 expeditions."	-78	Extrusive:Igneous	Lava Flow	-78.21	Basalt	166.49	SO-SIGHT:FS-FD	SO-SIGHT:FS-FD	g	mc21a	mc21	1.00E+10
192	0	This study	"Archived samples from 1965, 66 expeditions."	-65	Extrusive:Igneous	Lava Flow	-78.21	Basalt	166.49	SO-SIGHT:FS-FD	SO-SIGHT:FS-FD	g	mc21b	mc21	1.00E+10
307	0	This study	"Archived samples from 1965, 66 expeditions."	-18	Extrusive:Igneous	Lava Flow	-78.21	Basalt	166.49	SO-SIGHT:FS-FD	SO-SIGHT:FS-FD	g	mc21c	mc21	1.00E+10
32	0	This study	"Archived samples from 1965, 66 expeditions."	-11	Extrusive:Igneous	Lava Flow	-78.21	Basalt	166.49	SO-SIGHT:FS-FD	SO-SIGHT:FS-FD	g	mc21d	mc21	1.00E+10
247	0	This study	"Archived samples from 1965, 66 expeditions."	-27	Extrusive:Igneous	Lava Flow	-78.21	Basalt	166.49	SO-SIGHT:FS-FD	SO-SIGHT:FS-FD	g	mc21e	mc21	1.00E+10
347	0	This study	"Archived samples from 1965, 66 expeditions."	-24	Extrusive:Igneous	Lava Flow	-78.21	Basalt	166.49	SO-SIGHT:FS-FD	SO-SIGHT:FS-FD	g	mc21f	mc21	1.00E+10
222	0	This study	"Archived samples from 1965, 66 expeditions."	-11	Extrusive:Igneous	Lava Flow	-78.21	Basalt	166.49	SO-SIGHT:FS-FD	SO-SIGHT:FS-FD	g	mc21g	mc21	1.00E+10
158	0	This study	"Archived samples from 1965, 66 expeditions."	-22	Extrusive:Igneous	Lava Flow	-78.21	Basalt	166.49	SO-SIGHT:FS-FD	SO-SIGHT:FS-FD	g	mc21h	mc21	1.00E+10
297.7	0	This study		-80	Extrusive:Igneous	Lava Flow	-77.45702	Basalt	166.91009	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc220a	mc220	1.00E+10
288.9	0	This study		-84	Extrusive:Igneous	Lava Flow	-77.45702	Basalt	166.91009	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc220b	mc220	1.00E+10
291.4	0	This study		-89.5	Extrusive:Igneous	Lava Flow	-77.45702	Basalt	166.91009	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc220c	mc220	1.00E+10
288.6	0	This study		-82	Extrusive:Igneous	Lava Flow	-77.45702	Basalt	166.91009	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc220d	mc220	1.00E+10
277.8	0	This study		-94	Extrusive:Igneous	Lava Flow	-77.45702	Basalt	166.91009	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc220e	mc220	1.00E+10
238.3	0	This study		-77.5	Extrusive:Igneous	Lava Flow	-77.45702	Basalt	166.91009	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc220f	mc220	1.00E+10
246.7	0	This study		-66.5	Extrusive:Igneous	Lava Flow	-77.45702	Basalt	166.91009	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc220g	mc220	1.00E+10
239	0	This study		-73.5	Extrusive:Igneous	Lava Flow	-77.45702	Basalt	166.91009	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc220h	mc220	1.00E+10
243.4	0	This study		-82	Extrusive:Igneous	Lava Flow	-77.45702	Basalt	166.91009	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc220i	mc220	1.00E+10
223.4	0	This study		-74	Extrusive:Igneous	Lava Flow	-77.45702	Basalt	166.91009	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc220j	mc220	1.00E+10
218.6	0	This study		-81	Extrusive:Igneous	Lava Flow	-77.5161	Basalt	166.79804	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc221a	mc221	1.00E+10
227.8	0	This study		-84.5	Extrusive:Igneous	Lava Flow	-77.5161	Basalt	166.79804	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc221b	mc221	1.00E+10
228.7	0	This study		-84	Extrusive:Igneous	Lava Flow	-77.5161	Basalt	166.79804	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc221c	mc221	1.00E+10
204.4	0	This study		-93.5	Extrusive:Igneous	Lava Flow	-77.5161	Basalt	166.79804	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc221d	mc221	1.00E+10
210.3	0	This study		-92	Extrusive:Igneous	Lava Flow	-77.5161	Basalt	166.79804	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc221e	mc221	1.00E+10
214.7	0	This study		-91	Extrusive:Igneous	Lava Flow	-77.5161	Basalt	166.79804	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc221f	mc221	1.00E+10
212.7	0	This study		-89	Extrusive:Igneous	Lava Flow	-77.5161	Basalt	166.79804	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc221g	mc221	1.00E+10
277.1	0	This study		-50	Extrusive:Igneous	Lava Flow	-77.5161	Basalt	166.79804	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc221h	mc221	1.00E+10
281.7	0	This study		-48	Extrusive:Igneous	Lava Flow	-77.5161	Basalt	166.79804	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc221i	mc221	1.00E+10
288.2	0	This study		-46.5	Extrusive:Igneous	Lava Flow	-77.5161	Basalt	166.79804	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD	FS-LOC-GPS : SO-POM : SO-SUN:FS-FD	g	mc221j	mc221	1.00E+10
164.6	0	This study		-61.5	Extrusive:Igneous	Lava Flow	-77.53893	Basalt	166.84845	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	FS-LOC-GPS : SO-GPS-DIFF: SO-POM :FS-FD	g	mc222a	mc222	1.00E+10
165.1	0	This study		-50	Extrusive:Igneous	Lava Flow	-77.53893	Basalt	166.84845	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	FS-LOC-GPS : SO-GPS-DIFF: SO-POM :FS-FD	g	mc222b	mc222	1.00E+10
165.6	0	This study		-26	Extrusive:Igneous	Lava Flow	-77.53893	Basalt	166.84845	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD	FS-LOC-GPS : SO-GPS-DIFF: SO-POM :FS-FD	g	mc222c	mc222	1.00E+10
