tab 	specimens
analyst_names	aniso_ftest	aniso_ftest12	aniso_ftest23	aniso_s	aniso_s_mean	aniso_s_n_measurements	aniso_s_sigma	aniso_s_unit	aniso_tilt_correction	aniso_type	aniso_v1	aniso_v2	aniso_v3	citations	description	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_mad_free	dir_n_measurements	dir_tilt_correction	experiment_names	geologic_classes	geologic_types	hyst_bc	hyst_bcr	hyst_mr_moment	hyst_ms_moment	int_abs	int_b	int_b_beta	int_b_sigma	int_corr	int_dang	int_drats	int_f	int_fvds	int_gamma	int_mad_free	int_md	int_n_measurements	int_n_ptrm	int_q	int_rsc	int_treat_dc_field	lithologies	meas_step_max	meas_step_min	meas_step_unit	method_codes	sample	software_packages	specimen
@ltauxe														This study			A	115.5	82.2	2.8	14	0	mc121k1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	843	523	K	LP-DIR-T : SO-GPS-DIFF : DE-BFL : DA-DIR-GEO	mc121k	pmagpy-2.58	mc121k1
@ltauxe														This study				187.3	52.5			-1	mc121k1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					2.7452e-05	-1.003	0.049	0.05	c	2.6	4.1	0.581	0.63	2.6	5.6	-1	10	9	9.2	0.9806	2.5e-05	Basalt	793	423	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DA-AC-AARM : DE-BFL	mc121k	pmagpy-2.60	mc121k1
@jsteindorf	5.5	0.4	8.3	0.310991 : 0.345042 : 0.343968 : 0.012748 : -0.000236 : 0.015681	0.00007309	9	0.010639	Am^2	-1	AARM	0.353742 : 54.9 : 42.1 : eta/zeta : 19.6 : 163.6 : 15 : 41.5 : 271.9 : 57.5	0.344826 : 271.9 : 41.5 : eta/zeta : 19.6 : 163.6 : 17.9 : 42.1 : 54.9 : 57.5	0.301432 : 163.6 : 19.6 : eta/zeta : 41.5 : 271.9 : 17.9 : 42.1 : 54.9 : 15	This study	mc121k2, Hext statistics adapted to AARM.								mc121k2 : AARM	Igneous : Extrusive	Lava Flow																						Basalt				LP-AN-ARM : AE-H	mc121k	pmagpy-2.58	mc121k2
@ltauxe														This study				192.1	52.4			-1	mc121k2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					2.5778e-05	-0.959	0.031	0.03	c	1.8	9.7	0.612	0.638	6.7	4.2	-1	9	5	15	0.9933	2.5e-05	Basalt	793	423	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DA-AC-AARM : DE-BFL	mc121k	pmagpy-2.60	mc121k2
@ltauxe														This study			A	111.9	80.4	2.9	10	0	mc121k2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	813	473	K	LP-DIR-T : SO-GPS-DIFF : DE-BFL : DA-DIR-GEO	mc121k	pmagpy-2.58	mc121k2
@ltauxe														This study			A	21.3	-68.4	2	12	0	mc122a1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.15	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc122a	pmagpy-2.58	mc122a1
@ltauxe														This study			A	18.7	-66.5	2.7	12	0	mc122b1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.15	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc122b	pmagpy-2.58	mc122b1
@ltauxe														This study			A	18.8	-73.1	2.2	13	0	mc122c1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc122c	pmagpy-2.58	mc122c1
@ltauxe														This study			A	0.2	-74.2	2	12	0	mc122d1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.15	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc122d	pmagpy-2.58	mc122d1
@ltauxe														This study			A	68.6	-85	12.8	12	0	mc122f1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	823	473	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc122f	pmagpy-2.58	mc122f1
@ltauxe														This study			A	112.9	-81	18	13	0	mc122g1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	823	423	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc122g	pmagpy-2.58	mc122g1
@ltauxe														This study			A	349.5	-78	1.6	13	0	mc122k2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc122k	pmagpy-2.58	mc122k2
@ltauxe														This study			A	259.6	7.6	6.9	8	0	mc122l1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	813	623	K	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO	mc122l	pmagpy-2.58	mc122l1
@ltauxe														This study			A	85.4	-81.5	0.9	13	0	mc123a1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc123a	pmagpy-2.58	mc123a1
@ltauxe														This study			A	71.1	-82.5	2.6	9	0	mc123a2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	813	523	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc123a	pmagpy-2.58	mc123a2
@ltauxe														This study				9.7	-45.4			-1	mc123a2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					3.3027e-05	-1.321	0.038	0.051	u	2.1	8.9	0.875	0.78	0.3	4.6	-1	11	5	19.8	0.9867	2.5e-05	Basalt	813	423	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc123a	pmagpy-2.60	mc123a2
@ltauxe														This study				10.5	-56.5			-1	mc123b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					2.764e-05	-1.106	0.028	0.031	u	0.7	16.1	0.986	0.861	2.4	1.5	-1	19	8	32	0.9871	2.5e-05	Basalt	848	473	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc123b	pmagpy-2.60	mc123b1
@ltauxe														This study			A	74.1	-83.4	2.2	17	0	mc123b1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	843	273	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc123b	pmagpy-2.58	mc123b1
@ltauxe														This study				7.7	-56.4			-1	mc123b2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					3.02e-05	-1.208	0.062	0.074	u	1	9.5	0.903	0.803	2.1	1.8	-1	9	5	12.6	0.9736	2.5e-05	Basalt	813	523	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc123b	pmagpy-2.60	mc123b2
@ltauxe														This study			A	70	-83.7	2.5	10	0	mc123b2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	813	473	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc123b	pmagpy-2.58	mc123b2
@ltauxe														This study			A	102.6	-79.7	1.7	13	0	mc123c2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc123c	pmagpy-2.58	mc123c2
@ltauxe														This study				4.4	-45.8			-1	mc123c3-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					2.9289e-05	-1.172	0.026	0.031	u	1.6	11.7	0.998	0.881	1.6	2.2	-1	18	9	34.2	0.9891	2.5e-05	Basalt	853	423	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc123c	pmagpy-2.60	mc123c3
@ltauxe														This study			A	82.7	-83.7	2	14	0	mc123c3-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	843	523	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc123c	pmagpy-2.58	mc123c3
@ltauxe														This study			A	28.8	-86.3	1.2	10	0	mc123f1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.12	0.01	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc123f	pmagpy-2.58	mc123f1
@ltauxe														This study			A	67.5	-73.6	1.2	12	0	mc123j1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.15	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc123j	pmagpy-2.58	mc123j1
@ltauxe														This study			A	12.6	-71.4	2.6	11	0	mc124a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	813	423	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc124a	pmagpy-2.58	mc124a1
@ltauxe														This study				316.1	-75.7			-1	mc124a1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					2.3563e-05	-0.943	0.282	0.266	u	8.5	11.5	0.317	0.23	1.6	3.4	-1	5	5	0.8	0.7752	2.5e-05	Basalt	623	423	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc124a	pmagpy-2.60	mc124a1
@ltauxe														This study			A	14.3	-69.5	1	9	0	mc124d1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.12	0.015	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc124d	pmagpy-2.58	mc124d1
@ltauxe														This study			A	13.6	-72.1	2.7	11	0	mc124d2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	813	423	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc124d	pmagpy-2.58	mc124d2
@ltauxe														This study				286.2	-78			-1	mc124d2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					1.9271e-05	-0.771	0.266	0.205	u	6.3	8.6	0.343	0.247	1.6	5.5	-1	5	5	0.9	0.7988	2.5e-05	Basalt	623	423	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc124d	pmagpy-2.60	mc124d2
@ltauxe														This study			A	10.7	-77.2	3.3	4	0	mc124f1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.02	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc124f	pmagpy-2.58	mc124f1
@ltauxe														This study			A	12.7	-75.8	1.4	11	0	mc124g1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.12	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc124g	pmagpy-2.58	mc124g1
														This study										Igneous : Extrusive	Lava Flow																						Basalt					mc124h		mc124h1
@ltauxe														This study			A	11.8	-70.8	1.3	9	0	mc124j1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.1	0.015	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc124j	pmagpy-2.58	mc124j1
@ltauxe														This study			A	16.4	-76.7	1.2	10	0	mc124l1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.12	0.015	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc124l	pmagpy-2.58	mc124l1
@ltauxe														This study			A	353.2	-62.3	0.9	11	0	mc125a1-LP-DIR-AF	Igneous : Intrusive	Volcanic Dike									u													Basalt	0.18	0.015	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc125a	pmagpy-2.58	mc125a1
@ltauxe														This study			A	353.4	-64.3	1.4	13	0	mc125b1-LP-DIR-AF	Igneous : Intrusive	Volcanic Dike									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc125b	pmagpy-2.58	mc125b1
@ltauxe														This study			A	339.1	-64.8	1.1	12	0	mc125c1-LP-DIR-AF	Igneous : Intrusive	Volcanic Dike									u													Basalt	0.18	0.01	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc125c	pmagpy-2.58	mc125c1
@ltauxe														This study			A	339.3	-61.3	3.9	11	0	mc125d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Intrusive	Volcanic Dike									u													Basalt	843	623	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc125d	pmagpy-2.58	mc125d1
@ltauxe														This study				350.5	-80.5			-1	mc125d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Intrusive	Volcanic Dike					6.071e-06	-0.243	0.087	0.021	u	0.9	28	0.564	0.219	0.9	4	-1	8	7	4.7	0.9546	2.5e-05	Basalt	853	773	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc125d	pmagpy-2.60	mc125d1
@ltauxe														This study				347.6	-87.6			-1	mc125e1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Intrusive	Volcanic Dike					5.1383e-06	-0.206	0.105	0.022	u	1.4	5.4	0.529	0.221	1.6	2.1	-1	8	7	3.5	0.9349	2.5e-05	Basalt	853	773	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc125e	pmagpy-2.60	mc125e1
@ltauxe														This study			A	336.7	-59.6	2.3	12	0	mc125e1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Intrusive	Volcanic Dike									u													Basalt	843	573	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc125e	pmagpy-2.58	mc125e1
@ltauxe														This study			A	342.4	-62.2	1.1	13	0	mc125e3-LP-DIR-AF	Igneous : Intrusive	Volcanic Dike									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc125e	pmagpy-2.58	mc125e3
@ltauxe														This study			A	348.4	-79.6	1.3	13	0	mc125g1-LP-DIR-AF	Igneous : Intrusive	Volcanic Dike									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc125g	pmagpy-2.58	mc125g1
@ltauxe														This study				8	-36.8			-1	mc125i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Intrusive	Volcanic Dike					2.5918e-05	-1.037	0.029	0.03	u	2.5	0.5	0.913	0.766	1.1	5.5	-1	16	7	28.6	0.9886	2.5e-05	Basalt	853	423	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc125i	pmagpy-2.60	mc125i1
@ltauxe														This study			A	350.1	-79.2	4	9	0	mc125i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Intrusive	Volcanic Dike									u													Basalt	853	723	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc125i	pmagpy-2.58	mc125i1
@ltauxe														This study			A	351.8	-75	0.9	13	0	mc125m1-LP-DIR-AF	Igneous : Intrusive	Volcanic Dike									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc125m	pmagpy-2.58	mc125m1
@ltauxe														This study			A	6.3	-79.9	1.2	13	0	mc126a2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc126a	pmagpy-2.58	mc126a2
@ltauxe														This study			A	23.3	-77	0.6	12	0	mc126c1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.12	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc126c	pmagpy-2.58	mc126c1
@ltauxe														This study			A	13.7	-81.1	2.8	6	0	mc126c2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	823	723	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc126c	pmagpy-2.58	mc126c2
@ltauxe														This study			A	274	-76.1	0.7	12	0	mc126d1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.12	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc126d	pmagpy-2.58	mc126d1
@ltauxe														This study			A	24.7	-77.8	0.6	11	0	mc126e1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.12	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc126e	pmagpy-2.58	mc126e1
@ltauxe														This study			A	350.4	-78.2	2.4	8	0	mc126f1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	823	673	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc126f	pmagpy-2.58	mc126f1
@ltauxe														This study			A	343	-73.3	0.6	12	0	mc126g1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.15	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc126g	pmagpy-2.58	mc126g1
@ltauxe														This study			A	27	-75.9	1.1	8	0	mc126i1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	823	673	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc126i	pmagpy-2.58	mc126i1
@ltauxe														This study			A	328.9	-67.3	1.5	13	0	mc127a1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc127a	pmagpy-2.58	mc127a1
@ltauxe														This study				43.9	-73.1			-1	mc127a2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					3.9562e-05	-1.582	0.023	0.036	u	0.8	16.1	0.878	0.867	0.5	1.9	-1	16	7	35.5	0.9929	2.5e-05	Basalt	853	423	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc127a	pmagpy-2.60	mc127a2
@ltauxe														This study			A	323.6	-65.8	1.3	14	0	mc127a2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	853	523	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc127a	pmagpy-2.58	mc127a2
@ltauxe														This study			A	327.7	-66.7	1	13	0	mc127b1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc127b	pmagpy-2.58	mc127b1
@ltauxe														This study				347.2	-83.1			-1	mc127c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					3.741e-05	-1.496	0.01	0.015	u	0.7	14	0.92	0.92	0.6	1.1	-1	16	7	82.6	0.9986	2.5e-05	Basalt	853	423	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc127c	pmagpy-2.60	mc127c1
@ltauxe														This study			A	327.8	-67.7	1.1	16	0	mc127c1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	853	423	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc127c	pmagpy-2.58	mc127c1
@ltauxe														This study				325.9	-73.7			-1	mc127d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					3.6536e-05	-1.461	0.01	0.015	u	1	17.2	0.908	0.89	0.6	1.6	-1	16	7	79.7	0.9985	2.5e-05	Basalt	853	423	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc127d	pmagpy-2.60	mc127d1
@ltauxe														This study			A	328.2	-65.9	1.6	16	0	mc127d1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	853	423	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc127d	pmagpy-2.58	mc127d1
@ltauxe														This study			A	315.9	-65.5	1.4	12	0	mc127f1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.15	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc127f	pmagpy-2.58	mc127f1
@ltauxe														This study			A	338.6	-67.2	1.6	9	0	mc127g2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.03	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc127g	pmagpy-2.58	mc127g2
@ltauxe														This study			A	318.6	-70.5	2	12	0	mc127i1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.01	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc127i	pmagpy-2.58	mc127i1
@ltauxe														This study			A	49.5	-81.4	3.8	13	0	mc128b1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc128b	pmagpy-2.58	mc128b1
@ltauxe														This study				350.7	-30.9			-1	mc128b2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					3.2681e-05	-1.307	0.035	0.045	u	1.3	4.2	0.792	0.717	2.6	3.2	-1	12	7	20.3	0.9881	2.5e-05	Basalt	833	473	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc128b	pmagpy-2.60	mc128b2
@ltauxe														This study			A	13.8	-82	3.1	13	0	mc128b2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	833	423	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc128b	pmagpy-2.58	mc128b2
@ltauxe														This study				349.3	-13.9			-1	mc128c2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					3.7394e-05	-1.496	0.024	0.036	u	1	3.3	0.898	0.809	1.8	3.1	-1	14	7	32.4	0.9929	2.5e-05	Basalt	838	423	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc128c	pmagpy-2.60	mc128c2
@ltauxe														This study			A	32.5	-79.6	3.2	12	0	mc128c2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	838	523	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc128c	pmagpy-2.58	mc128c2
@ltauxe														This study			A	47.1	-83	3.3	12	0	mc128d1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.15	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc128d	pmagpy-2.58	mc128d1
@ltauxe														This study			A	1.1	-1.1	6.8	15	0	mc128e1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	838	273	K	LP-DIR-T : SO-SUN : DE-BFP : DA-DIR-GEO	mc128e	pmagpy-2.58	mc128e1
@ltauxe														This study			A	47.2	-74.8	2.8	13	0	mc128e2-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc128e	pmagpy-2.58	mc128e2
@ltauxe														This study			A	41.8	-80.3	2.8	11	0	mc128f1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.015	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc128f	pmagpy-2.58	mc128f1
@ltauxe														This study			A	50.2	-77	3.6	12	0	mc128h1-LP-DIR-AF	Igneous : Extrusive	Lava Flow									u													Basalt	0.18	0.01	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc128h	pmagpy-2.58	mc128h1
@ltauxe														This study			A	4.1	-79.6	3.3	15	0	mc128j1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow									u													Basalt	838	273	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc128j	pmagpy-2.58	mc128j1
@ltauxe														This study				348.7	-10			-1	mc128j1-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Extrusive	Lava Flow					3.2797e-05	-1.312	0.031	0.041	u	0.4	5	0.885	0.897	1.2	2.5	-1	15	7	25.5	0.9872	2.5e-05	Basalt	843	423	K	LP-PI-TRM : LP-PI-ALT-PTRM : LP-PI-BT-IZZI : IE-TT : DE-BFL	mc128j	pmagpy-2.60	mc128j1
@ltauxe														This study			A	27.8	-53.4	1.9	13	0	mc129a1-LP-DIR-AF	Igneous : Intrusive	Volcanic Dike									u													Basalt	0.18	0.005	T	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	mc129a	pmagpy-2.58	mc129a1
@jsteindorf														This study									mc129a1-1 : LP-HYS	Igneous : Intrusive	Volcanic Dike	0.04523	0.145	1.905E-07	3.244E-07																		Basalt				LT-AF-I : LP-AN-ARM : LP-BCR-HDM	mc129a		mc129a1-1
@ltauxe														This study			A	27.3	-56.5	4.8	12	0	mc129a2-LP-PI-TRM-LP-PI-ALT-PTRM-LP-PI-BT-IZZI	Igneous : Intrusive	Volcanic Dike									u													Basalt	843	523	K	LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	mc129a	pmagpy-2.58	mc129a2
