tab 	rmag_anisotropy
anisotropy_n	anisotropy_s1	anisotropy_s2	anisotropy_s3	anisotropy_s4	anisotropy_s5	anisotropy_s6	anisotropy_sigma	anisotropy_tilt_correction	anisotropy_type	anisotropy_unit	er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_method_codes
192	0.3352907	0.3334316	0.3312777	-0.000185	0.0000944	-0.0000785	1.08E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-16H-2-W-60	318-U1361A-16H-2-W-60	318-U1361A-16H-2-W-60	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3353299	0.3342004	0.3304697	-0.0003	-0.0001316	-0.0002209	3.52E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-16H-3-W-60	318-U1361A-16H-3-W-60	318-U1361A-16H-3-W-60	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3394295	0.3357492	0.3248213	0.0001753	0.0003872	0.0011697	1.32E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-16H-4-W-60	318-U1361A-16H-4-W-60	318-U1361A-16H-4-W-60	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3344547	0.3337113	0.331834	0.0001859	0.0006284	0.0008292	1.33E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-16H-5-W-60	318-U1361A-16H-5-W-60	318-U1361A-16H-5-W-60	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.334887	0.3347511	0.3303618	0.0001041	0.0008083	0.0007019	2.32E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-16H-6-W-60	318-U1361A-16H-6-W-60	318-U1361A-16H-6-W-60	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.337599	0.3364558	0.3259452	0.0001752	0.0000655	0.0004259	1.14E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-16H-7-W-33	318-U1361A-16H-7-W-33	318-U1361A-16H-7-W-33	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3368576	0.3351169	0.3280254	0.000587	-0.0033787	-0.0012534	1.84E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-17X-1-W-58	318-U1361A-17X-1-W-58	318-U1361A-17X-1-W-58	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3321576	0.3335094	0.334333	-0.0000024	-0.0013344	-0.0008249	2.08E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-17X-2-W-58	318-U1361A-17X-2-W-58	318-U1361A-17X-2-W-58	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3344276	0.332908	0.3326644	-0.0001335	-0.0026522	0.0011268	3.21E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-17X-3-W-58	318-U1361A-17X-3-W-58	318-U1361A-17X-3-W-58	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3378022	0.3380974	0.3241004	0.0003904	-0.0020114	0.0012454	6.27E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-17X-4-W-58	318-U1361A-17X-4-W-58	318-U1361A-17X-4-W-58	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3425824	0.3381351	0.3192825	0.0007053	-0.0001536	-0.0024937	3.77E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-17X-5-W-58	318-U1361A-17X-5-W-58	318-U1361A-17X-5-W-58	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.336945	0.3359333	0.3271217	-0.000531	-0.0035091	-0.0002693	5.37E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-17X-6-W-58	318-U1361A-17X-6-W-58	318-U1361A-17X-6-W-58	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3411355	0.3431934	0.3156711	0.0006008	-0.0007462	-0.0010528	2.59E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-18X-2-W-89	318-U1361A-18X-2-W-89	318-U1361A-18X-2-W-89	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.337511	0.3347345	0.3277545	0.0020484	-0.0036422	-0.0013113	1.78E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-18X-3-W-89	318-U1361A-18X-3-W-89	318-U1361A-18X-3-W-89	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3369481	0.3349409	0.328111	-0.0000804	-0.0044729	0.0035037	1.46E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-18X-4-W-89	318-U1361A-18X-4-W-89	318-U1361A-18X-4-W-89	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3361047	0.3358974	0.3279979	-0.0001863	-0.0000117	0.0004779	5.31E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-18X-5-W-89	318-U1361A-18X-5-W-89	318-U1361A-18X-5-W-89	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3356255	0.3350217	0.3293528	0.0001604	0.0003981	0.0007603	3.99E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-18X-6-W-89	318-U1361A-18X-6-W-89	318-U1361A-18X-6-W-89	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3342358	0.3352181	0.3305461	0.0002249	-0.0010106	0.0014792	6.54E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-20X-2-W-10	318-U1361A-20X-2-W-10	318-U1361A-20X-2-W-10	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3334446	0.3330913	0.3334641	-0.0002843	-0.000679	0.0009932	5.20E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-20X-3-W-10	318-U1361A-20X-3-W-10	318-U1361A-20X-3-W-10	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3338596	0.3338374	0.3323029	-0.0000088	0.0005794	-0.0003575	3.44E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-20X-4-W-10	318-U1361A-20X-4-W-10	318-U1361A-20X-4-W-10	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3339566	0.3346666	0.3313769	-0.0007732	-0.0007067	-0.0000188	6.16E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-20X-5-W-20	318-U1361A-20X-5-W-20	318-U1361A-20X-5-W-20	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3331858	0.3339584	0.3328558	0.0003005	-0.0008533	0.0004335	3.49E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-22X-3-W-93	318-U1361A-22X-3-W-93	318-U1361A-22X-3-W-93	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3345665	0.3396313	0.3258023	-0.000009	-0.0029729	-0.0000594	1.96E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-23X-6-W-91	318-U1361A-23X-6-W-91	318-U1361A-23X-6-W-91	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3359025	0.3356214	0.3284761	-0.0000282	-0.0010057	-0.0006223	3.83E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-23X-7-W-48	318-U1361A-23X-7-W-48	318-U1361A-23X-7-W-48	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3349889	0.3344082	0.3306029	0.0000414	0.0000758	-0.0001235	3.77E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-24X-1-W-131	318-U1361A-24X-1-W-131	318-U1361A-24X-1-W-131	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3399588	0.3339116	0.3261296	0.0034075	-0.0014947	-0.009563	1.83E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-24X-2-W-97	318-U1361A-24X-2-W-97	318-U1361A-24X-2-W-97	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3335684	0.3334434	0.3329882	0.0010156	-0.0027431	-0.0012765	2.96E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-25X-1-W-103	318-U1361A-25X-1-W-103	318-U1361A-25X-1-W-103	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3355059	0.3351107	0.3293833	0.0020689	-0.0014839	0.0012637	3.81E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-25X-2-W-112	318-U1361A-25X-2-W-112	318-U1361A-25X-2-W-112	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3346162	0.3356903	0.3296935	0.0002993	-0.0012393	-0.000268	3.74E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-25X-3-W-32	318-U1361A-25X-3-W-32	318-U1361A-25X-3-W-32	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.337118	0.3375986	0.3252833	0.0004664	0.0009448	-0.0010587	2.65E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-25X-5-W-60	318-U1361A-25X-5-W-60	318-U1361A-25X-5-W-60	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3361866	0.3318235	0.3319898	-0.0005461	-0.0019336	0.0010634	1.34E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-25X-6-W-60	318-U1361A-25X-6-W-60	318-U1361A-25X-6-W-60	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3400079	0.3428372	0.3171549	0.00595	-0.0011625	0.0072163	3.97E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-25X-7-W-21	318-U1361A-25X-7-W-21	318-U1361A-25X-7-W-21	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3566501	0.3481411	0.2952089	0.0040551	0.0131262	0.0030876	2.84E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-26X-6-W-116	318-U1361A-26X-6-W-116	318-U1361A-26X-6-W-116	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3368939	0.3375161	0.32559	0.0003954	-0.0040526	-0.0038325	2.52E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-26X-5-W-18	318-U1361A-26X-5-W-18	318-U1361A-26X-5-W-18	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3351454	0.3343959	0.3304587	-0.0003878	-0.0000531	-0.0002929	4.74E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-27X-5-W-92	318-U1361A-27X-5-W-92	318-U1361A-27X-5-W-92	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3368266	0.3312631	0.3319103	0.0008049	-0.0074238	-0.0024928	3.78E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-29X-1-W-113	318-U1361A-29X-1-W-113	318-U1361A-29X-1-W-113	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3374323	0.3368184	0.3257493	0.0000401	-0.00091	-0.0003489	5.87E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-32X-1-W-75	318-U1361A-32X-1-W-75	318-U1361A-32X-1-W-75	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3364655	0.3366389	0.3268956	-0.0004475	0.0003248	0.0007065	5.92E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-32X-2-W-41	318-U1361A-32X-2-W-41	318-U1361A-32X-2-W-41	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.336645	0.3364596	0.3268954	0.0001901	0.0003428	-0.0011158	7.02E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-32X-3-W-34	318-U1361A-32X-3-W-34	318-U1361A-32X-3-W-34	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3381161	0.3245753	0.3373086	-0.0012977	-0.0016761	-0.0004253	7.85E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-32X-4-W-110	318-U1361A-32X-4-W-110	318-U1361A-32X-4-W-110	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3350079	0.3338652	0.3311269	0.0001185	-0.0000814	0.0001119	7.14E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-32X-5-W-101	318-U1361A-32X-5-W-101	318-U1361A-32X-5-W-101	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3357196	0.3356416	0.3286387	0.0000663	-0.0008628	-0.0003423	7.19E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-32X-6-W-59	318-U1361A-32X-6-W-59	318-U1361A-32X-6-W-59	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3362362	0.3361415	0.3276224	-0.000149	0.0009809	0.0018955	7.04E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-33X-1-W-112	318-U1361A-33X-1-W-112	318-U1361A-33X-1-W-112	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3369457	0.3368586	0.3261957	0.0001715	0.0010826	-0.0009732	7.64E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-33X-2-W-82	318-U1361A-33X-2-W-82	318-U1361A-33X-2-W-82	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3413901	0.3415309	0.3170791	-0.0001962	-0.0009958	0.0037142	1.58E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-33X-3-W-119	318-U1361A-33X-3-W-119	318-U1361A-33X-3-W-119	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3365174	0.3351097	0.3283729	0.0003496	-0.000098	-0.0003834	5.48E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-33X-4-W-90	318-U1361A-33X-4-W-90	318-U1361A-33X-4-W-90	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3404307	0.3357544	0.3238149	-0.0033912	-0.0024344	0.0018962	2.03E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-33X-5-W-38	318-U1361A-33X-5-W-38	318-U1361A-33X-5-W-38	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3388485	0.3394765	0.3216751	0.0002783	-0.0006868	0.0006306	9.27E-05	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-33X-6-W-12	318-U1361A-33X-6-W-12	318-U1361A-33X-6-W-12	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3349431	0.3360168	0.3290401	0.0005828	0.0009991	0.0018139	2.56E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-34X-2-W-138	318-U1361A-34X-2-W-138	318-U1361A-34X-2-W-138	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3373074	0.3391206	0.323572	0.0003768	0.0001396	0.0006017	1.20E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-34X-3-W-20	318-U1361A-34X-3-W-20	318-U1361A-34X-3-W-20	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3405997	0.3411578	0.3182425	0.0001527	0.0003188	0.0034878	1.53E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-34X-4-W-35	318-U1361A-34X-4-W-35	318-U1361A-34X-4-W-35	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3399698	0.3410479	0.3189823	-0.0005047	0.000507	0.0044667	1.16E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-34X-5-W-61	318-U1361A-34X-5-W-61	318-U1361A-34X-5-W-61	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3382518	0.3313782	0.33037	-0.0038597	0.0002774	0.0003438	1.46E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-34X-6-W-49	318-U1361A-34X-6-W-49	318-U1361A-34X-6-W-49	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3389174	0.3372117	0.3238709	0.0023257	0.0044731	-0.0011305	2.38E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-34X-7-W-40	318-U1361A-34X-7-W-40	318-U1361A-34X-7-W-40	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3403443	0.3403113	0.3193444	-0.0000398	-0.0007047	0.0026785	1.89E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-35X-1-W-106	318-U1361A-35X-1-W-106	318-U1361A-35X-1-W-106	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3423683	0.3420809	0.3155508	0.0001166	-0.0009791	0.0017627	1.38E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-35X-2-W-137	318-U1361A-35X-2-W-137	318-U1361A-35X-2-W-137	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3356833	0.3357895	0.3285272	-0.0002885	-0.0001044	-0.000112	5.40E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-35X-3-W-73	318-U1361A-35X-3-W-73	318-U1361A-35X-3-W-73	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.334978	0.3350629	0.3299591	-0.0000993	-0.0003087	-0.0001412	3.45E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-35X-5-W-108	318-U1361A-35X-5-W-108	318-U1361A-35X-5-W-108	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3351177	0.3350832	0.3297991	0.0000147	0.0003114	0.0001956	2.75E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-35X-6-W-91	318-U1361A-35X-6-W-91	318-U1361A-35X-6-W-91	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3370469	0.3373542	0.325599	0.000007	0.0003691	-0.000682	2.94E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-36X-1-W-50	318-U1361A-36X-1-W-50	318-U1361A-36X-1-W-50	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3418826	0.3434628	0.3146546	-0.0002932	0.0001855	-0.000818	1.02E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-36X-2-W-141	318-U1361A-36X-2-W-141	318-U1361A-36X-2-W-141	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3387067	0.3390916	0.3222016	-0.0000491	0.0004214	0.0018177	2.06E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-36X-3-W-106	318-U1361A-36X-3-W-106	318-U1361A-36X-3-W-106	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3363978	0.3366071	0.3269951	0.0000449	0.0003014	-0.0009054	2.74E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-36X-4-W-68	318-U1361A-36X-4-W-68	318-U1361A-36X-4-W-68	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3383053	0.3382493	0.3234454	-0.0000171	-0.0002367	-0.0006102	2.30E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-36X-5-W-15	318-U1361A-36X-5-W-15	318-U1361A-36X-5-W-15	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.338854	0.3393328	0.3218132	0.0004397	0.000307	-0.0007703	8.51E-05	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-36X-6-W-19	318-U1361A-36X-6-W-19	318-U1361A-36X-6-W-19	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.342085	0.3417127	0.3162023	-0.0002051	-0.0007454	-0.0018982	1.04E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-36X-7-W-26	318-U1361A-36X-7-W-26	318-U1361A-36X-7-W-26	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3373777	0.33661	0.3260123	0.0002435	-0.0000923	-0.000107	3.57E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-37X-1-W-114	318-U1361A-37X-1-W-114	318-U1361A-37X-1-W-114	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3404385	0.3406862	0.3188754	0.0000533	-0.0002558	-0.0008262	1.02E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-37X-2-W-85	318-U1361A-37X-2-W-85	318-U1361A-37X-2-W-85	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.34286	0.3431905	0.3139495	0.0001118	-0.0004256	-0.0002224	1.07E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-37X-6-W-122	318-U1361A-37X-6-W-122	318-U1361A-37X-6-W-122	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3407622	0.3407678	0.31847	-0.0000844	-0.0013913	0.0017413	1.23E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-38X-1-W-54	318-U1361A-38X-1-W-54	318-U1361A-38X-1-W-54	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3412349	0.3411373	0.3176278	-0.0002224	-0.0012246	-0.0006132	1.21E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-38X-2-W-94	318-U1361A-38X-2-W-94	318-U1361A-38X-2-W-94	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3350286	0.3356268	0.3293446	0.000021	0.000422	0.0008524	3.53E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-38X-3-W-95	318-U1361A-38X-3-W-95	318-U1361A-38X-3-W-95	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3415226	0.3421492	0.3163282	-0.0002071	0.0003939	0.0018153	1.17E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-38X-4-W-88	318-U1361A-38X-4-W-88	318-U1361A-38X-4-W-88	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3360055	0.3419942	0.3220003	0.0004354	-0.0004986	0.00283	2.71E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-38X-5-W-97	318-U1361A-38X-5-W-97	318-U1361A-38X-5-W-97	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3391425	0.3376101	0.3232474	-0.0005077	-0.0009563	-0.0004434	2.07E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-38X-6-W-10	318-U1361A-38X-6-W-10	318-U1361A-38X-6-W-10	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3397294	0.339963	0.3203076	-0.0001762	-0.0005298	-0.0005171	1.18E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-39X-1-W-48	318-U1361A-39X-1-W-48	318-U1361A-39X-1-W-48	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3390017	0.3381977	0.3228006	-0.0018248	-0.0024112	-0.0005335	2.42E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-39X-2-W-13	318-U1361A-39X-2-W-13	318-U1361A-39X-2-W-13	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3393192	0.3382006	0.3224802	-0.0003161	0.0018063	0.0011322	1.45E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-39X-6-W-70	318-U1361A-39X-6-W-70	318-U1361A-39X-6-W-70	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3443597	0.3450399	0.3106003	-0.0005421	0.0017701	-0.0002799	1.01E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-40X-1-W-138	318-U1361A-40X-1-W-138	318-U1361A-40X-1-W-138	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3424728	0.3433384	0.3141888	0.0007101	-0.0000529	0.0020681	9.57E-05	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-40X-2-W-125	318-U1361A-40X-2-W-125	318-U1361A-40X-2-W-125	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3435739	0.3435913	0.3128348	-0.0001153	0.0000763	0.0003417	1.04E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-40X-3-W-104	318-U1361A-40X-3-W-104	318-U1361A-40X-3-W-104	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3396377	0.3397452	0.3206171	-0.0002901	-0.0002708	0.0027127	1.28E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-40X-5-W-59	318-U1361A-40X-5-W-59	318-U1361A-40X-5-W-59	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3396863	0.3400151	0.3202986	0.0001234	-0.0008288	0.0002282	2.43E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-40X-6-W-12	318-U1361A-40X-6-W-12	318-U1361A-40X-6-W-12	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3380558	0.3365564	0.3253877	-0.000916	0.0003222	0.0009096	1.49E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-41X-1-W-44	318-U1361A-41X-1-W-44	318-U1361A-41X-1-W-44	LP-X:AE-H:LP-AN-MS:SO-NO
192	0.3415153	0.3414809	0.3170037	-0.0002366	-0.0019938	-0.0007367	1.21E-04	-1	AMS	Normalized by trace		This study	U1361A	318-U1361A-41X-5-W-3	318-U1361A-41X-5-W-3	318-U1361A-41X-5-W-3	LP-X:AE-H:LP-AN-MS:SO-NO
