tab	er_ages
er_citation_names	er_site_name	er_location_name	age_description	magic_method_codes	age	age_unit	er_sample_name
This study:10.1029/2012PA002308	318-U1361A-006H_1A-0.3	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.31	Ma	318-U1361A-006H_1A-0.3
This study:10.1029/2012PA002308	318-U1361A-006H_1A-0.35	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.31	Ma	318-U1361A-006H_1A-0.35
This study:10.1029/2012PA002308	318-U1361A-006H_1A-0.4	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.31	Ma	318-U1361A-006H_1A-0.4
This study:10.1029/2012PA002308	318-U1361A-006H_1A-0.45	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.31	Ma	318-U1361A-006H_1A-0.45
This study:10.1029/2012PA002308	318-U1361A-006H_1A-0.5	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.32	Ma	318-U1361A-006H_1A-0.5
This study:10.1029/2012PA002308	318-U1361A-006H_1A-0.55	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.32	Ma	318-U1361A-006H_1A-0.55
This study:10.1029/2012PA002308	318-U1361A-006H_1A-0.6	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.32	Ma	318-U1361A-006H_1A-0.6
This study:10.1029/2012PA002308	318-U1361A-006H_1A-0.65	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.32	Ma	318-U1361A-006H_1A-0.65
This study:10.1029/2012PA002308	318-U1361A-006H_1A-0.7	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.32	Ma	318-U1361A-006H_1A-0.7
This study:10.1029/2012PA002308	318-U1361A-006H_1A-0.75	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.33	Ma	318-U1361A-006H_1A-0.75
This study:10.1029/2012PA002308	318-U1361A-006H_1A-0.8	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.33	Ma	318-U1361A-006H_1A-0.8
This study:10.1029/2012PA002308	318-U1361A-006H_1A-0.85	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.33	Ma	318-U1361A-006H_1A-0.85
This study:10.1029/2012PA002308	318-U1361A-006H_1A-0.9	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.33	Ma	318-U1361A-006H_1A-0.9
This study:10.1029/2012PA002308	318-U1361A-006H_1A-0.95	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.33	Ma	318-U1361A-006H_1A-0.95
This study:10.1029/2012PA002308	318-U1361A-006H_1A-1	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.34	Ma	318-U1361A-006H_1A-1
This study:10.1029/2012PA002308	318-U1361A-006H_1A-1.05	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.34	Ma	318-U1361A-006H_1A-1.05
This study:10.1029/2012PA002308	318-U1361A-006H_1A-1.1	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.34	Ma	318-U1361A-006H_1A-1.1
This study:10.1029/2012PA002308	318-U1361A-006H_1A-1.15	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.34	Ma	318-U1361A-006H_1A-1.15
This study:10.1029/2012PA002308	318-U1361A-006H_1A-1.2	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.34	Ma	318-U1361A-006H_1A-1.2
This study:10.1029/2012PA002308	318-U1361A-006H_1A-1.25	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.35	Ma	318-U1361A-006H_1A-1.25
This study:10.1029/2012PA002308	318-U1361A-006H_1A-1.3	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.35	Ma	318-U1361A-006H_1A-1.3
This study:10.1029/2012PA002308	318-U1361A-006H_1A-1.35	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.35	Ma	318-U1361A-006H_1A-1.35
This study:10.1029/2012PA002308	318-U1361A-006H_1A-1.4	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.35	Ma	318-U1361A-006H_1A-1.4
This study:10.1029/2012PA002308	318-U1361A-006H_2A-0.1	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.36	Ma	318-U1361A-006H_2A-0.1
This study:10.1029/2012PA002308	318-U1361A-006H_2A-0.15	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.36	Ma	318-U1361A-006H_2A-0.15
This study:10.1029/2012PA002308	318-U1361A-006H_2A-0.2	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.36	Ma	318-U1361A-006H_2A-0.2
This study:10.1029/2012PA002308	318-U1361A-006H_2A-0.25	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.37	Ma	318-U1361A-006H_2A-0.25
This study:10.1029/2012PA002308	318-U1361A-006H_2A-0.3	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.37	Ma	318-U1361A-006H_2A-0.3
This study:10.1029/2012PA002308	318-U1361A-006H_2A-0.35	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.37	Ma	318-U1361A-006H_2A-0.35
This study:10.1029/2012PA002308	318-U1361A-006H_2A-0.4	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.37	Ma	318-U1361A-006H_2A-0.4
This study:10.1029/2012PA002308	318-U1361A-006H_2A-0.45	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.37	Ma	318-U1361A-006H_2A-0.45
This study:10.1029/2012PA002308	318-U1361A-006H_2A-0.5	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.38	Ma	318-U1361A-006H_2A-0.5
This study:10.1029/2012PA002308	318-U1361A-006H_2A-0.55	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.38	Ma	318-U1361A-006H_2A-0.55
This study:10.1029/2012PA002308	318-U1361A-006H_2A-0.6	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.38	Ma	318-U1361A-006H_2A-0.6
This study:10.1029/2012PA002308	318-U1361A-006H_2A-0.65	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.38	Ma	318-U1361A-006H_2A-0.65
This study:10.1029/2012PA002308	318-U1361A-006H_2A-0.7	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.38	Ma	318-U1361A-006H_2A-0.7
This study:10.1029/2012PA002308	318-U1361A-006H_2A-0.75	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.38	Ma	318-U1361A-006H_2A-0.75
This study:10.1029/2012PA002308	318-U1361A-006H_2A-0.8	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.39	Ma	318-U1361A-006H_2A-0.8
This study:10.1029/2012PA002308	318-U1361A-006H_2A-0.85	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.39	Ma	318-U1361A-006H_2A-0.85
This study:10.1029/2012PA002308	318-U1361A-006H_2A-0.9	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.39	Ma	318-U1361A-006H_2A-0.9
This study:10.1029/2012PA002308	318-U1361A-006H_2A-0.95	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.39	Ma	318-U1361A-006H_2A-0.95
This study:10.1029/2012PA002308	318-U1361A-006H_2A-1	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.39	Ma	318-U1361A-006H_2A-1
This study:10.1029/2012PA002308	318-U1361A-006H_2A-1.05	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.40	Ma	318-U1361A-006H_2A-1.05
This study:10.1029/2012PA002308	318-U1361A-006H_2A-1.1	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.40	Ma	318-U1361A-006H_2A-1.1
This study:10.1029/2012PA002308	318-U1361A-006H_2A-1.15	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.40	Ma	318-U1361A-006H_2A-1.15
This study:10.1029/2012PA002308	318-U1361A-006H_2A-1.2	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.40	Ma	318-U1361A-006H_2A-1.2
This study:10.1029/2012PA002308	318-U1361A-006H_2A-1.25	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.40	Ma	318-U1361A-006H_2A-1.25
This study:10.1029/2012PA002308	318-U1361A-006H_2A-1.3	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.41	Ma	318-U1361A-006H_2A-1.3
This study:10.1029/2012PA002308	318-U1361A-006H_2A-1.35	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.41	Ma	318-U1361A-006H_2A-1.35
This study:10.1029/2012PA002308	318-U1361A-006H_2A-1.4	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.41	Ma	318-U1361A-006H_2A-1.4
This study:10.1029/2012PA002308	318-U1361A-006H_3A-0.1	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.42	Ma	318-U1361A-006H_3A-0.1
This study:10.1029/2012PA002308	318-U1361A-006H_3A-0.15	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.42	Ma	318-U1361A-006H_3A-0.15
This study:10.1029/2012PA002308	318-U1361A-006H_3A-0.2	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.42	Ma	318-U1361A-006H_3A-0.2
This study:10.1029/2012PA002308	318-U1361A-006H_3A-0.25	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.42	Ma	318-U1361A-006H_3A-0.25
This study:10.1029/2012PA002308	318-U1361A-006H_3A-0.3	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.43	Ma	318-U1361A-006H_3A-0.3
This study:10.1029/2012PA002308	318-U1361A-006H_3A-0.35	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.43	Ma	318-U1361A-006H_3A-0.35
This study:10.1029/2012PA002308	318-U1361A-006H_3A-0.4	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.43	Ma	318-U1361A-006H_3A-0.4
This study:10.1029/2012PA002308	318-U1361A-006H_3A-0.45	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.43	Ma	318-U1361A-006H_3A-0.45
This study:10.1029/2012PA002308	318-U1361A-006H_3A-0.5	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.43	Ma	318-U1361A-006H_3A-0.5
This study:10.1029/2012PA002308	318-U1361A-006H_3A-0.55	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.44	Ma	318-U1361A-006H_3A-0.55
This study:10.1029/2012PA002308	318-U1361A-006H_3A-0.6	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.44	Ma	318-U1361A-006H_3A-0.6
This study:10.1029/2012PA002308	318-U1361A-006H_3A-0.65	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.44	Ma	318-U1361A-006H_3A-0.65
This study:10.1029/2012PA002308	318-U1361A-006H_3A-0.7	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.44	Ma	318-U1361A-006H_3A-0.7
This study:10.1029/2012PA002308	318-U1361A-006H_3A-0.75	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.44	Ma	318-U1361A-006H_3A-0.75
This study:10.1029/2012PA002308	318-U1361A-006H_3A-0.8	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.45	Ma	318-U1361A-006H_3A-0.8
This study:10.1029/2012PA002308	318-U1361A-006H_3A-0.85	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.45	Ma	318-U1361A-006H_3A-0.85
This study:10.1029/2012PA002308	318-U1361A-006H_3A-0.9	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.45	Ma	318-U1361A-006H_3A-0.9
This study:10.1029/2012PA002308	318-U1361A-006H_3A-0.95	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.45	Ma	318-U1361A-006H_3A-0.95
This study:10.1029/2012PA002308	318-U1361A-006H_3A-1	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.45	Ma	318-U1361A-006H_3A-1
This study:10.1029/2012PA002308	318-U1361A-006H_3A-1.05	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.46	Ma	318-U1361A-006H_3A-1.05
This study:10.1029/2012PA002308	318-U1361A-006H_3A-1.1	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.46	Ma	318-U1361A-006H_3A-1.1
This study:10.1029/2012PA002308	318-U1361A-006H_3A-1.15	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.46	Ma	318-U1361A-006H_3A-1.15
This study:10.1029/2012PA002308	318-U1361A-006H_3A-1.2	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.46	Ma	318-U1361A-006H_3A-1.2
This study:10.1029/2012PA002308	318-U1361A-006H_3A-1.25	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.46	Ma	318-U1361A-006H_3A-1.25
This study:10.1029/2012PA002308	318-U1361A-006H_3A-1.3	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.47	Ma	318-U1361A-006H_3A-1.3
This study:10.1029/2012PA002308	318-U1361A-006H_3A-1.35	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.47	Ma	318-U1361A-006H_3A-1.35
This study:10.1029/2012PA002308	318-U1361A-006H_3A-1.4	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.47	Ma	318-U1361A-006H_3A-1.4
This study:10.1029/2012PA002308	318-U1361A-006H_4A-0.25	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.48	Ma	318-U1361A-006H_4A-0.25
This study:10.1029/2012PA002308	318-U1361A-006H_4A-0.3	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.49	Ma	318-U1361A-006H_4A-0.3
This study:10.1029/2012PA002308	318-U1361A-006H_4A-0.35	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.49	Ma	318-U1361A-006H_4A-0.35
This study:10.1029/2012PA002308	318-U1361A-006H_4A-0.4	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.49	Ma	318-U1361A-006H_4A-0.4
This study:10.1029/2012PA002308	318-U1361A-006H_4A-0.45	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.49	Ma	318-U1361A-006H_4A-0.45
This study:10.1029/2012PA002308	318-U1361A-006H_4A-0.5	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.49	Ma	318-U1361A-006H_4A-0.5
This study:10.1029/2012PA002308	318-U1361A-006H_4A-0.55	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.50	Ma	318-U1361A-006H_4A-0.55
This study:10.1029/2012PA002308	318-U1361A-006H_4A-0.6	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.50	Ma	318-U1361A-006H_4A-0.6
This study:10.1029/2012PA002308	318-U1361A-006H_4A-0.65	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.50	Ma	318-U1361A-006H_4A-0.65
This study:10.1029/2012PA002308	318-U1361A-006H_4A-0.7	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.50	Ma	318-U1361A-006H_4A-0.7
This study:10.1029/2012PA002308	318-U1361A-006H_4A-0.75	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.50	Ma	318-U1361A-006H_4A-0.75
This study:10.1029/2012PA002308	318-U1361A-006H_4A-0.8	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.51	Ma	318-U1361A-006H_4A-0.8
This study:10.1029/2012PA002308	318-U1361A-006H_4A-0.85	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.51	Ma	318-U1361A-006H_4A-0.85
This study:10.1029/2012PA002308	318-U1361A-006H_4A-0.9	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.51	Ma	318-U1361A-006H_4A-0.9
This study:10.1029/2012PA002308	318-U1361A-006H_4A-0.95	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.51	Ma	318-U1361A-006H_4A-0.95
This study:10.1029/2012PA002308	318-U1361A-006H_4A-1	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.51	Ma	318-U1361A-006H_4A-1
This study:10.1029/2012PA002308	318-U1361A-006H_4A-1.05	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.52	Ma	318-U1361A-006H_4A-1.05
This study:10.1029/2012PA002308	318-U1361A-006H_4A-1.1	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.52	Ma	318-U1361A-006H_4A-1.1
This study:10.1029/2012PA002308	318-U1361A-006H_4A-1.15	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.52	Ma	318-U1361A-006H_4A-1.15
This study:10.1029/2012PA002308	318-U1361A-006H_4A-1.2	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.52	Ma	318-U1361A-006H_4A-1.2
This study:10.1029/2012PA002308	318-U1361A-006H_4A-1.25	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.52	Ma	318-U1361A-006H_4A-1.25
This study:10.1029/2012PA002308	318-U1361A-006H_4A-1.3	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.53	Ma	318-U1361A-006H_4A-1.3
This study:10.1029/2012PA002308	318-U1361A-006H_4A-1.35	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.53	Ma	318-U1361A-006H_4A-1.35
This study:10.1029/2012PA002308	318-U1361A-006H_4A-1.4	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.53	Ma	318-U1361A-006H_4A-1.4
This study:10.1029/2012PA002308	318-U1361A-006H_5A-0.1	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.54	Ma	318-U1361A-006H_5A-0.1
This study:10.1029/2012PA002308	318-U1361A-006H_5A-0.15	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.54	Ma	318-U1361A-006H_5A-0.15
This study:10.1029/2012PA002308	318-U1361A-006H_5A-0.2	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.54	Ma	318-U1361A-006H_5A-0.2
This study:10.1029/2012PA002308	318-U1361A-006H_5A-0.25	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.54	Ma	318-U1361A-006H_5A-0.25
This study:10.1029/2012PA002308	318-U1361A-006H_5A-0.3	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.55	Ma	318-U1361A-006H_5A-0.3
This study:10.1029/2012PA002308	318-U1361A-006H_5A-0.35	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.55	Ma	318-U1361A-006H_5A-0.35
This study:10.1029/2012PA002308	318-U1361A-006H_5A-0.4	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.55	Ma	318-U1361A-006H_5A-0.4
This study:10.1029/2012PA002308	318-U1361A-006H_5A-0.45	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.55	Ma	318-U1361A-006H_5A-0.45
This study:10.1029/2012PA002308	318-U1361A-006H_5A-0.5	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.55	Ma	318-U1361A-006H_5A-0.5
This study:10.1029/2012PA002308	318-U1361A-006H_5A-0.55	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.56	Ma	318-U1361A-006H_5A-0.55
This study:10.1029/2012PA002308	318-U1361A-006H_5A-0.6	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.56	Ma	318-U1361A-006H_5A-0.6
This study:10.1029/2012PA002308	318-U1361A-006H_5A-0.65	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.56	Ma	318-U1361A-006H_5A-0.65
This study:10.1029/2012PA002308	318-U1361A-006H_5A-0.7	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.56	Ma	318-U1361A-006H_5A-0.7
This study:10.1029/2012PA002308	318-U1361A-006H_5A-0.75	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.56	Ma	318-U1361A-006H_5A-0.75
This study:10.1029/2012PA002308	318-U1361A-006H_5A-0.8	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.57	Ma	318-U1361A-006H_5A-0.8
This study:10.1029/2012PA002308	318-U1361A-006H_5A-0.85	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.57	Ma	318-U1361A-006H_5A-0.85
This study:10.1029/2012PA002308	318-U1361A-006H_5A-0.9	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.57	Ma	318-U1361A-006H_5A-0.9
This study:10.1029/2012PA002308	318-U1361A-006H_5A-0.95	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.57	Ma	318-U1361A-006H_5A-0.95
This study:10.1029/2012PA002308	318-U1361A-006H_5A-1	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.57	Ma	318-U1361A-006H_5A-1
This study:10.1029/2012PA002308	318-U1361A-006H_5A-1.05	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.58	Ma	318-U1361A-006H_5A-1.05
This study:10.1029/2012PA002308	318-U1361A-006H_5A-1.1	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.58	Ma	318-U1361A-006H_5A-1.1
This study:10.1029/2012PA002308	318-U1361A-006H_5A-1.25	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.58	Ma	318-U1361A-006H_5A-1.25
This study:10.1029/2012PA002308	318-U1361A-006H_5A-1.3	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.59	Ma	318-U1361A-006H_5A-1.3
This study:10.1029/2012PA002308	318-U1361A-006H_5A-1.35	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.59	Ma	318-U1361A-006H_5A-1.35
This study:10.1029/2012PA002308	318-U1361A-006H_5A-1.4	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.59	Ma	318-U1361A-006H_5A-1.4
This study:10.1029/2012PA002308	318-U1361A-006H_6A-0.1	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.60	Ma	318-U1361A-006H_6A-0.1
This study:10.1029/2012PA002308	318-U1361A-006H_6A-0.15	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.60	Ma	318-U1361A-006H_6A-0.15
This study:10.1029/2012PA002308	318-U1361A-006H_6A-0.2	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.60	Ma	318-U1361A-006H_6A-0.2
This study:10.1029/2012PA002308	318-U1361A-006H_6A-0.25	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.60	Ma	318-U1361A-006H_6A-0.25
This study:10.1029/2012PA002308	318-U1361A-006H_6A-0.3	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.61	Ma	318-U1361A-006H_6A-0.3
This study:10.1029/2012PA002308	318-U1361A-006H_6A-0.35	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.61	Ma	318-U1361A-006H_6A-0.35
This study:10.1029/2012PA002308	318-U1361A-006H_6A-0.4	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.61	Ma	318-U1361A-006H_6A-0.4
This study:10.1029/2012PA002308	318-U1361A-006H_6A-0.45	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.61	Ma	318-U1361A-006H_6A-0.45
This study:10.1029/2012PA002308	318-U1361A-006H_6A-0.5	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.61	Ma	318-U1361A-006H_6A-0.5
This study:10.1029/2012PA002308	318-U1361A-006H_6A-0.55	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.61	Ma	318-U1361A-006H_6A-0.55
This study:10.1029/2012PA002308	318-U1361A-006H_6A-0.6	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.62	Ma	318-U1361A-006H_6A-0.6
This study:10.1029/2012PA002308	318-U1361A-006H_6A-0.65	U1361A	interpolation between pmag and biostrat tie points	GM-INT:GM-POL:GM-FOSSIL	2.62	Ma	318-U1361A-006H_6A-0.65
