tab	samples
sample	site	specimens	dir_dec	dir_inc	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_tilt_correction	lat	lon	geologic_classes	geologic_types	lithologies	criteria	description	azimuth	dip	citations	method_codes	location	sample_direction_type	age	sample_inferred_age_sigma	sample_inferred_age_unit
sv22j	sv22								35.588	248.483	Igneous	Lava Flow	Basalt			191.8	-51	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv22k	sv22								35.588	248.483	Igneous	Lava Flow	Basalt			186.3	-37	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv23a	sv23								35.482	248.641	Igneous	Lava Flow	Basalt			310.3	-35	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv23a	sv23	sv23a1	20.6	28.7	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	1.07	0.15	Ma
sv23b	sv23								35.482	248.641	Igneous	Lava Flow	Basalt			283.9	-37	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv23b	sv23	sv23b1	17	29.3	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	1.07	0.15	Ma
sv23c	sv23								35.482	248.641	Igneous	Lava Flow	Basalt			8.4	-52	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv23d	sv23								35.482	248.641	Igneous	Lava Flow	Basalt			295.9	-39	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv23e	sv23								35.482	248.641	Igneous	Lava Flow	Basalt			261.4	-50.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv23f	sv23								35.482	248.641	Igneous	Lava Flow	Basalt			120.4	-82	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv23f	sv23	sv23f1	18.2	26.7	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	1.07	0.15	Ma
sv23g	sv23	sv23g1	25.1	29	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	1.07	0.15	Ma
sv23g	sv23								35.482	248.641	Igneous	Lava Flow	Basalt			122.2	-54	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv23h	sv23								35.482	248.641	Igneous	Lava Flow	Basalt			136.7	-74.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv23i	sv23								35.482	248.641	Igneous	Lava Flow	Basalt			172.6	-33	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv23j	sv23								35.482	248.641	Igneous	Lava Flow	Basalt			134.1	-56	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv24a	sv24								35.4673	248.6415	Igneous	Lava Flow	Basalt			50.8	-92	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv24b	sv24	sv24b1	343	63.4	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv24b	sv24								35.4673	248.6415	Igneous	Lava Flow	Basalt			51.7	-85	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv24c	sv24	sv24c1	356.8	58.6	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv24c	sv24								35.4673	248.6415	Igneous	Lava Flow	Basalt			69.7	-86	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv24d	sv24	sv24d1	353.7	64.1	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv24d	sv24								35.4673	248.6415	Igneous	Lava Flow	Basalt			121	-59	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv24e	sv24								35.4673	248.6415	Igneous	Lava Flow	Basalt			119.2	-55.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv24f	sv24								35.4673	248.6415	Igneous	Lava Flow	Basalt			118.9	-54	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv24g	sv24	sv24g1	317.5	63.2	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv24g	sv24								35.4673	248.6415	Igneous	Lava Flow	Basalt			347.8	-74.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv24h	sv24	sv24h1	348.8	63.6	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv24h	sv24								35.4673	248.6415	Igneous	Lava Flow	Basalt			38	-88.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv24i	sv24								35.4673	248.6415	Igneous	Lava Flow	Basalt			16.4	-99.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv24i	sv24	sv24i1	335.1	62.7	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv24j	sv24								35.4673	248.6415	Igneous	Lava Flow	Basalt			47.7	-64	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv24j	sv24	sv24j1	315.9	64.1	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv24k	sv24								35.4673	248.6415	Igneous	Lava Flow	Basalt			54.4	-60.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv25a	sv25								35.6243	248.2548	Igneous	Lava Flow	Basalt			350.5	-48	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv25b	sv25								35.6243	248.2548	Igneous	Lava Flow	Basalt			292.5	-40	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv25c	sv25								35.6243	248.2548	Igneous	Lava Flow	Basalt			255.5	-66	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv25d	sv25								35.6243	248.2548	Igneous	Lava Flow	Basalt			292.5	-39	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv25e	sv25								35.6243	248.2548	Igneous	Lava Flow	Basalt			298.8	-22	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv25f	sv25								35.6243	248.2548	Igneous	Lava Flow	Basalt			334.4	-41	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv25g	sv25								35.6243	248.2548	Igneous	Lava Flow	Basalt			330	-41	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv25h	sv25								35.6243	248.2548	Igneous	Lava Flow	Basalt			334.8	-48	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv25i	sv25								35.6243	248.2548	Igneous	Lava Flow	Basalt			300.5	-59	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv25j	sv25								35.6243	248.2548	Igneous	Lava Flow	Basalt			345.5	-36	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv25j	sv25	sv25j1	274.6	36.6	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	1.04	0.04	Ma
sv26a	sv26								35.5887	248.3583	Igneous	Lava Flow	Basalt			346.3	-67	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv26b	sv26								35.5887	248.3583	Igneous	Lava Flow	Basalt			338.7	-80	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv26c	sv26								35.5887	248.3583	Igneous	Lava Flow	Basalt			322.7	-80	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv26d	sv26								35.5887	248.3583	Igneous	Lava Flow	Basalt			253.2	-63	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv26d	sv26	sv26d1	174.6	25.8	1	0	1	0							sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFP : DA-DIR-GEO	San Francisco Volcanics	p	2.5	2.5	Ma
sv26e	sv26								35.5887	248.3583	Igneous	Lava Flow	Basalt			294.9	-68.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv26f	sv26								35.5887	248.3583	Igneous	Lava Flow	Basalt			299.7	-65	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv26g	sv26								35.5887	248.3583	Igneous	Lava Flow	Basalt			270.1	-69	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv26g	sv26	sv26g1	167.9	-62.8	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv26h	sv26	sv26h2	150.7	-71.5	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv26h	sv26								35.5887	248.3583	Igneous	Lava Flow	Basalt			249.3	-63	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv26i	sv26	sv26i1	137.9	-66.4	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv26i	sv26								35.5887	248.3583	Igneous	Lava Flow	Basalt			223.2	-74	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv26j	sv26								35.5887	248.3583	Igneous	Lava Flow	Basalt			224.3	-62	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv26k	sv26								35.5887	248.3583	Igneous	Lava Flow	Basalt			210.5	-80.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv26k	sv26	sv26k1	131.3	14.7	1	0	1	0							sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFP : DA-DIR-GEO	San Francisco Volcanics	p	2.5	2.5	Ma
sv26l	sv26								35.5887	248.3583	Igneous	Lava Flow	Basalt			209.4	-82	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv26l	sv26	sv26l1	173.8	-75.3	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv27a	sv27								35.5883	248.3669	Igneous	Lava Flow	Basalt			302.2	-70	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv27a	sv27	sv27a1	359.1	56.2	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	0.071		Ma
sv27b	sv27								35.5883	248.3669	Igneous	Lava Flow	Basalt			273.4	-71	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv27c	sv27								35.5883	248.3669	Igneous	Lava Flow	Basalt			52.5	-19.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv27c	sv27	sv27c1	343.4	56.7	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	0.071		Ma
sv27d	sv27	sv27d1	354.4	50.5	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	0.071		Ma
sv27d	sv27								35.5883	248.3669	Igneous	Lava Flow	Basalt			27.7	-28.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv27e	sv27								35.5883	248.3669	Igneous	Lava Flow	Basalt			35.8	-38	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv27f	sv27								35.5883	248.3669	Igneous	Lava Flow	Basalt			10.5	-42.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv27g	sv27								35.5883	248.3669	Igneous	Lava Flow	Basalt			32.2	-49.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv27h	sv27								35.5883	248.3669	Igneous	Lava Flow	Basalt			89.9	-72	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv27i	sv27								35.5883	248.3669	Igneous	Lava Flow	Basalt			78.6	-68.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv27j	sv27	sv27j1	1.2	58.1	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	0.071		Ma
sv27j	sv27								35.5883	248.3669	Igneous	Lava Flow	Basalt			38.7	-47	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv27k	sv27								35.5883	248.3669	Igneous	Lava Flow	Basalt			47.4	-70	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv27l	sv27								35.5883	248.3669	Igneous	Lava Flow	Basalt			151.6	-79	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv27l	sv27	sv27l1	41.8	-22.6	1	0	1	0							sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFP : DA-DIR-GEO	San Francisco Volcanics	p	0.071		Ma
sv27m	sv27								35.5883	248.3669	Igneous	Lava Flow	Basalt			159.7	-85.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv27n	sv27								35.5883	248.3669	Igneous	Lava Flow	Basalt			90.2	-81	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv27o	sv27								35.5883	248.3669	Igneous	Lava Flow	Basalt			82.2	-35	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv27p	sv27								35.5883	248.3669	Igneous	Lava Flow	Basalt			72.1	-69	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv28a	sv28								35.5838	248.3925	Igneous	Lava Flow	Basalt			90.8	-32.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv28b	sv28								35.5838	248.3925	Igneous	Lava Flow	Basalt			26.8	-51	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv28c	sv28								35.5838	248.3925	Igneous	Lava Flow	Basalt			281.8	-45.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv28d	sv28								35.5838	248.3925	Igneous	Lava Flow	Basalt			291.6	-70	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv28e	sv28								35.5838	248.3925	Igneous	Lava Flow	Basalt			231.3	-62	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv28f	sv28								35.5838	248.3925	Igneous	Lava Flow	Basalt			318.6	-62.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv28g	sv28								35.5838	248.3925	Igneous	Lava Flow	Basalt			171	-60	This study	SO-MAG : FS-FD : SO-POM : SO-CMD-NORTH	San Francisco Volcanics				
sv28h	sv28	sv28h1	29.7	11.7	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : LP-DIR-T : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv28h	sv28								35.5838	248.3925	Igneous	Lava Flow	Basalt			17.1	-75	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv28i	sv28								35.5838	248.3925	Igneous	Lava Flow	Basalt			11	-74	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv28j	sv28								35.5838	248.3925	Igneous	Lava Flow	Basalt			251	-66.5	This study	SO-MAG : FS-FD : SO-POM : SO-CMD-NORTH	San Francisco Volcanics				
sv28k	sv28								35.5838	248.3925	Igneous	Lava Flow	Basalt			40.2	-80	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv28l	sv28								35.5838	248.3925	Igneous	Lava Flow	Basalt			70	-96	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv29a	sv29								35.5526	248.464	Igneous	Lava Flow	Basalt			81.3	-86	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv29b	sv29								35.5526	248.464	Igneous	Lava Flow	Basalt			119.1	-80	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv29c	sv29								35.5526	248.464	Igneous	Lava Flow	Basalt			114	-53	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv29d	sv29								35.5526	248.464	Igneous	Lava Flow	Basalt			227.6	-64	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv29e	sv29								35.5526	248.464	Igneous	Lava Flow	Basalt			67.2	-37	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv29f	sv29								35.5526	248.464	Igneous	Lava Flow	Basalt			63.4	-37	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv29g	sv29								35.5526	248.464	Igneous	Lava Flow	Basalt			180.6	-34	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv29h	sv29								35.5526	248.464	Igneous	Lava Flow	Basalt			250.6	-68	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv29i	sv29								35.5526	248.464	Igneous	Lava Flow	Basalt			219.4	-66	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv29j	sv29								35.5526	248.464	Igneous	Lava Flow	Basalt			220.2	-49	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv29k	sv29								35.5526	248.464	Igneous	Lava Flow	Basalt			197.2	-79	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv29l	sv29								35.5526	248.464	Igneous	Lava Flow	Basalt			202.2	-77	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv30a	sv30								35.5182	248.4563	Igneous	Lava Flow	Basalt			335.9	-70	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv30b	sv30								35.5182	248.4563	Igneous	Lava Flow	Basalt			339.1	-72	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv30c	sv30								35.5182	248.4563	Igneous	Lava Flow	Basalt			348.4	-67	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv30d	sv30								35.5182	248.4563	Igneous	Lava Flow	Basalt			341.7	-78	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv30e	sv30								35.5182	248.4563	Igneous	Lava Flow	Basalt			326.8	-61	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv30f	sv30								35.5182	248.4563	Igneous	Lava Flow	Basalt			37.4	-60	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv30g	sv30								35.5182	248.4563	Igneous	Lava Flow	Basalt			33.4	-56	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv30h	sv30								35.5182	248.4563	Igneous	Lava Flow	Basalt			326.2	-73	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv30h	sv30	sv30h1	180.5	-40.6	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv30i	sv30								35.5182	248.4563	Igneous	Lava Flow	Basalt			344	-91	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv30i	sv30	sv30i2	0.5	-53.9	1	0	1	0							sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFP : DA-DIR-GEO	San Francisco Volcanics	p	2.5	2.5	Ma
sv30j	sv30								35.5182	248.4563	Igneous	Lava Flow	Basalt			332.1	-51	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv31a	sv31	sv31a1	5.5	45.3	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv31a	sv31								35.3404	248.4426	Igneous	Lava Flow	Basalt			179.5	-75	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv31b	sv31								35.3404	248.4426	Igneous	Lava Flow	Basalt			225.1	-61.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv31b	sv31	sv31b1	11.9	45.1	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv31c	sv31	sv31c1	12.4	43.1	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv31c	sv31								35.3404	248.4426	Igneous	Lava Flow	Basalt			225.8	-65	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv31d	sv31								35.3404	248.4426	Igneous	Lava Flow	Basalt			221.8	-68	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv31e	sv31								35.3404	248.4426	Igneous	Lava Flow	Basalt			244	-42.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv31e	sv31	sv31e2	17.4	48.2	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv31f	sv31								35.3404	248.4426	Igneous	Lava Flow	Basalt			244	-46.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv31g	sv31								35.3404	248.4426	Igneous	Lava Flow	Basalt			239.2	-68	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv31h	sv31								35.3404	248.4426	Igneous	Lava Flow	Basalt			219	-53.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv31i	sv31								35.3404	248.4426	Igneous	Lava Flow	Basalt			226.8	-62	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv31j	sv31								35.3404	248.4426	Igneous	Lava Flow	Basalt			225	-45.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv31k	sv31	sv31k1	16.6	49.1	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv31k	sv31								35.3404	248.4426	Igneous	Lava Flow	Basalt			280.2	-47.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv31l	sv31								35.3404	248.4426	Igneous	Lava Flow	Basalt			261.1	-42.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv32a	sv32	sv32a1	348.3	60.8	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	1080		Years AD (+/-)
sv32a	sv32								35.3708	248.4607	Igneous	Lava Flow	Basalt			97.6	-53	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv32b	sv32								35.3708	248.4607	Igneous	Lava Flow	Basalt			96	-62.5	This study	SO-MAG : FS-FD : SO-POM : SO-CMD-NORTH	San Francisco Volcanics				
sv32b	sv32	sv32b1	336.3	62.5	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	1080		Years AD (+/-)
sv32c	sv32	sv32c1	339.6	56.4	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	1080		Years AD (+/-)
sv32c	sv32								35.3708	248.4607	Igneous	Lava Flow	Basalt			55.5	-75	This study	SO-MAG : FS-FD : SO-POM : SO-CMD-NORTH	San Francisco Volcanics				
sv32d	sv32								35.3708	248.4607	Igneous	Lava Flow	Basalt			145	-21.5	This study	SO-MAG : FS-FD : SO-POM : SO-CMD-NORTH	San Francisco Volcanics				
sv32d	sv32	sv32d1	346.4	57.1	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	1080		Years AD (+/-)
sv32e	sv32	sv32e1	343.7	64.1	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-CMD-NORTH : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	1080		Years AD (+/-)
sv32e	sv32								35.3708	248.4607	Igneous	Lava Flow	Basalt			88	-73	This study	SO-MAG : FS-FD : SO-POM : SO-CMD-NORTH	San Francisco Volcanics				
sv32f	sv32								35.3708	248.4607	Igneous	Lava Flow	Basalt			78	-70	This study	SO-MAG : FS-FD : SO-POM : SO-CMD-NORTH	San Francisco Volcanics				
sv32g	sv32								35.3708	248.4607	Igneous	Lava Flow	Basalt			86.2	-73	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv32h	sv32								35.3708	248.4607	Igneous	Lava Flow	Basalt			15.4	-62	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv32i	sv32								35.3708	248.4607	Igneous	Lava Flow	Basalt			11.2	-72	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv32j	sv32								35.3708	248.4607	Igneous	Lava Flow	Basalt			38	-36	This study	SO-MAG : FS-FD : SO-POM : SO-CMD-NORTH	San Francisco Volcanics				
sv50a	sv50								35.3508	247.5926	Igneous	Lava Flow	Basalt			64.2	-89.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv50a	sv50	sv50a1	309.2	6.6	1	1	0	0						DE-SPEC	sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFL : DA-DIR-GEO	San Francisco Volcanics	l	2.5	2.5	Ma
sv50b	sv50								35.3508	247.5926	Igneous	Lava Flow	Basalt			67.6	-84	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv50c	sv50								35.3508	247.5926	Igneous	Lava Flow	Basalt			199	-60.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv50d	sv50	sv50d3	224.7	33.3	1	0	1	0							sample direction.			This study	LP-DIR-AF : SO-SUN : DE-BFP : DA-DIR-GEO	San Francisco Volcanics	p	2.5	2.5	Ma
sv50d	sv50								35.3508	247.5926	Igneous	Lava Flow	Basalt			155.1	-77.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv50e	sv50								35.3508	247.5926	Igneous	Lava Flow	Basalt			121.7	-69.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv50f	sv50								35.3508	247.5926	Igneous	Lava Flow	Basalt			111.5	-81	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv50g	sv50								35.3508	247.5926	Igneous	Lava Flow	Basalt			104.2	-69.5	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
sv50h	sv50								35.3508	247.5926	Igneous	Lava Flow	Basalt			81.3	-74	This study	SO-SUN : FS-FD : SO-POM	San Francisco Volcanics				
