tab 	magic_measurements
er_citation_names	er_sample_name	er_scientist_mail_names	er_site_name	er_specimen_name	magic_experiment_name	magic_instrument_codes	magic_method_codes	measurement_flag	measurement_lab_field_dc	measurement_magn_moment	measurement_number	measurement_standard	measurement_temp	treatment_dc_field	treatment_temp
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-2.181e-01	-7.000e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-2.261e-01	-7.125e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-2.341e-01	-7.245e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-2.421e-01	-7.361e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-2.500e-01	-7.473e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-2.581e-01	-7.581e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-2.661e-01	-7.688e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-2.741e-01	-7.789e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-2.821e-01	-7.888e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-2.901e-01	-7.985e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-2.981e-01	-8.079e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-3.060e-01	-8.171e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-3.140e-01	-8.261e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-3.220e-01	-8.349e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-3.300e-01	-8.437e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-3.380e-01	-8.521e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-3.460e-01	-8.605e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-3.540e-01	-8.686e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-3.620e-01	-8.767e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-3.700e-01	-8.846e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-3.780e-01	-8.924e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-3.860e-01	-9.002e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-3.940e-01	-9.078e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-4.020e-01	-9.152e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-4.100e-01	-9.226e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-4.180e-01	-9.298e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-4.261e-01	-9.371e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-4.341e-01	-9.441e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-4.420e-01	-9.511e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-4.501e-01	-9.582e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-4.580e-01	-9.651e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-4.660e-01	-9.720e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-4.740e-01	-9.787e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-4.820e-01	-9.853e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-4.900e-01	-9.920e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-4.980e-01	-9.985e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-5.060e-01	-1.005e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-5.140e-01	-1.012e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-5.220e-01	-1.018e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-5.300e-01	-1.024e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-5.380e-01	-1.031e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-5.460e-01	-1.037e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-5.540e-01	-1.043e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-5.620e-01	-1.050e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-5.700e-01	-1.056e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-5.780e-01	-1.062e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-5.860e-01	-1.068e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-5.939e-01	-1.074e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-6.019e-01	-1.080e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-6.099e-01	-1.086e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-6.179e-01	-1.092e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-6.260e-01	-1.098e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-6.340e-01	-1.104e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-6.419e-01	-1.110e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-6.499e-01	-1.116e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-6.579e-01	-1.122e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-6.659e-01	-1.128e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-6.739e-01	-1.134e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-6.819e-01	-1.140e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-6.899e-01	-1.145e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-6.979e-01	-1.151e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-7.059e-01	-1.157e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-7.138e-01	-1.163e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-7.218e-01	-1.168e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-7.298e-01	-1.174e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-7.379e-01	-1.180e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-7.458e-01	-1.185e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-7.539e-01	-1.191e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-7.619e-01	-1.197e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-7.698e-01	-1.202e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-7.778e-01	-1.208e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-7.858e-01	-1.214e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-7.938e-01	-1.219e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-7.997e-01	-1.224e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-7.997e-01	-1.224e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-7.970e-01	-1.222e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-7.892e-01	-1.217e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-7.812e-01	-1.211e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-7.732e-01	-1.206e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-7.653e-01	-1.200e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-7.574e-01	-1.195e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-7.494e-01	-1.189e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-7.414e-01	-1.183e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-7.334e-01	-1.178e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-7.255e-01	-1.172e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-7.175e-01	-1.167e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-7.095e-01	-1.161e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-7.015e-01	-1.155e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-6.935e-01	-1.150e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-6.855e-01	-1.144e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-6.776e-01	-1.138e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-6.696e-01	-1.132e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-6.616e-01	-1.127e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-6.537e-01	-1.121e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-6.456e-01	-1.115e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-6.377e-01	-1.109e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-6.297e-01	-1.103e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-6.217e-01	-1.097e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-6.137e-01	-1.091e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-6.057e-01	-1.085e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-5.977e-01	-1.079e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-5.897e-01	-1.073e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-5.817e-01	-1.067e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-5.737e-01	-1.061e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-5.657e-01	-1.055e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-5.577e-01	-1.049e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-5.497e-01	-1.043e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-5.417e-01	-1.036e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-5.338e-01	-1.030e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-5.258e-01	-1.024e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-5.178e-01	-1.017e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-5.098e-01	-1.011e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-5.018e-01	-1.004e-05	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-4.938e-01	-9.981e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-4.858e-01	-9.915e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-4.778e-01	-9.849e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-4.698e-01	-9.783e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-4.618e-01	-9.717e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-4.538e-01	-9.649e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-4.458e-01	-9.581e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-4.378e-01	-9.512e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-4.298e-01	-9.442e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-4.218e-01	-9.372e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-4.138e-01	-9.302e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-4.057e-01	-9.230e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-3.978e-01	-9.157e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-3.898e-01	-9.085e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-3.818e-01	-9.011e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-3.738e-01	-8.936e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-3.658e-01	-8.859e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-3.578e-01	-8.782e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-3.498e-01	-8.703e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-3.418e-01	-8.624e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-3.338e-01	-8.544e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-3.258e-01	-8.462e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-3.178e-01	-8.379e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-3.098e-01	-8.295e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-3.018e-01	-8.209e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-2.938e-01	-8.122e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-2.858e-01	-8.032e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-2.778e-01	-7.942e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-2.698e-01	-7.850e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-2.619e-01	-7.755e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-2.538e-01	-7.658e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-2.458e-01	-7.560e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-2.378e-01	-7.458e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-2.298e-01	-7.355e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-2.218e-01	-7.247e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-2.139e-01	-7.139e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-2.058e-01	-7.027e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-1.978e-01	-6.912e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-1.898e-01	-6.792e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-1.819e-01	-6.670e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-1.739e-01	-6.543e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-1.658e-01	-6.412e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-1.579e-01	-6.276e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-1.498e-01	-6.136e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-1.418e-01	-5.990e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-1.338e-01	-5.837e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-1.258e-01	-5.679e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-1.178e-01	-5.513e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-1.098e-01	-5.340e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-1.018e-01	-5.159e-06	1	u	273		273
This study	IS06a	Erez ben Yosef	IS06	IS06a-6	IS06a-6:LP-HYS	SIO-Maud	LP-HYS	g	-9.385e-02	-4.968e-06	1	u	273		273
