tab	measurements
citations	description	dir_dec	dir_inc	experiment	instrument_codes	magn_mass	magn_moment	meas_temp	measurement	method_codes	quality	sequence	software_packages	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp
na	TRM2	348.31	-0.81	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	6.467e-08	6.467000000000002e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT117	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	118	pmagpy-4.2.96	mc120c-SA4	u	0.07	0.0			117	273.0
na	TRM2	346.93	-1.17	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	5.902e-08	5.902e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT118	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	119	pmagpy-4.2.96	mc120c-SA4	u	0.08	0.0			118	273.0
na	TRM2	346.71	-0.74	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	5.484e-08	5.484000000000002e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT119	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	120	pmagpy-4.2.96	mc120c-SA4	u	0.09	0.0			119	273.0
na	TRM2	347.25	-0.58	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	5.122e-08	5.122e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT120	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	121	pmagpy-4.2.96	mc120c-SA4	u	0.1	0.0			120	273.0
na	TRM2	346.91	-0.01	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	4.485e-08	4.485000000000001e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT121	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	122	pmagpy-4.2.96	mc120c-SA4	u	0.12	0.0			121	273.0
na	TRM2	347.31	-1.37	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	4.198e-08	4.1980000000000004e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT122	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	123	pmagpy-4.2.96	mc120c-SA4	u	0.14	0.0			122	273.0
na	TRM2	347.41	-1.01	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	3.945e-08	3.9450000000000004e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT123	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	124	pmagpy-4.2.96	mc120c-SA4	u	0.16	0.0			123	273.0
na	TRM2	348.1	-0.51	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	3.758e-08	3.7580000000000013e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT124	LT-AF-Z:LP-TRM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	125	pmagpy-4.2.96	mc120c-SA4	u	0.18	0.0			124	273.0
na	ARM20	1.24	-10.04	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	1.444e-07	1.4440000000000001e-12	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT125	LT-AF-I:LT-TRM-PAR:LP-ARM-AFD:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	126	pmagpy-4.2.96	mc120c-SA4	u	0.0	5e-05	1.24	-10.04	125	273.0
na	ARM2	2.07	-10.42	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	1.401e-07	1.401e-12	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT126	LT-AF-I:LT-TRM-PAR:LT-LT-Z:LP-ARM-AFD:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	127	pmagpy-4.2.96	mc120c-SA4	u	0.0	5e-05	1.24	-10.04	126	77.0
na	ARM2	358.88	-10.49	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	1.394e-07	1.3940000000000001e-12	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT127	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	128	pmagpy-4.2.96	mc120c-SA4	u	0.002	0.0			127	273.0
na	ARM2	3.15	-10.38	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	1.364e-07	1.3640000000000002e-12	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT128	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	129	pmagpy-4.2.96	mc120c-SA4	u	0.005	0.0			128	273.0
na	ARM2	358.77	-10.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	1.297e-07	1.2970000000000002e-12	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT129	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	130	pmagpy-4.2.96	mc120c-SA4	u	0.008	0.0			129	273.0
na	ARM2	359.98	-10.17	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	1.246e-07	1.246e-12	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT130	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	131	pmagpy-4.2.96	mc120c-SA4	u	0.01	0.0			130	273.0
na	ARM2	357.9	-10.1	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	1.198e-07	1.1980000000000001e-12	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT131	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	132	pmagpy-4.2.96	mc120c-SA4	u	0.012	0.0			131	273.0
na	ARM2	357.29	-9.96	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	1.113e-07	1.113e-12	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT132	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	133	pmagpy-4.2.96	mc120c-SA4	u	0.015	0.0			132	273.0
na	ARM2	359.82	-9.56	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	1.021e-07	1.021e-12	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT133	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	134	pmagpy-4.2.96	mc120c-SA4	u	0.018	0.0			133	273.0
na	ARM2	0.14	-9.73	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	9.574e-08	9.574e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT134	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	135	pmagpy-4.2.96	mc120c-SA4	u	0.02	0.0			134	273.0
na	ARM2	1.21	-8.45	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	8.325e-08	8.325e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT135	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	136	pmagpy-4.2.96	mc120c-SA4	u	0.025	0.0			135	273.0
na	ARM2	357.06	-7.2	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	7.286e-08	7.286000000000001e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT136	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	137	pmagpy-4.2.96	mc120c-SA4	u	0.03	0.0			136	273.0
na	ARM2	353.3	-7.53	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	6.347e-08	6.347e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT137	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	138	pmagpy-4.2.96	mc120c-SA4	u	0.035	0.0			137	273.0
na	ARM2	355.85	-6.16	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	5.695e-08	5.695e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT138	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	139	pmagpy-4.2.96	mc120c-SA4	u	0.04	0.0			138	273.0
na	ARM2	353.33	-5.33	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	5.339e-08	5.339e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT139	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	140	pmagpy-4.2.96	mc120c-SA4	u	0.045	0.0			139	273.0
na	ARM2	350.94	-4.58	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	5.026e-08	5.026000000000001e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT140	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	141	pmagpy-4.2.96	mc120c-SA4	u	0.05	0.0			140	273.0
na	ARM2	351.1	-4.08	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	4.62e-08	4.620000000000002e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT141	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	142	pmagpy-4.2.96	mc120c-SA4	u	0.06	0.0			141	273.0
na	ARM2	349.45	-3.43	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	4.385e-08	4.385000000000001e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT142	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	143	pmagpy-4.2.96	mc120c-SA4	u	0.07	0.0			142	273.0
na	ARM2	346.72	-4.28	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	4.207e-08	4.207e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT143	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	144	pmagpy-4.2.96	mc120c-SA4	u	0.08	0.0			143	273.0
na	ARM2	347.51	-2.09	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	4.101e-08	4.1010000000000004e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT144	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	145	pmagpy-4.2.96	mc120c-SA4	u	0.09	0.0			144	273.0
na	ARM2	347.75	-1.22	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	3.936e-08	3.936000000000001e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT145	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	146	pmagpy-4.2.96	mc120c-SA4	u	0.1	0.0			145	273.0
na	ARM2	347.06	-1.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	3.793e-08	3.793000000000001e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT146	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	147	pmagpy-4.2.96	mc120c-SA4	u	0.12	0.0			146	273.0
na	ARM2	349.38	-2.95	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	3.758e-08	3.7580000000000013e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT147	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	148	pmagpy-4.2.96	mc120c-SA4	u	0.14	0.0			147	273.0
na	ARM2	345.72	-1.38	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	3.741e-08	3.7410000000000004e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT148	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	149	pmagpy-4.2.96	mc120c-SA4	u	0.16	0.0			148	273.0
na	ARM2	344.76	-1.54	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	KCC-DSPIN	3.668e-08	3.668000000000001e-13	273.0	mc120c-SA4:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT149	LT-AF-Z:LP-ARM-AFD:LT-AF-Z-TUMB:LP-PI-TRM:LP-PI-ALT-AFARM:LP-LT	g	150	pmagpy-4.2.96	mc120c-SA4	u	0.18	0.0			149	273.0
