tab 	measurements
measurement	experiment	specimen	sequence	standard	quality	method_codes	treat_step_num	meas_field_dc	magn_moment	timestamp
LP-FORC-conventional_example-62-83	LP-FORC-conventional_example	conventional_example	3524	u	g	LP-FORC	3524	0.1779107	7.02015e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-62-84	LP-FORC-conventional_example	conventional_example	3525	u	g	LP-FORC	3525	0.180735	7.051154e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-62-85	LP-FORC-conventional_example	conventional_example	3526	u	g	LP-FORC	3526	0.1835573	7.095213e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-0	LP-FORC-conventional_example	conventional_example	3527	u	g	LP-FORC	3527	0.2370418	7.788302e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-1	LP-FORC-conventional_example	conventional_example	3528	u	g	LP-FORC	3528	-0.05698662	-3.932935e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-2	LP-FORC-conventional_example	conventional_example	3529	u	g	LP-FORC	3529	-0.05413812	-3.821292e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-3	LP-FORC-conventional_example	conventional_example	3530	u	g	LP-FORC	3530	-0.05126516	-3.709127e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-4	LP-FORC-conventional_example	conventional_example	3531	u	g	LP-FORC	3531	-0.04840451	-3.592319e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-5	LP-FORC-conventional_example	conventional_example	3532	u	g	LP-FORC	3532	-0.0455452	-3.479735e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-6	LP-FORC-conventional_example	conventional_example	3533	u	g	LP-FORC	3533	-0.04267827	-3.343465e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-7	LP-FORC-conventional_example	conventional_example	3534	u	g	LP-FORC	3534	-0.03984059	-3.215436e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-8	LP-FORC-conventional_example	conventional_example	3535	u	g	LP-FORC	3535	-0.03700439	-3.089939e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-9	LP-FORC-conventional_example	conventional_example	3536	u	g	LP-FORC	3536	-0.03416826	-2.940584e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-10	LP-FORC-conventional_example	conventional_example	3537	u	g	LP-FORC	3537	-0.03133996	-2.797778e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-11	LP-FORC-conventional_example	conventional_example	3538	u	g	LP-FORC	3538	-0.02849446	-2.646239e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-12	LP-FORC-conventional_example	conventional_example	3539	u	g	LP-FORC	3539	-0.02566608	-2.480938e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-13	LP-FORC-conventional_example	conventional_example	3540	u	g	LP-FORC	3540	-0.02283572	-2.311488e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-14	LP-FORC-conventional_example	conventional_example	3541	u	g	LP-FORC	3541	-0.02000212	-2.126434e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-15	LP-FORC-conventional_example	conventional_example	3542	u	g	LP-FORC	3542	-0.01717906	-1.92927e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-16	LP-FORC-conventional_example	conventional_example	3543	u	g	LP-FORC	3543	-0.01433436	-1.719353e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-17	LP-FORC-conventional_example	conventional_example	3544	u	g	LP-FORC	3544	-0.01149581	-1.504814e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-18	LP-FORC-conventional_example	conventional_example	3545	u	g	LP-FORC	3545	-0.008673611	-1.258946e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-19	LP-FORC-conventional_example	conventional_example	3546	u	g	LP-FORC	3546	-0.005845131	-9.969908e-08	2016-04-13T13:20:00
LP-FORC-conventional_example-63-20	LP-FORC-conventional_example	conventional_example	3547	u	g	LP-FORC	3547	-0.003024151	-7.164765e-08	2016-04-13T13:20:00
LP-FORC-conventional_example-63-21	LP-FORC-conventional_example	conventional_example	3548	u	g	LP-FORC	3548	-0.0002008741	-3.911549e-08	2016-04-13T13:20:00
LP-FORC-conventional_example-63-22	LP-FORC-conventional_example	conventional_example	3549	u	g	LP-FORC	3549	0.002633416	-6.094931e-09	2016-04-13T13:20:00
LP-FORC-conventional_example-63-23	LP-FORC-conventional_example	conventional_example	3550	u	g	LP-FORC	3550	0.005454971	2.593848e-08	2016-04-13T13:20:00
LP-FORC-conventional_example-63-24	LP-FORC-conventional_example	conventional_example	3551	u	g	LP-FORC	3551	0.008282579	5.649483e-08	2016-04-13T13:20:00
LP-FORC-conventional_example-63-25	LP-FORC-conventional_example	conventional_example	3552	u	g	LP-FORC	3552	0.01111164	8.44778e-08	2016-04-13T13:20:00
LP-FORC-conventional_example-63-26	LP-FORC-conventional_example	conventional_example	3553	u	g	LP-FORC	3553	0.01393386	1.115157e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-27	LP-FORC-conventional_example	conventional_example	3554	u	g	LP-FORC	3554	0.01678384	1.387404e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-28	LP-FORC-conventional_example	conventional_example	3555	u	g	LP-FORC	3555	0.01960906	1.640232e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-29	LP-FORC-conventional_example	conventional_example	3556	u	g	LP-FORC	3556	0.02243533	1.884301e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-30	LP-FORC-conventional_example	conventional_example	3557	u	g	LP-FORC	3557	0.02526328	2.111289e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-31	LP-FORC-conventional_example	conventional_example	3558	u	g	LP-FORC	3558	0.02807872	2.328987e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-32	LP-FORC-conventional_example	conventional_example	3559	u	g	LP-FORC	3559	0.03091376	2.542966e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-33	LP-FORC-conventional_example	conventional_example	3560	u	g	LP-FORC	3560	0.03374735	2.741815e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-34	LP-FORC-conventional_example	conventional_example	3561	u	g	LP-FORC	3561	0.03657345	2.930622e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-35	LP-FORC-conventional_example	conventional_example	3562	u	g	LP-FORC	3562	0.03939805	3.109872e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-36	LP-FORC-conventional_example	conventional_example	3563	u	g	LP-FORC	3563	0.04222197	3.27285e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-37	LP-FORC-conventional_example	conventional_example	3564	u	g	LP-FORC	3564	0.0450548	3.447211e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-38	LP-FORC-conventional_example	conventional_example	3565	u	g	LP-FORC	3565	0.04790078	3.600701e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-39	LP-FORC-conventional_example	conventional_example	3566	u	g	LP-FORC	3566	0.05071872	3.750693e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-40	LP-FORC-conventional_example	conventional_example	3567	u	g	LP-FORC	3567	0.05354207	3.895319e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-41	LP-FORC-conventional_example	conventional_example	3568	u	g	LP-FORC	3568	0.05636801	4.026407e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-42	LP-FORC-conventional_example	conventional_example	3569	u	g	LP-FORC	3569	0.05919048	4.156002e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-43	LP-FORC-conventional_example	conventional_example	3570	u	g	LP-FORC	3570	0.06201575	4.273836e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-44	LP-FORC-conventional_example	conventional_example	3571	u	g	LP-FORC	3571	0.06484268	4.39757e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-45	LP-FORC-conventional_example	conventional_example	3572	u	g	LP-FORC	3572	0.06766622	4.508309e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-46	LP-FORC-conventional_example	conventional_example	3573	u	g	LP-FORC	3573	0.07049349	4.615976e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-47	LP-FORC-conventional_example	conventional_example	3574	u	g	LP-FORC	3574	0.07331571	4.719332e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-48	LP-FORC-conventional_example	conventional_example	3575	u	g	LP-FORC	3575	0.07615808	4.821586e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-49	LP-FORC-conventional_example	conventional_example	3576	u	g	LP-FORC	3576	0.07899136	4.915092e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-50	LP-FORC-conventional_example	conventional_example	3577	u	g	LP-FORC	3577	0.08181292	5.018278e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-51	LP-FORC-conventional_example	conventional_example	3578	u	g	LP-FORC	3578	0.08463673	5.103062e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-52	LP-FORC-conventional_example	conventional_example	3579	u	g	LP-FORC	3579	0.0874621	5.191201e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-53	LP-FORC-conventional_example	conventional_example	3580	u	g	LP-FORC	3580	0.09028842	5.2715e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-54	LP-FORC-conventional_example	conventional_example	3581	u	g	LP-FORC	3581	0.09311845	5.3619e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-55	LP-FORC-conventional_example	conventional_example	3582	u	g	LP-FORC	3582	0.09593977	5.437624e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-56	LP-FORC-conventional_example	conventional_example	3583	u	g	LP-FORC	3583	0.09876406	5.510763e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-57	LP-FORC-conventional_example	conventional_example	3584	u	g	LP-FORC	3584	0.1015907	5.586565e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-58	LP-FORC-conventional_example	conventional_example	3585	u	g	LP-FORC	3585	0.104414	5.659614e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-59	LP-FORC-conventional_example	conventional_example	3586	u	g	LP-FORC	3586	0.1072566	5.726363e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-60	LP-FORC-conventional_example	conventional_example	3587	u	g	LP-FORC	3587	0.1100825	5.802483e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-61	LP-FORC-conventional_example	conventional_example	3588	u	g	LP-FORC	3588	0.1129094	5.862051e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-62	LP-FORC-conventional_example	conventional_example	3589	u	g	LP-FORC	3589	0.1157354	5.924595e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-63	LP-FORC-conventional_example	conventional_example	3590	u	g	LP-FORC	3590	0.1185571	5.984833e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-64	LP-FORC-conventional_example	conventional_example	3591	u	g	LP-FORC	3591	0.1213824	6.049826e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-65	LP-FORC-conventional_example	conventional_example	3592	u	g	LP-FORC	3592	0.124212	6.114119e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-66	LP-FORC-conventional_example	conventional_example	3593	u	g	LP-FORC	3593	0.1270365	6.162023e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-67	LP-FORC-conventional_example	conventional_example	3594	u	g	LP-FORC	3594	0.1298627	6.222008e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-68	LP-FORC-conventional_example	conventional_example	3595	u	g	LP-FORC	3595	0.1326853	6.280544e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-69	LP-FORC-conventional_example	conventional_example	3596	u	g	LP-FORC	3596	0.1355182	6.329284e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-70	LP-FORC-conventional_example	conventional_example	3597	u	g	LP-FORC	3597	0.1383565	6.379758e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-71	LP-FORC-conventional_example	conventional_example	3598	u	g	LP-FORC	3598	0.1411769	6.433881e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-72	LP-FORC-conventional_example	conventional_example	3599	u	g	LP-FORC	3599	0.1440024	6.484368e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-73	LP-FORC-conventional_example	conventional_example	3600	u	g	LP-FORC	3600	0.1468254	6.535235e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-74	LP-FORC-conventional_example	conventional_example	3601	u	g	LP-FORC	3601	0.1496503	6.57489e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-75	LP-FORC-conventional_example	conventional_example	3602	u	g	LP-FORC	3602	0.152478	6.629374e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-76	LP-FORC-conventional_example	conventional_example	3603	u	g	LP-FORC	3603	0.1553059	6.669257e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-77	LP-FORC-conventional_example	conventional_example	3604	u	g	LP-FORC	3604	0.1581273	6.710995e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-78	LP-FORC-conventional_example	conventional_example	3605	u	g	LP-FORC	3605	0.1609529	6.763299e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-79	LP-FORC-conventional_example	conventional_example	3606	u	g	LP-FORC	3606	0.1637735	6.803711e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-80	LP-FORC-conventional_example	conventional_example	3607	u	g	LP-FORC	3607	0.1666115	6.843815e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-81	LP-FORC-conventional_example	conventional_example	3608	u	g	LP-FORC	3608	0.1694433	6.902266e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-82	LP-FORC-conventional_example	conventional_example	3609	u	g	LP-FORC	3609	0.17227	6.928379e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-83	LP-FORC-conventional_example	conventional_example	3610	u	g	LP-FORC	3610	0.175095	6.97888e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-84	LP-FORC-conventional_example	conventional_example	3611	u	g	LP-FORC	3611	0.1779156	7.014286e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-63-85	LP-FORC-conventional_example	conventional_example	3612	u	g	LP-FORC	3612	0.1807365	7.055585e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-64-0	LP-FORC-conventional_example	conventional_example	3613	u	g	LP-FORC	3613	0.2370426	7.786727e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-64-1	LP-FORC-conventional_example	conventional_example	3614	u	g	LP-FORC	3614	-0.05982617	-4.063296e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-64-2	LP-FORC-conventional_example	conventional_example	3615	u	g	LP-FORC	3615	-0.05696095	-3.958929e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-64-3	LP-FORC-conventional_example	conventional_example	3616	u	g	LP-FORC	3616	-0.05409067	-3.849944e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-64-4	LP-FORC-conventional_example	conventional_example	3617	u	g	LP-FORC	3617	-0.05122936	-3.739557e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-64-5	LP-FORC-conventional_example	conventional_example	3618	u	g	LP-FORC	3618	-0.04838054	-3.615203e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-64-6	LP-FORC-conventional_example	conventional_example	3619	u	g	LP-FORC	3619	-0.045525	-3.500021e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-64-7	LP-FORC-conventional_example	conventional_example	3620	u	g	LP-FORC	3620	-0.04266257	-3.377459e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-64-8	LP-FORC-conventional_example	conventional_example	3621	u	g	LP-FORC	3621	-0.03982704	-3.242307e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-64-9	LP-FORC-conventional_example	conventional_example	3622	u	g	LP-FORC	3622	-0.03698784	-3.103715e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-64-10	LP-FORC-conventional_example	conventional_example	3623	u	g	LP-FORC	3623	-0.0341585	-2.967212e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-64-11	LP-FORC-conventional_example	conventional_example	3624	u	g	LP-FORC	3624	-0.03133337	-2.817584e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-64-12	LP-FORC-conventional_example	conventional_example	3625	u	g	LP-FORC	3625	-0.02848553	-2.666591e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-64-13	LP-FORC-conventional_example	conventional_example	3626	u	g	LP-FORC	3626	-0.02565834	-2.504376e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-64-14	LP-FORC-conventional_example	conventional_example	3627	u	g	LP-FORC	3627	-0.02283	-2.328838e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-64-15	LP-FORC-conventional_example	conventional_example	3628	u	g	LP-FORC	3628	-0.02000023	-2.147669e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-64-16	LP-FORC-conventional_example	conventional_example	3629	u	g	LP-FORC	3629	-0.01717638	-1.946925e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-64-17	LP-FORC-conventional_example	conventional_example	3630	u	g	LP-FORC	3630	-0.01433297	-1.7386e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-64-18	LP-FORC-conventional_example	conventional_example	3631	u	g	LP-FORC	3631	-0.01149618	-1.524272e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-64-19	LP-FORC-conventional_example	conventional_example	3632	u	g	LP-FORC	3632	-0.008672378	-1.281248e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-64-20	LP-FORC-conventional_example	conventional_example	3633	u	g	LP-FORC	3633	-0.005843473	-1.028864e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-64-21	LP-FORC-conventional_example	conventional_example	3634	u	g	LP-FORC	3634	-0.003022197	-7.246187e-08	2016-04-13T13:20:00
LP-FORC-conventional_example-64-22	LP-FORC-conventional_example	conventional_example	3635	u	g	LP-FORC	3635	-0.0001966174	-4.08656e-08	2016-04-13T13:20:00
LP-FORC-conventional_example-64-23	LP-FORC-conventional_example	conventional_example	3636	u	g	LP-FORC	3636	0.002632977	-7.921258e-09	2016-04-13T13:20:00
LP-FORC-conventional_example-64-24	LP-FORC-conventional_example	conventional_example	3637	u	g	LP-FORC	3637	0.005455399	2.393701e-08	2016-04-13T13:20:00
LP-FORC-conventional_example-64-25	LP-FORC-conventional_example	conventional_example	3638	u	g	LP-FORC	3638	0.008282978	5.475303e-08	2016-04-13T13:20:00
LP-FORC-conventional_example-64-26	LP-FORC-conventional_example	conventional_example	3639	u	g	LP-FORC	3639	0.01111399	8.315784e-08	2016-04-13T13:20:00
LP-FORC-conventional_example-64-27	LP-FORC-conventional_example	conventional_example	3640	u	g	LP-FORC	3640	0.01393832	1.117916e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-64-28	LP-FORC-conventional_example	conventional_example	3641	u	g	LP-FORC	3641	0.01678575	1.376735e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-64-29	LP-FORC-conventional_example	conventional_example	3642	u	g	LP-FORC	3642	0.01961038	1.627956e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-64-30	LP-FORC-conventional_example	conventional_example	3643	u	g	LP-FORC	3643	0.02243477	1.867004e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-64-31	LP-FORC-conventional_example	conventional_example	3644	u	g	LP-FORC	3644	0.02526524	2.102054e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-64-32	LP-FORC-conventional_example	conventional_example	3645	u	g	LP-FORC	3645	0.02808457	2.31808e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-64-33	LP-FORC-conventional_example	conventional_example	3646	u	g	LP-FORC	3646	0.03091386	2.534414e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-64-34	LP-FORC-conventional_example	conventional_example	3647	u	g	LP-FORC	3647	0.03374507	2.73073e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-64-35	LP-FORC-conventional_example	conventional_example	3648	u	g	LP-FORC	3648	0.03656926	2.919765e-07	2016-04-13T13:20:00
LP-FORC-conventional_example-64-36	LP-FORC-conventional_example	conventional_example	3649	u	g	LP-FORC	3649	0.03939646	3.097086e-07	2016-04-13T13:20:00
