tab 	sites
citations	composite_depth	core_depth	geologic_classes	geologic_types	lithologies	location	site
This study	31.2	31.2	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_3A-0.2
This study	31.25	31.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_3A-0.25
This study	31.3	31.3	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_3A-0.3
This study	31.35	31.35	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_3A-0.35
This study	31.4	31.4	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_3A-0.4
This study	31.45	31.45	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_3A-0.45
This study	31.5	31.5	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_3A-0.5
This study	31.55	31.55	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_3A-0.55
This study	31.6	31.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_3A-0.6
This study	31.65	31.65	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_3A-0.65
This study	31.7	31.7	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_3A-0.7
This study	31.75	31.75	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_3A-0.75
This study	32	32	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_3A-1
This study	32.05	32.05	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_3A-1.05
This study	32.1	32.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_3A-1.1
This study	32.15	32.15	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_3A-1.15
This study	32.2	32.2	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_3A-1.2
This study	32.25	32.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_3A-1.25
This study	32.3	32.3	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_3A-1.3
This study	32.35	32.35	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_3A-1.35
This study	32.4	32.4	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_3A-1.4
This study	32.45	32.45	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_3A-1.45
This study	32.6	32.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_4A-0.1
This study	32.65	32.65	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_4A-0.15
This study	32.7	32.7	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_4A-0.2
This study	32.75	32.75	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_4A-0.25
This study	32.8	32.8	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_4A-0.3
This study	32.85	32.85	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_4A-0.35
This study	32.9	32.9	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_4A-0.4
This study	32.95	32.95	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_4A-0.45
This study	33	33	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_4A-0.5
This study	33.05	33.05	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_4A-0.55
This study	33.1	33.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_4A-0.6
This study	33.15	33.15	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_4A-0.65
This study	33.2	33.2	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_4A-0.7
This study	33.25	33.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_4A-0.75
This study	33.3	33.3	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_4A-0.8
This study	33.35	33.35	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_4A-0.85
This study	33.4	33.4	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_4A-0.9
This study	33.45	33.45	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_4A-0.95
This study	33.5	33.5	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_4A-1
This study	33.55	33.55	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_4A-1.05
This study	33.6	33.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_4A-1.1
This study	33.65	33.65	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_4A-1.15
This study	33.7	33.7	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_4A-1.2
This study	33.75	33.75	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_4A-1.25
This study	33.8	33.8	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_4A-1.3
This study	33.85	33.85	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_4A-1.35
This study	33.9	33.9	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_4A-1.4
This study	33.95	33.95	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_4A-1.45
This study	34.15	34.15	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_5A-0.15
This study	34.2	34.2	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_5A-0.2
This study	34.25	34.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_5A-0.25
This study	34.3	34.3	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_5A-0.3
This study	34.35	34.35	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_5A-0.35
This study	34.4	34.4	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_5A-0.4
This study	34.45	34.45	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_5A-0.45
This study	34.5	34.5	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_5A-0.5
This study	34.55	34.55	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_5A-0.55
This study	34.6	34.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_5A-0.6
This study	34.65	34.65	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_5A-0.65
This study	34.7	34.7	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_5A-0.7
This study	34.75	34.75	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_5A-0.75
This study	34.8	34.8	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_5A-0.8
This study	34.85	34.85	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_5A-0.85
This study	34.9	34.9	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_5A-0.9
This study	34.95	34.95	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_5A-0.95
This study	35	35	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_5A-1
This study	35.05	35.05	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_5A-1.05
This study	35.1	35.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_5A-1.1
This study	35.15	35.15	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_5A-1.15
This study	35.2	35.2	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_5A-1.2
This study	35.25	35.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_5A-1.25
This study	35.3	35.3	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_5A-1.3
This study	35.35	35.35	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_5A-1.35
This study	35.4	35.4	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_5A-1.4
This study	35.45	35.45	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_5A-1.45
This study	35.6	35.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_6A-0.1
This study	35.65	35.65	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_6A-0.15
This study	35.7	35.7	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_6A-0.2
This study	35.75	35.75	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_6A-0.25
This study	35.8	35.8	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_6A-0.3
This study	35.85	35.85	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_6A-0.35
This study	35.9	35.9	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_6A-0.4
This study	35.95	35.95	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_6A-0.45
This study	36	36	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_6A-0.5
This study	36.05	36.05	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_6A-0.55
This study	36.1	36.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-004H_6A-0.6
This study	39.48	39.48	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H-2-W-48
This study	41.28	41.28	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H-3-W-78
This study	42.55	42.55	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H-4-W-55
This study	43.97	43.97	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H-5-W-47
This study	45.48	45.48	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H-6-W-48
This study	46.88	46.88	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H-7-W-38
This study	39.1	39.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_2A-0.1
This study	39.15	39.15	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_2A-0.15
This study	39.2	39.2	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_2A-0.2
This study	39.25	39.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_2A-0.25
This study	39.3	39.3	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_2A-0.3
This study	39.35	39.35	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_2A-0.35
This study	39.4	39.4	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_2A-0.4
This study	39.45	39.45	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_2A-0.45
This study	39.5	39.5	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_2A-0.5
This study	39.55	39.55	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_2A-0.55
This study	39.6	39.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_2A-0.6
This study	39.65	39.65	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_2A-0.65
This study	39.7	39.7	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_2A-0.7
This study	39.75	39.75	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_2A-0.75
This study	39.8	39.8	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_2A-0.8
This study	39.85	39.85	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_2A-0.85
This study	39.9	39.9	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_2A-0.9
This study	39.95	39.95	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_2A-0.95
This study	40	40	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_2A-1
This study	40.05	40.05	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_2A-1.05
This study	40.1	40.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_2A-1.1
This study	40.15	40.15	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_2A-1.15
This study	40.2	40.2	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_2A-1.2
This study	40.25	40.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_2A-1.25
This study	40.3	40.3	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_2A-1.3
This study	40.35	40.35	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_2A-1.35
This study	40.4	40.4	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_2A-1.4
This study	40.45	40.45	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_2A-1.45
This study	40.6	40.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_3A-0.1
This study	40.65	40.65	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_3A-0.15
This study	40.7	40.7	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_3A-0.2
This study	40.75	40.75	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_3A-0.25
This study	40.8	40.8	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_3A-0.3
This study	40.85	40.85	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_3A-0.35
This study	40.9	40.9	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_3A-0.4
This study	40.95	40.95	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_3A-0.45
This study	41	41	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_3A-0.5
This study	41.05	41.05	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_3A-0.55
This study	41.1	41.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_3A-0.6
This study	41.15	41.15	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_3A-0.65
This study	41.2	41.2	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_3A-0.7
This study	41.25	41.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_3A-0.75
This study	41.3	41.3	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_3A-0.8
This study	41.35	41.35	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_3A-0.85
This study	41.4	41.4	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_3A-0.9
This study	41.45	41.45	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_3A-0.95
This study	41.5	41.5	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_3A-1
This study	41.55	41.55	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_3A-1.05
This study	41.6	41.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_3A-1.1
This study	41.65	41.65	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_3A-1.15
This study	41.7	41.7	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_3A-1.2
This study	41.75	41.75	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_3A-1.25
This study	41.8	41.8	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_3A-1.3
This study	41.85	41.85	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_3A-1.35
This study	41.9	41.9	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_3A-1.4
This study	41.95	41.95	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_3A-1.45
This study	42.1	42.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_4A-0.1
This study	42.15	42.15	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_4A-0.15
This study	42.2	42.2	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_4A-0.2
This study	42.25	42.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_4A-0.25
This study	42.3	42.3	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_4A-0.3
This study	42.35	42.35	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_4A-0.35
This study	42.4	42.4	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_4A-0.4
This study	42.45	42.45	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_4A-0.45
This study	42.5	42.5	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_4A-0.5
This study	42.55	42.55	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_4A-0.55
This study	42.6	42.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_4A-0.6
This study	42.65	42.65	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_4A-0.65
This study	42.7	42.7	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_4A-0.7
This study	42.75	42.75	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_4A-0.75
This study	42.8	42.8	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_4A-0.8
This study	42.85	42.85	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_4A-0.85
This study	42.9	42.9	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_4A-0.9
This study	42.95	42.95	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_4A-0.95
This study	43	43	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_4A-1
This study	43.05	43.05	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_4A-1.05
This study	43.1	43.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_4A-1.1
This study	43.15	43.15	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_4A-1.15
This study	43.2	43.2	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_4A-1.2
This study	43.25	43.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_4A-1.25
This study	43.3	43.3	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_4A-1.3
This study	43.35	43.35	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_4A-1.35
This study	43.4	43.4	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_4A-1.4
This study	43.45	43.45	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_4A-1.45
This study	43.6	43.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_5A-0.1
This study	43.65	43.65	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_5A-0.15
This study	43.7	43.7	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_5A-0.2
This study	43.75	43.75	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_5A-0.25
This study	43.8	43.8	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_5A-0.3
This study	43.85	43.85	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_5A-0.35
This study	43.9	43.9	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_5A-0.4
This study	43.95	43.95	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_5A-0.45
This study	44	44	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_5A-0.5
This study	44.05	44.05	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_5A-0.55
This study	44.1	44.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_5A-0.6
This study	44.15	44.15	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_5A-0.65
This study	44.2	44.2	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_5A-0.7
This study	44.25	44.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_5A-0.75
This study	44.3	44.3	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_5A-0.8
This study	44.35	44.35	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_5A-0.85
This study	44.4	44.4	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_5A-0.9
This study	44.45	44.45	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_5A-0.95
This study	44.5	44.5	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_5A-1
This study	44.55	44.55	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_5A-1.05
This study	44.6	44.6	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_5A-1.1
This study	44.65	44.65	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_5A-1.15
This study	44.7	44.7	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_5A-1.2
This study	44.75	44.75	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_5A-1.25
This study	44.8	44.8	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_5A-1.3
This study	44.85	44.85	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_5A-1.35
This study	44.9	44.9	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_5A-1.4
This study	44.95	44.95	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_5A-1.45
This study	45.1	45.1	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_6A-0.1
This study	45.15	45.15	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_6A-0.15
This study	45.2	45.2	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_6A-0.2
This study	45.25	45.25	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_6A-0.25
This study	45.3	45.3	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_6A-0.3
This study	45.35	45.35	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_6A-0.35
This study	45.4	45.4	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_6A-0.4
This study	45.45	45.45	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_6A-0.45
This study	45.5	45.5	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_6A-0.5
This study	45.55	45.55	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	U1361A	318-U1361A-005H_6A-0.55
