tab 	specimens
citations	description	experiments	geologic_classes	geologic_types	hyst_bc	hyst_bc_offset	hyst_mr_mass	hyst_ms_mass	hyst_xhf	instrument_codes	lithologies	meas_orient_phi	meas_orient_theta	meas_temp	method_codes	rem_bcr	rem_hirm_mass	rem_mr_mass	rem_sratio	rem_sratio_back	result_quality	sample	specimen	volume	weight
This study		IRM-VSM3-18450	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	9.755	LP-IRM-DCD	0.0907	0.0001774	0.05185	0.212	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18451	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	14.932	LP-IRM-DCD	0.0871	0.0002244	0.05185	0.297	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18452	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	19.973	LP-IRM-DCD	0.0847	0.0003566	0.05138	0.365	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18453	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	24.999	LP-IRM-DCD	0.0821	0.0002822	0.05082	0.429	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18454	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	30.02	LP-IRM-DCD	0.0799	0.0001683	0.05022	0.491	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18455	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	35.032	LP-IRM-DCD	0.0777	0.0001202	0.04968	0.551	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18456	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	40.027	LP-IRM-DCD	0.0756	0.0001427	0.0492	0.601	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18457	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	45.021	LP-IRM-DCD	0.074	0.0003219	0.0501	0.645	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18458	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	50.045	LP-IRM-DCD	0.0721	0.0001941	0.04958	0.693	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18459	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	55.06	LP-IRM-DCD	0.0703	0.0001908	0.04918	0.736	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18460	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	60.066	LP-IRM-DCD	0.0685	0.0002101	0.04887	0.773	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18461	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	65.072	LP-IRM-DCD	0.0669	0.0002185	0.04857	0.806	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18462	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	70.07	LP-IRM-DCD	0.0653	0.0002214	0.04826	0.835	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18463	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	75.089	LP-IRM-DCD	0.0637	0.0002161	0.04796	0.859	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18464	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	80.092	LP-IRM-DCD	0.062	0.0002448	0.04764	0.88	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18465	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	85.098	LP-IRM-DCD	0.0605	0.0002469	0.0473	0.898	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18466	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	90.086	LP-IRM-DCD	0.059	0.0002749	0.04694	0.913	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18467	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	95.078	LP-IRM-DCD	0.0574	0.0002818	0.04655	0.926	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18468	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	100.073	LP-IRM-DCD	0.0559	0.0002715	0.04613	0.936	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18469	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	105.07	LP-IRM-DCD	0.0544	0.0002991	0.04572	0.944	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18470	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	110.059	LP-IRM-DCD	0.0529	0.0002837	0.04528	0.951	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18471	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	115.052	LP-IRM-DCD	0.0515	0.0002834	0.04478	0.958	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18472	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	120.071	LP-IRM-DCD	0.0501	0.0003032	0.04431	0.961	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18473	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	125.061	LP-IRM-DCD	0.0486	0.0003272	0.04379	0.964	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18474	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	130.053	LP-IRM-DCD	0.0472	0.0003465	0.04326	0.967	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18475	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	135.057	LP-IRM-DCD	0.0458	0.0003382	0.0427	0.969	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18476	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	140.06	LP-IRM-DCD	0.0444	0.0003569	0.04212	0.97	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18477	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	145.064	LP-IRM-DCD	0.043	0.0003529	0.0415	0.972	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18478	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	150.066	LP-IRM-DCD	0.0416	0.0003587	0.04089	0.972	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18479	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	155.06	LP-IRM-DCD	0.0403	0.000381	0.04023	0.973	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18480	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	160.066	LP-IRM-DCD	0.039	0.0003675	0.03955	0.973	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18481	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	165.062	LP-IRM-DCD	0.0377	0.0004055	0.03889	0.973	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18482	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	170.067	LP-IRM-DCD	0.0364	0.0004097	0.03816	0.973	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18483	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	175.064	LP-IRM-DCD	0.0351	0.0004197	0.03744	0.973	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18484	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	180.06	LP-IRM-DCD	0.0338	0.0004431	0.03669	0.973	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18485	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	185.054	LP-IRM-DCD	0.0326	0.0004529	0.03593	0.972	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18486	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	190.056	LP-IRM-DCD	0.0314	0.0004889	0.03512	0.972	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18487	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	195.05	LP-IRM-DCD	0.0301	0.0004878	0.0343	0.971	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18488	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	200.062	LP-IRM-DCD	0.029	0.000529	0.03346	0.97	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18489	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	205.067	LP-IRM-DCD	0.0278	0.0005436	0.03256	0.969	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18490	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	210.058	LP-IRM-DCD	0.0267	0.0005471	0.03165	0.968	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18491	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	215.06	LP-IRM-DCD	0.0256	0.0005518	0.03068	0.967	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18492	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	220.056	LP-IRM-DCD	0.0245	0.0005841	0.02969	0.966	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18493	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	225.055	LP-IRM-DCD	0.0235	0.0005913	0.02863	0.965	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18494	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	230.054	LP-IRM-DCD	0.0226	0.000624	0.02755	0.963	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18495	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	235.061	LP-IRM-DCD	0.0217	0.0006826	0.02643	0.96	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18496	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	240.258	LP-IRM-DCD	0.0207	0.0006221	0.02519	0.957	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18497	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	245.082	LP-IRM-DCD	0.0199	0.0006983	0.02401	0.955	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18498	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	250.057	LP-IRM-DCD	0.0192	0.0007451	0.02276	0.952	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18499	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	255.06	LP-IRM-DCD	0.0186	0.0007522	0.02146	0.949	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18500	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	260.056	LP-IRM-DCD	0.0181	0.0007726	0.02016	0.944	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18501	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	265.046	LP-IRM-DCD	0.0176	0.0008148	0.01887	0.938	0.1	g	CS914	CS914.001	0.00000009	0.00014
This study		IRM-VSM3-18502	Extrusive	Lava Flow						IRM-VSM3	Rhyolitic Tuff	0	0	270.042	LP-IRM-DCD	0.0172	0.0008623	0.01759	0.932	0.1	g	CS914	CS914.001	0.00000009	0.00014
