tab	specimens
specimen	sample	dir_alpha95	dir_bfv_dec	dir_bfv_inc	dir_comp	dir_dec	dir_inc	dir_k	dir_k_ratio	dir_n_comps	dir_n_measurements	dir_nrm_origin	dir_polarity	dir_r	dir_tilt_correction	geologic_classes	geologic_types	lithologies	description	scientists	int_rel	citations	method_codes	result_quality	result_type	specimen_alternatives	volume	weight
26-1-050	26-1-050															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2016.0	1e-06	0.00135
26-1-050	26-1-050					347.8	-9.3									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0027670000000000004	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-1-053	26-1-053					34.6	-46.3									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0044859999999999995	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-1-053	26-1-053															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2017.0	1e-06	0.001702
26-1-055	26-1-055					23.1	-42.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.003694	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-1-055	26-1-055															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2018.0	1e-06	0.001591
26-1-058	26-1-058					23.6	-46.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.004906000000000001	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-1-058	26-1-058															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2019.0	1e-06	0.001652
26-1-061	26-1-061															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2020.0	1e-06	0.001169
26-1-061	26-1-061					358.4	-41.9									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002936	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-1-063	26-1-063					18.1	-40.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.00303	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-1-063	26-1-063															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2021.0	1e-06	0.0015400000000000001
26-1-067	26-1-067															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2022.0	1e-06	0.0014609999999999998
26-1-067	26-1-067					29.3	-42.7									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002277	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-1-071	26-1-071					353.2	-26.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0017739999999999995	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-1-071	26-1-071															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2023.0	1e-06	0.001023
26-1-075	26-1-075															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2024.0	1e-06	0.0017120000000000002
26-1-075	26-1-075					348.7	-29.3									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.003035	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-1-078	26-1-078					353.5	-26.3									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002971	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-1-078	26-1-078															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2025.0	1e-06	0.0018170000000000005
26-1-083	26-1-083															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2026.0	1e-06	0.001371
26-1-083	26-1-083					8.5	-35.9									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0022890000000000002	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-1-086	26-1-086					357.5	-27.2									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001721	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-1-086	26-1-086															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2027.0	1e-06	0.001634
26-1-089	26-1-089					302.5	-0.6									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002009	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-1-089	26-1-089															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2028.0	1e-06	0.001592
26-1-094	26-1-094															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2031.0	1e-06	0.0017739999999999995
26-1-094	26-1-094					328.1	-47.1									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0033399999999999997	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-1-098	26-1-098															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2032.0	1e-06	0.001655
26-1-098	26-1-098					347.8	-16.9									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002495	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-1-101	26-1-101															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2033.0	1e-06	0.001661
26-1-101	26-1-101					348.4	-32.1									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001784	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-1-104	26-1-104															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2034.0	1e-06	0.001168
26-1-104	26-1-104					342.1	-36.4									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001894	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-1-107	26-1-107					272.9	-44.9									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002797	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-1-107	26-1-107															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2035.0	1e-06	0.001547
26-1-110	26-1-110															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2036.0	1e-06	0.001673
26-1-110	26-1-110					306.6	-37.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002419	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-1-113	26-1-113															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2037.0	1e-06	0.0016350000000000002
26-1-113	26-1-113					305.1	-61.7									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0028179999999999998	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-1-116	26-1-116															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2038.0	1e-06	0.001599
26-1-116	26-1-116					317.0	-23.8									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001738	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-1-119	26-1-119															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2039.0	1e-06	0.001363
26-1-119	26-1-119					339.7	-42.4									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0013130000000000001	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-1-123	26-1-123															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2040.0	1e-06	0.001549
26-1-123	26-1-123					339.8	-48.3									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.00201	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-1-127	26-1-127															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2041.0	1e-06	0.001426
26-1-127	26-1-127					276.8	-37.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002703	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-1-130	26-1-130					314.7	-30.1									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001623	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-1-130	26-1-130															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2042.0	1e-06	0.001377
26-1-133	26-1-133															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2043.0	1e-06	0.00164
26-1-133	26-1-133					321.1	-45.2									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002951	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-1-136	26-1-136					329.5	-38.4									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.00322	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-1-136	26-1-136															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2044.0	1e-06	0.001621
26-1-138	26-1-138															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2045.0	1e-06	0.001558
26-1-138	26-1-138					293.0	-47.6									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.00203	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-1-143	26-1-143															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2046.0	1e-06	0.0015890000000000001
26-1-143	26-1-143					311.8	-9.6									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.00195	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-1-148	26-1-148															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2048.0	1e-06	0.001349
26-1-148	26-1-148					315.3	-31.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.00148	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-001	26-2-001															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2049.0	1e-06	0.0011099999999999999
26-2-001	26-2-001					262.8	-12.4									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0032189999999999996	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-004	26-2-004					254.1	-50.8									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002432	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-004	26-2-004															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2050.0	1e-06	0.001188
26-2-007	26-2-007															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2051.0	1e-06	0.001377
26-2-007	26-2-007					244.6	-44.3									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.003148	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-010	26-2-010															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2052.0	1e-06	0.001549
26-2-010	26-2-010					242.9	-46.1									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.00425	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-012	26-2-012					229.4	-58.7									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.003508	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-012	26-2-012															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2053.0	1e-06	0.0012519999999999999
26-2-015	26-2-015					237.8	-30.4									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0021809999999999998	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-015	26-2-015															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2054.0	1e-06	0.001367
26-2-018	26-2-018															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2055.0	1e-06	0.001255
26-2-018	26-2-018					188.5	-60.9									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002329	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-020	26-2-020					225.9	-33.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0019879999999999997	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-020	26-2-020															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2056.0	1e-06	0.001196
26-2-023	26-2-023					198.8	-42.1									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.00224	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-023	26-2-023															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2057.0	1e-06	0.00158
26-2-025	26-2-025															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2058.0	1e-06	0.001602
26-2-025	26-2-025					242.9	-34.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001918	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-028	26-2-028															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2059.0	1e-06	0.0015550000000000002
26-2-028	26-2-028					208.2	-71.6									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002287	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-031	26-2-031					161.8	-49.9									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002475	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-031	26-2-031															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2060.0	1e-06	0.001422
26-2-034	26-2-034															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2061.0	1e-06	0.0011769999999999999
26-2-034	26-2-034					173.1	-46.6									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0017699999999999999	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-037	26-2-037															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2062.0	1e-06	0.0014449999999999999
26-2-037	26-2-037					164.3	-57.1									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001802	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-040	26-2-040															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2063.0	1e-06	0.0013390000000000001
26-2-040	26-2-040					18.5	-41.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0013189999999999999	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-045	26-2-045					6.8	-80.9									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002275	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-045	26-2-045															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2065.0	1e-06	0.00119
26-2-048	26-2-048					19.2	-39.1									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0027489999999999997	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-048	26-2-048															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2066.0	1e-06	0.001541
26-2-051	26-2-051					70.1	-64.3									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.003089	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-051	26-2-051															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2067.0	1e-06	0.001498
26-2-054	26-2-054					316.0	-59.1									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0015789999999999999	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-054	26-2-054															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2068.0	1e-06	0.001308
26-2-058	26-2-058															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2069.0	1e-06	0.001446
26-2-058	26-2-058					358.0	-47.5									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002591	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-061	26-2-061					6.6	-7.8									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002456	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-061	26-2-061															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2070.0	1e-06	0.001191
26-2-067	26-2-067															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2072.0	1e-06	0.001042
26-2-067	26-2-067					266.1	-56.4									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002757	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-070	26-2-070															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2073.0	1e-06	0.001403
26-2-070	26-2-070					300.9	-41.2									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.001573	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-073	26-2-073					22.5	-62.6									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.00218	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-073	26-2-073															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2074.0	1e-06	0.001281
26-2-076	26-2-076															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2075.0	1e-06	0.001062
26-2-076	26-2-076					333.2	-54.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002487	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-079	26-2-079															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2076.0	1e-06	0.001265
26-2-079	26-2-079					352.2	-64.3									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002868	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-082	26-2-082															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2077.0	1e-06	0.001599
26-2-082	26-2-082					348.6	-64.1									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.00278	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-084	26-2-084					15.4	-52.1									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002827	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-084	26-2-084															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2078.0	1e-06	0.001219
26-2-087	26-2-087															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2079.0	1e-06	0.0017510000000000002
26-2-087	26-2-087					359.4	-58.4									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.00367	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-090	26-2-090															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2080.0	1e-06	0.0018449999999999999
26-2-090	26-2-090					16.6	-67.0									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.00361	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-093	26-2-093					9.1	-50.3									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0055320000000000005	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-093	26-2-093															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2081.0	1e-06	0.001721
26-2-096	26-2-096					341.4	-50.7									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0035700000000000007	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-096	26-2-096															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2082.0	1e-06	0.00132
26-2-099	26-2-099															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2083.0	1e-06	0.001317
26-2-099	26-2-099					9.6	-59.1									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.004413	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-102	26-2-102					358.5	-53.6									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002545	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-102	26-2-102															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2084.0	1e-06	0.001698
26-2-106	26-2-106					336.8	-56.4									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.002433	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
26-2-106	26-2-106															sedimentary	Sediment Layer	Not Specified		Paul Hartl:Lisa Tauxe		This study	FS-C-PISTON-H:FS-C-DRILL-DSDP	g	i	2085.0	1e-06	0.0015660000000000001
26-2-109	26-2-109					9.7	-66.6									sedimentary	Sediment Layer	Not Specified	Declination rotated section mean=0/180;rel int is NRM/IRM		0.0031260000000000003	This study	LP-PI-IRM:LP-PI-REL:LT-AF-Z	g	i			
