tab	ages
age	location	site	age_unit	citations	description	method_codes	level
26.5624	DSDP Site 522	19-3-034	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.5657	DSDP Site 522	19-3-038	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.57	DSDP Site 522	19-3-041	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.5756	DSDP Site 522	19-3-044	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.5793	DSDP Site 522	19-3-046	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.5868	DSDP Site 522	19-3-050	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.5924	DSDP Site 522	19-3-053	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.6017	DSDP Site 522	19-3-058	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.6055	DSDP Site 522	19-3-060	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.6111	DSDP Site 522	19-3-063	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.6167	DSDP Site 522	19-3-066	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.6223	DSDP Site 522	19-3-070	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.6279	DSDP Site 522	19-3-072	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.6354	DSDP Site 522	19-3-076	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.641	DSDP Site 522	19-3-080	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.6484	DSDP Site 522	19-3-083	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.6522	DSDP Site 522	19-3-086	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.6634	DSDP Site 522	19-3-092	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.669	DSDP Site 522	19-3-095	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.6746	DSDP Site 522	19-3-098	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.682	DSDP Site 522	19-3-101	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.6876	DSDP Site 522	19-3-104	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.6932	DSDP Site 522	19-3-108	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.6988	DSDP Site 522	19-3-111	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.7044	DSDP Site 522	19-3-114	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.7119	DSDP Site 522	19-3-117	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.8146	DSDP Site 522	20-1-012	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.8202	DSDP Site 522	20-1-015	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.8239	DSDP Site 522	20-1-017	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.8295	DSDP Site 522	20-1-020	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.8351	DSDP Site 522	20-1-024	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.8426	DSDP Site 522	20-1-028	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.8482	DSDP Site 522	20-1-031	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.8557	DSDP Site 522	20-1-035	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.8632	DSDP Site 522	20-1-039	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.8706	DSDP Site 522	20-1-043	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.8744	DSDP Site 522	20-1-045	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.8837	DSDP Site 522	20-1-049	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.8874	DSDP Site 522	20-1-051	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.8949	DSDP Site 522	20-1-055	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.9005	DSDP Site 522	20-1-059	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.908	DSDP Site 522	20-1-062	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.9117	DSDP Site 522	20-1-065	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.9192	DSDP Site 522	20-1-068	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.9248	DSDP Site 522	20-1-071	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.9304	DSDP Site 522	20-1-075	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.9397	DSDP Site 522	20-1-080	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.9453	DSDP Site 522	20-1-083	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.9509	DSDP Site 522	20-1-086	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.9565	DSDP Site 522	20-1-089	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.9621	DSDP Site 522	20-1-091	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.9677	DSDP Site 522	20-1-095	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.9752	DSDP Site 522	20-1-098	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.9827	DSDP Site 522	20-1-103	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.9883	DSDP Site 522	20-1-105	Ma	This study		GM-PMAG-POL:GM-INT-L	site
26.9957	DSDP Site 522	20-1-109	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.0013	DSDP Site 522	20-1-112	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.0069	DSDP Site 522	20-1-116	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.0125	DSDP Site 522	20-1-119	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.02	DSDP Site 522	20-1-122	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.0234	DSDP Site 522	20-1-125	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.0303	DSDP Site 522	20-1-129	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.0354	DSDP Site 522	20-1-132	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.0405	DSDP Site 522	20-1-135	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.0456	DSDP Site 522	20-1-138	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.0525	DSDP Site 522	20-1-142	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.0576	DSDP Site 522	20-1-144	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.0661	DSDP Site 522	20-1-150	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.0696	DSDP Site 522	20-2-001	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.0747	DSDP Site 522	20-2-004	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.0798	DSDP Site 522	20-2-007	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.0849	DSDP Site 522	20-2-010	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.0918	DSDP Site 522	20-2-015	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.0969	DSDP Site 522	20-2-018	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.1037	DSDP Site 522	20-2-022	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.1088	DSDP Site 522	20-2-025	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.1157	DSDP Site 522	20-2-028	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.1225	DSDP Site 522	20-2-032	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.1276	DSDP Site 522	20-2-035	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.1345	DSDP Site 522	20-2-040	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.1413	DSDP Site 522	20-2-043	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.1481	DSDP Site 522	20-2-047	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.1584	DSDP Site 522	20-2-054	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.1652	DSDP Site 522	20-2-057	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.1687	DSDP Site 522	20-2-060	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.1755	DSDP Site 522	20-2-064	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.1806	DSDP Site 522	20-2-066	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.1857	DSDP Site 522	20-2-069	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.1909	DSDP Site 522	20-2-073	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.195999999999998	DSDP Site 522	20-2-076	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.2011	DSDP Site 522	20-2-078	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.2097	DSDP Site 522	20-2-084	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.2148	DSDP Site 522	20-2-087	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.2199	DSDP Site 522	20-2-090	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.225	DSDP Site 522	20-2-092	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.2302	DSDP Site 522	20-2-096	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.2353	DSDP Site 522	20-2-099	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.2404	DSDP Site 522	20-2-102	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.2438	DSDP Site 522	20-2-104	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.249000000000002	DSDP Site 522	20-2-107	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.2541	DSDP Site 522	20-2-110	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.2609	DSDP Site 522	20-2-113	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.2643	DSDP Site 522	20-2-115	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.535999999999998	DSDP Site 522	21-1-025	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.5445	DSDP Site 522	21-1-029	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.548000000000002	DSDP Site 522	21-1-031	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.5531	DSDP Site 522	21-1-035	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.5599	DSDP Site 522	21-1-038	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.5651	DSDP Site 522	21-1-042	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.5702	DSDP Site 522	21-1-045	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.5753	DSDP Site 522	21-1-048	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.5821	DSDP Site 522	21-1-051	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.5873	DSDP Site 522	21-1-054	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.5907	DSDP Site 522	21-1-057	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.5958	DSDP Site 522	21-1-059	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.6009	DSDP Site 522	21-1-063	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.6061	DSDP Site 522	21-1-066	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.6112	DSDP Site 522	21-1-069	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.6163	DSDP Site 522	21-1-071	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.6214	DSDP Site 522	21-1-074	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.6266	DSDP Site 522	21-1-077	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.6317	DSDP Site 522	21-1-081	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.6368	DSDP Site 522	21-1-084	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.6488	DSDP Site 522	21-1-090	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.6539	DSDP Site 522	21-1-094	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.659000000000002	DSDP Site 522	21-1-096	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.6659	DSDP Site 522	21-1-100	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.6693	DSDP Site 522	21-1-103	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.6744	DSDP Site 522	21-1-106	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.6795	DSDP Site 522	21-1-108	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.6864	DSDP Site 522	21-1-113	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.6915	DSDP Site 522	21-1-115	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.6949	DSDP Site 522	21-1-118	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.7017	DSDP Site 522	21-1-122	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.7069	DSDP Site 522	21-1-124	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.7103	DSDP Site 522	21-1-127	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.7188	DSDP Site 522	21-1-131	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.7222	DSDP Site 522	21-1-134	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.7308	DSDP Site 522	21-1-138	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.7359	DSDP Site 522	21-1-142	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.741	DSDP Site 522	21-1-145	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.7462	DSDP Site 522	21-1-148	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.753	DSDP Site 522	21-2-001	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.7633	DSDP Site 522	21-2-008	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.7701	DSDP Site 522	21-2-011	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.7735	DSDP Site 522	21-2-014	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.7786	DSDP Site 522	21-2-016	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.7855	DSDP Site 522	21-2-021	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.7906	DSDP Site 522	21-2-023	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.7957	DSDP Site 522	21-2-026	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.7991	DSDP Site 522	21-2-029	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.805999999999997	DSDP Site 522	21-2-032	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.8111	DSDP Site 522	21-2-035	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.8179	DSDP Site 522	21-2-040	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.8248	DSDP Site 522	21-2-044	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.8299	DSDP Site 522	21-2-047	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.8384	DSDP Site 522	21-2-051	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.8436	DSDP Site 522	21-2-055	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.8487	DSDP Site 522	21-2-057	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.8538	DSDP Site 522	21-2-061	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.8572	DSDP Site 522	21-2-063	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.8641	DSDP Site 522	21-2-066	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.8692	DSDP Site 522	21-2-069	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.875999999999998	DSDP Site 522	21-2-073	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.8812	DSDP Site 522	21-2-077	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.8863	DSDP Site 522	21-2-080	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.8914	DSDP Site 522	21-2-083	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.8982	DSDP Site 522	21-2-086	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.9034	DSDP Site 522	21-2-089	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.9102	DSDP Site 522	21-2-093	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.9153	DSDP Site 522	21-2-097	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.9204	DSDP Site 522	21-2-100	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.9273	DSDP Site 522	21-2-104	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.9341	DSDP Site 522	21-2-107	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.9392	DSDP Site 522	21-2-111	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.9444	DSDP Site 522	21-2-113	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.9495	DSDP Site 522	21-2-116	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.9597	DSDP Site 522	21-2-123	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.9649	DSDP Site 522	21-2-125	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.97	DSDP Site 522	21-2-129	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.9762	DSDP Site 522	21-2-133	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.98	DSDP Site 522	21-2-136	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.9837	DSDP Site 522	21-2-139	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.9875	DSDP Site 522	21-2-143	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.9912	DSDP Site 522	21-2-146	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.9963	DSDP Site 522	21-2-149	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.7513	DSDP Site 522	21-2-150	Ma	This study		GM-PMAG-POL:GM-INT-L	site
27.9987	DSDP Site 522	21-3-001	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.0037	DSDP Site 522	21-3-005	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.0075	DSDP Site 522	21-3-008	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.0112	DSDP Site 522	21-3-011	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.015	DSDP Site 522	21-3-015	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.0187	DSDP Site 522	21-3-018	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.0225	DSDP Site 522	21-3-021	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.0287	DSDP Site 522	21-3-026	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.0338	DSDP Site 522	21-3-029	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.0387	DSDP Site 522	21-3-033	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.0413	DSDP Site 522	21-3-036	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.045	DSDP Site 522	21-3-038	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.05	DSDP Site 522	21-3-043	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.0537	DSDP Site 522	21-3-046	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.0575	DSDP Site 522	21-3-048	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.0612	DSDP Site 522	21-3-051	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.065	DSDP Site 522	21-3-055	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.07	DSDP Site 522	21-3-058	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.0725	DSDP Site 522	21-3-061	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.0763	DSDP Site 522	21-3-064	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.08	DSDP Site 522	21-3-067	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.085	DSDP Site 522	21-3-071	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.0887	DSDP Site 522	21-3-074	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.0925	DSDP Site 522	21-3-077	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.095	DSDP Site 522	21-3-079	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.1012	DSDP Site 522	21-3-083	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.105	DSDP Site 522	21-3-086	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.1087	DSDP Site 522	21-3-089	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.1125	DSDP Site 522	21-3-092	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.1162	DSDP Site 522	21-3-096	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.1213	DSDP Site 522	21-3-100	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.1262	DSDP Site 522	21-3-103	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.1287	DSDP Site 522	21-3-106	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.1338	DSDP Site 522	21-3-109	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.2288	DSDP Site 522	22-1-045	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.235	DSDP Site 522	22-1-051	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.2388	DSDP Site 522	22-1-054	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.2475	DSDP Site 522	22-1-061	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.2525	DSDP Site 522	22-1-064	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.2575	DSDP Site 522	22-1-068	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.26	DSDP Site 522	22-1-071	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.2638	DSDP Site 522	22-1-074	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.2688	DSDP Site 522	22-1-077	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.2725	DSDP Site 522	22-1-081	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.2763	DSDP Site 522	22-1-084	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.28	DSDP Site 522	22-1-086	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.2847	DSDP Site 522	22-1-090	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.2894	DSDP Site 522	22-1-093	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.2941	DSDP Site 522	22-1-095	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.3019	DSDP Site 522	22-1-100	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.305	DSDP Site 522	22-1-103	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.3113	DSDP Site 522	22-1-106	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.316	DSDP Site 522	22-1-109	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.3207	DSDP Site 522	22-1-112	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.3254	DSDP Site 522	22-1-115	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.3301	DSDP Site 522	22-1-118	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.3348	DSDP Site 522	22-1-121	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.3395	DSDP Site 522	22-1-124	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.3442	DSDP Site 522	22-1-127	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.351999999999997	DSDP Site 522	22-1-132	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.3551	DSDP Site 522	22-1-135	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.3598	DSDP Site 522	22-1-137	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.3645	DSDP Site 522	22-1-141	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.3692	DSDP Site 522	22-1-144	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.3739	DSDP Site 522	22-1-147	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.3801	DSDP Site 522	22-1-150	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.3848	DSDP Site 522	22-2-004	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.3895	DSDP Site 522	22-2-007	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.3942	DSDP Site 522	22-2-010	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.3989	DSDP Site 522	22-2-013	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.4083	DSDP Site 522	22-2-019	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.413	DSDP Site 522	22-2-022	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.4177	DSDP Site 522	22-2-025	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.4224	DSDP Site 522	22-2-028	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.4271	DSDP Site 522	22-2-031	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.4318	DSDP Site 522	22-2-034	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.4365	DSDP Site 522	22-2-036	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.4412	DSDP Site 522	22-2-040	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.4459	DSDP Site 522	22-2-043	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.4505	DSDP Site 522	22-2-046	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.4599	DSDP Site 522	22-2-051	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.4646	DSDP Site 522	22-2-055	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.4678	DSDP Site 522	22-2-057	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.474	DSDP Site 522	22-2-061	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.4787	DSDP Site 522	22-2-064	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.4834	DSDP Site 522	22-2-067	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.4881	DSDP Site 522	22-2-070	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.4928	DSDP Site 522	22-2-073	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.5053	DSDP Site 522	22-2-081	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.51	DSDP Site 522	22-2-083	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.5134	DSDP Site 522	22-2-086	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.5167	DSDP Site 522	22-2-090	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.5201	DSDP Site 522	22-2-093	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.5235	DSDP Site 522	22-2-096	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.5268	DSDP Site 522	22-2-098	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.5313	DSDP Site 522	22-2-102	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.5336	DSDP Site 522	22-2-105	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.5369	DSDP Site 522	22-2-108	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.5414	DSDP Site 522	22-2-112	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.5448	DSDP Site 522	22-2-114	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.546999999999997	DSDP Site 522	22-2-116	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.5504	DSDP Site 522	22-2-119	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.5538	DSDP Site 522	22-2-122	Ma	This study		GM-PMAG-POL:GM-INT-L	site
28.5571	DSDP Site 522	22-2-125	Ma	This study		GM-PMAG-POL:GM-INT-L	site
