tab	samples
citations	location	sample	site	method_codes	sample_core_depth
This study	DSDP Site 522	27-2-042	27-2-042	FS-C-DRILL-IODP:SP-SS-C:SO-V	101.72
This study	DSDP Site 522	27-2-045	27-2-045	FS-C-DRILL-IODP:SP-SS-C:SO-V	101.75
This study	DSDP Site 522	27-2-048	27-2-048	FS-C-DRILL-IODP:SP-SS-C:SO-V	101.78
This study	DSDP Site 522	27-2-051	27-2-051	FS-C-DRILL-IODP:SP-SS-C:SO-V	101.81
This study	DSDP Site 522	27-2-055	27-2-055	FS-C-DRILL-IODP:SP-SS-C:SO-V	101.85
This study	DSDP Site 522	27-2-059	27-2-059	FS-C-DRILL-IODP:SP-SS-C:SO-V	101.89
This study	DSDP Site 522	27-2-065	27-2-065	FS-C-DRILL-IODP:SP-SS-C:SO-V	101.95
This study	DSDP Site 522	27-2-068	27-2-068	FS-C-DRILL-IODP:SP-SS-C:SO-V	101.98
This study	DSDP Site 522	27-2-071	27-2-071	FS-C-DRILL-IODP:SP-SS-C:SO-V	102.01
This study	DSDP Site 522	27-2-074	27-2-074	FS-C-DRILL-IODP:SP-SS-C:SO-V	102.04
This study	DSDP Site 522	27-2-078	27-2-078	FS-C-DRILL-IODP:SP-SS-C:SO-V	102.08
This study	DSDP Site 522	27-2-082	27-2-082	FS-C-DRILL-IODP:SP-SS-C:SO-V	102.12
This study	DSDP Site 522	27-2-085	27-2-085	FS-C-DRILL-IODP:SP-SS-C:SO-V	102.15
This study	DSDP Site 522	27-2-089	27-2-089	FS-C-DRILL-IODP:SP-SS-C:SO-V	102.19
This study	DSDP Site 522	27-2-094	27-2-094	FS-C-DRILL-IODP:SP-SS-C:SO-V	102.24
This study	DSDP Site 522	27-2-100	27-2-100	FS-C-DRILL-IODP:SP-SS-C:SO-V	102.3
This study	DSDP Site 522	27-2-103	27-2-103	FS-C-DRILL-IODP:SP-SS-C:SO-V	102.33
This study	DSDP Site 522	27-2-106	27-2-106	FS-C-DRILL-IODP:SP-SS-C:SO-V	102.36
This study	DSDP Site 522	27-2-109	27-2-109	FS-C-DRILL-IODP:SP-SS-C:SO-V	102.39
This study	DSDP Site 522	27-2-112	27-2-112	FS-C-DRILL-IODP:SP-SS-C:SO-V	102.42
This study	DSDP Site 522	27-2-115	27-2-115	FS-C-DRILL-IODP:SP-SS-C:SO-V	102.45
This study	DSDP Site 522	27-2-118	27-2-118	FS-C-DRILL-IODP:SP-SS-C:SO-V	102.48
This study	DSDP Site 522	27-2-122	27-2-122	FS-C-DRILL-IODP:SP-SS-C:SO-V	102.52
This study	DSDP Site 522	27-2-125	27-2-125	FS-C-DRILL-IODP:SP-SS-C:SO-V	102.55
This study	DSDP Site 522	27-2-128	27-2-128	FS-C-DRILL-IODP:SP-SS-C:SO-V	102.58
This study	DSDP Site 522	27-2-132	27-2-132	FS-C-DRILL-IODP:SP-SS-C:SO-V	102.62
This study	DSDP Site 522	27-2-135	27-2-135	FS-C-DRILL-IODP:SP-SS-C:SO-V	102.65
This study	DSDP Site 522	27-2-139	27-2-139	FS-C-DRILL-IODP:SP-SS-C:SO-V	102.69
This study	DSDP Site 522	27-2-142	27-2-142	FS-C-DRILL-IODP:SP-SS-C:SO-V	102.72
This study	DSDP Site 522	27-2-145	27-2-145	FS-C-DRILL-IODP:SP-SS-C:SO-V	102.75
This study	DSDP Site 522	27-2-149	27-2-149	FS-C-DRILL-IODP:SP-SS-C:SO-V	102.79
This study	DSDP Site 522	27-3-017	27-3-017	FS-C-DRILL-IODP:SP-SS-C:SO-V	102.97
This study	DSDP Site 522	27-3-024	27-3-024	FS-C-DRILL-IODP:SP-SS-C:SO-V	103.03
This study	DSDP Site 522	27-3-026	27-3-026	FS-C-DRILL-IODP:SP-SS-C:SO-V	103.06
This study	DSDP Site 522	27-3-031	27-3-031	FS-C-DRILL-IODP:SP-SS-C:SO-V	103.1
This study	DSDP Site 522	27-3-034	27-3-034	FS-C-DRILL-IODP:SP-SS-C:SO-V	103.14
This study	DSDP Site 522	27-3-038	27-3-038	FS-C-DRILL-IODP:SP-SS-C:SO-V	103.17
This study	DSDP Site 522	27-3-042	27-3-042	FS-C-DRILL-IODP:SP-SS-C:SO-V	103.21
This study	DSDP Site 522	27-3-046	27-3-046	FS-C-DRILL-IODP:SP-SS-C:SO-V	103.26
This study	DSDP Site 522	27-3-050	27-3-050	FS-C-DRILL-IODP:SP-SS-C:SO-V	103.29
This study	DSDP Site 522	27-3-053	27-3-053	FS-C-DRILL-IODP:SP-SS-C:SO-V	103.32
This study	DSDP Site 522	27-3-056	27-3-056	FS-C-DRILL-IODP:SP-SS-C:SO-V	103.35
This study	DSDP Site 522	27-3-059	27-3-059	FS-C-DRILL-IODP:SP-SS-C:SO-V	103.39
This study	DSDP Site 522	27-3-062	27-3-062	FS-C-DRILL-IODP:SP-SS-C:SO-V	103.42
This study	DSDP Site 522	27-3-065	27-3-065	FS-C-DRILL-IODP:SP-SS-C:SO-V	103.45
This study	DSDP Site 522	27-3-068	27-3-068	FS-C-DRILL-IODP:SP-SS-C:SO-V	103.48
This study	DSDP Site 522	27-3-072	27-3-072	FS-C-DRILL-IODP:SP-SS-C:SO-V	103.52
This study	DSDP Site 522	27-3-075	27-3-075	FS-C-DRILL-IODP:SP-SS-C:SO-V	103.55
This study	DSDP Site 522	27-3-081	27-3-081	FS-C-DRILL-IODP:SP-SS-C:SO-V	103.61
This study	DSDP Site 522	27-3-084	27-3-084	FS-C-DRILL-IODP:SP-SS-C:SO-V	103.64
This study	DSDP Site 522	27-3-087	27-3-087	FS-C-DRILL-IODP:SP-SS-C:SO-V	103.67
This study	DSDP Site 522	27-3-090	27-3-090	FS-C-DRILL-IODP:SP-SS-C:SO-V	103.7
This study	DSDP Site 522	27-3-094	27-3-094	FS-C-DRILL-IODP:SP-SS-C:SO-V	103.74
This study	DSDP Site 522	27-3-097	27-3-097	FS-C-DRILL-IODP:SP-SS-C:SO-V	103.77
This study	DSDP Site 522	27-3-100	27-3-100	FS-C-DRILL-IODP:SP-SS-C:SO-V	103.8
This study	DSDP Site 522	27-3-103	27-3-103	FS-C-DRILL-IODP:SP-SS-C:SO-V	103.83
This study	DSDP Site 522	27-3-106	27-3-106	FS-C-DRILL-IODP:SP-SS-C:SO-V	103.86
This study	DSDP Site 522	27-3-109	27-3-109	FS-C-DRILL-IODP:SP-SS-C:SO-V	103.89
This study	DSDP Site 522	27-3-112	27-3-112	FS-C-DRILL-IODP:SP-SS-C:SO-V	103.92
This study	DSDP Site 522	27-3-115	27-3-115	FS-C-DRILL-IODP:SP-SS-C:SO-V	103.95
This study	DSDP Site 522	27-3-118	27-3-118	FS-C-DRILL-IODP:SP-SS-C:SO-V	103.98
This study	DSDP Site 522	27-3-121	27-3-121	FS-C-DRILL-IODP:SP-SS-C:SO-V	104.01
This study	DSDP Site 522	27-3-125	27-3-125	FS-C-DRILL-IODP:SP-SS-C:SO-V	104.05
This study	DSDP Site 522	27-3-128	27-3-128	FS-C-DRILL-IODP:SP-SS-C:SO-V	104.08
This study	DSDP Site 522	27-3-131	27-3-131	FS-C-DRILL-IODP:SP-SS-C:SO-V	104.11
This study	DSDP Site 522	27-3-134	27-3-134	FS-C-DRILL-IODP:SP-SS-C:SO-V	104.14
This study	DSDP Site 522	27-3-139	27-3-139	FS-C-DRILL-IODP:SP-SS-C:SO-V	104.19
This study	DSDP Site 522	28-1-025	28-1-025	FS-C-DRILL-IODP:SP-SS-C:SO-V	104.45
This study	DSDP Site 522	28-1-030	28-1-030	FS-C-DRILL-IODP:SP-SS-C:SO-V	104.5
This study	DSDP Site 522	28-1-033	28-1-033	FS-C-DRILL-IODP:SP-SS-C:SO-V	104.53
This study	DSDP Site 522	28-1-038	28-1-038	FS-C-DRILL-IODP:SP-SS-C:SO-V	104.58
This study	DSDP Site 522	28-1-042	28-1-042	FS-C-DRILL-IODP:SP-SS-C:SO-V	104.62
This study	DSDP Site 522	28-1-045	28-1-045	FS-C-DRILL-IODP:SP-SS-C:SO-V	104.65
This study	DSDP Site 522	28-1-051	28-1-051	FS-C-DRILL-IODP:SP-SS-C:SO-V	104.71
This study	DSDP Site 522	28-1-054	28-1-054	FS-C-DRILL-IODP:SP-SS-C:SO-V	104.74
This study	DSDP Site 522	28-1-060	28-1-060	FS-C-DRILL-IODP:SP-SS-C:SO-V	104.8
This study	DSDP Site 522	28-1-063	28-1-063	FS-C-DRILL-IODP:SP-SS-C:SO-V	104.83
This study	DSDP Site 522	28-1-066	28-1-066	FS-C-DRILL-IODP:SP-SS-C:SO-V	104.86
This study	DSDP Site 522	28-1-069	28-1-069	FS-C-DRILL-IODP:SP-SS-C:SO-V	104.89
This study	DSDP Site 522	28-1-072	28-1-072	FS-C-DRILL-IODP:SP-SS-C:SO-V	104.92
This study	DSDP Site 522	28-1-075	28-1-075	FS-C-DRILL-IODP:SP-SS-C:SO-V	104.95
This study	DSDP Site 522	28-1-078	28-1-078	FS-C-DRILL-IODP:SP-SS-C:SO-V	104.98
This study	DSDP Site 522	28-1-081	28-1-081	FS-C-DRILL-IODP:SP-SS-C:SO-V	105.01
This study	DSDP Site 522	28-1-084	28-1-084	FS-C-DRILL-IODP:SP-SS-C:SO-V	105.04
This study	DSDP Site 522	28-1-087	28-1-087	FS-C-DRILL-IODP:SP-SS-C:SO-V	105.07
This study	DSDP Site 522	28-1-090	28-1-090	FS-C-DRILL-IODP:SP-SS-C:SO-V	105.1
This study	DSDP Site 522	28-1-094	28-1-094	FS-C-DRILL-IODP:SP-SS-C:SO-V	105.14
This study	DSDP Site 522	28-1-097	28-1-097	FS-C-DRILL-IODP:SP-SS-C:SO-V	105.17
This study	DSDP Site 522	28-1-100	28-1-100	FS-C-DRILL-IODP:SP-SS-C:SO-V	105.2
This study	DSDP Site 522	28-1-103	28-1-103	FS-C-DRILL-IODP:SP-SS-C:SO-V	105.23
This study	DSDP Site 522	28-1-106	28-1-106	FS-C-DRILL-IODP:SP-SS-C:SO-V	105.26
This study	DSDP Site 522	28-1-109	28-1-109	FS-C-DRILL-IODP:SP-SS-C:SO-V	105.29
This study	DSDP Site 522	28-1-112	28-1-112	FS-C-DRILL-IODP:SP-SS-C:SO-V	105.32
This study	DSDP Site 522	28-1-115	28-1-115	FS-C-DRILL-IODP:SP-SS-C:SO-V	105.35
This study	DSDP Site 522	28-1-118	28-1-118	FS-C-DRILL-IODP:SP-SS-C:SO-V	105.38
This study	DSDP Site 522	28-1-122	28-1-122	FS-C-DRILL-IODP:SP-SS-C:SO-V	105.42
This study	DSDP Site 522	28-1-125	28-1-125	FS-C-DRILL-IODP:SP-SS-C:SO-V	105.45
This study	DSDP Site 522	28-1-128	28-1-128	FS-C-DRILL-IODP:SP-SS-C:SO-V	105.48
This study	DSDP Site 522	28-1-131	28-1-131	FS-C-DRILL-IODP:SP-SS-C:SO-V	105.51
This study	DSDP Site 522	28-1-134	28-1-134	FS-C-DRILL-IODP:SP-SS-C:SO-V	105.54
This study	DSDP Site 522	28-1-137	28-1-137	FS-C-DRILL-IODP:SP-SS-C:SO-V	105.57
This study	DSDP Site 522	28-1-141	28-1-141	FS-C-DRILL-IODP:SP-SS-C:SO-V	105.61
This study	DSDP Site 522	28-1-144	28-1-144	FS-C-DRILL-IODP:SP-SS-C:SO-V	105.64
This study	DSDP Site 522	28-1-147	28-1-147	FS-C-DRILL-IODP:SP-SS-C:SO-V	105.67
This study	DSDP Site 522	28-2-004	28-2-004	FS-C-DRILL-IODP:SP-SS-C:SO-V	105.74
This study	DSDP Site 522	28-2-011	28-2-011	FS-C-DRILL-IODP:SP-SS-C:SO-V	105.81
This study	DSDP Site 522	28-2-014	28-2-014	FS-C-DRILL-IODP:SP-SS-C:SO-V	105.84
This study	DSDP Site 522	28-2-017	28-2-017	FS-C-DRILL-IODP:SP-SS-C:SO-V	105.87
This study	DSDP Site 522	28-2-020	28-2-020	FS-C-DRILL-IODP:SP-SS-C:SO-V	105.9
This study	DSDP Site 522	28-2-024	28-2-024	FS-C-DRILL-IODP:SP-SS-C:SO-V	105.94
This study	DSDP Site 522	28-2-027	28-2-027	FS-C-DRILL-IODP:SP-SS-C:SO-V	105.97
This study	DSDP Site 522	28-2-030	28-2-030	FS-C-DRILL-IODP:SP-SS-C:SO-V	106
This study	DSDP Site 522	28-2-033	28-2-033	FS-C-DRILL-IODP:SP-SS-C:SO-V	106.03
This study	DSDP Site 522	28-2-036	28-2-036	FS-C-DRILL-IODP:SP-SS-C:SO-V	106.06
This study	DSDP Site 522	28-2-040	28-2-040	FS-C-DRILL-IODP:SP-SS-C:SO-V	106.1
This study	DSDP Site 522	28-2-045	28-2-045	FS-C-DRILL-IODP:SP-SS-C:SO-V	106.15
This study	DSDP Site 522	28-2-048	28-2-048	FS-C-DRILL-IODP:SP-SS-C:SO-V	106.18
This study	DSDP Site 522	28-2-051	28-2-051	FS-C-DRILL-IODP:SP-SS-C:SO-V	106.21
This study	DSDP Site 522	28-2-055	28-2-055	FS-C-DRILL-IODP:SP-SS-C:SO-V	106.25
This study	DSDP Site 522	28-2-058	28-2-058	FS-C-DRILL-IODP:SP-SS-C:SO-V	106.28
This study	DSDP Site 522	28-2-061	28-2-061	FS-C-DRILL-IODP:SP-SS-C:SO-V	106.31
This study	DSDP Site 522	28-2-064	28-2-064	FS-C-DRILL-IODP:SP-SS-C:SO-V	106.34
This study	DSDP Site 522	28-2-067	28-2-067	FS-C-DRILL-IODP:SP-SS-C:SO-V	106.37
This study	DSDP Site 522	28-2-071	28-2-071	FS-C-DRILL-IODP:SP-SS-C:SO-V	106.41
This study	DSDP Site 522	28-2-075	28-2-075	FS-C-DRILL-IODP:SP-SS-C:SO-V	106.45
This study	DSDP Site 522	28-2-077	28-2-077	FS-C-DRILL-IODP:SP-SS-C:SO-V	106.47
This study	DSDP Site 522	28-2-080	28-2-080	FS-C-DRILL-IODP:SP-SS-C:SO-V	106.5
This study	DSDP Site 522	28-2-083	28-2-083	FS-C-DRILL-IODP:SP-SS-C:SO-V	106.53
This study	DSDP Site 522	28-2-089	28-2-089	FS-C-DRILL-IODP:SP-SS-C:SO-V	106.59
This study	DSDP Site 522	28-2-093	28-2-093	FS-C-DRILL-IODP:SP-SS-C:SO-V	106.63
This study	DSDP Site 522	28-2-096	28-2-096	FS-C-DRILL-IODP:SP-SS-C:SO-V	106.66
This study	DSDP Site 522	28-2-099	28-2-099	FS-C-DRILL-IODP:SP-SS-C:SO-V	106.69
This study	DSDP Site 522	28-2-103	28-2-103	FS-C-DRILL-IODP:SP-SS-C:SO-V	106.73
This study	DSDP Site 522	28-2-106	28-2-106	FS-C-DRILL-IODP:SP-SS-C:SO-V	106.76
This study	DSDP Site 522	28-2-109	28-2-109	FS-C-DRILL-IODP:SP-SS-C:SO-V	106.79
This study	DSDP Site 522	28-2-111	28-2-111	FS-C-DRILL-IODP:SP-SS-C:SO-V	106.81
This study	DSDP Site 522	28-2-114	28-2-114	FS-C-DRILL-IODP:SP-SS-C:SO-V	106.84
This study	DSDP Site 522	28-2-118	28-2-118	FS-C-DRILL-IODP:SP-SS-C:SO-V	106.88
This study	DSDP Site 522	28-2-122	28-2-122	FS-C-DRILL-IODP:SP-SS-C:SO-V	106.92
This study	DSDP Site 522	28-2-125	28-2-125	FS-C-DRILL-IODP:SP-SS-C:SO-V	106.95
This study	DSDP Site 522	28-2-128	28-2-128	FS-C-DRILL-IODP:SP-SS-C:SO-V	106.98
This study	DSDP Site 522	28-2-132	28-2-132	FS-C-DRILL-IODP:SP-SS-C:SO-V	107.02
This study	DSDP Site 522	28-2-135	28-2-135	FS-C-DRILL-IODP:SP-SS-C:SO-V	107.05
This study	DSDP Site 522	28-2-138	28-2-138	FS-C-DRILL-IODP:SP-SS-C:SO-V	107.08
This study	DSDP Site 522	28-2-141	28-2-141	FS-C-DRILL-IODP:SP-SS-C:SO-V	107.11
This study	DSDP Site 522	28-2-145	28-2-145	FS-C-DRILL-IODP:SP-SS-C:SO-V	107.15
This study	DSDP Site 522	28-2-148	28-2-148	FS-C-DRILL-IODP:SP-SS-C:SO-V	107.18
This study	DSDP Site 522	28-3-012	28-3-012	FS-C-DRILL-IODP:SP-SS-C:SO-V	107.32
This study	DSDP Site 522	28-3-015	28-3-015	FS-C-DRILL-IODP:SP-SS-C:SO-V	107.35
This study	DSDP Site 522	28-3-018	28-3-018	FS-C-DRILL-IODP:SP-SS-C:SO-V	107.38
This study	DSDP Site 522	28-3-022	28-3-022	FS-C-DRILL-IODP:SP-SS-C:SO-V	107.42
This study	DSDP Site 522	28-3-025	28-3-025	FS-C-DRILL-IODP:SP-SS-C:SO-V	107.45
This study	DSDP Site 522	28-3-028	28-3-028	FS-C-DRILL-IODP:SP-SS-C:SO-V	107.48
This study	DSDP Site 522	28-3-031	28-3-031	FS-C-DRILL-IODP:SP-SS-C:SO-V	107.51
This study	DSDP Site 522	28-3-034	28-3-034	FS-C-DRILL-IODP:SP-SS-C:SO-V	107.54
This study	DSDP Site 522	28-3-037	28-3-037	FS-C-DRILL-IODP:SP-SS-C:SO-V	107.57
This study	DSDP Site 522	28-3-039	28-3-039	FS-C-DRILL-IODP:SP-SS-C:SO-V	107.59
This study	DSDP Site 522	28-3-042	28-3-042	FS-C-DRILL-IODP:SP-SS-C:SO-V	107.62
This study	DSDP Site 522	28-3-045	28-3-045	FS-C-DRILL-IODP:SP-SS-C:SO-V	107.65
This study	DSDP Site 522	28-3-048	28-3-048	FS-C-DRILL-IODP:SP-SS-C:SO-V	107.68
This study	DSDP Site 522	28-3-054	28-3-054	FS-C-DRILL-IODP:SP-SS-C:SO-V	107.74
This study	DSDP Site 522	28-3-057	28-3-057	FS-C-DRILL-IODP:SP-SS-C:SO-V	107.77
This study	DSDP Site 522	28-3-063	28-3-063	FS-C-DRILL-IODP:SP-SS-C:SO-V	107.83
This study	DSDP Site 522	28-3-066	28-3-066	FS-C-DRILL-IODP:SP-SS-C:SO-V	107.86
This study	DSDP Site 522	28-3-069	28-3-069	FS-C-DRILL-IODP:SP-SS-C:SO-V	107.89
This study	DSDP Site 522	28-3-073	28-3-073	FS-C-DRILL-IODP:SP-SS-C:SO-V	107.93
This study	DSDP Site 522	28-3-076	28-3-076	FS-C-DRILL-IODP:SP-SS-C:SO-V	107.96
This study	DSDP Site 522	28-3-079	28-3-079	FS-C-DRILL-IODP:SP-SS-C:SO-V	107.99
This study	DSDP Site 522	28-3-082	28-3-082	FS-C-DRILL-IODP:SP-SS-C:SO-V	108.02
This study	DSDP Site 522	28-3-085	28-3-085	FS-C-DRILL-IODP:SP-SS-C:SO-V	108.05
This study	DSDP Site 522	28-3-088	28-3-088	FS-C-DRILL-IODP:SP-SS-C:SO-V	108.08
This study	DSDP Site 522	28-3-091	28-3-091	FS-C-DRILL-IODP:SP-SS-C:SO-V	108.11
This study	DSDP Site 522	28-3-094	28-3-094	FS-C-DRILL-IODP:SP-SS-C:SO-V	108.14
This study	DSDP Site 522	28-3-097	28-3-097	FS-C-DRILL-IODP:SP-SS-C:SO-V	108.17
This study	DSDP Site 522	28-3-100	28-3-100	FS-C-DRILL-IODP:SP-SS-C:SO-V	108.2
This study	DSDP Site 522	28-3-103	28-3-103	FS-C-DRILL-IODP:SP-SS-C:SO-V	108.23
This study	DSDP Site 522	28-3-106	28-3-106	FS-C-DRILL-IODP:SP-SS-C:SO-V	108.26
This study	DSDP Site 522	28-3-112	28-3-112	FS-C-DRILL-IODP:SP-SS-C:SO-V	108.32
This study	DSDP Site 522	28-3-114	28-3-114	FS-C-DRILL-IODP:SP-SS-C:SO-V	108.34
This study	DSDP Site 522	29-1-004	29-1-004	FS-C-DRILL-IODP:SP-SS-C:SO-V	108.64
This study	DSDP Site 522	29-1-008	29-1-008	FS-C-DRILL-IODP:SP-SS-C:SO-V	108.68
This study	DSDP Site 522	29-1-011	29-1-011	FS-C-DRILL-IODP:SP-SS-C:SO-V	108.71
This study	DSDP Site 522	29-1-017	29-1-017	FS-C-DRILL-IODP:SP-SS-C:SO-V	108.77
This study	DSDP Site 522	29-1-027	29-1-027	FS-C-DRILL-IODP:SP-SS-C:SO-V	108.87
This study	DSDP Site 522	29-1-030	29-1-030	FS-C-DRILL-IODP:SP-SS-C:SO-V	108.9
This study	DSDP Site 522	29-1-033	29-1-033	FS-C-DRILL-IODP:SP-SS-C:SO-V	108.93
This study	DSDP Site 522	29-1-037	29-1-037	FS-C-DRILL-IODP:SP-SS-C:SO-V	108.97
This study	DSDP Site 522	29-1-040	29-1-040	FS-C-DRILL-IODP:SP-SS-C:SO-V	109
This study	DSDP Site 522	29-1-043	29-1-043	FS-C-DRILL-IODP:SP-SS-C:SO-V	109.03
This study	DSDP Site 522	29-1-047	29-1-047	FS-C-DRILL-IODP:SP-SS-C:SO-V	109.07
This study	DSDP Site 522	29-1-051	29-1-051	FS-C-DRILL-IODP:SP-SS-C:SO-V	109.11
This study	DSDP Site 522	29-1-054	29-1-054	FS-C-DRILL-IODP:SP-SS-C:SO-V	109.14
This study	DSDP Site 522	29-1-057	29-1-057	FS-C-DRILL-IODP:SP-SS-C:SO-V	109.17
This study	DSDP Site 522	29-1-061	29-1-061	FS-C-DRILL-IODP:SP-SS-C:SO-V	109.21
This study	DSDP Site 522	29-1-068	29-1-068	FS-C-DRILL-IODP:SP-SS-C:SO-V	109.28
This study	DSDP Site 522	29-1-070	29-1-070	FS-C-DRILL-IODP:SP-SS-C:SO-V	109.3
This study	DSDP Site 522	29-1-073	29-1-073	FS-C-DRILL-IODP:SP-SS-C:SO-V	109.33
This study	DSDP Site 522	29-1-078	29-1-078	FS-C-DRILL-IODP:SP-SS-C:SO-V	109.38
This study	DSDP Site 522	29-1-083	29-1-083	FS-C-DRILL-IODP:SP-SS-C:SO-V	109.43
This study	DSDP Site 522	29-1-086	29-1-086	FS-C-DRILL-IODP:SP-SS-C:SO-V	109.46
This study	DSDP Site 522	29-1-094	29-1-094	FS-C-DRILL-IODP:SP-SS-C:SO-V	109.54
This study	DSDP Site 522	29-1-097	29-1-097	FS-C-DRILL-IODP:SP-SS-C:SO-V	109.57
This study	DSDP Site 522	29-1-100	29-1-100	FS-C-DRILL-IODP:SP-SS-C:SO-V	109.6
This study	DSDP Site 522	29-1-103	29-1-103	FS-C-DRILL-IODP:SP-SS-C:SO-V	109.63
This study	DSDP Site 522	29-1-106	29-1-106	FS-C-DRILL-IODP:SP-SS-C:SO-V	109.66
This study	DSDP Site 522	29-1-109	29-1-109	FS-C-DRILL-IODP:SP-SS-C:SO-V	109.69
This study	DSDP Site 522	29-1-112	29-1-112	FS-C-DRILL-IODP:SP-SS-C:SO-V	109.72
This study	DSDP Site 522	29-1-115	29-1-115	FS-C-DRILL-IODP:SP-SS-C:SO-V	109.75
This study	DSDP Site 522	29-1-118	29-1-118	FS-C-DRILL-IODP:SP-SS-C:SO-V	109.78
This study	DSDP Site 522	29-1-123	29-1-123	FS-C-DRILL-IODP:SP-SS-C:SO-V	109.83
This study	DSDP Site 522	29-1-126	29-1-126	FS-C-DRILL-IODP:SP-SS-C:SO-V	109.86
This study	DSDP Site 522	29-1-131	29-1-131	FS-C-DRILL-IODP:SP-SS-C:SO-V	109.91
This study	DSDP Site 522	29-1-134	29-1-134	FS-C-DRILL-IODP:SP-SS-C:SO-V	109.94
This study	DSDP Site 522	29-1-137	29-1-137	FS-C-DRILL-IODP:SP-SS-C:SO-V	109.97
This study	DSDP Site 522	29-1-140	29-1-140	FS-C-DRILL-IODP:SP-SS-C:SO-V	110
This study	DSDP Site 522	29-1-144	29-1-144	FS-C-DRILL-IODP:SP-SS-C:SO-V	110.04
This study	DSDP Site 522	29-2-004	29-2-004	FS-C-DRILL-IODP:SP-SS-C:SO-V	110.14
This study	DSDP Site 522	29-2-007	29-2-007	FS-C-DRILL-IODP:SP-SS-C:SO-V	110.17
This study	DSDP Site 522	29-2-010	29-2-010	FS-C-DRILL-IODP:SP-SS-C:SO-V	110.2
This study	DSDP Site 522	29-2-014	29-2-014	FS-C-DRILL-IODP:SP-SS-C:SO-V	110.24
This study	DSDP Site 522	29-2-017	29-2-017	FS-C-DRILL-IODP:SP-SS-C:SO-V	110.27
This study	DSDP Site 522	29-2-020	29-2-020	FS-C-DRILL-IODP:SP-SS-C:SO-V	110.3
This study	DSDP Site 522	29-2-023	29-2-023	FS-C-DRILL-IODP:SP-SS-C:SO-V	110.33
This study	DSDP Site 522	29-2-026	29-2-026	FS-C-DRILL-IODP:SP-SS-C:SO-V	110.36
This study	DSDP Site 522	29-2-029	29-2-029	FS-C-DRILL-IODP:SP-SS-C:SO-V	110.39
This study	DSDP Site 522	29-2-032	29-2-032	FS-C-DRILL-IODP:SP-SS-C:SO-V	110.42
This study	DSDP Site 522	29-2-036	29-2-036	FS-C-DRILL-IODP:SP-SS-C:SO-V	110.46
This study	DSDP Site 522	29-2-039	29-2-039	FS-C-DRILL-IODP:SP-SS-C:SO-V	110.49
This study	DSDP Site 522	29-2-042	29-2-042	FS-C-DRILL-IODP:SP-SS-C:SO-V	110.52
This study	DSDP Site 522	29-2-045	29-2-045	FS-C-DRILL-IODP:SP-SS-C:SO-V	110.55
This study	DSDP Site 522	29-2-048	29-2-048	FS-C-DRILL-IODP:SP-SS-C:SO-V	110.58
This study	DSDP Site 522	29-2-051	29-2-051	FS-C-DRILL-IODP:SP-SS-C:SO-V	110.61
This study	DSDP Site 522	29-2-054	29-2-054	FS-C-DRILL-IODP:SP-SS-C:SO-V	110.64
This study	DSDP Site 522	29-2-057	29-2-057	FS-C-DRILL-IODP:SP-SS-C:SO-V	110.67
This study	DSDP Site 522	29-2-061	29-2-061	FS-C-DRILL-IODP:SP-SS-C:SO-V	110.71
This study	DSDP Site 522	29-2-064	29-2-064	FS-C-DRILL-IODP:SP-SS-C:SO-V	110.74
This study	DSDP Site 522	29-2-068	29-2-068	FS-C-DRILL-IODP:SP-SS-C:SO-V	110.78
This study	DSDP Site 522	29-2-071	29-2-071	FS-C-DRILL-IODP:SP-SS-C:SO-V	110.81
This study	DSDP Site 522	29-2-075	29-2-075	FS-C-DRILL-IODP:SP-SS-C:SO-V	110.85
This study	DSDP Site 522	29-2-078	29-2-078	FS-C-DRILL-IODP:SP-SS-C:SO-V	110.88
This study	DSDP Site 522	29-2-081	29-2-081	FS-C-DRILL-IODP:SP-SS-C:SO-V	110.91
This study	DSDP Site 522	29-2-084	29-2-084	FS-C-DRILL-IODP:SP-SS-C:SO-V	110.94
This study	DSDP Site 522	29-2-087	29-2-087	FS-C-DRILL-IODP:SP-SS-C:SO-V	110.97
This study	DSDP Site 522	29-2-090	29-2-090	FS-C-DRILL-IODP:SP-SS-C:SO-V	111
This study	DSDP Site 522	29-2-094	29-2-094	FS-C-DRILL-IODP:SP-SS-C:SO-V	111.04
This study	DSDP Site 522	29-2-098	29-2-098	FS-C-DRILL-IODP:SP-SS-C:SO-V	111.08
This study	DSDP Site 522	29-2-104	29-2-104	FS-C-DRILL-IODP:SP-SS-C:SO-V	111.14
This study	DSDP Site 522	29-2-110	29-2-110	FS-C-DRILL-IODP:SP-SS-C:SO-V	111.2
This study	DSDP Site 522	29-2-114	29-2-114	FS-C-DRILL-IODP:SP-SS-C:SO-V	111.24
This study	DSDP Site 522	29-2-117	29-2-117	FS-C-DRILL-IODP:SP-SS-C:SO-V	111.27
This study	DSDP Site 522	29-2-120	29-2-120	FS-C-DRILL-IODP:SP-SS-C:SO-V	111.3
This study	DSDP Site 522	29-2-124	29-2-124	FS-C-DRILL-IODP:SP-SS-C:SO-V	111.34
This study	DSDP Site 522	29-2-126	29-2-126	FS-C-DRILL-IODP:SP-SS-C:SO-V	111.36
This study	DSDP Site 522	29-2-130	29-2-130	FS-C-DRILL-IODP:SP-SS-C:SO-V	111.4
