tab	samples
citations	location	sample	site	method_codes	sample_core_depth
This study	DSDP Site 522	29-2-133	29-2-133	FS-C-DRILL-IODP:SP-SS-C:SO-V	111.43
This study	DSDP Site 522	29-2-139	29-2-139	FS-C-DRILL-IODP:SP-SS-C:SO-V	111.49
This study	DSDP Site 522	29-2-142	29-2-142	FS-C-DRILL-IODP:SP-SS-C:SO-V	111.52
This study	DSDP Site 522	29-2-145	29-2-145	FS-C-DRILL-IODP:SP-SS-C:SO-V	111.55
This study	DSDP Site 522	29-2-148	29-2-148	FS-C-DRILL-IODP:SP-SS-C:SO-V	111.58
This study	DSDP Site 522	29-3-003	29-3-003	FS-C-DRILL-IODP:SP-SS-C:SO-V	111.63
This study	DSDP Site 522	29-3-006	29-3-006	FS-C-DRILL-IODP:SP-SS-C:SO-V	111.65
This study	DSDP Site 522	29-3-009	29-3-009	FS-C-DRILL-IODP:SP-SS-C:SO-V	111.68
This study	DSDP Site 522	29-3-013	29-3-013	FS-C-DRILL-IODP:SP-SS-C:SO-V	111.73
This study	DSDP Site 522	29-3-016	29-3-016	FS-C-DRILL-IODP:SP-SS-C:SO-V	111.76
This study	DSDP Site 522	29-3-020	29-3-020	FS-C-DRILL-IODP:SP-SS-C:SO-V	111.8
This study	DSDP Site 522	29-3-023	29-3-023	FS-C-DRILL-IODP:SP-SS-C:SO-V	111.83
This study	DSDP Site 522	29-3-030	29-3-030	FS-C-DRILL-IODP:SP-SS-C:SO-V	111.89
This study	DSDP Site 522	29-3-033	29-3-033	FS-C-DRILL-IODP:SP-SS-C:SO-V	111.92
This study	DSDP Site 522	29-3-038	29-3-038	FS-C-DRILL-IODP:SP-SS-C:SO-V	111.98
This study	DSDP Site 522	29-3-041	29-3-041	FS-C-DRILL-IODP:SP-SS-C:SO-V	112.01
This study	DSDP Site 522	29-3-044	29-3-044	FS-C-DRILL-IODP:SP-SS-C:SO-V	112.04
This study	DSDP Site 522	29-3-047	29-3-047	FS-C-DRILL-IODP:SP-SS-C:SO-V	112.07
This study	DSDP Site 522	29-3-050	29-3-050	FS-C-DRILL-IODP:SP-SS-C:SO-V	112.09
This study	DSDP Site 522	29-3-053	29-3-053	FS-C-DRILL-IODP:SP-SS-C:SO-V	112.12
This study	DSDP Site 522	29-3-056	29-3-056	FS-C-DRILL-IODP:SP-SS-C:SO-V	112.15
This study	DSDP Site 522	29-3-059	29-3-059	FS-C-DRILL-IODP:SP-SS-C:SO-V	112.18
This study	DSDP Site 522	29-3-061	29-3-061	FS-C-DRILL-IODP:SP-SS-C:SO-V	112.21
This study	DSDP Site 522	29-3-065	29-3-065	FS-C-DRILL-IODP:SP-SS-C:SO-V	112.25
This study	DSDP Site 522	29-3-068	29-3-068	FS-C-DRILL-IODP:SP-SS-C:SO-V	112.28
This study	DSDP Site 522	29-3-071	29-3-071	FS-C-DRILL-IODP:SP-SS-C:SO-V	112.31
This study	DSDP Site 522	29-3-075	29-3-075	FS-C-DRILL-IODP:SP-SS-C:SO-V	112.34
This study	DSDP Site 522	29-3-077	29-3-077	FS-C-DRILL-IODP:SP-SS-C:SO-V	112.37
This study	DSDP Site 522	29-3-080	29-3-080	FS-C-DRILL-IODP:SP-SS-C:SO-V	112.4
This study	DSDP Site 522	29-3-083	29-3-083	FS-C-DRILL-IODP:SP-SS-C:SO-V	112.43
This study	DSDP Site 522	29-3-086	29-3-086	FS-C-DRILL-IODP:SP-SS-C:SO-V	112.46
This study	DSDP Site 522	29-3-089	29-3-089	FS-C-DRILL-IODP:SP-SS-C:SO-V	112.49
This study	DSDP Site 522	29-3-092	29-3-092	FS-C-DRILL-IODP:SP-SS-C:SO-V	112.52
This study	DSDP Site 522	29-3-095	29-3-095	FS-C-DRILL-IODP:SP-SS-C:SO-V	112.55
This study	DSDP Site 522	29-3-098	29-3-098	FS-C-DRILL-IODP:SP-SS-C:SO-V	112.62
This study	DSDP Site 522	29-3-102	29-3-102	FS-C-DRILL-IODP:SP-SS-C:SO-V	112.64
This study	DSDP Site 522	29-3-104	29-3-104	FS-C-DRILL-IODP:SP-SS-C:SO-V	112.69
This study	DSDP Site 522	29-3-109	29-3-109	FS-C-DRILL-IODP:SP-SS-C:SO-V	112.72
This study	DSDP Site 522	29-3-112	29-3-112	FS-C-DRILL-IODP:SP-SS-C:SO-V	112.75
This study	DSDP Site 522	30-1-010	30-1-010	FS-C-DRILL-IODP:SP-SS-C:SO-V	113.1
This study	DSDP Site 522	30-1-013	30-1-013	FS-C-DRILL-IODP:SP-SS-C:SO-V	113.13
This study	DSDP Site 522	30-1-016	30-1-016	FS-C-DRILL-IODP:SP-SS-C:SO-V	113.16
This study	DSDP Site 522	30-1-019	30-1-019	FS-C-DRILL-IODP:SP-SS-C:SO-V	113.19
This study	DSDP Site 522	30-1-022	30-1-022	FS-C-DRILL-IODP:SP-SS-C:SO-V	113.22
This study	DSDP Site 522	30-1-025	30-1-025	FS-C-DRILL-IODP:SP-SS-C:SO-V	113.25
This study	DSDP Site 522	30-1-029	30-1-029	FS-C-DRILL-IODP:SP-SS-C:SO-V	113.29
This study	DSDP Site 522	30-1-032	30-1-032	FS-C-DRILL-IODP:SP-SS-C:SO-V	113.32
This study	DSDP Site 522	30-1-035	30-1-035	FS-C-DRILL-IODP:SP-SS-C:SO-V	113.35
This study	DSDP Site 522	30-1-038	30-1-038	FS-C-DRILL-IODP:SP-SS-C:SO-V	113.38
This study	DSDP Site 522	30-1-041	30-1-041	FS-C-DRILL-IODP:SP-SS-C:SO-V	113.41
This study	DSDP Site 522	30-1-044	30-1-044	FS-C-DRILL-IODP:SP-SS-C:SO-V	113.44
This study	DSDP Site 522	30-1-047	30-1-047	FS-C-DRILL-IODP:SP-SS-C:SO-V	113.47
This study	DSDP Site 522	30-1-051	30-1-051	FS-C-DRILL-IODP:SP-SS-C:SO-V	113.51
This study	DSDP Site 522	30-1-054	30-1-054	FS-C-DRILL-IODP:SP-SS-C:SO-V	113.54
This study	DSDP Site 522	30-1-057	30-1-057	FS-C-DRILL-IODP:SP-SS-C:SO-V	113.57
This study	DSDP Site 522	30-1-060	30-1-060	FS-C-DRILL-IODP:SP-SS-C:SO-V	113.6
This study	DSDP Site 522	30-1-063	30-1-063	FS-C-DRILL-IODP:SP-SS-C:SO-V	113.63
This study	DSDP Site 522	30-1-066	30-1-066	FS-C-DRILL-IODP:SP-SS-C:SO-V	113.66
This study	DSDP Site 522	30-1-069	30-1-069	FS-C-DRILL-IODP:SP-SS-C:SO-V	113.69
This study	DSDP Site 522	30-1-072	30-1-072	FS-C-DRILL-IODP:SP-SS-C:SO-V	113.72
This study	DSDP Site 522	30-1-075	30-1-075	FS-C-DRILL-IODP:SP-SS-C:SO-V	113.75
This study	DSDP Site 522	30-1-078	30-1-078	FS-C-DRILL-IODP:SP-SS-C:SO-V	113.78
This study	DSDP Site 522	30-1-081	30-1-081	FS-C-DRILL-IODP:SP-SS-C:SO-V	113.81
This study	DSDP Site 522	30-1-087	30-1-087	FS-C-DRILL-IODP:SP-SS-C:SO-V	113.87
This study	DSDP Site 522	30-1-090	30-1-090	FS-C-DRILL-IODP:SP-SS-C:SO-V	113.9
This study	DSDP Site 522	30-1-093	30-1-093	FS-C-DRILL-IODP:SP-SS-C:SO-V	113.93
This study	DSDP Site 522	30-1-096	30-1-096	FS-C-DRILL-IODP:SP-SS-C:SO-V	113.96
This study	DSDP Site 522	30-1-099	30-1-099	FS-C-DRILL-IODP:SP-SS-C:SO-V	113.99
This study	DSDP Site 522	30-1-102	30-1-102	FS-C-DRILL-IODP:SP-SS-C:SO-V	114.02
This study	DSDP Site 522	30-1-105	30-1-105	FS-C-DRILL-IODP:SP-SS-C:SO-V	114.05
This study	DSDP Site 522	30-1-108	30-1-108	FS-C-DRILL-IODP:SP-SS-C:SO-V	114.08
This study	DSDP Site 522	30-1-111	30-1-111	FS-C-DRILL-IODP:SP-SS-C:SO-V	114.11
This study	DSDP Site 522	30-1-114	30-1-114	FS-C-DRILL-IODP:SP-SS-C:SO-V	114.14
This study	DSDP Site 522	30-1-118	30-1-118	FS-C-DRILL-IODP:SP-SS-C:SO-V	114.18
This study	DSDP Site 522	30-1-125	30-1-125	FS-C-DRILL-IODP:SP-SS-C:SO-V	114.25
This study	DSDP Site 522	30-1-128	30-1-128	FS-C-DRILL-IODP:SP-SS-C:SO-V	114.28
This study	DSDP Site 522	30-1-131	30-1-131	FS-C-DRILL-IODP:SP-SS-C:SO-V	114.31
This study	DSDP Site 522	30-1-133	30-1-133	FS-C-DRILL-IODP:SP-SS-C:SO-V	114.33
This study	DSDP Site 522	30-1-136	30-1-136	FS-C-DRILL-IODP:SP-SS-C:SO-V	114.36
This study	DSDP Site 522	30-1-140	30-1-140	FS-C-DRILL-IODP:SP-SS-C:SO-V	114.4
This study	DSDP Site 522	30-1-143	30-1-143	FS-C-DRILL-IODP:SP-SS-C:SO-V	114.43
This study	DSDP Site 522	30-1-146	30-1-146	FS-C-DRILL-IODP:SP-SS-C:SO-V	114.46
This study	DSDP Site 522	30-1-149	30-1-149	FS-C-DRILL-IODP:SP-SS-C:SO-V	114.49
This study	DSDP Site 522	30-2-005	30-2-005	FS-C-DRILL-IODP:SP-SS-C:SO-V	114.55
This study	DSDP Site 522	30-2-008	30-2-008	FS-C-DRILL-IODP:SP-SS-C:SO-V	114.58
This study	DSDP Site 522	30-2-011	30-2-011	FS-C-DRILL-IODP:SP-SS-C:SO-V	114.61
This study	DSDP Site 522	30-2-014	30-2-014	FS-C-DRILL-IODP:SP-SS-C:SO-V	114.64
This study	DSDP Site 522	30-2-017	30-2-017	FS-C-DRILL-IODP:SP-SS-C:SO-V	114.67
This study	DSDP Site 522	30-2-020	30-2-020	FS-C-DRILL-IODP:SP-SS-C:SO-V	114.7
This study	DSDP Site 522	30-2-024	30-2-024	FS-C-DRILL-IODP:SP-SS-C:SO-V	114.74
This study	DSDP Site 522	30-2-028	30-2-028	FS-C-DRILL-IODP:SP-SS-C:SO-V	114.78
This study	DSDP Site 522	30-2-030	30-2-030	FS-C-DRILL-IODP:SP-SS-C:SO-V	114.8
This study	DSDP Site 522	30-2-034	30-2-034	FS-C-DRILL-IODP:SP-SS-C:SO-V	114.84
This study	DSDP Site 522	30-2-037	30-2-037	FS-C-DRILL-IODP:SP-SS-C:SO-V	114.87
This study	DSDP Site 522	30-2-039	30-2-039	FS-C-DRILL-IODP:SP-SS-C:SO-V	114.89
This study	DSDP Site 522	30-2-043	30-2-043	FS-C-DRILL-IODP:SP-SS-C:SO-V	114.93
This study	DSDP Site 522	30-2-046	30-2-046	FS-C-DRILL-IODP:SP-SS-C:SO-V	114.96
This study	DSDP Site 522	30-2-049	30-2-049	FS-C-DRILL-IODP:SP-SS-C:SO-V	114.99
This study	DSDP Site 522	30-2-053	30-2-053	FS-C-DRILL-IODP:SP-SS-C:SO-V	115.03
This study	DSDP Site 522	30-2-056	30-2-056	FS-C-DRILL-IODP:SP-SS-C:SO-V	115.06
This study	DSDP Site 522	30-2-059	30-2-059	FS-C-DRILL-IODP:SP-SS-C:SO-V	115.09
This study	DSDP Site 522	30-2-062	30-2-062	FS-C-DRILL-IODP:SP-SS-C:SO-V	115.12
This study	DSDP Site 522	30-2-069	30-2-069	FS-C-DRILL-IODP:SP-SS-C:SO-V	115.19
This study	DSDP Site 522	30-2-072	30-2-072	FS-C-DRILL-IODP:SP-SS-C:SO-V	115.22
This study	DSDP Site 522	30-2-075	30-2-075	FS-C-DRILL-IODP:SP-SS-C:SO-V	115.25
This study	DSDP Site 522	30-2-078	30-2-078	FS-C-DRILL-IODP:SP-SS-C:SO-V	115.28
This study	DSDP Site 522	30-2-082	30-2-082	FS-C-DRILL-IODP:SP-SS-C:SO-V	115.32
This study	DSDP Site 522	30-2-085	30-2-085	FS-C-DRILL-IODP:SP-SS-C:SO-V	115.35
This study	DSDP Site 522	30-2-088	30-2-088	FS-C-DRILL-IODP:SP-SS-C:SO-V	115.38
This study	DSDP Site 522	30-2-091	30-2-091	FS-C-DRILL-IODP:SP-SS-C:SO-V	115.41
This study	DSDP Site 522	30-2-097	30-2-097	FS-C-DRILL-IODP:SP-SS-C:SO-V	115.47
This study	DSDP Site 522	30-2-101	30-2-101	FS-C-DRILL-IODP:SP-SS-C:SO-V	115.51
This study	DSDP Site 522	30-2-104	30-2-104	FS-C-DRILL-IODP:SP-SS-C:SO-V	115.54
This study	DSDP Site 522	30-2-107	30-2-107	FS-C-DRILL-IODP:SP-SS-C:SO-V	115.57
This study	DSDP Site 522	30-2-110	30-2-110	FS-C-DRILL-IODP:SP-SS-C:SO-V	115.6
This study	DSDP Site 522	30-2-113	30-2-113	FS-C-DRILL-IODP:SP-SS-C:SO-V	115.63
This study	DSDP Site 522	30-2-116	30-2-116	FS-C-DRILL-IODP:SP-SS-C:SO-V	115.66
This study	DSDP Site 522	30-2-119	30-2-119	FS-C-DRILL-IODP:SP-SS-C:SO-V	115.69
This study	DSDP Site 522	30-2-124	30-2-124	FS-C-DRILL-IODP:SP-SS-C:SO-V	115.74
This study	DSDP Site 522	30-2-127	30-2-127	FS-C-DRILL-IODP:SP-SS-C:SO-V	115.77
This study	DSDP Site 522	30-2-130	30-2-130	FS-C-DRILL-IODP:SP-SS-C:SO-V	115.8
This study	DSDP Site 522	30-2-134	30-2-134	FS-C-DRILL-IODP:SP-SS-C:SO-V	115.84
This study	DSDP Site 522	30-2-137	30-2-137	FS-C-DRILL-IODP:SP-SS-C:SO-V	115.87
This study	DSDP Site 522	30-2-140	30-2-140	FS-C-DRILL-IODP:SP-SS-C:SO-V	115.9
This study	DSDP Site 522	30-2-143	30-2-143	FS-C-DRILL-IODP:SP-SS-C:SO-V	115.93
This study	DSDP Site 522	30-2-146	30-2-146	FS-C-DRILL-IODP:SP-SS-C:SO-V	115.96
This study	DSDP Site 522	30-2-149	30-2-149	FS-C-DRILL-IODP:SP-SS-C:SO-V	115.99
This study	DSDP Site 522	30-3-003	30-3-003	FS-C-DRILL-IODP:SP-SS-C:SO-V	116.03
This study	DSDP Site 522	30-3-006	30-3-006	FS-C-DRILL-IODP:SP-SS-C:SO-V	116.06
This study	DSDP Site 522	30-3-009	30-3-009	FS-C-DRILL-IODP:SP-SS-C:SO-V	116.09
This study	DSDP Site 522	30-3-012	30-3-012	FS-C-DRILL-IODP:SP-SS-C:SO-V	116.12
This study	DSDP Site 522	30-3-015	30-3-015	FS-C-DRILL-IODP:SP-SS-C:SO-V	116.15
This study	DSDP Site 522	30-3-018	30-3-018	FS-C-DRILL-IODP:SP-SS-C:SO-V	116.18
This study	DSDP Site 522	30-3-021	30-3-021	FS-C-DRILL-IODP:SP-SS-C:SO-V	116.21
This study	DSDP Site 522	30-3-024	30-3-024	FS-C-DRILL-IODP:SP-SS-C:SO-V	116.24
This study	DSDP Site 522	30-3-027	30-3-027	FS-C-DRILL-IODP:SP-SS-C:SO-V	116.27
This study	DSDP Site 522	30-3-030	30-3-030	FS-C-DRILL-IODP:SP-SS-C:SO-V	116.3
This study	DSDP Site 522	30-3-033	30-3-033	FS-C-DRILL-IODP:SP-SS-C:SO-V	116.33
This study	DSDP Site 522	30-3-036	30-3-036	FS-C-DRILL-IODP:SP-SS-C:SO-V	116.36
This study	DSDP Site 522	30-3-039	30-3-039	FS-C-DRILL-IODP:SP-SS-C:SO-V	116.39
This study	DSDP Site 522	30-3-043	30-3-043	FS-C-DRILL-IODP:SP-SS-C:SO-V	116.43
This study	DSDP Site 522	30-3-046	30-3-046	FS-C-DRILL-IODP:SP-SS-C:SO-V	116.46
This study	DSDP Site 522	30-3-049	30-3-049	FS-C-DRILL-IODP:SP-SS-C:SO-V	116.49
This study	DSDP Site 522	30-3-052	30-3-052	FS-C-DRILL-IODP:SP-SS-C:SO-V	116.52
This study	DSDP Site 522	30-3-056	30-3-056	FS-C-DRILL-IODP:SP-SS-C:SO-V	116.56
This study	DSDP Site 522	30-3-058	30-3-058	FS-C-DRILL-IODP:SP-SS-C:SO-V	116.58
This study	DSDP Site 522	30-3-061	30-3-061	FS-C-DRILL-IODP:SP-SS-C:SO-V	116.61
This study	DSDP Site 522	30-3-065	30-3-065	FS-C-DRILL-IODP:SP-SS-C:SO-V	116.65
This study	DSDP Site 522	30-3-068	30-3-068	FS-C-DRILL-IODP:SP-SS-C:SO-V	116.68
This study	DSDP Site 522	30-3-071	30-3-071	FS-C-DRILL-IODP:SP-SS-C:SO-V	116.71
This study	DSDP Site 522	30-3-074	30-3-074	FS-C-DRILL-IODP:SP-SS-C:SO-V	116.74
This study	DSDP Site 522	30-3-077	30-3-077	FS-C-DRILL-IODP:SP-SS-C:SO-V	116.77
This study	DSDP Site 522	30-3-080	30-3-080	FS-C-DRILL-IODP:SP-SS-C:SO-V	116.8
This study	DSDP Site 522	30-3-083	30-3-083	FS-C-DRILL-IODP:SP-SS-C:SO-V	116.83
This study	DSDP Site 522	30-3-086	30-3-086	FS-C-DRILL-IODP:SP-SS-C:SO-V	116.86
This study	DSDP Site 522	30-3-089	30-3-089	FS-C-DRILL-IODP:SP-SS-C:SO-V	116.89
This study	DSDP Site 522	30-3-092	30-3-092	FS-C-DRILL-IODP:SP-SS-C:SO-V	116.92
This study	DSDP Site 522	30-3-096	30-3-096	FS-C-DRILL-IODP:SP-SS-C:SO-V	116.96
This study	DSDP Site 522	30-3-099	30-3-099	FS-C-DRILL-IODP:SP-SS-C:SO-V	116.99
This study	DSDP Site 522	30-3-102	30-3-102	FS-C-DRILL-IODP:SP-SS-C:SO-V	117.02
This study	DSDP Site 522	30-3-106	30-3-106	FS-C-DRILL-IODP:SP-SS-C:SO-V	117.05
This study	DSDP Site 522	30-3-108	30-3-108	FS-C-DRILL-IODP:SP-SS-C:SO-V	117.08
This study	DSDP Site 522	30-3-111	30-3-111	FS-C-DRILL-IODP:SP-SS-C:SO-V	117.11
This study	DSDP Site 522	30-3-115	30-3-115	FS-C-DRILL-IODP:SP-SS-C:SO-V	117.15
This study	DSDP Site 522	30-3-118	30-3-118	FS-C-DRILL-IODP:SP-SS-C:SO-V	117.17
This study	DSDP Site 522	31-1-014	31-1-014	FS-C-DRILL-IODP:SP-SS-C:SO-V	117.54
This study	DSDP Site 522	31-1-017	31-1-017	FS-C-DRILL-IODP:SP-SS-C:SO-V	117.57
This study	DSDP Site 522	31-1-020	31-1-020	FS-C-DRILL-IODP:SP-SS-C:SO-V	117.6
This study	DSDP Site 522	31-1-023	31-1-023	FS-C-DRILL-IODP:SP-SS-C:SO-V	117.63
This study	DSDP Site 522	31-1-028	31-1-028	FS-C-DRILL-IODP:SP-SS-C:SO-V	117.68
This study	DSDP Site 522	31-1-031	31-1-031	FS-C-DRILL-IODP:SP-SS-C:SO-V	117.71
This study	DSDP Site 522	31-1-034	31-1-034	FS-C-DRILL-IODP:SP-SS-C:SO-V	117.74
This study	DSDP Site 522	31-1-037	31-1-037	FS-C-DRILL-IODP:SP-SS-C:SO-V	117.77
This study	DSDP Site 522	31-1-040	31-1-040	FS-C-DRILL-IODP:SP-SS-C:SO-V	117.8
This study	DSDP Site 522	31-1-043	31-1-043	FS-C-DRILL-IODP:SP-SS-C:SO-V	117.83
This study	DSDP Site 522	31-1-050	31-1-050	FS-C-DRILL-IODP:SP-SS-C:SO-V	117.9
This study	DSDP Site 522	31-1-053	31-1-053	FS-C-DRILL-IODP:SP-SS-C:SO-V	117.93
This study	DSDP Site 522	31-1-056	31-1-056	FS-C-DRILL-IODP:SP-SS-C:SO-V	117.96
This study	DSDP Site 522	31-1-059	31-1-059	FS-C-DRILL-IODP:SP-SS-C:SO-V	117.99
This study	DSDP Site 522	31-1-064	31-1-064	FS-C-DRILL-IODP:SP-SS-C:SO-V	118.04
This study	DSDP Site 522	31-1-067	31-1-067	FS-C-DRILL-IODP:SP-SS-C:SO-V	118.07
This study	DSDP Site 522	31-1-070	31-1-070	FS-C-DRILL-IODP:SP-SS-C:SO-V	118.1
This study	DSDP Site 522	31-1-073	31-1-073	FS-C-DRILL-IODP:SP-SS-C:SO-V	118.13
This study	DSDP Site 522	31-1-076	31-1-076	FS-C-DRILL-IODP:SP-SS-C:SO-V	118.16
This study	DSDP Site 522	31-1-082	31-1-082	FS-C-DRILL-IODP:SP-SS-C:SO-V	118.22
This study	DSDP Site 522	31-1-085	31-1-085	FS-C-DRILL-IODP:SP-SS-C:SO-V	118.25
This study	DSDP Site 522	31-1-090	31-1-090	FS-C-DRILL-IODP:SP-SS-C:SO-V	118.3
This study	DSDP Site 522	31-1-091	31-1-091	FS-C-DRILL-IODP:SP-SS-C:SO-V	118.31
This study	DSDP Site 522	31-1-093	31-1-093	FS-C-DRILL-IODP:SP-SS-C:SO-V	118.33
This study	DSDP Site 522	31-1-099	31-1-099	FS-C-DRILL-IODP:SP-SS-C:SO-V	118.39
This study	DSDP Site 522	31-1-104	31-1-104	FS-C-DRILL-IODP:SP-SS-C:SO-V	118.44
This study	DSDP Site 522	31-1-109	31-1-109	FS-C-DRILL-IODP:SP-SS-C:SO-V	118.49
This study	DSDP Site 522	31-1-112	31-1-112	FS-C-DRILL-IODP:SP-SS-C:SO-V	118.52
This study	DSDP Site 522	31-1-115	31-1-115	FS-C-DRILL-IODP:SP-SS-C:SO-V	118.55
This study	DSDP Site 522	31-1-118	31-1-118	FS-C-DRILL-IODP:SP-SS-C:SO-V	118.58
This study	DSDP Site 522	31-1-121	31-1-121	FS-C-DRILL-IODP:SP-SS-C:SO-V	118.61
This study	DSDP Site 522	31-1-125	31-1-125	FS-C-DRILL-IODP:SP-SS-C:SO-V	118.65
This study	DSDP Site 522	31-1-128	31-1-128	FS-C-DRILL-IODP:SP-SS-C:SO-V	118.68
This study	DSDP Site 522	31-1-131	31-1-131	FS-C-DRILL-IODP:SP-SS-C:SO-V	118.71
This study	DSDP Site 522	31-1-134	31-1-134	FS-C-DRILL-IODP:SP-SS-C:SO-V	118.74
This study	DSDP Site 522	31-1-137	31-1-137	FS-C-DRILL-IODP:SP-SS-C:SO-V	118.77
This study	DSDP Site 522	31-1-140	31-1-140	FS-C-DRILL-IODP:SP-SS-C:SO-V	118.8
This study	DSDP Site 522	31-1-144	31-1-144	FS-C-DRILL-IODP:SP-SS-C:SO-V	118.84
This study	DSDP Site 522	31-1-147	31-1-147	FS-C-DRILL-IODP:SP-SS-C:SO-V	118.87
This study	DSDP Site 522	31-1-150	31-1-150	FS-C-DRILL-IODP:SP-SS-C:SO-V	118.9
This study	DSDP Site 522	31-2-003	31-2-003	FS-C-DRILL-IODP:SP-SS-C:SO-V	118.93
This study	DSDP Site 522	31-2-006	31-2-006	FS-C-DRILL-IODP:SP-SS-C:SO-V	118.96
This study	DSDP Site 522	31-2-010	31-2-010	FS-C-DRILL-IODP:SP-SS-C:SO-V	119
This study	DSDP Site 522	31-2-013	31-2-013	FS-C-DRILL-IODP:SP-SS-C:SO-V	119.03
This study	DSDP Site 522	31-2-016	31-2-016	FS-C-DRILL-IODP:SP-SS-C:SO-V	119.06
This study	DSDP Site 522	31-2-020	31-2-020	FS-C-DRILL-IODP:SP-SS-C:SO-V	119.1
This study	DSDP Site 522	31-2-025	31-2-025	FS-C-DRILL-IODP:SP-SS-C:SO-V	119.15
This study	DSDP Site 522	31-2-031	31-2-031	FS-C-DRILL-IODP:SP-SS-C:SO-V	119.21
This study	DSDP Site 522	31-2-034	31-2-034	FS-C-DRILL-IODP:SP-SS-C:SO-V	119.24
This study	DSDP Site 522	31-2-038	31-2-038	FS-C-DRILL-IODP:SP-SS-C:SO-V	119.28
This study	DSDP Site 522	31-2-041	31-2-041	FS-C-DRILL-IODP:SP-SS-C:SO-V	119.31
This study	DSDP Site 522	31-2-045	31-2-045	FS-C-DRILL-IODP:SP-SS-C:SO-V	119.35
This study	DSDP Site 522	31-2-048	31-2-048	FS-C-DRILL-IODP:SP-SS-C:SO-V	119.38
This study	DSDP Site 522	31-2-053	31-2-053	FS-C-DRILL-IODP:SP-SS-C:SO-V	119.43
This study	DSDP Site 522	31-2-056	31-2-056	FS-C-DRILL-IODP:SP-SS-C:SO-V	119.46
This study	DSDP Site 522	31-2-059	31-2-059	FS-C-DRILL-IODP:SP-SS-C:SO-V	119.49
This study	DSDP Site 522	31-2-062	31-2-062	FS-C-DRILL-IODP:SP-SS-C:SO-V	119.52
This study	DSDP Site 522	31-2-066	31-2-066	FS-C-DRILL-IODP:SP-SS-C:SO-V	119.56
This study	DSDP Site 522	31-2-069	31-2-069	FS-C-DRILL-IODP:SP-SS-C:SO-V	119.59
This study	DSDP Site 522	31-2-072	31-2-072	FS-C-DRILL-IODP:SP-SS-C:SO-V	119.62
This study	DSDP Site 522	31-2-076	31-2-076	FS-C-DRILL-IODP:SP-SS-C:SO-V	119.66
This study	DSDP Site 522	31-2-079	31-2-079	FS-C-DRILL-IODP:SP-SS-C:SO-V	119.69
This study	DSDP Site 522	31-2-081	31-2-081	FS-C-DRILL-IODP:SP-SS-C:SO-V	119.71
This study	DSDP Site 522	31-2-084	31-2-084	FS-C-DRILL-IODP:SP-SS-C:SO-V	119.74
This study	DSDP Site 522	31-2-087	31-2-087	FS-C-DRILL-IODP:SP-SS-C:SO-V	119.77
This study	DSDP Site 522	31-2-092	31-2-092	FS-C-DRILL-IODP:SP-SS-C:SO-V	119.82
This study	DSDP Site 522	31-2-096	31-2-096	FS-C-DRILL-IODP:SP-SS-C:SO-V	119.86
This study	DSDP Site 522	31-2-099	31-2-099	FS-C-DRILL-IODP:SP-SS-C:SO-V	119.89
This study	DSDP Site 522	31-2-102	31-2-102	FS-C-DRILL-IODP:SP-SS-C:SO-V	119.92
This study	DSDP Site 522	31-2-108	31-2-108	FS-C-DRILL-IODP:SP-SS-C:SO-V	119.98
This study	DSDP Site 522	31-2-112	31-2-112	FS-C-DRILL-IODP:SP-SS-C:SO-V	120.02
This study	DSDP Site 522	31-2-115	31-2-115	FS-C-DRILL-IODP:SP-SS-C:SO-V	120.05
This study	DSDP Site 522	31-2-118	31-2-118	FS-C-DRILL-IODP:SP-SS-C:SO-V	120.08
This study	DSDP Site 522	31-2-122	31-2-122	FS-C-DRILL-IODP:SP-SS-C:SO-V	120.12
This study	DSDP Site 522	31-2-125	31-2-125	FS-C-DRILL-IODP:SP-SS-C:SO-V	120.15
This study	DSDP Site 522	31-2-132	31-2-132	FS-C-DRILL-IODP:SP-SS-C:SO-V	120.22
This study	DSDP Site 522	31-2-136	31-2-136	FS-C-DRILL-IODP:SP-SS-C:SO-V	120.26
This study	DSDP Site 522	31-2-139	31-2-139	FS-C-DRILL-IODP:SP-SS-C:SO-V	120.29
This study	DSDP Site 522	31-3-003	31-3-003	FS-C-DRILL-IODP:SP-SS-C:SO-V	120.33
This study	DSDP Site 522	31-3-006	31-3-006	FS-C-DRILL-IODP:SP-SS-C:SO-V	120.36
This study	DSDP Site 522	31-3-009	31-3-009	FS-C-DRILL-IODP:SP-SS-C:SO-V	120.39
This study	DSDP Site 522	31-3-012	31-3-012	FS-C-DRILL-IODP:SP-SS-C:SO-V	120.42
This study	DSDP Site 522	31-3-015	31-3-015	FS-C-DRILL-IODP:SP-SS-C:SO-V	120.45
This study	DSDP Site 522	31-3-017	31-3-017	FS-C-DRILL-IODP:SP-SS-C:SO-V	120.47
This study	DSDP Site 522	31-3-021	31-3-021	FS-C-DRILL-IODP:SP-SS-C:SO-V	120.51
This study	DSDP Site 522	31-3-023	31-3-023	FS-C-DRILL-IODP:SP-SS-C:SO-V	120.53
This study	DSDP Site 522	31-3-027	31-3-027	FS-C-DRILL-IODP:SP-SS-C:SO-V	120.57
This study	DSDP Site 522	31-3-029	31-3-029	FS-C-DRILL-IODP:SP-SS-C:SO-V	120.59
This study	DSDP Site 522	31-3-033	31-3-033	FS-C-DRILL-IODP:SP-SS-C:SO-V	120.63
