tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	magn_volume	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	timestamp	magn_moment
KO_86.18_LP-DIR-AF12	KO_86.18_LP-DIR-AF	KO_86.18	0.99	175.2057679333694	0.23758883041043444	 9.000e-02	0	0.00	0.00	12	273	0.0001481386126192386	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	138	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	1.555455432502005e-09
KO_86.18_LP-DIR-AF13	KO_86.18_LP-DIR-AF	KO_86.18	0.99	188.5721662816144	0.34048851452794854	 1.000e-01	0	0.00	0.00	13	273	0.0001955209296287804	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	139	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	2.052969761102194e-09
KO_86.19_LP-DIR-AF0	KO_86.19_LP-DIR-AF	KO_86.19	0.99	138.21548399174821	6.4791572100272194	 0.000e+00	0	0.00	0.00	0	273	0.0007249932738760635	This study	Utrecht_ 2G DC	LT-NO:LP-DIR-AF	g	140	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	7.612429375698666e-09
KO_86.19_LP-DIR-AF1	KO_86.19_LP-DIR-AF	KO_86.19	0.99	136.37758889984977	4.091981446380443	 5.000e-03	0	0.00	0.00	1	273	0.000674000645955402	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	141	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	7.077006782531721e-09
KO_86.19_LP-DIR-AF2	KO_86.19_LP-DIR-AF	KO_86.19	0.99	134.72387789905451	7.570273060405103	 1.000e-02	0	0.00	0.00	2	273	0.0005638722616316942	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	142	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	5.920658747132789e-09
KO_86.19_LP-DIR-AF3	KO_86.19_LP-DIR-AF	KO_86.19	0.99	132.61725488533077	13.337382602989628	 1.500e-02	0	0.00	0.00	3	273	0.0005160621875374089	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	143	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	5.418652969142792e-09
KO_86.19_LP-DIR-AF4	KO_86.19_LP-DIR-AF	KO_86.19	0.99	126.869897645844	13.032224780944835	 2.000e-02	0	0.00	0.00	4	273	0.0004350140092096079	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	144	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	4.567647096700883e-09
KO_86.19_LP-DIR-AF5	KO_86.19_LP-DIR-AF	KO_86.19	0.99	136.5848543930505	16.20160363790214	 2.500e-02	0	0.00	0.00	5	273	0.0003549865060831662	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	145	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	3.727358313873245e-09
KO_86.19_LP-DIR-AF6	KO_86.19_LP-DIR-AF	KO_86.19	0.99	139.1538530869512	20.71833567383196	 3.000e-02	0	0.00	0.00	6	273	0.00025843765723233326	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	146	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	2.713595400939499e-09
KO_86.19_LP-DIR-AF7	KO_86.19_LP-DIR-AF	KO_86.19	0.99	139.8440003750807	5.423367589754073	 4.000e-02	0	0.00	0.00	7	273	0.00016021756749570366	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	147	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	1.6822844587048884e-09
KO_86.19_LP-DIR-AF8	KO_86.19_LP-DIR-AF	KO_86.19	0.99	187.51803795094438	27.867586778452523	 5.000e-02	0	0.00	0.00	8	273	0.0001597387890451896	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	148	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	1.6772572849744906e-09
KO_86.19_LP-DIR-AF9	KO_86.19_LP-DIR-AF	KO_86.19	0.99	169.84228103492123	18.889432095511626	 6.000e-02	0	0.00	0.00	9	273	0.00017180004725211127	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	149	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	1.8039004961471682e-09
KO_86.19_LP-DIR-AF10	KO_86.19_LP-DIR-AF	KO_86.19	0.99	205.5599651718238	12.647295315432304	 7.000e-02	0	0.00	0.00	10	273	0.00010700482113452528	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	150	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	1.1235506219125154e-09
KO_86.19_LP-DIR-AF11	KO_86.19_LP-DIR-AF	KO_86.19	0.99	217.31601817026603	2.922708740038616	 8.000e-02	0	0.00	0.00	11	273	0.00017146632494332282	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	151	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	1.8003964119048895e-09
KO_86.19_LP-DIR-AF12	KO_86.19_LP-DIR-AF	KO_86.19	0.99	198.2510565352371	-5.219173471258293	 9.000e-02	0	0.00	0.00	12	273	0.00013191765451862818	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	152	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	1.385135372445596e-09
KO_86.19_LP-DIR-AF13	KO_86.19_LP-DIR-AF	KO_86.19	0.99	177.96268108335275	2.432069626294315	 1.000e-01	0	0.00	0.00	13	273	0.00018313776705899856	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	153	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	1.9229465541194848e-09
KO_86.2_LP-DIR-AF0	KO_86.2_LP-DIR-AF	KO_86.2	0.99	105.42216131873867	27.66294254287687	 0.000e+00	0	0.00	0.00	0	273	0.00042052768923694667	This study	Utrecht_ 2G DC	LT-NO:LP-DIR-AF	g	154	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T02:09:00Z	4.41554073698794e-09
KO_86.2_LP-DIR-AF1	KO_86.2_LP-DIR-AF	KO_86.2	0.99	95.8984866817114	30.804415624169295	 5.000e-03	0	0.00	0.00	1	273	0.00037008485881090636	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	155	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T02:09:00Z	3.885891017514516e-09
KO_86.2_LP-DIR-AF2	KO_86.2_LP-DIR-AF	KO_86.2	0.99	85.61278712895687	33.69902934798652	 1.000e-02	0	0.00	0.00	2	273	0.00035017139956069343	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	156	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T02:09:00Z	3.6767996953872805e-09
KO_86.2_LP-DIR-AF3	KO_86.2_LP-DIR-AF	KO_86.2	0.99	80.99045961023927	37.45556143723812	 1.500e-02	0	0.00	0.00	3	273	0.00031947219794650517	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	157	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T02:09:00Z	3.3544580784383042e-09
KO_86.2_LP-DIR-AF4	KO_86.2_LP-DIR-AF	KO_86.2	0.99	87.69646255951555	43.9890944151782	 2.000e-02	0	0.00	0.00	4	273	0.00023448828718167743	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	158	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T02:09:00Z	2.4621270154076128e-09
KO_86.2_LP-DIR-AF5	KO_86.2_LP-DIR-AF	KO_86.2	0.99	89.59165309561757	48.20449290104269	 2.500e-02	0	0.00	0.00	5	273	0.00016862443955553862	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	159	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T02:09:00Z	1.7705566153331555e-09
KO_86.2_LP-DIR-AF6	KO_86.2_LP-DIR-AF	KO_86.2	0.99	86.18891952041061	49.112010929472675	 3.000e-02	0	0.00	0.00	6	273	0.00018518746180308832	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	160	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T02:09:00Z	1.9444683489324274e-09
KO_86.2_LP-DIR-AF7	KO_86.2_LP-DIR-AF	KO_86.2	0.99	75.4531532330043	72.40499950596515	 4.000e-02	0	0.00	0.00	7	273	0.0001148991299707148	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	161	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T02:09:00Z	1.2064408646925054e-09
KO_86.2_LP-DIR-AF8	KO_86.2_LP-DIR-AF	KO_86.2	0.99	11.700909498123057	78.10398957364711	 5.000e-02	0	0.00	0.00	8	273	9.2948606480743e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	162	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T02:09:00Z	9.759603680478014e-10
KO_86.2_LP-DIR-AF9	KO_86.2_LP-DIR-AF	KO_86.2	0.99	325.6126095581	20.56147498889707	 6.000e-02	0	0.00	0.00	9	273	7.185996712553832e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	163	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T02:09:00Z	7.545296548181523e-10
KO_86.2_LP-DIR-AF10	KO_86.2_LP-DIR-AF	KO_86.2	0.99	342.65073810516685	33.22141795475591	 7.000e-02	0	0.00	0.00	10	273	3.268031923507056e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	164	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T02:09:00Z	3.4314335196824085e-10
KO_86.2_LP-DIR-AF11	KO_86.2_LP-DIR-AF	KO_86.2	0.99	273.38902652675216	17.731798239436618	 8.000e-02	0	0.00	0.00	11	273	0.00012820921252730145	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	165	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T02:09:00Z	1.346196731536665e-09
KO_86.2_LP-DIR-AF12	KO_86.2_LP-DIR-AF	KO_86.2	0.99	253.8865817669107	-9.95944260759406	 9.000e-02	0	0.00	0.00	12	273	5.43506453785162e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	166	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T02:09:00Z	5.706817764744201e-10
KO_86.2_LP-DIR-AF13	KO_86.2_LP-DIR-AF	KO_86.2	0.99	298.6630997099148	7.253006195443939	 1.000e-01	0	0.00	0.00	13	273	7.505832954754003e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	167	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T02:09:00Z	7.881124602491703e-10
KO_86.20_LP-DIR-AF0	KO_86.20_LP-DIR-AF	KO_86.20	0.99	119.48663532000248	1.8164430524139736	 0.000e+00	0	0.00	0.00	0	273	0.0005768800596091038	This study	Utrecht_ 2G DC	LT-NO:LP-DIR-AF	g	168	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	6.0572406258955895e-09
KO_86.20_LP-DIR-AF1	KO_86.20_LP-DIR-AF	KO_86.20	0.99	114.45263990684889	1.4793643875512266	 5.000e-03	0	0.00	0.00	1	273	0.0005201463338492159	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	169	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	5.461536505416767e-09
KO_86.20_LP-DIR-AF2	KO_86.20_LP-DIR-AF	KO_86.20	0.99	112.87366519062671	3.1547977443209367	 1.000e-02	0	0.00	0.00	2	273	0.00046378433489829314	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	170	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	4.869735516432078e-09
KO_86.20_LP-DIR-AF3	KO_86.20_LP-DIR-AF	KO_86.20	0.99	112.38760030006236	3.7961749568143675	 1.500e-02	0	0.00	0.00	3	273	0.0003984599491363713	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	171	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	4.183829465931899e-09
KO_86.20_LP-DIR-AF4	KO_86.20_LP-DIR-AF	KO_86.20	0.99	113.1754593968132	2.4471533897306	 2.000e-02	0	0.00	0.00	4	273	0.0003100409014053109	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	172	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	3.255429464755764e-09
KO_86.20_LP-DIR-AF5	KO_86.20_LP-DIR-AF	KO_86.20	0.99	113.82191075803873	10.152766054994261	 2.500e-02	0	0.00	0.00	5	273	0.00022421889612315196	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	173	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	2.3542984092930954e-09
KO_86.20_LP-DIR-AF6	KO_86.20_LP-DIR-AF	KO_86.20	0.99	115.58035555493007	12.021720780352492	 3.000e-02	0	0.00	0.00	6	273	0.0001824445245414271	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	174	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	1.9156675076849842e-09
KO_86.20_LP-DIR-AF7	KO_86.20_LP-DIR-AF	KO_86.20	0.99	123.1383314169291	2.187147326423808	 4.000e-02	0	0.00	0.00	7	273	0.0001399985814634969	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	175	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	1.4699851053667175e-09
KO_86.20_LP-DIR-AF8	KO_86.20_LP-DIR-AF	KO_86.20	0.99	133.7860430686047	15.39543629550779	 5.000e-02	0	0.00	0.00	8	273	6.923685071259841e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	176	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	7.269869324822834e-10
KO_86.20_LP-DIR-AF9	KO_86.20_LP-DIR-AF	KO_86.20	0.99	154.0759510447781	-11.382465375160779	 6.000e-02	0	0.00	0.00	9	273	8.155378843538334e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	177	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	8.563147785715251e-10
KO_86.20_LP-DIR-AF10	KO_86.20_LP-DIR-AF	KO_86.20	0.99	163.8542430775577	6.701490461767276	 7.000e-02	0	0.00	0.00	10	273	9.793407936069423e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	178	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	1.0283078332872894e-09
KO_86.20_LP-DIR-AF11	KO_86.20_LP-DIR-AF	KO_86.20	0.99	199.4935352109421	2.8117870166539354	 8.000e-02	0	0.00	0.00	11	273	9.629570670207319e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	179	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	1.0111049203717684e-09
KO_86.20_LP-DIR-AF12	KO_86.20_LP-DIR-AF	KO_86.20	0.99	207.5528115767178	0.31840177981989837	 9.000e-02	0	0.00	0.00	12	273	8.894620841742909e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	180	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	9.339351883830055e-10
KO_86.20_LP-DIR-AF13	KO_86.20_LP-DIR-AF	KO_86.20	0.99	184.86105194360388	-9.56130043786023	 1.000e-01	0	0.00	0.00	13	273	7.453792107380334e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	181	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	7.82648171274935e-10
KO_86.21_LP-DIR-AF0	KO_86.21_LP-DIR-AF	KO_86.21	0.99	140.9061411137705	1.4624473424674058	 0.000e+00	0	0.00	0.00	0	273	0.00037316444187552504	This study	Utrecht_ 2G DC	LT-NO:LP-DIR-AF	g	182	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	3.918226639693013e-09
KO_86.21_LP-DIR-AF1	KO_86.21_LP-DIR-AF	KO_86.21	0.99	137.13774972550888	1.5872192264428555	 5.000e-03	0	0.00	0.00	1	273	0.00034314881826100305	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	183	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	3.603062591740532e-09
KO_86.21_LP-DIR-AF2	KO_86.21_LP-DIR-AF	KO_86.21	0.99	136.86363033534172	3.893951441403901	 1.000e-02	0	0.00	0.00	2	273	0.0003113365817249579	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	184	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	3.269034108112058e-09
KO_86.21_LP-DIR-AF3	KO_86.21_LP-DIR-AF	KO_86.21	0.99	134.5440750383278	6.654022612330027	 1.500e-02	0	0.00	0.00	3	273	0.00025561487825710494	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	185	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	2.6839562216996014e-09
KO_86.21_LP-DIR-AF4	KO_86.21_LP-DIR-AF	KO_86.21	0.99	137.19493112320419	6.4055605440078915	 2.000e-02	0	0.00	0.00	4	273	0.00019463283649755482	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	186	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	2.0436447832243256e-09
KO_86.21_LP-DIR-AF5	KO_86.21_LP-DIR-AF	KO_86.21	0.99	143.6013848587149	11.490705449949663	 2.500e-02	0	0.00	0.00	5	273	0.00016541615217795553	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	187	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	1.736869597868533e-09
KO_86.21_LP-DIR-AF6	KO_86.21_LP-DIR-AF	KO_86.21	0.99	136.89373338567088	-0.8448879350932715	 3.000e-02	0	0.00	0.00	6	273	9.171456460423404e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	188	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	9.630029283444573e-10
KO_86.21_LP-DIR-AF7	KO_86.21_LP-DIR-AF	KO_86.21	0.99	161.95736506044628	-0.9007061778533951	 4.000e-02	0	0.00	0.00	7	273	0.00010117764131487163	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	189	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	1.062365233806152e-09
KO_86.21_LP-DIR-AF8	KO_86.21_LP-DIR-AF	KO_86.21	0.99	192.5942244898264	23.125737945013622	 5.000e-02	0	0.00	0.00	8	273	6.886721917974487e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	190	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	7.231058013873212e-10
KO_86.21_LP-DIR-AF9	KO_86.21_LP-DIR-AF	KO_86.21	0.99	164.1776148870843	12.34289249438575	 6.000e-02	0	0.00	0.00	9	273	5.613726293870617e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	191	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	5.894412608564147e-10
KO_86.21_LP-DIR-AF10	KO_86.21_LP-DIR-AF	KO_86.21	0.99	149.58891873287465	47.11466234599647	 7.000e-02	0	0.00	0.00	10	273	2.612585100437779e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	192	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	2.743214355459668e-10
KO_86.21_LP-DIR-AF11	KO_86.21_LP-DIR-AF	KO_86.21	0.99	225.1024968128694	-31.476409670441793	 8.000e-02	0	0.00	0.00	11	273	4.414005744447796e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	193	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	4.6347060316701854e-10
KO_86.21_LP-DIR-AF12	KO_86.21_LP-DIR-AF	KO_86.21	0.99	216.3516474155396	4.182605488124612	 9.000e-02	0	0.00	0.00	12	273	9.923978611117768e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	194	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	1.0420177541673655e-09
KO_86.21_LP-DIR-AF13	KO_86.21_LP-DIR-AF	KO_86.21	0.99	220.55454439817092	-17.980760338557953	 1.000e-01	0	0.00	0.00	13	273	9.317177465218065e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	195	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-06-01T10:59:00Z	9.783036338478968e-10
KO_86.22_LP-DIR-AF0	KO_86.22_LP-DIR-AF	KO_86.22	0.99	146.24717661162884	-42.748093135986934	 0.000e+00	0	0.00	0.00	0	273	0.0011921032323390821	This study	Utrecht_ 2G DC	LT-NO:LP-DIR-AF	g	196	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2008-02-19T05:45:00Z	1.2517083939560362e-08
KO_86.22_LP-DIR-AF1	KO_86.22_LP-DIR-AF	KO_86.22	0.99	145.07349570597128	-39.070071434933595	 5.000e-03	0	0.00	0.00	1	273	0.0009614770459253147	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	197	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2008-02-19T05:45:00Z	1.0095508982215804e-08
KO_86.22_LP-DIR-AF2	KO_86.22_LP-DIR-AF	KO_86.22	0.99	141.98581984208485	-33.604996654018024	 1.000e-02	0	0.00	0.00	2	273	0.0008000345614416504	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	198	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2008-02-19T05:45:00Z	8.400362895137328e-09
KO_86.22_LP-DIR-AF3	KO_86.22_LP-DIR-AF	KO_86.22	0.99	141.93937999394478	-31.468689775336035	 1.500e-02	0	0.00	0.00	3	273	0.0006405001113606938	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	199	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2008-02-19T05:45:00Z	6.725251169287285e-09
KO_86.22_LP-DIR-AF4	KO_86.22_LP-DIR-AF	KO_86.22	0.99	138.2222215579977	-29.56484230814469	 2.000e-02	0	0.00	0.00	4	273	0.0004933999903487945	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	200	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2008-02-19T05:45:00Z	5.180699898662342e-09
KO_86.22_LP-DIR-AF5	KO_86.22_LP-DIR-AF	KO_86.22	0.99	139.33072326919114	-31.582993261386232	 2.500e-02	0	0.00	0.00	5	273	0.00036996308953603414	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	201	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2008-02-19T05:45:00Z	3.884612440128358e-09
KO_86.22_LP-DIR-AF6	KO_86.22_LP-DIR-AF	KO_86.22	0.99	141.96817221774853	-21.216077909792826	 3.000e-02	0	0.00	0.00	6	273	0.00027004018278297087	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	202	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2008-02-19T05:45:00Z	2.835421919221194e-09
KO_86.22_LP-DIR-AF7	KO_86.22_LP-DIR-AF	KO_86.22	0.99	138.9477852521467	-23.430580760605377	 4.000e-02	0	0.00	0.00	7	273	0.0001836824144291487	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	203	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2008-02-19T05:45:00Z	1.9286653515060613e-09
KO_86.22_LP-DIR-AF8	KO_86.22_LP-DIR-AF	KO_86.22	0.99	113.53248400507215	-53.17568715398465	 5.000e-02	0	0.00	0.00	8	273	7.951924241804138e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	204	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2008-02-19T05:45:00Z	8.349520453894344e-10
KO_86.22_LP-DIR-AF9	KO_86.22_LP-DIR-AF	KO_86.22	0.99	142.62632155118644	-40.82635269493978	 6.000e-02	0	0.00	0.00	9	273	5.158952795879545e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	205	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2008-02-19T05:45:00Z	5.416900435673522e-10
KO_86.22_LP-DIR-AF10	KO_86.22_LP-DIR-AF	KO_86.22	0.99	168.3236796688288	-43.74939008596249	 7.000e-02	0	0.00	0.00	10	273	8.26877858309411e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	206	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2008-02-19T05:45:00Z	8.682217512248815e-10
KO_86.22_LP-DIR-AF11	KO_86.22_LP-DIR-AF	KO_86.22	0.99	75.05313455057029	-43.28643975876997	 8.000e-02	0	0.00	0.00	11	273	3.0632213054064e-05	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	207	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2008-02-19T05:45:00Z	3.2163823706767203e-10
