tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	magn_volume	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	analysts	description	software_packages	timestamp	magn_moment
KO_86.4_LP-DIR-AF12	KO_86.4_LP-DIR-AF	KO_86.4	0.99	263.55292499699993	2.980620623219814	 9.000e-02	0	0.00	0.00	12	273	0.009597404978061786	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	278	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T02:09:00Z	1.0077275226964876e-07
KO_86.4_LP-DIR-AF13	KO_86.4_LP-DIR-AF	KO_86.4	0.99	275.71059313749964	0.44462568357768917	 1.000e-01	0	0.00	0.00	13	273	0.02000464048205632	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	279	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T02:09:00Z	2.1004872506159135e-07
KO_86.5_LP-DIR-AF0	KO_86.5_LP-DIR-AF	KO_86.5	0.99	133.9435051420225	-11.088730639027293	 0.000e+00	0	0.00	0.00	0	273	0.011537771942879428	This study	Utrecht_ 2G DC	LT-NO:LP-DIR-AF	g	280	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T02:09:00Z	1.21146605400234e-07
KO_86.5_LP-DIR-AF1	KO_86.5_LP-DIR-AF	KO_86.5	0.99	131.94665042416307	-11.310593294317332	 5.000e-03	0	0.00	0.00	1	273	0.011217196063559944	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	281	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T02:09:00Z	1.177805586673794e-07
KO_86.5_LP-DIR-AF2	KO_86.5_LP-DIR-AF	KO_86.5	0.99	129.77934876937607	-9.685999130889037	 1.000e-02	0	0.00	0.00	2	273	0.010811671697658932	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	282	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T02:09:00Z	1.1352255282541879e-07
KO_86.5_LP-DIR-AF3	KO_86.5_LP-DIR-AF	KO_86.5	0.99	127.9215655753984	-7.707457893900867	 1.500e-02	0	0.00	0.00	3	273	0.010367776697575699	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	283	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T02:09:00Z	1.0886165532454483e-07
KO_86.5_LP-DIR-AF4	KO_86.5_LP-DIR-AF	KO_86.5	0.99	127.03824910899192	-6.481786813352045	 2.000e-02	0	0.00	0.00	4	273	0.00978640827107027	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	284	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T02:09:00Z	1.0275728684623782e-07
KO_86.5_LP-DIR-AF5	KO_86.5_LP-DIR-AF	KO_86.5	0.99	127.18305203594572	-4.573135167063559	 2.500e-02	0	0.00	0.00	5	273	0.009090026978848328	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	285	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T02:09:00Z	9.544528327790745e-08
KO_86.5_LP-DIR-AF6	KO_86.5_LP-DIR-AF	KO_86.5	0.99	124.15419960183733	-3.8369535025672104	 3.000e-02	0	0.00	0.00	6	273	0.00882395214851454	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	286	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T02:09:00Z	9.265149755940268e-08
KO_86.5_LP-DIR-AF7	KO_86.5_LP-DIR-AF	KO_86.5	0.99	127.44144618289238	-2.9169605384566832	 4.000e-02	0	0.00	0.00	7	273	0.007074279303533265	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	287	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T02:09:00Z	7.427993268709928e-08
KO_86.5_LP-DIR-AF8	KO_86.5_LP-DIR-AF	KO_86.5	0.99	159.26476606200305	-1.811064055070571	 5.000e-02	0	0.00	0.00	8	273	0.004279176388850245	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	288	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T02:09:00Z	4.493135208292757e-08
KO_86.5_LP-DIR-AF9	KO_86.5_LP-DIR-AF	KO_86.5	0.99	123.63798046804422	-3.5698815145812324	 6.000e-02	0	0.00	0.00	9	273	0.00873366780270362	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	289	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T02:09:00Z	9.1703511928388e-08
KO_86.5_LP-DIR-AF10	KO_86.5_LP-DIR-AF	KO_86.5	0.99	171.50228540648703	-4.277321659165738	 7.000e-02	0	0.00	0.00	10	273	0.007367848829331537	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	290	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T02:09:00Z	7.736241270798113e-08
KO_86.5_LP-DIR-AF11	KO_86.5_LP-DIR-AF	KO_86.5	0.99	188.94076543432254	0.18818401214351266	 8.000e-02	0	0.00	0.00	11	273	0.015136375517291236	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	291	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T02:09:00Z	1.5893194293155798e-07
KO_86.5_LP-DIR-AF12	KO_86.5_LP-DIR-AF	KO_86.5	0.99	147.61054200394113	0.7992115071823969	 9.000e-02	0	0.00	0.00	12	273	0.025604538731016382	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	292	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T02:09:00Z	2.68847656675672e-07
KO_86.5_LP-DIR-AF13	KO_86.5_LP-DIR-AF	KO_86.5	0.99	170.47916048356998	-1.1099702953404185	 1.000e-01	0	0.00	0.00	13	273	0.02453294514999017	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	293	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T02:09:00Z	2.575959240748968e-07
KO_86.6_LP-DIR-AF0	KO_86.6_LP-DIR-AF	KO_86.6	0.99	146.0385742481488	-12.026801607460673	 0.000e+00	0	0.00	0.00	0	273	0.011975079944724364	This study	Utrecht_ 2G DC	LT-NO:LP-DIR-AF	g	294	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	1.2573833941960582e-07
KO_86.6_LP-DIR-AF1	KO_86.6_LP-DIR-AF	KO_86.6	0.99	145.53918372862825	-11.5582714479089	 5.000e-03	0	0.00	0.00	1	273	0.012025705649644104	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	295	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	1.2626990932126307e-07
KO_86.6_LP-DIR-AF2	KO_86.6_LP-DIR-AF	KO_86.6	0.99	144.35947680022466	-10.09176561156337	 1.000e-02	0	0.00	0.00	2	273	0.01190304749560127	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	296	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	1.2498199870381333e-07
KO_86.6_LP-DIR-AF3	KO_86.6_LP-DIR-AF	KO_86.6	0.99	143.86097308444474	-8.572777610076544	 1.500e-02	0	0.00	0.00	3	273	0.011627994213668435	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	297	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	1.2209393924351856e-07
KO_86.6_LP-DIR-AF4	KO_86.6_LP-DIR-AF	KO_86.6	0.99	142.9750397299929	-7.468252128639065	 2.000e-02	0	0.00	0.00	4	273	0.0113573375245371	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	298	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	1.1925204400763954e-07
KO_86.6_LP-DIR-AF5	KO_86.6_LP-DIR-AF	KO_86.6	0.99	142.1205895715396	-6.134164529449601	 2.500e-02	0	0.00	0.00	5	273	0.010873458918096735	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	299	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	1.1417131864001571e-07
KO_86.6_LP-DIR-AF6	KO_86.6_LP-DIR-AF	KO_86.6	0.99	141.06445219118407	-5.154406929478521	 3.000e-02	0	0.00	0.00	6	273	0.010240418606806578	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	300	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	1.0752439537146907e-07
KO_86.6_LP-DIR-AF7	KO_86.6_LP-DIR-AF	KO_86.6	0.99	139.1665048855487	-4.462797524994476	 4.000e-02	0	0.00	0.00	7	273	0.009204140052406221	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	301	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	9.664347055026532e-08
KO_86.6_LP-DIR-AF8	KO_86.6_LP-DIR-AF	KO_86.6	0.99	137.28636087477972	-3.446390794079509	 5.000e-02	0	0.00	0.00	8	273	0.0072718249806188835	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	302	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	7.635416229649827e-08
KO_86.6_LP-DIR-AF9	KO_86.6_LP-DIR-AF	KO_86.6	0.99	140.56665322998222	-2.560887310395009	 6.000e-02	0	0.00	0.00	9	273	0.005072994973833026	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	303	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	5.3266447225246775e-08
KO_86.6_LP-DIR-AF10	KO_86.6_LP-DIR-AF	KO_86.6	0.99	205.7777380139316	-0.5619655138548175	 7.000e-02	0	0.00	0.00	10	273	0.004029755792356622	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	304	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	4.231243581974453e-08
KO_86.6_LP-DIR-AF11	KO_86.6_LP-DIR-AF	KO_86.6	0.99	270.9406502371852	0.9676116852865829	 8.000e-02	0	0.00	0.00	11	273	0.014099148395826194	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	305	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	1.4804105815617503e-07
KO_86.6_LP-DIR-AF12	KO_86.6_LP-DIR-AF	KO_86.6	0.99	262.5006029893152	2.033975653548367	 9.000e-02	0	0.00	0.00	12	273	0.032200309853299955	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	306	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	3.381032534596495e-07
KO_86.6_LP-DIR-AF13	KO_86.6_LP-DIR-AF	KO_86.6	0.99	263.8261454945264	2.7228836317355714	 1.000e-01	0	0.00	0.00	13	273	0.03989521535994987	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	307	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	4.1889976127947366e-07
KO_86.7_LP-DIR-AF0	KO_86.7_LP-DIR-AF	KO_86.7	0.99	145.94218540900937	-5.262321919207632	 0.000e+00	0	0.00	0.00	0	273	0.020664254851589216	This study	Utrecht_ 2G DC	LT-NO:LP-DIR-AF	g	308	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	2.1697467594168677e-07
KO_86.7_LP-DIR-AF1	KO_86.7_LP-DIR-AF	KO_86.7	0.99	145.4228429058298	-5.500143116649643	 5.000e-03	0	0.00	0.00	1	273	0.020568229469063774	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	309	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	2.1596640942516963e-07
KO_86.7_LP-DIR-AF2	KO_86.7_LP-DIR-AF	KO_86.7	0.99	144.36844608310585	-4.43267443753907	 1.000e-02	0	0.00	0.00	2	273	0.020332218102571138	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	310	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	2.1348829007699694e-07
KO_86.7_LP-DIR-AF3	KO_86.7_LP-DIR-AF	KO_86.7	0.99	143.56914187983764	-3.1797369572490375	 1.500e-02	0	0.00	0.00	3	273	0.019916961401627582	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	311	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	2.091280947170896e-07
KO_86.7_LP-DIR-AF4	KO_86.7_LP-DIR-AF	KO_86.7	0.99	142.9617508910081	-2.100642683669921	 2.000e-02	0	0.00	0.00	4	273	0.019460780980522906	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	312	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	2.043382002954905e-07
KO_86.7_LP-DIR-AF5	KO_86.7_LP-DIR-AF	KO_86.7	0.99	142.25319461272534	-1.0287543484083235	 2.500e-02	0	0.00	0.00	5	273	0.01867186283363298	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	313	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	1.9605455975314626e-07
KO_86.7_LP-DIR-AF6	KO_86.7_LP-DIR-AF	KO_86.7	0.99	141.53213668785244	-0.23075195323822856	 3.000e-02	0	0.00	0.00	6	273	0.01775943146344392	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	314	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	1.8647403036616116e-07
KO_86.7_LP-DIR-AF7	KO_86.7_LP-DIR-AF	KO_86.7	0.99	140.28544674938257	0.04691752628361869	 4.000e-02	0	0.00	0.00	7	273	0.01535225612143507	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	315	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	1.6119868927506823e-07
KO_86.7_LP-DIR-AF8	KO_86.7_LP-DIR-AF	KO_86.7	0.99	140.06452145657786	0.9637874079630491	 5.000e-02	0	0.00	0.00	8	273	0.01075786692055038	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	316	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	1.1295760266577898e-07
KO_86.7_LP-DIR-AF9	KO_86.7_LP-DIR-AF	KO_86.7	0.99	151.72796392056728	1.0917736043190134	 6.000e-02	0	0.00	0.00	9	273	0.005148304786710937	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	317	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	5.405720026046484e-08
KO_86.7_LP-DIR-AF10	KO_86.7_LP-DIR-AF	KO_86.7	0.99	263.96454733462406	5.178409089371924	 7.000e-02	0	0.00	0.00	10	273	0.0070486324239258675	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	318	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	7.40106404512216e-08
KO_86.7_LP-DIR-AF11	KO_86.7_LP-DIR-AF	KO_86.7	0.99	289.29004621918875	1.67399107827845	 8.000e-02	0	0.00	0.00	11	273	0.022006235459364025	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	319	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	2.3106547232332225e-07
KO_86.7_LP-DIR-AF12	KO_86.7_LP-DIR-AF	KO_86.7	0.99	278.9997168159572	2.239547482481717	 9.000e-02	0	0.00	0.00	12	273	0.052398893031529836	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	320	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	5.501883768310632e-07
KO_86.7_LP-DIR-AF13	KO_86.7_LP-DIR-AF	KO_86.7	0.99	278.819018994947	2.2268800408314875	 1.000e-01	0	0.00	0.00	13	273	0.06838330079532867	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	321	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	7.18024658350951e-07
KO_86.8_LP-DIR-AF0	KO_86.8_LP-DIR-AF	KO_86.8	0.99	153.93069721335738	-36.048007068151215	 0.000e+00	0	0.00	0.00	0	273	0.025571057902784813	This study	Utrecht_ 2G DC	LT-NO:LP-DIR-AF	g	322	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	2.684961079792405e-07
KO_86.8_LP-DIR-AF1	KO_86.8_LP-DIR-AF	KO_86.8	0.99	153.89272705938393	-36.77907735411895	 5.000e-03	0	0.00	0.00	1	273	0.02529158034368709	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	323	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	2.655615936087144e-07
KO_86.8_LP-DIR-AF2	KO_86.8_LP-DIR-AF	KO_86.8	0.99	152.86792648766146	-36.17458694991805	 1.000e-02	0	0.00	0.00	2	273	0.024525619905438306	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	324	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	2.575190090071022e-07
KO_86.8_LP-DIR-AF3	KO_86.8_LP-DIR-AF	KO_86.8	0.99	151.92751306414706	-35.483604780930044	 1.500e-02	0	0.00	0.00	3	273	0.023462105308081977	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	325	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	2.4635210573486074e-07
KO_86.8_LP-DIR-AF4	KO_86.8_LP-DIR-AF	KO_86.8	0.99	151.01827271167681	-35.065580598195716	 2.000e-02	0	0.00	0.00	4	273	0.022213405280363023	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	326	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	2.3324075544381173e-07
KO_86.8_LP-DIR-AF5	KO_86.8_LP-DIR-AF	KO_86.8	0.99	149.9082580122553	-34.30163655629157	 2.500e-02	0	0.00	0.00	5	273	0.020786608282743646	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	327	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	2.1825938696880827e-07
KO_86.8_LP-DIR-AF6	KO_86.8_LP-DIR-AF	KO_86.8	0.99	149.0069960077241	-33.45599411716613	 3.000e-02	0	0.00	0.00	6	273	0.019175582073194152	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	328	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	2.013436117685386e-07
KO_86.8_LP-DIR-AF7	KO_86.8_LP-DIR-AF	KO_86.8	0.99	147.5288077091515	-32.93261538193398	 4.000e-02	0	0.00	0.00	7	273	0.016274407102276022	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	329	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	1.7088127457389822e-07
KO_86.8_LP-DIR-AF8	KO_86.8_LP-DIR-AF	KO_86.8	0.99	145.30136195989036	-31.488778939081627	 5.000e-02	0	0.00	0.00	8	273	0.011614589308591857	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	330	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	1.219531877402145e-07
KO_86.8_LP-DIR-AF9	KO_86.8_LP-DIR-AF	KO_86.8	0.99	152.5924245621816	-31.49174158069448	 6.000e-02	0	0.00	0.00	9	273	0.006454030715115581	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	331	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	6.776732250871359e-08
KO_86.8_LP-DIR-AF10	KO_86.8_LP-DIR-AF	KO_86.8	0.99	232.07145222036837	-17.6405757899389	 7.000e-02	0	0.00	0.00	10	273	0.005625444300921168	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	332	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	5.906716515967226e-08
KO_86.8_LP-DIR-AF11	KO_86.8_LP-DIR-AF	KO_86.8	0.99	288.89646986112655	-2.337978345040096	 8.000e-02	0	0.00	0.00	11	273	0.013097133057698763	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	333	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	1.37519897105837e-07
KO_86.8_LP-DIR-AF12	KO_86.8_LP-DIR-AF	KO_86.8	0.99	268.9200351531392	1.868971348610429	 9.000e-02	0	0.00	0.00	12	273	0.036502089326092946	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	334	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	3.832719379239759e-07
KO_86.8_LP-DIR-AF13	KO_86.8_LP-DIR-AF	KO_86.8	0.99	270.85937224364466	2.1109816406273443	 1.000e-01	0	0.00	0.00	13	273	0.044987968802352604	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	335	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	4.7237367242470234e-07
KO_86.9_LP-DIR-AF0	KO_86.9_LP-DIR-AF	KO_86.9	0.99	164.16276752414296	-33.98324190563958	 0.000e+00	0	0.00	0.00	0	273	0.01754990034922061	This study	Utrecht_ 2G DC	LT-NO:LP-DIR-AF	g	336	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	1.842739536668164e-07
KO_86.9_LP-DIR-AF1	KO_86.9_LP-DIR-AF	KO_86.9	0.99	163.48472565622978	-34.627555984701566	 5.000e-03	0	0.00	0.00	1	273	0.01726300751814204	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	337	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	1.8126157894049142e-07
KO_86.9_LP-DIR-AF2	KO_86.9_LP-DIR-AF	KO_86.9	0.99	162.5798057983382	-34.22900715427247	 1.000e-02	0	0.00	0.00	2	273	0.016660257270990773	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	338	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	1.7493270134540312e-07
KO_86.9_LP-DIR-AF3	KO_86.9_LP-DIR-AF	KO_86.9	0.99	162.03510627877054	-33.801326462705234	 1.500e-02	0	0.00	0.00	3	273	0.015903977739437008	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	339	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	1.6699176626408858e-07
KO_86.9_LP-DIR-AF4	KO_86.9_LP-DIR-AF	KO_86.9	0.99	160.87477397921293	-33.4791884311421	 2.000e-02	0	0.00	0.00	4	273	0.014985780107894846	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	340	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	1.5735069113289588e-07
KO_86.9_LP-DIR-AF5	KO_86.9_LP-DIR-AF	KO_86.9	0.99	159.86369657175186	-32.43787845136235	 2.500e-02	0	0.00	0.00	5	273	0.014062397391915907	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	341	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	1.4765517261511702e-07
KO_86.9_LP-DIR-AF6	KO_86.9_LP-DIR-AF	KO_86.9	0.99	157.92471220042722	-31.88508685439559	 3.000e-02	0	0.00	0.00	6	273	0.0130718197530156	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	342	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	1.3725410740666378e-07
KO_86.9_LP-DIR-AF7	KO_86.9_LP-DIR-AF	KO_86.9	0.99	153.18583830776907	-30.50445410685989	 4.000e-02	0	0.00	0.00	7	273	0.011369912956347584	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	343	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	1.1938408604164962e-07
KO_86.9_LP-DIR-AF8	KO_86.9_LP-DIR-AF	KO_86.9	0.99	145.16535336772293	-27.59972863756595	 5.000e-02	0	0.00	0.00	8	273	0.008654423586758832	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	344	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	9.087144766096773e-08
KO_86.9_LP-DIR-AF9	KO_86.9_LP-DIR-AF	KO_86.9	0.99	126.869897645844	-24.20415321704213	 6.000e-02	0	0.00	0.00	9	273	0.005273077988606171	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	345	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	5.536731888036479e-08
KO_86.9_LP-DIR-AF10	KO_86.9_LP-DIR-AF	KO_86.9	0.99	5.210223874687118	-60.40506407491318	 7.000e-02	0	0.00	0.00	10	273	0.0010766520249209772	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	346	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	1.1304846261670259e-08
KO_86.9_LP-DIR-AF11	KO_86.9_LP-DIR-AF	KO_86.9	0.99	302.1372489810418	-1.5359943057981056	 8.000e-02	0	0.00	0.00	11	273	0.017551841864444515	This study	Utrecht_ 2G DC	LT-AF-Z:LP-DIR-AF	g	347	u	8	2.730e+02	ROBOT	free string = 1586	pmagpy-4.2.19	2007-05-31T04:42:00Z	1.842943395766674e-07
