tab	sites
site	location	age_unit	composite_depth	core_depth	height	lat	lon	geologic_classes	geologic_types	lithologies	citations	method_codes	result_quality	result_type
318-U1361A-011H_5A-0.45	U1361A		100.95	100.95		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_5A-0.5	U1361A		101.0	101.0		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_5A-0.55	U1361A		101.05	101.05		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_5A-0.6	U1361A		101.1	101.1		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_5A-0.65	U1361A		101.15	101.15		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_5A-0.7	U1361A		101.2	101.2		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_5A-0.75	U1361A		101.25	101.25		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_5A-0.8	U1361A		101.3	101.3		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_5A-0.85	U1361A		101.35	101.35		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_5A-0.9	U1361A		101.4	101.4		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_5A-0.95	U1361A		101.45	101.45		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_5A-1	U1361A		101.5	101.5		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_5A-1.05	U1361A		101.55	101.55		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_5A-1.1	U1361A		101.6	101.6		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_5A-1.15	U1361A		101.65	101.65		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_5A-1.2	U1361A		101.7	101.7		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_5A-1.25	U1361A		101.75	101.75		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_5A-1.3	U1361A		101.8	101.8		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_5A-1.35	U1361A		101.85	101.85		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_5A-1.4	U1361A		101.9	101.9		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-011H_5A-1.45	U1361A		101.95	101.95		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H-4-W-91	U1361A		107.18	107.18		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H-4-W-91a	U1361A		107.18	107.18		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H-5-W-122	U1361A		109.0	109.0		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H-5-W-122a	U1361A		109.0	109.0		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H-6-W-107	U1361A		110.355	110.355		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H-7-W-43	U1361A		110.925	110.925		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H-7-W-43a	U1361A		110.925	110.925		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_4A-0.1	U1361A		106.37	106.37		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_4A-0.25	U1361A		106.52	106.52		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_4A-0.3	U1361A		106.57	106.57		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_4A-0.35	U1361A		106.62	106.62		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_4A-0.4	U1361A		106.67	106.67		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_4A-0.45	U1361A		106.72	106.72		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_4A-0.5	U1361A		106.77	106.77		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_4A-0.55	U1361A		106.82	106.82		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_4A-0.6	U1361A		106.87	106.87		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_4A-0.65	U1361A		106.92	106.92		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_4A-0.7	U1361A		106.97	106.97		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_4A-0.75	U1361A		107.02	107.02		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_4A-0.8	U1361A		107.07	107.07		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_4A-0.85	U1361A		107.12	107.12		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_4A-0.9	U1361A		107.17	107.17		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_4A-0.95	U1361A		107.22	107.22		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_4A-1	U1361A		107.27	107.27		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_4A-1.05	U1361A		107.32	107.32		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_4A-1.1	U1361A		107.37	107.37		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_4A-1.15	U1361A		107.42	107.42		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_4A-1.2	U1361A		107.47	107.47		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_4A-1.25	U1361A		107.52	107.52		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_4A-1.3	U1361A		107.57	107.57		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_4A-1.35	U1361A		107.62	107.62		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_4A-1.4	U1361A		107.67	107.67		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_5A-0.1	U1361A		107.88	107.88		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_5A-0.15	U1361A		107.93	107.93		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_5A-0.2	U1361A		107.98	107.98		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_5A-0.25	U1361A		108.03	108.03		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_5A-0.3	U1361A		108.08	108.08		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_5A-0.35	U1361A		108.13	108.13		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_5A-0.4	U1361A		108.18	108.18		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_5A-0.45	U1361A		108.23	108.23		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_5A-0.5	U1361A		108.28	108.28		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_5A-0.55	U1361A		108.33	108.33		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_5A-0.6	U1361A		108.38	108.38		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_5A-0.65	U1361A		108.43	108.43		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_5A-0.7	U1361A		108.48	108.48		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_5A-0.75	U1361A		108.53	108.53		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_5A-0.8	U1361A		108.58	108.58		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_5A-0.85	U1361A		108.63	108.63		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_5A-0.9	U1361A		108.68	108.68		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_5A-0.95	U1361A		108.73	108.73		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_5A-1	U1361A		108.78	108.78		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_5A-1.05	U1361A		108.83	108.83		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_5A-1.1	U1361A		108.88	108.88		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_5A-1.2	U1361A		108.98	108.98		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_5A-1.25	U1361A		109.03	109.03		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_5A-1.3	U1361A		109.08	109.08		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_5A-1.35	U1361A		109.13	109.13		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_5A-1.4	U1361A		109.18	109.18		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_6A-0.1	U1361A		109.39	109.39		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_6A-0.15	U1361A		109.44	109.44		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_6A-0.2	U1361A		109.49	109.49		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_6A-0.25	U1361A		109.54	109.54		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_6A-0.3	U1361A		109.59	109.59		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_6A-0.35	U1361A		109.64	109.64		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_6A-0.4	U1361A		109.69	109.69		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_6A-0.45	U1361A		109.74	109.74		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_6A-0.5	U1361A		109.79	109.79		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_6A-0.55	U1361A		109.84	109.84		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_6A-0.6	U1361A		109.89	109.89		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_6A-0.65	U1361A		109.94	109.94		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_6A-0.7	U1361A		109.99	109.99		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_6A-0.75	U1361A		110.04	110.04		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_6A-0.8	U1361A		110.09	110.09		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_6A-0.85	U1361A		110.14	110.14		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_6A-0.9	U1361A		110.19	110.19		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_6A-0.95	U1361A		110.24	110.24		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_6A-1	U1361A		110.29	110.29		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_6A-1.05	U1361A		110.34	110.34		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_6A-1.1	U1361A		110.39	110.39		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_6A-1.15	U1361A		110.44	110.44		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_6A-1.2	U1361A		110.49	110.49		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_7A-0.15	U1361A		110.65	110.65		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_7A-0.2	U1361A		110.7	110.7		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_7A-0.25	U1361A		110.75	110.75		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_7A-0.3	U1361A		110.8	110.8		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_7A-0.35	U1361A		110.85	110.85		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_7A-0.4	U1361A		110.9	110.9		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_7A-0.45	U1361A		110.95	110.95		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_7A-0.5	U1361A		111.0	111.0		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_7A-0.55	U1361A		111.05	111.05		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-012H_7A-0.6	U1361A		111.1	111.1		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H-1-W-102	U1361A		114.52	114.52		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H-1-W-102a	U1361A		114.52	114.52		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H-2-W-70	U1361A		115.7	115.7		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H-2-W-70a	U1361A		115.7	115.7		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H-3-W-97	U1361A		117.47	117.47		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H-4-W-118	U1361A		119.18	119.18		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H-4-W-118a	U1361A		119.18	119.18		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H-5-W-95	U1361A		120.45	120.45		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H-5-W-95a	U1361A		120.45	120.45		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H-6-W-89	U1361A		121.89	121.89		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H-6-W-89a	U1361A		121.89	121.89		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H_1A-0.1	U1361A		113.6	113.6		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H_1A-0.15	U1361A		113.65	113.65		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H_1A-0.2	U1361A		113.7	113.7		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H_1A-0.25	U1361A		113.75	113.75		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H_1A-0.3	U1361A		113.8	113.8		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H_1A-0.35	U1361A		113.85	113.85		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H_1A-0.4	U1361A		113.9	113.9		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H_1A-0.45	U1361A		113.95	113.95		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H_1A-0.5	U1361A		114.0	114.0		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H_1A-0.55	U1361A		114.05	114.05		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H_1A-0.6	U1361A		114.1	114.1		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H_1A-0.65	U1361A		114.15	114.15		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H_1A-0.7	U1361A		114.2	114.2		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H_1A-0.75	U1361A		114.25	114.25		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H_1A-0.8	U1361A		114.3	114.3		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H_1A-0.85	U1361A		114.35	114.35		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H_1A-0.9	U1361A		114.4	114.4		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H_1A-0.95	U1361A		114.45	114.45		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H_1A-1	U1361A		114.5	114.5		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H_1A-1.05	U1361A		114.55	114.55		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H_1A-1.1	U1361A		114.6	114.6		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H_1A-1.15	U1361A		114.65	114.65		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H_1A-1.2	U1361A		114.7	114.7		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H_1A-1.25	U1361A		114.75	114.75		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H_1A-1.3	U1361A		114.8	114.8		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H_1A-1.35	U1361A		114.85	114.85		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H_1A-1.4	U1361A		114.9	114.9		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H_2A-0.1	U1361A		115.1	115.1		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H_2A-0.15	U1361A		115.15	115.15		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H_2A-0.2	U1361A		115.2	115.2		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H_2A-0.25	U1361A		115.25	115.25		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H_2A-0.3	U1361A		115.3	115.3		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H_2A-0.35	U1361A		115.35	115.35		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H_2A-0.4	U1361A		115.4	115.4		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H_2A-0.45	U1361A		115.45	115.45		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H_2A-0.5	U1361A		115.5	115.5		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H_2A-0.55	U1361A		115.55	115.55		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H_2A-0.6	U1361A		115.6	115.6		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H_2A-0.65	U1361A		115.65	115.65		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H_2A-0.7	U1361A		115.7	115.7		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H_2A-0.75	U1361A		115.75	115.75		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H_2A-0.8	U1361A		115.8	115.8		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H_2A-0.85	U1361A		115.85	115.85		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H_2A-0.9	U1361A		115.9	115.9		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H_2A-0.95	U1361A		115.95	115.95		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
318-U1361A-013H_2A-1	U1361A		116.0	116.0		-64.2457	143.532	Sedimentary	Sediment Layer	Silicate-Clay:Silty Clay	This study		g	i
