tab	er_specimens
er_sample_name	er_specimen_name	specimen_int_uT	measurement_step_min	measurement_step_min	specimen_lab_field_dc	Anisotropy_correction_factor	NLT_correction_factor	specimen_n	specimen_int_ptrm_n	specimen_f	specimen_fvds	specimen_frac	specimen_gap_max	specimen_b_beta	specimen_dang	specimen_drats	specimen_int_mad	specimen_md
0807c862006	0807c8620062	18.36	175	325	25	1.00	-	7.00	5.00	0.26	0.21	0.24	0.28	0.06	3.89	12.35	8.28	-1.00
0807c862006	0807c8620063	10.29	225	400	25	1.00	-	8.00	6.00	0.29	0.21	0.26	0.17	0.07	10.80	13.63	11.01	-1.00
0807c871048	0807c8710483	13.31	175	325	25	1.00	-	7.00	5.00	0.34	0.22	0.25	0.22	0.10	8.06	10.18	9.77	-1.00
0807c871048	0807c8710486	15.03	150	425	25	1.00	-	12.00	7.00	0.36	0.24	0.46	0.25	0.10	6.25	7.09	14.80	-1.00
0807c871048	0807c8710484	10.05	425	500	25	1.00	-	4.00	8.00	0.41	0.21	0.22	0.48	0.01	6.50	2.73	3.76	-1.00
0807c872091	0807c8720913	11.57	450	550	40	1.00	-	5.00	8.00	0.60	0.41	0.42	0.44	0.09	1.18	24.74	4.91	-1.00
0807c872091	0807c8720912	11.80	100	325	25	1.00	-	10.00	5.00	0.42	0.36	0.40	0.20	0.06	2.16	0.01	6.99	-1.00
0807c881057	0807c8810573	20.60	175	350	25	1.00	-	8.00	6.00	0.29	0.20	0.25	0.26	0.05	5.78	17.25	9.59	-1.00
0807c881057	0807c8810572	15.36	0	325	25	1.00	-	11.00	5.00	0.48	0.40	0.48	0.17	0.09	14.95	1.15	11.94	-1.00
0807c903094	0807c9030941	10.78	175	525	25	1.00	-	15.00	8.00	0.89	0.69	0.72	0.11	0.08	3.54	21.53	4.82	-1.00
0807c903094	0807c9030942	10.78	225	525	25	1.00	-	13.00	8.00	0.86	0.50	0.48	0.13	0.09	2.33	19.60	2.40	-1.00
0834b141032	0834b1410323	13.01	400	475	25	1.00	-	4.00	8.00	0.27	0.26	0.27	0.45	0.05	4.16	18.62	5.89	-1.00
0834b141032	0834b1410326	13.67	100	375	40	1.00	-	10.00	5.00	0.41	0.38	0.42	0.19	0.03	3.14	16.20	5.56	-1.00
0834b141032	0834b1410327	14.30	350	450	40	1.00	-	5.00	7.00	0.34	0.28	0.30	0.36	0.09	3.01	12.66	7.48	-1.00
0834b141032	0834b1410325	13.70	150	425	25	1.00	-	12.00	7.00	0.47	0.23	0.35	0.15	0.03	3.45	9.14	10.33	-1.00
0834b152056	0834b1520564	8.95	0	550	40	1.00	-	18.00	8.00	1.10	0.85	0.98	0.16	0.06	5.59	22.26	5.32	-1.00
0834b152056	0834b1520565	9.21	300	550	40	1.00	-	11.00	8.00	0.97	0.77	0.76	0.33	0.09	2.86	22.31	2.92	-1.00
0834b152056	0834b1520566	8.52	0	550	40	1.00	-	18.00	8.00	1.02	0.77	0.96	0.17	0.03	6.93	27.02	5.67	-1.00
0834b152056	0834b1520562	8.97	125	475	25	1.00	-	15.00	8.00	0.47	0.32	0.47	0.18	0.08	10.25	14.93	12.57	-1.00
0834b152056	0834b1520563	9.43	300	500	25	1.00	-	9.00	8.00	0.46	0.35	0.43	0.24	0.10	1.79	8.30	7.26	-1.00
0834b161047	0834b1610472	8.14	0	500	25	1.00	-	18.00	8.00	0.82	0.57	0.92	0.29	0.09	2.25	24.73	9.76	-1.00
0834b161047	0834b1610473	8.12	175	500	25	1.00	-	14.00	8.00	0.72	0.55	0.77	0.23	0.10	2.23	13.92	5.52	-1.00
0834b162022	0834b1620224	6.43	375	475	25	1.00	-	5.00	8.00	0.41	0.31	0.31	0.29	0.05	1.49	21.65	3.11	-1.00
0834b162022	0834b1620222	6.43	150	375	25	1.00	-	10.00	6.00	0.32	0.26	0.31	0.17	0.04	10.79	2.79	6.53	-1.00
0834b162022	0834b1620223	6.42	200	450	25	1.00	-	11.00	8.00	0.48	0.34	0.36	0.19	0.03	2.55	15.06	3.87	-1.00
0834b162022	0834b1620221	6.44	150	425	25	1.00	-	12.00	7.00	0.41	0.35	0.45	0.25	0.09	5.86	0.43	5.68	-1.00
0834b181020	0834b1810203	4.87	150	425	25	1.00	-	12.00	7.00	0.42	0.25	0.37	0.16	0.03	13.37	10.34	12.12	-1.00
0834b181020	0834b1810202	7.26	100	450	25	1.00	-	15.00	7.00	0.70	0.22	0.25	0.11	0.05	5.27	3.62	5.33	-1.00
0834b201041	0834b2010415	10.77	225	500	40	1.00	-	12.00	7.00	0.77	0.61	0.78	0.15	0.02	14.46	3.90	6.18	-1.00
0834b201041	0834b2010414	9.15	200	325	40	1.00	-	6.00	4.00	0.42	0.31	0.38	0.24	0.02	14.44	0.60	11.95	-1.00
0834b201041	0834b2010413	10.78	300	450	25	1.00	-	7.00	7.00	0.35	0.29	0.30	0.29	0.08	3.96	0.50	2.36	-1.00
0834b201041	0834b2010412	10.23	125	475	25	1.00	-	15.00	8.00	0.92	0.62	0.73	0.12	0.01	8.16	1.33	6.12	-1.00
0834b261036	0834b2610363	12.67	0	400	25	1.00	-	14.00	7.00	0.53	0.42	0.63	0.13	0.05	4.57	7.42	8.87	-1.00
0834b261036	0834b2610362	12.67	150	425	25	1.00	-	12.00	7.00	0.77	0.56	0.64	0.13	0.02	2.01	4.87	5.51	-1.00
0834b312047	0834b3120471	11.56	250	500	25	1.00	-	11.00	7.00	0.51	0.43	0.54	0.27	0.10	0.97	3.83	2.39	-1.00
0834b312047	0834b3120472	11.99	425	500	40	1.00	-	4.00	7.00	0.25	0.21	0.24	0.41	0.02	5.50	3.41	12.75	-1.00
0834b312047	0834b3120473	11.72	375	475	40	1.00	-	5.00	7.00	0.34	0.29	0.32	0.27	0.03	11.25	3.71	7.99	-1.00
0834b312047	0834b3120474	11.71	375	475	25	1.00	-	5.00	7.00	0.28	0.22	0.22	0.43	0.01	3.60	6.46	3.20	-1.00
0834b312047	0834b3120475	11.61	350	500	40	1.00	-	7.00	7.00	0.41	0.34	0.40	0.29	0.08	10.83	2.79	6.88	-1.00
0834b331003	0834b3310033	11.81	0	475	25	1.00	-	18.00	7.00	0.90	0.72	0.90	0.12	0.01	2.75	0.75	4.37	-1.00
0834b331003	0834b3310032	11.81	225	500	25	1.00	-	12.00	8.00	0.87	0.70	0.73	0.12	0.01	2.02	1.94	2.89	-1.00
0834b351003	0834b3510033	9.80	375	500	25	1.00	-	6.00	7.00	0.52	0.40	0.40	0.38	0.01	1.03	9.35	2.42	-1.00
0834b351003	0834b3510032	13.79	350	475	25	1.00	-	6.00	8.00	0.27	0.20	0.24	0.41	0.05	7.36	12.80	9.20	-1.00
0834b361010	0834b3610102	8.92	100	475	25	1.00	-	16.00	7.00	0.67	0.44	0.54	0.18	0.08	9.62	18.69	7.02	-1.00
0834b361010	0834b3610103	8.31	375	475	25	1.00	-	5.00	7.00	0.39	0.30	0.31	0.38	0.05	1.98	14.69	4.47	-1.00
0834b361010	0834b3610104	10.20	0	350	25	1.00	-	10.00	5.00	0.22	0.20	0.26	0.26	0.09	11.40	23.15	9.11	-1.00
0834b361010	0834b3610105	8.56	0	375	25	1.00	-	11.00	5.00	0.27	0.23	0.32	0.23	0.08	12.99	18.90	7.85	-1.00
0835b041083	0835b0410832	6.53	250	475	25	1.00	-	10.00	7.00	0.41	0.29	0.31	0.25	0.07	3.80	10.73	4.32	-1.00
0835b041083	0835b0410833	6.56	300	500	25	1.00	-	9.00	7.00	0.74	0.47	0.48	0.28	0.09	4.27	12.29	3.32	-1.00
0835b041083	0835b0410831	6.60	325	475	25	1.00	-	7.00	7.00	0.48	0.33	0.33	0.28	0.10	2.07	24.02	2.90	-1.00
0836a037055	0836a0370551	8.79	125	500	25	1.00	-	16.00	7.00	0.55	0.43	0.56	0.26	0.07	0.90	1.21	6.94	-1.00
0836a037055	0836a0370552	8.89	325	475	25	1.00	-	7.00	7.00	0.32	0.21	0.22	0.31	0.08	8.79	7.17	6.81	-1.00
0836a037073	0836a0370731	13.84	0	450	25	1.00	-	16.00	7.00	0.40	0.35	0.48	0.19	0.04	6.70	10.35	8.52	-1.00
0836a037073	0836a0370732	13.41	0	450	25	1.00	-	16.00	7.00	0.49	0.39	0.56	0.16	0.03	4.66	20.05	10.60	-1.00
0836b091100	0836b0911001	32.50	250	475	25	1.00	-	10.00	7.00	0.58	0.51	0.51	0.24	0.07	0.54	5.32	2.35	-1.00
0836b091100	0836b0911002	32.50	100	500	25	1.00	-	17.00	7.00	1.05	0.77	0.86	0.21	0.09	0.42	5.81	3.74	-1.00
0862a031011	0862a0310111	15.39	175	425	25	1.00	-	11.00	7.00	0.47	0.40	0.46	0.26	0.02	2.59	6.02	5.60	-1.00
0862a031011	0862a0310112	15.39	300	475	25	1.00	-	8.00	7.00	0.79	0.67	0.68	0.26	0.01	0.10	0.95	1.41	-1.00
0862a031098	0862a0310982	17.01	150	400	25	1.00	-	11.00	7.00	0.64	0.52	0.56	0.14	0.03	3.54	0.11	3.43	-1.00
0862a031098	0862a0310981	17.01	250	425	25	1.00	-	8.00	7.00	0.55	0.47	0.47	0.19	0.03	4.20	5.54	2.31	-1.00
0864a012050	0864a0120505	32.65	200	425	40	1.00	-	10.00	6.00	0.39	0.36	0.37	0.24	0.03	1.60	5.20	1.76	-1.00
0864a012050	0864a0120504	32.42	250	350	40	1.00	-	5.00	5.00	0.24	0.22	0.23	0.39	0.08	4.76	0.01	3.95	-1.00
0864a012050	0864a0120501	32.35	225	350	25	1.00	-	6.00	6.00	0.26	0.22	0.22	0.32	0.04	1.23	2.40	1.91	-1.00
0864a012050	0864a0120503	32.55	100	500	40	1.00	-	15.00	7.00	0.81	0.71	0.82	0.26	0.02	6.96	6.73	4.05	-1.00
0864a012050	0864a0120502	32.64	250	400	25	1.00	-	7.00	6.00	0.25	0.21	0.22	0.33	0.05	1.93	0.13	2.63	-1.00
0864a013015	0864a0130155	39.79	250	325	40	1.00	-	4.00	4.00	0.40	0.38	0.39	0.41	0.03	3.40	2.37	3.41	-1.00
0864a013015	0864a0130154	43.58	100	350	40	1.00	-	9.00	5.00	0.76	0.77	0.76	0.19	0.02	1.96	0.54	2.90	-1.00
0864a013015	0864a0130153	43.51	100	375	40	1.00	-	10.00	5.00	0.84	0.82	0.82	0.15	0.02	4.55	3.10	1.48	-1.00
0864a013015	0864a0130152	40.44	125	275	25	1.00	-	7.00	4.00	0.43	0.41	0.46	0.29	0.05	0.61	11.87	6.32	-1.00
0864a013015	0864a0130151	50.30	225	300	25	1.00	-	4.00	5.00	0.35	0.32	0.33	0.46	0.02	0.80	12.08	4.07	-1.00
0864a013048	0864a0130481	41.15	200	325	25	1.00	-	6.00	5.00	0.42	0.38	0.41	0.29	0.09	7.04	0.45	5.93	-1.00
0864a013048	0864a0130482	41.16	175	350	25	1.00	-	8.00	6.00	0.45	0.34	0.39	0.17	0.09	3.90	4.88	9.42	-1.00
0864a015015	0864a0150155	32.87	275	375	40	1.00	-	5.00	5.00	0.24	0.21	0.21	0.45	0.04	5.69	6.44	1.73	-1.00
0864a015015	0864a0150154	32.90	300	425	40	1.00	-	6.00	6.00	0.69	0.54	0.55	0.25	0.03	2.71	1.12	1.84	-1.00
0864a015015	0864a0150151	32.63	225	325	25	1.00	-	5.00	5.00	0.43	0.37	0.40	0.32	0.09	1.78	13.16	7.91	-1.00
0864a015015	0864a0150153	33.13	250	500	40	1.00	-	11.00	7.00	0.40	0.35	0.37	0.33	0.03	2.05	5.79	1.87	-1.00
0864a015015	0864a0150152	32.87	175	325	25	1.00	-	7.00	5.00	0.60	0.58	0.59	0.21	0.04	5.64	0.71	5.45	-1.00
0864a016030	0864a0160302	36.94	225	325	25	1.00	-	5.00	5.00	0.53	0.46	0.46	0.31	0.06	4.67	4.64	5.00	-1.00
0864a016030	0864a0160301	36.91	250	325	25	1.00	-	4.00	5.00	0.37	0.40	0.40	0.39	0.01	1.92	0.83	2.00	-1.00
0864a016143	0864a0161434	37.45	225	325	40	1.00	-	5.00	4.00	0.35	0.31	0.31	0.30	0.03	0.82	6.38	0.92	-1.00
0864a016143	0864a0161435	37.44	0	225	40	1.00	-	5.00	2.00	0.34	0.32	0.33	0.38	0.05	2.57	1.58	3.69	-1.00
0864a016143	0864a0161432	37.78	175	375	25	1.00	-	9.00	6.00	0.59	0.49	0.56	0.22	0.10	5.04	13.30	3.49	-1.00
0864a016143	0864a0161431	37.56	250	400	25	1.00	-	7.00	7.00	0.35	0.28	0.32	0.21	0.06	3.22	8.00	11.29	-1.00
0907a251028	0907a2510282	16.55	125	425	25	1.00	-	13.00	7.00	0.74	0.62	0.66	0.12	0.04	1.78	5.47	3.97	-1.00
0907a251028	0907a2510281	16.55	150	250	25	1.00	-	5.00	4.00	0.26	0.21	0.22	0.35	0.04	6.56	6.22	8.38	-1.00
0907a252049	0907a2520491	15.08	225	400	25	1.00	-	8.00	7.00	0.35	0.26	0.27	0.24	0.08	2.82	8.51	2.29	-1.00
0907a252049	0907a2520492	15.08	175	375	25	1.00	-	9.00	6.00	0.50	0.45	0.45	0.15	0.03	0.57	7.34	2.25	-1.00
0907a254049	0907a2540493	16.82	325	425	40	1.00	-	5.00	6.00	0.41	0.34	0.35	0.33	0.05	5.66	11.93	4.80	-1.00
0907a254049	0907a2540492	16.82	300	450	40	1.00	-	7.00	7.00	0.60	0.52	0.52	0.28	0.06	1.27	17.80	1.94	-1.00
0907a254049	0907a2540491	16.82	275	475	40	1.00	-	9.00	7.00	0.70	0.64	0.64	0.23	0.05	2.90	15.90	1.74	-1.00
0907a261053	0907a2610534	15.26	200	500	40	1.00	-	13.00	7.00	0.87	0.84	0.85	0.15	0.03	3.09	15.47	1.99	-1.00
0907a261053	0907a2610531	15.26	175	425	25	1.00	-	11.00	7.00	0.78	0.69	0.71	0.14	0.02	1.18	9.11	3.17	-1.00
0907a261053	0907a2610532	15.25	0	250	25	1.00	-	8.00	4.00	0.23	0.21	0.31	0.24	0.08	9.65	4.11	11.60	-1.00
0907a261053	0907a2610533	15.26	100	450	40	1.00	-	13.00	7.00	0.90	0.88	0.88	0.14	0.02	3.08	19.46	2.13	-1.00
0907a261139	0907a2611393	9.82	300	475	40	1.00	-	8.00	7.00	0.48	0.39	0.47	0.25	0.08	13.98	13.83	6.96	-1.00
0907a261139	0907a2611392	9.83	125	475	25	1.00	-	15.00	7.00	0.86	0.70	0.71	0.10	0.05	2.60	1.48	3.27	-1.00
0907a261139	0907a2611391	9.85	150	375	25	1.00	-	10.00	6.00	0.34	0.20	0.29	0.17	0.08	11.71	15.56	13.37	-1.00
0907a261139	0907a2611395	9.86	225	500	40	1.00	-	12.00	7.00	0.77	0.60	0.70	0.14	0.05	4.81	16.26	6.06	-1.00
0907a261139	0907a2611394	9.88	325	450	40	1.00	-	6.00	7.00	0.32	0.25	0.28	0.29	0.05	10.65	15.31	9.91	-1.00
0907a261143	0907a2611432	7.72	150	375	25	1.00	-	10.00	5.00	0.32	0.24	0.32	0.21	0.04	5.49	16.60	14.45	-1.00
0907a261143	0907a2611433	7.75	0	450	40	1.00	-	14.00	7.00	0.81	0.59	0.87	0.13	0.05	11.71	14.79	6.57	-1.00
0907a261143	0907a2611431	7.74	275	450	25	1.00	-	8.00	7.00	0.55	0.43	0.43	0.23	0.07	3.36	1.16	2.07	-1.00
0907a261143	0907a2611434	7.70	275	500	40	1.00	-	10.00	7.00	0.63	0.47	0.57	0.19	0.09	13.84	13.89	5.70	-1.00
0907a261143	0907a2611435	7.82	0	450	40	1.00	-	14.00	7.00	0.84	0.59	0.90	0.13	0.08	6.83	17.37	6.89	-1.00
0907a262014	0907a2620144	14.80	250	500	40	1.00	-	11.00	7.00	0.70	0.64	0.67	0.16	0.04	7.14	11.76	3.48	-1.00
0907a262014	0907a2620142	14.77	200	450	25	1.00	-	11.00	7.00	0.81	0.65	0.68	0.14	0.06	1.82	4.71	3.59	-1.00
0907a262014	0907a2620143	14.78	0	500	40	1.00	-	16.00	7.00	1.00	0.94	0.98	0.13	0.03	1.62	14.36	1.72	-1.00
0907a262014	0907a2620141	14.80	150	350	25	1.00	-	9.00	6.00	0.37	0.30	0.33	0.17	0.04	3.93	8.93	5.17	-1.00
0907a262019	0907a2620191	11.73	250	425	25	1.00	-	8.00	7.00	0.40	0.31	0.32	0.16	0.06	2.74	3.59	4.43	-1.00
0907a262019	0907a2620192	11.72	0	425	25	1.00	-	15.00	7.00	0.71	0.51	0.58	0.10	0.04	0.95	0.11	6.31	-1.00
1001a541073	1001a5410732	2.80	300	500	25	1.00	-	9.00	7.00	0.36	0.23	0.32	0.30	0.09	12.32	7.51	7.86	-1.00
1001a541073	1001a5410731	3.92	300	500	25	1.00	-	9.00	7.00	0.55	0.38	0.45	0.49	0.02	5.34	6.95	5.88	-1.00
1001a553015	1001a5530152	20.42	225	500	25	1.00	-	12.00	7.00	0.55	0.42	0.46	0.38	0.07	1.83	0.52	4.23	-1.00
1001a553015	1001a5530151	20.43	100	475	25	1.00	-	16.00	7.00	0.37	0.29	0.45	0.21	0.08	2.59	18.31	10.54	-1.00
1001a561016	1001a5610161	65.07	0	425	25	1.00	-	15.00	7.00	0.74	0.61	0.72	0.12	0.10	4.39	10.56	8.61	-1.00
1001a561016	1001a5610162	64.98	225	350	25	1.00	-	6.00	6.00	0.24	0.22	0.27	0.24	0.05	0.67	15.04	13.07	-1.00
1001a561048	1001a5610482	12.78	400	500	25	1.00	-	5.00	7.00	0.39	0.20	0.21	0.38	0.03	3.57	13.59	2.62	-1.00
1001a561048	1001a5610481	13.06	325	500	25	1.00	-	8.00	7.00	0.42	0.30	0.31	0.31	0.07	1.08	6.37	2.62	-1.00
1001a562026	1001a5620264	26.74	200	500	40	1.00	-	13.00	7.00	0.91	0.73	0.82	0.31	0.02	1.86	27.20	5.06	-1.00
1001a562026	1001a5620265	24.77	400	475	40	1.00	-	4.00	7.00	0.61	0.54	0.56	0.48	0.09	2.04	28.44	3.09	-1.00
1001a562026	1001a5620261	24.27	325	500	25	1.00	-	8.00	7.00	0.65	0.56	0.63	0.38	0.04	0.13	3.13	1.59	-1.00
1001a562026	1001a5620262	18.79	350	475	25	1.00	-	6.00	7.00	0.57	0.48	0.50	0.49	0.03	2.89	12.04	2.88	-1.00
1001a562026	1001a5620263	27.67	0	500	40	1.00	-	16.00	7.00	0.90	0.75	0.93	0.38	0.04	1.27	25.76	4.55	-1.00
1001a562034	1001a5620343	19.04	325	500	40	1.00	-	8.00	7.00	0.35	0.31	0.38	0.39	0.06	1.52	2.65	5.75	-1.00
1001a562034	1001a5620342	16.42	425	500	25	1.00	-	4.00	6.00	0.34	0.27	0.27	0.44	0.04	0.82	6.91	4.81	-1.00
1001a562034	1001a5620341	15.04	0	450	25	1.00	-	16.00	7.00	0.44	0.32	0.56	0.21	0.06	6.58	19.17	11.05	-1.00
1001a562034	1001a5620345	21.81	0	500	40	1.00	-	16.00	7.00	0.48	0.40	0.59	0.33	0.09	3.81	9.32	7.77	-1.00
1001a562034	1001a5620344	22.53	0	500	40	1.00	-	16.00	7.00	0.78	0.64	0.86	0.32	0.07	2.91	24.20	7.05	-1.00
