tab 	er_samples
er_citation_names	er_location_name	er_sample_name	er_site_name	magic_method_codes	magic_software_packages	sample_azimuth	sample_bed_dip	sample_bed_dip_direction	sample_dip
This study	Northern Iceland	is116k	is116	FS-FD:SO-POM	pmagpy-2.129	343.0	6.0	55.0	54.0
This study	Northern Iceland	is116l	is116	FS-FD:SO-POM	pmagpy-2.129	325.0	6.0	55.0	63.0
This study	Northern Iceland	is116m	is116	FS-FD:SO-POM	pmagpy-2.129	307.0	6.0	55.0	28.0
This study	Northern Iceland	is116n	is116	FS-FD:SO-POM	pmagpy-2.129	41.0	6.0	55.0	38.0
This study	Northern Iceland	is116o	is116	FS-FD:SO-POM	pmagpy-2.129	32.0	6.0	55.0	14.0
This study	Northern Iceland	is116p	is116	FS-FD:SO-POM	pmagpy-2.129	315.0	6.0	55.0	67.0
This study	Northern Iceland	is116q	is116	FS-FD:SO-POM	pmagpy-2.129	280.0	6.0	55.0	25.0
This study	Northern Iceland	is116r	is116	FS-FD:SO-POM	pmagpy-2.129	9.0	6.0	55.0	60.0
This study	Northern Iceland	is116s	is116	FS-FD:SO-POM	pmagpy-2.129	309.0	6.0	55.0	67.0
This study	Northern Iceland	is116t	is116	FS-FD:SO-POM	pmagpy-2.129	12.0	6.0	55.0	32.0
This study	Northern Iceland	is117a	is117	FS-FD:SO-POM	pmagpy-2.129	357.0	6.0	55.0	72.0
This study	Northern Iceland	is117b	is117	FS-FD:SO-POM	pmagpy-2.129	338.0	6.0	55.0	77.0
This study	Northern Iceland	is117c	is117	FS-FD:SO-POM	pmagpy-2.129	357.0	6.0	55.0	61.0
This study	Northern Iceland	is117d	is117	FS-FD:SO-POM	pmagpy-2.129	274.0	6.0	55.0	53.0
This study	Northern Iceland	is117e	is117	FS-FD:SO-POM	pmagpy-2.129	355.0	6.0	55.0	44.0
This study	Northern Iceland	is117f	is117	FS-FD:SO-POM	pmagpy-2.129	99.0	6.0	55.0	90.0
This study	Northern Iceland	is117g	is117	FS-FD:SO-POM	pmagpy-2.129	39.0	6.0	55.0	65.0
This study	Northern Iceland	is117h	is117	FS-FD:SO-POM	pmagpy-2.129	293.0	6.0	55.0	71.0
This study	Northern Iceland	is117i	is117	FS-FD:SO-POM	pmagpy-2.129	342.0	6.0	55.0	56.0
This study	Northern Iceland	is117j	is117	FS-FD:SO-POM	pmagpy-2.129	77.0	6.0	55.0	40.0
This study	Northern Iceland	is117k	is117	FS-FD:SO-POM	pmagpy-2.129	19.0	6.0	55.0	59.0
This study	Northern Iceland	is117l	is117	FS-FD:SO-POM	pmagpy-2.129	94.0	6.0	55.0	34.0
This study	Northern Iceland	is117m	is117	FS-FD:SO-POM	pmagpy-2.129	110.0	6.0	55.0	27.0
This study	Northern Iceland	is118a	is118	FS-FD:SO-POM	pmagpy-2.129	43.0	6.0	55.0	40.0
This study	Northern Iceland	is118b	is118	FS-FD:SO-POM	pmagpy-2.129	52.0	6.0	55.0	57.0
This study	Northern Iceland	is118c	is118	FS-FD:SO-POM	pmagpy-2.129	74.0	6.0	55.0	51.0
This study	Northern Iceland	is118d	is118	FS-FD:SO-POM	pmagpy-2.129	32.0	6.0	55.0	52.0
This study	Northern Iceland	is118e	is118	FS-FD:SO-POM	pmagpy-2.129	102.0	6.0	55.0	57.0
This study	Northern Iceland	is118f	is118	FS-FD:SO-POM	pmagpy-2.129	90.0	6.0	55.0	81.0
This study	Northern Iceland	is118g	is118	FS-FD:SO-POM	pmagpy-2.129	128.0	6.0	55.0	69.0
This study	Northern Iceland	is118h	is118	FS-FD:SO-POM	pmagpy-2.129	63.0	6.0	55.0	67.0
This study	Northern Iceland	is118i	is118	FS-FD:SO-POM	pmagpy-2.129	291.0	6.0	55.0	50.0
This study	Northern Iceland	is118j	is118	FS-FD:SO-POM	pmagpy-2.129	289.0	6.0	55.0	45.0
This study	Northern Iceland	is118k	is118	FS-FD:SO-POM	pmagpy-2.129	308.0	6.0	55.0	53.0
This study	Northern Iceland	is118l	is118	FS-FD:SO-POM	pmagpy-2.129	286.0	6.0	55.0	47.0
This study	Northern Iceland	is119a	is119	FS-FD:SO-POM	pmagpy-2.129	84.0	6.0	55.0	28.0
This study	Northern Iceland	is119b	is119	FS-FD:SO-POM	pmagpy-2.129	84.0	6.0	55.0	70.0
This study	Northern Iceland	is119c	is119	FS-FD:SO-POM	pmagpy-2.129	199.0	6.0	55.0	20.0
This study	Northern Iceland	is119d	is119	FS-FD:SO-POM	pmagpy-2.129	184.0	6.0	55.0	24.0
This study	Northern Iceland	is119e	is119	FS-FD:SO-POM	pmagpy-2.129	183.0	6.0	55.0	56.0
This study	Northern Iceland	is119f	is119	FS-FD:SO-POM	pmagpy-2.129	312.0	6.0	55.0	40.0
This study	Northern Iceland	is119g	is119	FS-FD:SO-POM	pmagpy-2.129	319.0	6.0	55.0	40.0
This study	Northern Iceland	is119h	is119	FS-FD:SO-POM	pmagpy-2.129	291.0	6.0	55.0	53.0
This study	Northern Iceland	is119i	is119	FS-FD:SO-POM	pmagpy-2.129	307.0	6.0	55.0	36.0
This study	Northern Iceland	is120a	is120	FS-FD:SO-POM	pmagpy-2.129	101.0	6.0	55.0	40.0
This study	Northern Iceland	is120b	is120	FS-FD:SO-POM	pmagpy-2.129	176.0	6.0	55.0	33.0
This study	Northern Iceland	is120c	is120	FS-FD:SO-POM	pmagpy-2.129	159.0	6.0	55.0	27.0
This study	Northern Iceland	is120d	is120	FS-FD:SO-POM	pmagpy-2.129	142.0	6.0	55.0	28.0
This study	Northern Iceland	is120e	is120	FS-FD:SO-POM	pmagpy-2.129	131.0	6.0	55.0	26.0
This study	Northern Iceland	is120f	is120	FS-FD:SO-POM	pmagpy-2.129	162.0	6.0	55.0	17.0
This study	Northern Iceland	is120g	is120	FS-FD:SO-POM	pmagpy-2.129	333.0	6.0	55.0	5.0
This study	Northern Iceland	is120h	is120	FS-FD:SO-POM	pmagpy-2.129	110.0	6.0	55.0	20.0
This study	Northern Iceland	is120i	is120	FS-FD:SO-POM	pmagpy-2.129	47.0	6.0	55.0	41.0
This study	Northern Iceland	is120j	is120	FS-FD:SO-POM	pmagpy-2.129	1.0	6.0	55.0	55.0
This study	Northern Iceland	is120k	is120	FS-FD:SO-POM	pmagpy-2.129	301.0	6.0	55.0	44.0
This study	Northern Iceland	is120l	is120	FS-FD:SO-POM	pmagpy-2.129	300.0	6.0	55.0	51.0
This study	Northern Iceland	is120m	is120	FS-FD:SO-POM	pmagpy-2.129	321.0	6.0	55.0	28.0
This study	Northern Iceland	is120n	is120	FS-FD:SO-POM	pmagpy-2.129	336.0	6.0	55.0	41.0
This study	Northern Iceland	is120o	is120	FS-FD:SO-POM	pmagpy-2.129	290.0	6.0	55.0	25.0
This study	Northern Iceland	is121a	is121	FS-FD:SO-POM	pmagpy-2.129	82.0	6.0	55.0	32.0
This study	Northern Iceland	is121b	is121	FS-FD:SO-POM	pmagpy-2.129	145.0	6.0	55.0	26.0
This study	Northern Iceland	is121c	is121	FS-FD:SO-POM	pmagpy-2.129	323.0	6.0	55.0	14.0
This study	Northern Iceland	is121d	is121	FS-FD:SO-POM	pmagpy-2.129	332.0	6.0	55.0	42.0
This study	Northern Iceland	is121e	is121	FS-FD:SO-POM	pmagpy-2.129	30.0	6.0	55.0	57.0
This study	Northern Iceland	is121f	is121	FS-FD:SO-POM	pmagpy-2.129	7.0	6.0	55.0	55.0
This study	Northern Iceland	is122a	is122	FS-FD:SO-POM	pmagpy-2.129	28.0	6.0	55.0	62.0
This study	Northern Iceland	is122b	is122	FS-FD:SO-POM	pmagpy-2.129	9.0	6.0	55.0	56.0
This study	Northern Iceland	is122c	is122	FS-FD:SO-POM	pmagpy-2.129	38.0	6.0	55.0	21.0
This study	Northern Iceland	is122d	is122	FS-FD:SO-POM	pmagpy-2.129	2.0	6.0	55.0	35.0
This study	Northern Iceland	is122e	is122	FS-FD:SO-POM	pmagpy-2.129	351.0	6.0	55.0	54.0
This study	Northern Iceland	is122f	is122	FS-FD:SO-POM	pmagpy-2.129	347.0	6.0	55.0	51.0
This study	Northern Iceland	is122g	is122	FS-FD:SO-POM	pmagpy-2.129	7.0	6.0	55.0	32.0
This study	Northern Iceland	is122h	is122	FS-FD:SO-POM	pmagpy-2.129	177.0	6.0	55.0	19.0
This study	Northern Iceland	is122i	is122	FS-FD:SO-POM	pmagpy-2.129	130.0	6.0	55.0	16.0
This study	Northern Iceland	is123a	is123	FS-FD:SO-POM	pmagpy-2.129	14.0	6.0	55.0	60.0
This study	Northern Iceland	is123b	is123	FS-FD:SO-POM	pmagpy-2.129	15.0	6.0	55.0	60.0
This study	Northern Iceland	is123c	is123	FS-FD:SO-POM	pmagpy-2.129	8.0	6.0	55.0	62.0
This study	Northern Iceland	is123d	is123	FS-FD:SO-POM	pmagpy-2.129	56.0	6.0	55.0	66.0
This study	Northern Iceland	is123e	is123	FS-FD:SO-POM	pmagpy-2.129	59.0	6.0	55.0	85.0
This study	Northern Iceland	is123f	is123	FS-FD:SO-POM	pmagpy-2.129	342.0	6.0	55.0	49.0
This study	Northern Iceland	is123g	is123	FS-FD:SO-POM	pmagpy-2.129	343.0	6.0	55.0	44.0
This study	Northern Iceland	is123h	is123	FS-FD:SO-POM	pmagpy-2.129	330.0	6.0	55.0	34.0
This study	Northern Iceland	is123i	is123	FS-FD:SO-POM	pmagpy-2.129	343.0	6.0	55.0	58.0
This study	Northern Iceland	is123j	is123	FS-FD:SO-POM	pmagpy-2.129	313.0	6.0	55.0	76.0
This study	Northern Iceland	is123k	is123	FS-FD:SO-POM	pmagpy-2.129	33.0	6.0	55.0	57.0
This study	Northern Iceland	is123l	is123	FS-FD:SO-POM	pmagpy-2.129	21.0	6.0	55.0	94.0
This study	Northern Iceland	is123m	is123	FS-FD:SO-POM	pmagpy-2.129	17.0	6.0	55.0	50.0
This study	Northern Iceland	is123n	is123	FS-FD:SO-POM	pmagpy-2.129	65.0	6.0	55.0	69.0
This study	Northern Iceland	is124a	is124	FS-FD:SO-POM	pmagpy-2.129	17.0	6.0	55.0	28.0
This study	Northern Iceland	is124b	is124	FS-FD:SO-POM	pmagpy-2.129	234.0	6.0	55.0	18.0
This study	Northern Iceland	is124c	is124	FS-FD:SO-POM	pmagpy-2.129	333.0	6.0	55.0	10.0
This study	Northern Iceland	is125a	is125	FS-FD:SO-POM	pmagpy-2.129	1.0	6.0	55.0	31.0
This study	Northern Iceland	is125b	is125	FS-FD:SO-POM	pmagpy-2.129	309.0	6.0	55.0	53.0
This study	Northern Iceland	is125c	is125	FS-FD:SO-POM	pmagpy-2.129	357.0	6.0	55.0	47.0
This study	Northern Iceland	is125d	is125	FS-FD:SO-POM	pmagpy-2.129	335.0	6.0	55.0	76.0
This study	Northern Iceland	is125e	is125	FS-FD:SO-POM	pmagpy-2.129	315.0	6.0	55.0	74.0
This study	Northern Iceland	is125f	is125	FS-FD:SO-POM	pmagpy-2.129	305.0	6.0	55.0	69.0
This study	Northern Iceland	is125g	is125	FS-FD:SO-POM	pmagpy-2.129	45.0	6.0	55.0	57.0
This study	Northern Iceland	is125h	is125	FS-FD:SO-POM	pmagpy-2.129	10.0	6.0	55.0	48.0
This study	Northern Iceland	is125i	is125	FS-FD:SO-POM	pmagpy-2.129	328.0	6.0	55.0	67.0
This study	Northern Iceland	is126a	is126	FS-FD:SO-POM	pmagpy-2.129	9.0	6.0	55.0	46.0
This study	Northern Iceland	is126b	is126	FS-FD:SO-POM	pmagpy-2.129	16.0	6.0	55.0	24.0
This study	Northern Iceland	is126c	is126	FS-FD:SO-POM	pmagpy-2.129	317.0	6.0	55.0	40.0
This study	Northern Iceland	is126d	is126	FS-FD:SO-POM	pmagpy-2.129	299.0	6.0	55.0	67.0
This study	Northern Iceland	is126e	is126	FS-FD:SO-POM	pmagpy-2.129	26.0	6.0	55.0	74.0
This study	Northern Iceland	is127a	is127	FS-FD:SO-POM	pmagpy-2.129	6.0	6.0	55.0	24.0
This study	Northern Iceland	is127b	is127	FS-FD:SO-POM	pmagpy-2.129	20.0	6.0	55.0	30.0
This study	Northern Iceland	is127c	is127	FS-FD:SO-POM	pmagpy-2.129	67.0	6.0	55.0	43.0
This study	Northern Iceland	is127d	is127	FS-FD:SO-POM	pmagpy-2.129	21.0	6.0	55.0	68.0
This study	Northern Iceland	is127e	is127	FS-FD:SO-POM	pmagpy-2.129	41.0	6.0	55.0	65.0
This study	Northern Iceland	is127f	is127	FS-FD:SO-POM	pmagpy-2.129	93.0	6.0	55.0	27.0
This study	Northern Iceland	is127g	is127	FS-FD:SO-POM	pmagpy-2.129	314.0	6.0	55.0	69.0
This study	Northern Iceland	is127h	is127	FS-FD:SO-POM	pmagpy-2.129	63.0	6.0	55.0	55.0
This study	Northern Iceland	is127i	is127	FS-FD:SO-POM	pmagpy-2.129	59.0	6.0	55.0	77.0
This study	Northern Iceland	is128a	is128	FS-FD:SO-POM	pmagpy-2.129	345.0	6.0	55.0	67.0
This study	Northern Iceland	is128b	is128	FS-FD:SO-POM	pmagpy-2.129	28.0	6.0	55.0	55.0
This study	Northern Iceland	is128c	is128	FS-FD:SO-POM	pmagpy-2.129	349.0	6.0	55.0	61.0
This study	Northern Iceland	is128d	is128	FS-FD:SO-POM	pmagpy-2.129	36.0	6.0	55.0	59.0
This study	Northern Iceland	is128e	is128	FS-FD:SO-POM	pmagpy-2.129	349.0	6.0	55.0	58.0
This study	Northern Iceland	is128f	is128	FS-FD:SO-POM	pmagpy-2.129	348.0	6.0	55.0	67.0
This study	Northern Iceland	is128g	is128	FS-FD:SO-POM	pmagpy-2.129	8.0	6.0	55.0	47.0
This study	Northern Iceland	is128h	is128	FS-FD:SO-POM	pmagpy-2.129	70.0	6.0	55.0	57.0
This study	Northern Iceland	is128i	is128	FS-FD:SO-POM	pmagpy-2.129	103.0	6.0	55.0	55.0
This study	Northern Iceland	is129a	is129	FS-FD:SO-POM	pmagpy-2.129	21.0	6.0	55.0	50.0
This study	Northern Iceland	is129b	is129	FS-FD:SO-POM	pmagpy-2.129	320.0	6.0	55.0	54.0
This study	Northern Iceland	is129c	is129	FS-FD:SO-POM	pmagpy-2.129	1.0	6.0	55.0	41.0
This study	Northern Iceland	is129d	is129	FS-FD:SO-POM	pmagpy-2.129	252.0	6.0	55.0	36.0
This study	Northern Iceland	is129e	is129	FS-FD:SO-POM	pmagpy-2.129	86.0	6.0	55.0	31.0
This study	Northern Iceland	is129f	is129	FS-FD:SO-POM	pmagpy-2.129	64.0	6.0	55.0	65.0
This study	Northern Iceland	is129g	is129	FS-FD:SO-POM	pmagpy-2.129	350.0	6.0	55.0	64.0
This study	Northern Iceland	is129h	is129	FS-FD:SO-POM	pmagpy-2.129	2.0	6.0	55.0	66.0
This study	Northern Iceland	is129i	is129	FS-FD:SO-POM	pmagpy-2.129	311.0	6.0	55.0	57.0
This study	Northern Iceland	is129j	is129	FS-FD:SO-POM	pmagpy-2.129	359.0	6.0	55.0	47.0
This study	Northern Iceland	is130a	is130	FS-FD:SO-POM	pmagpy-2.129	326.0	6.0	55.0	60.0
This study	Northern Iceland	is130b	is130	FS-FD:SO-POM	pmagpy-2.129	354.0	6.0	55.0	70.0
This study	Northern Iceland	is130c	is130	FS-FD:SO-POM	pmagpy-2.129	343.0	6.0	55.0	44.0
This study	Northern Iceland	is130d	is130	FS-FD:SO-POM	pmagpy-2.129	334.0	6.0	55.0	41.0
This study	Northern Iceland	is130e	is130	FS-FD:SO-POM	pmagpy-2.129	303.0	6.0	55.0	59.0
This study	Northern Iceland	is130f	is130	FS-FD:SO-POM	pmagpy-2.129	326.0	6.0	55.0	42.0
This study	Northern Iceland	is130g	is130	FS-FD:SO-POM	pmagpy-2.129	8.0	6.0	55.0	30.0
This study	Northern Iceland	is130h	is130	FS-FD:SO-POM	pmagpy-2.129	355.0	6.0	55.0	49.0
This study	Northern Iceland	is130i	is130	FS-FD:SO-POM	pmagpy-2.129	358.0	6.0	55.0	43.0
This study	Northern Iceland	is130j	is130	FS-FD:SO-POM	pmagpy-2.129	6.0	6.0	55.0	42.0
This study	Northern Iceland	is131a	is131	FS-FD:SO-POM	pmagpy-2.129	237.0	6.0	55.0	17.0
This study	Northern Iceland	is131b	is131	FS-FD:SO-POM	pmagpy-2.129	291.0	6.0	55.0	47.0
This study	Northern Iceland	is131c	is131	FS-FD:SO-POM	pmagpy-2.129	86.0	6.0	55.0	22.0
This study	Northern Iceland	is131d	is131	FS-FD:SO-POM	pmagpy-2.129	218.0	6.0	55.0	25.0
This study	Northern Iceland	is131e	is131	FS-FD:SO-POM	pmagpy-2.129	223.0	6.0	55.0	24.0
This study	Northern Iceland	is132a	is132	FS-FD:SO-POM	pmagpy-2.129	112.0	6.0	55.0	39.0
This study	Northern Iceland	is132b	is132	FS-FD:SO-POM	pmagpy-2.129	31.0	6.0	55.0	69.0
This study	Northern Iceland	is132c	is132	FS-FD:SO-POM	pmagpy-2.129	23.0	6.0	55.0	56.0
This study	Northern Iceland	is132d	is132	FS-FD:SO-POM	pmagpy-2.129	43.0	6.0	55.0	58.0
This study	Northern Iceland	is132e	is132	FS-FD:SO-POM	pmagpy-2.129	39.0	6.0	55.0	54.0
This study	Northern Iceland	is132f	is132	FS-FD:SO-POM	pmagpy-2.129	7.0	6.0	55.0	53.0
This study	Northern Iceland	is132g	is132	FS-FD:SO-POM	pmagpy-2.129	24.0	6.0	55.0	63.0
This study	Northern Iceland	is132h	is132	FS-FD:SO-POM	pmagpy-2.129	68.0	6.0	55.0	35.0
This study	Northern Iceland	is132i	is132	FS-FD:SO-POM	pmagpy-2.129	342.0	6.0	55.0	21.0
This study	Northern Iceland	is132j	is132	FS-FD:SO-POM	pmagpy-2.129	281.0	6.0	55.0	29.0
This study	Northern Iceland	is132k	is132	FS-FD:SO-POM	pmagpy-2.129	323.0	6.0	55.0	53.0
This study	Northern Iceland	is132l	is132	FS-FD:SO-POM	pmagpy-2.129	343.0	6.0	55.0	55.0
This study	Northern Iceland	is133a	is133	FS-FD:SO-POM	pmagpy-2.129	341.0	6.0	55.0	61.0
This study	Northern Iceland	is133b	is133	FS-FD:SO-POM	pmagpy-2.129	322.0	6.0	55.0	57.0
This study	Northern Iceland	is133c	is133	FS-FD:SO-POM	pmagpy-2.129	278.0	6.0	55.0	50.0
This study	Northern Iceland	is134a	is134	FS-FD:SO-POM	pmagpy-2.129	74.0	6.0	55.0	74.0
This study	Northern Iceland	is134b	is134	FS-FD:SO-POM	pmagpy-2.129	3.0	6.0	55.0	75.0
This study	Northern Iceland	is134c	is134	FS-FD:SO-POM	pmagpy-2.129	12.0	6.0	55.0	75.0
This study	Northern Iceland	is134d	is134	FS-FD:SO-POM	pmagpy-2.129	3.0	6.0	55.0	59.0
This study	Northern Iceland	is134e	is134	FS-FD:SO-POM	pmagpy-2.129	72.0	6.0	55.0	56.0
This study	Northern Iceland	is134f	is134	FS-FD:SO-POM	pmagpy-2.129	351.0	6.0	55.0	86.0
This study	Northern Iceland	is134g	is134	FS-FD:SO-POM	pmagpy-2.129	27.0	6.0	55.0	68.0
This study	Northern Iceland	is134h	is134	FS-FD:SO-POM	pmagpy-2.129	337.0	6.0	55.0	74.0
This study	Northern Iceland	is134i	is134	FS-FD:SO-POM	pmagpy-2.129	293.0	6.0	55.0	42.0
This study	Northern Iceland	is134j	is134	FS-FD:SO-POM	pmagpy-2.129	349.0	6.0	55.0	48.0
This study	Northern Iceland	is134k	is134	FS-FD:SO-POM	pmagpy-2.129	15.0	6.0	55.0	55.0
This study	Northern Iceland	is135a	is135	FS-FD:SO-POM	pmagpy-2.129	2.0	6.0	55.0	65.0
This study	Northern Iceland	is135b	is135	FS-FD:SO-POM	pmagpy-2.129	37.0	6.0	55.0	56.0
This study	Northern Iceland	is135c	is135	FS-FD:SO-POM	pmagpy-2.129	348.0	6.0	55.0	49.0
This study	Northern Iceland	is135d	is135	FS-FD:SO-POM	pmagpy-2.129	353.0	6.0	55.0	59.0
This study	Northern Iceland	is135e	is135	FS-FD:SO-POM	pmagpy-2.129	359.0	6.0	55.0	48.0
This study	Northern Iceland	is135f	is135	FS-FD:SO-POM	pmagpy-2.129	12.0	6.0	55.0	28.0
