tab	measurements
analysts	citations	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	magn_moment	meas_n_orient	meas_temp	measurement	method_codes	quality	sequence	software_packages	specimen	standard	timestamp	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp
Saiko	This study		0.8	230.7	88.7	318-U1359A-003H-5-W-26_LP-IRM	SIO-flo	3.855e-05	4.0	273.0	318-U1359A-003H-5-W-26_LP-IRM4	LT-IRM:LP-IRM	g	81	pmagpy-4.2.19	318-U1359A-003H-5-W-26	u	2012-04-11T16:54:00Z	0	0.059	0.0	90.0	4	273.0
Saiko	This study		0.8	254.6	87.2	318-U1359A-003H-5-W-26_LP-IRM	SIO-flo	3.89e-05	4.0	273.0	318-U1359A-003H-5-W-26_LP-IRM5	LT-IRM:LP-IRM	g	82	pmagpy-4.2.19	318-U1359A-003H-5-W-26	u	2012-04-11T16:55:00Z	0	0.074	0.0	90.0	5	273.0
Saiko	This study		1.0	256.9	84.2	318-U1359A-003H-5-W-26_LP-IRM	SIO-flo	3.901e-05	4.0	273.0	318-U1359A-003H-5-W-26_LP-IRM6	LT-IRM:LP-IRM	g	83	pmagpy-4.2.19	318-U1359A-003H-5-W-26	u	2012-04-11T16:56:00Z	0	0.088	0.0	90.0	6	273.0
Saiko	This study		1.0	260.9	86.8	318-U1359A-003H-5-W-26_LP-IRM	SIO-flo	3.919e-05	4.0	273.0	318-U1359A-003H-5-W-26_LP-IRM7	LT-IRM:LP-IRM	g	84	pmagpy-4.2.19	318-U1359A-003H-5-W-26	u	2012-04-11T16:57:00Z	0	0.147	0.0	90.0	7	273.0
Saiko	This study		0.9	276.2	83.4	318-U1359A-003H-5-W-26_LP-IRM	SIO-flo	3.924e-05	4.0	273.0	318-U1359A-003H-5-W-26_LP-IRM8	LT-IRM:LP-IRM	g	85	pmagpy-4.2.19	318-U1359A-003H-5-W-26	u	2012-04-11T16:58:00Z	0	0.22	0.0	90.0	8	273.0
Saiko	This study		0.2	275.0	89.4	318-U1359A-003H-5-W-26_LP-IRM	SIO-flo	3.941e-05	4.0	273.0	318-U1359A-003H-5-W-26_LP-IRM9	LT-IRM:LP-IRM	g	86	pmagpy-4.2.19	318-U1359A-003H-5-W-26	u	2012-04-11T17:00:00Z	0	0.293	0.0	90.0	9	273.0
Saiko	This study		1.2	285.0	87.1	318-U1359A-003H-5-W-26_LP-IRM	SIO-flo	3.929e-05	4.0	273.0	318-U1359A-003H-5-W-26_LP-IRM10	LT-IRM:LP-IRM	g	87	pmagpy-4.2.19	318-U1359A-003H-5-W-26	u	2012-04-11T17:01:00Z	0	0.351	0.0	90.0	10	273.0
Saiko	This study		0.9	226.8	83.0	318-U1359A-003H-7-W-57_LP-IRM	SIO-flo	1.381e-05	4.0	273.0	318-U1359A-003H-7-W-57_LP-IRM0	LT-IRM:LP-IRM	g	88	pmagpy-4.2.19	318-U1359A-003H-7-W-57	u	2012-04-11T17:04:00Z	0	0.015	0.0	90.0	0	273.0
Saiko	This study		0.9	223.7	85.8	318-U1359A-003H-7-W-57_LP-IRM	SIO-flo	2.182e-05	4.0	273.0	318-U1359A-003H-7-W-57_LP-IRM1	LT-IRM:LP-IRM	g	89	pmagpy-4.2.19	318-U1359A-003H-7-W-57	u	2012-04-11T17:05:00Z	0	0.023	0.0	90.0	1	273.0
Saiko	This study		1.2	224.2	86.8	318-U1359A-003H-7-W-57_LP-IRM	SIO-flo	2.67e-05	4.0	273.0	318-U1359A-003H-7-W-57_LP-IRM2	LT-IRM:LP-IRM	g	90	pmagpy-4.2.19	318-U1359A-003H-7-W-57	u	2012-04-11T17:07:00Z	0	0.03	0.0	90.0	2	273.0
Saiko	This study		1.4	225.3	86.1	318-U1359A-003H-7-W-57_LP-IRM	SIO-flo	2.891e-05	4.0	273.0	318-U1359A-003H-7-W-57_LP-IRM3	LT-IRM:LP-IRM	g	91	pmagpy-4.2.19	318-U1359A-003H-7-W-57	u	2012-04-11T17:08:00Z	0	0.045	0.0	90.0	3	273.0
Saiko	This study		0.5	243.3	87.1	318-U1359A-003H-7-W-57_LP-IRM	SIO-flo	2.974e-05	4.0	273.0	318-U1359A-003H-7-W-57_LP-IRM4	LT-IRM:LP-IRM	g	92	pmagpy-4.2.19	318-U1359A-003H-7-W-57	u	2012-04-11T17:09:00Z	0	0.059	0.0	90.0	4	273.0
Saiko	This study		1.3	179.8	87.5	318-U1359A-003H-7-W-57_LP-IRM	SIO-flo	2.995e-05	4.0	273.0	318-U1359A-003H-7-W-57_LP-IRM5	LT-IRM:LP-IRM	g	93	pmagpy-4.2.19	318-U1359A-003H-7-W-57	u	2012-04-11T17:10:00Z	0	0.074	0.0	90.0	5	273.0
Saiko	This study		0.9	240.7	84.6	318-U1359A-003H-7-W-57_LP-IRM	SIO-flo	3.024e-05	4.0	273.0	318-U1359A-003H-7-W-57_LP-IRM6	LT-IRM:LP-IRM	g	94	pmagpy-4.2.19	318-U1359A-003H-7-W-57	u	2012-04-11T17:11:00Z	0	0.088	0.0	90.0	6	273.0
Saiko	This study		0.9	240.5	86.0	318-U1359A-003H-7-W-57_LP-IRM	SIO-flo	3.062e-05	4.0	273.0	318-U1359A-003H-7-W-57_LP-IRM7	LT-IRM:LP-IRM	g	95	pmagpy-4.2.19	318-U1359A-003H-7-W-57	u	2012-04-11T17:12:00Z	0	0.147	0.0	90.0	7	273.0
Saiko	This study		1.1	237.3	86.6	318-U1359A-003H-7-W-57_LP-IRM	SIO-flo	3.082e-05	4.0	273.0	318-U1359A-003H-7-W-57_LP-IRM8	LT-IRM:LP-IRM	g	96	pmagpy-4.2.19	318-U1359A-003H-7-W-57	u	2012-04-11T17:14:00Z	0	0.22	0.0	90.0	8	273.0
Saiko	This study		0.4	252.4	87.7	318-U1359A-003H-7-W-57_LP-IRM	SIO-flo	3.04e-05	4.0	273.0	318-U1359A-003H-7-W-57_LP-IRM9	LT-IRM:LP-IRM	g	97	pmagpy-4.2.19	318-U1359A-003H-7-W-57	u	2012-04-11T17:15:00Z	0	0.293	0.0	90.0	9	273.0
Saiko	This study		0.5	249.7	88.0	318-U1359A-003H-7-W-57_LP-IRM	SIO-flo	3.096e-05	4.0	273.0	318-U1359A-003H-7-W-57_LP-IRM10	LT-IRM:LP-IRM	g	98	pmagpy-4.2.19	318-U1359A-003H-7-W-57	u	2012-04-11T17:16:00Z	0	0.351	0.0	90.0	10	273.0
Saiko	This study		0.4	178.6	85.3	318-U1359A-004H-2-W-100_LP-IRM	SIO-flo	1.593e-05	4.0	273.0	318-U1359A-004H-2-W-100_LP-IRM0	LT-IRM:LP-IRM	g	99	pmagpy-4.2.19	318-U1359A-004H-2-W-100	u	2012-04-07T17:29:00Z	0	0.015	0.0	90.0	0	273.0
Saiko	This study		0.3	143.8	88.7	318-U1359A-004H-2-W-100_LP-IRM	SIO-flo	2.823e-05	4.0	273.0	318-U1359A-004H-2-W-100_LP-IRM1	LT-IRM:LP-IRM	g	100	pmagpy-4.2.19	318-U1359A-004H-2-W-100	u	2012-04-07T17:30:00Z	0	0.023	0.0	90.0	1	273.0
Saiko	This study		0.3	14.6	89.5	318-U1359A-004H-2-W-100_LP-IRM	SIO-flo	3.497e-05	4.0	273.0	318-U1359A-004H-2-W-100_LP-IRM2	LT-IRM:LP-IRM	g	101	pmagpy-4.2.19	318-U1359A-004H-2-W-100	u	2012-04-07T17:32:00Z	0	0.03	0.0	90.0	2	273.0
Saiko	This study		0.2	243.1	89.6	318-U1359A-004H-2-W-100_LP-IRM	SIO-flo	4.135e-05	4.0	273.0	318-U1359A-004H-2-W-100_LP-IRM3	LT-IRM:LP-IRM	g	102	pmagpy-4.2.19	318-U1359A-004H-2-W-100	u	2012-04-07T17:34:00Z	0	0.045	0.0	90.0	3	273.0
Saiko	This study		0.3	325.7	89.5	318-U1359A-004H-2-W-100_LP-IRM	SIO-flo	4.241e-05	4.0	273.0	318-U1359A-004H-2-W-100_LP-IRM4	LT-IRM:LP-IRM	g	103	pmagpy-4.2.19	318-U1359A-004H-2-W-100	u	2012-04-07T17:36:00Z	0	0.059	0.0	90.0	4	273.0
Saiko	This study		0.2	326.3	89.2	318-U1359A-004H-2-W-100_LP-IRM	SIO-flo	4.272e-05	4.0	273.0	318-U1359A-004H-2-W-100_LP-IRM5	LT-IRM:LP-IRM	g	104	pmagpy-4.2.19	318-U1359A-004H-2-W-100	u	2012-04-07T17:37:00Z	0	0.074	0.0	90.0	5	273.0
Saiko	This study		0.2	301.7	89.4	318-U1359A-004H-2-W-100_LP-IRM	SIO-flo	4.296e-05	4.0	273.0	318-U1359A-004H-2-W-100_LP-IRM6	LT-IRM:LP-IRM	g	105	pmagpy-4.2.19	318-U1359A-004H-2-W-100	u	2012-04-07T17:38:00Z	0	0.088	0.0	90.0	6	273.0
Saiko	This study		0.2	311.9	89.5	318-U1359A-004H-2-W-100_LP-IRM	SIO-flo	4.324e-05	4.0	273.0	318-U1359A-004H-2-W-100_LP-IRM7	LT-IRM:LP-IRM	g	106	pmagpy-4.2.19	318-U1359A-004H-2-W-100	u	2012-04-07T17:39:00Z	0	0.147	0.0	90.0	7	273.0
Saiko	This study		0.2	220.8	89.4	318-U1359A-004H-2-W-100_LP-IRM	SIO-flo	4.329e-05	4.0	273.0	318-U1359A-004H-2-W-100_LP-IRM8	LT-IRM:LP-IRM	g	107	pmagpy-4.2.19	318-U1359A-004H-2-W-100	u	2012-04-07T17:40:00Z	0	0.22	0.0	90.0	8	273.0
Saiko	This study		0.3	343.0	88.9	318-U1359A-004H-2-W-100_LP-IRM	SIO-flo	4.338e-05	4.0	273.0	318-U1359A-004H-2-W-100_LP-IRM9	LT-IRM:LP-IRM	g	108	pmagpy-4.2.19	318-U1359A-004H-2-W-100	u	2012-04-07T17:41:00Z	0	0.293	0.0	90.0	9	273.0
Saiko	This study		0.2	231.0	89.4	318-U1359A-004H-2-W-100_LP-IRM	SIO-flo	4.332e-05	4.0	273.0	318-U1359A-004H-2-W-100_LP-IRM10	LT-IRM:LP-IRM	g	109	pmagpy-4.2.19	318-U1359A-004H-2-W-100	u	2012-04-07T17:42:00Z	0	0.351	0.0	90.0	10	273.0
Saiko	This study		0.9	87.8	88.3	318-U1359A-004H-2-W-130_LP-IRM	SIO-flo	1.041e-05	4.0	273.0	318-U1359A-004H-2-W-130_LP-IRM0	LT-IRM:LP-IRM	g	110	pmagpy-4.2.19	318-U1359A-004H-2-W-130	u	2012-04-07T17:44:00Z	0	0.015	0.0	90.0	0	273.0
Saiko	This study		1.2	299.0	88.3	318-U1359A-004H-2-W-130_LP-IRM	SIO-flo	1.68e-05	4.0	273.0	318-U1359A-004H-2-W-130_LP-IRM1	LT-IRM:LP-IRM	g	111	pmagpy-4.2.19	318-U1359A-004H-2-W-130	u	2012-04-07T17:46:00Z	0	0.023	0.0	90.0	1	273.0
Saiko	This study		1.2	240.5	88.4	318-U1359A-004H-2-W-130_LP-IRM	SIO-flo	1.996e-05	4.0	273.0	318-U1359A-004H-2-W-130_LP-IRM2	LT-IRM:LP-IRM	g	112	pmagpy-4.2.19	318-U1359A-004H-2-W-130	u	2012-04-07T17:47:00Z	0	0.03	0.0	90.0	2	273.0
Saiko	This study		0.8	93.9	87.8	318-U1359A-004H-2-W-130_LP-IRM	SIO-flo	2.248e-05	4.0	273.0	318-U1359A-004H-2-W-130_LP-IRM3	LT-IRM:LP-IRM	g	113	pmagpy-4.2.19	318-U1359A-004H-2-W-130	u	2012-04-07T17:48:00Z	0	0.045	0.0	90.0	3	273.0
Saiko	This study		1.1	245.6	88.5	318-U1359A-004H-2-W-130_LP-IRM	SIO-flo	2.302e-05	4.0	273.0	318-U1359A-004H-2-W-130_LP-IRM4	LT-IRM:LP-IRM	g	114	pmagpy-4.2.19	318-U1359A-004H-2-W-130	u	2012-04-07T17:49:00Z	0	0.059	0.0	90.0	4	273.0
Saiko	This study		1.1	271.0	87.6	318-U1359A-004H-2-W-130_LP-IRM	SIO-flo	2.323e-05	4.0	273.0	318-U1359A-004H-2-W-130_LP-IRM5	LT-IRM:LP-IRM	g	115	pmagpy-4.2.19	318-U1359A-004H-2-W-130	u	2012-04-07T17:50:00Z	0	0.074	0.0	90.0	5	273.0
Saiko	This study		1.5	191.8	87.7	318-U1359A-004H-2-W-130_LP-IRM	SIO-flo	2.332e-05	4.0	273.0	318-U1359A-004H-2-W-130_LP-IRM6	LT-IRM:LP-IRM	g	116	pmagpy-4.2.19	318-U1359A-004H-2-W-130	u	2012-04-07T17:51:00Z	0	0.088	0.0	90.0	6	273.0
Saiko	This study		1.3	358.4	87.6	318-U1359A-004H-2-W-130_LP-IRM	SIO-flo	2.358e-05	4.0	273.0	318-U1359A-004H-2-W-130_LP-IRM7	LT-IRM:LP-IRM	g	117	pmagpy-4.2.19	318-U1359A-004H-2-W-130	u	2012-04-07T17:52:00Z	0	0.147	0.0	90.0	7	273.0
Saiko	This study		1.0	280.8	86.8	318-U1359A-004H-2-W-130_LP-IRM	SIO-flo	2.372e-05	4.0	273.0	318-U1359A-004H-2-W-130_LP-IRM8	LT-IRM:LP-IRM	g	118	pmagpy-4.2.19	318-U1359A-004H-2-W-130	u	2012-04-07T17:53:00Z	0	0.22	0.0	90.0	8	273.0
Saiko	This study		1.2	252.4	89.2	318-U1359A-004H-2-W-130_LP-IRM	SIO-flo	2.382e-05	4.0	273.0	318-U1359A-004H-2-W-130_LP-IRM9	LT-IRM:LP-IRM	g	119	pmagpy-4.2.19	318-U1359A-004H-2-W-130	u	2012-04-07T17:54:00Z	0	0.293	0.0	90.0	9	273.0
Saiko	This study		1.1	184.6	86.8	318-U1359A-004H-2-W-130_LP-IRM	SIO-flo	2.379e-05	4.0	273.0	318-U1359A-004H-2-W-130_LP-IRM10	LT-IRM:LP-IRM	g	120	pmagpy-4.2.19	318-U1359A-004H-2-W-130	u	2012-04-07T17:55:00Z	0	0.351	0.0	90.0	10	273.0
Saiko	This study		0.8	215.4	88.7	318-U1359A-004H-2-W-18_LP-IRM	SIO-flo	7.399e-06	4.0	273.0	318-U1359A-004H-2-W-18_LP-IRM0	LT-IRM:LP-IRM	g	121	pmagpy-4.2.19	318-U1359A-004H-2-W-18	u	2012-04-11T17:20:00Z	0	0.015	0.0	90.0	0	273.0
Saiko	This study		0.7	268.8	87.2	318-U1359A-004H-2-W-18_LP-IRM	SIO-flo	1.059e-05	4.0	273.0	318-U1359A-004H-2-W-18_LP-IRM1	LT-IRM:LP-IRM	g	122	pmagpy-4.2.19	318-U1359A-004H-2-W-18	u	2012-04-11T17:22:00Z	0	0.023	0.0	90.0	1	273.0
Saiko	This study		0.9	269.4	89.4	318-U1359A-004H-2-W-18_LP-IRM	SIO-flo	1.198e-05	4.0	273.0	318-U1359A-004H-2-W-18_LP-IRM2	LT-IRM:LP-IRM	g	123	pmagpy-4.2.19	318-U1359A-004H-2-W-18	u	2012-04-11T17:24:00Z	0	0.03	0.0	90.0	2	273.0
Saiko	This study		0.8	261.8	87.2	318-U1359A-004H-2-W-18_LP-IRM	SIO-flo	1.313e-05	4.0	273.0	318-U1359A-004H-2-W-18_LP-IRM3	LT-IRM:LP-IRM	g	124	pmagpy-4.2.19	318-U1359A-004H-2-W-18	u	2012-04-11T17:25:00Z	0	0.045	0.0	90.0	3	273.0
Saiko	This study		1.2	263.4	86.9	318-U1359A-004H-2-W-18_LP-IRM	SIO-flo	1.348e-05	4.0	273.0	318-U1359A-004H-2-W-18_LP-IRM4	LT-IRM:LP-IRM	g	125	pmagpy-4.2.19	318-U1359A-004H-2-W-18	u	2012-04-11T17:27:00Z	0	0.059	0.0	90.0	4	273.0
Saiko	This study		0.5	142.9	89.1	318-U1359A-004H-2-W-18_LP-IRM	SIO-flo	1.374e-05	4.0	273.0	318-U1359A-004H-2-W-18_LP-IRM5	LT-IRM:LP-IRM	g	126	pmagpy-4.2.19	318-U1359A-004H-2-W-18	u	2012-04-11T17:28:00Z	0	0.074	0.0	90.0	5	273.0
Saiko	This study		0.6	271.1	86.1	318-U1359A-004H-2-W-18_LP-IRM	SIO-flo	1.39e-05	4.0	273.0	318-U1359A-004H-2-W-18_LP-IRM6	LT-IRM:LP-IRM	g	127	pmagpy-4.2.19	318-U1359A-004H-2-W-18	u	2012-04-11T17:29:00Z	0	0.088	0.0	90.0	6	273.0
Saiko	This study		0.8	90.6	89.1	318-U1359A-004H-2-W-18_LP-IRM	SIO-flo	1.43e-05	4.0	273.0	318-U1359A-004H-2-W-18_LP-IRM7	LT-IRM:LP-IRM	g	128	pmagpy-4.2.19	318-U1359A-004H-2-W-18	u	2012-04-11T17:30:00Z	0	0.147	0.0	90.0	7	273.0
Saiko	This study		0.5	248.6	88.2	318-U1359A-004H-2-W-18_LP-IRM	SIO-flo	1.45e-05	4.0	273.0	318-U1359A-004H-2-W-18_LP-IRM8	LT-IRM:LP-IRM	g	129	pmagpy-4.2.19	318-U1359A-004H-2-W-18	u	2012-04-11T17:32:00Z	0	0.22	0.0	90.0	8	273.0
Saiko	This study		0.4	253.2	88.0	318-U1359A-004H-2-W-18_LP-IRM	SIO-flo	1.465e-05	4.0	273.0	318-U1359A-004H-2-W-18_LP-IRM9	LT-IRM:LP-IRM	g	130	pmagpy-4.2.19	318-U1359A-004H-2-W-18	u	2012-04-11T17:33:00Z	0	0.293	0.0	90.0	9	273.0
Saiko	This study		0.6	257.4	86.6	318-U1359A-004H-2-W-18_LP-IRM	SIO-flo	1.471e-05	4.0	273.0	318-U1359A-004H-2-W-18_LP-IRM10	LT-IRM:LP-IRM	g	131	pmagpy-4.2.19	318-U1359A-004H-2-W-18	u	2012-04-11T17:34:00Z	0	0.351	0.0	90.0	10	273.0
Saiko	This study		0.4	241.0	87.3	318-U1359A-004H-2-W-44_LP-IRM	SIO-flo	2.253e-05	4.0	273.0	318-U1359A-004H-2-W-44_LP-IRM0	LT-IRM:LP-IRM	g	132	pmagpy-4.2.19	318-U1359A-004H-2-W-44	u	2012-04-07T16:27:00Z	0	0.015	0.0	90.0	0	273.0
Saiko	This study		0.7	263.3	85.7	318-U1359A-004H-2-W-44_LP-IRM	SIO-flo	2.293e-05	4.0	273.0	318-U1359A-004H-2-W-44_LP-IRM1	LT-IRM:LP-IRM	g	133	pmagpy-4.2.19	318-U1359A-004H-2-W-44	u	2012-04-07T16:29:00Z	0	0.023	0.0	90.0	1	273.0
Saiko	This study		0.2	257.7	86.4	318-U1359A-004H-2-W-44_LP-IRM	SIO-flo	2.633e-05	4.0	273.0	318-U1359A-004H-2-W-44_LP-IRM2	LT-IRM:LP-IRM	g	134	pmagpy-4.2.19	318-U1359A-004H-2-W-44	u	2012-04-07T16:30:00Z	0	0.03	0.0	90.0	2	273.0
Saiko	This study		0.7	272.7	86.3	318-U1359A-004H-2-W-44_LP-IRM	SIO-flo	3.063e-05	4.0	273.0	318-U1359A-004H-2-W-44_LP-IRM3	LT-IRM:LP-IRM	g	135	pmagpy-4.2.19	318-U1359A-004H-2-W-44	u	2012-04-07T16:31:00Z	0	0.045	0.0	90.0	3	273.0
Saiko	This study		1.4	280.0	85.8	318-U1359A-004H-2-W-44_LP-IRM	SIO-flo	3.158e-05	4.0	273.0	318-U1359A-004H-2-W-44_LP-IRM4	LT-IRM:LP-IRM	g	136	pmagpy-4.2.19	318-U1359A-004H-2-W-44	u	2012-04-07T16:32:00Z	0	0.059	0.0	90.0	4	273.0
Saiko	This study		0.2	258.8	86.0	318-U1359A-004H-2-W-44_LP-IRM	SIO-flo	3.19e-05	4.0	273.0	318-U1359A-004H-2-W-44_LP-IRM5	LT-IRM:LP-IRM	g	137	pmagpy-4.2.19	318-U1359A-004H-2-W-44	u	2012-04-07T16:33:00Z	0	0.074	0.0	90.0	5	273.0
Saiko	This study		0.5	261.7	86.4	318-U1359A-004H-2-W-44_LP-IRM	SIO-flo	3.206e-05	4.0	273.0	318-U1359A-004H-2-W-44_LP-IRM6	LT-IRM:LP-IRM	g	138	pmagpy-4.2.19	318-U1359A-004H-2-W-44	u	2012-04-07T16:35:00Z	0	0.088	0.0	90.0	6	273.0
Saiko	This study		0.2	250.8	85.8	318-U1359A-004H-2-W-44_LP-IRM	SIO-flo	3.216e-05	4.0	273.0	318-U1359A-004H-2-W-44_LP-IRM7	LT-IRM:LP-IRM	g	139	pmagpy-4.2.19	318-U1359A-004H-2-W-44	u	2012-04-07T16:36:00Z	0	0.147	0.0	90.0	7	273.0
Saiko	This study		0.2	253.6	85.8	318-U1359A-004H-2-W-44_LP-IRM	SIO-flo	3.228e-05	4.0	273.0	318-U1359A-004H-2-W-44_LP-IRM8	LT-IRM:LP-IRM	g	140	pmagpy-4.2.19	318-U1359A-004H-2-W-44	u	2012-04-07T16:37:00Z	0	0.22	0.0	90.0	8	273.0
Saiko	This study		0.3	234.1	87.8	318-U1359A-004H-2-W-44_LP-IRM	SIO-flo	3.181e-05	4.0	273.0	318-U1359A-004H-2-W-44_LP-IRM9	LT-IRM:LP-IRM	g	141	pmagpy-4.2.19	318-U1359A-004H-2-W-44	u	2012-04-07T16:39:00Z	0	0.293	0.0	90.0	9	273.0
Saiko	This study		0.2	252.0	85.5	318-U1359A-004H-2-W-44_LP-IRM	SIO-flo	3.222e-05	4.0	273.0	318-U1359A-004H-2-W-44_LP-IRM10	LT-IRM:LP-IRM	g	142	pmagpy-4.2.19	318-U1359A-004H-2-W-44	u	2012-04-07T16:41:00Z	0	0.351	0.0	90.0	10	273.0
Saiko	This study		0.3	238.1	83.0	318-U1359A-004H-2-W-69_LP-IRM	SIO-flo	5.8070000000000005e-06	4.0	273.0	318-U1359A-004H-2-W-69_LP-IRM0	LT-IRM:LP-IRM	g	143	pmagpy-4.2.19	318-U1359A-004H-2-W-69	u	2012-04-07T17:11:00Z	0	0.015	0.0	90.0	0	273.0
Saiko	This study		0.5	251.5	85.1	318-U1359A-004H-2-W-69_LP-IRM	SIO-flo	9.977000000000001e-06	4.0	273.0	318-U1359A-004H-2-W-69_LP-IRM1	LT-IRM:LP-IRM	g	144	pmagpy-4.2.19	318-U1359A-004H-2-W-69	u	2012-04-07T17:12:00Z	0	0.023	0.0	90.0	1	273.0
Saiko	This study		0.8	243.3	84.8	318-U1359A-004H-2-W-69_LP-IRM	SIO-flo	1.246e-05	4.0	273.0	318-U1359A-004H-2-W-69_LP-IRM2	LT-IRM:LP-IRM	g	145	pmagpy-4.2.19	318-U1359A-004H-2-W-69	u	2012-04-07T17:14:00Z	0	0.03	0.0	90.0	2	273.0
Saiko	This study		0.5	237.5	85.1	318-U1359A-004H-2-W-69_LP-IRM	SIO-flo	1.478e-05	4.0	273.0	318-U1359A-004H-2-W-69_LP-IRM3	LT-IRM:LP-IRM	g	146	pmagpy-4.2.19	318-U1359A-004H-2-W-69	u	2012-04-07T17:14:00Z	0	0.045	0.0	90.0	3	273.0
Saiko	This study		0.5	248.7	86.3	318-U1359A-004H-2-W-69_LP-IRM	SIO-flo	1.544e-05	4.0	273.0	318-U1359A-004H-2-W-69_LP-IRM4	LT-IRM:LP-IRM	g	147	pmagpy-4.2.19	318-U1359A-004H-2-W-69	u	2012-04-07T17:16:00Z	0	0.059	0.0	90.0	4	273.0
Saiko	This study		0.5	250.7	85.6	318-U1359A-004H-2-W-69_LP-IRM	SIO-flo	1.569e-05	4.0	273.0	318-U1359A-004H-2-W-69_LP-IRM5	LT-IRM:LP-IRM	g	148	pmagpy-4.2.19	318-U1359A-004H-2-W-69	u	2012-04-07T17:18:00Z	0	0.074	0.0	90.0	5	273.0
Saiko	This study		0.3	245.2	85.3	318-U1359A-004H-2-W-69_LP-IRM	SIO-flo	1.579e-05	4.0	273.0	318-U1359A-004H-2-W-69_LP-IRM6	LT-IRM:LP-IRM	g	149	pmagpy-4.2.19	318-U1359A-004H-2-W-69	u	2012-04-07T17:20:00Z	0	0.088	0.0	90.0	6	273.0
Saiko	This study		0.5	244.3	84.7	318-U1359A-004H-2-W-69_LP-IRM	SIO-flo	1.597e-05	4.0	273.0	318-U1359A-004H-2-W-69_LP-IRM7	LT-IRM:LP-IRM	g	150	pmagpy-4.2.19	318-U1359A-004H-2-W-69	u	2012-04-07T17:22:00Z	0	0.147	0.0	90.0	7	273.0
Saiko	This study		0.4	232.5	86.4	318-U1359A-004H-2-W-69_LP-IRM	SIO-flo	1.608e-05	4.0	273.0	318-U1359A-004H-2-W-69_LP-IRM8	LT-IRM:LP-IRM	g	151	pmagpy-4.2.19	318-U1359A-004H-2-W-69	u	2012-04-07T17:23:00Z	0	0.22	0.0	90.0	8	273.0
Saiko	This study		0.5	235.3	86.4	318-U1359A-004H-2-W-69_LP-IRM	SIO-flo	1.611e-05	4.0	273.0	318-U1359A-004H-2-W-69_LP-IRM9	LT-IRM:LP-IRM	g	152	pmagpy-4.2.19	318-U1359A-004H-2-W-69	u	2012-04-07T17:24:00Z	0	0.293	0.0	90.0	9	273.0
Saiko	This study		0.3	231.4	87.4	318-U1359A-004H-2-W-69_LP-IRM	SIO-flo	1.615e-05	4.0	273.0	318-U1359A-004H-2-W-69_LP-IRM10	LT-IRM:LP-IRM	g	153	pmagpy-4.2.19	318-U1359A-004H-2-W-69	u	2012-04-07T17:26:00Z	0	0.351	0.0	90.0	10	273.0
Saiko	This study		0.4	211.0	85.1	318-U1359A-004H-3-W-100_LP-IRM	SIO-flo	1.176e-05	4.0	273.0	318-U1359A-004H-3-W-100_LP-IRM0	LT-IRM:LP-IRM	g	154	pmagpy-4.2.19	318-U1359A-004H-3-W-100	u	2012-04-07T18:42:00Z	0	0.015	0.0	90.0	0	273.0
Saiko	This study		0.3	210.7	87.9	318-U1359A-004H-3-W-100_LP-IRM	SIO-flo	2.15e-05	4.0	273.0	318-U1359A-004H-3-W-100_LP-IRM1	LT-IRM:LP-IRM	g	155	pmagpy-4.2.19	318-U1359A-004H-3-W-100	u	2012-04-07T18:43:00Z	0	0.023	0.0	90.0	1	273.0
Saiko	This study		0.2	242.1	88.7	318-U1359A-004H-3-W-100_LP-IRM	SIO-flo	2.708e-05	4.0	273.0	318-U1359A-004H-3-W-100_LP-IRM2	LT-IRM:LP-IRM	g	156	pmagpy-4.2.19	318-U1359A-004H-3-W-100	u	2012-04-07T18:44:00Z	0	0.03	0.0	90.0	2	273.0
Saiko	This study		0.8	293.1	86.7	318-U1359A-004H-3-W-100_LP-IRM	SIO-flo	3.187e-05	4.0	273.0	318-U1359A-004H-3-W-100_LP-IRM3	LT-IRM:LP-IRM	g	157	pmagpy-4.2.19	318-U1359A-004H-3-W-100	u	2012-04-07T18:45:00Z	0	0.045	0.0	90.0	3	273.0
Saiko	This study		0.6	244.4	87.5	318-U1359A-004H-3-W-100_LP-IRM	SIO-flo	3.308e-05	4.0	273.0	318-U1359A-004H-3-W-100_LP-IRM4	LT-IRM:LP-IRM	g	158	pmagpy-4.2.19	318-U1359A-004H-3-W-100	u	2012-04-07T18:46:00Z	0	0.059	0.0	90.0	4	273.0
Saiko	This study		0.6	228.9	87.3	318-U1359A-004H-3-W-100_LP-IRM	SIO-flo	3.345e-05	4.0	273.0	318-U1359A-004H-3-W-100_LP-IRM5	LT-IRM:LP-IRM	g	159	pmagpy-4.2.19	318-U1359A-004H-3-W-100	u	2012-04-07T18:47:00Z	0	0.074	0.0	90.0	5	273.0
Saiko	This study		0.3	266.2	86.7	318-U1359A-004H-3-W-100_LP-IRM	SIO-flo	3.366e-05	4.0	273.0	318-U1359A-004H-3-W-100_LP-IRM6	LT-IRM:LP-IRM	g	160	pmagpy-4.2.19	318-U1359A-004H-3-W-100	u	2012-04-07T18:48:00Z	0	0.088	0.0	90.0	6	273.0
