tab	measurements
analysts	citations	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	magn_moment	meas_n_orient	meas_temp	measurement	method_codes	quality	sequence	software_packages	specimen	standard	timestamp	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp
Saiko	This study		0.4	230.3	86.4	318-U1359A-004H-4-W-120_LP-IRM	SIO-flo	5.374e-06	4.0	273.0	318-U1359A-004H-4-W-120_LP-IRM10	LT-IRM:LP-IRM	g	241	pmagpy-4.2.19	318-U1359A-004H-4-W-120	u	2012-04-09T18:31:00Z	0	0.351	0.0	90.0	10	273.0
Saiko	This study		1.4	159.0	82.5	318-U1359A-004H-4-W-143_LP-IRM	SIO-flo	2e-05	4.0	273.0	318-U1359A-004H-4-W-143_LP-IRM0	LT-IRM:LP-IRM	g	242	pmagpy-4.2.19	318-U1359A-004H-4-W-143	u	2012-04-09T18:34:00Z	0	0.015	0.0	90.0	0	273.0
Saiko	This study		0.5	200.6	87.1	318-U1359A-004H-4-W-143_LP-IRM	SIO-flo	3.397e-05	4.0	273.0	318-U1359A-004H-4-W-143_LP-IRM1	LT-IRM:LP-IRM	g	243	pmagpy-4.2.19	318-U1359A-004H-4-W-143	u	2012-04-09T18:35:00Z	0	0.023	0.0	90.0	1	273.0
Saiko	This study		0.7	210.2	86.9	318-U1359A-004H-4-W-143_LP-IRM	SIO-flo	4.14e-05	4.0	273.0	318-U1359A-004H-4-W-143_LP-IRM2	LT-IRM:LP-IRM	g	244	pmagpy-4.2.19	318-U1359A-004H-4-W-143	u	2012-04-09T18:36:00Z	0	0.03	0.0	90.0	2	273.0
Saiko	This study		0.7	193.6	88.2	318-U1359A-004H-4-W-143_LP-IRM	SIO-flo	4.753e-05	4.0	273.0	318-U1359A-004H-4-W-143_LP-IRM3	LT-IRM:LP-IRM	g	245	pmagpy-4.2.19	318-U1359A-004H-4-W-143	u	2012-04-09T18:37:00Z	0	0.045	0.0	90.0	3	273.0
Saiko	This study		0.4	194.8	87.5	318-U1359A-004H-4-W-143_LP-IRM	SIO-flo	4.926e-05	4.0	273.0	318-U1359A-004H-4-W-143_LP-IRM4	LT-IRM:LP-IRM	g	246	pmagpy-4.2.19	318-U1359A-004H-4-W-143	u	2012-04-09T18:38:00Z	0	0.059	0.0	90.0	4	273.0
Saiko	This study		1.5	190.6	86.5	318-U1359A-004H-4-W-143_LP-IRM	SIO-flo	5e-05	4.0	273.0	318-U1359A-004H-4-W-143_LP-IRM5	LT-IRM:LP-IRM	g	247	pmagpy-4.2.19	318-U1359A-004H-4-W-143	u	2012-04-09T18:39:00Z	0	0.074	0.0	90.0	5	273.0
Saiko	This study		1.1	188.4	86.5	318-U1359A-004H-4-W-143_LP-IRM	SIO-flo	5.043e-05	4.0	273.0	318-U1359A-004H-4-W-143_LP-IRM6	LT-IRM:LP-IRM	g	248	pmagpy-4.2.19	318-U1359A-004H-4-W-143	u	2012-04-09T18:40:00Z	0	0.088	0.0	90.0	6	273.0
Saiko	This study		1.2	191.2	86.5	318-U1359A-004H-4-W-143_LP-IRM	SIO-flo	5.118e-05	4.0	273.0	318-U1359A-004H-4-W-143_LP-IRM7	LT-IRM:LP-IRM	g	249	pmagpy-4.2.19	318-U1359A-004H-4-W-143	u	2012-04-09T18:41:00Z	0	0.147	0.0	90.0	7	273.0
Saiko	This study		0.7	205.1	87.8	318-U1359A-004H-4-W-143_LP-IRM	SIO-flo	5.151e-05	4.0	273.0	318-U1359A-004H-4-W-143_LP-IRM8	LT-IRM:LP-IRM	g	250	pmagpy-4.2.19	318-U1359A-004H-4-W-143	u	2012-04-09T18:43:00Z	0	0.22	0.0	90.0	8	273.0
Saiko	This study		1.1	198.7	86.8	318-U1359A-004H-4-W-143_LP-IRM	SIO-flo	5.164e-05	4.0	273.0	318-U1359A-004H-4-W-143_LP-IRM9	LT-IRM:LP-IRM	g	251	pmagpy-4.2.19	318-U1359A-004H-4-W-143	u	2012-04-09T18:44:00Z	0	0.293	0.0	90.0	9	273.0
Saiko	This study		1.3	200.8	86.2	318-U1359A-004H-4-W-143_LP-IRM	SIO-flo	5.175e-05	4.0	273.0	318-U1359A-004H-4-W-143_LP-IRM10	LT-IRM:LP-IRM	g	252	pmagpy-4.2.19	318-U1359A-004H-4-W-143	u	2012-04-09T18:45:00Z	0	0.351	0.0	90.0	10	273.0
Saiko	This study		0.7	214.7	86.0	318-U1359A-004H-4-W-24_LP-IRM	SIO-flo	3.243e-05	4.0	273.0	318-U1359A-004H-4-W-24_LP-IRM0	LT-IRM:LP-IRM	g	253	pmagpy-4.2.19	318-U1359A-004H-4-W-24	u	2012-04-09T17:03:00Z	0	0.015	0.0	90.0	0	273.0
Saiko	This study		0.5	224.0	87.1	318-U1359A-004H-4-W-24_LP-IRM	SIO-flo	5.102e-05	4.0	273.0	318-U1359A-004H-4-W-24_LP-IRM1	LT-IRM:LP-IRM	g	254	pmagpy-4.2.19	318-U1359A-004H-4-W-24	u	2012-04-09T17:04:00Z	0	0.023	0.0	90.0	1	273.0
Saiko	This study		0.6	243.0	87.5	318-U1359A-004H-4-W-24_LP-IRM	SIO-flo	6.033e-05	4.0	273.0	318-U1359A-004H-4-W-24_LP-IRM2	LT-IRM:LP-IRM	g	255	pmagpy-4.2.19	318-U1359A-004H-4-W-24	u	2012-04-09T17:05:00Z	0	0.03	0.0	90.0	2	273.0
Saiko	This study		0.7	254.0	87.4	318-U1359A-004H-4-W-24_LP-IRM	SIO-flo	6.932e-05	4.0	273.0	318-U1359A-004H-4-W-24_LP-IRM3	LT-IRM:LP-IRM	g	256	pmagpy-4.2.19	318-U1359A-004H-4-W-24	u	2012-04-09T17:06:00Z	0	0.045	0.0	90.0	3	273.0
Saiko	This study		0.5	251.3	87.4	318-U1359A-004H-4-W-24_LP-IRM	SIO-flo	7.285e-05	4.0	273.0	318-U1359A-004H-4-W-24_LP-IRM4	LT-IRM:LP-IRM	g	257	pmagpy-4.2.19	318-U1359A-004H-4-W-24	u	2012-04-09T17:07:00Z	0	0.059	0.0	90.0	4	273.0
Saiko	This study		0.5	217.3	88.1	318-U1359A-004H-4-W-24_LP-IRM	SIO-flo	7.481e-05	4.0	273.0	318-U1359A-004H-4-W-24_LP-IRM5	LT-IRM:LP-IRM	g	258	pmagpy-4.2.19	318-U1359A-004H-4-W-24	u	2012-04-09T17:08:00Z	0	0.074	0.0	90.0	5	273.0
Saiko	This study		0.6	248.3	86.1	318-U1359A-004H-4-W-24_LP-IRM	SIO-flo	7.574e-05	4.0	273.0	318-U1359A-004H-4-W-24_LP-IRM6	LT-IRM:LP-IRM	g	259	pmagpy-4.2.19	318-U1359A-004H-4-W-24	u	2012-04-09T17:10:00Z	0	0.088	0.0	90.0	6	273.0
Saiko	This study		0.5	227.5	87.9	318-U1359A-004H-4-W-24_LP-IRM	SIO-flo	7.791e-05	4.0	273.0	318-U1359A-004H-4-W-24_LP-IRM7	LT-IRM:LP-IRM	g	260	pmagpy-4.2.19	318-U1359A-004H-4-W-24	u	2012-04-09T17:11:00Z	0	0.147	0.0	90.0	7	273.0
Saiko	This study		0.4	233.0	87.7	318-U1359A-004H-4-W-24_LP-IRM	SIO-flo	7.87e-05	4.0	273.0	318-U1359A-004H-4-W-24_LP-IRM8	LT-IRM:LP-IRM	g	261	pmagpy-4.2.19	318-U1359A-004H-4-W-24	u	2012-04-09T17:13:00Z	0	0.22	0.0	90.0	8	273.0
Saiko	This study		0.7	236.1	86.9	318-U1359A-004H-4-W-24_LP-IRM	SIO-flo	7.885e-05	4.0	273.0	318-U1359A-004H-4-W-24_LP-IRM9	LT-IRM:LP-IRM	g	262	pmagpy-4.2.19	318-U1359A-004H-4-W-24	u	2012-04-09T17:14:00Z	0	0.293	0.0	90.0	9	273.0
Saiko	This study		0.5	231.1	87.2	318-U1359A-004H-4-W-24_LP-IRM	SIO-flo	7.915e-05	4.0	273.0	318-U1359A-004H-4-W-24_LP-IRM10	LT-IRM:LP-IRM	g	263	pmagpy-4.2.19	318-U1359A-004H-4-W-24	u	2012-04-09T17:16:00Z	0	0.351	0.0	90.0	10	273.0
Saiko	This study		0.9	207.1	85.3	318-U1359A-004H-4-W-44_LP-IRM	SIO-flo	2.185e-05	4.0	273.0	318-U1359A-004H-4-W-44_LP-IRM0	LT-IRM:LP-IRM	g	264	pmagpy-4.2.19	318-U1359A-004H-4-W-44	u	2012-04-11T17:38:00Z	0	0.015	0.0	90.0	0	273.0
Saiko	This study		0.7	218.5	88.9	318-U1359A-004H-4-W-44_LP-IRM	SIO-flo	3.686e-05	4.0	273.0	318-U1359A-004H-4-W-44_LP-IRM1	LT-IRM:LP-IRM	g	265	pmagpy-4.2.19	318-U1359A-004H-4-W-44	u	2012-04-11T17:39:00Z	0	0.023	0.0	90.0	1	273.0
Saiko	This study		0.4	245.5	88.1	318-U1359A-004H-4-W-44_LP-IRM	SIO-flo	4.734e-05	4.0	273.0	318-U1359A-004H-4-W-44_LP-IRM2	LT-IRM:LP-IRM	g	266	pmagpy-4.2.19	318-U1359A-004H-4-W-44	u	2012-04-11T17:40:00Z	0	0.03	0.0	90.0	2	273.0
Saiko	This study		0.7	98.5	87.0	318-U1359A-004H-4-W-44_LP-IRM	SIO-flo	6.319e-05	4.0	273.0	318-U1359A-004H-4-W-44_LP-IRM3	LT-IRM:LP-IRM	g	267	pmagpy-4.2.19	318-U1359A-004H-4-W-44	u	2012-04-11T17:41:00Z	0	0.045	0.0	90.0	3	273.0
Saiko	This study		0.5	263.9	86.3	318-U1359A-004H-4-W-44_LP-IRM	SIO-flo	7.242e-05	4.0	273.0	318-U1359A-004H-4-W-44_LP-IRM4	LT-IRM:LP-IRM	g	268	pmagpy-4.2.19	318-U1359A-004H-4-W-44	u	2012-04-11T17:42:00Z	0	0.059	0.0	90.0	4	273.0
Saiko	This study		0.6	113.1	87.3	318-U1359A-004H-4-W-44_LP-IRM	SIO-flo	7.763e-05	4.0	273.0	318-U1359A-004H-4-W-44_LP-IRM5	LT-IRM:LP-IRM	g	269	pmagpy-4.2.19	318-U1359A-004H-4-W-44	u	2012-04-11T17:43:00Z	0	0.074	0.0	90.0	5	273.0
Saiko	This study		0.2	272.2	87.0	318-U1359A-004H-4-W-44_LP-IRM	SIO-flo	7.987e-05	4.0	273.0	318-U1359A-004H-4-W-44_LP-IRM6	LT-IRM:LP-IRM	g	270	pmagpy-4.2.19	318-U1359A-004H-4-W-44	u	2012-04-11T17:45:00Z	0	0.088	0.0	90.0	6	273.0
Saiko	This study		1.1	215.6	86.1	318-U1359A-004H-4-W-44_LP-IRM	SIO-flo	8.264e-05	4.0	273.0	318-U1359A-004H-4-W-44_LP-IRM7	LT-IRM:LP-IRM	g	271	pmagpy-4.2.19	318-U1359A-004H-4-W-44	u	2012-04-11T17:46:00Z	0	0.147	0.0	90.0	7	273.0
Saiko	This study		0.6	263.1	89.2	318-U1359A-004H-4-W-44_LP-IRM	SIO-flo	8.317e-05	4.0	273.0	318-U1359A-004H-4-W-44_LP-IRM8	LT-IRM:LP-IRM	g	272	pmagpy-4.2.19	318-U1359A-004H-4-W-44	u	2012-04-11T17:50:00Z	0	0.22	0.0	90.0	8	273.0
Saiko	This study		0.6	257.1	86.6	318-U1359A-004H-4-W-44_LP-IRM	SIO-flo	8.369e-05	4.0	273.0	318-U1359A-004H-4-W-44_LP-IRM9	LT-IRM:LP-IRM	g	273	pmagpy-4.2.19	318-U1359A-004H-4-W-44	u	2012-04-11T17:52:00Z	0	0.293	0.0	90.0	9	273.0
Saiko	This study		0.8	106.4	86.6	318-U1359A-004H-4-W-44_LP-IRM	SIO-flo	8.361e-05	4.0	273.0	318-U1359A-004H-4-W-44_LP-IRM10	LT-IRM:LP-IRM	g	274	pmagpy-4.2.19	318-U1359A-004H-4-W-44	u	2012-04-11T17:53:00Z	0	0.351	0.0	90.0	10	273.0
Saiko	This study		1.0	211.3	86.6	318-U1359A-004H-4-W-61_LP-IRM	SIO-flo	1.801e-05	4.0	273.0	318-U1359A-004H-4-W-61_LP-IRM0	LT-IRM:LP-IRM	g	275	pmagpy-4.2.19	318-U1359A-004H-4-W-61	u	2012-04-09T17:19:00Z	0	0.015	0.0	90.0	0	273.0
Saiko	This study		0.8	258.2	87.5	318-U1359A-004H-4-W-61_LP-IRM	SIO-flo	2.868e-05	4.0	273.0	318-U1359A-004H-4-W-61_LP-IRM1	LT-IRM:LP-IRM	g	276	pmagpy-4.2.19	318-U1359A-004H-4-W-61	u	2012-04-09T17:20:00Z	0	0.023	0.0	90.0	1	273.0
Saiko	This study		0.7	247.0	89.0	318-U1359A-004H-4-W-61_LP-IRM	SIO-flo	3.545e-05	4.0	273.0	318-U1359A-004H-4-W-61_LP-IRM2	LT-IRM:LP-IRM	g	277	pmagpy-4.2.19	318-U1359A-004H-4-W-61	u	2012-04-09T17:21:00Z	0	0.03	0.0	90.0	2	273.0
Saiko	This study		0.7	194.2	88.4	318-U1359A-004H-4-W-61_LP-IRM	SIO-flo	4.635e-05	4.0	273.0	318-U1359A-004H-4-W-61_LP-IRM3	LT-IRM:LP-IRM	g	278	pmagpy-4.2.19	318-U1359A-004H-4-W-61	u	2012-04-09T17:22:00Z	0	0.045	0.0	90.0	3	273.0
Saiko	This study		0.7	185.1	87.7	318-U1359A-004H-4-W-61_LP-IRM	SIO-flo	5.201e-05	4.0	273.0	318-U1359A-004H-4-W-61_LP-IRM4	LT-IRM:LP-IRM	g	279	pmagpy-4.2.19	318-U1359A-004H-4-W-61	u	2012-04-09T17:23:00Z	0	0.059	0.0	90.0	4	273.0
Saiko	This study		0.9	229.2	87.7	318-U1359A-004H-4-W-61_LP-IRM	SIO-flo	5.502e-05	4.0	273.0	318-U1359A-004H-4-W-61_LP-IRM5	LT-IRM:LP-IRM	g	280	pmagpy-4.2.19	318-U1359A-004H-4-W-61	u	2012-04-09T17:24:00Z	0	0.074	0.0	90.0	5	273.0
Saiko	This study		1.0	269.0	86.7	318-U1359A-004H-4-W-61_LP-IRM	SIO-flo	5.646e-05	4.0	273.0	318-U1359A-004H-4-W-61_LP-IRM6	LT-IRM:LP-IRM	g	281	pmagpy-4.2.19	318-U1359A-004H-4-W-61	u	2012-04-09T17:25:00Z	0	0.088	0.0	90.0	6	273.0
Saiko	This study		0.6	197.1	87.9	318-U1359A-004H-4-W-61_LP-IRM	SIO-flo	5.817e-05	4.0	273.0	318-U1359A-004H-4-W-61_LP-IRM7	LT-IRM:LP-IRM	g	282	pmagpy-4.2.19	318-U1359A-004H-4-W-61	u	2012-04-09T17:26:00Z	0	0.147	0.0	90.0	7	273.0
Saiko	This study		0.9	186.8	87.9	318-U1359A-004H-4-W-61_LP-IRM	SIO-flo	5.858e-05	4.0	273.0	318-U1359A-004H-4-W-61_LP-IRM8	LT-IRM:LP-IRM	g	283	pmagpy-4.2.19	318-U1359A-004H-4-W-61	u	2012-04-09T17:28:00Z	0	0.22	0.0	90.0	8	273.0
Saiko	This study		0.8	256.5	86.1	318-U1359A-004H-4-W-61_LP-IRM	SIO-flo	5.87e-05	4.0	273.0	318-U1359A-004H-4-W-61_LP-IRM9	LT-IRM:LP-IRM	g	284	pmagpy-4.2.19	318-U1359A-004H-4-W-61	u	2012-04-09T17:29:00Z	0	0.293	0.0	90.0	9	273.0
Saiko	This study		0.7	211.6	88.0	318-U1359A-004H-4-W-61_LP-IRM	SIO-flo	5.88e-05	4.0	273.0	318-U1359A-004H-4-W-61_LP-IRM10	LT-IRM:LP-IRM	g	285	pmagpy-4.2.19	318-U1359A-004H-4-W-61	u	2012-04-09T17:30:00Z	0	0.351	0.0	90.0	10	273.0
Saiko	This study		0.6	216.6	85.3	318-U1359A-004H-4-W-84_LP-IRM	SIO-flo	1.273e-05	4.0	273.0	318-U1359A-004H-4-W-84_LP-IRM0	LT-IRM:LP-IRM	g	286	pmagpy-4.2.19	318-U1359A-004H-4-W-84	u	2012-04-09T17:34:00Z	0	0.015	0.0	90.0	0	273.0
Saiko	This study		0.2	234.5	86.0	318-U1359A-004H-4-W-84_LP-IRM	SIO-flo	2.191e-05	4.0	273.0	318-U1359A-004H-4-W-84_LP-IRM1	LT-IRM:LP-IRM	g	287	pmagpy-4.2.19	318-U1359A-004H-4-W-84	u	2012-04-09T17:35:00Z	0	0.023	0.0	90.0	1	273.0
Saiko	This study		0.2	246.0	87.3	318-U1359A-004H-4-W-84_LP-IRM	SIO-flo	2.799e-05	4.0	273.0	318-U1359A-004H-4-W-84_LP-IRM2	LT-IRM:LP-IRM	g	288	pmagpy-4.2.19	318-U1359A-004H-4-W-84	u	2012-04-09T17:36:00Z	0	0.03	0.0	90.0	2	273.0
Saiko	This study		0.3	241.9	88.3	318-U1359A-004H-4-W-84_LP-IRM	SIO-flo	3.896e-05	4.0	273.0	318-U1359A-004H-4-W-84_LP-IRM3	LT-IRM:LP-IRM	g	289	pmagpy-4.2.19	318-U1359A-004H-4-W-84	u	2012-04-09T17:37:00Z	0	0.045	0.0	90.0	3	273.0
Saiko	This study		0.2	257.6	88.3	318-U1359A-004H-4-W-84_LP-IRM	SIO-flo	4.611e-05	4.0	273.0	318-U1359A-004H-4-W-84_LP-IRM4	LT-IRM:LP-IRM	g	290	pmagpy-4.2.19	318-U1359A-004H-4-W-84	u	2012-04-09T17:38:00Z	0	0.059	0.0	90.0	4	273.0
Saiko	This study		0.2	257.3	88.1	318-U1359A-004H-4-W-84_LP-IRM	SIO-flo	5.006e-05	4.0	273.0	318-U1359A-004H-4-W-84_LP-IRM5	LT-IRM:LP-IRM	g	291	pmagpy-4.2.19	318-U1359A-004H-4-W-84	u	2012-04-09T17:39:00Z	0	0.074	0.0	90.0	5	273.0
Saiko	This study		0.2	240.4	88.0	318-U1359A-004H-4-W-84_LP-IRM	SIO-flo	5.171e-05	4.0	273.0	318-U1359A-004H-4-W-84_LP-IRM6	LT-IRM:LP-IRM	g	292	pmagpy-4.2.19	318-U1359A-004H-4-W-84	u	2012-04-09T17:41:00Z	0	0.088	0.0	90.0	6	273.0
Saiko	This study		0.3	240.6	89.0	318-U1359A-004H-4-W-84_LP-IRM	SIO-flo	5.337e-05	4.0	273.0	318-U1359A-004H-4-W-84_LP-IRM7	LT-IRM:LP-IRM	g	293	pmagpy-4.2.19	318-U1359A-004H-4-W-84	u	2012-04-09T17:42:00Z	0	0.147	0.0	90.0	7	273.0
Saiko	This study		0.3	246.2	88.3	318-U1359A-004H-4-W-84_LP-IRM	SIO-flo	5.377e-05	4.0	273.0	318-U1359A-004H-4-W-84_LP-IRM8	LT-IRM:LP-IRM	g	294	pmagpy-4.2.19	318-U1359A-004H-4-W-84	u	2012-04-09T17:43:00Z	0	0.22	0.0	90.0	8	273.0
Saiko	This study		0.5	240.8	88.0	318-U1359A-004H-4-W-84_LP-IRM	SIO-flo	5.382e-05	4.0	273.0	318-U1359A-004H-4-W-84_LP-IRM9	LT-IRM:LP-IRM	g	295	pmagpy-4.2.19	318-U1359A-004H-4-W-84	u	2012-04-09T17:44:00Z	0	0.293	0.0	90.0	9	273.0
Saiko	This study		0.3	231.6	87.8	318-U1359A-004H-4-W-84_LP-IRM	SIO-flo	5.385e-05	4.0	273.0	318-U1359A-004H-4-W-84_LP-IRM10	LT-IRM:LP-IRM	g	296	pmagpy-4.2.19	318-U1359A-004H-4-W-84	u	2012-04-09T17:46:00Z	0	0.351	0.0	90.0	10	273.0
Saiko	This study		0.3	186.7	86.0	318-U1359A-004H-4-W-9_LP-IRM	SIO-flo	3e-05	4.0	273.0	318-U1359A-004H-4-W-9_LP-IRM0	LT-IRM:LP-IRM	g	297	pmagpy-4.2.19	318-U1359A-004H-4-W-9	u	2012-04-09T16:44:00Z	0	0.015	0.0	90.0	0	273.0
Saiko	This study		0.3	186.7	87.5	318-U1359A-004H-4-W-9_LP-IRM	SIO-flo	4.706e-05	4.0	273.0	318-U1359A-004H-4-W-9_LP-IRM1	LT-IRM:LP-IRM	g	298	pmagpy-4.2.19	318-U1359A-004H-4-W-9	u	2012-04-09T16:48:00Z	0	0.023	0.0	90.0	1	273.0
Saiko	This study		0.2	204.8	87.8	318-U1359A-004H-4-W-9_LP-IRM	SIO-flo	5.601e-05	4.0	273.0	318-U1359A-004H-4-W-9_LP-IRM2	LT-IRM:LP-IRM	g	299	pmagpy-4.2.19	318-U1359A-004H-4-W-9	u	2012-04-09T16:49:00Z	0	0.03	0.0	90.0	2	273.0
Saiko	This study		0.3	191.4	88.3	318-U1359A-004H-4-W-9_LP-IRM	SIO-flo	6.392e-05	4.0	273.0	318-U1359A-004H-4-W-9_LP-IRM3	LT-IRM:LP-IRM	g	300	pmagpy-4.2.19	318-U1359A-004H-4-W-9	u	2012-04-09T16:50:00Z	0	0.045	0.0	90.0	3	273.0
Saiko	This study		0.3	196.9	88.0	318-U1359A-004H-4-W-9_LP-IRM	SIO-flo	6.684e-05	4.0	273.0	318-U1359A-004H-4-W-9_LP-IRM4	LT-IRM:LP-IRM	g	301	pmagpy-4.2.19	318-U1359A-004H-4-W-9	u	2012-04-09T16:51:00Z	0	0.059	0.0	90.0	4	273.0
Saiko	This study		0.3	203.3	88.0	318-U1359A-004H-4-W-9_LP-IRM	SIO-flo	6.851e-05	4.0	273.0	318-U1359A-004H-4-W-9_LP-IRM5	LT-IRM:LP-IRM	g	302	pmagpy-4.2.19	318-U1359A-004H-4-W-9	u	2012-04-09T16:52:00Z	0	0.074	0.0	90.0	5	273.0
Saiko	This study		0.2	235.3	86.8	318-U1359A-004H-4-W-9_LP-IRM	SIO-flo	6.94e-05	4.0	273.0	318-U1359A-004H-4-W-9_LP-IRM6	LT-IRM:LP-IRM	g	303	pmagpy-4.2.19	318-U1359A-004H-4-W-9	u	2012-04-09T16:53:00Z	0	0.088	0.0	90.0	6	273.0
Saiko	This study		0.3	232.5	87.2	318-U1359A-004H-4-W-9_LP-IRM	SIO-flo	7.112e-05	4.0	273.0	318-U1359A-004H-4-W-9_LP-IRM7	LT-IRM:LP-IRM	g	304	pmagpy-4.2.19	318-U1359A-004H-4-W-9	u	2012-04-09T16:55:00Z	0	0.147	0.0	90.0	7	273.0
Saiko	This study		0.3	213.4	87.5	318-U1359A-004H-4-W-9_LP-IRM	SIO-flo	7.18e-05	4.0	273.0	318-U1359A-004H-4-W-9_LP-IRM8	LT-IRM:LP-IRM	g	305	pmagpy-4.2.19	318-U1359A-004H-4-W-9	u	2012-04-09T16:56:00Z	0	0.22	0.0	90.0	8	273.0
Saiko	This study		0.2	225.7	87.5	318-U1359A-004H-4-W-9_LP-IRM	SIO-flo	7.208e-05	4.0	273.0	318-U1359A-004H-4-W-9_LP-IRM9	LT-IRM:LP-IRM	g	306	pmagpy-4.2.19	318-U1359A-004H-4-W-9	u	2012-04-09T16:57:00Z	0	0.293	0.0	90.0	9	273.0
Saiko	This study		0.2	218.6	87.8	318-U1359A-004H-4-W-9_LP-IRM	SIO-flo	7.221e-05	4.0	273.0	318-U1359A-004H-4-W-9_LP-IRM10	LT-IRM:LP-IRM	g	307	pmagpy-4.2.19	318-U1359A-004H-4-W-9	u	2012-04-09T16:59:00Z	0	0.351	0.0	90.0	10	273.0
Saiko	This study		0.7	184.0	82.1	318-U1359A-004H-5-W-139_LP-IRM	SIO-flo	1.098e-06	4.0	273.0	318-U1359A-004H-5-W-139_LP-IRM0	LT-IRM:LP-IRM	g	308	pmagpy-4.2.19	318-U1359A-004H-5-W-139	u	2012-04-11T17:57:00Z	0	0.015	0.0	90.0	0	273.0
Saiko	This study		0.4	148.2	86.0	318-U1359A-004H-5-W-139_LP-IRM	SIO-flo	1.678e-06	4.0	273.0	318-U1359A-004H-5-W-139_LP-IRM1	LT-IRM:LP-IRM	g	309	pmagpy-4.2.19	318-U1359A-004H-5-W-139	u	2012-04-11T17:58:00Z	0	0.023	0.0	90.0	1	273.0
Saiko	This study		0.8	190.4	86.0	318-U1359A-004H-5-W-139_LP-IRM	SIO-flo	2.015e-06	4.0	273.0	318-U1359A-004H-5-W-139_LP-IRM2	LT-IRM:LP-IRM	g	310	pmagpy-4.2.19	318-U1359A-004H-5-W-139	u	2012-04-11T17:59:00Z	0	0.03	0.0	90.0	2	273.0
Saiko	This study		0.4	174.8	87.3	318-U1359A-004H-5-W-139_LP-IRM	SIO-flo	2.425e-06	4.0	273.0	318-U1359A-004H-5-W-139_LP-IRM3	LT-IRM:LP-IRM	g	311	pmagpy-4.2.19	318-U1359A-004H-5-W-139	u	2012-04-11T18:00:00Z	0	0.045	0.0	90.0	3	273.0
Saiko	This study		0.4	142.5	87.4	318-U1359A-004H-5-W-139_LP-IRM	SIO-flo	2.6439999999999996e-06	4.0	273.0	318-U1359A-004H-5-W-139_LP-IRM4	LT-IRM:LP-IRM	g	312	pmagpy-4.2.19	318-U1359A-004H-5-W-139	u	2012-04-11T18:01:00Z	0	0.059	0.0	90.0	4	273.0
Saiko	This study		0.2	184.7	87.8	318-U1359A-004H-5-W-139_LP-IRM	SIO-flo	2.802e-06	4.0	273.0	318-U1359A-004H-5-W-139_LP-IRM5	LT-IRM:LP-IRM	g	313	pmagpy-4.2.19	318-U1359A-004H-5-W-139	u	2012-04-11T18:02:00Z	0	0.074	0.0	90.0	5	273.0
Saiko	This study		0.4	147.3	87.7	318-U1359A-004H-5-W-139_LP-IRM	SIO-flo	2.914e-06	4.0	273.0	318-U1359A-004H-5-W-139_LP-IRM6	LT-IRM:LP-IRM	g	314	pmagpy-4.2.19	318-U1359A-004H-5-W-139	u	2012-04-11T18:03:00Z	0	0.088	0.0	90.0	6	273.0
Saiko	This study		0.4	143.1	87.3	318-U1359A-004H-5-W-139_LP-IRM	SIO-flo	3.175e-06	4.0	273.0	318-U1359A-004H-5-W-139_LP-IRM7	LT-IRM:LP-IRM	g	315	pmagpy-4.2.19	318-U1359A-004H-5-W-139	u	2012-04-11T18:05:00Z	0	0.147	0.0	90.0	7	273.0
Saiko	This study		0.4	166.1	87.5	318-U1359A-004H-5-W-139_LP-IRM	SIO-flo	3.3169999999999998e-06	4.0	273.0	318-U1359A-004H-5-W-139_LP-IRM8	LT-IRM:LP-IRM	g	316	pmagpy-4.2.19	318-U1359A-004H-5-W-139	u	2012-04-11T18:06:00Z	0	0.22	0.0	90.0	8	273.0
Saiko	This study		0.5	226.7	86.0	318-U1359A-004H-5-W-139_LP-IRM	SIO-flo	3.393e-06	4.0	273.0	318-U1359A-004H-5-W-139_LP-IRM9	LT-IRM:LP-IRM	g	317	pmagpy-4.2.19	318-U1359A-004H-5-W-139	u	2012-04-11T18:07:00Z	0	0.293	0.0	90.0	9	273.0
Saiko	This study		0.6	190.8	87.1	318-U1359A-004H-5-W-139_LP-IRM	SIO-flo	3.428e-06	4.0	273.0	318-U1359A-004H-5-W-139_LP-IRM10	LT-IRM:LP-IRM	g	318	pmagpy-4.2.19	318-U1359A-004H-5-W-139	u	2012-04-11T18:08:00Z	0	0.351	0.0	90.0	10	273.0
Saiko	This study		0.2	225.0	86.4	318-U1359A-004H-6-W-85_LP-IRM	SIO-flo	7.012000000000001e-06	4.0	273.0	318-U1359A-004H-6-W-85_LP-IRM0	LT-IRM:LP-IRM	g	319	pmagpy-4.2.19	318-U1359A-004H-6-W-85	u	2012-04-11T18:11:00Z	0	0.015	0.0	90.0	0	273.0
Saiko	This study		0.5	228.2	86.5	318-U1359A-004H-6-W-85_LP-IRM	SIO-flo	1.002e-05	4.0	273.0	318-U1359A-004H-6-W-85_LP-IRM1	LT-IRM:LP-IRM	g	320	pmagpy-4.2.19	318-U1359A-004H-6-W-85	u	2012-04-11T18:12:00Z	0	0.023	0.0	90.0	1	273.0
