tab 	locations
age_high	age_low	age_unit	citations	conglomerate_test	contact_test	continent_ocean	country	description	dir_alpha95	dir_dec	dir_inc	dir_k	dir_k_ratio	dir_n_samples	dir_n_sites	dir_polarity	dir_tilt_correction	external_database_ids	fold_test	fold_test_significance	geologic_classes	geological_province_sections	lat_n	lat_s	lithologies	location	location_alternatives	location_type	lon_e	lon_w	method_codes	pole_antipodal_angle	pole_comp_name	pole_dm	pole_dp	pole_lat	pole_lon	pole_reversed_perc	region	result_name	result_type	reversal_test	rock_magnetic_test	terranes	village_city
85	75	Ma	10.1016/0040-1951(69)90063-8	ND	ND	Europe	Portugal	AF 30 to 300mT, thermal >400C.	8	359	43.5			25	8		0		ND		Intrusive	Sintra Granite	38.8	38.8	Granite	Sintra Granite		Outcrop	350.5	350.5	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3			10	6.2	76.5	174	0	Portugal	3195	i	ND	ND	Iberia	
100	89	Ma	10.1016/0012-821X(75)90194-6	ND	ND	Europe	Italy	Cenomanian and Turonian. Combined Result. AF and thermal cleaning, minimum dispersion. Combined RESULTNO 2679-2682.	7.3	315	39.5	18.5		122	22		100		ND		Sedimentary	Umbrian sediments	43	43	Bauxite:Limestone	Umbrian sediments overall mean		Outcrop	13	13	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3			8.8	5.5	47.7	268.3	9	Italy	2683	a	Ro	ND		
130	65	Ma	10.1016/0040-1951(87)90345-3	ND	ND	Europe	Croatia	Barremian to Senonian. AF 10-15mT, mostly thermal cleaning 150-525C.	14	336	41	13	0.92	76	10		100		Fo	45	Sedimentary		45.6	45.6	marl:Limestone	Barremian-Senonian Limestones, Marls		Outcrop	14.1	14.1	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3			17	10.3	60.6	243.5	0	Croatia	1516	i	ND	ND		
130	65	Ma	10.1016/0040-1951(87)90345-3	ND	ND	Europe	Croatia	Barremian to Senonian. AF 10-15mT, mostly thermal cleaning 150-525C.	11.9	309	48	17			10		0		Fo	45	Sedimentary		45.6	45.6	marl:Limestone	Barremian-Senonian Limestones, Marls		Outcrop	14.1	14.1	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3			17	10.3	60.6	243.5	0	Croatia	1516	i	ND	ND		
125	100	Ma	10.1029/2000JB900136	ND	ND	Europe	Spain	Aptian to Albian. Thermal to 500C, characteristic component 250-500C. IRM (sat. 0. 4T) ; HYST.	4.8	347.7	53.1	74.4		97	13		100		F+		Sedimentary	Organya Basin	42.2	42.2	marl:Limestone	Organya Aptian-Albian Sediments		Outcrop	1.3	1.3	DE-DI:LT-T-Z:LP-DC4			6.7	4.6	77.1	233.9	0	Northern Spain	8568	i	ND	M	Iberia	
125	100	Ma	10.1029/2000JB900136	ND	ND	Europe	Spain	Aptian to Albian. Thermal to 500C, characteristic component 250-500C. IRM (sat. 0. 4T) ; HYST.	31.7	356.3	11.4	2.7			13		0		F+		Sedimentary	Organya Basin	42.2	42.2	marl:Limestone	Organya Aptian-Albian Sediments		Outcrop	1.3	1.3	DE-DI:LT-T-Z:LP-DC4			6.7	4.6	77.1	233.9	0	Northern Spain	8568	i	ND	M	Iberia	
120	100	Ma	10.1029/2000JB900136	ND	ND	Europe	Spain	Berriasian to Barremian. Group 1. Thermal to 500C, characteristic component 250-500C. IRM (sat. 0. 4T) ; HYST. Remagnetized in Albian-Aptian.	4.4	294.6	56.1	108		83	11		100		ND		Sedimentary	Organya Basin	42.2	42.2	marl:Limestone	Organya Berriasian-Barremian Sediments, Group 1		Outcrop	1.3	1.3	DE-DI:LT-T-Z:LP-DC4		1	6.3	4.6	40.4	287.9	0	Northern Spain	8566	i	ND	M	Iberia	
120	100	Ma	10.1029/2000JB900136	ND	ND	Europe	Spain	Berriasian to Barremian. Group 1. Thermal to 500C, characteristic component 250-500C. IRM (sat. 0. 4T) ; HYST. Remagnetized in Albian-Aptian.	4.3	342.4	29.1	111.3			11		0		ND		Sedimentary	Organya Basin	42.2	42.2	marl:Limestone	Organya Berriasian-Barremian Sediments, Group 1		Outcrop	1.3	1.3	DE-DI:LT-T-Z:LP-DC4		1	6.3	4.6	40.4	287.9	0	Northern Spain	8566	i	ND	M	Iberia	
130	89	Ma	10.1016/0031-9201(90)90192-Z	ND	ND	Europe	Croatia	Barremian to Turonian age. Krk, Cres and Pag Islands. AF to 50mT, thermal to 400C.	9	339	48	18	1.5	105	15		100		Fo	85	Sedimentary		45	45	Limestone	Kvarner Islands Sediments		Outcrop	14.5	14.5	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3			11.8	7.7	67	248	200	Kvarner Islands	6270	i	Ro	ND		
130	89	Ma	10.1016/0031-9201(90)90192-Z	ND	ND	Europe	Croatia	Barremian to Turonian age. Krk, Cres and Pag Islands. AF to 50mT, thermal to 400C.	11	327	47	12			15		0		Fo	85	Sedimentary		45	45	Limestone	Kvarner Islands Sediments		Outcrop	14.5	14.5	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3			11.8	7.7	67	248	200	Kvarner Islands	6270	i	Ro	ND		
94	91	Ma	10.1029/JB085IB07P03623	ND	ND	Europe	Italy	Early Turonian.	9.5	340.4	37.7			50	8		0		ND		Sedimentary		46	46	Limestone	Pelagic limestones 3		Outcrop	12	12	DE-DI:LT-AF-Z:LP-DC3			11.2	6.6	60.4	231.4	0	Southern Alps	190	i	ND	ND		
100	65	Ma	10.1016/0040-1951(87)90196-X	ND	ND	Europe	Hungary	Overprint Comp. . Lower temperature component <500C. Remagnetization at uplift of Transdanubian Mountains.	11.3	314.9	48.5	36.1		77	6		100		F-		Sedimentary		47	47	Redbeds	Permian Redbeds, Balaton Highlands, Overprint		Outcrop	17.8	17.8	DE-DI:LT-T-Z:LP-DC3		Overprint	14.8	9.8	51.2	277.3	0	Hungary	1801	i	ND	ND		
100	65	Ma	10.1016/0040-1951(87)90196-X	ND	ND	Europe	Hungary	Overprint Comp. . Lower temperature component <500C. Remagnetization at uplift of Transdanubian Mountains.	23	316.7	25.8	9.4	0.26		6		0		F-		Sedimentary		47	47	Redbeds	Permian Redbeds, Balaton Highlands, Overprint		Outcrop	17.8	17.8	DE-DI:LT-T-Z:LP-DC3		Overprint	14.8	9.8	51.2	277.3	0	Hungary	1801	i	ND	ND		
100	65	Ma	10.1016/0040-1951(87)90196-X	ND	ND	Europe	Hungary	Overprint Comp. . Lower temperature component <500C. Remagnetization at uplift of Transdanubian Mountains.	11.3	314.9	48.5	36.1			6		0		F-		Sedimentary		47	47	Redbeds	Permian Redbeds, Balaton Highlands, Overprint		Outcrop	17.8	17.8	DE-DI:LT-T-Z:LP-DC3		Overprint	14.8	9.8	51.2	277.3	0	Hungary	1801	i	ND	ND		
146	100	Ma	10.1016/0040-1951(94)00150-8	ND	ND	Europe	Albania	AF to 60mT, thermal to 550C, characteristic component.	22.2	3	36	32		11	3		100		ND		Sedimentary		39.8	39.8	Limestone	Lower Cretaceous Limestones		Outcrop	20	20	DE-DI:LT-AF-Z:LT-T-Z:LP-DC4			25.8	15	70	192	0	Albania	7669	i	ND	ND		
146	100	Ma	10.1016/0040-1951(94)00150-8	ND	ND	Europe	Albania	AF to 60mT, thermal to 550C, characteristic component.	22.2	15	40	32			3		0		ND		Sedimentary		39.8	39.8	Limestone	Lower Cretaceous Limestones		Outcrop	20	20	DE-DI:LT-AF-Z:LT-T-Z:LP-DC4			25.8	15	70	192	0	Albania	7669	i	ND	ND		
100	65	Ma	10.1016/0031-9201(90)90194-3	ND	ND	Europe	Bulgaria	Pliensbachian to Callovian age. Thermal to 650C. Js-T (CT 100, 650C) , OP (GOETH, HEM, MAGN) , SUSC, AN. Late Cretaceous magnetization.	5.2	343	64	167.3		66	6		100		F-		Sedimentary		42.5	42.5	Limestone:Sandstone	Bulgarian Jurassic Sediments		Outcrop	25	25	DE-DI:LT-AF-Z:LT-T-Z:LP-DC4			8.3	6.6	77	313	0	Bulgaria	6271	i	ND	M		
100	65	Ma	10.1016/0031-9201(90)90194-3	ND	ND	Europe	Bulgaria	Pliensbachian to Callovian age. Thermal to 650C. Js-T (CT 100, 650C) , OP (GOETH, HEM, MAGN) , SUSC, AN. Late Cretaceous magnetization.		342	59	2	0.01		6		0		F-		Sedimentary		42.5	42.5	Limestone:Sandstone	Bulgarian Jurassic Sediments		Outcrop	25	25	DE-DI:LT-AF-Z:LT-T-Z:LP-DC4			8.3	6.6	77	313	0	Bulgaria	6271	i	ND	M		
100	65	Ma	10.1016/0031-9201(90)90194-3	ND	ND	Europe	Bulgaria	Pliensbachian to Callovian age. Thermal to 650C. Js-T (CT 100, 650C) , OP (GOETH, HEM, MAGN) , SUSC, AN. Late Cretaceous magnetization.	5.2	343	64	167.3			6		0		F-		Sedimentary		42.5	42.5	Limestone:Sandstone	Bulgarian Jurassic Sediments		Outcrop	25	25	DE-DI:LT-AF-Z:LT-T-Z:LP-DC4			8.3	6.6	77	313	0	Bulgaria	6271	i	ND	M		
88	85	Ma	VANDENBERG ET AL. (1978)	ND	ND	Europe	Italy	Late Coniacian to Early Santonian. AF to 300mT, thermal to 700C, characteristic component. Fold test stated to be positive but no details giv.	2.7	320.3	36			17	3		100		Fo		Sedimentary	Umbrian sequence	43.5	43.5	Limestone	Umbrian sequence 8		Outcrop	12.5	12.5	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3			3.1	1.8	49.7	260.5	0	Italy	2116	i	ND	ND		
85	83	Ma	VANDENBERG ET AL. (1978)	ND	ND	Europe	Italy	Late Santonian. AF to 300mT, thermal to 700C, characteristic component.	4.2	328.5	43.3			18	3		100		ND		Sedimentary	Umbrian sequence	43.5	43.5	Limestone	Umbrian sequence 9		Outcrop	12.5	12.5	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3			5.3	3.2	58.4	257.3	0	Italy	2117	i	ND	ND		
112	100	Ma	PECHERSKY (1993)	ND	ND	Europe	Ukraine	Albian. Extent Thickness >100m. 1 section. Thermal 300C. Determined by method of intersecting planes.	7.3	350.3	45.9	24.3		15	1		100		Fo		Sedimentary		44.6	44.6	tuff-sandstone	Crimea Cretaceous Tuff-Sandstones		Outcrop	33.8	33.8	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3			24.3	15.5	71	242	0	Crimea	6707	i	ND	ND	Crimea	
245	35	Ma	SOFFEL (1979)	ND	ND	Europe	Austria	Age stated as Scythian. Part of nappes of Northern Calcareous Alps. . AF to 200mT, thermal to 650C, bulk cleaning 300C. . OP (detrital MAGN, some oxidation to HEM). . Age of magnetization uncertain possibly KU-TE?.	6.3	359	49.9	50.1		10	1		100		ND		Sedimentary		47.3	47.3	Redbeds	Triassic Red Sandstones, Innsbruck		Outcrop	11.9	11.9	DE-DI:LT-AF-Z:LT-T-Z:LP-DC2			8.4	5.6	73.4	194.5	0	Austria	751	i	ND	M		
161	100	Ma	KATINAS & NAWROCKI (2004)	ND	ND	Europe	Lithuania	Fransian - Famennian. Thermal, characteristic component, 500-610C. IRM, 3-axis Jrs-T (HEM, MAGN). Late Jurassic - Early Cretaceous remagnetisation suggested.	5.3	11	54	61.8		28	13		0		ND		Sedimentary	Skaistgirys Carbonates	56.31	56.31	Dolostone	Skaistgirys Carbonates		Outcrop	23.39	23.39	DE-DI:LT-T-Z:LP-DC4			7	5	67	179	0	Northern Lithuania	9230	i	ND	ND		
110	80	Ma	JUAREZ ET AL. (1995)	ND	ND	Europe	Spain	Middle to Late Oxfordian. Moneva S Comp. . Thermal to 580C, intermediate component 350-450C. SUSC. Overprint in Cretaceous Normal Zone.	2	343	56	48		83	83		100		ND		Sedimentary		40.7	40.7	Limestone	Iberian Range Sediments, Moneva S		Outcrop	358.8	358.8	DE-DI:LT-T-Z:LP-DC4		Moneva S	2.9	2.1	76	258	0	Spain	7756	i	ND	M	Iberia	
110	80	Ma	JUAREZ ET AL. (1995)	ND	ND	Europe	Spain	Middle to Late Oxfordian. Moneva S Comp. . Thermal to 580C, intermediate component 350-450C. SUSC. Overprint in Cretaceous Normal Zone.	2	345	49	52			83		0		ND		Sedimentary		40.7	40.7	Limestone	Iberian Range Sediments, Moneva S		Outcrop	358.8	358.8	DE-DI:LT-T-Z:LP-DC4		Moneva S	2.9	2.1	76	258	0	Spain	7756	i	ND	M	Iberia	
10	5	Ma	JOHNSON ET AL. (1984)	ND	ND	Europe	France : Switzerland	AF-20mT same as NRM. Thermal, most NRM removed by 150C. . IRM (no sat. 5). .	5.7	359.1	63.8	43		192	16		100		F-		Sedimentary	Tan Limestones	47.3	47.3	Limestone	Tan Limestones		Outcrop	7.2	7.2	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3	176.1		9.1	7.2	88.3	210.8	6	Jura Mountains	428	i	Ro	M		
10	5	Ma	JOHNSON ET AL. (1984)	ND	ND	Europe	France : Switzerland	AF-20mT same as NRM. Thermal, most NRM removed by 150C. . IRM (no sat. 5). .	21.9	215.3	83	3.8	0.09		16		0		F-		Sedimentary	Tan Limestones	47.3	47.3	Limestone	Tan Limestones		Outcrop	7.2	7.2	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3	176.1		9.1	7.2	88.3	210.8	6	Jura Mountains	428	i	Ro	M		
10	5	Ma	JOHNSON ET AL. (1984)	ND	ND	Europe	France : Switzerland	AF-20mT same as NRM. Thermal, most NRM removed by 150C. . IRM (no sat. 5). .	5.7	359.1	63.8	43			16		0		F-		Sedimentary	Tan Limestones	47.3	47.3	Limestone	Tan Limestones		Outcrop	7.2	7.2	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3	176.1		9.1	7.2	88.3	210.8	6	Jura Mountains	428	i	Ro	M		
10	5	Ma	JOHNSON ET AL. (1984)	ND	ND	Europe	France : Switzerland	AF-20mT same as NRM. Thermal, most NRM removed by 150C. . IRM (no sat. 5). .	6.1	358.7	64	40.3			15	n	0		F-		Sedimentary	Tan Limestones	47.3	47.3	Limestone	Tan Limestones		Outcrop	7.2	7.2	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3	176.1		9.1	7.2	88.3	210.8	6	Jura Mountains	428	i	Ro	M		
10	5	Ma	JOHNSON ET AL. (1984)	ND	ND	Europe	France : Switzerland	AF-20mT same as NRM. Thermal, most NRM removed by 150C. . IRM (no sat. 5). .	21.9	184	83	3.8			1	r	0		F-		Sedimentary	Tan Limestones	47.3	47.3	Limestone	Tan Limestones		Outcrop	7.2	7.2	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3	176.1		9.1	7.2	88.3	210.8	6	Jura Mountains	428	i	Ro	M		
89	65	Ma	10.1029/95JB00864	ND	ND	Europe	Italy	Thermal to 560C, characteristic component. IRM (MAGN, HEM) ; SUSC; AN.	11.3	357	43	76	7.6	19	2		100		Fo	85	Sedimentary	Scaglia Formation	41.8	41.8	marl:Limestone	Scaglia Formation, Marsica Area		Outcrop	13.9	13.9	DE-DI:LT-T-Z:LP-DC4			14	8.7	73	203	0	Marsica Area	7732	i	ND	M		
89	65	Ma	10.1029/95JB00864	ND	ND	Europe	Italy	Thermal to 560C, characteristic component. IRM (MAGN, HEM) ; SUSC; AN.	30.5	8	37	10			2		0		Fo	85	Sedimentary	Scaglia Formation	41.8	41.8	marl:Limestone	Scaglia Formation, Marsica Area		Outcrop	13.9	13.9	DE-DI:LT-T-Z:LP-DC4			14	8.7	73	203	0	Marsica Area	7732	i	ND	M		
89	65	Ma	10.1029/92TC00212	ND	ND	Europe	Italy	Senonian age. AF 35-100mT, thermal 300-640C, characteristic component. Includes data from REFNO 2670.	3.8	346.6	38.5	68.7	13.74	496	22		100		F+	99	Sedimentary	Scaglia Rossa	46	46	red limestone	Scaglia Rossa		Outcrop	12	12	DE-DI:LT-AF-Z:LT-T-Z:LP-DC4	176.8		4.5	2.7	63.4	220.2	32	Venetian Alps	6972	i	Rb	ND		
89	65	Ma	10.1029/92TC00212	ND	ND	Europe	Italy	Senonian age. AF 35-100mT, thermal 300-640C, characteristic component. Includes data from REFNO 2670.	15.5	343.9	35.2	5			22		0		F+	99	Sedimentary	Scaglia Rossa	46	46	red limestone	Scaglia Rossa		Outcrop	12	12	DE-DI:LT-AF-Z:LT-T-Z:LP-DC4	176.8		4.5	2.7	63.4	220.2	32	Venetian Alps	6972	i	Rb	ND		
89	65	Ma	10.1029/92TC00212	ND	ND	Europe	Italy	Senonian age. AF 35-100mT, thermal 300-640C, characteristic component. Includes data from REFNO 2670.	4.1	346.9	39.5	86.2			15	n	100		F+	99	Sedimentary	Scaglia Rossa	46	46	red limestone	Scaglia Rossa		Outcrop	12	12	DE-DI:LT-AF-Z:LT-T-Z:LP-DC4	176.8		4.5	2.7	63.4	220.2	32	Venetian Alps	6972	i	Rb	ND		
89	65	Ma	10.1029/92TC00212	ND	ND	Europe	Italy	Senonian age. AF 35-100mT, thermal 300-640C, characteristic component. Includes data from REFNO 2670.	9.2	166.2	-36.3	44.2			7	r	100		F+	99	Sedimentary	Scaglia Rossa	46	46	red limestone	Scaglia Rossa		Outcrop	12	12	DE-DI:LT-AF-Z:LT-T-Z:LP-DC4	176.8		4.5	2.7	63.4	220.2	32	Venetian Alps	6972	i	Rb	ND		
146	100	Ma	10.1080/14786435908243271	ND	ND	Europe	U.K.	Extent 6 km. Superseded study. AF treatment suggests presence of unstable components. Old Result. Superseded study.	2	345	63	260		19			100		F-		Sedimentary	Wealdon sediments	50.5	50.5	sediments	Wealdon sediments		Outcrop	358.5	358.5	DE-DI:LT-NO:LP-DC1			3	2	79	245	0	Isle of Wight	3670	i	ND	ND		
146	100	Ma	10.1080/14786435908243271	ND	ND	Europe	U.K.	Extent 6 km. Superseded study. AF treatment suggests presence of unstable components. Old Result. Superseded study.					0.31				0		F-		Sedimentary	Wealdon sediments	50.5	50.5	sediments	Wealdon sediments		Outcrop	358.5	358.5	DE-DI:LT-NO:LP-DC1			3	2	79	245	0	Isle of Wight	3670	i	ND	ND		
146	65	Ma	10.1029/JZ070I004P00931	ND	ND	Europe	Italy	AF >15mT stated. Compiled from REFNO 414 quoting REFNO 413 as source.		356	37			4			100		ND		Sedimentary		45	45	sediments	Biochemic sediments, Schio		Outcrop	11	11	DE-DI:LT-AF-Z:LP-DC2					65	200	0	NE Italy	3372	i	ND	ND		
200	146	Ma	10.1029/JZ070I004P00931	ND	ND	Europe	Italy	AF >15mT stated. Compiled from REFNO 414 quoting REFNO 413 as source.		190	-14			4			100		ND		Sedimentary		45	45	sediments	Biochemic sediments, Schio		Outcrop	11	11	DE-DI:LT-AF-Z:LP-DC2					51	175	100	NE Italy	3373	i	ND	ND		
100	94	Ma	10.1016/0012-821X(75)90194-6	ND	ND	Europe	Italy	Cenomanian. Superseded study. Thermal cleaning, minimum dispersion. Data included in RESULTNO 2683. Superseded study.	14.9	330.5	36.5	69.5		18	3		100		ND		Sedimentary		45.5	45.5	Limestone	Southern Dolomites 2		Outcrop	11.5	11.5	DE-DI:LT-T-Z:LP-DC3	167.1		17.3	10.6	54.8	244.6	33	Italy	2680	i	Ro	ND		
100	94	Ma	10.1016/0012-821X(75)90194-6	ND	ND	Europe	Italy	Cenomanian. Superseded study. Thermal cleaning, minimum dispersion. Data included in RESULTNO 2683. Superseded study.	27.5	333.6	39.9	84.8			2	n	100		ND		Sedimentary		45.5	45.5	Limestone	Southern Dolomites 2		Outcrop	11.5	11.5	DE-DI:LT-T-Z:LP-DC3	167.1		17.3	10.6	54.8	244.6	33	Italy	2680	i	Ro	ND		
100	94	Ma	10.1016/0012-821X(75)90194-6	ND	ND	Europe	Italy	Cenomanian. Superseded study. Thermal cleaning, minimum dispersion. Data included in RESULTNO 2683. Superseded study.	9.4	145.3	-28.9	35.4			1	r	100		ND		Sedimentary		45.5	45.5	Limestone	Southern Dolomites 2		Outcrop	11.5	11.5	DE-DI:LT-T-Z:LP-DC3	167.1		17.3	10.6	54.8	244.6	33	Italy	2680	i	Ro	ND		
100	89	Ma	10.1016/0012-821X(75)90194-6	ND	ND	Europe	Italy	Pre-Senonian - 'Middle Cretaceous'. Essentially flat lying. Superseded study. Thermal cleaning, minimum dispersion. Data included in RESULTNO 2683. Superseded study.	4.2	342.4	36	46.2		26	4		0		ND		Sedimentary	Umbrian sequence	41.5	41.5	bauxites	Umbrian sequence Apulia		Outcrop	15.5	15.5	DE-DI:LT-T-Z:LP-DC3			4.9	3	63.7	235.5	0	Umbria	2681	i	ND	ND		
89	60	Ma	10.1016/0012-821X(75)90194-6	ND	ND	Europe	Italy	Senonian to Early Paleocene. Thermal cleaning to 580C, minimum dispersion.	6.5	328.8	33.9	19		173	27		100		ND		Sedimentary	Umbrian sequence Perugia	43	43	Limestone	Umbrian sequence Perugia 2		Outcrop	13	13	DE-DI:LT-T-Z:LP-DC3	174		7.3	4.5	53.9	249.2	33	Perugia	2678	i	Rc	ND		
89	60	Ma	10.1016/0012-821X(75)90194-6	ND	ND	Europe	Italy	Senonian to Early Paleocene. Thermal cleaning to 580C, minimum dispersion.	8.8	330.7	35.3	16.5			18	n	100		ND		Sedimentary	Umbrian sequence Perugia	43	43	Limestone	Umbrian sequence Perugia 2		Outcrop	13	13	DE-DI:LT-T-Z:LP-DC3	174		7.3	4.5	53.9	249.2	33	Perugia	2678	i	Rc	ND		
89	60	Ma	10.1016/0012-821X(75)90194-6	ND	ND	Europe	Italy	Senonian to Early Paleocene. Thermal cleaning to 580C, minimum dispersion.	10.1	145.4	-31.2	27			9	r	100		ND		Sedimentary	Umbrian sequence Perugia	43	43	Limestone	Umbrian sequence Perugia 2		Outcrop	13	13	DE-DI:LT-T-Z:LP-DC3	174		7.3	4.5	53.9	249.2	33	Perugia	2678	i	Rc	ND		
92	83	Ma	10.1016/0040-1951(92)90406-V	ND	ND	Europe	Italy	Late Turonian to Santonian. Thermal to 580C, characteristic component.	12.3	315.3	43.5	102.2	7.92	48	3		100		F+	95	Sedimentary	Scaglia Rossa	43.6	43.6	red limestone	Lower Scaglia Rossa		Outcrop	12.5	12.5	DE-DI:LT-T-Z:LP-DC4			15.3	9.5	49.5	271.1	0	Umbria	6931	i	ND	ND		
