tab 	locations
age_high	age_low	age_unit	citations	conglomerate_test	contact_test	continent_ocean	country	description	dir_alpha95	dir_dec	dir_inc	dir_k	dir_k_ratio	dir_n_samples	dir_n_sites	dir_polarity	dir_tilt_correction	external_database_ids	fold_test	fold_test_significance	geologic_classes	geological_province_sections	lat_n	lat_s	lithologies	location	location_alternatives	location_type	lon_e	lon_w	method_codes	pole_antipodal_angle	pole_comp_name	pole_dm	pole_dp	pole_lat	pole_lon	pole_reversed_perc	region	result_name	result_type	reversal_test	rock_magnetic_test	terranes	village_city
112	83	Ma	10.1016/0040-1951(92)90454-E	ND	ND	Europe	Italy	Albian - Cenomanian. Thermal component 420-585C. Passes McFadden and Jones test.	13.8	302.3	40.6	330.9	14.8	30	2		100		F+	95	Sedimentary	Monte Nerone	43.6	43.6	Limestone	Monte Nerone Sediments 5		Outcrop	12.5	12.5	DE-DI:LT-T-Z:LP-DC3			16.7	10.1	38.9	278.6	0	Umbria	6550	i	ND	ND		
112	83	Ma	10.1016/0040-1951(92)90454-E	ND	ND	Europe	Italy	Albian - Cenomanian. Thermal component 420-585C. Passes McFadden and Jones test.		264.5	5.1	22.3			2		0		F+	95	Sedimentary	Monte Nerone	43.6	43.6	Limestone	Monte Nerone Sediments 5		Outcrop	12.5	12.5	DE-DI:LT-T-Z:LP-DC3			16.7	10.1	38.9	278.6	0	Umbria	6550	i	ND	ND		
100	56	Ma	ALVAREZ & LOWRIE (1984)	ND	ND	Europe	Italy	Scaglia Bianca (Cenomanian) , Scaglia Rossa (Up. Cret. -Paleocene). Characteristic remanence AF>20mT, Thermal >350C. . No details of reversals but magnetostraigraphy given. .	1.6	319	39	21.6		389	3		100		ND		Sedimentary	Scaglia Limestone	43.6	43.6	Limestone	Scaglia Limestone		Outcrop	12.7	12.7	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3			1.9	1.1	49.9	263.6	200	Furlo	426	i	Ro	ND		
100	56	Ma	ALVAREZ & LOWRIE (1984)	ND	ND	Europe	Italy	Scaglia Bianca (Cenomanian) , Scaglia Rossa (Up. Cret. -Paleocene). Characteristic remanence AF>20mT, Thermal >350C. . No details of reversals but magnetostraigraphy given. .	1.6	319	39	21.6			389		100		ND		Sedimentary	Scaglia Limestone	43.6	43.6	Limestone	Scaglia Limestone		Outcrop	12.7	12.7	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3			1.9	1.1	49.9	263.6	200	Furlo	426	i	Ro	ND		
100	56	Ma	ALVAREZ & LOWRIE (1984)	ND	ND	Europe	Italy	Scaglia Bianca (Cenomanian) , Scaglia Rossa (Up. Cret. -Paleocene). Characteristic remanence AF>20mT, Thermal >350C. . No details of reversals but magnetostraigraphy given. .	1.6	340	30	20.3			389		0		ND		Sedimentary	Scaglia Limestone	43.6	43.6	Limestone	Scaglia Limestone		Outcrop	12.7	12.7	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3			1.9	1.1	49.9	263.6	200	Furlo	426	i	Ro	ND		
97	94	Ma	VANDENBERG ET AL. (1978)	ND	ND	Europe	Italy	Late Cenomanian. AF to 300mT, thermal to 700C, characteristic component.	4.3	300.5	39.2			10	2		100		ND		Sedimentary	Umbrian sequence	43.5	43.5	Limestone	Umbrian sequence 5		Outcrop	12.5	12.5	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3			5.2	3.1	36.9	279.1	0	Italy	2113	i	ND	ND		
89	86	Ma	VANDENBERG ET AL. (1978)	ND	ND	Europe	Italy	Coniacian. AF to 300mT, thermal to 700C. Fold test stated to be positive but no details giv.	6.1	307.1	34.4			9	2		100		Fo		Sedimentary	Umbrian sequence	43.5	43.5	Limestone	Umbrian sequence 7		Outcrop	12.5	12.5	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3			7	4.1	39.5	270.9	0	Italy	2115	i	ND	ND		
146	65	Ma	FORSTER.H. & ZINSSER (1975)	ND	ND	Europe	Italy	AF cleaning 60-80mT.	18.7	344.2	37.2	18.6		43	3		0		ND		Metamorphic		47	47	Amphibolite	Amphibolites, north of Insubrian line		Outcrop	11	11	DE-DI:LT-AF-Z:LP-DC2			22.1	13.5	60.8	222.4	0	Italy	2863	i	ND	ND		
1	0	Ma	LOMAX & BRIDEN (1977)	ND	ND	Europe	U.K.	Age c. 1000 Ma cited. AF cleaning 20-50mT. In situ directions near present field.	23	6	70	17.1		26	4		100		ND		Intrusive	Malvernian diorites	52.5	52.5	Diorite	Malvernian diorites		Outcrop	357.2	357.2	DE-DI:LT-AF-Z:LP-DC3			39	34	86	56	0	U.K.	2159	i	ND	ND		
1	0	Ma	LOMAX & BRIDEN (1977)	ND	ND	Europe	U.K.	Age c. 1000 Ma cited. AF cleaning 20-50mT. In situ directions near present field.	23	290	2	17.1			4		0		ND		Intrusive	Malvernian diorites	52.5	52.5	Diorite	Malvernian diorites		Outcrop	357.2	357.2	DE-DI:LT-AF-Z:LP-DC3			39	34	86	56	0	U.K.	2159	i	ND	ND		
1	0	Ma	LOMAX & BRIDEN (1977)	ND	ND	Europe	U.K.	Age c. 1000 Ma cited. AF cleaning 20-50mT. In situ directions near present field.	23	6	70	17.1			4		0		ND		Intrusive	Malvernian diorites	52.5	52.5	Diorite	Malvernian diorites		Outcrop	357.2	357.2	DE-DI:LT-AF-Z:LP-DC3			39	34	86	56	0	U.K.	2159	i	ND	ND		
245	38	Ma	SOFFEL (1979)	ND	ND	Europe	Austria	Scythian age. Nappe system of Northern Calcareous Alps. . AF to 200mT, thermal to 650C, bulk cleaning 300C. . OP (detrital MAGN, some oxidation to HEM). Age of magnetization uncertain, possibly KU-TE?.	4	31.5	19.6	414.8		24	3		100		ND		Sedimentary		47.4	47.4	Redbeds	Triassic Red Sandstones, Saalfelden		Outcrop	12.9	12.9	DE-DI:LT-AF-Z:LT-T-Z:LP-DC2			4.2	2.2	44.1	147	0	Austria	752	i	ND	M		
140	100	Ma	SOFFEL (1981)	ND	ND	Europe	Italy	Malm age. Strikes 210-280/Dips 20-55. . AF to 200mT, thermal to 650C, cleaning >30mT. . OP (TM, Cl. 6 oxid. ) , Js-T (CT 590C, kink 450C) , IRM (sat. 0. 2-1T). . Magnetic age from Africa/Italy APWP. .	6.4	199.3	-38	19.1	2.06		25		100		F+	99	Sedimentary:Extrusive	East Elba Ophiolite Series	42.8	42.8	pillow lavas	East Elba Ophiolite Series		Outcrop	10.3	10.3	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3	153.6		7.6	4.5	63.2	147.3	92	Italy	760	i	R-	M		
140	100	Ma	SOFFEL (1981)	ND	ND	Europe	Italy	Malm age. Strikes 210-280/Dips 20-55. . AF to 200mT, thermal to 650C, cleaning >30mT. . OP (TM, Cl. 6 oxid. ) , Js-T (CT 590C, kink 450C) , IRM (sat. 0. 2-1T). . Magnetic age from Africa/Italy APWP. .	9.2	232.2	-45.4	9.3			25		0		F+	99	Sedimentary:Extrusive	East Elba Ophiolite Series	42.8	42.8	pillow lavas	East Elba Ophiolite Series		Outcrop	10.3	10.3	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3	153.6		7.6	4.5	63.2	147.3	92	Italy	760	i	R-	M		
140	100	Ma	SOFFEL (1981)	ND	ND	Europe	Italy	Malm age. Strikes 210-280/Dips 20-55. . AF to 200mT, thermal to 650C, cleaning >30mT. . OP (TM, Cl. 6 oxid. ) , Js-T (CT 590C, kink 450C) , IRM (sat. 0. 2-1T). . Magnetic age from Africa/Italy APWP. .	37.8	35.8	18.5	45.7			2	n	100		F+	99	Sedimentary:Extrusive	East Elba Ophiolite Series	42.8	42.8	pillow lavas	East Elba Ophiolite Series		Outcrop	10.3	10.3	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3	153.6		7.6	4.5	63.2	147.3	92	Italy	760	i	R-	M		
140	100	Ma	SOFFEL (1981)	ND	ND	Europe	Italy	Malm age. Strikes 210-280/Dips 20-55. . AF to 200mT, thermal to 650C, cleaning >30mT. . OP (TM, Cl. 6 oxid. ) , Js-T (CT 590C, kink 450C) , IRM (sat. 0. 2-1T). . Magnetic age from Africa/Italy APWP. .	6.8	197.5	-39.6	21.1			23	r	100		F+	99	Sedimentary:Extrusive	East Elba Ophiolite Series	42.8	42.8	pillow lavas	East Elba Ophiolite Series		Outcrop	10.3	10.3	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3	153.6		7.6	4.5	63.2	147.3	92	Italy	760	i	R-	M		
95	35	Ma	10.1029/JZ068I010P03265	ND	ND	Europe	Spain	AF to 90mT. Secondary magnetization post-Alpine age.		250	51	7		9			100		ND		Sedimentary		43	43	Redbeds	Pyrenees Permo-Triassic Sediments		Outcrop	359	359	DE-DI:LT-AF-Z:LP-DC2					8	305	100	Huesca Province	3591	i	ND	ND	Iberia	
146	100	Ma	10.1016/0040-1951(83)90209-3	ND	ND	Europe	Italy	Neocomian to Albian/Aptian age. Apulian Platform, essentially flat lying. AF to 25mT, thermal to 500C, univectorial to origin. .	8.7	312	41			47	8		0		ND		Sedimentary	Maiolica Limestone	41.8	41.8	Limestone	Maiolica Limestone, Gargano Peninsula		Outcrop	16	16	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3			10	5.8	49	274	0	Italy	1450	i	ND	ND		
140	65	Ma	10.1016/0040-1951(83)90058-6	ND	ND	Europe	Croatia	Valanginian to Senonian. Dips 9-25 degrees. AF to 100mT, thermal to 550C, cleaning >300C. IRM (sat. 0. 2T, some no sat. 1T). Suggestion of pole migration during Cretaceous.	7.8	316.5	46.5	19.5		119	19		100		ND		Sedimentary		45	45	Limestone	Cretaceous Limestones, Istria Peninsula		Outcrop	14	14	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3			10	6.4	51.6	272.5	200	Croatia	1436	i	Ro	M		
130	89	Ma	10.1016/0040-1951(87)90345-3	ND	ND	Europe	Croatia	Barremian to Turonian. AF cleaning 10mT, mostly thermal 150-500C.	11.9	330	48	33	1.27	57	6		100		Fo	65	Sedimentary		44.8	44.8	marl:Limestone	Barremian-Turonian Limestones, Marls		Outcrop	14.5	14.5	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3			15.5	10.2	61.6	261.1	0	Island of Cres	1515	i	ND	ND		
130	89	Ma	10.1016/0040-1951(87)90345-3	ND	ND	Europe	Croatia	Barremian to Turonian. AF cleaning 10mT, mostly thermal 150-500C.	13.3	308	45	26			6		0		Fo	65	Sedimentary		44.8	44.8	marl:Limestone	Barremian-Turonian Limestones, Marls		Outcrop	14.5	14.5	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3			15.5	10.2	61.6	261.1	0	Island of Cres	1515	i	ND	ND		
106	100	Ma	10.1029/JB085IB07P03623	ND	ND	Europe	Italy	Late Albian. Extent Thickness 19m.	5.4	325.8	38.2			48	8		100		ND		Sedimentary		46	46	Limestone	Pelagic limestones 1		Outcrop	12	12	DE-DI:LT-AF-Z:LP-DC3			6.3	3.7	52.9	252.3	200	Southern Alps	188	i	Ro	ND		
88	86	Ma	10.1029/JB085IB07P03623	ND	ND	Europe	Italy	Late Coniacian.	8.4	343.4	45.7			16	3		100		ND		Sedimentary		46	46	Limestone	Pelagic limestones 6		Outcrop	12	12	DE-DI:LT-AF-Z:LP-DC3			10.7	6.8	67	232.6	0	Southern Alps	193	i	ND	ND		
65	0	Ma	10.1016/0012-821X(81)90061-3	ND	ND	Europe	Sweden	B Component. AF and thermal cleaning. Secondary magnetization probably Tertiary age. .	11.1	348.4	75.8	37		35	6		0		ND		Intrusive	Alnon Complex	62.5	62.5	Intrusives	Alnon Complex, Comp.B		Outcrop	17.5	17.5	DE-DI:LT-AF-Z:LT-T-Z:LP-DC3		B	20.4	18.8	84.7	299.4	0	Sweden	1329	i	ND	ND		
112	35	Ma	10.1016/0012-821X(78)90196-6	ND	ND	Europe	Italy	Combined Albian to Eocene. AF minimum dispersion.	7.3	316	40	19.8			21		100		ND		Sedimentary	North Umbria	43.5	43.5	Limestone	North Umbria Sediments, Combined		Outcrop	12.7	12.7	DE-DI:LT-AF-Z:LT-T-Z:LP-DC2			8.8	5.3	48.3	267.3	38	Italy	2092	i	Ro	ND		
100	65	Ma	10.1016/0040-1951(94)00150-8	ND	ND	Europe	Albania	AF to 60mT, thermal to 550C, characteristic component. IRM (sat. 0. 2T).	4.4	35	33	66.6	4.9	89	17		100		F+	99	Sedimentary		39.9	39.9	Limestone	Upper Cretaceous Limestones		Outcrop	20.2	20.2	DE-DI:LT-AF-Z:LT-T-Z:LP-DC4			5	2.8	53	136	200	Albania	7665	i	Ro	M		
100	65	Ma	10.1016/0040-1951(94)00150-8	ND	ND	Europe	Albania	AF to 60mT, thermal to 550C, characteristic component. IRM (sat. 0. 2T).	10.1	33	43	13.6			17		0		F+	99	Sedimentary		39.9	39.9	Limestone	Upper Cretaceous Limestones		Outcrop	20.2	20.2	DE-DI:LT-AF-Z:LT-T-Z:LP-DC4			5	2.8	53	136	200	Albania	7665	i	Ro	M		
112	94	Ma	10.1016/J.JOG.2004.06.004	ND	ND	Europe	Portugal	Albian - Cenomanian. AF and thermal, characteristic component, 400-600C, 20-100mT. IRM, SUSC-T, 3-axis Jrs-T (MAGN). Some data from RESULTNOS 6206, 6207, 8191 are included.	10	336	52	90			4		100		F+		Sedimentary		38	38	sediments	Lusitanian, Algarve Basins Cretaceous Sediments		Outcrop	351.5	351.5	DE-DI:LT-AF-Z:LT-T-Z:LP-DC4			14	9	70	253	-1	South Portugal	9236	i	ND	ND	Iberia	
112	94	Ma	10.1016/J.JOG.2004.06.004	ND	ND	Europe	Portugal	Albian - Cenomanian. AF and thermal, characteristic component, 400-600C, 20-100mT. IRM, SUSC-T, 3-axis Jrs-T (MAGN). Some data from RESULTNOS 6206, 6207, 8191 are included.	18	341	45	28			4		0		F+		Sedimentary		38	38	sediments	Lusitanian, Algarve Basins Cretaceous Sediments		Outcrop	351.5	351.5	DE-DI:LT-AF-Z:LT-T-Z:LP-DC4			14	9	70	253	-1	South Portugal	9236	i	ND	ND	Iberia	
5	0	Ma	MORRIS ET AL. (1973)	ND	ND	Europe	Ireland	Arenig age. Superseded study. AF tests inconclusive. Old Result. Superseded study.	15	139	83	6.6		100	17		100		F-		Extrusive		53.6	53.6	pillow lavas	Arenig Pillow Lavas, Lough Nafooey		Outcrop	350.4	350.4	DE-DI:LT-NO:LP-DC1			29.4	28.7	42.4	2.6	100	Lough Nafooey	2539	i	ND	ND	East Avalon	
5	0	Ma	MORRIS ET AL. (1973)	ND	ND	Europe	Ireland	Arenig age. Superseded study. AF tests inconclusive. Old Result. Superseded study.		355	58	2.6	0.39		17		0		F-		Extrusive		53.6	53.6	pillow lavas	Arenig Pillow Lavas, Lough Nafooey		Outcrop	350.4	350.4	DE-DI:LT-NO:LP-DC1			29.4	28.7	42.4	2.6	100	Lough Nafooey	2539	i	ND	ND	East Avalon	
5	0	Ma	MORRIS ET AL. (1973)	ND	ND	Europe	Ireland	Arenig age. Superseded study. AF tests inconclusive. Old Result. Superseded study.	15	139	83	6.6			17		0		F-		Extrusive		53.6	53.6	pillow lavas	Arenig Pillow Lavas, Lough Nafooey		Outcrop	350.4	350.4	DE-DI:LT-NO:LP-DC1			29.4	28.7	42.4	2.6	100	Lough Nafooey	2539	i	ND	ND	East Avalon	
110	80	Ma	JUAREZ ET AL. (1995)	ND	ND	Europe	Spain	Middle to Late Oxfordian. Aguaton S Comp. . Thermal to 580C, intermediate component 350-450C. SUSC. Overprint in Cretaceous Normal Zone.	2	27	34	47		69	69		100		ND		Sedimentary		41.2	41.2	Limestone	Iberian Range Sediments, Aguaton S Comp.		Outcrop	359.2	359.2	DE-DI:LT-T-Z:LP-DC4			2.3	1.3	58	124	0	Spain	7758	i	ND	M	Iberia	
110	80	Ma	JUAREZ ET AL. (1995)	ND	ND	Europe	Spain	Middle to Late Oxfordian. Aguaton S Comp. . Thermal to 580C, intermediate component 350-450C. SUSC. Overprint in Cretaceous Normal Zone.	2	282	55	47			69		0		ND		Sedimentary		41.2	41.2	Limestone	Iberian Range Sediments, Aguaton S Comp.		Outcrop	359.2	359.2	DE-DI:LT-T-Z:LP-DC4			2.3	1.3	58	124	0	Spain	7758	i	ND	M	Iberia	
146	100	Ma	PECHERSKY & SAFONOV (1993)	ND	ND	Europe	Ukraine	2 sections, dikes intersect lavas overlapping TU-JL sediments. Thermal to 500-540C, intersecting planes method. Part of information from REFNO 2597.	4.7	172.1	-50.9	34.8		22	2		0		ND		Intrusive:Extrusive		44.5	44.5	Intrusives:pillow basalt	Fiolent Cape Jurassic-Cretaceous Rocks		Outcrop	33.5	33.5	DE-DI:LT-T-Z:LP-DC3			6.3	4.3	75.7	241.8	100	Crimea	7294	i	ND	M		
89	65	Ma	NOZHAROV ET AL. (1977)	ND	ND	Europe	Bulgaria	Senonian. Superseded study. Thermal cleaning 400C. Data included in RESULTNO 2141. Data included in RESULTNO 2141. Superseded study.	13.8	353.3	58.5	16.9		83	8		0		ND		Intrusive:Extrusive		42.5	42.5	Extrusives:Intrusives	Bulgarian Cretaceous Volcanics, Intrusives		Outcrop	24.5	24.5	DE-DI:LT-AF-Z:LT-T-Z:LP-DC2	169.4		20.5	15.2	84	261.6	25	Bulgaria	2142	i	Ro	ND		
89	65	Ma	NOZHAROV ET AL. (1977)	ND	ND	Europe	Bulgaria	Senonian. Superseded study. Thermal cleaning 400C. Data included in RESULTNO 2141. Data included in RESULTNO 2141. Superseded study.	11.3	356.1	60.6	36.4			6	n	0		ND		Intrusive:Extrusive		42.5	42.5	Extrusives:Intrusives	Bulgarian Cretaceous Volcanics, Intrusives		Outcrop	24.5	24.5	DE-DI:LT-AF-Z:LT-T-Z:LP-DC2	169.4		20.5	15.2	84	261.6	25	Bulgaria	2142	i	Ro	ND		
89	65	Ma	NOZHAROV ET AL. (1977)	ND	ND	Europe	Bulgaria	Senonian. Superseded study. Thermal cleaning 400C. Data included in RESULTNO 2141. Data included in RESULTNO 2141. Superseded study.		166.2	-51.5	4			2	r	0		ND		Intrusive:Extrusive		42.5	42.5	Extrusives:Intrusives	Bulgarian Cretaceous Volcanics, Intrusives		Outcrop	24.5	24.5	DE-DI:LT-AF-Z:LT-T-Z:LP-DC2	169.4		20.5	15.2	84	261.6	25	Bulgaria	2142	i	Ro	ND		
85	77	Ma	BAZHENOV & BURTMAN (1990)	ND	ND	Europe	Bulgaria	Upper Santonian - Lower Campanian. Extent 4 km. 2 sections. T=400C.	4.5	341	48	42	10	23	2		100		Fo	90	Sedimentary		42.5	42.5	red marl	Srednegorskaya Zona Marls		Outcrop	24.2	24.2	DE-DI:LT-T-Z:LP-DC2			5.9	3.8	69.6	259	0	Rodopy-Pontian megazone	7858	i	ND	ND	Rodopy	
94	65	Ma	BAZHENOV & BURTMAN (1990)	ND	ND	Europe	Ukraine	Turonian - Maastrichtian. Extent 100 m thick. T>200C.	5.7	52	42	15		43			100		ND		Sedimentary		48.3	48.3	Siltstone:red marl	Carpathian Cretaceous		Outcrop	23.5	23.5	DE-DI:LT-T-Z:LP-DC2			7	4.3	42.8	125	93	N.Carpathians	7863	i	Ro	ND	Carpathians	
91	65	Ma	BAZHENOV & BURTMAN (1990)	ND	ND	Europe	Romania	Upper Turonian - Lower Maastrichtian. Extent 35 m thick. 2 wings of the fold. T>200C.	7.6	112	43	116		13	3		100		ND		Sedimentary		45.4	45.4	marl:Sandstone	Gimbov,Kachulata Rivers Cretaceous Sediments		Outcrop	25.4	25.4	DE-DI:LT-T-Z:LP-DC2			9.4	5.8	3.6	82.7	0	SE Carpathians	7857	i	ND	ND	Carpathians	
91	65	Ma	BAZHENOV & BURTMAN (1990)	ND	ND	Europe	Romania	Upper Turonian - Lower Maastrichtian. Extent 35 m thick. 2 wings of the fold. T>200C.	7.6	112	43	116			13		100		ND		Sedimentary		45.4	45.4	marl:Sandstone	Gimbov,Kachulata Rivers Cretaceous Sediments		Outcrop	25.4	25.4	DE-DI:LT-T-Z:LP-DC2			9.4	5.8	3.6	82.7	0	SE Carpathians	7857	i	ND	ND	Carpathians	
91	65	Ma	BAZHENOV & BURTMAN (1990)	ND	ND	Europe	Romania	Upper Turonian - Lower Maastrichtian. Extent 35 m thick. 2 wings of the fold. T>200C.	25.9	98	53	10			13		0		ND		Sedimentary		45.4	45.4	marl:Sandstone	Gimbov,Kachulata Rivers Cretaceous Sediments		Outcrop	25.4	25.4	DE-DI:LT-T-Z:LP-DC2			9.4	5.8	3.6	82.7	0	SE Carpathians	7857	i	ND	ND	Carpathians	
94	65	Ma	BAZHENOV & BURTMAN (1990)	ND	ND	Europe	Ukraine	Turonian - Maastrichtian. Extent 2 m thick. small anticline. T>200C.	7	29	29	41		10			100		ND		Sedimentary	Pukhovskaya suite	48.2	48.2	claystones:red marl	Pukhovskaya Suite, Locality 1		Outcrop	23.7	23.7	DE-DI:LT-T-Z:LP-DC2			7.7	5.7	49.5	157.6	100	N.Carpathians	7864	i	ND	ND	Carpathians	
161	100	Ma	KATINAS & NAWROCKI (2004)	ND	ND	Europe	Latvia	Fransian - Famennian. Thermal, characteristic component, 500-610C. IRM, 3-axis Jrs-T (HEM, MAGN). Late Jurassic - Early Cretaceous remagnetisation suggested.	5.5	19	52	101.5		22	8		0		ND		Sedimentary	Cesis Carbonates	57.3	57.3	Dolostone	Cesis Carbonates		Outcrop	25.25	25.25	DE-DI:LT-T-Z:LP-DC4			8	5	63	170	87	Latvia	9229	i	Ro	ND		
146	100	Ma	NAIRN (1960)	ND	ND	Europe	U.K.	Superseded study. See also REFNO 939, 949. Old Result. Superseded study.		359	70			21	1		0		ND		Sedimentary	Wealdon 'Iron grit'	51	51	sediments	Wealdon 'Iron grit'		Outcrop	0.5	0.5	DE-DI:LT-NO:LP-DC0	175.9				87	349	33	England	3622	i	Rc	ND		
146	100	Ma	NAIRN (1960)	ND	ND	Europe	U.K.	Superseded study. See also REFNO 939, 949. Old Result. Superseded study.	6	3	68	20			35	n	0		ND		Sedimentary	Wealdon 'Iron grit'	51	51	sediments	Wealdon 'Iron grit'		Outcrop	0.5	0.5	DE-DI:LT-NO:LP-DC0	175.9				87	349	33	England	3622	i	Rc	ND		
146	100	Ma	NAIRN (1960)	ND	ND	Europe	U.K.	Superseded study. See also REFNO 939, 949. Old Result. Superseded study.	7	185	-72	10			17	r	0		ND		Sedimentary	Wealdon 'Iron grit'	51	51	sediments	Wealdon 'Iron grit'		Outcrop	0.5	0.5	DE-DI:LT-NO:LP-DC0	175.9				87	349	33	England	3622	i	Rc	ND		
