tab 	er_specimens
er_citation_names	er_location_name	er_sample_name	er_scientist_mail_names	er_site_name	er_specimen_alternatives	er_specimen_name	magic_method_codes	specimen_class	specimen_core_depth	specimen_lithology	specimen_type	specimen_volume	specimen_weight
This study	DSDP Site 522	32-2-141	Paul Hartl:Lisa Tauxe	32-2-141	625	32-2-141	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	124.71	nannofossil ooze	sedimentary layer	1e-6	1.205e-03
This study	DSDP Site 522	32-2-144	Paul Hartl:Lisa Tauxe	32-2-144	626	32-2-144	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	124.74	nannofossil ooze	sedimentary layer	1e-6	1.125e-03
This study	DSDP Site 522	32-2-147	Paul Hartl:Lisa Tauxe	32-2-147	627	32-2-147	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	124.77	nannofossil ooze	sedimentary layer	1e-6	1.246e-03
This study	DSDP Site 522	32-2-150	Paul Hartl:Lisa Tauxe	32-2-150	628	32-2-150	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	124.8	nannofossil ooze	sedimentary layer	1e-6	1.632e-03
This study	DSDP Site 522	32-3-004	Paul Hartl:Lisa Tauxe	32-3-004	629	32-3-004	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	124.84	nannofossil ooze	sedimentary layer	1e-6	1.504e-03
This study	DSDP Site 522	32-3-006	Paul Hartl:Lisa Tauxe	32-3-006	630	32-3-006	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	124.86	nannofossil ooze	sedimentary layer	1e-6	1.370e-03
This study	DSDP Site 522	32-3-009	Paul Hartl:Lisa Tauxe	32-3-009	631	32-3-009	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	124.89	nannofossil ooze	sedimentary layer	1e-6	1.535e-03
This study	DSDP Site 522	32-3-013	Paul Hartl:Lisa Tauxe	32-3-013	632	32-3-013	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	124.93	nannofossil ooze	sedimentary layer	1e-6	1.521e-03
This study	DSDP Site 522	32-3-016	Paul Hartl:Lisa Tauxe	32-3-016	633	32-3-016	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	124.96	nannofossil ooze	sedimentary layer	1e-6	1.299e-03
This study	DSDP Site 522	32-3-020	Paul Hartl:Lisa Tauxe	32-3-020	634	32-3-020	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	125	nannofossil ooze	sedimentary layer	1e-6	1.534e-03
This study	DSDP Site 522	32-3-023	Paul Hartl:Lisa Tauxe	32-3-023	635	32-3-023	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	125.03	nannofossil ooze	sedimentary layer	1e-6	1.532e-03
This study	DSDP Site 522	32-3-026	Paul Hartl:Lisa Tauxe	32-3-026	636	32-3-026	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	125.06	nannofossil ooze	sedimentary layer	1e-6	1.517e-03
This study	DSDP Site 522	32-3-029	Paul Hartl:Lisa Tauxe	32-3-029	642	32-3-029	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	125.09	nannofossil ooze	sedimentary layer	1e-6	1.408e-03
This study	DSDP Site 522	32-3-033	Paul Hartl:Lisa Tauxe	32-3-033	637	32-3-033	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	125.13	nannofossil ooze	sedimentary layer	1e-6	1.445e-03
This study	DSDP Site 522	32-3-036	Paul Hartl:Lisa Tauxe	32-3-036	638	32-3-036	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	125.16	nannofossil ooze	sedimentary layer	1e-6	1.504e-03
This study	DSDP Site 522	32-3-039	Paul Hartl:Lisa Tauxe	32-3-039	639	32-3-039	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	125.19	nannofossil ooze	sedimentary layer	1e-6	1.438e-03
This study	DSDP Site 522	32-3-043	Paul Hartl:Lisa Tauxe	32-3-043	640	32-3-043	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	125.23	nannofossil ooze	sedimentary layer	1e-6	1.829e-03
This study	DSDP Site 522	32-3-049	Paul Hartl:Lisa Tauxe	32-3-049	643	32-3-049	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	125.29	nannofossil ooze	sedimentary layer	1e-6	1.377e-03
This study	DSDP Site 522	32-3-052	Paul Hartl:Lisa Tauxe	32-3-052	644	32-3-052	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	125.32	nannofossil ooze	sedimentary layer	1e-6	1.421e-03
This study	DSDP Site 522	32-3-055	Paul Hartl:Lisa Tauxe	32-3-055	645	32-3-055	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	125.35	nannofossil ooze	sedimentary layer	1e-6	1.825e-03
This study	DSDP Site 522	32-3-058	Paul Hartl:Lisa Tauxe	32-3-058	646	32-3-058	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	125.38	nannofossil ooze	sedimentary layer	1e-6	1.600e-03
This study	DSDP Site 522	32-3-063	Paul Hartl:Lisa Tauxe	32-3-063	647	32-3-063	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	125.43	nannofossil ooze	sedimentary layer	1e-6	7.660e-04
This study	DSDP Site 522	32-3-067	Paul Hartl:Lisa Tauxe	32-3-067	648	32-3-067	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	125.47	nannofossil ooze	sedimentary layer	1e-6	1.777e-03
This study	DSDP Site 522	32-3-070	Paul Hartl:Lisa Tauxe	32-3-070	649	32-3-070	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	125.5	nannofossil ooze	sedimentary layer	1e-6	1.682e-03
This study	DSDP Site 522	32-3-074	Paul Hartl:Lisa Tauxe	32-3-074	650	32-3-074	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	125.54	nannofossil ooze	sedimentary layer	1e-6	1.717e-03
This study	DSDP Site 522	32-3-078	Paul Hartl:Lisa Tauxe	32-3-078	651	32-3-078	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	125.58	nannofossil ooze	sedimentary layer	1e-6	1.682e-03
This study	DSDP Site 522	32-3-081	Paul Hartl:Lisa Tauxe	32-3-081	652	32-3-081	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	125.61	nannofossil ooze	sedimentary layer	1e-6	1.777e-03
This study	DSDP Site 522	32-3-084	Paul Hartl:Lisa Tauxe	32-3-084	653	32-3-084	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	125.64	nannofossil ooze	sedimentary layer	1e-6	1.410e-03
This study	DSDP Site 522	32-3-087	Paul Hartl:Lisa Tauxe	32-3-087	654	32-3-087	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	125.67	nannofossil ooze	sedimentary layer	1e-6	1.295e-03
This study	DSDP Site 522	32-3-090	Paul Hartl:Lisa Tauxe	32-3-090	655	32-3-090	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	125.7	nannofossil ooze	sedimentary layer	1e-6	1.490e-03
This study	DSDP Site 522	32-3-093	Paul Hartl:Lisa Tauxe	32-3-093	656	32-3-093	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	125.73	nannofossil ooze	sedimentary layer	1e-6	1.607e-03
This study	DSDP Site 522	32-3-096	Paul Hartl:Lisa Tauxe	32-3-096	657	32-3-096	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	125.76	nannofossil ooze	sedimentary layer	1e-6	1.832e-03
This study	DSDP Site 522	32-3-099	Paul Hartl:Lisa Tauxe	32-3-099	658	32-3-099	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	125.79	nannofossil ooze	sedimentary layer	1e-6	1.758e-03
This study	DSDP Site 522	32-3-103	Paul Hartl:Lisa Tauxe	32-3-103	659	32-3-103	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	125.83	nannofossil ooze	sedimentary layer	1e-6	1.403e-03
This study	DSDP Site 522	32-3-106	Paul Hartl:Lisa Tauxe	32-3-106	660	32-3-106	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	125.86	nannofossil ooze	sedimentary layer	1e-6	1.660e-03
This study	DSDP Site 522	32-3-109	Paul Hartl:Lisa Tauxe	32-3-109	661	32-3-109	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	125.89	nannofossil ooze	sedimentary layer	1e-6	1.766e-03
This study	DSDP Site 522	32-3-112	Paul Hartl:Lisa Tauxe	32-3-112	662	32-3-112	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	125.92	nannofossil ooze	sedimentary layer	1e-6	1.814e-03
This study	DSDP Site 522	32-3-115	Paul Hartl:Lisa Tauxe	32-3-115	663	32-3-115	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	125.95	nannofossil ooze	sedimentary layer	1e-6	1.412e-03
This study	DSDP Site 522	32-3-118	Paul Hartl:Lisa Tauxe	32-3-118	664	32-3-118	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	125.98	nannofossil ooze	sedimentary layer	1e-6	1.609e-03
This study	DSDP Site 522	32-3-122	Paul Hartl:Lisa Tauxe	32-3-122	665	32-3-122	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	126.02	nannofossil ooze	sedimentary layer	1e-6	1.336e-03
This study	DSDP Site 522	32-3-124	Paul Hartl:Lisa Tauxe	32-3-124	666	32-3-124	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	126.04	nannofossil ooze	sedimentary layer	1e-6	1.597e-03
This study	DSDP Site 522	32-3-128	Paul Hartl:Lisa Tauxe	32-3-128	667	32-3-128	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	126.08	nannofossil ooze	sedimentary layer	1e-6	1.603e-03
This study	DSDP Site 522	32-3-131	Paul Hartl:Lisa Tauxe	32-3-131	668	32-3-131	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	126.11	nannofossil ooze	sedimentary layer	1e-6	1.691e-03
This study	DSDP Site 522	32-3-134	Paul Hartl:Lisa Tauxe	32-3-134	669	32-3-134	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	126.14	nannofossil ooze	sedimentary layer	1e-6	1.529e-03
This study	DSDP Site 522	33-1-012	Paul Hartl:Lisa Tauxe	33-1-012	509	33-1-012	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	126.32	nannofossil ooze	sedimentary layer	1e-6	7.970e-04
This study	DSDP Site 522	33-1-015	Paul Hartl:Lisa Tauxe	33-1-015	510	33-1-015	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	126.35	nannofossil ooze	sedimentary layer	1e-6	1.230e-03
This study	DSDP Site 522	33-1-021	Paul Hartl:Lisa Tauxe	33-1-021	511	33-1-021	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	126.41	nannofossil ooze	sedimentary layer	1e-6	1.114e-03
This study	DSDP Site 522	33-1-027	Paul Hartl:Lisa Tauxe	33-1-027	512	33-1-027	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	126.47	nannofossil ooze	sedimentary layer	1e-6	1.363e-03
This study	DSDP Site 522	33-1-030	Paul Hartl:Lisa Tauxe	33-1-030	513	33-1-030	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	126.5	nannofossil ooze	sedimentary layer	1e-6	7.010e-04
This study	DSDP Site 522	33-1-033	Paul Hartl:Lisa Tauxe	33-1-033	514	33-1-033	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	126.53	nannofossil ooze	sedimentary layer	1e-6	1.625e-03
This study	DSDP Site 522	33-1-038	Paul Hartl:Lisa Tauxe	33-1-038	515	33-1-038	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	126.58	nannofossil ooze	sedimentary layer	1e-6	1.089e-03
This study	DSDP Site 522	33-1-042	Paul Hartl:Lisa Tauxe	33-1-042	516	33-1-042	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	126.62	nannofossil ooze	sedimentary layer	1e-6	1.185e-03
This study	DSDP Site 522	33-1-044	Paul Hartl:Lisa Tauxe	33-1-044	517	33-1-044	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	126.64	nannofossil ooze	sedimentary layer	1e-6	1.282e-03
This study	DSDP Site 522	33-1-047	Paul Hartl:Lisa Tauxe	33-1-047	518	33-1-047	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	126.67	nannofossil ooze	sedimentary layer	1e-6	1.374e-03
This study	DSDP Site 522	33-1-050	Paul Hartl:Lisa Tauxe	33-1-050	519	33-1-050	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	126.7	nannofossil ooze	sedimentary layer	1e-6	1.098e-03
This study	DSDP Site 522	33-1-053	Paul Hartl:Lisa Tauxe	33-1-053	520	33-1-053	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	126.73	nannofossil ooze	sedimentary layer	1e-6	8.750e-04
This study	DSDP Site 522	33-1-057	Paul Hartl:Lisa Tauxe	33-1-057	521	33-1-057	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	126.77	nannofossil ooze	sedimentary layer	1e-6	1.411e-03
This study	DSDP Site 522	33-1-062	Paul Hartl:Lisa Tauxe	33-1-062	522	33-1-062	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	126.82	nannofossil ooze	sedimentary layer	1e-6	1.521e-03
This study	DSDP Site 522	33-1-068	Paul Hartl:Lisa Tauxe	33-1-068	523	33-1-068	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	126.88	nannofossil ooze	sedimentary layer	1e-6	1.435e-03
This study	DSDP Site 522	33-1-071	Paul Hartl:Lisa Tauxe	33-1-071	524	33-1-071	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	126.91	nannofossil ooze	sedimentary layer	1e-6	9.550e-04
This study	DSDP Site 522	33-1-074	Paul Hartl:Lisa Tauxe	33-1-074	525	33-1-074	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	126.94	nannofossil ooze	sedimentary layer	1e-6	7.840e-04
This study	DSDP Site 522	33-1-078	Paul Hartl:Lisa Tauxe	33-1-078	526	33-1-078	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	126.98	nannofossil ooze	sedimentary layer	1e-6	1.334e-03
This study	DSDP Site 522	33-1-083	Paul Hartl:Lisa Tauxe	33-1-083	527	33-1-083	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	127.03	nannofossil ooze	sedimentary layer	1e-6	1.521e-03
This study	DSDP Site 522	33-1-088	Paul Hartl:Lisa Tauxe	33-1-088	528	33-1-088	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	127.08	nannofossil ooze	sedimentary layer	1e-6	1.622e-03
This study	DSDP Site 522	33-1-091	Paul Hartl:Lisa Tauxe	33-1-091	529	33-1-091	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	127.11	nannofossil ooze	sedimentary layer	1e-6	1.344e-03
This study	DSDP Site 522	33-1-094	Paul Hartl:Lisa Tauxe	33-1-094	530	33-1-094	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	127.14	nannofossil ooze	sedimentary layer	1e-6	1.351e-03
This study	DSDP Site 522	33-1-099	Paul Hartl:Lisa Tauxe	33-1-099	531	33-1-099	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	127.19	nannofossil ooze	sedimentary layer	1e-6	1.357e-03
This study	DSDP Site 522	33-1-103	Paul Hartl:Lisa Tauxe	33-1-103	532	33-1-103	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	127.23	nannofossil ooze	sedimentary layer	1e-6	1.616e-03
This study	DSDP Site 522	33-1-109	Paul Hartl:Lisa Tauxe	33-1-109	533	33-1-109	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	127.29	nannofossil ooze	sedimentary layer	1e-6	1.455e-03
This study	DSDP Site 522	33-1-112	Paul Hartl:Lisa Tauxe	33-1-112	534	33-1-112	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	127.32	nannofossil ooze	sedimentary layer	1e-6	1.310e-03
This study	DSDP Site 522	33-1-115	Paul Hartl:Lisa Tauxe	33-1-115	535	33-1-115	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	127.35	nannofossil ooze	sedimentary layer	1e-6	1.440e-03
This study	DSDP Site 522	33-1-119	Paul Hartl:Lisa Tauxe	33-1-119	536	33-1-119	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	127.39	nannofossil ooze	sedimentary layer	1e-6	1.520e-03
This study	DSDP Site 522	33-1-122	Paul Hartl:Lisa Tauxe	33-1-122	537	33-1-122	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	127.42	nannofossil ooze	sedimentary layer	1e-6	1.022e-03
This study	DSDP Site 522	33-1-125	Paul Hartl:Lisa Tauxe	33-1-125	538	33-1-125	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	127.45	nannofossil ooze	sedimentary layer	1e-6	1.325e-03
This study	DSDP Site 522	33-1-130	Paul Hartl:Lisa Tauxe	33-1-130	539	33-1-130	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	127.5	nannofossil ooze	sedimentary layer	1e-6	1.259e-03
This study	DSDP Site 522	33-1-134	Paul Hartl:Lisa Tauxe	33-1-134	540	33-1-134	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	127.54	nannofossil ooze	sedimentary layer	1e-6	6.600e-04
This study	DSDP Site 522	33-1-138	Paul Hartl:Lisa Tauxe	33-1-138	541	33-1-138	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	127.58	nannofossil ooze	sedimentary layer	1e-6	1.410e-03
This study	DSDP Site 522	33-1-141	Paul Hartl:Lisa Tauxe	33-1-141	542	33-1-141	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	127.61	nannofossil ooze	sedimentary layer	1e-6	1.202e-03
This study	DSDP Site 522	33-1-145	Paul Hartl:Lisa Tauxe	33-1-145	543	33-1-145	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	127.65	nannofossil ooze	sedimentary layer	1e-6	1.379e-03
This study	DSDP Site 522	33-1-149	Paul Hartl:Lisa Tauxe	33-1-149	544	33-1-149	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	127.69	nannofossil ooze	sedimentary layer	1e-6	1.688e-03
This study	DSDP Site 522	33-2-002	Paul Hartl:Lisa Tauxe	33-2-002	472	33-2-002	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	127.72	nannofossil ooze	sedimentary layer	1e-6	1.797e-03
This study	DSDP Site 522	33-2-005	Paul Hartl:Lisa Tauxe	33-2-005	473	33-2-005	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	127.75	nannofossil ooze	sedimentary layer	1e-6	1.534e-03
This study	DSDP Site 522	33-2-009	Paul Hartl:Lisa Tauxe	33-2-009	474	33-2-009	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	127.79	nannofossil ooze	sedimentary layer	1e-6	1.597e-03
This study	DSDP Site 522	33-2-013	Paul Hartl:Lisa Tauxe	33-2-013	475	33-2-013	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	127.83	nannofossil ooze	sedimentary layer	1e-6	1.594e-03
This study	DSDP Site 522	33-2-017	Paul Hartl:Lisa Tauxe	33-2-017	476	33-2-017	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	127.87	nannofossil ooze	sedimentary layer	1e-6	1.478e-03
This study	DSDP Site 522	33-2-023	Paul Hartl:Lisa Tauxe	33-2-023	477	33-2-023	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	127.93	nannofossil ooze	sedimentary layer	1e-6	1.484e-03
This study	DSDP Site 522	33-2-026	Paul Hartl:Lisa Tauxe	33-2-026	478	33-2-026	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	127.96	nannofossil ooze	sedimentary layer	1e-6	1.567e-03
This study	DSDP Site 522	33-2-031	Paul Hartl:Lisa Tauxe	33-2-031	479	33-2-031	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	128.01	nannofossil ooze	sedimentary layer	1e-6	1.623e-03
This study	DSDP Site 522	33-2-036	Paul Hartl:Lisa Tauxe	33-2-036	480	33-2-036	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	128.06	nannofossil ooze	sedimentary layer	1e-6	1.115e-03
This study	DSDP Site 522	33-2-038	Paul Hartl:Lisa Tauxe	33-2-038	481	33-2-038	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	128.08	nannofossil ooze	sedimentary layer	1e-6	1.100e-03
This study	DSDP Site 522	33-2-045	Paul Hartl:Lisa Tauxe	33-2-045	482	33-2-045	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	128.15	nannofossil ooze	sedimentary layer	1e-6	1.278e-03
This study	DSDP Site 522	33-2-050	Paul Hartl:Lisa Tauxe	33-2-050	483	33-2-050	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	128.2	nannofossil ooze	sedimentary layer	1e-6	1.434e-03
This study	DSDP Site 522	33-2-054	Paul Hartl:Lisa Tauxe	33-2-054	484	33-2-054	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	128.24	nannofossil ooze	sedimentary layer	1e-6	1.319e-03
This study	DSDP Site 522	33-2-057	Paul Hartl:Lisa Tauxe	33-2-057	485	33-2-057	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	128.27	nannofossil ooze	sedimentary layer	1e-6	1.392e-03
This study	DSDP Site 522	33-2-059	Paul Hartl:Lisa Tauxe	33-2-059	486	33-2-059	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	128.29	nannofossil ooze	sedimentary layer	1e-6	1.566e-03
This study	DSDP Site 522	33-2-064	Paul Hartl:Lisa Tauxe	33-2-064	487	33-2-064	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	128.34	nannofossil ooze	sedimentary layer	1e-6	1.333e-03
This study	DSDP Site 522	33-2-067	Paul Hartl:Lisa Tauxe	33-2-067	488	33-2-067	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	128.37	nannofossil ooze	sedimentary layer	1e-6	1.424e-03
This study	DSDP Site 522	33-2-071	Paul Hartl:Lisa Tauxe	33-2-071	489	33-2-071	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	128.41	nannofossil ooze	sedimentary layer	1e-6	1.268e-03
This study	DSDP Site 522	33-2-077	Paul Hartl:Lisa Tauxe	33-2-077	490	33-2-077	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	128.47	nannofossil ooze	sedimentary layer	1e-6	1.324e-03
This study	DSDP Site 522	33-2-082	Paul Hartl:Lisa Tauxe	33-2-082	492	33-2-082	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	128.52	nannofossil ooze	sedimentary layer	1e-6	1.406e-03
This study	DSDP Site 522	33-2-086	Paul Hartl:Lisa Tauxe	33-2-086	493	33-2-086	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	128.56	nannofossil ooze	sedimentary layer	1e-6	1.588e-03
This study	DSDP Site 522	33-2-091	Paul Hartl:Lisa Tauxe	33-2-091	494	33-2-091	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	128.61	nannofossil ooze	sedimentary layer	1e-6	1.151e-03
This study	DSDP Site 522	33-2-094	Paul Hartl:Lisa Tauxe	33-2-094	495	33-2-094	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	128.64	nannofossil ooze	sedimentary layer	1e-6	1.396e-03
This study	DSDP Site 522	33-2-104	Paul Hartl:Lisa Tauxe	33-2-104	497	33-2-104	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	128.74	nannofossil ooze	sedimentary layer	1e-6	1.504e-03
This study	DSDP Site 522	33-2-108	Paul Hartl:Lisa Tauxe	33-2-108	498	33-2-108	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	128.78	nannofossil ooze	sedimentary layer	1e-6	1.494e-03
This study	DSDP Site 522	33-2-112	Paul Hartl:Lisa Tauxe	33-2-112	499	33-2-112	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	128.82	nannofossil ooze	sedimentary layer	1e-6	1.435e-03
This study	DSDP Site 522	33-2-117	Paul Hartl:Lisa Tauxe	33-2-117	500	33-2-117	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	128.86	nannofossil ooze	sedimentary layer	1e-6	1.591e-03
This study	DSDP Site 522	33-2-120	Paul Hartl:Lisa Tauxe	33-2-120	501	33-2-120	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	128.9	nannofossil ooze	sedimentary layer	1e-6	1.635e-03
This study	DSDP Site 522	33-2-124	Paul Hartl:Lisa Tauxe	33-2-124	502	33-2-124	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	128.94	nannofossil ooze	sedimentary layer	1e-6	1.470e-03
This study	DSDP Site 522	33-2-128	Paul Hartl:Lisa Tauxe	33-2-128	503	33-2-128	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	128.98	nannofossil ooze	sedimentary layer	1e-6	1.443e-03
This study	DSDP Site 522	33-2-131	Paul Hartl:Lisa Tauxe	33-2-131	504	33-2-131	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	129.01	nannofossil ooze	sedimentary layer	1e-6	1.435e-03
This study	DSDP Site 522	33-2-136	Paul Hartl:Lisa Tauxe	33-2-136	505	33-2-136	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	129.06	nannofossil ooze	sedimentary layer	1e-6	1.673e-03
This study	DSDP Site 522	33-2-141	Paul Hartl:Lisa Tauxe	33-2-141	506	33-2-141	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	129.11	nannofossil ooze	sedimentary layer	1e-6	1.601e-03
This study	DSDP Site 522	33-2-145	Paul Hartl:Lisa Tauxe	33-2-145	507	33-2-145	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	129.15	nannofossil ooze	sedimentary layer	1e-6	1.433e-03
This study	DSDP Site 522	33-2-149	Paul Hartl:Lisa Tauxe	33-2-149	508	33-2-149	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	129.19	nannofossil ooze	sedimentary layer	1e-6	1.566e-03
This study	DSDP Site 522	33-3-002	Paul Hartl:Lisa Tauxe	33-3-002	463	33-3-002	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	129.22	nannofossil ooze	sedimentary layer	1e-6	7.720e-04
This study	DSDP Site 522	33-3-005	Paul Hartl:Lisa Tauxe	33-3-005	464	33-3-005	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	129.25	nannofossil ooze	sedimentary layer	1e-6	1.362e-03
This study	DSDP Site 522	33-3-011	Paul Hartl:Lisa Tauxe	33-3-011	465	33-3-011	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	129.31	nannofossil ooze	sedimentary layer	1e-6	1.880e-03
This study	DSDP Site 522	33-3-015	Paul Hartl:Lisa Tauxe	33-3-015	466	33-3-015	FS-C-PISTON-H:FS-C-DRILL-DSDP	sedimentary	129.35	nannofossil ooze	sedimentary layer	1e-6	1.261e-03
