tab 	er_sites
er_citation_names	er_location_name	er_site_name	site_class	site_definition	site_lithology	site_type
This study	U1361A	318-U1361A-001H_2A-1.3	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_2A-1.35	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_2A-1.4	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_2A-1.45	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_3A-0.1	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_3A-0.15	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_3A-0.2	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_3A-0.25	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_3A-0.3	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_3A-0.35	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_3A-0.4	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_3A-0.45	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_3A-0.5	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_3A-0.55	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_3A-0.6	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_3A-0.65	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_3A-0.7	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_3A-0.75	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_3A-0.8	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_3A-0.85	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_3A-0.9	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_3A-0.95	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_3A-1	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_3A-1.05	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_3A-1.1	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_3A-1.15	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_3A-1.2	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_3A-1.25	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_3A-1.3	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_3A-1.35	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_3A-1.4	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_3A-1.45	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_4A-0.1	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_4A-0.15	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_4A-0.2	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_4A-0.25	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_4A-0.3	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_4A-0.35	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_4A-0.4	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_4A-0.45	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_4A-0.5	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_4A-0.55	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_4A-0.6	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_4A-0.65	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_4A-0.7	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_4A-0.75	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_4A-0.8	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_4A-0.85	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_4A-0.9	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_4A-0.95	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_4A-1	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_4A-1.05	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_4A-1.1	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_4A-1.15	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_4A-1.2	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_4A-1.25	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_4A-1.3	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_4A-1.35	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_4A-1.4	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_4A-1.45	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_5A-0.1	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_5A-0.15	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_5A-0.2	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_5A-0.25	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_5A-0.3	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_5A-0.35	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_5A-0.4	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_5A-0.45	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_5A-0.5	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_5A-0.55	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_5A-0.6	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_5A-0.65	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_5A-0.7	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_5A-0.75	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_5A-0.8	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_5A-0.85	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_5A-0.9	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_5A-0.95	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_5A-1	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_5A-1.05	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_5A-1.1	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_5A-1.15	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_5A-1.2	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_5A-1.25	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_5A-1.3	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_5A-1.35	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_5A-1.4	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_5A-1.45	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_6A-0.1	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_6A-0.15	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_6A-0.2	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_6A-0.25	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_6A-0.3	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_6A-0.35	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_6A-0.4	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_6A-0.45	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_6A-0.5	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_6A-0.55	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_6A-0.6	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_6A-0.65	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_6A-0.7	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_6A-0.75	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_6A-0.8	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_6A-0.85	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_6A-0.9	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_6A-0.95	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_6A-1	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_6A-1.05	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_6A-1.1	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_6A-1.15	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_6A-1.2	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_6A-1.25	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_6A-1.3	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-001H_6A-1.35	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-002H-4-W-114	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-002H-4-W-84	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-002H-4-W-94	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-002H-5-W-10	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-002H-5-W-108	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-002H-5-W-131	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-002H-5-W-25	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-002H-5-W-53	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-002H-5-W-84	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-002H-6-W-11	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-002H-6-W-118	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-002H-6-W-145	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-002H-6-W-40	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-002H-6-W-63	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-002H-6-W-91	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-002H-7-W-34	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-003H-2-W-107	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-003H-2-W-12	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-003H-2-W-129	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-003H-2-W-32	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-003H-2-W-58	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-003H-2-W-80	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-003H-3-W-10	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-003H-3-W-100	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-003H-3-W-119	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-003H-3-W-135	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-003H-3-W-32	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-003H-3-W-60	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-003H-3-W-80	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-003H-4-W-120	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-003H-4-W-29	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-003H-4-W-5	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-003H-4-W-50	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-003H-4-W-84	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-003H-4-W-98	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-003H-5-W-112	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-003H-5-W-132	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-003H-5-W-29	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-003H-5-W-5	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-003H-5-W-53	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-003H-5-W-75	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-003H-5-W-89	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-003H-6-W-66	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-003H-7-W-50	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H-2-W-81	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H-3-W-81	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H-4-W-69	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H-5-W-70	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H-6-W-63	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_2A-0.1	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_2A-0.15	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_2A-0.2	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_2A-0.25	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_2A-0.3	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_2A-0.35	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_2A-0.4	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_2A-0.45	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_2A-0.5	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_2A-0.55	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_2A-0.6	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_2A-0.65	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_2A-0.7	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_2A-0.75	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_2A-0.8	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_2A-0.85	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_2A-0.9	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_2A-0.95	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_2A-1	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_2A-1.05	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_2A-1.1	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_2A-1.15	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_2A-1.2	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_2A-1.25	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_3A-0.1	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_3A-0.15	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_3A-0.2	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_3A-0.25	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_3A-0.3	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_3A-0.35	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_3A-0.4	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_3A-0.45	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_3A-0.5	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_3A-0.55	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_3A-0.6	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_3A-0.65	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_3A-0.7	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_3A-0.75	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_3A-1	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_3A-1.05	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_3A-1.1	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_3A-1.15	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_3A-1.2	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_3A-1.25	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_3A-1.3	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_3A-1.35	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_3A-1.4	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_3A-1.45	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_4A-0.1	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_4A-0.15	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_4A-0.2	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_4A-0.25	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_4A-0.3	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_4A-0.35	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_4A-0.4	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_4A-0.45	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_4A-0.5	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_4A-0.55	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_4A-0.6	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_4A-0.65	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_4A-0.7	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_4A-0.75	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_4A-0.8	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_4A-0.85	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_4A-0.9	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_4A-0.95	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_4A-1	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_4A-1.05	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_4A-1.1	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_4A-1.15	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_4A-1.2	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_4A-1.25	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_4A-1.3	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_4A-1.35	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_4A-1.4	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_4A-1.45	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_5A-0.15	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_5A-0.2	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_5A-0.25	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_5A-0.3	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_5A-0.35	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_5A-0.4	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_5A-0.45	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_5A-0.5	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_5A-0.55	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_5A-0.6	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_5A-0.65	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_5A-0.7	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_5A-0.75	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_5A-0.8	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_5A-0.85	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_5A-0.9	Sedimentary	s	Silty Clay	Sediment Layer
This study	U1361A	318-U1361A-004H_5A-0.95	Sedimentary	s	Silty Clay	Sediment Layer
