tab 	er_images
er_citation_names	er_image_name	er_location_name	er_photographer_mail_names	er_site_name	image_date	image_keywords	image_title	image_type
This study	DSC_0166B.JPG	McMurdo	Hubert Staudigel	mc225	2006:12:20:00:00:00.00	William's Cliff : paleomagnetic sampling : McMurdo Volcanics	MC225 sample detail	Outcrop
This study	DSC_0167B.JPG	McMurdo	Hubert Staudigel	mc225	2006:12:20:00:00:00.00	William's Cliff : paleomagnetic sampling : McMurdo Volcanics	MC225 view from outcrop	Outcrop
This study	DSC_0168.JPG	McMurdo	Hubert Staudigel	mc203	2006:11:27:00:00:00.00	Cape Barnes Dike : paleomagnetic sampling : McMurdo Volcanics	MC203 drilling	Outcrop
This study	DSC_0168B.JPG	McMurdo	Hubert Staudigel	mc225	2006:12:20:00:00:00.00	William's Cliff : paleomagnetic sampling : McMurdo Volcanics	MC225 view from outcrop	Outcrop
This study	DSC_0179B.JPG	McMurdo	Hubert Staudigel	mc226	2006:12:20:00:00:00.00	Williams Cliff : paleomagnetic sampling : McMurdo Volcanics	MC226 sample detail	Outcrop
This study	DSC_0180B.JPG	McMurdo	Hubert Staudigel	mc226	2006:12:20:00:00:00.00	Cape Royds : paleomagnetic sampling : McMurdo Volcanics	MC226 sample detail	Outcrop
This study	DSC_0181.JPG	McMurdo	Hubert Staudigel	mc203	2006:11:27:00:00:00.00	Cape Barnes Dike : paleomagnetic sampling : McMurdo Volcanics	MC203 drilling	Outcrop
This study	DSC_0181B.JPG	McMurdo	Hubert Staudigel	mc226	2006:12:20:00:00:00.00	Cape Royds : paleomagnetic sampling : McMurdo Volcanics	MC226 sample detail	Outcrop
This study	DSC_0182B.JPG	McMurdo	Hubert Staudigel	mc226	2006:12:20:00:00:00.00	Cape Royds : paleomagnetic sampling : McMurdo Volcanics	MC226 sample detail	Outcrop
This study	DSC_0183B.JPG	McMurdo	Hubert Staudigel	mc226	2006:12:20:00:00:00.00	Cape Royds : paleomagnetic sampling : McMurdo Volcanics	MC226 sample detail	Outcrop
This study	DSC_0184B.JPG	McMurdo	Hubert Staudigel	mc226	2006:12:20:00:00:00.00	Cape Royds : paleomagnetic sampling : McMurdo Volcanics	MC226 sample detail	Outcrop
This study	DSC_0185B.JPG	McMurdo	Hubert Staudigel	mc226	2006:12:20:00:00:00.00	Cape Royds : paleomagnetic sampling : McMurdo Volcanics	MC226 sample detail	Outcrop
This study	DSC_0186B.JPG	McMurdo	Hubert Staudigel	mc226	2006:12:20:00:00:00.00	Cape Royds : paleomagnetic sampling : McMurdo Volcanics	MC226 sample detail	Outcrop
This study	DSC_0187B.JPG	McMurdo	Hubert Staudigel	mc226	2006:12:20:00:00:00.00	Cape Royds : paleomagnetic sampling : McMurdo Volcanics	MC226 sample detail	Outcrop
This study	DSC_0188.JPG	McMurdo	Hubert Staudigel	mc203	2006:11:27:00:00:00.00	Cape Barnes Dike : paleomagnetic sampling : McMurdo Volcanics	MC203 drilling	Outcrop
This study	DSC_0196.JPG	McMurdo	Hubert Staudigel	mc203	2006:11:27:00:00:00.00	Cape Barnes Dike : paleomagnetic sampling : McMurdo Volcanics	MC203 drilling	Outcrop
This study	DSC_0196D.JPG	McMurdo	Hubert Staudigel	mc229	2006:12:27:00:00:00.00	Fang Ridge : paleomagnetic sampling : McMurdo Volcanics	MC229 sample detail	Outcrop
This study	DSC_0200.JPG	McMurdo	Hubert Staudigel	mc204	2006:11:28:00:00:00.00	Cape Evans : paleomagnetic sampling : McMurdo Volcanics	MC204 detail of samples	Outcrop
This study	DSC_0201.JPG	McMurdo	Hubert Staudigel	mc204	2006:11:28:00:00:00.00	Cape Evans : paleomagnetic sampling : McMurdo Volcanics	MC204 detail of samples	Outcrop
This study	DSC_0202.JPG	McMurdo	Hubert Staudigel	mc204	2006:11:28:00:00:00.00	Cape Evans : paleomagnetic sampling : McMurdo Volcanics	MC204 detail of samples	Outcrop
This study	DSC_0203.JPG	McMurdo	Hubert Staudigel	mc204	2006:11:28:00:00:00.00	Cape Evans : paleomagnetic sampling : McMurdo Volcanics	MC204 detail of samples	Outcrop
This study	DSC_0204.JPG	McMurdo	Hubert Staudigel	mc204	2006:11:28:00:00:00.00	Cape Evans : paleomagnetic sampling : McMurdo Volcanics	MC204 detail of samples	Outcrop
This study	DSC_0205.JPG	McMurdo	Hubert Staudigel	mc204	2006:11:28:00:00:00.00	Cape Evans : paleomagnetic sampling : McMurdo Volcanics	MC204 detail of samples	Outcrop
This study	DSC_0206.JPG	McMurdo	Hubert Staudigel	mc204	2006:11:28:00:00:00.00	Cape Evans : paleomagnetic sampling : McMurdo Volcanics	MC204 detail of samples	Outcrop
This study	DSC_0207.JPG	McMurdo	Hubert Staudigel	mc204	2006:11:28:00:00:00.00	Cape Evans : paleomagnetic sampling : McMurdo Volcanics	MC204 overview of outcrop	Outcrop
This study	DSC_0208.JPG	McMurdo	Hubert Staudigel	mc204	2006:11:28:00:00:00.00	Cape Evans : paleomagnetic sampling : McMurdo Volcanics	MC204 overview of outcrop	Outcrop
This study	DSC_0209.JPG	McMurdo	Hubert Staudigel	mc204	2006:11:28:00:00:00.00	Cape Evans : paleomagnetic sampling : McMurdo Volcanics	MC204 overview of outcrop	Outcrop
This study	DSC_0210.JPG	McMurdo	Hubert Staudigel	mc204	2006:11:28:00:00:00.00	Cape Evans : paleomagnetic sampling : McMurdo Volcanics	MC204 detail of samples	Outcrop
This study	DSC_0211.JPG	McMurdo	Hubert Staudigel	mc204	2006:11:28:00:00:00.00	Cape Evans : paleomagnetic sampling : McMurdo Volcanics	MC204 detail of samples	Outcrop
This study	DSC_0212.JPG	McMurdo	Hubert Staudigel	mc204	2006:11:28:00:00:00.00	Cape Evans : paleomagnetic sampling : McMurdo Volcanics	MC204 detail of samples	Outcrop
This study	DSC_0213.JPG	McMurdo	Hubert Staudigel	mc204	2006:11:28:00:00:00.00	Cape Evans : paleomagnetic sampling : McMurdo Volcanics	MC204 detail of samples	Outcrop
This study	DSC_0226.JPG	McMurdo	Hubert Staudigel	mc201	2006:11:27:00:00:00.00	North of Cape Barne : paleomagnetic sampling : McMurdo Volcanics	MC201 overview	Outcrop
This study	DSC_0227.JPG	McMurdo	Hubert Staudigel	mc201	2006:11:27:00:00:00.00	North of Cape Barne : paleomagnetic sampling : McMurdo Volcanics	MC201 detail of samples	Outcrop
This study	DSC_0228.JPG	McMurdo	Hubert Staudigel	mc201	2006:11:27:00:00:00.00	North of Cape Barne : paleomagnetic sampling : McMurdo Volcanics	MC201 detail of samples	Outcrop
This study	DSC_0229.JPG	McMurdo	Hubert Staudigel	mc201	2006:11:27:00:00:00.00	North of Cape Barne : paleomagnetic sampling : McMurdo Volcanics	MC201 detail of samples	Outcrop
This study	DSC_0230.JPG	McMurdo	Hubert Staudigel	mc201	2006:11:27:00:00:00.00	North of Cape Barne : paleomagnetic sampling : McMurdo Volcanics	MC201 detail of samples	Outcrop
This study	DSC_0231.JPG	McMurdo	Hubert Staudigel	mc201	2006:11:27:00:00:00.00	North of Cape Barne : paleomagnetic sampling : McMurdo Volcanics	MC201 detail of samples	Outcrop
This study	DSC_0232.JPG	McMurdo	Hubert Staudigel	mc201	2006:11:27:00:00:00.00	North of Cape Barne : paleomagnetic sampling : McMurdo Volcanics	MC201 detail of samples	Outcrop
This study	DSC_0233.JPG	McMurdo	Hubert Staudigel	mc201	2006:11:27:00:00:00.00	North of Cape Barne : paleomagnetic sampling : McMurdo Volcanics	MC201 detail of samples	Outcrop
This study	DSC_0234.JPG	McMurdo	Hubert Staudigel	mc201	2006:11:27:00:00:00.00	North of Cape Barne : paleomagnetic sampling : McMurdo Volcanics	MC201 detail of samples	Outcrop
This study	DSC_0235.JPG	McMurdo	Hubert Staudigel	mc201	2006:11:27:00:00:00.00	North of Cape Barne : paleomagnetic sampling : McMurdo Volcanics	MC201 detail of samples	Outcrop
This study	DSC_0240.JPG	McMurdo	Hubert Staudigel	mc202	2006:11:27:00:00:00.00	Inaccessible Island : paleomagnetic sampling : McMurdo Volcanics	MC202 overview	Outcrop
This study	DSC_0242.JPG	McMurdo	Hubert Staudigel	mc202	2006:11:27:00:00:00.00	Inaccessible Island : paleomagnetic sampling : McMurdo Volcanics	MC202 detail of samples	Outcrop
This study	DSC_0243.JPG	McMurdo	Hubert Staudigel	mc202	2006:11:27:00:00:00.00	Inaccessible Island : paleomagnetic sampling : McMurdo Volcanics	MC202 detail of samples	Outcrop
This study	DSC_0244.JPG	McMurdo	Hubert Staudigel	mc202	2006:11:27:00:00:00.00	Inaccessible Island : paleomagnetic sampling : McMurdo Volcanics	MC202 detail of samples	Outcrop
This study	DSC_0245.JPG	McMurdo	Hubert Staudigel	mc202	2006:11:27:00:00:00.00	Inaccessible Island : paleomagnetic sampling : McMurdo Volcanics	MC202 detail of samples	Outcrop
This study	DSC_0246.JPG	McMurdo	Hubert Staudigel	mc202	2006:11:27:00:00:00.00	Inaccessible Island : paleomagnetic sampling : McMurdo Volcanics	MC202 detail of samples	Outcrop
This study	DSC_0247.JPG	McMurdo	Hubert Staudigel	mc202	2006:11:27:00:00:00.00	Inaccessible Island : paleomagnetic sampling : McMurdo Volcanics	MC202 detail of samples	Outcrop
This study	DSC_0248.JPG	McMurdo	Hubert Staudigel	mc202	2006:11:27:00:00:00.00	Inaccessible Island : paleomagnetic sampling : McMurdo Volcanics	MC202 detail of samples	Outcrop
This study	DSC_0249.JPG	McMurdo	Hubert Staudigel	mc202	2006:11:27:00:00:00.00	Inaccessible Island : paleomagnetic sampling : McMurdo Volcanics	MC202 detail of samples	Outcrop
This study	DSC_0252.JPG	McMurdo	Hubert Staudigel	mc203	2006:11:27:00:00:00.00	Cape Barnes Dike : paleomagnetic sampling : McMurdo Volcanics	MC203 drilling	Outcrop
This study	DSC_0253.JPG	McMurdo	Hubert Staudigel	mc203	2006:11:27:00:00:00.00	Cape Barnes Dike : paleomagnetic sampling : McMurdo Volcanics	MC203 detail of samples	Outcrop
This study	DSC_0254.JPG	McMurdo	Hubert Staudigel	mc203	2006:11:27:00:00:00.00	Cape Barnes Dike : paleomagnetic sampling : McMurdo Volcanics	MC203 detail of samples	Outcrop
This study	DSC_0255.JPG	McMurdo	Hubert Staudigel	mc203	2006:11:27:00:00:00.00	Cape Barnes Dike : paleomagnetic sampling : McMurdo Volcanics	MC203 detail of samples	Outcrop
This study	DSC_0256.JPG	McMurdo	Hubert Staudigel	mc203	2006:11:27:00:00:00.00	Cape Barnes Dike : paleomagnetic sampling : McMurdo Volcanics	MC203 detail of samples	Outcrop
This study	DSC_0257.JPG	McMurdo	Hubert Staudigel	mc203	2006:11:27:00:00:00.00	Cape Barnes Dike : paleomagnetic sampling : McMurdo Volcanics	MC203 detail of samples	Outcrop
This study	DSC_0258.JPG	McMurdo	Hubert Staudigel	mc203	2006:11:27:00:00:00.00	Cape Barnes Dike : paleomagnetic sampling : McMurdo Volcanics	MC203 detail of samples	Outcrop
This study	DSC_0259.JPG	McMurdo	Hubert Staudigel	mc203	2006:11:27:00:00:00.00	Cape Barnes Dike : paleomagnetic sampling : McMurdo Volcanics	MC203 detail of samples	Outcrop
This study	DSC_0281A.JPG	McMurdo	Hubert Staudigel	mc213	2006:12:08:00:00:00.00	Cape Bird : paleomagnetic sampling : McMurdo Volcanics	MC213 outcrop overview	Outcrop
This study	DSC_0284A.JPG	McMurdo	Hubert Staudigel	mc213	2006:12:08:00:00:00.00	Cape Bird : paleomagnetic sampling : McMurdo Volcanics	MC213 detail of samples	Outcrop
This study	DSC_0287A.JPG	McMurdo	Hubert Staudigel	mc213	2006:12:08:00:00:00.00	Cape Bird : paleomagnetic sampling : McMurdo Volcanics	MC213 detail of samples	Outcrop
This study	DSC_0288A.JPG	McMurdo	Hubert Staudigel	mc213	2006:12:08:00:00:00.00	Cape Bird : paleomagnetic sampling : McMurdo Volcanics	MC213 detail of samples	Outcrop
This study	DSC_0289A.JPG	McMurdo	Hubert Staudigel	mc213	2006:12:08:00:00:00.00	Cape Bird : paleomagnetic sampling : McMurdo Volcanics	MC213 detail of samples	Outcrop
This study	DSC_0290A.JPG	McMurdo	Hubert Staudigel	mc213	2006:12:08:00:00:00.00	Cape Bird : paleomagnetic sampling : McMurdo Volcanics	MC213 detail of samples	Outcrop
This study	DSC_0291A.JPG	McMurdo	Hubert Staudigel	mc213	2006:12:08:00:00:00.00	Cape Bird : paleomagnetic sampling : McMurdo Volcanics	MC213 detail of samples	Outcrop
This study	DSC_0292A.JPG	McMurdo	Hubert Staudigel	mc213	2006:12:08:00:00:00.00	Cape Bird : paleomagnetic sampling : McMurdo Volcanics	MC213 detail of samples	Outcrop
This study	DSC_0293A.JPG	McMurdo	Hubert Staudigel	mc213	2006:12:08:00:00:00.00	Cape Bird : paleomagnetic sampling : McMurdo Volcanics	MC213 detail of samples	Outcrop
This study	DSC_0294A.JPG	McMurdo	Hubert Staudigel	mc213	2006:12:08:00:00:00.00	Cape Bird : paleomagnetic sampling : McMurdo Volcanics	MC213 detail of samples	Outcrop
This study	DSC_0295A.JPG	McMurdo	Hubert Staudigel	mc213	2006:12:08:00:00:00.00	Cape Bird : paleomagnetic sampling : McMurdo Volcanics	MC213 detail of samples	Outcrop
This study	DSC_0296A.JPG	McMurdo	Hubert Staudigel	mc213	2006:12:08:00:00:00.00	Cape Bird : paleomagnetic sampling : McMurdo Volcanics	MC213 detail of samples	Outcrop
This study	DSC_0297A.JPG	McMurdo	Hubert Staudigel	mc213	2006:12:08:00:00:00.00	Cape Bird : paleomagnetic sampling : McMurdo Volcanics	MC213 detail of samples	Outcrop
This study	DSC_0298A.JPG	McMurdo	Hubert Staudigel	mc213	2006:12:08:00:00:00.00	Cape Bird : paleomagnetic sampling : McMurdo Volcanics	MC213 detail of samples	Outcrop
This study	DSC_0299A.JPG	McMurdo	Hubert Staudigel	mc213	2006:12:08:00:00:00.00	Cape Bird : paleomagnetic sampling : McMurdo Volcanics	MC213 detail of samples	Outcrop
This study	DSC_0302.JPG	McMurdo	Hubert Staudigel	mc214	2006:12:08:00:00:00.00	Cape Bird : paleomagnetic sampling : McMurdo Volcanics	MC214 outcrop overview	Outcrop
This study	DSC_0303.JPG	McMurdo	Hubert Staudigel	mc214	2006:12:08:00:00:00.00	Cape Bird : paleomagnetic sampling : McMurdo Volcanics	MC214 outcrop overview	Outcrop
This study	DSC_0304.JPG	McMurdo	Hubert Staudigel	mc214	2006:12:08:00:00:00.00	Cape Bird : paleomagnetic sampling : McMurdo Volcanics	MC214 outcrop overview	Outcrop
This study	DSC_0305.JPG	McMurdo	Hubert Staudigel	mc214	2006:12:08:00:00:00.00	Cape Bird : paleomagnetic sampling : McMurdo Volcanics	MC214 outcrop overview	Outcrop
This study	DSC_0306.JPG	McMurdo	Hubert Staudigel	mc214	2006:12:08:00:00:00.00	Cape Bird : paleomagnetic sampling : McMurdo Volcanics	MC214 detail of samples	Outcrop
This study	DSC_0307.JPG	McMurdo	Hubert Staudigel	mc214	2006:12:08:00:00:00.00	Cape Bird : paleomagnetic sampling : McMurdo Volcanics	MC214 detail of samples	Outcrop
This study	DSC_0308.JPG	McMurdo	Hubert Staudigel	mc214	2006:12:08:00:00:00.00	Cape Bird : paleomagnetic sampling : McMurdo Volcanics	MC214 detail of samples	Outcrop
This study	DSC_0309.JPG	McMurdo	Hubert Staudigel	mc214	2006:12:08:00:00:00.00	Cape Bird : paleomagnetic sampling : McMurdo Volcanics	MC214 detail of samples	Outcrop
This study	DSC_0310.JPG	McMurdo	Hubert Staudigel	mc214	2006:12:08:00:00:00.00	Cape Bird : paleomagnetic sampling : McMurdo Volcanics	MC214 detail of samples	Outcrop
This study	DSC_0311.JPG	McMurdo	Hubert Staudigel	mc214	2006:12:08:00:00:00.00	Cape Bird : paleomagnetic sampling : McMurdo Volcanics	MC214 detail of samples	Outcrop
This study	DSC_0312.JPG	McMurdo	Hubert Staudigel	mc214	2006:12:08:00:00:00.00	Cape Bird : paleomagnetic sampling : McMurdo Volcanics	MC214 detail of samples	Outcrop
This study	DSC_0334B.JPG	McMurdo	Hubert Staudigel	mc224	2006:12:20:00:00:00.00	Hooper's shoulder peak : paleomagnetic sampling : McMurdo Volcanics	MC223 aerial view	Outcrop
This study	IMG_0423.JPG	McMurdo	Hubert Staudigel	mc215	2006:12:13:00:00:00.00	South of Abbot peak : paleomagnetic sampling : McMurdo Volcanics	MC215 happy team	Outcrop
This study	IMG_0452.JPG	McMurdo	Hubert Staudigel	mc216	2006:12:13:00:00:00.00	W. Abbot Peak : paleomagnetic sampling : McMurdo Volcanics	MC216 outcrop overview	Outcrop
This study	IMG_2204B.JPG	McMurdo	Hubert Staudigel	mc224	2006:12:20:00:00:00.00	Hooper's shoulder peak : paleomagnetic sampling : McMurdo Volcanics	MC223 view from outcrop	Outcrop
This study	IMG_2205B.JPG	McMurdo	Hubert Staudigel	mc224	2006:12:20:00:00:00.00	Hooper's shoulder peak : paleomagnetic sampling : McMurdo Volcanics	MC223 view from outcrop	Outcrop
This study	IMG_4548C.JPG	McMurdo	Hubert Staudigel	mc219	2006:12:17:00:00:00.00	MCM lava flow : paleomagnetic sampling : McMurdo Volcanics	MC219 outcrop overview	Outcrop
This study	P1080029.JPG	McMurdo	Lisa Tauxe	mc108	2004:01:08:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	MC108 site overview	Outcrop
This study	P1120001.JPG	McMurdo	Lisa Tauxe	mc118	2004:01:12:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	MC118 closeup of sampling sites	Outcrop
This study	P1150002.JPG	McMurdo	Lisa Tauxe	mc118	2004:01:12:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	image of differential GPS system	Outcrop
This study	P1150004.JPG	McMurdo	Lisa Tauxe	mc119	2004:01:12:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	MC119 detail	Outcrop
This study	P1150005.JPG	McMurdo	Lisa Tauxe	mc119	2004:01:12:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	MC119 detail	Outcrop
This study	P12500011.JPG	McMurdo	Lisa Tauxe	mc150	2004:01:26:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	Jasper Konter drilling for paleomagnetic site	Outcrop
This study	P12500014.JPG	McMurdo	Lisa Tauxe	mc150	2004:01:26:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	MC150 closeup of samples D-J	Outcrop
This study	P12500015.JPG	McMurdo	Lisa Tauxe	mc150	2004:01:26:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	MC150 closeup of samples A-I	Outcrop
This study	P1250009.JPG	McMurdo	Lisa Tauxe	mc150	2004:01:26:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	Taylor Valley landscape	Landscape
This study	P1260026.JPG	McMurdo	Lisa Tauxe	mc152	2004:01:26:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	MC152 detail of sample locations	Outcrop
This study	P1260027.JPG	McMurdo	Lisa Tauxe	mc152	2004:01:26:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	Jasper Konter chilling out	Outcrop
This study	P1270009.JPG	McMurdo	Lisa Tauxe	mc154	2004:01:28:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	MC154 view of lava in front of Roaring Valley glacier	Outcrop
This study	P12800012_1.JPG	McMurdo	Lisa Tauxe	mc158	2004:01:29:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	Jasper Konter at the bar	Outcrop
This study	P1280004.JPG	McMurdo	Lisa Tauxe	mc158	2004:01:29:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	MC158 detail of sampling locations	Outcrop
This study	P1280005.JPG	McMurdo	Lisa Tauxe	mc158	2004:01:29:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	MC158 detail of sampling locations	Outcrop
This study	P1280006.JPG	McMurdo	Lisa Tauxe	mc158	2004:01:29:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	MC158 detail of sampling locations	Outcrop
This study	P1280023.JPG	McMurdo	Lisa Tauxe	mc156	2004:01:28:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	MC156 closeup of sampling locations	Outcrop
This study	P1280024.JPG	McMurdo	Lisa Tauxe	mc156	2004:01:28:00:00:00.00	overview	MC156 view up valley	Outcrop
This study	P1290005.JPG	McMurdo	Lisa Tauxe	mc161	2004:01:30:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	MC 161 detail of sampling locations	Outcrop
This study	P1290006.JPG	McMurdo	Lisa Tauxe	mc161	2004:01:30:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	MC 161 detail of sampling locations	Outcrop
This study	P1290007.JPG	McMurdo	Lisa Tauxe	mc161	2004:01:30:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	MC 161 detail of sampling locations	Outcrop
This study	P1290008.JPG	McMurdo	Lisa Tauxe	mc161	2004:01:30:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	MC 161 detail of sampling locations	Outcrop
This study	P1290009.JPG	McMurdo	Lisa Tauxe	mc161	2004:01:30:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	MC 161 detail of sampling locations	Outcrop
This study	P1290039.JPG	McMurdo	Lisa Tauxe	mc160	2004:01:29:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	MC160 detail of samples A-F	Outcrop
This study	P1290040.JPG	McMurdo	Lisa Tauxe	mc160	2004:01:29:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	MC160 detail of samples F-L	Outcrop
This study	P1290041.JPG	McMurdo	Lisa Tauxe	mc160	2004:01:29:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	MC160 detail of samples A-G	Outcrop
This study	P1300016.JPG	McMurdo	Lisa Tauxe	mc162	2004:01:30:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	MC162 detail of sampling locations	Outcrop
This study	P1300017.JPG	McMurdo	Lisa Tauxe	mc162	2004:01:30:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	MC162 detail of sampling locations	Outcrop
This study	P1300018.JPG	McMurdo	Lisa Tauxe	mc162	2004:01:30:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	MC162 detail of sampling locations	Outcrop
This study	P1300019.JPG	McMurdo	Lisa Tauxe	mc162	2004:01:30:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	Jasper Konter wrapping samples	Outcrop
This study	P1300083.JPG	McMurdo	Lisa Tauxe	mc163	2004:01:30:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	MC163 detail of sampling locations	Outcrop
This study	P1300084.JPG	McMurdo	Lisa Tauxe	mc163	2004:01:30:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	MC163 detail of sampling locations	Outcrop
This study	P1300085.JPG	McMurdo	Lisa Tauxe	mc163	2004:01:30:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	Jasper Konter wrapping more samples	Outcrop
This study	P1310044_1.JPG	McMurdo	Lisa Tauxe	mc165	2004:01:31:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	MC165 detail of C-J	Outcrop
This study	P1310045_1.JPG	McMurdo	Lisa Tauxe	mc165	2004:01:31:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	MC165 detail of A-H	Outcrop
This study	P2020025.JPG	McMurdo	Lisa Tauxe	mc166	2004:02:02:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	Jasper Konter orienting samples	Outcrop
This study	P2020026.JPG	McMurdo	Lisa Tauxe	mc166	2004:02:02:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	MC166 detail of samples	Outcrop
This study	P2020027.JPG	McMurdo	Lisa Tauxe	mc166	2004:02:02:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	MC166 detail of samples	Outcrop
This study	P2020028.JPG	McMurdo	Lisa Tauxe	mc166	2004:02:02:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	MC166 detail of samples	Outcrop
This study	P2020038.JPG	McMurdo	Lisa Tauxe	mc167	2004:02:03:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	MC167 detail of samples	Outcrop
This study	P2020050.JPG	McMurdo	Lisa Tauxe	mc168	2004:02:03:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	MC168 detail of samples	Outcrop
This study	P2020051.JPG	McMurdo	Lisa Tauxe	mc168	2004:02:03:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	MC168 detail of samples	Outcrop
This study	P2020053.JPG	McMurdo	Lisa Tauxe	mc168	2004:02:03:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	view from outcrop	Landscape
This study	P2020054.JPG	McMurdo	Lisa Tauxe	mc168	2004:02:03:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	Jasper Konter taking sun compass reading	Outcrop
This study	P2030030.JPG	McMurdo	Lisa Tauxe	mc170	2004:02:04:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	MC170 detail of samples	Outcrop
This study	P2030031.JPG	McMurdo	Lisa Tauxe	mc170	2004:02:04:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	MC170 detail of samples	Outcrop
This study	P2030059.JPG	McMurdo	Lisa Tauxe	mc169	2004:02:03:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	MC169 samples A-D	Outcrop
This study	P2030060.JPG	McMurdo	Lisa Tauxe	mc169	2004:02:03:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	MC169 samples E-G	Outcrop
This study	P2030064.JPG	McMurdo	Lisa Tauxe	mc169	2004:02:03:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	MC169 overview	Outcrop
This study	P2030065.JPG	McMurdo	Lisa Tauxe	mc169	2004:02:03:00:00:00.00	McMurdo volcanics : paleomagnetic site : outcrop photo	view from MC169	Landscape
