tab 	er_samples
er_citation_names	er_location_name	er_sample_name	er_site_name	magic_method_codes	sample_azimuth	sample_class	sample_declination_correction	sample_description	sample_dip	sample_lat	sample_lithology	sample_lon	sample_orientation_flag	sample_type
This study	McMurdo	mc31d	mc31	FS-FD:SO-SIGHT	252	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-68	-78.34	Basalt	164.28	g	Lava Flow
This study	McMurdo	mc31f	mc31	FS-FD:SO-SIGHT	297	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-25	-78.34	Basalt	164.28	g	Lava Flow
This study	McMurdo	mc31h	mc31	FS-FD:SO-SIGHT	303	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-54	-78.34	Basalt	164.28	g	Lava Flow
This study	McMurdo	mc32a	mc32	FS-FD:SO-SIGHT	105	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-43	-78.36	Basalt	164.3	g	Lava Flow
This study	McMurdo	mc32b	mc32	FS-FD:SO-SIGHT	106	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-42	-78.36	Basalt	164.3	g	Lava Flow
This study	McMurdo	mc32d	mc32	FS-FD:SO-SIGHT	154	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-41	-78.36	Basalt	164.3	g	Lava Flow
This study	McMurdo	mc32e	mc32	FS-FD:SO-SIGHT	265	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-37	-78.36	Basalt	164.3	g	Lava Flow
This study	McMurdo	mc32f	mc32	FS-FD:SO-SIGHT	222	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-41	-78.36	Basalt	164.3	g	Lava Flow
This study	McMurdo	mc32g	mc32	FS-FD:SO-SIGHT	96	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-26	-78.36	Basalt	164.3	g	Lava Flow
This study	McMurdo	mc32h	mc32	FS-FD:SO-SIGHT	330	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-17	-78.36	Basalt	164.3	g	Lava Flow
This study	McMurdo	mc33a	mc33	FS-FD:SO-SIGHT	161	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-75	-78.38	Basalt	164.34	g	Lava Flow
This study	McMurdo	mc33b	mc33	FS-FD:SO-SIGHT	219	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-51	-78.38	Basalt	164.34	g	Lava Flow
This study	McMurdo	mc33c	mc33	FS-FD:SO-SIGHT	148	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-62	-78.38	Basalt	164.34	g	Lava Flow
This study	McMurdo	mc33d	mc33	FS-FD:SO-SIGHT	182	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-68	-78.38	Basalt	164.34	g	Lava Flow
This study	McMurdo	mc33e	mc33	FS-FD:SO-SIGHT	228	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-65	-78.38	Basalt	164.34	g	Lava Flow
This study	McMurdo	mc33f	mc33	FS-FD:SO-SIGHT	181	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-75	-78.38	Basalt	164.34	g	Lava Flow
This study	McMurdo	mc33g	mc33	FS-FD:SO-SIGHT	197	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-44	-78.38	Basalt	164.34	g	Lava Flow
This study	McMurdo	mc33h	mc33	FS-FD:SO-SIGHT	239	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-49	-78.38	Basalt	164.34	g	Lava Flow
This study	McMurdo	mc34a	mc34	FS-FD:SO-SIGHT	275	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-36	-78.39	Basalt	164.27	g	Lava Flow
This study	McMurdo	mc34b	mc34	FS-FD:SO-SIGHT	204	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-43	-78.39	Basalt	164.27	g	Lava Flow
This study	McMurdo	mc34c	mc34	FS-FD:SO-SIGHT	291	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-28	-78.39	Basalt	164.27	g	Lava Flow
This study	McMurdo	mc34d	mc34	FS-FD:SO-SIGHT	300	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-13	-78.39	Basalt	164.27	g	Lava Flow
This study	McMurdo	mc34e	mc34	FS-FD:SO-SIGHT	314	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-12	-78.39	Basalt	164.27	g	Lava Flow
This study	McMurdo	mc34f	mc34	FS-FD:SO-SIGHT	182	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-14	-78.39	Basalt	164.27	g	Lava Flow
This study	McMurdo	mc34h	mc34	FS-FD:SO-SIGHT	85	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-24	-78.39	Basalt	164.27	g	Lava Flow
This study	McMurdo	mc35a	mc35	FS-FD:SO-SIGHT	123	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-63	-78.39	Basalt	164.23	g	Lava Flow
This study	McMurdo	mc35b	mc35	FS-FD:SO-SIGHT	163	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-55	-78.39	Basalt	164.23	g	Lava Flow
This study	McMurdo	mc35c	mc35	FS-FD:SO-SIGHT	74	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-44	-78.39	Basalt	164.23	g	Lava Flow
This study	McMurdo	mc35d	mc35	FS-FD:SO-SIGHT	136	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-55	-78.39	Basalt	164.23	g	Lava Flow
This study	McMurdo	mc35e	mc35	FS-FD:SO-SIGHT	76	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-40	-78.39	Basalt	164.23	g	Lava Flow
This study	McMurdo	mc35f	mc35	FS-FD:SO-SIGHT	27	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-38	-78.39	Basalt	164.23	g	Lava Flow
This study	McMurdo	mc35g	mc35	FS-FD:SO-SIGHT	315	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-56	-78.39	Basalt	164.23	g	Lava Flow
This study	McMurdo	mc35h	mc35	FS-FD:SO-SIGHT	5	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-20	-78.39	Basalt	164.23	g	Lava Flow
This study	McMurdo	mc36a	mc36	FS-FD:SO-SIGHT	161	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-45	-78.39	Basalt	164.27	g	Lava Flow
This study	McMurdo	mc36b	mc36	FS-FD:SO-SIGHT	171	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-85	-78.39	Basalt	164.27	g	Lava Flow
This study	McMurdo	mc36d	mc36	FS-FD:SO-SIGHT	118	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-90	-78.39	Basalt	164.27	g	Lava Flow
This study	McMurdo	mc36e	mc36	FS-FD:SO-SIGHT	156	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-87	-78.39	Basalt	164.27	g	Lava Flow
This study	McMurdo	mc36f	mc36	FS-FD:SO-SIGHT	205	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-43	-78.39	Basalt	164.27	g	Lava Flow
This study	McMurdo	mc36g	mc36	FS-FD:SO-SIGHT	206	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-73	-78.39	Basalt	164.27	g	Lava Flow
This study	McMurdo	mc36h	mc36	FS-FD:SO-SIGHT	200	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-47	-78.39	Basalt	164.27	g	Lava Flow
This study	McMurdo	mc37a	mc37	FS-FD:SO-SIGHT	319	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-41	-78.4	Basalt	164.27	g	Lava Flow
This study	McMurdo	mc37b	mc37	FS-FD:SO-SIGHT	350	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-58	-78.4	Basalt	164.27	g	Lava Flow
This study	McMurdo	mc37c	mc37	FS-FD:SO-SIGHT	323	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-58	-78.4	Basalt	164.27	g	Lava Flow
This study	McMurdo	mc37d	mc37	FS-FD:SO-SIGHT	241	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-51	-78.4	Basalt	164.27	g	Lava Flow
This study	McMurdo	mc37e	mc37	FS-FD:SO-SIGHT	263	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-77	-78.4	Basalt	164.27	g	Lava Flow
This study	McMurdo	mc37f	mc37	FS-FD:SO-SIGHT	276	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-64	-78.4	Basalt	164.27	g	Lava Flow
This study	McMurdo	mc37g	mc37	FS-FD:SO-SIGHT	280	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-72	-78.4	Basalt	164.27	g	Lava Flow
This study	McMurdo	mc37h	mc37	FS-FD:SO-SIGHT	243	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-60	-78.4	Basalt	164.27	g	Lava Flow
This study	McMurdo	mc38a	mc38	FS-FD:SO-SIGHT	84	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-64	-78.4	Basalt	164.21	g	Lava Flow
This study	McMurdo	mc38b	mc38	FS-FD:SO-SIGHT	112	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-43	-78.4	Basalt	164.21	g	Lava Flow
This study	McMurdo	mc38c	mc38	FS-FD:SO-SIGHT	74	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-47	-78.4	Basalt	164.21	g	Lava Flow
This study	McMurdo	mc38e	mc38	FS-FD:SO-SIGHT	37	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-60	-78.4	Basalt	164.21	g	Lava Flow
This study	McMurdo	mc38f	mc38	FS-FD:SO-SIGHT	50	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-70	-78.4	Basalt	164.21	g	Lava Flow
This study	McMurdo	mc38g	mc38	FS-FD:SO-SIGHT	18	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-76	-78.4	Basalt	164.21	g	Lava Flow
This study	McMurdo	mc38h	mc38	FS-FD:SO-SIGHT	18	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-39	-78.4	Basalt	164.21	g	Lava Flow
This study	McMurdo	mc39a	mc39	FS-FD:SO-SIGHT	40	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-55	-78.39	Basalt	164.21	g	Lava Flow
This study	McMurdo	mc39b	mc39	FS-FD:SO-SIGHT	34	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-60	-78.39	Basalt	164.21	g	Lava Flow
This study	McMurdo	mc39c	mc39	FS-FD:SO-SIGHT	16	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-70	-78.39	Basalt	164.21	g	Lava Flow
This study	McMurdo	mc39d	mc39	FS-FD:SO-SIGHT	102	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-73	-78.39	Basalt	164.21	g	Lava Flow
This study	McMurdo	mc39e	mc39	FS-FD:SO-SIGHT	158	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-68	-78.39	Basalt	164.21	g	Lava Flow
This study	McMurdo	mc39f	mc39	FS-FD:SO-SIGHT	58	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-48	-78.39	Basalt	164.21	g	Lava Flow
This study	McMurdo	mc39g	mc39	FS-FD:SO-SIGHT	141	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-64	-78.39	Basalt	164.21	g	Lava Flow
This study	McMurdo	mc39h	mc39	FS-FD:SO-SIGHT	119	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-49	-78.39	Basalt	164.21	g	Lava Flow
This study	McMurdo	mc40a	mc40	FS-FD:SO-SIGHT	248	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-49	-78.39	Basalt	164.2	g	Lava Flow
This study	McMurdo	mc40b	mc40	FS-FD:SO-SIGHT	223	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-53	-78.39	Basalt	164.2	g	Lava Flow
This study	McMurdo	mc40c	mc40	FS-FD:SO-SIGHT	118	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-46	-78.39	Basalt	164.2	g	Lava Flow
This study	McMurdo	mc40e	mc40	FS-FD:SO-SIGHT	178	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-40	-78.39	Basalt	164.2	g	Lava Flow
This study	McMurdo	mc40f	mc40	FS-FD:SO-SIGHT	182	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-38	-78.39	Basalt	164.2	g	Lava Flow
This study	McMurdo	mc40g	mc40	FS-FD:SO-SIGHT	243	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-48	-78.39	Basalt	164.2	g	Lava Flow
This study	McMurdo	mc40h	mc40	FS-FD:SO-SIGHT	99	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-31	-78.39	Basalt	164.2	g	Lava Flow
This study	McMurdo	mc41b	mc41	FS-FD:SO-SIGHT	98	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-21	-78.39	Basalt	164.12	g	Lava Flow
This study	McMurdo	mc41c	mc41	FS-FD:SO-SIGHT	127	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-37	-78.39	Basalt	164.12	g	Lava Flow
This study	McMurdo	mc41d	mc41	FS-FD:SO-SIGHT	65	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-47	-78.39	Basalt	164.12	g	Lava Flow
This study	McMurdo	mc41e	mc41	FS-FD:SO-SIGHT	91	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-43	-78.39	Basalt	164.12	g	Lava Flow
This study	McMurdo	mc41f	mc41	FS-FD:SO-SIGHT	156	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-53	-78.39	Basalt	164.12	g	Lava Flow
This study	McMurdo	mc41h	mc41	FS-FD:SO-SIGHT	118	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-34	-78.39	Basalt	164.12	g	Lava Flow
This study	McMurdo	mc42b	mc42	FS-FD:SO-SIGHT	258	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-37	-78.37	Basalt	164.12	g	Lava Flow
This study	McMurdo	mc42h	mc42	FS-FD:SO-SIGHT	351	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-62	-78.37	Basalt	164.12	g	Lava Flow
This study	McMurdo	mc43a	mc43	FS-FD:SO-SIGHT	334	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-79	-78.37	Basalt	164.24	g	Lava Flow
This study	McMurdo	mc43b	mc43	FS-FD:SO-SIGHT	332	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-64	-78.37	Basalt	164.24	g	Lava Flow
This study	McMurdo	mc43c	mc43	FS-FD:SO-SIGHT	336	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-63	-78.37	Basalt	164.24	g	Lava Flow
This study	McMurdo	mc43e	mc43	FS-FD:SO-SIGHT	93	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-78	-78.37	Basalt	164.24	g	Lava Flow
This study	McMurdo	mc43f	mc43	FS-FD:SO-SIGHT	112	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-46	-78.37	Basalt	164.24	g	Lava Flow
This study	McMurdo	mc43g	mc43	FS-FD:SO-SIGHT	98	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-61	-78.37	Basalt	164.24	g	Lava Flow
This study	McMurdo	mc44a	mc44	FS-FD:SO-SIGHT	184	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-29	-78.36	Basalt	164.26	g	Lava Flow
This study	McMurdo	mc44b	mc44	FS-FD:SO-SIGHT	231	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-28	-78.36	Basalt	164.26	g	Lava Flow
This study	McMurdo	mc44c	mc44	FS-FD:SO-SIGHT	102	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-25	-78.36	Basalt	164.26	g	Lava Flow
This study	McMurdo	mc44d	mc44	FS-FD:SO-SIGHT	145	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-26	-78.36	Basalt	164.26	g	Lava Flow
This study	McMurdo	mc44e	mc44	FS-FD:SO-SIGHT	102	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-14	-78.36	Basalt	164.26	g	Lava Flow
This study	McMurdo	mc44f	mc44	FS-FD:SO-SIGHT	67	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-17	-78.36	Basalt	164.26	g	Lava Flow
This study	McMurdo	mc44g	mc44	FS-FD:SO-SIGHT	179	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-17	-78.36	Basalt	164.26	g	Lava Flow
This study	McMurdo	mc44h	mc44	FS-FD:SO-SIGHT	232	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-20	-78.36	Basalt	164.26	g	Lava Flow
This study	McMurdo	mc48b	mc48	FS-FD:SO-SIGHT	131	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-40	-78.24	Basalt	163.36	g	Lava Flow
This study	McMurdo	mc48c	mc48	FS-FD:SO-SIGHT	156	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-46	-78.24	Basalt	163.36	g	Lava Flow
This study	McMurdo	mc48d	mc48	FS-FD:SO-SIGHT	228	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-49	-78.24	Basalt	163.36	g	Lava Flow
This study	McMurdo	mc48e	mc48	FS-FD:SO-SIGHT	151	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-54	-78.24	Basalt	163.36	g	Lava Flow
This study	McMurdo	mc48f	mc48	FS-FD:SO-SIGHT	133	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-55	-78.24	Basalt	163.36	g	Lava Flow
This study	McMurdo	mc48g	mc48	FS-FD:SO-SIGHT	240	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-53	-78.24	Basalt	163.36	g	Lava Flow
This study	McMurdo	mc48h	mc48	FS-FD:SO-SIGHT	175	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-53	-78.24	Basalt	163.36	g	Lava Flow
This study	McMurdo	mc49a	mc49	FS-FD:SO-SIGHT	248	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-60	-78.24	Basalt	163.36	g	Lava Flow
This study	McMurdo	mc49b	mc49	FS-FD:SO-SIGHT	208	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-73	-78.24	Basalt	163.36	g	Lava Flow
This study	McMurdo	mc49d	mc49	FS-FD:SO-SIGHT	271	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-53	-78.24	Basalt	163.36	g	Lava Flow
This study	McMurdo	mc49e	mc49	FS-FD:SO-SIGHT	311	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-19	-78.24	Basalt	163.36	g	Lava Flow
This study	McMurdo	mc49g	mc49	FS-FD:SO-SIGHT	257	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-51	-78.24	Basalt	163.36	g	Lava Flow
This study	McMurdo	mc49h	mc49	FS-FD:SO-SIGHT	250	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-37	-78.24	Basalt	163.36	g	Lava Flow
This study	McMurdo	mc50a	mc50	FS-FD:SO-SIGHT	19	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-28	-78.25	Basalt	163.22	g	Lava Flow
This study	McMurdo	mc50b	mc50	FS-FD:SO-SIGHT	48	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-16	-78.25	Basalt	163.22	g	Lava Flow
This study	McMurdo	mc50c	mc50	FS-FD:SO-SIGHT	140	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-43	-78.25	Basalt	163.22	g	Lava Flow
This study	McMurdo	mc50d	mc50	FS-FD:SO-SIGHT	90	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-32	-78.25	Basalt	163.22	g	Lava Flow
This study	McMurdo	mc50e	mc50	FS-FD:SO-SIGHT	139	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-41	-78.25	Basalt	163.22	g	Lava Flow
This study	McMurdo	mc50f	mc50	FS-FD:SO-SIGHT	148	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-46	-78.25	Basalt	163.22	g	Lava Flow
This study	McMurdo	mc50g	mc50	FS-FD:SO-SIGHT	155	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-18	-78.25	Basalt	163.22	g	Lava Flow
This study	McMurdo	mc50h	mc50	FS-FD:SO-SIGHT	148	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-23	-78.25	Basalt	163.22	g	Lava Flow
This study	McMurdo	mc01g	mc01	FS-FD:SO-SIGHT	69	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-56	-77.85	Trachyte	166.64	g	Lava Flow
This study	McMurdo	mc02d	mc02	FS-FD:SO-SIGHT	246	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-68	-77.85	Basalt	166.69	g	Lava Flow
This study	McMurdo	mc02e	mc02	FS-FD:SO-SIGHT	235	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions ## direction deleted because: bad mark in field##.	-43	-77.85	Basalt	166.69	b	Lava Flow
This study	McMurdo	mc03e	mc03	FS-FD:SO-SIGHT	309	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-68	-77.84	Basalt	166.76	g	Lava Flow
This study	McMurdo	mc03g	mc03	FS-FD:SO-SIGHT	288	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-41	-77.84	Basalt	166.76	g	Lava Flow
This study	McMurdo	mc04c	mc04	FS-FD:SO-SIGHT	121	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-33	-77.84	Basalt	166.7	g	Volcanic Dike
This study	McMurdo	mc04d	mc04	FS-FD:SO-SIGHT	92	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-55	-77.84	Basalt	166.7	g	Volcanic Dike
This study	McMurdo	mc04h	mc04	FS-FD:SO-SIGHT	44	Igneous : Intrusive	0	Archived samples from 1965, 66 expeditions ## direction deleted because: bad mark in field##.	-55	-77.84	Basalt	166.7	b	Volcanic Dike
This study	McMurdo	mc06b	mc06	FS-FD:SO-SIGHT	171	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-13	-77.83	Basalt	166.67	g	Lava Flow
This study	McMurdo	mc06e	mc06	FS-FD:SO-SIGHT	139	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-18	-77.83	Basalt	166.67	g	Lava Flow
This study	McMurdo	mc06f	mc06	FS-FD:SO-SIGHT	131	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-17	-77.83	Basalt	166.67	g	Lava Flow
This study	McMurdo	mc07a	mc07	FS-FD:SO-SIGHT	70	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-50	-77.8	Basalt	166.72	g	Lava Flow
This study	McMurdo	mc07g	mc07	FS-FD:SO-SIGHT	273	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-39	-77.8	Basalt	166.72	g	Lava Flow
This study	McMurdo	mc07h	mc07	FS-FD:SO-SIGHT	320	Igneous : Extrusive	0	Archived samples from 1965, 66 expeditions.	-51	-77.8	Basalt	166.72	g	Lava Flow
This study	McMurdo	mc100b	mc100	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	351.6	Igneous : Extrusive	0		-62	-78.302	Basalt	162.9	g	Lava Flow
This study	McMurdo	mc100c	mc100	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	358.5	Igneous : Extrusive	0		-42	-78.302	Basalt	162.9	g	Lava Flow
This study	McMurdo	mc100i	mc100	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	231.3	Igneous : Extrusive	0		-21	-78.302	Basalt	162.9	g	Lava Flow
This study	McMurdo	mc100j	mc100	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	200.8	Igneous : Extrusive	0		-22	-78.302	Basalt	162.9	g	Lava Flow
This study	McMurdo	mc101e	mc101	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	147.5	Igneous : Extrusive	0		-72.5	-78.306	Basalt	162.928	g	Lava Flow
This study	McMurdo	mc101g	mc101	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	136.7	Igneous : Extrusive	0		-45.5	-78.306	Basalt	162.928	g	Lava Flow
This study	McMurdo	mc101i	mc101	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	137.2	Igneous : Extrusive	0		-62	-78.306	Basalt	162.928	g	Lava Flow
This study	McMurdo	mc101j	mc101	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	156.3	Igneous : Extrusive	0		-79	-78.306	Basalt	162.928	g	Lava Flow
This study	McMurdo	mc102c	mc102	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	252.8	Igneous : Extrusive	0		-61	-78.235	Basalt	163.352	g	Lava Flow
This study	McMurdo	mc102d	mc102	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	240.2	Igneous : Extrusive	0		-57	-78.235	Basalt	163.352	g	Lava Flow
This study	McMurdo	mc102h	mc102	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	246.7	Igneous : Extrusive	0		-76	-78.235	Basalt	163.352	g	Lava Flow
This study	McMurdo	mc102i	mc102	FS-FD:FS-LOC-GPS:SO-POM:SO-CMD-NORTH	119	Igneous : Extrusive	0		-72	-78.235	Basalt	163.352	b	Lava Flow
This study	McMurdo	mc102j	mc102	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	277.9	Igneous : Extrusive	0		-75	-78.235	Basalt	163.352	g	Lava Flow
This study	McMurdo	mc102k	mc102	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	226.9	Igneous : Extrusive	0		-51	-78.235	Basalt	163.352	g	Lava Flow
This study	McMurdo	mc102l	mc102	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	251.3	Igneous : Extrusive	0		-82	-78.235	Basalt	163.352	g	Lava Flow
This study	McMurdo	mc102m	mc102	FS-FD:FS-LOC-GPS:SO-POM:SO-CMD-NORTH	296.7	Igneous : Extrusive	0		-66	-78.235	Basalt	163.352	b	Lava Flow
This study	McMurdo	mc103f	mc103	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	147	Igneous : Extrusive	0		-74.5	-78.235	Basalt	163.36	g	Lava Flow
This study	McMurdo	mc103g	mc103	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	140.9	Igneous : Extrusive	0		-73	-78.235	Basalt	163.36	g	Lava Flow
This study	McMurdo	mc103h	mc103	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	150.4	Igneous : Extrusive	0		-62	-78.235	Basalt	163.36	g	Lava Flow
This study	McMurdo	mc103i	mc103	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	147.7	Igneous : Extrusive	0		-67	-78.235	Basalt	163.36	g	Lava Flow
This study	McMurdo	mc103j	mc103	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	142.4	Igneous : Extrusive	0		-64	-78.235	Basalt	163.36	g	Lava Flow
This study	McMurdo	mc103k	mc103	FS-FD:FS-LOC-GPS:SO-POM:SO-SUN	128.1	Igneous : Extrusive	0		-58.5	-78.235	Basalt	163.36	g	Lava Flow
