tab delimited	contribution
id	version	timestamp	contributor	data_model_version	reference
16749	3	2020-02-15T20:31:55.746Z	@ltauxe	3.0	10.1016/J.EPSL.2014.12.034
>>>>>>>>>>
tab delimited	locations
location	location_type	citations	expedition_name	expedition_ship	expedition_leg	expedition_url	geologic_classes	lithologies	tectonic_settings	lat_s	lat_n	lon_w	lon_e	continent_ocean	region	age_low	age_high	age_unit
U1361A	Drill Site	This study	318	JOIDES Resolution	318	http://publications.iodp.org/proceedings/318/318toc.htm	Sedimentary	Silicate Clay:Silty Clay	Continental Shelf	-64.2457	-64.2457	143.532	143.532	Indian Ocean	Wilkes Land Margin	0	12	ma
>>>>>>>>>>
tab delimited	sites
site	location	result_type	result_quality	method_codes	citations	geologic_classes	geologic_types	lithologies	lat	lon	core_depth	age_low	age_high	age_unit
318-U1361A-006H_4A-0.75	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	52.25	0	13	Ma
318-U1361A-006H_4A-0.8	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	52.3	0	13	Ma
318-U1361A-006H_4A-0.85	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	52.35	0	13	Ma
318-U1361A-006H_4A-0.9	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	52.4	0	13	Ma
318-U1361A-006H_4A-0.95	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	52.45	0	13	Ma
318-U1361A-006H_4A-1	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	52.5	0	13	Ma
318-U1361A-006H_4A-1.05	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	52.55	0	13	Ma
318-U1361A-006H_4A-1.1	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	52.6	0	13	Ma
318-U1361A-006H_4A-1.15	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	52.65	0	13	Ma
318-U1361A-006H_4A-1.2	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	52.7	0	13	Ma
318-U1361A-006H_4A-1.25	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	52.75	0	13	Ma
318-U1361A-006H_4A-1.3	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	52.8	0	13	Ma
318-U1361A-006H_4A-1.35	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	52.85	0	13	Ma
318-U1361A-006H_4A-1.4	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	52.9	0	13	Ma
318-U1361A-006H_5A-0.1	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	53.1	0	13	Ma
318-U1361A-006H_5A-0.15	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	53.15	0	13	Ma
318-U1361A-006H_5A-0.2	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	53.2	0	13	Ma
318-U1361A-006H_5A-0.25	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	53.25	0	13	Ma
318-U1361A-006H_5A-0.3	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	53.3	0	13	Ma
318-U1361A-006H_5A-0.35	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	53.35	0	13	Ma
318-U1361A-006H_5A-0.4	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	53.4	0	13	Ma
318-U1361A-006H_5A-0.45	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	53.45	0	13	Ma
318-U1361A-006H_5A-0.5	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	53.5	0	13	Ma
318-U1361A-006H_5A-0.55	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	53.55	0	13	Ma
318-U1361A-006H_5A-0.6	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	53.6	0	13	Ma
318-U1361A-006H_5A-0.65	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	53.65	0	13	Ma
318-U1361A-006H_5A-0.7	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	53.7	0	13	Ma
318-U1361A-006H_5A-0.75	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	53.75	0	13	Ma
318-U1361A-006H_5A-0.8	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	53.8	0	13	Ma
318-U1361A-006H_5A-0.85	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	53.85	0	13	Ma
318-U1361A-006H_5A-0.9	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	53.9	0	13	Ma
318-U1361A-006H_5A-0.95	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	53.95	0	13	Ma
318-U1361A-006H_5A-1	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	54	0	13	Ma
318-U1361A-006H_5A-1.05	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	54.05	0	13	Ma
318-U1361A-006H_5A-1.1	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	54.1	0	13	Ma
318-U1361A-006H_5A-1.25	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	54.25	0	13	Ma
318-U1361A-006H_5A-1.3	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	54.3	0	13	Ma
318-U1361A-006H_5A-1.35	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	54.35	0	13	Ma
318-U1361A-006H_5A-1.4	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	54.4	0	13	Ma
318-U1361A-006H_6A-0.1	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	54.6	0	13	Ma
318-U1361A-006H_6A-0.15	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	54.65	0	13	Ma
318-U1361A-006H_6A-0.2	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	54.7	0	13	Ma
318-U1361A-006H_6A-0.25	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	54.75	0	13	Ma
318-U1361A-006H_6A-0.3	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	54.8	0	13	Ma
318-U1361A-006H_6A-0.35	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	54.85	0	13	Ma
318-U1361A-006H_6A-0.4	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	54.9	0	13	Ma
318-U1361A-006H_6A-0.45	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	54.95	0	13	Ma
318-U1361A-006H_6A-0.5	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	55	0	13	Ma
318-U1361A-006H_6A-0.55	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	55.05	0	13	Ma
318-U1361A-006H_6A-0.6	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	55.1	0	13	Ma
318-U1361A-006H_6A-0.65	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	55.15	0	13	Ma
318-U1361A-006H_6A-0.7	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	55.2	0	13	Ma
318-U1361A-006H_6A-0.75	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	55.25	0	13	Ma
318-U1361A-006H_6A-0.8	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	55.3	0	13	Ma
318-U1361A-006H_6A-0.85	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	55.35	0	13	Ma
318-U1361A-006H_7A-0.1	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	55.46	0	13	Ma
318-U1361A-006H_7A-0.25	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	55.61	0	13	Ma
318-U1361A-006H_7A-0.3	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	55.66	0	13	Ma
318-U1361A-006H_7A-0.35	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	55.71	0	13	Ma
318-U1361A-006H_7A-0.4	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	55.76	0	13	Ma
318-U1361A-006H_7A-0.45	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	55.81	0	13	Ma
318-U1361A-006H_7A-0.5	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	55.86	0	13	Ma
318-U1361A-006H_7A-0.55	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	55.91	0	13	Ma
318-U1361A-006H_7A-0.6	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	55.96	0	13	Ma
318-U1361A-006H_7A-0.65	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	56.01	0	13	Ma
318-U1361A-006H_7A-0.7	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	56.06	0	13	Ma
318-U1361A-006H_7A-0.75	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	56.11	0	13	Ma
318-U1361A-006H_7A-0.8	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	56.16	0	13	Ma
318-U1361A-006H_7A-0.85	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	56.21	0	13	Ma
318-U1361A-006H_7A-0.9	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	56.26	0	13	Ma
318-U1361A-006H_7A-0.95	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	56.31	0	13	Ma
318-U1361A-006H_7A-1	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	56.36	0	13	Ma
318-U1361A-006H_7A-1.05	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	56.41	0	13	Ma
318-U1361A-006H_7A-1.1	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	56.46	0	13	Ma
318-U1361A-007H-1-W-100	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	57.5	0	13	Ma
318-U1361A-007H-2-W-110	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	59.1	0	13	Ma
318-U1361A-007H-3-W-135	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	60.85	0	13	Ma
318-U1361A-007H-4-W-42	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	61.42	0	13	Ma
318-U1361A-007H-5-W-110	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	63.6	0	13	Ma
318-U1361A-007H-6-W-23	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	64.23	0	13	Ma
318-U1361A-007H-7-W-20	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	65.7	0	13	Ma
318-U1361A-007H_1A-0.55	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	57.05	0	13	Ma
318-U1361A-007H_1A-0.6	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	57.1	0	13	Ma
318-U1361A-007H_1A-0.65	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	57.15	0	13	Ma
318-U1361A-007H_1A-0.7	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	57.2	0	13	Ma
318-U1361A-007H_1A-0.75	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	57.25	0	13	Ma
318-U1361A-007H_1A-0.8	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	57.3	0	13	Ma
318-U1361A-007H_1A-0.85	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	57.35	0	13	Ma
318-U1361A-007H_1A-0.9	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	57.4	0	13	Ma
318-U1361A-007H_1A-0.95	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	57.45	0	13	Ma
318-U1361A-007H_1A-1	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	57.5	0	13	Ma
318-U1361A-007H_1A-1.05	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	57.55	0	13	Ma
318-U1361A-007H_1A-1.1	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	57.6	0	13	Ma
318-U1361A-007H_1A-1.15	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	57.65	0	13	Ma
318-U1361A-007H_1A-1.2	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	57.7	0	13	Ma
318-U1361A-007H_1A-1.25	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	57.75	0	13	Ma
318-U1361A-007H_1A-1.3	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	57.8	0	13	Ma
318-U1361A-007H_1A-1.35	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	57.85	0	13	Ma
318-U1361A-007H_1A-1.4	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	57.9	0	13	Ma
318-U1361A-007H_2A-0.1	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	58.1	0	13	Ma
318-U1361A-007H_2A-0.15	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	58.15	0	13	Ma
318-U1361A-007H_2A-0.2	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	58.2	0	13	Ma
318-U1361A-007H_2A-0.25	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	58.25	0	13	Ma
318-U1361A-007H_2A-0.3	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	58.3	0	13	Ma
318-U1361A-007H_2A-0.35	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	58.35	0	13	Ma
318-U1361A-007H_2A-0.4	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	58.4	0	13	Ma
318-U1361A-007H_2A-0.45	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	58.45	0	13	Ma
318-U1361A-007H_2A-0.5	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	58.5	0	13	Ma
318-U1361A-007H_2A-0.55	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	58.55	0	13	Ma
318-U1361A-007H_2A-0.6	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	58.6	0	13	Ma
318-U1361A-007H_2A-0.65	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	58.65	0	13	Ma
318-U1361A-007H_2A-0.7	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	58.7	0	13	Ma
318-U1361A-007H_2A-0.75	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	58.75	0	13	Ma
318-U1361A-007H_2A-0.8	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	58.8	0	13	Ma
318-U1361A-007H_2A-0.85	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	58.85	0	13	Ma
318-U1361A-007H_2A-0.9	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	58.9	0	13	Ma
318-U1361A-007H_2A-0.95	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	58.95	0	13	Ma
318-U1361A-007H_2A-1	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	59	0	13	Ma
318-U1361A-007H_2A-1.05	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	59.05	0	13	Ma
318-U1361A-007H_2A-1.1	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	59.1	0	13	Ma
318-U1361A-007H_2A-1.15	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	59.15	0	13	Ma
318-U1361A-007H_2A-1.2	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	59.2	0	13	Ma
318-U1361A-007H_2A-1.25	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	59.25	0	13	Ma
318-U1361A-007H_2A-1.3	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	59.3	0	13	Ma
318-U1361A-007H_2A-1.35	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	59.35	0	13	Ma
318-U1361A-007H_2A-1.4	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	59.4	0	13	Ma
318-U1361A-007H_3A-0.1	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	59.6	0	13	Ma
318-U1361A-007H_3A-0.15	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	59.65	0	13	Ma
318-U1361A-007H_3A-0.2	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	59.7	0	13	Ma
318-U1361A-007H_3A-0.25	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	59.75	0	13	Ma
318-U1361A-007H_3A-0.3	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	59.8	0	13	Ma
318-U1361A-007H_3A-0.35	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	59.85	0	13	Ma
318-U1361A-007H_3A-0.4	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	59.9	0	13	Ma
318-U1361A-007H_3A-0.45	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	59.95	0	13	Ma
318-U1361A-007H_3A-0.5	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	60	0	13	Ma
318-U1361A-007H_3A-0.55	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	60.05	0	13	Ma
318-U1361A-007H_3A-0.6	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	60.1	0	13	Ma
318-U1361A-007H_3A-0.65	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	60.15	0	13	Ma
318-U1361A-007H_3A-0.7	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	60.2	0	13	Ma
318-U1361A-007H_3A-0.75	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	60.25	0	13	Ma
318-U1361A-007H_3A-0.8	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	60.3	0	13	Ma
318-U1361A-007H_3A-0.85	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	60.35	0	13	Ma
318-U1361A-007H_3A-0.9	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	60.4	0	13	Ma
318-U1361A-007H_3A-0.95	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	60.45	0	13	Ma
318-U1361A-007H_3A-1	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	60.5	0	13	Ma
318-U1361A-007H_3A-1.05	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	60.55	0	13	Ma
318-U1361A-007H_3A-1.1	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	60.6	0	13	Ma
318-U1361A-007H_3A-1.15	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	60.65	0	13	Ma
318-U1361A-007H_3A-1.2	U1361A	i	g	SO-V:FS-C-DRILL-IODP	This study	Sedimentary	Sediment Layer	Not Specified	-64.2457	143.532	60.7	0	13	Ma
