tab delimited	contribution
id	version	timestamp	contributor	data_model_version	reference	description
14132	4	2015-02-20T12:21:14.000Z	@ltauxe	3.0	10.1111/j.1365-246X.1997.tb04082.x	Upgraded to MagIC Data Model 3.0 by the MagIC Database Team
>>>>>>>>>>
tab delimited	locations
location	location_type	citations	plate_blocks	lat_s	lat_n	lon_w	lon_e	continent_ocean
DSDP Site 522	Drill Site	This study	African Plate	-27	-27	355	355	Atlantic Ocean
>>>>>>>>>>
tab delimited	sites
site	location	citations	geologic_classes	geologic_types	lithologies	core_depth	age	age_unit
80e-3		This study	1178	u	300	300			g	17-2-020:LP-ARM	17-2-020	50e-6	1.120e-04	LT-AF-I
0		This study	1179	u	300	300			g	17-2-020:LP-IRM	17-2-020	1.0	2.270e-03	LT-IRM
10e-3	1.491e-07	This study	1180		300	300				17-2-020:LP-X	17-2-020	0		LP-X
15e-3		This study	1181	u	300	300	-53.6	3.9	g	17-2-024:LP-AF-DIR	17-2-024	0	4.357e-06	LT-AF-Z
80e-3		This study	1182	u	300	300			g	17-2-024:LP-ARM	17-2-024	50e-6	1.107e-04	LT-AF-I
0		This study	1183	u	300	300			g	17-2-024:LP-IRM	17-2-024	1.0	2.250e-03	LT-IRM
10e-3	1.464e-07	This study	1184		300	300				17-2-024:LP-X	17-2-024	0		LP-X
15e-3		This study	1185	u	300	300	-46.4	20.9	g	17-2-027:LP-AF-DIR	17-2-027	0	4.153e-06	LT-AF-Z
80e-3		This study	1186	u	300	300			g	17-2-027:LP-ARM	17-2-027	50e-6	1.200e-04	LT-AF-I
0		This study	1187	u	300	300			g	17-2-027:LP-IRM	17-2-027	1.0	2.552e-03	LT-IRM
10e-3	1.730e-07	This study	1188		300	300				17-2-027:LP-X	17-2-027	0		LP-X
15e-3		This study	1189	u	300	300	-54.4	17.8	g	17-2-030:LP-AF-DIR	17-2-030	0	2.978e-06	LT-AF-Z
80e-3		This study	1190	u	300	300			g	17-2-030:LP-ARM	17-2-030	50e-6	1.162e-04	LT-AF-I
0		This study	1191	u	300	300			g	17-2-030:LP-IRM	17-2-030	1.0	2.568e-03	LT-IRM
10e-3	1.811e-07	This study	1192		300	300				17-2-030:LP-X	17-2-030	0		LP-X
15e-3		This study	1193	u	300	300	58.1	115.6	g	17-2-033:LP-AF-DIR	17-2-033	0	1.303e-06	LT-AF-Z
80e-3		This study	1194	u	300	300			g	17-2-033:LP-ARM	17-2-033	50e-6	1.348e-04	LT-AF-I
0		This study	1195	u	300	300			g	17-2-033:LP-IRM	17-2-033	1.0	3.119e-03	LT-IRM
10e-3	2.105e-07	This study	1196		300	300				17-2-033:LP-X	17-2-033	0		LP-X
15e-3		This study	1197	u	300	300	51.2	177.7	g	17-2-037:LP-AF-DIR	17-2-037	0	6.127e-06	LT-AF-Z
80e-3		This study	1198	u	300	300			g	17-2-037:LP-ARM	17-2-037	50e-6	1.448e-04	LT-AF-I
0		This study	1199	u	300	300			g	17-2-037:LP-IRM	17-2-037	1.0	3.022e-03	LT-IRM
10e-3	2.082e-07	This study	1200		300	300				17-2-037:LP-X	17-2-037	0		LP-X
15e-3		This study	1201	u	300	300	46.3	185.4	g	17-2-040:LP-AF-DIR	17-2-040	0	5.611e-06	LT-AF-Z
80e-3		This study	1202	u	300	300			g	17-2-040:LP-ARM	17-2-040	50e-6	1.326e-04	LT-AF-I
0		This study	1203	u	300	300			g	17-2-040:LP-IRM	17-2-040	1.0	2.866e-03	LT-IRM
10e-3	1.915e-07	This study	1204		300	300				17-2-040:LP-X	17-2-040	0		LP-X
15e-3		This study	1205	u	300	300	50	192.5	g	17-2-043:LP-AF-DIR	17-2-043	0	5.167e-06	LT-AF-Z
80e-3		This study	1206	u	300	300			g	17-2-043:LP-ARM	17-2-043	50e-6	1.337e-04	LT-AF-I
0		This study	1207	u	300	300			g	17-2-043:LP-IRM	17-2-043	1.0	3.046e-03	LT-IRM
10e-3	2.116e-07	This study	1208		300	300				17-2-043:LP-X	17-2-043	0		LP-X
15e-3		This study	1209	u	300	300	37.6	189.8	g	17-2-046:LP-AF-DIR	17-2-046	0	5.497e-06	LT-AF-Z
80e-3		This study	1210	u	300	300			g	17-2-046:LP-ARM	17-2-046	50e-6	1.386e-04	LT-AF-I
0		This study	1211	u	300	300			g	17-2-046:LP-IRM	17-2-046	1.0	3.348e-03	LT-IRM
10e-3	2.335e-07	This study	1212		300	300				17-2-046:LP-X	17-2-046	0		LP-X
15e-3		This study	1213	u	300	300	52.6	184.7	g	17-2-049:LP-AF-DIR	17-2-049	0	4.724e-06	LT-AF-Z
80e-3		This study	1214	u	300	300			g	17-2-049:LP-ARM	17-2-049	50e-6	1.748e-04	LT-AF-I
0		This study	1215	u	300	300			g	17-2-049:LP-IRM	17-2-049	1.0	4.074e-03	LT-IRM
10e-3	2.718e-07	This study	1216		300	300				17-2-049:LP-X	17-2-049	0		LP-X
15e-3		This study	1217	u	300	300	36.9	177.9	g	17-2-052:LP-AF-DIR	17-2-052	0	2.823e-06	LT-AF-Z
80e-3		This study	1218	u	300	300			g	17-2-052:LP-ARM	17-2-052	50e-6	1.593e-04	LT-AF-I
0		This study	1219	u	300	300			g	17-2-052:LP-IRM	17-2-052	1.0	3.556e-03	LT-IRM
10e-3	2.486e-07	This study	1220		300	300				17-2-052:LP-X	17-2-052	0		LP-X
15e-3		This study	1221	u	300	300	62.9	171.5	g	17-2-056:LP-AF-DIR	17-2-056	0	2.448e-06	LT-AF-Z
80e-3		This study	1222	u	300	300			g	17-2-056:LP-ARM	17-2-056	50e-6	1.478e-04	LT-AF-I
0		This study	1223	u	300	300			g	17-2-056:LP-IRM	17-2-056	1.0	3.106e-03	LT-IRM
10e-3	2.098e-07	This study	1224		300	300				17-2-056:LP-X	17-2-056	0		LP-X
15e-3		This study	1225	u	300	300	61.4	185.6	g	17-2-059:LP-AF-DIR	17-2-059	0	2.920e-06	LT-AF-Z
80e-3		This study	1226	u	300	300			g	17-2-059:LP-ARM	17-2-059	50e-6	1.446e-04	LT-AF-I
0		This study	1227	u	300	300			g	17-2-059:LP-IRM	17-2-059	1.0	3.269e-03	LT-IRM
10e-3	2.188e-07	This study	1228		300	300				17-2-059:LP-X	17-2-059	0		LP-X
15e-3		This study	1229	u	300	300	48	184.9	g	17-2-063:LP-AF-DIR	17-2-063	0	8.899e-06	LT-AF-Z
80e-3		This study	1230	u	300	300			g	17-2-063:LP-ARM	17-2-063	50e-6	3.131e-04	LT-AF-I
0		This study	1231	u	300	300			g	17-2-063:LP-IRM	17-2-063	1.0	7.167e-03	LT-IRM
10e-3	4.599e-07	This study	1232		300	300				17-2-063:LP-X	17-2-063	0		LP-X
15e-3		This study	1233	u	300	300	51.9	185.7	g	17-2-066:LP-AF-DIR	17-2-066	0	9.622e-06	LT-AF-Z
80e-3		This study	1234	u	300	300			g	17-2-066:LP-ARM	17-2-066	50e-6	1.387e-04	LT-AF-I
0		This study	1235	u	300	300			g	17-2-066:LP-IRM	17-2-066	1.0	3.119e-03	LT-IRM
10e-3	2.064e-07	This study	1236		300	300				17-2-066:LP-X	17-2-066	0		LP-X
15e-3		This study	1237	u	300	300	46.3	157.7	g	17-2-070:LP-AF-DIR	17-2-070	0	3.513e-06	LT-AF-Z
80e-3		This study	1238	u	300	300			g	17-2-070:LP-ARM	17-2-070	50e-6	1.350e-04	LT-AF-I
0		This study	1239	u	300	300			g	17-2-070:LP-IRM	17-2-070	1.0	2.946e-03	LT-IRM
10e-3	1.974e-07	This study	1240		300	300				17-2-070:LP-X	17-2-070	0		LP-X
15e-3		This study	1241	u	300	300	51	189.9	g	17-2-073:LP-AF-DIR	17-2-073	0	4.380e-06	LT-AF-Z
80e-3		This study	1242	u	300	300			g	17-2-073:LP-ARM	17-2-073	50e-6	1.276e-04	LT-AF-I
0		This study	1243	u	300	300			g	17-2-073:LP-IRM	17-2-073	1.0	2.558e-03	LT-IRM
10e-3	1.754e-07	This study	1244		300	300				17-2-073:LP-X	17-2-073	0		LP-X
15e-3		This study	1245	u	300	300	57.9	180.0	g	17-2-076:LP-AF-DIR	17-2-076	0	4.191e-06	LT-AF-Z
80e-3		This study	1246	u	300	300			g	17-2-076:LP-ARM	17-2-076	50e-6	1.316e-04	LT-AF-I
0		This study	1247	u	300	300			g	17-2-076:LP-IRM	17-2-076	1.0	2.687e-03	LT-IRM
10e-3	1.870e-07	This study	1248		300	300				17-2-076:LP-X	17-2-076	0		LP-X
15e-3		This study	1249	u	300	300	54.9	188.1	g	17-2-080:LP-AF-DIR	17-2-080	0	5.065e-06	LT-AF-Z
80e-3		This study	1250	u	300	300			g	17-2-080:LP-ARM	17-2-080	50e-6	1.200e-04	LT-AF-I
0		This study	1251	u	300	300			g	17-2-080:LP-IRM	17-2-080	1.0	2.437e-03	LT-IRM
10e-3	1.645e-07	This study	1252		300	300				17-2-080:LP-X	17-2-080	0		LP-X
15e-3		This study	1253	u	300	300	46	184.3	g	17-2-083:LP-AF-DIR	17-2-083	0	3.911e-06	LT-AF-Z
80e-3		This study	1254	u	300	300			g	17-2-083:LP-ARM	17-2-083	50e-6	1.086e-04	LT-AF-I
0		This study	1255	u	300	300			g	17-2-083:LP-IRM	17-2-083	1.0	2.351e-03	LT-IRM
10e-3	1.582e-07	This study	1256		300	300				17-2-083:LP-X	17-2-083	0		LP-X
15e-3		This study	1257	u	300	300	60.9	180.2	g	17-2-086:LP-AF-DIR	17-2-086	0	3.853e-06	LT-AF-Z
80e-3		This study	1258	u	300	300			g	17-2-086:LP-ARM	17-2-086	50e-6	1.119e-04	LT-AF-I
0		This study	1259	u	300	300			g	17-2-086:LP-IRM	17-2-086	1.0	2.218e-03	LT-IRM
10e-3	1.499e-07	This study	1260		300	300				17-2-086:LP-X	17-2-086	0		LP-X
15e-3		This study	1261	u	300	300	41.7	170.8	g	17-2-090:LP-AF-DIR	17-2-090	0	3.061e-06	LT-AF-Z
80e-3		This study	1262	u	300	300			g	17-2-090:LP-ARM	17-2-090	50e-6	1.145e-04	LT-AF-I
0		This study	1263	u	300	300			g	17-2-090:LP-IRM	17-2-090	1.0	2.212e-03	LT-IRM
10e-3	1.495e-07	This study	1264		300	300				17-2-090:LP-X	17-2-090	0		LP-X
15e-3		This study	1265	u	300	300	39.9	174.3	g	17-2-094:LP-AF-DIR	17-2-094	0	4.099e-06	LT-AF-Z
80e-3		This study	1266	u	300	300			g	17-2-094:LP-ARM	17-2-094	50e-6	1.152e-04	LT-AF-I
0		This study	1267	u	300	300			g	17-2-094:LP-IRM	17-2-094	1.0	2.258e-03	LT-IRM
10e-3	1.483e-07	This study	1268		300	300				17-2-094:LP-X	17-2-094	0		LP-X
15e-3		This study	1269	u	300	300	48.9	185.5	g	17-2-097:LP-AF-DIR	17-2-097	0	3.584e-06	LT-AF-Z
80e-3		This study	1270	u	300	300			g	17-2-097:LP-ARM	17-2-097	50e-6	1.104e-04	LT-AF-I
0		This study	1271	u	300	300			g	17-2-097:LP-IRM	17-2-097	1.0	2.149e-03	LT-IRM
10e-3	1.364e-07	This study	1272		300	300				17-2-097:LP-X	17-2-097	0		LP-X
15e-3		This study	1273	u	300	300	35.3	179.7	g	17-2-099:LP-AF-DIR	17-2-099	0	5.046e-06	LT-AF-Z
80e-3		This study	1274	u	300	300			g	17-2-099:LP-ARM	17-2-099	50e-6	1.115e-04	LT-AF-I
0		This study	1275	u	300	300			g	17-2-099:LP-IRM	17-2-099	1.0	2.229e-03	LT-IRM
10e-3	1.500e-07	This study	1276		300	300				17-2-099:LP-X	17-2-099	0		LP-X
15e-3		This study	1277	u	300	300	59.7	182.3	g	17-2-103:LP-AF-DIR	17-2-103	0	6.285e-06	LT-AF-Z
80e-3		This study	1278	u	300	300			g	17-2-103:LP-ARM	17-2-103	50e-6	1.150e-04	LT-AF-I
0		This study	1279	u	300	300			g	17-2-103:LP-IRM	17-2-103	1.0	2.339e-03	LT-IRM
10e-3	1.581e-07	This study	1280		300	300				17-2-103:LP-X	17-2-103	0		LP-X
15e-3		This study	1281	u	300	300	37.3	175.4	g	17-2-106:LP-AF-DIR	17-2-106	0	5.623e-06	LT-AF-Z
80e-3		This study	1282	u	300	300			g	17-2-106:LP-ARM	17-2-106	50e-6	1.141e-04	LT-AF-I
0		This study	1283	u	300	300			g	17-2-106:LP-IRM	17-2-106	1.0	2.343e-03	LT-IRM
10e-3	1.587e-07	This study	1284		300	300				17-2-106:LP-X	17-2-106	0		LP-X
15e-3		This study	1285	u	300	300	59.5	190.1	g	17-2-109:LP-AF-DIR	17-2-109	0	6.407e-06	LT-AF-Z
80e-3		This study	1286	u	300	300			g	17-2-109:LP-ARM	17-2-109	50e-6	1.164e-04	LT-AF-I
0		This study	1287	u	300	300			g	17-2-109:LP-IRM	17-2-109	1.0	2.357e-03	LT-IRM
10e-3	1.560e-07	This study	1288		300	300				17-2-109:LP-X	17-2-109	0		LP-X
15e-3		This study	1289	u	300	300	45.5	179.7	g	17-2-112:LP-AF-DIR	17-2-112	0	6.190e-06	LT-AF-Z
80e-3		This study	1290	u	300	300			g	17-2-112:LP-ARM	17-2-112	50e-6	1.155e-04	LT-AF-I
0		This study	1291	u	300	300			g	17-2-112:LP-IRM	17-2-112	1.0	2.214e-03	LT-IRM
10e-3	1.464e-07	This study	1292		300	300				17-2-112:LP-X	17-2-112	0		LP-X
15e-3		This study	1293	u	300	300	63.2	183.7	g	17-2-115:LP-AF-DIR	17-2-115	0	4.817e-06	LT-AF-Z
80e-3		This study	1294	u	300	300			g	17-2-115:LP-ARM	17-2-115	50e-6	1.076e-04	LT-AF-I
0		This study	1295	u	300	300			g	17-2-115:LP-IRM	17-2-115	1.0	2.105e-03	LT-IRM
10e-3	1.425e-07	This study	1296		300	300				17-2-115:LP-X	17-2-115	0		LP-X
15e-3		This study	1297	u	300	300	59.4	179.5	g	17-2-118:LP-AF-DIR	17-2-118	0	3.256e-06	LT-AF-Z
80e-3		This study	1298	u	300	300			g	17-2-118:LP-ARM	17-2-118	50e-6	1.185e-04	LT-AF-I
0		This study	1299	u	300	300			g	17-2-118:LP-IRM	17-2-118	1.0	2.259e-03	LT-IRM
10e-3	1.523e-07	This study	1300		300	300				17-2-118:LP-X	17-2-118	0		LP-X
15e-3		This study	1301	u	300	300	50.3	182.9	g	17-2-122:LP-AF-DIR	17-2-122	0	2.977e-06	LT-AF-Z
80e-3		This study	1302	u	300	300			g	17-2-122:LP-ARM	17-2-122	50e-6	1.326e-04	LT-AF-I
0		This study	1303	u	300	300			g	17-2-122:LP-IRM	17-2-122	1.0	2.653e-03	LT-IRM
10e-3	1.810e-07	This study	1304		300	300				17-2-122:LP-X	17-2-122	0		LP-X
15e-3		This study	1305	u	300	300	59.8	178.0	g	17-2-125:LP-AF-DIR	17-2-125	0	3.697e-06	LT-AF-Z
80e-3		This study	1306	u	300	300			g	17-2-125:LP-ARM	17-2-125	50e-6	1.398e-04	LT-AF-I
0		This study	1307	u	300	300			g	17-2-125:LP-IRM	17-2-125	1.0	2.746e-03	LT-IRM
10e-3	1.915e-07	This study	1308		300	300				17-2-125:LP-X	17-2-125	0		LP-X
15e-3		This study	1309	u	300	300	62.2	181.0	g	17-2-128:LP-AF-DIR	17-2-128	0	6.849e-06	LT-AF-Z
80e-3		This study	1310	u	300	300			g	17-2-128:LP-ARM	17-2-128	50e-6	1.461e-04	LT-AF-I
0		This study	1311	u	300	300			g	17-2-128:LP-IRM	17-2-128	1.0	2.731e-03	LT-IRM
10e-3	1.911e-07	This study	1312		300	300				17-2-128:LP-X	17-2-128	0		LP-X
15e-3		This study	1313	u	300	300	39.5	173.1	g	17-2-131:LP-AF-DIR	17-2-131	0	4.026e-06	LT-AF-Z
80e-3		This study	1314	u	300	300			g	17-2-131:LP-ARM	17-2-131	50e-6	1.546e-04	LT-AF-I
0		This study	1315	u	300	300			g	17-2-131:LP-IRM	17-2-131	1.0	2.855e-03	LT-IRM
10e-3	1.980e-07	This study	1316		300	300				17-2-131:LP-X	17-2-131	0		LP-X
15e-3		This study	1317	u	300	300	41.2	187.6	g	17-2-134:LP-AF-DIR	17-2-134	0	5.839e-06	LT-AF-Z
80e-3		This study	1318	u	300	300			g	17-2-134:LP-ARM	17-2-134	50e-6	1.603e-04	LT-AF-I
0		This study	1319	u	300	300			g	17-2-134:LP-IRM	17-2-134	1.0	3.383e-03	LT-IRM
10e-3	2.427e-07	This study	1320		300	300				17-2-134:LP-X	17-2-134	0		LP-X
15e-3		This study	1321	u	300	300	45.6	173.8	g	17-2-137:LP-AF-DIR	17-2-137	0	5.227e-06	LT-AF-Z
80e-3		This study	1322	u	300	300			g	17-2-137:LP-ARM	17-2-137	50e-6	1.925e-04	LT-AF-I
0		This study	1323	u	300	300			g	17-2-137:LP-IRM	17-2-137	1.0	3.912e-03	LT-IRM
10e-3	2.714e-07	This study	1324		300	300				17-2-137:LP-X	17-2-137	0		LP-X
15e-3		This study	1325	u	300	300	70.1	153.3	g	17-2-141:LP-AF-DIR	17-2-141	0	6.533e-06	LT-AF-Z
80e-3		This study	1326	u	300	300			g	17-2-141:LP-ARM	17-2-141	50e-6	2.173e-04	LT-AF-I
0		This study	1327	u	300	300			g	17-2-141:LP-IRM	17-2-141	1.0	4.554e-03	LT-IRM
10e-3	3.122e-07	This study	1328		300	300				17-2-141:LP-X	17-2-141	0		LP-X
15e-3		This study	1329	u	300	300	58.7	180.8	g	17-3-004:LP-AF-DIR	17-3-004	0	6.023e-06	LT-AF-Z
80e-3		This study	1330	u	300	300			g	17-3-004:LP-ARM	17-3-004	50e-6	1.801e-04	LT-AF-I
0		This study	1331	u	300	300			g	17-3-004:LP-IRM	17-3-004	1.0	3.626e-03	LT-IRM
10e-3	2.520e-07	This study	1332		300	300				17-3-004:LP-X	17-3-004	0		LP-X
15e-3		This study	1333	u	300	300	68.3	168.7	g	17-3-007:LP-AF-DIR	17-3-007	0	1.070e-05	LT-AF-Z
80e-3		This study	1334	u	300	300			g	17-3-007:LP-ARM	17-3-007	50e-6	3.189e-04	LT-AF-I
0		This study	1335	u	300	300			g	17-3-007:LP-IRM	17-3-007	1.0	6.183e-03	LT-IRM
10e-3	4.286e-07	This study	1336		300	300				17-3-007:LP-X	17-3-007	0		LP-X
15e-3		This study	1337	u	300	300	62.8	154.4	g	17-3-010:LP-AF-DIR	17-3-010	0	3.610e-06	LT-AF-Z
80e-3		This study	1338	u	300	300			g	17-3-010:LP-ARM	17-3-010	50e-6	1.209e-04	LT-AF-I
0		This study	1339	u	300	300			g	17-3-010:LP-IRM	17-3-010	1.0	2.449e-03	LT-IRM
10e-3	1.713e-07	This study	1340		300	300				17-3-010:LP-X	17-3-010	0		LP-X
15e-3		This study	1341	u	300	300	64.3	185.9	g	17-3-013:LP-AF-DIR	17-3-013	0	3.084e-06	LT-AF-Z
80e-3		This study	1342	u	300	300			g	17-3-013:LP-ARM	17-3-013	50e-6	1.202e-04	LT-AF-I
0		This study	1343	u	300	300			g	17-3-013:LP-IRM	17-3-013	1.0	2.522e-03	LT-IRM
10e-3	1.739e-07	This study	1344		300	300				17-3-013:LP-X	17-3-013	0		LP-X
15e-3		This study	1345	u	300	300	69.6	204.9	g	17-3-017:LP-AF-DIR	17-3-017	0	2.650e-06	LT-AF-Z
80e-3		This study	1346	u	300	300			g	17-3-017:LP-ARM	17-3-017	50e-6	1.164e-04	LT-AF-I
0		This study	1347	u	300	300			g	17-3-017:LP-IRM	17-3-017	1.0	2.359e-03	LT-IRM
10e-3	1.668e-07	This study	1348		300	300				17-3-017:LP-X	17-3-017	0		LP-X
15e-3		This study	1349	u	300	300	74.5	203.3	g	17-3-019:LP-AF-DIR	17-3-019	0	1.109e-06	LT-AF-Z
80e-3		This study	1350	u	300	300			g	17-3-019:LP-ARM	17-3-019	50e-6	1.121e-04	LT-AF-I
0		This study	1351	u	300	300			g	17-3-019:LP-IRM	17-3-019	1.0	2.200e-03	LT-IRM
10e-3	1.570e-07	This study	1352		300	300				17-3-019:LP-X	17-3-019	0		LP-X
15e-3		This study	1353	u	300	300	65.1	243.2	g	17-3-022:LP-AF-DIR	17-3-022	0	1.099e-06	LT-AF-Z
80e-3		This study	1354	u	300	300			g	17-3-022:LP-ARM	17-3-022	50e-6	1.290e-04	LT-AF-I
0		This study	1355	u	300	300			g	17-3-022:LP-IRM	17-3-022	1.0	2.395e-03	LT-IRM
10e-3	1.774e-07	This study	1356		300	300				17-3-022:LP-X	17-3-022	0		LP-X
15e-3		This study	1357	u	300	300	84.8	172.0	g	17-3-025:LP-AF-DIR	17-3-025	0	1.260e-06	LT-AF-Z
80e-3		This study	1358	u	300	300			g	17-3-025:LP-ARM	17-3-025	50e-6	1.308e-04	LT-AF-I
0		This study	1359	u	300	300			g	17-3-025:LP-IRM	17-3-025	1.0	2.504e-03	LT-IRM
10e-3	1.869e-07	This study	1360		300	300				17-3-025:LP-X	17-3-025	0		LP-X
15e-3		This study	1361	u	300	300	78.7	126.8	g	17-3-027:LP-AF-DIR	17-3-027	0	1.660e-06	LT-AF-Z
80e-3		This study	1362	u	300	300			g	17-3-027:LP-ARM	17-3-027	50e-6	1.354e-04	LT-AF-I
0		This study	1363	u	300	300			g	17-3-027:LP-IRM	17-3-027	1.0	2.484e-03	LT-IRM
10e-3	1.804e-07	This study	1364		300	300				17-3-027:LP-X	17-3-027	0		LP-X
15e-3		This study	1365	u	300	300	73.4	136.1	g	17-3-030:LP-AF-DIR	17-3-030	0	1.971e-06	LT-AF-Z
80e-3		This study	1366	u	300	300			g	17-3-030:LP-ARM	17-3-030	50e-6	1.277e-04	LT-AF-I
0		This study	1367	u	300	300			g	17-3-030:LP-IRM	17-3-030	1.0	2.455e-03	LT-IRM
10e-3	1.773e-07	This study	1368		300	300				17-3-030:LP-X	17-3-030	0		LP-X
15e-3		This study	1369	u	300	300	73.9	182.3	g	17-3-034:LP-AF-DIR	17-3-034	0	2.552e-06	LT-AF-Z
80e-3		This study	1370	u	300	300			g	17-3-034:LP-ARM	17-3-034	50e-6	1.319e-04	LT-AF-I
0		This study	1371	u	300	300			g	17-3-034:LP-IRM	17-3-034	1.0	2.574e-03	LT-IRM
10e-3	1.823e-07	This study	1372		300	300				17-3-034:LP-X	17-3-034	0		LP-X
15e-3		This study	1373	u	300	300	70.1	171.8	g	17-3-036:LP-AF-DIR	17-3-036	0	2.333e-06	LT-AF-Z
80e-3		This study	1374	u	300	300			g	17-3-036:LP-ARM	17-3-036	50e-6	1.284e-04	LT-AF-I
0		This study	1375	u	300	300			g	17-3-036:LP-IRM	17-3-036	1.0	2.522e-03	LT-IRM
10e-3	1.791e-07	This study	1376		300	300				17-3-036:LP-X	17-3-036	0		LP-X
15e-3		This study	1377	u	300	300	66	164.3	g	17-3-039:LP-AF-DIR	17-3-039	0	2.497e-06	LT-AF-Z
80e-3		This study	1378	u	300	300			g	17-3-039:LP-ARM	17-3-039	50e-6	1.273e-04	LT-AF-I
0		This study	1379	u	300	300			g	17-3-039:LP-IRM	17-3-039	1.0	2.591e-03	LT-IRM
10e-3	1.844e-07	This study	1380		300	300				17-3-039:LP-X	17-3-039	0		LP-X
15e-3		This study	1381	u	300	300	61.2	177.4	g	17-3-043:LP-AF-DIR	17-3-043	0	4.911e-06	LT-AF-Z
80e-3		This study	1382	u	300	300			g	17-3-043:LP-ARM	17-3-043	50e-6	1.259e-04	LT-AF-I
0		This study	1383	u	300	300			g	17-3-043:LP-IRM	17-3-043	1.0	2.501e-03	LT-IRM
10e-3	1.752e-07	This study	1384		300	300				17-3-043:LP-X	17-3-043	0		LP-X
15e-3		This study	1385	u	300	300	66.8	158.4	g	17-3-046:LP-AF-DIR	17-3-046	0	5.462e-06	LT-AF-Z
80e-3		This study	1386	u	300	300			g	17-3-046:LP-ARM	17-3-046	50e-6	1.398e-04	LT-AF-I
0		This study	1387	u	300	300			g	17-3-046:LP-IRM	17-3-046	1.0	2.666e-03	LT-IRM
10e-3	1.834e-07	This study	1388		300	300				17-3-046:LP-X	17-3-046	0		LP-X
15e-3		This study	1389	u	300	300	65	167.1	g	17-3-049:LP-AF-DIR	17-3-049	0	4.121e-06	LT-AF-Z
80e-3		This study	1390	u	300	300			g	17-3-049:LP-ARM	17-3-049	50e-6	1.438e-04	LT-AF-I
0		This study	1391	u	300	300			g	17-3-049:LP-IRM	17-3-049	1.0	2.904e-03	LT-IRM
10e-3	2.085e-07	This study	1392		300	300				17-3-049:LP-X	17-3-049	0		LP-X
15e-3		This study	1393	u	300	300	59.5	156.2	g	17-3-053:LP-AF-DIR	17-3-053	0	6.463e-06	LT-AF-Z
80e-3		This study	1394	u	300	300			g	17-3-053:LP-ARM	17-3-053	50e-6	1.370e-04	LT-AF-I
0		This study	1395	u	300	300			g	17-3-053:LP-IRM	17-3-053	1.0	2.809e-03	LT-IRM
10e-3	1.934e-07	This study	1396		300	300				17-3-053:LP-X	17-3-053	0		LP-X
15e-3		This study	1397	u	300	300	67.5	168.3	g	17-3-056:LP-AF-DIR	17-3-056	0	4.672e-06	LT-AF-Z
80e-3		This study	1398	u	300	300			g	17-3-056:LP-ARM	17-3-056	50e-6	1.407e-04	LT-AF-I
0		This study	1399	u	300	300			g	17-3-056:LP-IRM	17-3-056	1.0	2.853e-03	LT-IRM
10e-3	1.889e-07	This study	1400		300	300				17-3-056:LP-X	17-3-056	0		LP-X
15e-3		This study	1401	u	300	300	75	233.7	g	17-3-060:LP-AF-DIR	17-3-060	0	3.200e-06	LT-AF-Z
80e-3		This study	1402	u	300	300			g	17-3-060:LP-ARM	17-3-060	50e-6	1.440e-04	LT-AF-I
0		This study	1403	u	300	300			g	17-3-060:LP-IRM	17-3-060	1.0	2.836e-03	LT-IRM
10e-3	1.917e-07	This study	1404		300	300				17-3-060:LP-X	17-3-060	0		LP-X
15e-3		This study	1405	u	300	300	63.3	196.9	g	17-3-063:LP-AF-DIR	17-3-063	0	2.811e-06	LT-AF-Z
80e-3		This study	1406	u	300	300			g	17-3-063:LP-ARM	17-3-063	50e-6	1.390e-04	LT-AF-I
0		This study	1407	u	300	300			g	17-3-063:LP-IRM	17-3-063	1.0	2.805e-03	LT-IRM
10e-3	1.943e-07	This study	1408		300	300				17-3-063:LP-X	17-3-063	0		LP-X
15e-3		This study	1409	u	300	300	55.7	179.5	g	17-3-066:LP-AF-DIR	17-3-066	0	3.127e-06	LT-AF-Z
80e-3		This study	1410	u	300	300			g	17-3-066:LP-ARM	17-3-066	50e-6	1.344e-04	LT-AF-I
0		This study	1411	u	300	300			g	17-3-066:LP-IRM	17-3-066	1.0	2.731e-03	LT-IRM
10e-3	1.913e-07	This study	1412		300	300				17-3-066:LP-X	17-3-066	0		LP-X
15e-3		This study	1413	u	300	300	63	186.1	g	17-3-070:LP-AF-DIR	17-3-070	0	5.185e-06	LT-AF-Z
80e-3		This study	1414	u	300	300			g	17-3-070:LP-ARM	17-3-070	50e-6	1.345e-04	LT-AF-I
0		This study	1415	u	300	300			g	17-3-070:LP-IRM	17-3-070	1.0	2.794e-03	LT-IRM
10e-3	1.871e-07	This study	1416		300	300				17-3-070:LP-X	17-3-070	0		LP-X
15e-3		This study	1417	u	300	300	60.9	178.9	g	17-3-073:LP-AF-DIR	17-3-073	0	6.304e-06	LT-AF-Z
80e-3		This study	1418	u	300	300			g	17-3-073:LP-ARM	17-3-073	50e-6	1.334e-04	LT-AF-I
0		This study	1419	u	300	300			g	17-3-073:LP-IRM	17-3-073	1.0	2.766e-03	LT-IRM
10e-3	1.916e-07	This study	1420		300	300				17-3-073:LP-X	17-3-073	0		LP-X
15e-3		This study	1421	u	300	300	56.4	178.4	g	17-3-076:LP-AF-DIR	17-3-076	0	9.638e-06	LT-AF-Z
80e-3		This study	1422	u	300	300			g	17-3-076:LP-ARM	17-3-076	50e-6	1.372e-04	LT-AF-I
