tab delimited	contribution
id	version	timestamp	contributor	data_model_version	reference	description
14132	4	2015-02-20T12:21:14.000Z	@ltauxe	3.0	10.1111/j.1365-246X.1997.tb04082.x	Upgraded to MagIC Data Model 3.0 by the MagIC Database Team
>>>>>>>>>>
tab delimited	locations
location	location_type	citations	plate_blocks	lat_s	lat_n	lon_w	lon_e	continent_ocean
DSDP Site 522	Drill Site	This study	African Plate	-27	-27	355	355	Atlantic Ocean
>>>>>>>>>>
tab delimited	sites
site	location	citations	geologic_classes	geologic_types	lithologies	core_depth	age	age_unit
15e-3		This study	9321	u	300	300	62.2	172.1	g	38-2-148:LP-AF-DIR	38-2-148	0	5.627e-06	LT-AF-Z
80e-3		This study	9322	u	300	300			g	38-2-148:LP-ARM	38-2-148	50e-6	1.058e-04	LT-AF-I
0		This study	9323	u	300	300			g	38-2-148:LP-IRM	38-2-148	1.0	1.973e-03	LT-IRM
10e-3	1.647e-07	This study	9324		300	300				38-2-148:LP-X	38-2-148	0		LP-X
15e-3		This study	9325	u	300	300	28.4	215.5	g	38-2-150:LP-AF-DIR	38-2-150	0	2.277e-06	LT-AF-Z
80e-3		This study	9326	u	300	300			g	38-2-150:LP-ARM	38-2-150	50e-6	6.994e-05	LT-AF-I
0		This study	9327	u	300	300			g	38-2-150:LP-IRM	38-2-150	1.0	1.086e-03	LT-IRM
10e-3	9.017e-08	This study	9328		300	300				38-2-150:LP-X	38-2-150	0		LP-X
>>>>>>>>>>
tab delimited	ages
location	site	age	age_unit	method_codes	citations
DSDP Site 522	15-1-013	22.75	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-1-022	22.7786	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-1-024	22.7893	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-1-028	22.8036	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-1-031	22.8143	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-1-035	22.825	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-1-039	22.8393	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-1-041	22.85	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-1-045	22.8598	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-1-047	22.8663	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-1-051	22.8792	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-1-054	22.889	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-1-057	22.8988	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-1-060	22.9118	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-1-063	22.9215	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-1-066	22.9312	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-1-069	22.9377	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-1-072	22.9475	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-1-075	22.9605	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-1-079	22.9703	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-1-082	22.98	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-1-085	22.9897	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-1-088	22.9995	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-1-091	23.0125	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-1-094	23.0223	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-1-097	23.032	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-1-100	23.0417	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-1-103	23.0483	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-1-106	23.0613	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-1-109	23.0678	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-1-113	23.0808	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-1-115	23.0905	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-1-118	23.1003	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-1-122	23.11	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-1-125	23.1204	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-1-128	23.1308	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-1-131	23.1412	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-1-134	23.155	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-1-137	23.1654	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-1-140	23.1758	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-1-144	23.1862	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-1-147	23.1965	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-1-149	23.2069	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-003	23.2173	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-005	23.2277	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-008	23.2381	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-012	23.2485	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-014	23.2588	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-019	23.2727	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-021	23.2831	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-024	23.2935	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-027	23.3038	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-030	23.3142	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-034	23.3246	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-037	23.3385	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-040	23.3488	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-043	23.3592	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-046	23.3662	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-050	23.38	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-055	23.3978	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-058	23.412	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-061	23.4191	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-064	23.4298	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-067	23.4404	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-070	23.4511	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-073	23.4618	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-076	23.476	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-079	23.4867	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-082	23.4973	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-085	23.508	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-088	23.5187	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-091	23.5293	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-095	23.54	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-098	23.5453	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-101	23.5507	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-104	23.556	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-107	23.5613	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-109	23.5649	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-113	23.5737	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-116	23.5791	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-119	23.5844	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-123	23.5897	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-126	23.595	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-128	23.6004	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-132	23.6057	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-135	23.611	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-138	23.6164	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-141	23.6217	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-143	23.627	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-147	23.6323	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-2-150	23.6377	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-3-001	23.6394	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-3-004	23.6465	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-3-007	23.6519	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-3-010	23.6572	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-3-013	23.6625	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-3-015	23.6661	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-3-019	23.6732	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-3-022	23.6785	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-3-025	23.6821	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-3-028	23.6892	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-3-031	23.6945	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-3-035	23.6998	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-3-038	23.7051	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-3-041	23.7105	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-3-044	23.7158	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-3-047	23.7211	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-3-051	23.73	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-3-054	23.7339	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-3-057	23.7398	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-3-061	23.7495	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-3-064	23.7534	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-3-067	23.7593	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-3-071	23.7671	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-3-075	23.7749	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-3-078	23.7807	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-3-080	23.7866	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-3-083	23.7924	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-3-086	23.7983	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-3-089	23.8041	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-3-092	23.81	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-3-096	23.8162	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-3-098	23.8203	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-3-101	23.8285	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-3-104	23.8347	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-3-107	23.8388	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-3-109	23.845	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-3-112	23.8511	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-3-115	23.8573	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-3-118	23.8635	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-3-122	23.8696	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-3-125	23.8758	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	15-3-129	23.884	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-1-098	24.1082	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-1-101	24.1164	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-1-104	24.1226	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-1-108	24.1287	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-1-110	24.1349	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-1-115	24.1431	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-1-119	24.1514	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-1-122	24.1596	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-1-125	24.1637	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-1-128	24.1699	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-1-131	24.176	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-1-134	24.1822	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-1-137	24.1904	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-1-140	24.1946	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-1-142	24.2007	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-1-145	24.2048	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-1-148	24.2131	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-2-001	24.2192	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-2-005	24.2275	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-2-008	24.2336	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-2-012	24.2419	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-2-015	24.248	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-2-018	24.2521	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-2-021	24.2583	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-2-024	24.2645	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-2-029	24.2748	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-2-032	24.2809	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-2-034	24.2871	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-2-038	24.2953	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-2-041	24.2994	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-2-050	24.3179	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-2-053	24.3241	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-2-056	24.3303	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-2-059	24.3365	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-2-061	24.3406	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-2-064	24.3467	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-2-066	24.3529	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-2-069	24.357	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-2-073	24.3652	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-2-076	24.3714	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-2-079	24.3776	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-2-082	24.3837	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-2-085	24.3899	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-2-087	24.394	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-2-090	24.4023	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-2-093	24.4064	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-2-096	24.4125	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-2-098	24.4187	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-2-101	24.4249	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-2-104	24.431	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-2-107	24.4352	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-2-110	24.4413	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-2-112	24.4475	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-2-116	24.4537	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-2-122	24.4681	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-2-127	24.4763	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-2-130	24.4825	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-2-132	24.4886	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-2-135	24.4948	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-2-138	24.501	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-2-141	24.5071	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-2-144	24.5133	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-2-147	24.5195	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-2-150	24.5256	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-3-002	24.5298	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-3-004	24.5339	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-3-008	24.5421	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-3-011	24.5462	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-3-014	24.5544	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-3-017	24.5585	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-3-020	24.5647	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-3-023	24.5709	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-3-026	24.5771	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-3-028	24.5832	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-3-031	24.5894	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-3-034	24.5956	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-3-037	24.6017	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-3-040	24.6079	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-3-043	24.6141	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-3-045	24.6182	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-3-048	24.6244	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-3-051	24.6305	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-3-054	24.6367	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-3-057	24.6429	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-3-060	24.647	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-3-063	24.6552	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-3-066	24.6614	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-3-069	24.6655	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-3-072	24.6737	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-3-075	24.6799	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-3-078	24.686	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-3-080	24.6881	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-3-083	24.6963	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-3-086	24.7025	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-3-089	24.7087	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-3-092	24.7148	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-3-095	24.721	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-3-098	24.7251	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-3-102	24.7333	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-3-105	24.7395	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-3-108	24.7457	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-3-110	24.7519	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-3-114	24.758	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-3-116	24.7642	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-3-119	24.7704	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-3-122	24.7765	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-3-125	24.7827	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	16-3-127	24.7868	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-005	24.8238	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-009	24.83	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-012	24.836	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-015	24.842	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-018	24.85	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-021	24.856	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-022	24.858	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-023	24.86	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-026	24.866	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-030	24.872	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-035	24.884	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-040	24.892	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-042	24.898	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-045	24.904	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-048	24.91	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-051	24.916	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-054	24.922	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-058	24.93	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-061	24.934	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-064	24.94	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-066	24.946	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-069	24.952	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-072	24.958	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-075	24.964	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-079	24.97	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-081	24.974	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-085	24.982	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-087	24.988	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-091	24.994	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-094	25.002	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-097	25.008	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-100	25.014	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-103	25.02	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-107	25.026	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-110	25.032	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-113	25.04	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-116	25.044	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-119	25.05	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-123	25.058	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-125	25.064	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-128	25.07	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-131	25.076	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-134	25.082	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-137	25.086	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-141	25.094	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-144	25.1	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-147	25.106	Ma	GM-INT-L:GM-PMAG-POL	This study
DSDP Site 522	17-1-150	25.112	Ma	GM-INT-L:GM-PMAG-POL	This study
