tab 	pmag_specimens
er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_method_codes	specimen_dec	specimen_description	specimen_inc	specimen_inferred_age	specimen_inferred_age_unit	specimen_int_rel
This study	DSDP Site 522	28-3-054	28-3-054	28-3-054	LP-PI-IRM:LP-PI-REL:LT-AF-Z	6.7	Declination rotated section mean=0/180;rel int is NRM/IRM	-44	30.8992	Ma	3.247e-03
This study	DSDP Site 522	28-3-057	28-3-057	28-3-057	LP-PI-IRM:LP-PI-REL:LT-AF-Z	18.3	Declination rotated section mean=0/180;rel int is NRM/IRM	-51.2	30.9027	Ma	4.846e-03
This study	DSDP Site 522	28-3-063	28-3-063	28-3-063	LP-PI-IRM:LP-PI-REL:LT-AF-Z	10.6	Declination rotated section mean=0/180;rel int is NRM/IRM	-45.8	30.9098	Ma	5.612e-03
This study	DSDP Site 522	28-3-066	28-3-066	28-3-066	LP-PI-IRM:LP-PI-REL:LT-AF-Z	6.2	Declination rotated section mean=0/180;rel int is NRM/IRM	-43.8	30.9133	Ma	3.685e-03
This study	DSDP Site 522	28-3-069	28-3-069	28-3-069	LP-PI-IRM:LP-PI-REL:LT-AF-Z	349.2	Declination rotated section mean=0/180;rel int is NRM/IRM	-63.8	30.9169	Ma	5.092e-03
This study	DSDP Site 522	28-3-073	28-3-073	28-3-073	LP-PI-IRM:LP-PI-REL:LT-AF-Z	351.1	Declination rotated section mean=0/180;rel int is NRM/IRM	-46.9	30.9216	Ma	4.033e-03
This study	DSDP Site 522	28-3-076	28-3-076	28-3-076	LP-PI-IRM:LP-PI-REL:LT-AF-Z	6.2	Declination rotated section mean=0/180;rel int is NRM/IRM	-41.6	30.9251	Ma	3.441e-03
This study	DSDP Site 522	28-3-079	28-3-079	28-3-079	LP-PI-IRM:LP-PI-REL:LT-AF-Z	11.7	Declination rotated section mean=0/180;rel int is NRM/IRM	-52.6	30.9287	Ma	3.024e-03
This study	DSDP Site 522	28-3-082	28-3-082	28-3-082	LP-PI-IRM:LP-PI-REL:LT-AF-Z	359.4	Declination rotated section mean=0/180;rel int is NRM/IRM	-3	30.9322	Ma	1.345e-03
This study	DSDP Site 522	28-3-085	28-3-085	28-3-085	LP-PI-IRM:LP-PI-REL:LT-AF-Z	41.9	Declination rotated section mean=0/180;rel int is NRM/IRM	-45.1	30.9358	Ma	2.362e-03
This study	DSDP Site 522	28-3-088	28-3-088	28-3-088	LP-PI-IRM:LP-PI-REL:LT-AF-Z	285.7	Declination rotated section mean=0/180;rel int is NRM/IRM	16.3	30.9393	Ma	1.061e-03
This study	DSDP Site 522	28-3-091	28-3-091	28-3-091	LP-PI-IRM:LP-PI-REL:LT-AF-Z	309.5	Declination rotated section mean=0/180;rel int is NRM/IRM	60.5	30.9428	Ma	1.561e-03
This study	DSDP Site 522	28-3-094	28-3-094	28-3-094	LP-PI-IRM:LP-PI-REL:LT-AF-Z	325.8	Declination rotated section mean=0/180;rel int is NRM/IRM	58.3	30.9464	Ma	2.006e-03
This study	DSDP Site 522	28-3-097	28-3-097	28-3-097	LP-PI-IRM:LP-PI-REL:LT-AF-Z	332.8	Declination rotated section mean=0/180;rel int is NRM/IRM	50.7	30.9499	Ma	2.826e-03
This study	DSDP Site 522	28-3-100	28-3-100	28-3-100	LP-PI-IRM:LP-PI-REL:LT-AF-Z	350.9	Declination rotated section mean=0/180;rel int is NRM/IRM	55.8	30.9535	Ma	3.132e-03
This study	DSDP Site 522	28-3-103	28-3-103	28-3-103	LP-PI-IRM:LP-PI-REL:LT-AF-Z	22.0	Declination rotated section mean=0/180;rel int is NRM/IRM	42.1	30.957	Ma	3.374e-03
This study	DSDP Site 522	28-3-106	28-3-106	28-3-106	LP-PI-IRM:LP-PI-REL:LT-AF-Z	11.0	Declination rotated section mean=0/180;rel int is NRM/IRM	24.7	30.9606	Ma	2.387e-03
This study	DSDP Site 522	28-3-112	28-3-112	28-3-112	LP-PI-IRM:LP-PI-REL:LT-AF-Z	40.1	Declination rotated section mean=0/180;rel int is NRM/IRM	43.3	30.9676	Ma	2.912e-03
This study	DSDP Site 522	28-3-114	28-3-114	28-3-114	LP-PI-IRM:LP-PI-REL:LT-AF-Z	98.1	Declination rotated section mean=0/180;rel int is NRM/IRM	56.8	30.97	Ma	2.681e-03
This study	DSDP Site 522	29-1-004	29-1-004	29-1-004	LP-PI-IRM:LP-PI-REL:LT-AF-Z	236.9	Declination rotated section mean=0/180;rel int is NRM/IRM	5.1	31.0011	Ma	1.009e-03
This study	DSDP Site 522	29-1-008	29-1-008	29-1-008	LP-PI-IRM:LP-PI-REL:LT-AF-Z	216.8	Declination rotated section mean=0/180;rel int is NRM/IRM	18.6	31.0052	Ma	4.794e-04
This study	DSDP Site 522	29-1-011	29-1-011	29-1-011	LP-PI-IRM:LP-PI-REL:LT-AF-Z	269.8	Declination rotated section mean=0/180;rel int is NRM/IRM	-15.3	31.0083	Ma	1.134e-03
This study	DSDP Site 522	29-1-017	29-1-017	29-1-017	LP-PI-IRM:LP-PI-REL:LT-AF-Z	162.4	Declination rotated section mean=0/180;rel int is NRM/IRM	48.5	31.0146	Ma	1.330e-03
This study	DSDP Site 522	29-1-027	29-1-027	29-1-027	LP-PI-IRM:LP-PI-REL:LT-AF-Z	126.6	Declination rotated section mean=0/180;rel int is NRM/IRM	-4	31.0249	Ma	1.598e-03
This study	DSDP Site 522	29-1-030	29-1-030	29-1-030	LP-PI-IRM:LP-PI-REL:LT-AF-Z	197.3	Declination rotated section mean=0/180;rel int is NRM/IRM	47.8	31.028	Ma	1.493e-03
This study	DSDP Site 522	29-1-033	29-1-033	29-1-033	LP-PI-IRM:LP-PI-REL:LT-AF-Z	350.8	Declination rotated section mean=0/180;rel int is NRM/IRM	6.2	31.0311	Ma	8.219e-03
This study	DSDP Site 522	29-1-037	29-1-037	29-1-037	LP-PI-IRM:LP-PI-REL:LT-AF-Z	160.9	Declination rotated section mean=0/180;rel int is NRM/IRM	62.1	31.0353	Ma	1.621e-03
This study	DSDP Site 522	29-1-040	29-1-040	29-1-040	LP-PI-IRM:LP-PI-REL:LT-AF-Z	173.6	Declination rotated section mean=0/180;rel int is NRM/IRM	58.9	31.0384	Ma	2.458e-03
This study	DSDP Site 522	29-1-043	29-1-043	29-1-043	LP-PI-IRM:LP-PI-REL:LT-AF-Z	142.2	Declination rotated section mean=0/180;rel int is NRM/IRM	49.3	31.0415	Ma	4.343e-03
This study	DSDP Site 522	29-1-047	29-1-047	29-1-047	LP-PI-IRM:LP-PI-REL:LT-AF-Z	125.8	Declination rotated section mean=0/180;rel int is NRM/IRM	68.8	31.0457	Ma	4.697e-03
This study	DSDP Site 522	29-1-051	29-1-051	29-1-051	LP-PI-IRM:LP-PI-REL:LT-AF-Z	127.2	Declination rotated section mean=0/180;rel int is NRM/IRM	53.9	31.0498	Ma	4.219e-03
This study	DSDP Site 522	29-1-054	29-1-054	29-1-054	LP-PI-IRM:LP-PI-REL:LT-AF-Z	130.3	Declination rotated section mean=0/180;rel int is NRM/IRM	62.3	31.0529	Ma	4.241e-03
This study	DSDP Site 522	29-1-057	29-1-057	29-1-057	LP-PI-IRM:LP-PI-REL:LT-AF-Z	160.2	Declination rotated section mean=0/180;rel int is NRM/IRM	54	31.056	Ma	3.641e-03
This study	DSDP Site 522	29-1-061	29-1-061	29-1-061	LP-PI-IRM:LP-PI-REL:LT-AF-Z	156.3	Declination rotated section mean=0/180;rel int is NRM/IRM	58.6	31.0602	Ma	3.786e-03
This study	DSDP Site 522	29-1-068	29-1-068	29-1-068	LP-PI-IRM:LP-PI-REL:LT-AF-Z	168.1	Declination rotated section mean=0/180;rel int is NRM/IRM	52.2	31.0674	Ma	4.500e-03
This study	DSDP Site 522	29-1-070	29-1-070	29-1-070	LP-PI-IRM:LP-PI-REL:LT-AF-Z	201.7	Declination rotated section mean=0/180;rel int is NRM/IRM	70.9	31.0695	Ma	4.185e-03
This study	DSDP Site 522	29-1-073	29-1-073	29-1-073	LP-PI-IRM:LP-PI-REL:LT-AF-Z	180.6	Declination rotated section mean=0/180;rel int is NRM/IRM	59.3	31.0726	Ma	4.833e-03
This study	DSDP Site 522	29-1-078	29-1-078	29-1-078	LP-PI-IRM:LP-PI-REL:LT-AF-Z	149.5	Declination rotated section mean=0/180;rel int is NRM/IRM	62.3	31.0778	Ma	4.282e-03
This study	DSDP Site 522	29-1-083	29-1-083	29-1-083	LP-PI-IRM:LP-PI-REL:LT-AF-Z	150.4	Declination rotated section mean=0/180;rel int is NRM/IRM	54	31.083	Ma	4.077e-03
This study	DSDP Site 522	29-1-086	29-1-086	29-1-086	LP-PI-IRM:LP-PI-REL:LT-AF-Z	163.6	Declination rotated section mean=0/180;rel int is NRM/IRM	60.4	31.0861	Ma	4.737e-03
This study	DSDP Site 522	29-1-094	29-1-094	29-1-094	LP-PI-IRM:LP-PI-REL:LT-AF-Z	167.8	Declination rotated section mean=0/180;rel int is NRM/IRM	62.9	31.0944	Ma	5.024e-03
This study	DSDP Site 522	29-1-097	29-1-097	29-1-097	LP-PI-IRM:LP-PI-REL:LT-AF-Z	174.5	Declination rotated section mean=0/180;rel int is NRM/IRM	62.3	31.0975	Ma	4.356e-03
This study	DSDP Site 522	29-1-100	29-1-100	29-1-100	LP-PI-IRM:LP-PI-REL:LT-AF-Z	168.9	Declination rotated section mean=0/180;rel int is NRM/IRM	82	31.1006	Ma	2.588e-03
This study	DSDP Site 522	29-1-103	29-1-103	29-1-103	LP-PI-IRM:LP-PI-REL:LT-AF-Z	207.8	Declination rotated section mean=0/180;rel int is NRM/IRM	56.7	31.1037	Ma	2.514e-03
This study	DSDP Site 522	29-1-106	29-1-106	29-1-106	LP-PI-IRM:LP-PI-REL:LT-AF-Z	193.3	Declination rotated section mean=0/180;rel int is NRM/IRM	48	31.1068	Ma	3.013e-03
This study	DSDP Site 522	29-1-109	29-1-109	29-1-109	LP-PI-IRM:LP-PI-REL:LT-AF-Z	197.2	Declination rotated section mean=0/180;rel int is NRM/IRM	55.4	31.1099	Ma	2.897e-03
This study	DSDP Site 522	29-1-112	29-1-112	29-1-112	LP-PI-IRM:LP-PI-REL:LT-AF-Z	198.6	Declination rotated section mean=0/180;rel int is NRM/IRM	60.2	31.113	Ma	3.611e-03
This study	DSDP Site 522	29-1-115	29-1-115	29-1-115	LP-PI-IRM:LP-PI-REL:LT-AF-Z	204.3	Declination rotated section mean=0/180;rel int is NRM/IRM	49.2	31.1161	Ma	3.611e-03
This study	DSDP Site 522	29-1-118	29-1-118	29-1-118	LP-PI-IRM:LP-PI-REL:LT-AF-Z	203.3	Declination rotated section mean=0/180;rel int is NRM/IRM	56.7	31.1192	Ma	3.149e-03
This study	DSDP Site 522	29-1-123	29-1-123	29-1-123	LP-PI-IRM:LP-PI-REL:LT-AF-Z	245.2	Declination rotated section mean=0/180;rel int is NRM/IRM	76.7	31.1244	Ma	3.430e-03
This study	DSDP Site 522	29-1-126	29-1-126	29-1-126	LP-PI-IRM:LP-PI-REL:LT-AF-Z	204.9	Declination rotated section mean=0/180;rel int is NRM/IRM	35.2	31.1275	Ma	3.374e-03
This study	DSDP Site 522	29-1-131	29-1-131	29-1-131	LP-PI-IRM:LP-PI-REL:LT-AF-Z	175.8	Declination rotated section mean=0/180;rel int is NRM/IRM	57.3	31.1327	Ma	4.125e-03
This study	DSDP Site 522	29-1-134	29-1-134	29-1-134	LP-PI-IRM:LP-PI-REL:LT-AF-Z	347.3	Declination rotated section mean=0/180;rel int is NRM/IRM	81.1	31.1358	Ma	4.119e-03
This study	DSDP Site 522	29-1-137	29-1-137	29-1-137	LP-PI-IRM:LP-PI-REL:LT-AF-Z	191.3	Declination rotated section mean=0/180;rel int is NRM/IRM	50.9	31.1389	Ma	4.941e-03
This study	DSDP Site 522	29-1-140	29-1-140	29-1-140	LP-PI-IRM:LP-PI-REL:LT-AF-Z	214.6	Declination rotated section mean=0/180;rel int is NRM/IRM	56.2	31.142	Ma	4.586e-03
This study	DSDP Site 522	29-1-144	29-1-144	29-1-144	LP-PI-IRM:LP-PI-REL:LT-AF-Z	346.9	Declination rotated section mean=0/180;rel int is NRM/IRM	71.5	31.1462	Ma	4.142e-03
This study	DSDP Site 522	29-2-004	29-2-004	29-2-004	LP-PI-IRM:LP-PI-REL:LT-AF-Z	194.0	Declination rotated section mean=0/180;rel int is NRM/IRM	38.8	31.1565	Ma	2.824e-03
This study	DSDP Site 522	29-2-007	29-2-007	29-2-007	LP-PI-IRM:LP-PI-REL:LT-AF-Z	188.1	Declination rotated section mean=0/180;rel int is NRM/IRM	46	31.1597	Ma	2.612e-03
This study	DSDP Site 522	29-2-010	29-2-010	29-2-010	LP-PI-IRM:LP-PI-REL:LT-AF-Z	190.9	Declination rotated section mean=0/180;rel int is NRM/IRM	42.1	31.1628	Ma	2.837e-03
This study	DSDP Site 522	29-2-014	29-2-014	29-2-014	LP-PI-IRM:LP-PI-REL:LT-AF-Z	182.1	Declination rotated section mean=0/180;rel int is NRM/IRM	57.4	31.1669	Ma	3.693e-03
This study	DSDP Site 522	29-2-017	29-2-017	29-2-017	LP-PI-IRM:LP-PI-REL:LT-AF-Z	174.3	Declination rotated section mean=0/180;rel int is NRM/IRM	43.7	31.17	Ma	3.674e-03
This study	DSDP Site 522	29-2-020	29-2-020	29-2-020	LP-PI-IRM:LP-PI-REL:LT-AF-Z	181.3	Declination rotated section mean=0/180;rel int is NRM/IRM	47	31.1731	Ma	3.990e-03
This study	DSDP Site 522	29-2-023	29-2-023	29-2-023	LP-PI-IRM:LP-PI-REL:LT-AF-Z	157.9	Declination rotated section mean=0/180;rel int is NRM/IRM	54.7	31.1762	Ma	3.584e-03
This study	DSDP Site 522	29-2-026	29-2-026	29-2-026	LP-PI-IRM:LP-PI-REL:LT-AF-Z	183.0	Declination rotated section mean=0/180;rel int is NRM/IRM	60.2	31.1793	Ma	3.935e-03
This study	DSDP Site 522	29-2-029	29-2-029	29-2-029	LP-PI-IRM:LP-PI-REL:LT-AF-Z	179.5	Declination rotated section mean=0/180;rel int is NRM/IRM	61.5	31.1825	Ma	3.254e-03
This study	DSDP Site 522	29-2-032	29-2-032	29-2-032	LP-PI-IRM:LP-PI-REL:LT-AF-Z	154.6	Declination rotated section mean=0/180;rel int is NRM/IRM	50.9	31.1856	Ma	2.636e-03
This study	DSDP Site 522	29-2-036	29-2-036	29-2-036	LP-PI-IRM:LP-PI-REL:LT-AF-Z	190.2	Declination rotated section mean=0/180;rel int is NRM/IRM	50.6	31.1897	Ma	3.074e-03
This study	DSDP Site 522	29-2-039	29-2-039	29-2-039	LP-PI-IRM:LP-PI-REL:LT-AF-Z	155.8	Declination rotated section mean=0/180;rel int is NRM/IRM	47.8	31.1928	Ma	2.381e-03
This study	DSDP Site 522	29-2-042	29-2-042	29-2-042	LP-PI-IRM:LP-PI-REL:LT-AF-Z	200.1	Declination rotated section mean=0/180;rel int is NRM/IRM	52	31.1959	Ma	3.186e-03
This study	DSDP Site 522	29-2-045	29-2-045	29-2-045	LP-PI-IRM:LP-PI-REL:LT-AF-Z	192.0	Declination rotated section mean=0/180;rel int is NRM/IRM	67.4	31.199	Ma	2.634e-03
This study	DSDP Site 522	29-2-048	29-2-048	29-2-048	LP-PI-IRM:LP-PI-REL:LT-AF-Z	208.9	Declination rotated section mean=0/180;rel int is NRM/IRM	52.7	31.2021	Ma	1.821e-03
This study	DSDP Site 522	29-2-051	29-2-051	29-2-051	LP-PI-IRM:LP-PI-REL:LT-AF-Z	216.0	Declination rotated section mean=0/180;rel int is NRM/IRM	53.1	31.2053	Ma	1.951e-03
This study	DSDP Site 522	29-2-054	29-2-054	29-2-054	LP-PI-IRM:LP-PI-REL:LT-AF-Z	210.3	Declination rotated section mean=0/180;rel int is NRM/IRM	41.6	31.2084	Ma	1.343e-03
This study	DSDP Site 522	29-2-057	29-2-057	29-2-057	LP-PI-IRM:LP-PI-REL:LT-AF-Z	219.2	Declination rotated section mean=0/180;rel int is NRM/IRM	33.8	31.2115	Ma	1.234e-03
This study	DSDP Site 522	29-2-061	29-2-061	29-2-061	LP-PI-IRM:LP-PI-REL:LT-AF-Z	207.6	Declination rotated section mean=0/180;rel int is NRM/IRM	50.7	31.2156	Ma	1.943e-03
This study	DSDP Site 522	29-2-064	29-2-064	29-2-064	LP-PI-IRM:LP-PI-REL:LT-AF-Z	210.8	Declination rotated section mean=0/180;rel int is NRM/IRM	50	31.2187	Ma	2.381e-03
This study	DSDP Site 522	29-2-068	29-2-068	29-2-068	LP-PI-IRM:LP-PI-REL:LT-AF-Z	188.6	Declination rotated section mean=0/180;rel int is NRM/IRM	53.4	31.2229	Ma	2.269e-03
This study	DSDP Site 522	29-2-071	29-2-071	29-2-071	LP-PI-IRM:LP-PI-REL:LT-AF-Z	187.5	Declination rotated section mean=0/180;rel int is NRM/IRM	45.4	31.226	Ma	2.575e-03
This study	DSDP Site 522	29-2-075	29-2-075	29-2-075	LP-PI-IRM:LP-PI-REL:LT-AF-Z	179.0	Declination rotated section mean=0/180;rel int is NRM/IRM	43.3	31.2301	Ma	3.183e-03
This study	DSDP Site 522	29-2-078	29-2-078	29-2-078	LP-PI-IRM:LP-PI-REL:LT-AF-Z	189.0	Declination rotated section mean=0/180;rel int is NRM/IRM	47.5	31.2332	Ma	3.282e-03
This study	DSDP Site 522	29-2-081	29-2-081	29-2-081	LP-PI-IRM:LP-PI-REL:LT-AF-Z	197.0	Declination rotated section mean=0/180;rel int is NRM/IRM	49.7	31.2363	Ma	2.868e-03
This study	DSDP Site 522	29-2-084	29-2-084	29-2-084	LP-PI-IRM:LP-PI-REL:LT-AF-Z	182.0	Declination rotated section mean=0/180;rel int is NRM/IRM	60.8	31.2395	Ma	3.691e-03
This study	DSDP Site 522	29-2-087	29-2-087	29-2-087	LP-PI-IRM:LP-PI-REL:LT-AF-Z	164.7	Declination rotated section mean=0/180;rel int is NRM/IRM	52.7	31.2426	Ma	3.462e-03
This study	DSDP Site 522	29-2-090	29-2-090	29-2-090	LP-PI-IRM:LP-PI-REL:LT-AF-Z	174.1	Declination rotated section mean=0/180;rel int is NRM/IRM	48.7	31.2457	Ma	2.670e-03
This study	DSDP Site 522	29-2-094	29-2-094	29-2-094	LP-PI-IRM:LP-PI-REL:LT-AF-Z	252.1	Declination rotated section mean=0/180;rel int is NRM/IRM	77.4	31.2498	Ma	3.046e-03
This study	DSDP Site 522	29-2-098	29-2-098	29-2-098	LP-PI-IRM:LP-PI-REL:LT-AF-Z	170.6	Declination rotated section mean=0/180;rel int is NRM/IRM	44.3	31.254	Ma	2.473e-03
This study	DSDP Site 522	29-2-104	29-2-104	29-2-104	LP-PI-IRM:LP-PI-REL:LT-AF-Z	161.0	Declination rotated section mean=0/180;rel int is NRM/IRM	58.3	31.2602	Ma	4.137e-03
This study	DSDP Site 522	29-2-110	29-2-110	29-2-110	LP-PI-IRM:LP-PI-REL:LT-AF-Z	157.3	Declination rotated section mean=0/180;rel int is NRM/IRM	55.2	31.2664	Ma	4.024e-03
This study	DSDP Site 522	29-2-114	29-2-114	29-2-114	LP-PI-IRM:LP-PI-REL:LT-AF-Z	161.1	Declination rotated section mean=0/180;rel int is NRM/IRM	54.4	31.2705	Ma	4.228e-03
This study	DSDP Site 522	29-2-117	29-2-117	29-2-117	LP-PI-IRM:LP-PI-REL:LT-AF-Z	157.5	Declination rotated section mean=0/180;rel int is NRM/IRM	57.7	31.2737	Ma	3.680e-03
This study	DSDP Site 522	29-2-120	29-2-120	29-2-120	LP-PI-IRM:LP-PI-REL:LT-AF-Z	173.0	Declination rotated section mean=0/180;rel int is NRM/IRM	47.7	31.2768	Ma	4.886e-03
This study	DSDP Site 522	29-2-124	29-2-124	29-2-124	LP-PI-IRM:LP-PI-REL:LT-AF-Z	150.6	Declination rotated section mean=0/180;rel int is NRM/IRM	55.6	31.2809	Ma	5.604e-03
This study	DSDP Site 522	29-2-126	29-2-126	29-2-126	LP-PI-IRM:LP-PI-REL:LT-AF-Z	161.3	Declination rotated section mean=0/180;rel int is NRM/IRM	50.7	31.283	Ma	4.783e-03
This study	DSDP Site 522	29-2-130	29-2-130	29-2-130	LP-PI-IRM:LP-PI-REL:LT-AF-Z	169.1	Declination rotated section mean=0/180;rel int is NRM/IRM	56.3	31.2871	Ma	3.574e-03
This study	DSDP Site 522	29-2-133	29-2-133	29-2-133	LP-PI-IRM:LP-PI-REL:LT-AF-Z	139.0	Declination rotated section mean=0/180;rel int is NRM/IRM	55.5	31.2902	Ma	3.018e-03
This study	DSDP Site 522	29-2-139	29-2-139	29-2-139	LP-PI-IRM:LP-PI-REL:LT-AF-Z	166.3	Declination rotated section mean=0/180;rel int is NRM/IRM	55.9	31.2965	Ma	3.199e-03
This study	DSDP Site 522	29-2-142	29-2-142	29-2-142	LP-PI-IRM:LP-PI-REL:LT-AF-Z	181.1	Declination rotated section mean=0/180;rel int is NRM/IRM	48.9	31.2996	Ma	2.641e-03
This study	DSDP Site 522	29-2-145	29-2-145	29-2-145	LP-PI-IRM:LP-PI-REL:LT-AF-Z	137.5	Declination rotated section mean=0/180;rel int is NRM/IRM	51.6	31.3027	Ma	3.329e-03
This study	DSDP Site 522	29-2-148	29-2-148	29-2-148	LP-PI-IRM:LP-PI-REL:LT-AF-Z	229.6	Declination rotated section mean=0/180;rel int is NRM/IRM	63.4	31.3058	Ma	3.162e-03
This study	DSDP Site 522	29-3-003	29-3-003	29-3-003	LP-PI-IRM:LP-PI-REL:LT-AF-Z	176.3	Declination rotated section mean=0/180;rel int is NRM/IRM	53.4	31.311	Ma	2.927e-03
This study	DSDP Site 522	29-3-006	29-3-006	29-3-006	LP-PI-IRM:LP-PI-REL:LT-AF-Z	171.8	Declination rotated section mean=0/180;rel int is NRM/IRM	57.4	31.313	Ma	3.247e-03
This study	DSDP Site 522	29-3-009	29-3-009	29-3-009	LP-PI-IRM:LP-PI-REL:LT-AF-Z	166.8	Declination rotated section mean=0/180;rel int is NRM/IRM	59.5	31.3161	Ma	3.737e-03
This study	DSDP Site 522	29-3-013	29-3-013	29-3-013	LP-PI-IRM:LP-PI-REL:LT-AF-Z	175.9	Declination rotated section mean=0/180;rel int is NRM/IRM	54.3	31.3213	Ma	4.211e-03
This study	DSDP Site 522	29-3-016	29-3-016	29-3-016	LP-PI-IRM:LP-PI-REL:LT-AF-Z	173.6	Declination rotated section mean=0/180;rel int is NRM/IRM	52.8	31.3244	Ma	4.209e-03
This study	DSDP Site 522	29-3-020	29-3-020	29-3-020	LP-PI-IRM:LP-PI-REL:LT-AF-Z	179.5	Declination rotated section mean=0/180;rel int is NRM/IRM	46.3	31.3286	Ma	4.769e-03
This study	DSDP Site 522	29-3-023	29-3-023	29-3-023	LP-PI-IRM:LP-PI-REL:LT-AF-Z	173.3	Declination rotated section mean=0/180;rel int is NRM/IRM	58.4	31.3317	Ma	2.920e-03
This study	DSDP Site 522	29-3-030	29-3-030	29-3-030	LP-PI-IRM:LP-PI-REL:LT-AF-Z	174.4	Declination rotated section mean=0/180;rel int is NRM/IRM	65.7	31.3379	Ma	3.457e-03
This study	DSDP Site 522	29-3-033	29-3-033	29-3-033	LP-PI-IRM:LP-PI-REL:LT-AF-Z	162.2	Declination rotated section mean=0/180;rel int is NRM/IRM	53.6	31.341	Ma	2.723e-03
This study	DSDP Site 522	29-3-038	29-3-038	29-3-038	LP-PI-IRM:LP-PI-REL:LT-AF-Z	187.5	Declination rotated section mean=0/180;rel int is NRM/IRM	55.3	31.3472	Ma	3.411e-03
This study	DSDP Site 522	29-3-041	29-3-041	29-3-041	LP-PI-IRM:LP-PI-REL:LT-AF-Z	177.5	Declination rotated section mean=0/180;rel int is NRM/IRM	54.5	31.3503	Ma	1.916e-03
This study	DSDP Site 522	29-3-044	29-3-044	29-3-044	LP-PI-IRM:LP-PI-REL:LT-AF-Z	183.1	Declination rotated section mean=0/180;rel int is NRM/IRM	58.6	31.3535	Ma	3.598e-03
This study	DSDP Site 522	29-3-047	29-3-047	29-3-047	LP-PI-IRM:LP-PI-REL:LT-AF-Z	179.1	Declination rotated section mean=0/180;rel int is NRM/IRM	48	31.3566	Ma	3.872e-03
This study	DSDP Site 522	29-3-050	29-3-050	29-3-050	LP-PI-IRM:LP-PI-REL:LT-AF-Z	185.1	Declination rotated section mean=0/180;rel int is NRM/IRM	47.4	31.3586	Ma	3.689e-03
This study	DSDP Site 522	29-3-053	29-3-053	29-3-053	LP-PI-IRM:LP-PI-REL:LT-AF-Z	183.7	Declination rotated section mean=0/180;rel int is NRM/IRM	51	31.3617	Ma	3.658e-03
This study	DSDP Site 522	29-3-056	29-3-056	29-3-056	LP-PI-IRM:LP-PI-REL:LT-AF-Z	186.6	Declination rotated section mean=0/180;rel int is NRM/IRM	40.9	31.3649	Ma	3.020e-03
This study	DSDP Site 522	29-3-059	29-3-059	29-3-059	LP-PI-IRM:LP-PI-REL:LT-AF-Z	171.1	Declination rotated section mean=0/180;rel int is NRM/IRM	59	31.368	Ma	4.659e-03
This study	DSDP Site 522	29-3-061	29-3-061	29-3-061	LP-PI-IRM:LP-PI-REL:LT-AF-Z	178.4	Declination rotated section mean=0/180;rel int is NRM/IRM	53	31.3711	Ma	6.238e-03
This study	DSDP Site 522	29-3-065	29-3-065	29-3-065	LP-PI-IRM:LP-PI-REL:LT-AF-Z	174.7	Declination rotated section mean=0/180;rel int is NRM/IRM	48.2	31.3752	Ma	6.089e-03
This study	DSDP Site 522	29-3-068	29-3-068	29-3-068	LP-PI-IRM:LP-PI-REL:LT-AF-Z	184.1	Declination rotated section mean=0/180;rel int is NRM/IRM	50.8	31.3783	Ma	6.975e-03
This study	DSDP Site 522	29-3-071	29-3-071	29-3-071	LP-PI-IRM:LP-PI-REL:LT-AF-Z	170.2	Declination rotated section mean=0/180;rel int is NRM/IRM	48.9	31.3814	Ma	5.622e-03
This study	DSDP Site 522	29-3-075	29-3-075	29-3-075	LP-PI-IRM:LP-PI-REL:LT-AF-Z	191.2	Declination rotated section mean=0/180;rel int is NRM/IRM	55.7	31.3845	Ma	5.140e-03
This study	DSDP Site 522	29-3-077	29-3-077	29-3-077	LP-PI-IRM:LP-PI-REL:LT-AF-Z	185.4	Declination rotated section mean=0/180;rel int is NRM/IRM	53.9	31.3877	Ma	4.646e-03
This study	DSDP Site 522	29-3-080	29-3-080	29-3-080	LP-PI-IRM:LP-PI-REL:LT-AF-Z	180.1	Declination rotated section mean=0/180;rel int is NRM/IRM	52.9	31.3908	Ma	4.201e-03
This study	DSDP Site 522	29-3-083	29-3-083	29-3-083	LP-PI-IRM:LP-PI-REL:LT-AF-Z	181.7	Declination rotated section mean=0/180;rel int is NRM/IRM	57.7	31.3939	Ma	4.160e-03
This study	DSDP Site 522	29-3-086	29-3-086	29-3-086	LP-PI-IRM:LP-PI-REL:LT-AF-Z	186.5	Declination rotated section mean=0/180;rel int is NRM/IRM	39.3	31.397	Ma	3.286e-03
This study	DSDP Site 522	29-3-089	29-3-089	29-3-089	LP-PI-IRM:LP-PI-REL:LT-AF-Z	175.3	Declination rotated section mean=0/180;rel int is NRM/IRM	48.2	31.4001	Ma	3.984e-03
This study	DSDP Site 522	29-3-092	29-3-092	29-3-092	LP-PI-IRM:LP-PI-REL:LT-AF-Z	188.4	Declination rotated section mean=0/180;rel int is NRM/IRM	43.6	31.4032	Ma	4.574e-03
This study	DSDP Site 522	29-3-095	29-3-095	29-3-095	LP-PI-IRM:LP-PI-REL:LT-AF-Z	184.2	Declination rotated section mean=0/180;rel int is NRM/IRM	45.6	31.4063	Ma	5.615e-03
