tab 	er_ages
age	age_description	age_unit	er_citation_names	er_location_name	er_sample_name	er_site_name	magic_method_codes
5.98	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_3A-1	318-U1361A-016H_3A-1	GM-INT:GM-POL:GM-FOSSIL
5.98	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_3A-1.05	318-U1361A-016H_3A-1.05	GM-INT:GM-POL:GM-FOSSIL
5.98	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_3A-1.1	318-U1361A-016H_3A-1.1	GM-INT:GM-POL:GM-FOSSIL
5.98	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_3A-1.15	318-U1361A-016H_3A-1.15	GM-INT:GM-POL:GM-FOSSIL
5.98	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_3A-1.2	318-U1361A-016H_3A-1.2	GM-INT:GM-POL:GM-FOSSIL
5.99	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_3A-1.25	318-U1361A-016H_3A-1.25	GM-INT:GM-POL:GM-FOSSIL
5.99	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_3A-1.3	318-U1361A-016H_3A-1.3	GM-INT:GM-POL:GM-FOSSIL
5.99	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_3A-1.35	318-U1361A-016H_3A-1.35	GM-INT:GM-POL:GM-FOSSIL
5.99	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_3A-1.4	318-U1361A-016H_3A-1.4	GM-INT:GM-POL:GM-FOSSIL
6.00	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_4A-0.1	318-U1361A-016H_4A-0.1	GM-INT:GM-POL:GM-FOSSIL
6.00	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_4A-0.15	318-U1361A-016H_4A-0.15	GM-INT:GM-POL:GM-FOSSIL
6.00	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_4A-0.2	318-U1361A-016H_4A-0.2	GM-INT:GM-POL:GM-FOSSIL
6.00	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_4A-0.25	318-U1361A-016H_4A-0.25	GM-INT:GM-POL:GM-FOSSIL
6.00	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_4A-0.3	318-U1361A-016H_4A-0.3	GM-INT:GM-POL:GM-FOSSIL
6.01	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_4A-0.35	318-U1361A-016H_4A-0.35	GM-INT:GM-POL:GM-FOSSIL
6.01	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_4A-0.4	318-U1361A-016H_4A-0.4	GM-INT:GM-POL:GM-FOSSIL
6.01	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_4A-0.45	318-U1361A-016H_4A-0.45	GM-INT:GM-POL:GM-FOSSIL
6.01	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_4A-0.5	318-U1361A-016H_4A-0.5	GM-INT:GM-POL:GM-FOSSIL
6.01	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_4A-0.55	318-U1361A-016H_4A-0.55	GM-INT:GM-POL:GM-FOSSIL
6.01	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_4A-0.6	318-U1361A-016H_4A-0.6	GM-INT:GM-POL:GM-FOSSIL
6.02	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_4A-0.65	318-U1361A-016H_4A-0.65	GM-INT:GM-POL:GM-FOSSIL
6.02	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_4A-0.7	318-U1361A-016H_4A-0.7	GM-INT:GM-POL:GM-FOSSIL
6.02	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_4A-0.75	318-U1361A-016H_4A-0.75	GM-INT:GM-POL:GM-FOSSIL
6.02	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_4A-0.8	318-U1361A-016H_4A-0.8	GM-INT:GM-POL:GM-FOSSIL
6.02	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_4A-0.85	318-U1361A-016H_4A-0.85	GM-INT:GM-POL:GM-FOSSIL
6.03	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_4A-0.9	318-U1361A-016H_4A-0.9	GM-INT:GM-POL:GM-FOSSIL
6.03	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_4A-0.95	318-U1361A-016H_4A-0.95	GM-INT:GM-POL:GM-FOSSIL
6.03	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_4A-1	318-U1361A-016H_4A-1	GM-INT:GM-POL:GM-FOSSIL
6.03	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_4A-1.05	318-U1361A-016H_4A-1.05	GM-INT:GM-POL:GM-FOSSIL
6.03	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_4A-1.1	318-U1361A-016H_4A-1.1	GM-INT:GM-POL:GM-FOSSIL
6.03	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_4A-1.15	318-U1361A-016H_4A-1.15	GM-INT:GM-POL:GM-FOSSIL
6.04	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_4A-1.2	318-U1361A-016H_4A-1.2	GM-INT:GM-POL:GM-FOSSIL
6.04	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_4A-1.25	318-U1361A-016H_4A-1.25	GM-INT:GM-POL:GM-FOSSIL
6.04	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_4A-1.3	318-U1361A-016H_4A-1.3	GM-INT:GM-POL:GM-FOSSIL
6.04	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_4A-1.35	318-U1361A-016H_4A-1.35	GM-INT:GM-POL:GM-FOSSIL
6.04	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_4A-1.4	318-U1361A-016H_4A-1.4	GM-INT:GM-POL:GM-FOSSIL
6.05	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_5A-0.1	318-U1361A-016H_5A-0.1	GM-INT:GM-POL:GM-FOSSIL
6.05	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_5A-0.15	318-U1361A-016H_5A-0.15	GM-INT:GM-POL:GM-FOSSIL
6.05	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_5A-0.2	318-U1361A-016H_5A-0.2	GM-INT:GM-POL:GM-FOSSIL
6.05	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_5A-0.25	318-U1361A-016H_5A-0.25	GM-INT:GM-POL:GM-FOSSIL
6.06	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_5A-0.3	318-U1361A-016H_5A-0.3	GM-INT:GM-POL:GM-FOSSIL
6.06	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_5A-0.35	318-U1361A-016H_5A-0.35	GM-INT:GM-POL:GM-FOSSIL
6.06	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_5A-0.4	318-U1361A-016H_5A-0.4	GM-INT:GM-POL:GM-FOSSIL
6.06	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_5A-0.45	318-U1361A-016H_5A-0.45	GM-INT:GM-POL:GM-FOSSIL
6.06	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_5A-0.5	318-U1361A-016H_5A-0.5	GM-INT:GM-POL:GM-FOSSIL
6.06	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_5A-0.55	318-U1361A-016H_5A-0.55	GM-INT:GM-POL:GM-FOSSIL
6.07	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_5A-0.6	318-U1361A-016H_5A-0.6	GM-INT:GM-POL:GM-FOSSIL
6.07	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_5A-0.65	318-U1361A-016H_5A-0.65	GM-INT:GM-POL:GM-FOSSIL
6.07	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_5A-0.7	318-U1361A-016H_5A-0.7	GM-INT:GM-POL:GM-FOSSIL
6.07	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_5A-0.75	318-U1361A-016H_5A-0.75	GM-INT:GM-POL:GM-FOSSIL
6.07	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_5A-0.8	318-U1361A-016H_5A-0.8	GM-INT:GM-POL:GM-FOSSIL
6.07	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_5A-0.85	318-U1361A-016H_5A-0.85	GM-INT:GM-POL:GM-FOSSIL
6.08	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_5A-0.9	318-U1361A-016H_5A-0.9	GM-INT:GM-POL:GM-FOSSIL
6.08	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_5A-0.95	318-U1361A-016H_5A-0.95	GM-INT:GM-POL:GM-FOSSIL
6.08	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_5A-1	318-U1361A-016H_5A-1	GM-INT:GM-POL:GM-FOSSIL
6.08	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_5A-1.05	318-U1361A-016H_5A-1.05	GM-INT:GM-POL:GM-FOSSIL
6.08	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_5A-1.1	318-U1361A-016H_5A-1.1	GM-INT:GM-POL:GM-FOSSIL
6.09	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_5A-1.15	318-U1361A-016H_5A-1.15	GM-INT:GM-POL:GM-FOSSIL
6.09	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_5A-1.2	318-U1361A-016H_5A-1.2	GM-INT:GM-POL:GM-FOSSIL
6.09	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_5A-1.25	318-U1361A-016H_5A-1.25	GM-INT:GM-POL:GM-FOSSIL
6.09	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_5A-1.3	318-U1361A-016H_5A-1.3	GM-INT:GM-POL:GM-FOSSIL
6.09	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_5A-1.35	318-U1361A-016H_5A-1.35	GM-INT:GM-POL:GM-FOSSIL
6.09	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_5A-1.4	318-U1361A-016H_5A-1.4	GM-INT:GM-POL:GM-FOSSIL
6.10	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_6A-0.1	318-U1361A-016H_6A-0.1	GM-INT:GM-POL:GM-FOSSIL
6.10	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_6A-0.15	318-U1361A-016H_6A-0.15	GM-INT:GM-POL:GM-FOSSIL
6.10	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_6A-0.2	318-U1361A-016H_6A-0.2	GM-INT:GM-POL:GM-FOSSIL
6.11	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_6A-0.25	318-U1361A-016H_6A-0.25	GM-INT:GM-POL:GM-FOSSIL
6.11	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_6A-0.3	318-U1361A-016H_6A-0.3	GM-INT:GM-POL:GM-FOSSIL
6.11	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_6A-0.35	318-U1361A-016H_6A-0.35	GM-INT:GM-POL:GM-FOSSIL
6.11	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_6A-0.4	318-U1361A-016H_6A-0.4	GM-INT:GM-POL:GM-FOSSIL
6.11	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_6A-0.45	318-U1361A-016H_6A-0.45	GM-INT:GM-POL:GM-FOSSIL
6.11	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_6A-0.5	318-U1361A-016H_6A-0.5	GM-INT:GM-POL:GM-FOSSIL
6.12	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_6A-0.55	318-U1361A-016H_6A-0.55	GM-INT:GM-POL:GM-FOSSIL
6.12	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_6A-0.6	318-U1361A-016H_6A-0.6	GM-INT:GM-POL:GM-FOSSIL
6.12	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_6A-0.65	318-U1361A-016H_6A-0.65	GM-INT:GM-POL:GM-FOSSIL
6.12	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_6A-0.7	318-U1361A-016H_6A-0.7	GM-INT:GM-POL:GM-FOSSIL
6.12	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_6A-0.75	318-U1361A-016H_6A-0.75	GM-INT:GM-POL:GM-FOSSIL
6.12	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_6A-0.8	318-U1361A-016H_6A-0.8	GM-INT:GM-POL:GM-FOSSIL
6.13	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_6A-0.85	318-U1361A-016H_6A-0.85	GM-INT:GM-POL:GM-FOSSIL
6.13	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_6A-0.9	318-U1361A-016H_6A-0.9	GM-INT:GM-POL:GM-FOSSIL
6.13	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_6A-0.95	318-U1361A-016H_6A-0.95	GM-INT:GM-POL:GM-FOSSIL
6.13	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_6A-1	318-U1361A-016H_6A-1	GM-INT:GM-POL:GM-FOSSIL
6.13	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_6A-1.05	318-U1361A-016H_6A-1.05	GM-INT:GM-POL:GM-FOSSIL
6.13	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_6A-1.1	318-U1361A-016H_6A-1.1	GM-INT:GM-POL:GM-FOSSIL
6.14	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_7A-0.1	318-U1361A-016H_7A-0.1	GM-INT:GM-POL:GM-FOSSIL
6.14	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_7A-0.15	318-U1361A-016H_7A-0.15	GM-INT:GM-POL:GM-FOSSIL
6.14	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_7A-0.2	318-U1361A-016H_7A-0.2	GM-INT:GM-POL:GM-FOSSIL
6.14	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_7A-0.25	318-U1361A-016H_7A-0.25	GM-INT:GM-POL:GM-FOSSIL
6.15	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_7A-0.3	318-U1361A-016H_7A-0.3	GM-INT:GM-POL:GM-FOSSIL
6.15	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_7A-0.35	318-U1361A-016H_7A-0.35	GM-INT:GM-POL:GM-FOSSIL
6.15	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_7A-0.4	318-U1361A-016H_7A-0.4	GM-INT:GM-POL:GM-FOSSIL
6.15	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_7A-0.45	318-U1361A-016H_7A-0.45	GM-INT:GM-POL:GM-FOSSIL
6.15	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_7A-0.5	318-U1361A-016H_7A-0.5	GM-INT:GM-POL:GM-FOSSIL
6.15	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_7A-0.55	318-U1361A-016H_7A-0.55	GM-INT:GM-POL:GM-FOSSIL
6.16	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-016H_7A-0.6	318-U1361A-016H_7A-0.6	GM-INT:GM-POL:GM-FOSSIL
6.19	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-017X-1-W-58	318-U1361A-017X-1-W-58	GM-INT:GM-POL:GM-FOSSIL
6.19	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-017X-1-W-58a	318-U1361A-017X-1-W-58a	GM-INT:GM-POL:GM-FOSSIL
6.24	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-017X-2-W-58	318-U1361A-017X-2-W-58	GM-INT:GM-POL:GM-FOSSIL
6.24	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-017X-2-W-58a	318-U1361A-017X-2-W-58a	GM-INT:GM-POL:GM-FOSSIL
6.29	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-017X-3-W-58	318-U1361A-017X-3-W-58	GM-INT:GM-POL:GM-FOSSIL
6.34	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-017X-4-W-58	318-U1361A-017X-4-W-58	GM-INT:GM-POL:GM-FOSSIL
6.34	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-017X-4-W-58a	318-U1361A-017X-4-W-58a	GM-INT:GM-POL:GM-FOSSIL
6.39	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-017X-5-W-58	318-U1361A-017X-5-W-58	GM-INT:GM-POL:GM-FOSSIL
6.44	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-017X-6-W-58	318-U1361A-017X-6-W-58	GM-INT:GM-POL:GM-FOSSIL
6.44	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-017X-6-W-58a	318-U1361A-017X-6-W-58a	GM-INT:GM-POL:GM-FOSSIL
6.17	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-017X_1A-0.1	318-U1361A-017X_1A-0.1	GM-INT:GM-POL:GM-FOSSIL
6.17	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-017X_1A-0.15	318-U1361A-017X_1A-0.15	GM-INT:GM-POL:GM-FOSSIL
6.17	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-017X_1A-0.2	318-U1361A-017X_1A-0.2	GM-INT:GM-POL:GM-FOSSIL
6.17	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-017X_1A-0.25	318-U1361A-017X_1A-0.25	GM-INT:GM-POL:GM-FOSSIL
6.18	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-017X_1A-0.3	318-U1361A-017X_1A-0.3	GM-INT:GM-POL:GM-FOSSIL
6.18	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-017X_1A-0.35	318-U1361A-017X_1A-0.35	GM-INT:GM-POL:GM-FOSSIL
6.18	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-017X_1A-0.4	318-U1361A-017X_1A-0.4	GM-INT:GM-POL:GM-FOSSIL
6.18	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-017X_1A-0.45	318-U1361A-017X_1A-0.45	GM-INT:GM-POL:GM-FOSSIL
6.18	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-017X_1A-0.5	318-U1361A-017X_1A-0.5	GM-INT:GM-POL:GM-FOSSIL
6.18	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-017X_1A-0.55	318-U1361A-017X_1A-0.55	GM-INT:GM-POL:GM-FOSSIL
6.19	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-017X_1A-0.6	318-U1361A-017X_1A-0.6	GM-INT:GM-POL:GM-FOSSIL
6.19	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-017X_1A-0.65	318-U1361A-017X_1A-0.65	GM-INT:GM-POL:GM-FOSSIL
6.19	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-017X_1A-0.7	318-U1361A-017X_1A-0.7	GM-INT:GM-POL:GM-FOSSIL
6.19	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-017X_1A-0.75	318-U1361A-017X_1A-0.75	GM-INT:GM-POL:GM-FOSSIL
6.19	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-017X_1A-0.8	318-U1361A-017X_1A-0.8	GM-INT:GM-POL:GM-FOSSIL
6.19	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-017X_1A-0.85	318-U1361A-017X_1A-0.85	GM-INT:GM-POL:GM-FOSSIL
6.20	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-017X_1A-0.9	318-U1361A-017X_1A-0.9	GM-INT:GM-POL:GM-FOSSIL
6.20	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-017X_1A-0.95	318-U1361A-017X_1A-0.95	GM-INT:GM-POL:GM-FOSSIL
6.20	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-017X_1A-1	318-U1361A-017X_1A-1	GM-INT:GM-POL:GM-FOSSIL
6.20	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-017X_1A-1.05	318-U1361A-017X_1A-1.05	GM-INT:GM-POL:GM-FOSSIL
6.20	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-017X_1A-1.1	318-U1361A-017X_1A-1.1	GM-INT:GM-POL:GM-FOSSIL
6.20	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-017X_1A-1.15	318-U1361A-017X_1A-1.15	GM-INT:GM-POL:GM-FOSSIL
6.21	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-017X_1A-1.2	318-U1361A-017X_1A-1.2	GM-INT:GM-POL:GM-FOSSIL
6.21	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-017X_1A-1.25	318-U1361A-017X_1A-1.25	GM-INT:GM-POL:GM-FOSSIL
