tab 	er_ages
age	age_description	age_unit	er_citation_names	er_location_name	er_sample_name	er_site_name	magic_method_codes
4.23	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_2A-1.3	318-U1361A-011H_2A-1.3	GM-INT:GM-POL:GM-FOSSIL
4.24	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_2A-1.35	318-U1361A-011H_2A-1.35	GM-INT:GM-POL:GM-FOSSIL
4.24	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_2A-1.4	318-U1361A-011H_2A-1.4	GM-INT:GM-POL:GM-FOSSIL
4.24	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_2A-1.45	318-U1361A-011H_2A-1.45	GM-INT:GM-POL:GM-FOSSIL
4.25	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_3A-0.1	318-U1361A-011H_3A-0.1	GM-INT:GM-POL:GM-FOSSIL
4.25	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_3A-0.15	318-U1361A-011H_3A-0.15	GM-INT:GM-POL:GM-FOSSIL
4.25	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_3A-0.2	318-U1361A-011H_3A-0.2	GM-INT:GM-POL:GM-FOSSIL
4.25	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_3A-0.25	318-U1361A-011H_3A-0.25	GM-INT:GM-POL:GM-FOSSIL
4.25	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_3A-0.3	318-U1361A-011H_3A-0.3	GM-INT:GM-POL:GM-FOSSIL
4.25	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_3A-0.35	318-U1361A-011H_3A-0.35	GM-INT:GM-POL:GM-FOSSIL
4.26	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_3A-0.4	318-U1361A-011H_3A-0.4	GM-INT:GM-POL:GM-FOSSIL
4.26	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_3A-0.45	318-U1361A-011H_3A-0.45	GM-INT:GM-POL:GM-FOSSIL
4.26	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_3A-0.5	318-U1361A-011H_3A-0.5	GM-INT:GM-POL:GM-FOSSIL
4.26	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_3A-0.55	318-U1361A-011H_3A-0.55	GM-INT:GM-POL:GM-FOSSIL
4.26	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_3A-0.6	318-U1361A-011H_3A-0.6	GM-INT:GM-POL:GM-FOSSIL
4.27	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_3A-0.65	318-U1361A-011H_3A-0.65	GM-INT:GM-POL:GM-FOSSIL
4.27	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_3A-0.7	318-U1361A-011H_3A-0.7	GM-INT:GM-POL:GM-FOSSIL
4.27	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_3A-0.75	318-U1361A-011H_3A-0.75	GM-INT:GM-POL:GM-FOSSIL
4.27	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_3A-0.8	318-U1361A-011H_3A-0.8	GM-INT:GM-POL:GM-FOSSIL
4.27	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_3A-0.85	318-U1361A-011H_3A-0.85	GM-INT:GM-POL:GM-FOSSIL
4.27	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_3A-0.9	318-U1361A-011H_3A-0.9	GM-INT:GM-POL:GM-FOSSIL
4.28	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_3A-0.95	318-U1361A-011H_3A-0.95	GM-INT:GM-POL:GM-FOSSIL
4.28	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_3A-1	318-U1361A-011H_3A-1	GM-INT:GM-POL:GM-FOSSIL
4.28	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_3A-1.05	318-U1361A-011H_3A-1.05	GM-INT:GM-POL:GM-FOSSIL
4.28	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_3A-1.1	318-U1361A-011H_3A-1.1	GM-INT:GM-POL:GM-FOSSIL
4.28	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_3A-1.15	318-U1361A-011H_3A-1.15	GM-INT:GM-POL:GM-FOSSIL
4.29	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_3A-1.2	318-U1361A-011H_3A-1.2	GM-INT:GM-POL:GM-FOSSIL
4.29	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_3A-1.25	318-U1361A-011H_3A-1.25	GM-INT:GM-POL:GM-FOSSIL
4.29	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_3A-1.3	318-U1361A-011H_3A-1.3	GM-INT:GM-POL:GM-FOSSIL
4.29	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_3A-1.35	318-U1361A-011H_3A-1.35	GM-INT:GM-POL:GM-FOSSIL
4.29	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_3A-1.4	318-U1361A-011H_3A-1.4	GM-INT:GM-POL:GM-FOSSIL
4.30	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_3A-1.45	318-U1361A-011H_3A-1.45	GM-INT:GM-POL:GM-FOSSIL
4.30	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_4A-0.1	318-U1361A-011H_4A-0.1	GM-INT:GM-POL:GM-FOSSIL
4.30	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_4A-0.15	318-U1361A-011H_4A-0.15	GM-INT:GM-POL:GM-FOSSIL
4.30	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_4A-0.2	318-U1361A-011H_4A-0.2	GM-INT:GM-POL:GM-FOSSIL
4.31	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_4A-0.25	318-U1361A-011H_4A-0.25	GM-INT:GM-POL:GM-FOSSIL
4.31	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_4A-0.3	318-U1361A-011H_4A-0.3	GM-INT:GM-POL:GM-FOSSIL
4.31	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_4A-0.35	318-U1361A-011H_4A-0.35	GM-INT:GM-POL:GM-FOSSIL
4.31	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_4A-0.4	318-U1361A-011H_4A-0.4	GM-INT:GM-POL:GM-FOSSIL
4.31	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_4A-0.45	318-U1361A-011H_4A-0.45	GM-INT:GM-POL:GM-FOSSIL
4.32	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_4A-0.5	318-U1361A-011H_4A-0.5	GM-INT:GM-POL:GM-FOSSIL
4.32	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_4A-0.55	318-U1361A-011H_4A-0.55	GM-INT:GM-POL:GM-FOSSIL
4.32	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_4A-0.6	318-U1361A-011H_4A-0.6	GM-INT:GM-POL:GM-FOSSIL
4.32	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_4A-0.65	318-U1361A-011H_4A-0.65	GM-INT:GM-POL:GM-FOSSIL
4.32	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_4A-0.7	318-U1361A-011H_4A-0.7	GM-INT:GM-POL:GM-FOSSIL
4.32	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_4A-0.75	318-U1361A-011H_4A-0.75	GM-INT:GM-POL:GM-FOSSIL
4.33	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_4A-0.8	318-U1361A-011H_4A-0.8	GM-INT:GM-POL:GM-FOSSIL
4.33	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_4A-0.85	318-U1361A-011H_4A-0.85	GM-INT:GM-POL:GM-FOSSIL
4.33	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_4A-0.9	318-U1361A-011H_4A-0.9	GM-INT:GM-POL:GM-FOSSIL
4.33	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_4A-0.95	318-U1361A-011H_4A-0.95	GM-INT:GM-POL:GM-FOSSIL
4.33	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_4A-1	318-U1361A-011H_4A-1	GM-INT:GM-POL:GM-FOSSIL
4.34	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_4A-1.05	318-U1361A-011H_4A-1.05	GM-INT:GM-POL:GM-FOSSIL
4.34	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_4A-1.1	318-U1361A-011H_4A-1.1	GM-INT:GM-POL:GM-FOSSIL
4.34	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_4A-1.15	318-U1361A-011H_4A-1.15	GM-INT:GM-POL:GM-FOSSIL
4.34	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_4A-1.2	318-U1361A-011H_4A-1.2	GM-INT:GM-POL:GM-FOSSIL
4.34	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_4A-1.25	318-U1361A-011H_4A-1.25	GM-INT:GM-POL:GM-FOSSIL
4.35	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_4A-1.3	318-U1361A-011H_4A-1.3	GM-INT:GM-POL:GM-FOSSIL
4.35	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_4A-1.35	318-U1361A-011H_4A-1.35	GM-INT:GM-POL:GM-FOSSIL
4.35	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_4A-1.4	318-U1361A-011H_4A-1.4	GM-INT:GM-POL:GM-FOSSIL
4.35	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_4A-1.45	318-U1361A-011H_4A-1.45	GM-INT:GM-POL:GM-FOSSIL
4.36	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_5A-0.1	318-U1361A-011H_5A-0.1	GM-INT:GM-POL:GM-FOSSIL
4.36	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_5A-0.15	318-U1361A-011H_5A-0.15	GM-INT:GM-POL:GM-FOSSIL
4.36	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_5A-0.2	318-U1361A-011H_5A-0.2	GM-INT:GM-POL:GM-FOSSIL
4.36	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_5A-0.25	318-U1361A-011H_5A-0.25	GM-INT:GM-POL:GM-FOSSIL
4.36	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_5A-0.3	318-U1361A-011H_5A-0.3	GM-INT:GM-POL:GM-FOSSIL
4.37	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_5A-0.35	318-U1361A-011H_5A-0.35	GM-INT:GM-POL:GM-FOSSIL
4.37	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_5A-0.4	318-U1361A-011H_5A-0.4	GM-INT:GM-POL:GM-FOSSIL
4.37	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_5A-0.45	318-U1361A-011H_5A-0.45	GM-INT:GM-POL:GM-FOSSIL
4.37	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_5A-0.5	318-U1361A-011H_5A-0.5	GM-INT:GM-POL:GM-FOSSIL
4.37	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_5A-0.55	318-U1361A-011H_5A-0.55	GM-INT:GM-POL:GM-FOSSIL
4.37	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_5A-0.6	318-U1361A-011H_5A-0.6	GM-INT:GM-POL:GM-FOSSIL
4.38	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_5A-0.65	318-U1361A-011H_5A-0.65	GM-INT:GM-POL:GM-FOSSIL
4.38	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_5A-0.7	318-U1361A-011H_5A-0.7	GM-INT:GM-POL:GM-FOSSIL
4.38	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_5A-0.75	318-U1361A-011H_5A-0.75	GM-INT:GM-POL:GM-FOSSIL
4.38	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_5A-0.8	318-U1361A-011H_5A-0.8	GM-INT:GM-POL:GM-FOSSIL
4.38	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_5A-0.85	318-U1361A-011H_5A-0.85	GM-INT:GM-POL:GM-FOSSIL
4.39	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_5A-0.9	318-U1361A-011H_5A-0.9	GM-INT:GM-POL:GM-FOSSIL
4.39	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_5A-0.95	318-U1361A-011H_5A-0.95	GM-INT:GM-POL:GM-FOSSIL
4.39	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_5A-1	318-U1361A-011H_5A-1	GM-INT:GM-POL:GM-FOSSIL
4.39	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_5A-1.05	318-U1361A-011H_5A-1.05	GM-INT:GM-POL:GM-FOSSIL
4.39	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_5A-1.1	318-U1361A-011H_5A-1.1	GM-INT:GM-POL:GM-FOSSIL
4.39	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_5A-1.15	318-U1361A-011H_5A-1.15	GM-INT:GM-POL:GM-FOSSIL
4.40	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_5A-1.2	318-U1361A-011H_5A-1.2	GM-INT:GM-POL:GM-FOSSIL
4.40	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_5A-1.25	318-U1361A-011H_5A-1.25	GM-INT:GM-POL:GM-FOSSIL
4.40	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_5A-1.3	318-U1361A-011H_5A-1.3	GM-INT:GM-POL:GM-FOSSIL
4.40	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_5A-1.35	318-U1361A-011H_5A-1.35	GM-INT:GM-POL:GM-FOSSIL
4.40	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_5A-1.4	318-U1361A-011H_5A-1.4	GM-INT:GM-POL:GM-FOSSIL
4.41	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-011H_5A-1.45	318-U1361A-011H_5A-1.45	GM-INT:GM-POL:GM-FOSSIL
4.60	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H-4-W-91	318-U1361A-012H-4-W-91	GM-INT:GM-POL:GM-FOSSIL
4.60	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H-4-W-91a	318-U1361A-012H-4-W-91a	GM-INT:GM-POL:GM-FOSSIL
4.66	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H-5-W-122	318-U1361A-012H-5-W-122	GM-INT:GM-POL:GM-FOSSIL
4.66	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H-5-W-122a	318-U1361A-012H-5-W-122a	GM-INT:GM-POL:GM-FOSSIL
4.71	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H-6-W-107	318-U1361A-012H-6-W-107	GM-INT:GM-POL:GM-FOSSIL
4.73	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H-7-W-43	318-U1361A-012H-7-W-43	GM-INT:GM-POL:GM-FOSSIL
4.73	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H-7-W-43a	318-U1361A-012H-7-W-43a	GM-INT:GM-POL:GM-FOSSIL
4.57	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_4A-0.1	318-U1361A-012H_4A-0.1	GM-INT:GM-POL:GM-FOSSIL
4.57	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_4A-0.25	318-U1361A-012H_4A-0.25	GM-INT:GM-POL:GM-FOSSIL
4.58	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_4A-0.3	318-U1361A-012H_4A-0.3	GM-INT:GM-POL:GM-FOSSIL
4.58	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_4A-0.35	318-U1361A-012H_4A-0.35	GM-INT:GM-POL:GM-FOSSIL
4.58	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_4A-0.4	318-U1361A-012H_4A-0.4	GM-INT:GM-POL:GM-FOSSIL
4.58	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_4A-0.45	318-U1361A-012H_4A-0.45	GM-INT:GM-POL:GM-FOSSIL
4.58	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_4A-0.5	318-U1361A-012H_4A-0.5	GM-INT:GM-POL:GM-FOSSIL
4.59	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_4A-0.55	318-U1361A-012H_4A-0.55	GM-INT:GM-POL:GM-FOSSIL
4.59	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_4A-0.6	318-U1361A-012H_4A-0.6	GM-INT:GM-POL:GM-FOSSIL
4.59	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_4A-0.65	318-U1361A-012H_4A-0.65	GM-INT:GM-POL:GM-FOSSIL
4.59	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_4A-0.7	318-U1361A-012H_4A-0.7	GM-INT:GM-POL:GM-FOSSIL
4.59	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_4A-0.75	318-U1361A-012H_4A-0.75	GM-INT:GM-POL:GM-FOSSIL
4.59	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_4A-0.8	318-U1361A-012H_4A-0.8	GM-INT:GM-POL:GM-FOSSIL
4.60	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_4A-0.85	318-U1361A-012H_4A-0.85	GM-INT:GM-POL:GM-FOSSIL
4.60	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_4A-0.9	318-U1361A-012H_4A-0.9	GM-INT:GM-POL:GM-FOSSIL
4.60	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_4A-0.95	318-U1361A-012H_4A-0.95	GM-INT:GM-POL:GM-FOSSIL
4.60	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_4A-1	318-U1361A-012H_4A-1	GM-INT:GM-POL:GM-FOSSIL
4.60	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_4A-1.05	318-U1361A-012H_4A-1.05	GM-INT:GM-POL:GM-FOSSIL
4.61	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_4A-1.1	318-U1361A-012H_4A-1.1	GM-INT:GM-POL:GM-FOSSIL
4.61	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_4A-1.15	318-U1361A-012H_4A-1.15	GM-INT:GM-POL:GM-FOSSIL
4.61	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_4A-1.2	318-U1361A-012H_4A-1.2	GM-INT:GM-POL:GM-FOSSIL
4.61	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_4A-1.25	318-U1361A-012H_4A-1.25	GM-INT:GM-POL:GM-FOSSIL
4.61	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_4A-1.3	318-U1361A-012H_4A-1.3	GM-INT:GM-POL:GM-FOSSIL
4.61	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_4A-1.35	318-U1361A-012H_4A-1.35	GM-INT:GM-POL:GM-FOSSIL
4.62	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_4A-1.4	318-U1361A-012H_4A-1.4	GM-INT:GM-POL:GM-FOSSIL
4.62	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_5A-0.1	318-U1361A-012H_5A-0.1	GM-INT:GM-POL:GM-FOSSIL
4.63	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_5A-0.15	318-U1361A-012H_5A-0.15	GM-INT:GM-POL:GM-FOSSIL
4.63	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_5A-0.2	318-U1361A-012H_5A-0.2	GM-INT:GM-POL:GM-FOSSIL
4.63	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_5A-0.25	318-U1361A-012H_5A-0.25	GM-INT:GM-POL:GM-FOSSIL
4.63	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_5A-0.3	318-U1361A-012H_5A-0.3	GM-INT:GM-POL:GM-FOSSIL
4.63	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_5A-0.35	318-U1361A-012H_5A-0.35	GM-INT:GM-POL:GM-FOSSIL
4.63	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_5A-0.4	318-U1361A-012H_5A-0.4	GM-INT:GM-POL:GM-FOSSIL
4.64	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_5A-0.45	318-U1361A-012H_5A-0.45	GM-INT:GM-POL:GM-FOSSIL
4.64	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_5A-0.5	318-U1361A-012H_5A-0.5	GM-INT:GM-POL:GM-FOSSIL
4.64	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_5A-0.55	318-U1361A-012H_5A-0.55	GM-INT:GM-POL:GM-FOSSIL
4.64	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_5A-0.6	318-U1361A-012H_5A-0.6	GM-INT:GM-POL:GM-FOSSIL
4.64	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_5A-0.65	318-U1361A-012H_5A-0.65	GM-INT:GM-POL:GM-FOSSIL
4.65	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_5A-0.7	318-U1361A-012H_5A-0.7	GM-INT:GM-POL:GM-FOSSIL
4.65	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_5A-0.75	318-U1361A-012H_5A-0.75	GM-INT:GM-POL:GM-FOSSIL
4.65	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_5A-0.8	318-U1361A-012H_5A-0.8	GM-INT:GM-POL:GM-FOSSIL
4.65	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_5A-0.85	318-U1361A-012H_5A-0.85	GM-INT:GM-POL:GM-FOSSIL
4.65	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_5A-0.9	318-U1361A-012H_5A-0.9	GM-INT:GM-POL:GM-FOSSIL
4.65	interpolation between pmag and biostrat tie points	Ma	This study:10.1029/2012PA002308	U1361A	318-U1361A-012H_5A-0.95	318-U1361A-012H_5A-0.95	GM-INT:GM-POL:GM-FOSSIL
