tab 	specimens
analysts	aniso_s	aniso_s_n_measurements	aniso_s_sigma	aniso_s_unit	aniso_tilt_correction	aniso_type	citations	experiments	instrument_codes	location	method_codes	result_quality	sample	site	specimen	volume
	0.3463999927:0.3524000049:0.3012000024:0.0005000000:-0.0031999999:-0.0002000000	15	0.0001	SI	0	AMS	This study	318-U1356A-20R-1-W-70:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-20R-1-W-70	318-U1356A-20R-1-W-70	318-U1356A-20R-1-W-70	
	0.3464:0.3524:0.3012:0.0006:-0.0025:-0.0002	15	0.0001	SI	-1	AMS	This study	318-U1356A-20R-1-W-70:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-20R-1-W-70	318-U1356A-20R-1-W-70	318-U1356A-20R-1-W-70	
	0.3463999927:0.3524000049:0.3012000024:0.0006000000:-0.0024999999:-0.0002000000	15	0.0001	SI	0	AMS	This study	318-U1356A-20R-1-W-70:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-20R-1-W-70	318-U1356A-20R-1-W-70	318-U1356A-20R-1-W-70	
	0.3464:0.3523:0.3013:0.0006:-0.0027:-0.0001	15	0.0001	SI	-1	AMS	This study	318-U1356A-20R-1-W-70:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-20R-1-W-70	318-U1356A-20R-1-W-70	318-U1356A-20R-1-W-70	
	0.3463999927:0.3522999883:0.3012999892:0.0006000000:-0.0027000001:-0.0001000000	15	0.0001	SI	0	AMS	This study	318-U1356A-20R-1-W-70:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-20R-1-W-70	318-U1356A-20R-1-W-70	318-U1356A-20R-1-W-70	
	0.3463:0.3523:0.3015:0.0005:-0.0030:-0.0001	15	0.0001	SI	-1	AMS	This study	318-U1356A-20R-1-W-70:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-20R-1-W-70	318-U1356A-20R-1-W-70	318-U1356A-20R-1-W-70	
	0.3463000059:0.3522999883:0.3014999926:0.0005000000:-0.0030000000:-0.0001000000	15	0.0001	SI	0	AMS	This study	318-U1356A-20R-1-W-70:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-20R-1-W-70	318-U1356A-20R-1-W-70	318-U1356A-20R-1-W-70	
							This study			U1356A			318-U1356A-20R-2-W-36	318-U1356A-20R-2-W-36	318-U1356A-20R-2-W-36	7.000e-06
	0.3480:0.3475:0.3045:0.0000:0.0037:0.0011	15	0.0002	SI	-1	AMS	This study	318-U1356A-20R-2-W-36:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-20R-2-W-36	318-U1356A-20R-2-W-36	318-U1356A-20R-2-W-36	
	0.3479999900:0.3474999964:0.3045000136:0.0000000000:0.0037000000:0.0011000000	15	0.0002	SI	0	AMS	This study	318-U1356A-20R-2-W-36:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-20R-2-W-36	318-U1356A-20R-2-W-36	318-U1356A-20R-2-W-36	
	0.3472:0.3474:0.3054:0.0001:0.0027:0.0011	15	0.0001	SI	-1	AMS	This study	318-U1356A-20R-2-W-36:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-20R-2-W-36	318-U1356A-20R-2-W-36	318-U1356A-20R-2-W-36	
	0.3472000062:0.3474000096:0.3054000139:0.0001000000:0.0027000001:0.0011000000	15	0.0001	SI	0	AMS	This study	318-U1356A-20R-2-W-36:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-20R-2-W-36	318-U1356A-20R-2-W-36	318-U1356A-20R-2-W-36	
	0.3474:0.3473:0.3053:0.0002:0.0028:0.0011	15	0.0001	SI	-1	AMS	This study	318-U1356A-20R-2-W-36:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-20R-2-W-36	318-U1356A-20R-2-W-36	318-U1356A-20R-2-W-36	
	0.3474000096:0.3472999930:0.3052999973:0.0002000000:0.0027999999:0.0011000000	15	0.0001	SI	0	AMS	This study	318-U1356A-20R-2-W-36:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-20R-2-W-36	318-U1356A-20R-2-W-36	318-U1356A-20R-2-W-36	
	0.3468:0.3468:0.3064:0.0000:0.0030:0.0012	15	0.0002	SI	-1	AMS	This study	318-U1356A-20R-2-W-36:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-20R-2-W-36	318-U1356A-20R-2-W-36	318-U1356A-20R-2-W-36	
	0.3467999995:0.3467999995:0.3064000010:0.0000000000:0.0030000000:0.0012000001	15	0.0002	SI	0	AMS	This study	318-U1356A-20R-2-W-36:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-20R-2-W-36	318-U1356A-20R-2-W-36	318-U1356A-20R-2-W-36	
	0.3478:0.3477:0.3044:-0.0000:0.0027:0.0011	15	0.0002	SI	-1	AMS	This study	318-U1356A-20R-2-W-36:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-20R-2-W-36	318-U1356A-20R-2-W-36	318-U1356A-20R-2-W-36	
	0.3477999866:0.3476999998:0.3043999970:0.0000000000:0.0027000001:0.0011000000	15	0.0002	SI	0	AMS	This study	318-U1356A-20R-2-W-36:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-20R-2-W-36	318-U1356A-20R-2-W-36	318-U1356A-20R-2-W-36	
	0.3476:0.3474:0.3050:-0.0001:0.0026:0.0009	15	0.0001	SI	-1	AMS	This study	318-U1356A-20R-2-W-36:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-20R-2-W-36	318-U1356A-20R-2-W-36	318-U1356A-20R-2-W-36	
	0.3476000130:0.3474000096:0.3050000072:-0.0001000000:0.0026000000:0.0009000000	15	0.0001	SI	0	AMS	This study	318-U1356A-20R-2-W-36:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-20R-2-W-36	318-U1356A-20R-2-W-36	318-U1356A-20R-2-W-36	
							This study			U1356A			318-U1356A-22R-1-W-142	318-U1356A-22R-1-W-142	318-U1356A-22R-1-W-142	7.000e-06
	0.3555:0.3549:0.2896:-0.0006:-0.0007:0.0012	15	0.0001	SI	-1	AMS	This study	318-U1356A-22R-1-W-142:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-22R-1-W-142	318-U1356A-22R-1-W-142	318-U1356A-22R-1-W-142	
	0.3555000126:0.3549000025:0.2896000147:-0.0006000000:-0.0007000000:0.0012000001	15	0.0001	SI	0	AMS	This study	318-U1356A-22R-1-W-142:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-22R-1-W-142	318-U1356A-22R-1-W-142	318-U1356A-22R-1-W-142	
	0.3547:0.3541:0.2912:-0.0006:-0.0000:0.0010	15	0.0001	SI	-1	AMS	This study	318-U1356A-22R-1-W-142:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-22R-1-W-142	318-U1356A-22R-1-W-142	318-U1356A-22R-1-W-142	
	0.3546999991:0.3540999889:0.2912000120:-0.0006000000:0.0000000000:0.0010000000	15	0.0001	SI	0	AMS	This study	318-U1356A-22R-1-W-142:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-22R-1-W-142	318-U1356A-22R-1-W-142	318-U1356A-22R-1-W-142	
	0.3550:0.3544:0.2905:-0.0006:-0.0011:0.0010	15	0.0001	SI	-1	AMS	This study	318-U1356A-22R-1-W-142:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-22R-1-W-142	318-U1356A-22R-1-W-142	318-U1356A-22R-1-W-142	
	0.3549999893:0.3544000089:0.2904999852:-0.0006000000:-0.0011000000:0.0010000000	15	0.0001	SI	0	AMS	This study	318-U1356A-22R-1-W-142:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-22R-1-W-142	318-U1356A-22R-1-W-142	318-U1356A-22R-1-W-142	
	0.3552:0.3546:0.2902:-0.0006:-0.0011:0.0011	15	0.0001	SI	-1	AMS	This study	318-U1356A-22R-1-W-142:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-22R-1-W-142	318-U1356A-22R-1-W-142	318-U1356A-22R-1-W-142	
	0.3551999927:0.3546000123:0.2901999950:-0.0006000000:-0.0011000000:0.0011000000	15	0.0001	SI	0	AMS	This study	318-U1356A-22R-1-W-142:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-22R-1-W-142	318-U1356A-22R-1-W-142	318-U1356A-22R-1-W-142	
	0.3553:0.3547:0.2900:-0.0006:-0.0004:0.0010	15	0.0001	SI	-1	AMS	This study	318-U1356A-22R-1-W-142:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-22R-1-W-142	318-U1356A-22R-1-W-142	318-U1356A-22R-1-W-142	
	0.3553000093:0.3546999991:0.2899999917:-0.0006000000:-0.0004000000:0.0010000000	15	0.0001	SI	0	AMS	This study	318-U1356A-22R-1-W-142:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-22R-1-W-142	318-U1356A-22R-1-W-142	318-U1356A-22R-1-W-142	
							This study			U1356A			318-U1356A-22R-2-W-40	318-U1356A-22R-2-W-40	318-U1356A-22R-2-W-40	7.000e-06
	0.3496:0.3498:0.3006:0.0002:0.0098:-0.0037	15	0.0004	SI	-1	AMS	This study	318-U1356A-22R-2-W-40:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-22R-2-W-40	318-U1356A-22R-2-W-40	318-U1356A-22R-2-W-40	
	0.3495999873:0.3497999907:0.3005999923:0.0002000000:0.0098000001:-0.0037000000	15	0.0004	SI	0	AMS	This study	318-U1356A-22R-2-W-40:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-22R-2-W-40	318-U1356A-22R-2-W-40	318-U1356A-22R-2-W-40	
	0.3499:0.3499:0.3002:0.0005:0.0077:-0.0037	15	0.0008	SI	-1	AMS	This study	318-U1356A-22R-2-W-40:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-22R-2-W-40	318-U1356A-22R-2-W-40	318-U1356A-22R-2-W-40	
	0.3499000072:0.3499000072:0.3001999855:0.0005000000:0.0077000000:-0.0037000000	15	0.0008	SI	0	AMS	This study	318-U1356A-22R-2-W-40:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-22R-2-W-40	318-U1356A-22R-2-W-40	318-U1356A-22R-2-W-40	
	0.3496:0.3494:0.3010:0.0004:0.0102:-0.0037	15	0.0002	SI	-1	AMS	This study	318-U1356A-22R-2-W-40:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-22R-2-W-40	318-U1356A-22R-2-W-40	318-U1356A-22R-2-W-40	
	0.3495999873:0.3494000137:0.3009999990:0.0004000000:0.0102000004:-0.0037000000	15	0.0002	SI	0	AMS	This study	318-U1356A-22R-2-W-40:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-22R-2-W-40	318-U1356A-22R-2-W-40	318-U1356A-22R-2-W-40	
	0.3497:0.3493:0.3010:0.0005:0.0101:-0.0038	15	0.0002	SI	-1	AMS	This study	318-U1356A-22R-2-W-40:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-22R-2-W-40	318-U1356A-22R-2-W-40	318-U1356A-22R-2-W-40	
	0.3497000039:0.3492999971:0.3009999990:0.0005000000:0.0100999996:-0.0038000001	15	0.0002	SI	0	AMS	This study	318-U1356A-22R-2-W-40:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-22R-2-W-40	318-U1356A-22R-2-W-40	318-U1356A-22R-2-W-40	
	0.3500:0.3497:0.3003:0.0006:0.0108:-0.0040	15	0.0002	SI	-1	AMS	This study	318-U1356A-22R-2-W-40:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-22R-2-W-40	318-U1356A-22R-2-W-40	318-U1356A-22R-2-W-40	
	0.3499999940:0.3497000039:0.3003000021:0.0006000000:0.0108000003:-0.0040000002	15	0.0002	SI	0	AMS	This study	318-U1356A-22R-2-W-40:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-22R-2-W-40	318-U1356A-22R-2-W-40	318-U1356A-22R-2-W-40	
	0.3493:0.3497:0.3010:0.0004:0.0107:-0.0040	15	0.0004	SI	-1	AMS	This study	318-U1356A-22R-2-W-40:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-22R-2-W-40	318-U1356A-22R-2-W-40	318-U1356A-22R-2-W-40	
	0.3492999971:0.3497000039:0.3009999990:0.0004000000:0.0107000005:-0.0040000002	15	0.0004	SI	0	AMS	This study	318-U1356A-22R-2-W-40:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-22R-2-W-40	318-U1356A-22R-2-W-40	318-U1356A-22R-2-W-40	
	0.3499:0.3497:0.3004:0.0006:0.0079:-0.0039	15	0.0014	SI	-1	AMS	This study	318-U1356A-22R-2-W-40:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-22R-2-W-40	318-U1356A-22R-2-W-40	318-U1356A-22R-2-W-40	
	0.3499000072:0.3497000039:0.3003999889:0.0006000000:0.0078999996:-0.0038999999	15	0.0014	SI	0	AMS	This study	318-U1356A-22R-2-W-40:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-22R-2-W-40	318-U1356A-22R-2-W-40	318-U1356A-22R-2-W-40	
	0.3499:0.3489:0.3012:0.0008:0.0113:-0.0040	15	0.0002	SI	-1	AMS	This study	318-U1356A-22R-2-W-40:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-22R-2-W-40	318-U1356A-22R-2-W-40	318-U1356A-22R-2-W-40	
	0.3499000072:0.3488999903:0.3012000024:0.0008000000:0.0113000004:-0.0040000002	15	0.0002	SI	0	AMS	This study	318-U1356A-22R-2-W-40:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-22R-2-W-40	318-U1356A-22R-2-W-40	318-U1356A-22R-2-W-40	
							This study			U1356A			318-U1356A-23R-1-W-107	318-U1356A-23R-1-W-107	318-U1356A-23R-1-W-107	7.000e-06
	0.3452:0.3454:0.3093:-0.0002:-0.0007:-0.0021	15	0.0001	SI	-1	AMS	This study	318-U1356A-23R-1-W-107:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-23R-1-W-107	318-U1356A-23R-1-W-107	318-U1356A-23R-1-W-107	
	0.3452000022:0.3454000056:0.3093000054:-0.0002000000:-0.0007000000:-0.0020999999	15	0.0001	SI	0	AMS	This study	318-U1356A-23R-1-W-107:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-23R-1-W-107	318-U1356A-23R-1-W-107	318-U1356A-23R-1-W-107	
	0.3452:0.3454:0.3094:-0.0002:-0.0009:-0.0021	15	0.0001	SI	-1	AMS	This study	318-U1356A-23R-1-W-107:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-23R-1-W-107	318-U1356A-23R-1-W-107	318-U1356A-23R-1-W-107	
	0.3452000022:0.3454000056:0.3093999922:-0.0002000000:-0.0009000000:-0.0020999999	15	0.0001	SI	0	AMS	This study	318-U1356A-23R-1-W-107:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-23R-1-W-107	318-U1356A-23R-1-W-107	318-U1356A-23R-1-W-107	
	0.3454:0.3455:0.3092:-0.0001:-0.0011:-0.0018	15	0.0002	SI	-1	AMS	This study	318-U1356A-23R-1-W-107:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-23R-1-W-107	318-U1356A-23R-1-W-107	318-U1356A-23R-1-W-107	
	0.3454000056:0.3454999924:0.3091999888:-0.0001000000:-0.0011000000:-0.0018000000	15	0.0002	SI	0	AMS	This study	318-U1356A-23R-1-W-107:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-23R-1-W-107	318-U1356A-23R-1-W-107	318-U1356A-23R-1-W-107	
	0.3451:0.3453:0.3095:-0.0003:-0.0007:-0.0020	15	0.0003	SI	-1	AMS	This study	318-U1356A-23R-1-W-107:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-23R-1-W-107	318-U1356A-23R-1-W-107	318-U1356A-23R-1-W-107	
	0.3450999856:0.3452999890:0.3095000088:-0.0003000000:-0.0007000000:-0.0020000001	15	0.0003	SI	0	AMS	This study	318-U1356A-23R-1-W-107:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-23R-1-W-107	318-U1356A-23R-1-W-107	318-U1356A-23R-1-W-107	
	0.3453:0.3454:0.3093:-0.0003:-0.0006:-0.0020	15	0.0002	SI	-1	AMS	This study	318-U1356A-23R-1-W-107:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-23R-1-W-107	318-U1356A-23R-1-W-107	318-U1356A-23R-1-W-107	
	0.3452999890:0.3454000056:0.3093000054:-0.0003000000:-0.0006000000:-0.0020000001	15	0.0002	SI	0	AMS	This study	318-U1356A-23R-1-W-107:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-23R-1-W-107	318-U1356A-23R-1-W-107	318-U1356A-23R-1-W-107	
							This study			U1356A			318-U1356A-24R-1-W-98	318-U1356A-24R-1-W-98	318-U1356A-24R-1-W-98	7.000e-06
	0.3454:0.3481:0.3065:0.0001:0.0003:0.0082	15	0.0002	SI	-1	AMS	This study	318-U1356A-24R-1-W-98:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-24R-1-W-98	318-U1356A-24R-1-W-98	318-U1356A-24R-1-W-98	
	0.3454000056:0.3481000066:0.3064999878:0.0001000000:0.0003000000:0.0082000000	15	0.0002	SI	0	AMS	This study	318-U1356A-24R-1-W-98:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-24R-1-W-98	318-U1356A-24R-1-W-98	318-U1356A-24R-1-W-98	
	0.3456:0.3480:0.3064:-0.0008:-0.0001:0.0084	15	0.0001	SI	-1	AMS	This study	318-U1356A-24R-1-W-98:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-24R-1-W-98	318-U1356A-24R-1-W-98	318-U1356A-24R-1-W-98	
	0.3456000090:0.3479999900:0.3064000010:-0.0008000000:-0.0001000000:0.0083999997	15	0.0001	SI	0	AMS	This study	318-U1356A-24R-1-W-98:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-24R-1-W-98	318-U1356A-24R-1-W-98	318-U1356A-24R-1-W-98	
	0.3454:0.3480:0.3066:-0.0002:0.0003:0.0085	15	0.0002	SI	-1	AMS	This study	318-U1356A-24R-1-W-98:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-24R-1-W-98	318-U1356A-24R-1-W-98	318-U1356A-24R-1-W-98	
	0.3454000056:0.3479999900:0.3066000044:-0.0002000000:0.0003000000:0.0085000005	15	0.0002	SI	0	AMS	This study	318-U1356A-24R-1-W-98:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-24R-1-W-98	318-U1356A-24R-1-W-98	318-U1356A-24R-1-W-98	
	0.3455:0.3481:0.3065:-0.0002:0.0000:0.0083	15	0.0001	SI	-1	AMS	This study	318-U1356A-24R-1-W-98:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-24R-1-W-98	318-U1356A-24R-1-W-98	318-U1356A-24R-1-W-98	
	0.3454999924:0.3481000066:0.3064999878:-0.0002000000:0.0000000000:0.0082999999	15	0.0001	SI	0	AMS	This study	318-U1356A-24R-1-W-98:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-24R-1-W-98	318-U1356A-24R-1-W-98	318-U1356A-24R-1-W-98	
	0.3454:0.3480:0.3067:0.0001:0.0003:0.0082	15	0.0002	SI	-1	AMS	This study	318-U1356A-24R-1-W-98:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-24R-1-W-98	318-U1356A-24R-1-W-98	318-U1356A-24R-1-W-98	
	0.3454000056:0.3479999900:0.3066999912:0.0001000000:0.0003000000:0.0082000000	15	0.0002	SI	0	AMS	This study	318-U1356A-24R-1-W-98:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-24R-1-W-98	318-U1356A-24R-1-W-98	318-U1356A-24R-1-W-98	
							This study			U1356A			318-U1356A-24R-2-W-4	318-U1356A-24R-2-W-4	318-U1356A-24R-2-W-4	7.000e-06
	0.3462:0.3476:0.3062:-0.0002:-0.0005:0.0044	15	0.0001	SI	-1	AMS	This study	318-U1356A-24R-2-W-4:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-24R-2-W-4	318-U1356A-24R-2-W-4	318-U1356A-24R-2-W-4	
	0.3461999893:0.3476000130:0.3061999977:-0.0002000000:-0.0005000000:0.0044000000	15	0.0001	SI	0	AMS	This study	318-U1356A-24R-2-W-4:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-24R-2-W-4	318-U1356A-24R-2-W-4	318-U1356A-24R-2-W-4	
	0.3462:0.3475:0.3063:-0.0000:-0.0005:0.0045	15	0.0001	SI	-1	AMS	This study	318-U1356A-24R-2-W-4:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-24R-2-W-4	318-U1356A-24R-2-W-4	318-U1356A-24R-2-W-4	
	0.3461999893:0.3474999964:0.3063000143:0.0000000000:-0.0005000000:0.0044999998	15	0.0001	SI	0	AMS	This study	318-U1356A-24R-2-W-4:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-24R-2-W-4	318-U1356A-24R-2-W-4	318-U1356A-24R-2-W-4	
	0.3449:0.3461:0.3089:-0.0001:-0.0004:0.0041	15	0.0001	SI	-1	AMS	This study	318-U1356A-24R-2-W-4:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-24R-2-W-4	318-U1356A-24R-2-W-4	318-U1356A-24R-2-W-4	
	0.3449000120:0.3461000025:0.3088999987:-0.0001000000:-0.0004000000:0.0041000000	15	0.0001	SI	0	AMS	This study	318-U1356A-24R-2-W-4:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-24R-2-W-4	318-U1356A-24R-2-W-4	318-U1356A-24R-2-W-4	
	0.3462:0.3475:0.3063:-0.0002:-0.0006:0.0044	15	0.0001	SI	-1	AMS	This study	318-U1356A-24R-2-W-4:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-24R-2-W-4	318-U1356A-24R-2-W-4	318-U1356A-24R-2-W-4	
	0.3461999893:0.3474999964:0.3063000143:-0.0002000000:-0.0006000000:0.0044000000	15	0.0001	SI	0	AMS	This study	318-U1356A-24R-2-W-4:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-24R-2-W-4	318-U1356A-24R-2-W-4	318-U1356A-24R-2-W-4	
	0.3461:0.3475:0.3064:-0.0002:-0.0004:0.0044	15	0.0001	SI	-1	AMS	This study	318-U1356A-24R-2-W-4:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-24R-2-W-4	318-U1356A-24R-2-W-4	318-U1356A-24R-2-W-4	
	0.3461000025:0.3474999964:0.3064000010:-0.0002000000:-0.0004000000:0.0044000000	15	0.0001	SI	0	AMS	This study	318-U1356A-24R-2-W-4:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-24R-2-W-4	318-U1356A-24R-2-W-4	318-U1356A-24R-2-W-4	
							This study			U1356A			318-U1356A-30R-1-W-81	318-U1356A-30R-1-W-81	318-U1356A-30R-1-W-81	7.000e-06
	0.3421:0.3418:0.3162:0.0001:0.0058:-0.0029	15	0.0004	SI	-1	AMS	This study	318-U1356A-30R-1-W-81:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-1-W-81	318-U1356A-30R-1-W-81	318-U1356A-30R-1-W-81	
	0.3420999944:0.3418000042:0.3161999881:0.0001000000:0.0057999999:-0.0029000000	15	0.0004	SI	0	AMS	This study	318-U1356A-30R-1-W-81:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-1-W-81	318-U1356A-30R-1-W-81	318-U1356A-30R-1-W-81	
	0.3422:0.3419:0.3159:0.0001:0.0057:-0.0027	15	0.0003	SI	-1	AMS	This study	318-U1356A-30R-1-W-81:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-1-W-81	318-U1356A-30R-1-W-81	318-U1356A-30R-1-W-81	
	0.3422000110:0.3418999910:0.3158999979:0.0001000000:0.0057000001:-0.0027000001	15	0.0003	SI	0	AMS	This study	318-U1356A-30R-1-W-81:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-1-W-81	318-U1356A-30R-1-W-81	318-U1356A-30R-1-W-81	
	0.3422:0.3418:0.3159:0.0001:0.0061:-0.0027	15	0.0003	SI	-1	AMS	This study	318-U1356A-30R-1-W-81:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-1-W-81	318-U1356A-30R-1-W-81	318-U1356A-30R-1-W-81	
	0.3422000110:0.3418000042:0.3158999979:0.0001000000:0.0060999999:-0.0027000001	15	0.0003	SI	0	AMS	This study	318-U1356A-30R-1-W-81:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-1-W-81	318-U1356A-30R-1-W-81	318-U1356A-30R-1-W-81	
	0.3425:0.3420:0.3155:0.0000:0.0065:-0.0028	15	0.0004	SI	-1	AMS	This study	318-U1356A-30R-1-W-81:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-1-W-81	318-U1356A-30R-1-W-81	318-U1356A-30R-1-W-81	
	0.3425000012:0.3420000076:0.3154999912:0.0000000000:0.0065000001:-0.0027999999	15	0.0004	SI	0	AMS	This study	318-U1356A-30R-1-W-81:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-1-W-81	318-U1356A-30R-1-W-81	318-U1356A-30R-1-W-81	
	0.3423:0.3419:0.3159:0.0001:0.0062:-0.0030	15	0.0003	SI	-1	AMS	This study	318-U1356A-30R-1-W-81:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-1-W-81	318-U1356A-30R-1-W-81	318-U1356A-30R-1-W-81	
	0.3422999978:0.3418999910:0.3158999979:0.0001000000:0.0062000002:-0.0030000000	15	0.0003	SI	0	AMS	This study	318-U1356A-30R-1-W-81:LP-AN-MS		U1356A	LP-X:AE-H:LP-AN-MS	g	318-U1356A-30R-1-W-81	318-U1356A-30R-1-W-81	318-U1356A-30R-1-W-81	
