tab	measurements
analysts	citations	dir_dec	dir_inc	experiment	instrument_codes	magn_moment	meas_temp	measurement	method_codes	quality	sequence	specimen	standard	timestamp	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp
Elliot Hurst	This study	303.54	28.58	ATPIPV31-1B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.93e-05	273.0	ATPIPV31-1B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_3	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	494	ATPIPV31-1B	u	9999:99:99:99:99		3e-05	0	90	3	373.0
Elliot Hurst	This study	303.04	18.62	ATPIPV31-1B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.582e-05	273.0	ATPIPV31-1B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_4	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	495	ATPIPV31-1B	u	9999:99:99:99:99		3e-05	0	90	4	448.0
Elliot Hurst	This study	305.04	19.33	ATPIPV31-1B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.603e-05	273.0	ATPIPV31-1B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_5	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	496	ATPIPV31-1B	u	9999:99:99:99:99		0.0	0	90	5	448.0
Elliot Hurst	This study	305.55	17.81	ATPIPV31-1B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.589e-05	273.0	ATPIPV31-1B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_6	LT-PTRM-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	497	ATPIPV31-1B	u	9999:99:99:99:99		3e-05	0	90	6	373.0
Elliot Hurst	This study	305.46	12.85	ATPIPV31-1B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.465e-05	273.0	ATPIPV31-1B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_7	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	498	ATPIPV31-1B	u	9999:99:99:99:99		0.0	0	90	7	523.0
Elliot Hurst	This study	305.83	1.63	ATPIPV31-1B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.41e-05	273.0	ATPIPV31-1B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_8	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	499	ATPIPV31-1B	u	9999:99:99:99:99		3e-05	0	90	8	523.0
Elliot Hurst	This study	306.38	-12.3	ATPIPV31-1B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.351e-05	273.0	ATPIPV31-1B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_9	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	500	ATPIPV31-1B	u	9999:99:99:99:99		3e-05	0	90	9	583.0
Elliot Hurst	This study	307.08	-4.94	ATPIPV31-1B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.27e-05	273.0	ATPIPV31-1B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_10	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	501	ATPIPV31-1B	u	9999:99:99:99:99		0.0	0	90	10	583.0
Elliot Hurst	This study	303.41	-9.09	ATPIPV31-1B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.263e-05	273.0	ATPIPV31-1B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_11	LT-PTRM-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	502	ATPIPV31-1B	u	9999:99:99:99:99		3e-05	0	90	11	448.0
Elliot Hurst	This study	310.15	-8.87	ATPIPV31-1B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.113e-05	273.0	ATPIPV31-1B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_12	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	503	ATPIPV31-1B	u	9999:99:99:99:99		0.0	0	90	12	643.0
Elliot Hurst	This study	308.81	-38.74	ATPIPV31-1B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.312e-05	273.0	ATPIPV31-1B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_13	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	504	ATPIPV31-1B	u	9999:99:99:99:99		3e-05	0	90	13	643.0
Elliot Hurst	This study	301.43	-76.01	ATPIPV31-1B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	2.919e-05	273.0	ATPIPV31-1B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_14	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	505	ATPIPV31-1B	u	9999:99:99:99:99		3e-05	0	90	14	693.0
Elliot Hurst	This study	305.21	-66.06	ATPIPV31-1B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.725e-05	273.0	ATPIPV31-1B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_15	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	506	ATPIPV31-1B	u	9999:99:99:99:99		0.0	0	90	15	693.0
Elliot Hurst	This study	302.14	-70.85	ATPIPV31-1B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.987e-05	273.0	ATPIPV31-1B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_16	LT-PTRM-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	507	ATPIPV31-1B	u	9999:99:99:99:99		3e-05	0	90	16	583.0
Elliot Hurst	This study	307.28	-58.68	ATPIPV31-1B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.151e-05	273.0	ATPIPV31-1B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_17	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	508	ATPIPV31-1B	u	9999:99:99:99:99		0.0	0	90	17	743.0
Elliot Hurst	This study	307.57	-79.86	ATPIPV31-1B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	3.115e-05	273.0	ATPIPV31-1B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_18	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	509	ATPIPV31-1B	u	9999:99:99:99:99		3e-05	0	90	18	743.0
Elliot Hurst	This study	280.89	-86.89	ATPIPV31-1B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	5.449e-05	273.0	ATPIPV31-1B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_19	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	510	ATPIPV31-1B	u	9999:99:99:99:99		3e-05	0	90	19	793.0
Elliot Hurst	This study	303.74	-75.21	ATPIPV31-1B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.455e-05	273.0	ATPIPV31-1B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_20	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	511	ATPIPV31-1B	u	9999:99:99:99:99		0.0	0	90	20	793.0
Elliot Hurst	This study	307.23	-81.5	ATPIPV31-1B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	2.368e-05	273.0	ATPIPV31-1B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_21	LT-PTRM-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	512	ATPIPV31-1B	u	9999:99:99:99:99		3e-05	0	90	21	693.0
Elliot Hurst	This study	316.18	64.68	ATPIPV31-2B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	3.577e-05	273.0	ATPIPV31-2B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_0	LT-NO:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	513	ATPIPV31-2B	u	9999:99:99:99:99		0.0	0	90	0	273.0
Elliot Hurst	This study	327.23	64.09	ATPIPV31-2B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	2.64e-05	273.0	ATPIPV31-2B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_1	LT-AF-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	514	ATPIPV31-2B	u	9999:99:99:99:99	0.005	0.0	0	90	1	273.0
Elliot Hurst	This study	329.19	60.32	ATPIPV31-2B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	2.449e-05	273.0	ATPIPV31-2B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_2	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	515	ATPIPV31-2B	u	9999:99:99:99:99		0.0	0	90	2	373.0
Elliot Hurst	This study	327.7	58.59	ATPIPV31-2B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	2.354e-05	273.0	ATPIPV31-2B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_3	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	516	ATPIPV31-2B	u	9999:99:99:99:99		3e-05	0	90	3	373.0
Elliot Hurst	This study	333.19	54.26	ATPIPV31-2B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.782e-05	273.0	ATPIPV31-2B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_4	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	517	ATPIPV31-2B	u	9999:99:99:99:99		3e-05	0	90	4	448.0
Elliot Hurst	This study	334.89	55.68	ATPIPV31-2B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.771e-05	273.0	ATPIPV31-2B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_5	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	518	ATPIPV31-2B	u	9999:99:99:99:99		0.0	0	90	5	448.0
Elliot Hurst	This study	333.26	54.85	ATPIPV31-2B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.705e-05	273.0	ATPIPV31-2B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_6	LT-PTRM-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	519	ATPIPV31-2B	u	9999:99:99:99:99		3e-05	0	90	6	373.0
Elliot Hurst	This study	335.82	49.85	ATPIPV31-2B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.507e-05	273.0	ATPIPV31-2B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_7	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	520	ATPIPV31-2B	u	9999:99:99:99:99		0.0	0	90	7	523.0
Elliot Hurst	This study	336.36	40.98	ATPIPV31-2B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.245e-05	273.0	ATPIPV31-2B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_8	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	521	ATPIPV31-2B	u	9999:99:99:99:99		3e-05	0	90	8	523.0
Elliot Hurst	This study	336.97	31.6	ATPIPV31-2B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	9.872e-06	273.0	ATPIPV31-2B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_9	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	522	ATPIPV31-2B	u	9999:99:99:99:99		3e-05	0	90	9	583.0
Elliot Hurst	This study	337.33	39.31	ATPIPV31-2B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.024e-05	273.0	ATPIPV31-2B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_10	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	523	ATPIPV31-2B	u	9999:99:99:99:99		0.0	0	90	10	583.0
Elliot Hurst	This study	336.78	33.85	ATPIPV31-2B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	9.569e-06	273.0	ATPIPV31-2B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_11	LT-PTRM-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	524	ATPIPV31-2B	u	9999:99:99:99:99		3e-05	0	90	11	448.0
Elliot Hurst	This study	338.84	36.31	ATPIPV31-2B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	7.626e-06	273.0	ATPIPV31-2B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_12	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	525	ATPIPV31-2B	u	9999:99:99:99:99		0.0	0	90	12	643.0
Elliot Hurst	This study	345.59	-32.79	ATPIPV31-2B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	6.341e-06	273.0	ATPIPV31-2B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_13	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	526	ATPIPV31-2B	u	9999:99:99:99:99		3e-05	0	90	13	643.0
Elliot Hurst	This study	346.0	-76.54	ATPIPV31-2B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.644e-05	273.0	ATPIPV31-2B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_14	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	527	ATPIPV31-2B	u	9999:99:99:99:99		3e-05	0	90	14	693.0
Elliot Hurst	This study	346.33	-56.26	ATPIPV31-2B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	6.798e-06	273.0	ATPIPV31-2B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_15	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	528	ATPIPV31-2B	u	9999:99:99:99:99		0.0	0	90	15	693.0
Elliot Hurst	This study	345.57	-69.37	ATPIPV31-2B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.003e-05	273.0	ATPIPV31-2B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_16	LT-PTRM-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	529	ATPIPV31-2B	u	9999:99:99:99:99		3e-05	0	90	16	583.0
Elliot Hurst	This study	344.79	-37.76	ATPIPV31-2B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	4.5160000000000005e-06	273.0	ATPIPV31-2B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_17	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	530	ATPIPV31-2B	u	9999:99:99:99:99		0.0	0	90	17	743.0
Elliot Hurst	This study	353.19	-81.36	ATPIPV31-2B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	2.189e-05	273.0	ATPIPV31-2B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_18	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	531	ATPIPV31-2B	u	9999:99:99:99:99		3e-05	0	90	18	743.0
Elliot Hurst	This study	336.04	-88.68	ATPIPV31-2B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	4.773e-05	273.0	ATPIPV31-2B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_19	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	532	ATPIPV31-2B	u	9999:99:99:99:99		3e-05	0	90	19	793.0
Elliot Hurst	This study	348.23	-72.78	ATPIPV31-2B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	8.311e-06	273.0	ATPIPV31-2B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_20	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	533	ATPIPV31-2B	u	9999:99:99:99:99		0.0	0	90	20	793.0
Elliot Hurst	This study	354.26	-83.51	ATPIPV31-2B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	2.073e-05	273.0	ATPIPV31-2B :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_21	LT-PTRM-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	534	ATPIPV31-2B	u	9999:99:99:99:99		3e-05	0	90	21	693.0
Elliot Hurst	This study	329.12	-48.49	ATPIPV31-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	3.901e-05	273.0	ATPIPV31-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_0	LT-NO:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	535	ATPIPV31-3A	u	9999:99:99:99:99		0.0	0	90	0	273.0
Elliot Hurst	This study	329.34	-43.76	ATPIPV31-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	3.482e-05	273.0	ATPIPV31-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_1	LT-AF-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	536	ATPIPV31-3A	u	9999:99:99:99:99	0.005	0.0	0	90	1	273.0
Elliot Hurst	This study	336.37	-42.63	ATPIPV31-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	3.126e-05	273.0	ATPIPV31-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_2	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	537	ATPIPV31-3A	u	9999:99:99:99:99		0.0	0	90	2	373.0
Elliot Hurst	This study	330.02	-42.21	ATPIPV31-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	3.133e-05	273.0	ATPIPV31-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_3	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	538	ATPIPV31-3A	u	9999:99:99:99:99		3e-05	0	90	3	373.0
Elliot Hurst	This study	335.81	-40.15	ATPIPV31-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	2.741e-05	273.0	ATPIPV31-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_4	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	539	ATPIPV31-3A	u	9999:99:99:99:99		3e-05	0	90	4	448.0
Elliot Hurst	This study	336.69	-39.2	ATPIPV31-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	2.535e-05	273.0	ATPIPV31-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_5	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	540	ATPIPV31-3A	u	9999:99:99:99:99		0.0	0	90	5	448.0
Elliot Hurst	This study	336.39	-39.61	ATPIPV31-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	2.595e-05	273.0	ATPIPV31-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_6	LT-PTRM-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	541	ATPIPV31-3A	u	9999:99:99:99:99		3e-05	0	90	6	373.0
Elliot Hurst	This study	336.38	-34.57	ATPIPV31-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	2.45e-05	273.0	ATPIPV31-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_7	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	542	ATPIPV31-3A	u	9999:99:99:99:99		0.0	0	90	7	523.0
Elliot Hurst	This study	337.74	-38.15	ATPIPV31-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	2.489e-05	273.0	ATPIPV31-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_8	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	543	ATPIPV31-3A	u	9999:99:99:99:99		3e-05	0	90	8	523.0
Elliot Hurst	This study	341.84	-36.98	ATPIPV31-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	2.337e-05	273.0	ATPIPV31-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_9	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	544	ATPIPV31-3A	u	9999:99:99:99:99		3e-05	0	90	9	583.0
Elliot Hurst	This study	340.25	-32.17	ATPIPV31-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	2.203e-05	273.0	ATPIPV31-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_10	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	545	ATPIPV31-3A	u	9999:99:99:99:99		0.0	0	90	10	583.0
Elliot Hurst	This study	338.48	-33.85	ATPIPV31-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	2.28e-05	273.0	ATPIPV31-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_11	LT-PTRM-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	546	ATPIPV31-3A	u	9999:99:99:99:99		3e-05	0	90	11	448.0
Elliot Hurst	This study	339.71	-28.52	ATPIPV31-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.808e-05	273.0	ATPIPV31-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_12	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	547	ATPIPV31-3A	u	9999:99:99:99:99		0.0	0	90	12	643.0
Elliot Hurst	This study	340.33	-36.78	ATPIPV31-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.857e-05	273.0	ATPIPV31-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_13	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	548	ATPIPV31-3A	u	9999:99:99:99:99		3e-05	0	90	13	643.0
Elliot Hurst	This study	343.12	-52.08	ATPIPV31-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.856e-05	273.0	ATPIPV31-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_14	LT-T-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	549	ATPIPV31-3A	u	9999:99:99:99:99		3e-05	0	90	14	693.0
Elliot Hurst	This study	345.04	-41.71	ATPIPV31-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.394e-05	273.0	ATPIPV31-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_15	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	550	ATPIPV31-3A	u	9999:99:99:99:99		0.0	0	90	15	693.0
Elliot Hurst	This study	342.55	-44.7	ATPIPV31-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	1.496e-05	273.0	ATPIPV31-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_16	LT-PTRM-I:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	551	ATPIPV31-3A	u	9999:99:99:99:99		3e-05	0	90	16	583.0
Elliot Hurst	This study	342.32	-32.87	ATPIPV31-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	JR6 old:oven	9.224e-06	273.0	ATPIPV31-3A :LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM_17	LT-T-Z:LP-PI-TRM:LP-PI-BT-IZZI:LP-PI-ALT-PTRM	g	552	ATPIPV31-3A	u	9999:99:99:99:99		0.0	0	90	17	743.0
