tab 	er_samples
er_citation_names	er_expedition_name	er_location_name	er_sample_alternatives	er_sample_name	er_site_name	magic_method_codes	sample_azimuth	sample_bed_dip	sample_bed_dip_direction	sample_class	sample_composite_depth	sample_core_depth	sample_date	sample_dip	sample_lat	sample_lithology	sample_lon	sample_type
This study	318	U1359A		318-U1359A-002H_5A-1.15	318-U1359A-002H_5A-1.15	FS-C-DRILL-IODP:SO-V	0			Sedimentary	9.37	7.75		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_5A-1.2	318-U1359A-002H_5A-1.2	FS-C-DRILL-IODP:SO-V	0			Sedimentary	9.42	7.8		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_5A-1.25	318-U1359A-002H_5A-1.25	FS-C-DRILL-IODP:SO-V	0			Sedimentary	9.47	7.85		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_5A-1.3	318-U1359A-002H_5A-1.3	FS-C-DRILL-IODP:SO-V	0			Sedimentary	9.52	7.9		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_5A-1.35	318-U1359A-002H_5A-1.35	FS-C-DRILL-IODP:SO-V	0			Sedimentary	9.57	7.95		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_5A-1.4	318-U1359A-002H_5A-1.4	FS-C-DRILL-IODP:SO-V	0			Sedimentary	9.62	8		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_5A-1.45	318-U1359A-002H_5A-1.45	FS-C-DRILL-IODP:SO-V	0			Sedimentary	9.67	8.05		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_5A-1.5	318-U1359A-002H_5A-1.5	FS-C-DRILL-IODP:SO-V	0			Sedimentary	9.72	8.1		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_6A-0	318-U1359A-002H_6A-0	FS-C-DRILL-IODP:SO-V	0			Sedimentary	9.72	8.1		0	-64.904	Not Specified	143.9614	Sediment Layer
This study	318	U1359A		318-U1359A-002H_6A-0.05	318-U1359A-002H_6A-0.05	FS-C-DRILL-IODP:SO-V	0			Sedimentary	9.77	8.15		0	-64.904	Not Specified	143.9614	Sediment Layer
