"Exp","Site","Hole","Core","Type","Sect","A/W","Offset (cm)","Depth CSF-A (m)","Depth CSF-B (m)","Demag level (mT)","Inclination background & tray corrected (deg)","Declination background & tray corrected (deg)","Intensity background & tray corrected (A/m)","Inclination raw (deg)","Declination raw (deg)","Intensity raw (A/m)","Magnetic moment x (Am²)","Magnetic moment y (Am²)","Magnetic moment z (Am²)","Treatment type","Treatment Value (mT or °C)","Sample orientation","Sample type","Sample length (cm)","Sample volume (cm³)","Raw data","Timestamp (UTC)","Instrument","Text ID","Test No.","Comments",
"344","U1414","A","25","X","4","W","35.0","223.970","223.917","0","23.3","187.8","0.00021685","1.3","170.7","0.00015233","-1.2022E-9","1.9738E-10","2.722E-11","Alternating Frequency Demagnetization","25","Double Lines","OTHR","2.0","8","20763351","2012-12-09 11:23:43","SRM","OTHR4496061","42990771","",
"344","U1414","A","25","X","4","W","35.0","223.970","223.917","0","21.9","190","0.0002518","11.7","183.5","0.00018202","-1.4233E-9","-8.8126E-11","2.943E-10","Alternating Frequency Demagnetization","30","Double Lines","OTHR","2.0","8","20763421","2012-12-09 11:24:13","SRM","OTHR4496061","42990851","",
"344","U1414","A","25","X","4","W","35.0","223.970","223.917","0","10.4","170.7","0.00035298","-2.7","163.3","0.00031385","-2.4028E-9","7.1919E-10","-1.165E-10","Alternating Frequency Demagnetization","40","Double Lines","OTHR","2.0","8","20763511","2012-12-09 11:24:46","SRM","OTHR4496061","42990941","",
"344","U1414","A","25","X","4","W","35.0","223.970","223.917","0","20.6","162.5","0.00021942","-8","148.5","0.00017462","-1.1801E-9","7.2224E-10","-1.934E-10","Alternating Frequency Demagnetization","60","Double Lines","OTHR","2.0","8","20763591","2012-12-09 11:25:18","SRM","OTHR4496061","42991021","",
"344","U1414","A","25","X","4","W","35.0","223.970","223.917","0","-19.5","149.8","0.00023501","-33.6","130.7","0.00024501","-1.0643E-9","1.2388E-9","-1.084E-9","Alternating Frequency Demagnetization","80","Double Lines","OTHR","2.0","8","20763681","2012-12-09 11:25:58","SRM","OTHR4496061","42991101","",
"344","U1414","A","25","X","4","W","35.0","223.970","223.917","0","-36.1","196.6","0.00026152","-59.8","194.7","0.00029318","-1.1426E-9","-2.9996E-10","-2.026E-9","Alternating Frequency Demagnetization","100","Double Lines","OTHR","2.0","8","20763761","2012-12-09 11:26:29","SRM","OTHR4496061","42991191","",
"344","U1414","A","25","X","4","W","35.0","223.970","223.917","0","-33.9","181.7","0.00019633","-55.5","155.5","0.00019915","-8.2100E-10","3.7363E-10","-1.313E-9","Alternating Frequency Demagnetization","120","Double Lines","OTHR","2.0","8","20763891","2012-12-09 11:27:01","SRM","OTHR4496061","42991271","",
"344","U1414","A","25","X","7","W","74.0","228.370","228.268","0","83.9","242.6","0.012195","83.7","245.5","0.012255","-4.4802E-9","-9.8406E-9","9.745E-8","","","Double Lines","OTHR","2.0","8","20760531","2012-12-09 11:01:11","SRM","OTHR4496141","42987631","",
"344","U1414","A","25","X","7","W","74.0","228.370","228.268","0","60.2","263.3","0.001843","59.3","266.5","0.0019282","-4.8056E-10","-7.8638E-9","1.326E-8","Alternating Frequency Demagnetization","5","Double Lines","OTHR","2.0","8","20760601","2012-12-09 11:01:54","SRM","OTHR4496141","42987691","",
"344","U1414","A","25","X","7","W","74.0","228.370","228.268","0","34.8","276","0.00075518","31.6","278.7","0.00080858","8.3523E-10","-5.4488E-9","3.385E-9","Alternating Frequency Demagnetization","10","Double Lines","OTHR","2.0","8","20760671","2012-12-09 11:02:24","SRM","OTHR4496141","42987761","",
"344","U1414","A","25","X","7","W","74.0","228.370","228.268","0","25.6","262.2","0.0005199","22.2","269.4","0.0005808","-4.4608E-11","-4.3020E-9","1.755E-9","Alternating Frequency Demagnetization","15","Double Lines","OTHR","2.0","8","20760751","2012-12-09 11:03:06","SRM","OTHR4496141","42987841","",
"344","U1414","A","25","X","7","W","74.0","228.370","228.268","0","23.8","277.4","0.00037888","19","281.4","0.00044996","6.7404E-10","-3.3360E-9","1.172E-9","Alternating Frequency Demagnetization","20","Double Lines","OTHR","2.0","8","20760821","2012-12-09 11:03:42","SRM","OTHR4496141","42987911","",
"344","U1414","A","25","X","7","W","74.0","228.370","228.268","0","23.7","270.4","0.00027364","18.2","277.6","0.00032783","3.2813E-10","-2.4692E-9","8.207E-10","Alternating Frequency Demagnetization","25","Double Lines","OTHR","2.0","8","20760871","2012-12-09 11:04:07","SRM","OTHR4496141","42987971","",
"344","U1414","A","25","X","7","W","74.0","228.370","228.268","0","15.2","259.3","0.00025859","10.5","269.7","0.00032421","-1.1494E-11","-2.5498E-9","4.748E-10","Alternating Frequency Demagnetization","30","Double Lines","OTHR","2.0","8","20760961","2012-12-09 11:04:47","SRM","OTHR4496141","42988051","",
"344","U1414","A","25","X","7","W","74.0","228.370","228.268","0","12.1","245.6","0.00017782","7.6","262.1","0.00022633","-2.4657E-10","-1.7775E-9","2.409E-10","Alternating Frequency Demagnetization","40","Double Lines","OTHR","2.0","8","20761011","2012-12-09 11:05:12","SRM","OTHR4496141","42988111","",
"344","U1414","A","25","X","7","W","74.0","228.370","228.268","0","-23.5","217.4","0.00007579","-21","263.5","0.00010809","-9.1678E-11","-8.0203E-10","-3.099E-10","Alternating Frequency Demagnetization","60","Double Lines","OTHR","2.0","8","20761091","2012-12-09 11:05:47","SRM","OTHR4496141","42988181","",
"344","U1414","A","25","X","7","W","74.0","228.370","228.268","0","-12.9","210.6","0.00013656","-13.7","242.8","0.00016237","-5.7716E-10","-1.1220E-9","-3.086E-10","Alternating Frequency Demagnetization","80","Double Lines","OTHR","2.0","8","20761151","2012-12-09 11:06:27","SRM","OTHR4496141","42988251","",
"344","U1414","A","25","X","7","W","74.0","228.370","228.268","0","-8.3","203","0.00019173","-10.6","228.6","0.00019819","-1.0306E-9","-1.1693E-9","-2.906E-10","Alternating Frequency Demagnetization","100","Double Lines","OTHR","2.0","8","20761231","2012-12-09 11:07:13","SRM","OTHR4496141","42988321","",
"344","U1414","A","25","X","7","W","74.0","228.370","228.268","0","-13.4","181.4","0.000789","-28","187.4","0.00081189","-5.6873E-9","-7.3559E-10","-3.049E-9","Alternating Frequency Demagnetization","120","Double Lines","OTHR","2.0","8","20761301","2012-12-09 11:07:49","SRM","OTHR4496141","42988391","",
"344","U1414","A","26","X","3","W","43.0","232.330","232.305","0","73.5","19","0.0025286","68.4","32.7","0.0028479","7.0483E-9","4.5331E-9","2.119E-8","","","Double Lines","OTHR","2.0","8","20762911","2012-12-09 11:20:51","SRM","OTHR4496701","42990251","",
"344","U1414","A","26","X","3","W","43.0","232.330","232.305","0","31.2","29","0.00035549","28.1","40.5","0.00077162","4.1398E-9","3.5412E-9","2.903E-9","Alternating Frequency Demagnetization","5","Double Lines","OTHR","2.0","8","20763031","2012-12-09 11:21:34","SRM","OTHR4496701","42990351","",
"344","U1414","A","26","X","3","W","43.0","232.330","232.305","0","3.9","11.3","0.00041027","20","32.5","0.00074604","4.7301E-9","3.0138E-9","2.041E-9","Alternating Frequency Demagnetization","10","Double Lines","OTHR","2.0","8","20763131","2012-12-09 11:22:13","SRM","OTHR4496701","42990441","",
"344","U1414","A","26","X","3","W","43.0","232.330","232.305","0","-88.1","9.5","0.00007911","19.7","50.3","0.00040988","1.9742E-9","2.3738E-9","1.104E-9","Alternating Frequency Demagnetization","15","Double Lines","OTHR","2.0","8","20763211","2012-12-09 11:22:50","SRM","OTHR4496701","42990531","",
"344","U1414","A","26","X","3","W","43.0","232.330","232.305","0","-14.1","349.7","0.00035887","12.1","27.7","0.00057229","3.9621E-9","2.0825E-9","9.621E-10","Alternating Frequency Demagnetization","20","Double Lines","OTHR","2.0","8","20763281","2012-12-09 11:23:22","SRM","OTHR4496701","42990711","",
"344","U1414","A","26","X","3","W","43.0","232.330","232.305","0","-30.4","346.1","0.00022722","8.5","35.3","0.00049185","3.1770E-9","2.2474E-9","5.819E-10","Alternating Frequency Demagnetization","25","Double Lines","OTHR","2.0","8","20763371","2012-12-09 11:23:50","SRM","OTHR4496701","42990801","",
"344","U1414","A","26","X","3","W","43.0","232.330","232.305","0","-38.5","335.4","0.0002467","8.9","29","0.00045098","3.1168E-9","1.7292E-9","5.587E-10","Alternating Frequency Demagnetization","30","Double Lines","OTHR","2.0","8","20763451","2012-12-09 11:24:20","SRM","OTHR4496701","42990881","",
"344","U1414","A","26","X","3","W","43.0","232.330","232.305","0","-52.7","334","0.0002758","-3.6","33.2","0.00041947","2.8023E-9","1.8342E-9","-2.085E-10","Alternating Frequency Demagnetization","40","Double Lines","OTHR","2.0","8","20763531","2012-12-09 11:24:57","SRM","OTHR4496701","42990971","",
"344","U1414","A","26","X","3","W","43.0","232.330","232.305","0","-51.6","283.2","0.00029198","-13.7","25.3","0.00028463","2.0005E-9","9.4409E-10","-5.399E-10","Alternating Frequency Demagnetization","60","Double Lines","OTHR","2.0","8","20763611","2012-12-09 11:25:30","SRM","OTHR4496701","42991041","",
"344","U1414","A","26","X","3","W","43.0","232.330","232.305","0","-49.1","252.3","0.00030476","-1.8","37.9","0.00020584","1.2994E-9","1.0103E-9","-5.256E-11","Alternating Frequency Demagnetization","80","Double Lines","OTHR","2.0","8","20763691","2012-12-09 11:26:04","SRM","OTHR4496701","42991121","",
"344","U1414","A","26","X","3","W","43.0","232.330","232.305","0","-50.3","253.5","0.00038404","-38.9","18.5","0.00020999","1.2408E-9","4.1478E-10","-1.054E-9","Alternating Frequency Demagnetization","100","Double Lines","OTHR","2.0","8","20763801","2012-12-09 11:26:35","SRM","OTHR4496701","42991211","",
"344","U1414","A","26","X","3","W","43.0","232.330","232.305","0","-46.3","243.3","0.00036841","-14.6","42","0.00015435","8.8832E-10","7.9897E-10","-3.119E-10","Alternating Frequency Demagnetization","120","Double Lines","OTHR","2.0","8","20763911","2012-12-09 11:27:11","SRM","OTHR4496701","42991291","",
"344","U1414","A","27","X","5","W","6.0","244.560","244.455","0","64.7","75.4","0.0012293","65.8","69.1","0.0011714","1.3711E-9","3.5865E-9","8.548E-9","","","Double Lines","OTHR","2.0","8","20762871","2012-12-09 11:20:30","SRM","OTHR4497511","42990211","",
"344","U1414","A","27","X","5","W","6.0","244.560","244.455","0","-5.7","94.7","0.00035241","-19.2","83.7","0.00029284","2.4247E-10","2.1984E-9","-7.723E-10","Alternating Frequency Demagnetization","5","Double Lines","OTHR","2.0","8","20762971","2012-12-09 11:21:15","SRM","OTHR4497511","42990301","",
"344","U1414","A","27","X","5","W","6.0","244.560","244.455","0","-18.6","95.3","0.00031369","-32.6","88.4","0.00026313","5.0355E-11","1.7728E-9","-1.134E-9","Alternating Frequency Demagnetization","10","Double Lines","OTHR","2.0","8","20763101","2012-12-09 11:21:59","SRM","OTHR4497511","42990411","",
"344","U1414","A","27","X","5","W","6.0","244.560","244.455","0","-61.1","206.6","0.00029743","-63","242.5","0.000344","-5.7744E-10","-1.1089E-9","-2.452E-9","Alternating Frequency Demagnetization","15","Double Lines","OTHR","2.0","8","20763171","2012-12-09 11:22:33","SRM","OTHR4497511","42990491","",
"344","U1414","A","27","X","5","W","6.0","244.560","244.455","0","-30.9","97.9","0.00034024","-44.8","95.4","0.00031882","-1.7077E-10","1.8031E-9","-1.796E-9","Alternating Frequency Demagnetization","20","Double Lines","OTHR","2.0","8","20763251","2012-12-09 11:23:04","SRM","OTHR4497511","42990561","",
"344","U1414","A","27","X","5","W","6.0","244.560","244.455","0","-32.6","95.5","0.00030806","-48.6","85.4","0.00029861","1.2780E-10","1.5751E-9","-1.792E-9","Alternating Frequency Demagnetization","25","Double Lines","OTHR","2.0","8","20763331","2012-12-09 11:23:34","SRM","OTHR4497511","42990751","",
"344","U1414","A","27","X","5","W","6.0","244.560","244.455","0","-32.9","102.2","0.00025003","-53.8","90.3","0.00022178","-6.2943E-12","1.0469E-9","-1.432E-9","Alternating Frequency Demagnetization","30","Double Lines","OTHR","2.0","8","20763411","2012-12-09 11:24:04","SRM","OTHR4497511","42990841","",
"344","U1414","A","27","X","5","W","6.0","244.560","244.455","0","-44.7","96.6","0.00025598","-64.9","81.2","0.00025998","1.3574E-10","8.7181E-10","-1.883E-9","Alternating Frequency Demagnetization","40","Double Lines","OTHR","2.0","8","20763491","2012-12-09 11:24:35","SRM","OTHR4497511","42990911","",
"344","U1414","A","27","X","5","W","6.0","244.560","244.455","0","-54.6","105.6","0.00028395","-74.5","91.8","0.0003115","-2.0799E-11","6.6720E-10","-2.401E-9","Alternating Frequency Demagnetization","60","Double Lines","OTHR","2.0","8","20763571","2012-12-09 11:25:09","SRM","OTHR4497511","42991001","",
"344","U1414","A","27","X","5","W","6.0","244.560","244.455","0","-42","114.6","0.00024081","-63.9","105.6","0.0002276","-2.1620E-10","7.7256E-10","-1.635E-9","Alternating Frequency Demagnetization","80","Double Lines","OTHR","2.0","8","20763651","2012-12-09 11:25:43","SRM","OTHR4497511","42991081","",
"344","U1414","A","27","X","5","W","6.0","244.560","244.455","0","-55.5","120.9","0.00029931","-76.1","120","0.00032365","-3.1089E-10","5.3821E-10","-2.514E-9","Alternating Frequency Demagnetization","100","Double Lines","OTHR","2.0","8","20763741","2012-12-09 11:26:22","SRM","OTHR4497511","42991171","",
"344","U1414","A","27","X","5","W","6.0","244.560","244.455","0","-42.1","118.6","0.0002533","-62.2","111.9","0.00023914","-3.3250E-10","8.2649E-10","-1.693E-9","Alternating Frequency Demagnetization","120","Double Lines","OTHR","2.0","8","20763881","2012-12-09 11:26:58","SRM","OTHR4497511","42991261","",
"344","U1414","A","29","X","4","W","42.0","262.240","262.240","0","47.3","207.5","0.00060097","75.7","142.7","0.0007594","-1.1965E-9","9.1017E-10","5.886E-9","","","Double Lines","OTHR","2.0","8","20759671","2012-12-09 10:53:58","SRM","OTHR4499481","42986391","",
"344","U1414","A","29","X","4","W","42.0","262.240","262.240","0","-19.8","216.5","0.00049722","40.5","171.4","0.00021371","-1.2860E-9","1.9404E-10","1.110E-9","Alternating Frequency Demagnetization","5","Double Lines","OTHR","2.0","8","20759731","2012-12-09 10:54:33","SRM","OTHR4499481","42986451","",
"344","U1414","A","29","X","4","W","42.0","262.240","262.240","0","-26.3","221.5","0.00049715","34.8","177","0.00015756","-1.0331E-9","5.3654E-11","7.201E-10","Alternating Frequency Demagnetization","10","Double Lines","OTHR","2.0","8","20759811","2012-12-09 10:55:08","SRM","OTHR4499481","42986531","",
"344","U1414","A","29","X","4","W","42.0","262.240","262.240","0","-30.5","216.4","0.00053614","13.6","162.7","0.00017341","-1.2868E-9","4.0199E-10","3.272E-10","Alternating Frequency Demagnetization","15","Double Lines","OTHR","2.0","8","20759881","2012-12-09 10:55:37","SRM","OTHR4499481","42986601","",
"344","U1414","A","29","X","4","W","42.0","262.240","262.240","0","-30.2","224.4","0.0004924","34.7","176.3","0.00011495","-7.5423E-10","4.8372E-11","5.239E-10","Alternating Frequency Demagnetization","20","Double Lines","OTHR","2.0","8","20759971","2012-12-09 10:56:14","SRM","OTHR4499481","42986681","",
"344","U1414","A","29","X","4","W","42.0","262.240","262.240","0","-36.6","274.9","0.00037951","53.7","2.3","0.00016482","7.7913E-10","3.1414E-11","1.063E-9","Alternating Frequency Demagnetization","25","Double Lines","OTHR","2.0","8","20760041","2012-12-09 10:57:09","SRM","OTHR4499481","42986901","",
"344","U1414","A","29","X","4","W","42.0","262.240","262.240","0","-30.5","222.9","0.00050568","25.8","164.6","0.00011637","-8.0841E-10","2.2212E-10","4.048E-10","Alternating Frequency Demagnetization","30","Double Lines","OTHR","2.0","8","20760111","2012-12-09 10:57:44","SRM","OTHR4499481","42986961","",
"344","U1414","A","29","X","4","W","42.0","262.240","262.240","0","-32.6","228.9","0.0004924","33.1","190.9","0.00008906","-5.8619E-10","-1.1259E-10","3.891E-10","Alternating Frequency Demagnetization","40","Double Lines","OTHR","2.0","8","20760171","2012-12-09 10:58:09","SRM","OTHR4499481","42987031","",
"344","U1414","A","29","X","4","W","42.0","262.240","262.240","0","-32.4","229.6","0.0005047","32","198.1","0.00008277","-5.3365E-10","-1.7486E-10","3.508E-10","Alternating Frequency Demagnetization","60","Double Lines","OTHR","2.0","8","20760261","2012-12-09 10:58:50","SRM","OTHR4499481","42987131","",
"344","U1414","A","29","X","4","W","42.0","262.240","262.240","0","-34.2","229.9","0.00049219","30.2","189.7","0.00006732","-4.5867E-10","-7.8674E-11","2.712E-10","Alternating Frequency Demagnetization","80","Double Lines","OTHR","2.0","8","20760361","2012-12-09 10:59:27","SRM","OTHR4499481","42987211","",
"344","U1414","A","29","X","4","W","42.0","262.240","262.240","0","-35.1","221.9","0.00050274","10.7","141.9","0.00010703","-6.6227E-10","5.1875E-10","1.594E-10","Alternating Frequency Demagnetization","100","Double Lines","OTHR","2.0","8","20760431","2012-12-09 11:00:21","SRM","OTHR4499481","42987531","",
"344","U1414","A","29","X","4","W","42.0","262.240","262.240","0","-35.6","228.5","0.0004855","26.2","173.9","0.00006859","-4.8959E-10","5.2542E-11","2.422E-10","Alternating Frequency Demagnetization","120","Double Lines","OTHR","2.0","8","20760491","2012-12-09 11:00:51","SRM","OTHR4499481","42987581","",
"344","U1414","A","31","X","3","W","28.0","279.500","279.500","0","60.4","354.7","0.00064454","58.7","1.9","0.00061582","2.5582E-9","8.7014E-11","4.209E-9","","","Double Lines","OTHR","2.0","8","20762921","2012-12-09 11:20:55","SRM","OTHR4501551","42990261","",
"344","U1414","A","31","X","3","W","28.0","279.500","279.500","0","54.5","329.7","0.00013753","11.1","341.4","0.00013709","1.0200E-9","-3.4361E-10","2.110E-10","Alternating Frequency Demagnetization","5","Double Lines","OTHR","2.0","8","20763061","2012-12-09 11:21:42","SRM","OTHR4501551","42990371","",
"344","U1414","A","31","X","3","W","28.0","279.500","279.500","0","3.5","359.3","0.00026511","-3.1","358.8","0.00025312","2.0216E-9","-4.1144E-11","-1.102E-10","Alternating Frequency Demagnetization","10","Double Lines","OTHR","2.0","8","20763141","2012-12-09 11:22:17","SRM","OTHR4501551","42990451","",
"344","U1414","A","31","X","3","W","28.0","279.500","279.500","0","-33.9","154.1","0.00012656","-60.9","135","0.00012849","-3.5330E-10","3.5389E-10","-8.981E-10","Alternating Frequency Demagnetization","15","Double Lines","OTHR","2.0","8","20763221","2012-12-09 11:22:50","SRM","OTHR4501551","42990521","",
"344","U1414","A","31","X","3","W","28.0","279.500","279.500","0","-20.6","16.2","0.00029975","-33.3","26.3","0.00028714","1.7208E-9","8.5235E-10","-1.261E-9","Alternating Frequency Demagnetization","20","Double Lines","OTHR","2.0","8","20763311","2012-12-09 11:23:27","SRM","OTHR4501551","42990731","",
"344","U1414","A","31","X","3","W","28.0","279.500","279.500","0","-42","18.9","0.00021157","-50.6","28.7","0.0002809","1.2509E-9","6.8610E-10","-1.736E-9","Alternating Frequency Demagnetization","25","Double Lines","OTHR","2.0","8","20763381","2012-12-09 11:23:58","SRM","OTHR4501551","42990811","",
"344","U1414","A","31","X","3","W","28.0","279.500","279.500","0","-66.1","98","0.00010566","-72.1","76.5","0.00013774","7.9090E-11","3.2887E-10","-1.049E-9","Alternating Frequency Demagnetization","30","Double Lines","OTHR","2.0","8","20763461","2012-12-09 11:24:25","SRM","OTHR4501551","42990891","",
"344","U1414","A","31","X","3","W","28.0","279.500","279.500","0","-69.1","89.3","0.00012842","-74.8","89.6","0.00019585","2.7367E-12","4.0977E-10","-1.512E-9","Alternating Frequency Demagnetization","40","Double Lines","OTHR","2.0","8","20763541","2012-12-09 11:24:57","SRM","OTHR4501551","42990961","",
"344","U1414","A","31","X","3","W","28.0","279.500","279.500","0","-61.1","120","0.00015559","-74.4","114.3","0.00025128","-2.2276E-10","4.9289E-10","-1.936E-9","Alternating Frequency Demagnetization","60","Double Lines","OTHR","2.0","8","20763621","2012-12-09 11:25:30","SRM","OTHR4501551","42991051","",
"344","U1414","A","31","X","3","W","28.0","279.500","279.500","0","-43.6","136","0.00013825","-51.8","116.7","0.00016473","-3.6562E-10","7.2753E-10","-1.036E-9","Alternating Frequency Demagnetization","80","Double Lines","OTHR","2.0","8","20763701","2012-12-09 11:26:09","SRM","OTHR4501551","42991131","",
"344","U1414","A","31","X","3","W","28.0","279.500","279.500","0","-58.1","123.6","0.00014459","-76.8","105.3","0.00023183","-1.1220E-10","4.0894E-10","-1.805E-9","Alternating Frequency Demagnetization","100","Double Lines","OTHR","2.0","8","20763821","2012-12-09 11:26:40","SRM","OTHR4501551","42991221","",
"344","U1414","A","31","X","3","W","28.0","279.500","279.500","0","-44.2","134.9","0.00015974","-48.3","114.2","0.0001896","-4.1460E-10","9.2074E-10","-1.132E-9","Alternating Frequency Demagnetization","120","Double Lines","OTHR","2.0","8","20763921","2012-12-09 11:27:18","SRM","OTHR4501551","42991301","",
"344","U1414","A","31","X","4","W","143.0","282.150","282.150","0","84.7","234.7","0.00029317","66.1","5.4","0.00049502","1.5944E-9","1.5151E-10","3.622E-9","","","Double Lines","OTHR","2.0","8","20758811","2012-12-09 10:47:17","SRM","OTHR4501631","42985291","",
"344","U1414","A","31","X","4","W","143.0","282.150","282.150","0","9.3","357.9","0.00064949","58.9","356.3","0.00066252","2.7317E-9","-1.7792E-10","4.538E-9","Alternating Frequency Demagnetization","5","Double Lines","OTHR","2.0","8","20758871","2012-12-09 10:47:52","SRM","OTHR4501631","42985351","",
"344","U1414","A","31","X","4","W","143.0","282.150","282.150","0","-12.9","169.6","0.00005078","52.8","163.6","0.00007245","-3.3606E-10","9.8690E-11","4.618E-10","Alternating Frequency Demagnetization","10","Double Lines","OTHR","2.0","8","20758961","2012-12-09 10:48:29","SRM","OTHR4501631","42985441","",
"344","U1414","A","31","X","4","W","143.0","282.150","282.150","0","2.1","7.4","0.00033181","29","12","0.00024217","1.6573E-9","3.5139E-10","9.397E-10","Alternating Frequency Demagnetization","15","Double Lines","OTHR","2.0","8","20759021","2012-12-09 10:49:01","SRM","OTHR4501631","42985491","",
"344","U1414","A","31","X","4","W","143.0","282.150","282.150","0","-16.2","180","0.0012052","-20.4","179.2","0.00097916","-7.3419E-9","9.7856E-11","-2.729E-9","Alternating Frequency Demagnetization","20","Double Lines","OTHR","2.0","8","20759091","2012-12-09 10:49:39","SRM","OTHR4501631","42985581","",
"344","U1414","A","31","X","4","W","143.0","282.150","282.150","0","-3.7","161.4","0.00014321","19.2","127.2","0.00012763","-5.8346E-10","7.6784E-10","3.355E-10","Alternating Frequency Demagnetization","25","Double Lines","OTHR","2.0","8","20759161","2012-12-09 10:50:16","SRM","OTHR4501631","42985731","",
"344","U1414","A","31","X","4","W","143.0","282.150","282.150","0","17.5","178.2","0.00049489","78.3","102","0.00005116","-1.7241E-11","8.1454E-11","4.008E-10","Alternating Frequency Demagnetization","30","Double Lines","OTHR","2.0","8","20759251","2012-12-09 10:50:39","SRM","OTHR4501631","42985981","",
"344","U1414","A","31","X","4","W","143.0","282.150","282.150","0","-4.4","169","0.00009126","38.9","160.9","0.0000952","-5.5992E-10","1.9432E-10","4.782E-10","Alternating Frequency Demagnetization","40","Double Lines","OTHR","2.0","8","20759341","2012-12-09 10:51:17","SRM","OTHR4501631","42986061","",
"344","U1414","A","31","X","4","W","143.0","282.150","282.150","0","5.3","159.4","0.00011141","33.4","127","0.00013751","-5.5226E-10","7.3420E-10","6.051E-10","Alternating Frequency Demagnetization","80","Double Lines","OTHR","2.0","8","20759401","2012-12-09 10:51:47","SRM","OTHR4501631","42986121","",
"344","U1414","A","31","X","4","W","143.0","282.150","282.150","0","-3.8","158.1","0.00010892","28.4","134.2","0.00012003","-5.8920E-10","6.0521E-10","4.568E-10","Alternating Frequency Demagnetization","80","Double Lines","OTHR","2.0","8","20759471","2012-12-09 10:52:25","SRM","OTHR4501631","42986201","",
"344","U1414","A","31","X","4","W","143.0","282.150","282.150","0","-0.2","157","0.00013046","27.3","128.3","0.00014232","-6.2697E-10","7.9452E-10","5.214E-10","Alternating Frequency Demagnetization","100","Double Lines","OTHR","2.0","8","20759541","2012-12-09 10:52:48","SRM","OTHR4501631","42986261","",
"344","U1414","A","31","X","4","W","143.0","282.150","282.150","0","-24.7","141.9","0.0000615","33.8","137","0.0000728","-3.5385E-10","3.3026E-10","3.239E-10","Alternating Frequency Demagnetization","120","Double Lines","OTHR","2.0","8","20759611","2012-12-09 10:53:25","SRM","OTHR4501631","42986341","",
"344","U1414","A","31","X","6","W","14.0","283.860","283.860","0","13.5","225.9","0.00036926","71.9","28.8","0.00050503","1.1018E-9","6.0604E-10","3.840E-9","","","Double Lines","OTHR","2.0","8","20758801","2012-12-09 10:47:12","SRM","OTHR4501701","42985281","",
"344","U1414","A","31","X","6","W","14.0","283.860","283.860","0","-13.5","319.9","0.00052105","58.5","355.1","0.00062766","2.6176E-9","-2.2212E-10","4.279E-9","Alternating Frequency Demagnetization","5","Double Lines","OTHR","2.0","8","20758881","2012-12-09 10:47:52","SRM","OTHR4501701","42985361","",
"344","U1414","A","31","X","6","W","14.0","283.860","283.860","0","-35.2","225.6","0.00051694","10","180.6","0.00009113","-7.1783E-10","-8.0620E-12","1.270E-10","Alternating Frequency Demagnetization","10","Double Lines","OTHR","2.0","8","20758931","2012-12-09 10:48:23","SRM","OTHR4501701","42985411","",
"344","U1414","A","31","X","6","W","14.0","283.860","283.860","0","-36.3","294","0.0004046","25","0.2","0.00024982","1.8109E-9","7.7840E-12","8.456E-10","Alternating Frequency Demagnetization","15","Double Lines","OTHR","2.0","8","20759011","2012-12-09 10:49:01","SRM","OTHR4501701","42985501","",
"344","U1414","A","31","X","6","W","14.0","283.860","283.860","0","-22.3","214","0.00056378","50.9","143.5","0.00004588","-1.8609E-10","1.3789E-10","2.847E-10","Alternating Frequency Demagnetization","20","Double Lines","OTHR","2.0","8","20759081","2012-12-09 10:49:26","SRM","OTHR4501701","42985561","",
"344","U1414","A","31","X","6","W","14.0","283.860","283.860","0","-33.1","216.8","0.00052824","4.3","142.4","0.00012576","-7.9445E-10","6.1271E-10","7.459E-11","Alternating Frequency Demagnetization","25","Double Lines","OTHR","2.0","8","20759141","2012-12-09 10:50:04","SRM","OTHR4501701","42985621","",
"344","U1414","A","31","X","6","W","14.0","283.860","283.860","0","-11","205","0.00068973","75.9","118.3","0.00003734","-3.4482E-11","6.3940E-11","2.897E-10","Alternating Frequency Demagnetization","30","Double Lines","OTHR","2.0","8","20759241","2012-12-09 10:50:39","SRM","OTHR4501701","42985971","",
"344","U1414","A","31","X","6","W","14.0","283.860","283.860","0","-37.2","229.5","0.0004803","32.6","158.1","0.0000399","-2.4958E-10","1.0008E-10","1.719E-10","Alternating Frequency Demagnetization","40","Double Lines","OTHR","2.0","8","20759311","2012-12-09 10:51:13","SRM","OTHR4501701","42986031","",
"344","U1414","A","31","X","6","W","14.0","283.860","283.860","0","-32.9","228.4","0.00051703","26.1","161.7","0.00006745","-4.6031E-10","1.5207E-10","2.370E-10","Alternating Frequency Demagnetization","80","Double Lines","OTHR","2.0","8","20759391","2012-12-09 10:51:47","SRM","OTHR4501701","42986111","",
"344","U1414","A","31","X","6","W","14.0","283.860","283.860","0","-35","227.5","0.00050861","16.4","159.9","0.00006408","-4.6195E-10","1.6902E-10","1.444E-10","Alternating Frequency Demagnetization","80","Double Lines","OTHR","2.0","8","20759451","2012-12-09 10:52:08","SRM","OTHR4501701","42986181","",
"344","U1414","A","31","X","6","W","14.0","283.860","283.860","0","-33.2","222","0.00053516","9.7","157.4","0.00010575","-7.6982E-10","3.2081E-10","1.421E-10","Alternating Frequency Demagnetization","100","Double Lines","OTHR","2.0","8","20759531","2012-12-09 10:52:48","SRM","OTHR4501701","42986251","",
