Label Id,Exp,Site,Hole,Core,Core Type,Section,Section Half,Interval Top (cm) on SECT, Interval Bot (cm) on SECT,CSF-A Top (m),CSF-A Bot (m),CSF-B Top (m),CSF-B Bot (m),Demag level (mT),Inclination background + tray corrected  (°),Declination background + tray corrected (°),Intensity background + tray corrected  (A/m),Inclination (Tray-corrected) (°),Inclination raw (°),Declination (Tray-corrected) (°),Declination raw (°),Intensity raw  (A/m),Intensity (Tray-corrected) (A/m),Magnetic moment x (Am<sup>2</sup>),Inclination (Background-corrected) (°),Magnetic moment y (Am<sup>2</sup>),Declination (Background-corrected) (°),Magnetic moment z (Am<sup>2</sup>),Intensity (Background-corrected) (A/m),Standard Deviation (X) (Am<sup>2</sup>),Standard Deviation (Y) (Am<sup>2</sup>),Standard Deviation (Z) (Am<sup>2</sup>),Measurement Timestamp (X),Measurement Timestamp (Y),Measurement Timestamp (Z),Last Tray Measurement,Sample Area (cm²),Measurement Interval (cm),Background Iterations,Measurement Iterations,Treatment Type,Treatment value<br> (mT or °C),SRM ASMAN ID,Run Number,comment,comments,Sample orientation,Instrument,Text Id,Test Location,Test Changed On,Test Entered By
318-U1359B-11H-4-A,318,U1359,B,11,H,4,A,0.00,140.00,99.1000,99.1000,99.1,99.1,"20","15.2","359.8","3.76E-6","2.5","-1.14E1","344.9","4","3.83E-6","3.81E-6","3.541E-10","0.9","2.502E-11","18.5","-1.174E-10","3.9E-6","0","0","0","3348706168.1","3348706168.1","3348706168.1","","","","","","","","","","","",,SRM,SHLF2164491,,02/11/2010 04:15,SUGISAKI
318-U1359B-11H-4-A,318,U1359,B,11,H,4,A,0.00,145.00,99.1500,99.1500,99.15,99.15,"20","52.5","330.7","1.16E-5","47.5","46.6","324.3","327.1","1.142E-5","1.133E-5","6.233E-10","51.4","-4.12E-10","333.6","1.284E-9","1.171E-5","0","0","0","3348706173.5","3348706173.5","3348706173.5","","","","","","","","","","","",,SRM,SHLF2164491,,02/11/2010 04:15,SUGISAKI
318-U1359B-11H-4-A,318,U1359,B,11,H,4,A,0.00,150.00,99.2000,99.2000,99.2,99.2,"20","26.1","320.1","1.756E-5","22.6","19.4","317.5","314.7","1.557E-5","1.786E-5","9.772E-10","23.5","-1.01E-9","317.6","8.006E-10","1.518E-5","0","0","0","3348706178.8","3348706178.8","3348706178.8","","","","","","","","","","","",,SRM,SHLF2164491,,02/11/2010 04:15,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,0.00,99.2000,99.2000,99.2,99.2,"0","83.8","10.7","6.904E-4","83.8","83.8","10.7","11.8","6.901E-4","6.904E-4","6.938E-9","83.8","1.478E-9","11.8","1.061E-7","6.901E-4","0","0","0","3348706455.6","3348706455.6","3348706455.6","Core_tray_0120-02-11-1226.txt 02/11/2010 01:32:18.000","15.59","5","4","1","","","6234001","3348706405.50025","","",Single Line,SRM,SHLF2164521,,02/11/2010 04:20,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,5.00,99.2500,99.2500,99.25,99.25,"0","80.3","13.5","9.5E-4","80.3","80.3","13.5","13.2","9.5E-4","9.499E-4","1.479E-8","80.3","3.536E-9","13.2","1.448E-7","9.501E-4","0","0","0","3348706460.9","3348706460.9","3348706460.9","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:20,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,10.00,99.3000,99.3000,99.3,99.3,"0","81","15.6","1.079E-3","81","80.9","15.6","15.2","1.079E-3","1.079E-3","1.559E-8","80.9","4.342E-9","15.2","1.648E-7","1.08E-3","0","0","0","3348706466.3","3348706466.3","3348706466.3","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:20,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,15.00,99.3500,99.3500,99.35,99.35,"0","84.3","23.3","1.212E-3","84.3","84.3","23.2","23.5","1.21E-3","1.212E-3","1.044E-8","84.3","4.643E-9","23.5","1.862E-7","1.21E-3","0","0","0","3348706471.6","3348706471.6","3348706471.6","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:20,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,20.00,99.4000,99.4000,99.4,99.4,"0","87","346.4","1.158E-3","87","87","346.5","346.9","1.156E-3","1.157E-3","5.585E-9","87","-1.33E-9","346.9","1.786E-7","1.157E-3","0","0","0","3348706477","3348706477","3348706477","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:20,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,25.00,99.4500,99.4500,99.45,99.45,"0","81.3","5.4","1.146E-3","81.3","81.3","5.3","5.8","1.145E-3","1.146E-3","1.624E-8","81.3","1.689E-9","5.8","1.751E-7","1.145E-3","0","0","0","3348706482.3","3348706482.3","3348706482.3","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:20,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,30.00,99.5000,99.5000,99.5,99.5,"0","81.1","341.6","1.157E-3","81.1","81.1","341.6","341.4","1.156E-3","1.157E-3","1.608E-8","81.1","-5.547E-9","341.3","1.766E-7","1.156E-3","0","0","0","3348706487.6","3348706487.6","3348706487.6","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:20,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,35.00,99.5500,99.5500,99.55,99.55,"0","80.7","272.7","1.034E-3","80.7","80.7","272.7","273","1.033E-3","1.033E-3","8.386E-10","80.7","-1.617E-8","273","1.576E-7","1.033E-3","0","0","0","3348706493","3348706493","3348706493","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:20,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,40.00,99.6000,99.6000,99.6,99.6,"0","84.9","324.6","9.672E-4","84.9","84.8","324.7","324.2","9.654E-4","9.669E-4","6.688E-9","84.8","-4.929E-9","324.1","1.487E-7","9.657E-4","0","0","0","3348706498.3","3348706498.3","3348706498.3","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:20,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,45.00,99.6500,99.6500,99.65,99.65,"0","82.9","30.9","1.014E-3","82.9","82.9","30.8","31.1","1.013E-3","1.014E-3","1.02E-8","82.9","6.301E-9","31.2","1.555E-7","1.014E-3","0","0","0","3348706503.6","3348706503.6","3348706503.6","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:20,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,50.00,99.7000,99.7000,99.7,99.7,"0","84.3","4.3","9.754E-4","84.3","84.3","4.3","4.5","9.742E-4","9.751E-4","9.137E-9","84.3","7.379E-10","4.5","1.499E-7","9.745E-4","0","0","0","3348706509","3348706509","3348706509","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:20,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,55.00,99.7500,99.7500,99.75,99.75,"0","85.6","353.6","9.374E-4","85.5","85.5","353.6","354.2","9.355E-4","9.37E-4","6.85E-9","85.6","-7.166E-10","354.1","1.443E-7","9.359E-4","0","0","0","3348706514.3","3348706514.3","3348706514.3","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:20,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,60.00,99.8000,99.8000,99.8,99.8,"0","86.4","3.8","1.111E-3","86.4","86.3","3.8","3.3","1.11E-3","1.11E-3","6.788E-9","86.3","4.034E-10","3.4","1.714E-7","1.111E-3","0","0","0","3348706519.7","3348706519.7","3348706519.7","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:20,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,65.00,99.8500,99.8500,99.85,99.85,"0","85","305.5","1.516E-3","85","85","305.6","306.2","1.515E-3","1.515E-3","7.391E-9","85","-1.032E-8","306.1","2.334E-7","1.515E-3","0","0","0","3348706525","3348706525","3348706525","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:20,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,70.00,99.9000,99.9000,99.9,99.9,"0","83.4","317.6","1.494E-3","83.4","83.4","317.7","318","1.491E-3","1.493E-3","1.214E-8","83.4","-1.116E-8","318","2.291E-7","1.492E-3","0","0","0","3348706530.3","3348706530.3","3348706530.3","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:20,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,75.00,99.9500,99.9500,99.95,99.95,"0","80.4","345.8","1.06E-3","80.4","80.4","345.8","345.8","1.058E-3","1.06E-3","1.621E-8","80.4","-4.198E-9","345.8","1.613E-7","1.058E-3","0","0","0","3348706535.7","3348706535.7","3348706535.7","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:20,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,80.00,100.0000,100.0000,100.0,100.0,"0","82.9","344.8","9.738E-4","82.9","82.8","344.8","345.6","9.735E-4","9.733E-4","1.118E-8","82.8","-2.935E-9","345.6","1.494E-7","9.74E-4","0","0","0","3348706541","3348706541","3348706541","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:20,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,85.00,100.0500,100.0500,100.05,100.05,"0","83.9","339.5","9.891E-4","83.9","83.8","339.6","339.6","9.886E-4","9.886E-4","9.46E-9","83.8","-3.602E-9","339.5","1.52E-7","9.892E-4","0","0","0","3348706546.4","3348706546.4","3348706546.4","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:20,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,90.00,100.1000,100.1000,100.1,100.1,"0","82.8","354.2","1.003E-3","82.7","82.7","354.2","354.7","1.002E-3","1.003E-3","1.208E-8","82.7","-1.14E-9","354.7","1.537E-7","1.003E-3","0","0","0","3348706551.7","3348706551.7","3348706551.7","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:20,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,95.00,100.1500,100.1500,100.15,100.15,"0","83.5","353.7","8.964E-4","83.5","83.4","353.7","353.6","8.949E-4","8.958E-4","9.634E-9","83.5","-1.106E-9","353.6","1.375E-7","8.955E-4","0","0","0","3348706557.1","3348706557.1","3348706557.1","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:20,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,100.00,100.2000,100.2000,100.2,100.2,"0","80.1","348.1","1.165E-3","80.1","80","348.1","348.3","1.165E-3","1.165E-3","1.87E-8","80.1","-3.959E-9","348.3","1.774E-7","1.166E-3","0","0","0","3348706562.5","3348706562.5","3348706562.5","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:20,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,105.00,100.2500,100.2500,100.25,100.25,"0","81.5","339.1","1.862E-3","81.4","81.4","339.1","339.4","1.861E-3","1.861E-3","2.454E-8","81.5","-9.444E-9","339.3","2.846E-7","1.861E-3","0","0","0","3348706567.8","3348706567.8","3348706567.8","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:20,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,110.00,100.3000,100.3000,100.3,100.3,"0","84","338.9","1.886E-3","84","84","338.9","338.9","1.885E-3","1.886E-3","1.746E-8","84","-6.886E-9","338.9","2.899E-7","1.886E-3","0","0","0","3348706573.2","3348706573.2","3348706573.2","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:20,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,115.00,100.3500,100.3500,100.35,100.35,"0","83.1","337.3","1.626E-3","83","83","337.4","337.6","1.626E-3","1.626E-3","1.728E-8","83","-7.268E-9","337.6","2.496E-7","1.626E-3","0","0","0","3348706578.5","3348706578.5","3348706578.5","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:20,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,120.00,100.4000,100.4000,100.4,100.4,"0","80.7","308.5","1.638E-3","80.7","80.7","308.6","308.8","1.637E-3","1.638E-3","1.564E-8","80.7","-1.992E-8","308.7","2.499E-7","1.638E-3","0","0","0","3348706583.9","3348706583.9","3348706583.9","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:20,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,125.00,100.4500,100.4500,100.45,100.45,"0","80.1","302.3","1.709E-3","80.1","80","302.4","302.4","1.708E-3","1.708E-3","1.497E-8","80.1","-2.415E-8","302.3","2.602E-7","1.709E-3","0","0","0","3348706589.2","3348706589.2","3348706589.2","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:20,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,130.00,100.5000,100.5000,100.5,100.5,"0","80.8","328.8","1.68E-3","80.7","80.7","328.9","329.1","1.68E-3","1.68E-3","2.199E-8","80.8","-1.344E-8","329.1","2.565E-7","1.681E-3","0","0","0","3348706594.6","3348706594.6","3348706594.6","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:20,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,135.00,100.5500,100.5500,100.55,100.55,"0","83.9","336.2","1.29E-3","83.8","83.9","336.3","336.2","1.288E-3","1.289E-3","1.192E-8","83.9","-5.372E-9","336.1","1.98E-7","1.288E-3","0","0","0","3348706599.9","3348706599.9","3348706599.9","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:20,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,140.00,100.6000,100.6000,100.6,100.6,"0","84.5","341.9","1.424E-3","84.5","84.5","342","342.5","1.422E-3","1.423E-3","1.229E-8","84.5","-3.958E-9","342.4","2.189E-7","1.423E-3","0","0","0","3348706605.3","3348706605.3","3348706605.3","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:20,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,145.00,100.6500,100.6500,100.65,100.65,"0","83.9","331.4","1.546E-3","83.9","83.9","331.5","331.6","1.545E-3","1.545E-3","1.376E-8","83.9","-7.608E-9","331.5","2.375E-7","1.546E-3","0","0","0","3348706610.6","3348706610.6","3348706610.6","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:20,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,150.00,100.7000,100.7000,100.7,100.7,"0","87.7","320.7","1.412E-3","87.7","87.8","321.1","320.5","1.41E-3","1.411E-3","3.997E-9","87.8","-3.37E-9","320","2.179E-7","1.411E-3","0","0","0","3348706616","3348706616","3348706616","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:20,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,0.00,99.2000,99.2000,99.2,99.2,"20","31.8","251.3","8.08E-6","31.5","35.2","251.4","246.9","6.72E-6","8.04E-6","-2.038E-10","35.4","-4.887E-10","246.7","5.983E-10","6.76E-6","0","0","0","3348706855.2","3348706855.2","3348706855.2","Core_tray_0120-02-11-1226.txt 02/11/2010 01:32:18.000","15.59","5","4","1","","","6234161","3348706818.172125","","",Single Line,SRM,SHLF2164521,,02/11/2010 04:30,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,5.00,99.2500,99.2500,99.25,99.25,"20","60.8","8.4","9.68E-6","60.4","57.7","8.5","358.8","9.91E-6","9.63E-6","5.006E-10","58.1","-1.084E-11","358.6","1.295E-9","9.95E-6","0","0","0","3348706860.5","3348706860.5","3348706860.5","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:30,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,10.00,99.3000,99.3000,99.3,99.3,"20","55.4","18.2","1.994E-5","55.1","51.1","18.2","13.4","2.126E-5","1.989E-5","1.228E-9","51.4","2.994E-10","13.4","2.56E-9","2.13E-5","0","0","0","3348706865.8","3348706865.8","3348706865.8","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:30,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,15.00,99.3500,99.3500,99.35,99.35,"20","59.9","170","3.011E-5","59.9","57.6","169.9","168.4","2.886E-5","2.999E-5","-1.434E-9","57.6","3.019E-10","168.5","3.769E-9","2.898E-5","0","0","0","3348706871.2","3348706871.2","3348706871.2","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:30,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,20.00,99.4000,99.4000,99.4,99.4,"20","32.9","210.9","4.254E-5","32.8","31.9","210.9","210.3","4.175E-5","4.241E-5","-2.897E-9","32","-1.728E-9","210.2","3.413E-9","4.187E-5","0","0","0","3348706876.6","3348706876.6","3348706876.6","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:30,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,25.00,99.4500,99.4500,99.45,99.45,"20","25.8","324.5","3.948E-5","25.6","25.4","324.6","326.1","3.824E-5","3.945E-5","2.713E-9","25.6","-1.864E-9","326","2.538E-9","3.827E-5","0","0","0","3348706882","3348706882","3348706882","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:30,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,30.00,99.5000,99.5000,99.5,99.5,"20","18.1","11.1","3.66E-5","17.8","16.6","11.1","10.2","3.591E-5","3.663E-5","3.203E-9","16.9","5.921E-10","10.2","1.591E-9","3.588E-5","0","0","0","3348706887.3","3348706887.3","3348706887.3","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:30,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,35.00,99.5500,99.5500,99.55,99.55,"20","24","151.8","1.795E-5","23.5","23.4","151.6","151","1.675E-5","1.782E-5","-1.273E-9","23.9","7.206E-10","151.3","1.029E-9","1.689E-5","0","0","0","3348706892.7","3348706892.7","3348706892.7","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:30,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,40.00,99.6000,99.6000,99.6,99.6,"20","18.7","216","2.415E-5","18.3","14.5","216.1","217.7","2.41E-5","2.399E-5","-1.747E-9","14.9","-1.38E-9","217.6","9.305E-10","2.425E-5","0","0","0","3348706898","3348706898","3348706898","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:30,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,45.00,99.6500,99.6500,99.65,99.65,"20","40.9","340.5","2.436E-5","40.3","39.3","340.7","343.5","2.367E-5","2.427E-5","1.662E-9","39.9","-5.029E-10","343.3","2.318E-9","2.375E-5","0","0","0","3348706903.4","3348706903.4","3348706903.4","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:30,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,50.00,99.7000,99.7000,99.7,99.7,"20","52.9","17.9","3.231E-5","52.4","50.5","17.9","18.7","3.183E-5","3.219E-5","1.816E-9","50.9","6.272E-10","18.6","3.797E-9","3.195E-5","0","0","0","3348706908.7","3348706908.7","3348706908.7","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:30,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,55.00,99.7500,99.7500,99.75,99.75,"20","80.5","344.7","4.172E-5","80.3","80.1","345.4","351.4","3.996E-5","4.147E-5","6.41E-10","80.4","-9.925E-11","350.8","6.089E-9","4.022E-5","0","0","0","3348706914.1","3348706914.1","3348706914.1","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:30,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,60.00,99.8000,99.8000,99.8,99.8,"20","59.7","118","6.842E-5","59.6","60.3","117.7","115.7","6.73E-5","6.815E-5","-1.368E-9","60.4","2.911E-9","115.9","9.04E-9","6.757E-5","0","0","0","3348706919.5","3348706919.5","3348706919.5","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:30,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,65.00,99.8500,99.8500,99.85,99.85,"20","32.2","138.1","8.556E-5","32.1","32","138","136.8","8.464E-5","8.534E-5","-4.956E-9","32.1","4.753E-9","136.9","6.931E-9","8.487E-5","0","0","0","3348706924.8","3348706924.8","3348706924.8","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:30,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,70.00,99.9000,99.9000,99.9,99.9,"20","33","139.5","6.615E-5","32.8","31.3","139.4","138.3","6.498E-5","6.59E-5","-3.923E-9","31.5","3.571E-9","138.5","5.224E-9","6.522E-5","0","0","0","3348706930.1","3348706930.1","3348706930.1","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:30,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,75.00,99.9500,99.9500,99.95,99.95,"20","49.7","100","4.726E-5","49.4","47.9","99.7","99.2","4.52E-5","4.701E-5","-4.608E-10","48.2","2.895E-9","99.6","5.186E-9","4.544E-5","0","0","0","3348706935.5","3348706935.5","3348706935.5","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:30,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,80.00,100.0000,100.0000,100.0,100.0,"20","32.1","139.4","4.276E-5","31.7","32.3","139.2","135.5","4.173E-5","4.249E-5","-2.381E-9","32.7","2.39E-9","135.8","3.45E-9","4.2E-5","0","0","0","3348706940.8","3348706940.8","3348706940.8","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:30,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,85.00,100.0500,100.0500,100.05,100.05,"20","63.3","170.3","3.552E-5","63.2","65.2","169.9","171.1","3.435E-5","3.509E-5","-1.345E-9","65.3","2.16E-10","171.5","4.825E-9","3.479E-5","0","0","0","3348706946.2","3348706946.2","3348706946.2","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:30,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,90.00,100.1000,100.1000,100.1,100.1,"20","75.1","212.3","4.47E-5","75.2","77.3","212.5","211.7","4.308E-5","4.424E-5","-7.621E-10","77.2","-4.812E-10","211.5","6.501E-9","4.354E-5","0","0","0","3348706951.6","3348706951.6","3348706951.6","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:30,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,95.00,100.1500,100.1500,100.15,100.15,"20","69.7","280.4","5.425E-5","69.6","68.8","281.1","282.6","5.308E-5","5.383E-5","3.972E-10","68.9","-1.816E-9","282","7.651E-9","5.35E-5","0","0","0","3348706956.9","3348706956.9","3348706956.9","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:30,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,100.00,100.2000,100.2000,100.2,100.2,"20","64.1","309","8.061E-5","63.9","63.5","309.3","311.5","8.048E-5","8.023E-5","2.25E-9","63.7","-2.605E-9","311.1","1.114E-8","8.086E-5","0","0","0","3348706962.3","3348706962.3","3348706962.3","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:30,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,105.00,100.2500,100.2500,100.25,100.25,"20","73.6","26.3","1.113E-4","73.4","72.8","26.3","27.6","1.105E-4","1.109E-4","2.745E-9","73","1.464E-9","27.6","1.632E-8","1.109E-4","0","0","0","3348706967.6","3348706967.6","3348706967.6","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:30,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,110.00,100.3000,100.3000,100.3,100.3,"20","84.8","353.8","1.568E-4","84.7","84.5","354.2","353.5","1.557E-4","1.563E-4","1.404E-9","84.6","-1.635E-10","353.1","2.397E-8","1.562E-4","0","0","0","3348706973","3348706973","3348706973","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:30,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,115.00,100.3500,100.3500,100.35,100.35,"20","68.5","287.3","2.301E-4","68.4","68.6","287.5","288","2.294E-4","2.296E-4","2.449E-9","68.6","-7.702E-9","287.8","3.304E-8","2.299E-4","0","0","0","3348706978.3","3348706978.3","3348706978.3","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:31,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,120.00,100.4000,100.4000,100.4,100.4,"20","71.8","268.3","5.04E-4","71.8","71.8","268.4","268.5","5.03E-4","5.035E-4","-3.795E-10","71.8","-1.516E-8","268.4","7.393E-8","5.036E-4","0","0","0","3348706983.7","3348706983.7","3348706983.7","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:31,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,125.00,100.4500,100.4500,100.45,100.45,"20","64.1","282.4","2.907E-4","64.1","64","282.5","282.5","2.899E-4","2.902E-4","2.602E-9","64","-1.202E-8","282.4","4.029E-8","2.904E-4","0","0","0","3348706989.1","3348706989.1","3348706989.1","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:31,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,130.00,100.5000,100.5000,100.5,100.5,"20","72.5","314.9","2.41E-4","72.5","72.4","315.1","316.3","2.411E-4","2.404E-4","4.972E-9","72.5","-4.861E-9","316.1","3.555E-8","2.416E-4","0","0","0","3348706994.4","3348706994.4","3348706994.4","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:31,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,135.00,100.5500,100.5500,100.55,100.55,"20","84.1","177.4","2.534E-4","84.1","83.9","177.2","177.1","2.515E-4","2.528E-4","-2.517E-9","83.9","1.301E-10","177.4","3.868E-8","2.522E-4","0","0","0","3348706999.7","3348706999.7","3348706999.7","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:31,SUGISAKI
318-U1359B-11H-5-A,318,U1359,B,11,H,5,A,0.00,140.00,100.6000,100.6000,100.6,100.6,"20","71.6","139.3","3.072E-4","71.6","71.4","139.2","138.6","3.059E-4","3.066E-4","-6.935E-9","71.4","6.253E-9","138.8","4.483E-8","3.066E-4","0","0","0","3348707005.1","3348707005.1","3348707005.1","","","","","","","","","","","",,SRM,SHLF2164521,,02/11/2010 04:31,SUGISAKI
