tab 	measurements
analysts	citations	description	dir_csd	dir_dec	dir_inc	experiment	external_database_ids	instrument_codes	magn_moment	magn_volume	meas_field_ac	meas_n_orient	meas_temp	measurement	method_codes	quality	software_packages	specimen	standard	susc_chi_volume	timestamp	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_temp
	This study			13.8	18.4	XXX-UTESTA-004H_7A-50:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	6.255e-07				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_7A-50	u		2015-04-11T03:38:00Z	1.500e-02	0	0	0	2.730e+02
	This study			13.9	19	XXX-UTESTA-004H_7A-50:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	4.969e-07				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_7A-50	u		2015-04-11T03:38:00Z	2.000e-02	0	0	0	2.730e+02
	This study			357.5	75.1	XXX-UTESTA-004H_7A-55:LP-DIR-AF	LIMS	IODP-SRM	2.544e-06				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_7A-55	u		2015-04-11T03:38:00Z	0.000e+00	0	0	0	2.730e+02
	This study			4.7	64.6	XXX-UTESTA-004H_7A-55:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	1.477e-06				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_7A-55	u		2015-04-11T03:38:00Z	5.000e-03	0	0	0	2.730e+02
	This study			8.3	38	XXX-UTESTA-004H_7A-55:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	6.731e-07				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_7A-55	u		2015-04-11T03:38:00Z	1.000e-02	0	0	0	2.730e+02
	This study			8.5	28	XXX-UTESTA-004H_7A-55:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	4.909e-07				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_7A-55	u		2015-04-11T03:38:00Z	1.500e-02	0	0	0	2.730e+02
	This study			8.1	28.9	XXX-UTESTA-004H_7A-55:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	3.952e-07				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_7A-55	u		2015-04-11T03:38:00Z	2.000e-02	0	0	0	2.730e+02
	This study			339.8	81.7	XXX-UTESTA-004H_7A-60:LP-DIR-AF	LIMS	IODP-SRM	2.508e-06				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_7A-60	u		2015-04-11T03:38:00Z	0.000e+00	0	0	0	2.730e+02
	This study			1.7	75.3	XXX-UTESTA-004H_7A-60:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	1.417e-06				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_7A-60	u		2015-04-11T03:38:00Z	5.000e-03	0	0	0	2.730e+02
	This study			7.6	53.9	XXX-UTESTA-004H_7A-60:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	5.384e-07				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_7A-60	u		2015-04-11T03:38:00Z	1.000e-02	0	0	0	2.730e+02
	This study			7.2	43.3	XXX-UTESTA-004H_7A-60:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	3.635e-07				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_7A-60	u		2015-04-11T03:38:00Z	1.500e-02	0	0	0	2.730e+02
	This study			7.1	44.5	XXX-UTESTA-004H_7A-60:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	2.976e-07				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_7A-60	u		2015-04-11T03:38:00Z	2.000e-02	0	0	0	2.730e+02
	This study			88.4	83.2	XXX-UTESTA-004H_7A-65:LP-DIR-AF	LIMS	IODP-SRM	1.326e-06				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_7A-65	u		2015-04-11T03:38:00Z	0.000e+00	0	0	0	2.730e+02
	This study			74.9	79.7	XXX-UTESTA-004H_7A-65:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	7.503e-07				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_7A-65	u		2015-04-11T03:38:00Z	5.000e-03	0	0	0	2.730e+02
	This study			54.4	70.6	XXX-UTESTA-004H_7A-65:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	2.646e-07				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_7A-65	u		2015-04-11T03:38:00Z	1.000e-02	0	0	0	2.730e+02
	This study			49	65.5	XXX-UTESTA-004H_7A-65:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	1.608e-07				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_7A-65	u		2015-04-11T03:38:00Z	1.500e-02	0	0	0	2.730e+02
	This study			51.7	67.3	XXX-UTESTA-004H_7A-65:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	1.307e-07				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-004H_7A-65	u		2015-04-11T03:38:00Z	2.000e-02	0	0	0	2.730e+02
	This study			178.9	82.3	XXX-UTESTA-005H_1A-0:LP-DIR-AF	LIMS	IODP-SRM	9.414e-07				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-0	u		2015-04-11T04:32:00Z	0.000e+00	0	0	0	2.730e+02
	This study			170.5	77.5	XXX-UTESTA-005H_1A-0:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	5.894e-07				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-0	u		2015-04-11T04:32:00Z	5.000e-03	0	0	0	2.730e+02
	This study			162.5	69.2	XXX-UTESTA-005H_1A-0:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	3.065e-07				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-0	u		2015-04-11T04:32:00Z	1.000e-02	0	0	0	2.730e+02
	This study			161.6	65.9	XXX-UTESTA-005H_1A-0:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	2.266e-07				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-0	u		2015-04-11T04:32:00Z	1.500e-02	0	0	0	2.730e+02
	This study			161.2	65.2	XXX-UTESTA-005H_1A-0:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	1.892e-07				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-0	u		2015-04-11T04:33:00Z	2.000e-02	0	0	0	2.730e+02
	This study			147	83.3	XXX-UTESTA-005H_1A-10:LP-DIR-AF	LIMS	IODP-SRM	1.716e-06				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-10	u		2015-04-11T04:32:00Z	0.000e+00	0	0	0	2.730e+02
	This study			158.3	79.1	XXX-UTESTA-005H_1A-10:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	1.119e-06				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-10	u		2015-04-11T04:32:00Z	5.000e-03	0	0	0	2.730e+02
	This study			163.3	71.9	XXX-UTESTA-005H_1A-10:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	5.369e-07				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-10	u		2015-04-11T04:32:00Z	1.000e-02	0	0	0	2.730e+02
	This study			165.4	67.9	XXX-UTESTA-005H_1A-10:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	3.791e-07				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-10	u		2015-04-11T04:32:00Z	1.500e-02	0	0	0	2.730e+02
	This study			166.4	67.8	XXX-UTESTA-005H_1A-10:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	3.131e-07				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-10	u		2015-04-11T04:33:00Z	2.000e-02	0	0	0	2.730e+02
	This study			147.5	68.7	XXX-UTESTA-005H_1A-100:LP-DIR-AF	LIMS	IODP-SRM	1.083e-06				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-100	u		2015-04-11T04:32:00Z	0.000e+00	0	0	0	2.730e+02
	This study			153.3	57.6	XXX-UTESTA-005H_1A-100:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	7.493e-07				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-100	u		2015-04-11T04:32:00Z	5.000e-03	0	0	0	2.730e+02
	This study			156.5	39.4	XXX-UTESTA-005H_1A-100:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	4.632e-07				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-100	u		2015-04-11T04:32:00Z	1.000e-02	0	0	0	2.730e+02
	This study			157.6	34.4	XXX-UTESTA-005H_1A-100:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	3.616e-07				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-100	u		2015-04-11T04:32:00Z	1.500e-02	0	0	0	2.730e+02
	This study			163	35.5	XXX-UTESTA-005H_1A-100:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	2.897e-07				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-100	u		2015-04-11T04:33:00Z	2.000e-02	0	0	0	2.730e+02
	This study			155.3	65.6	XXX-UTESTA-005H_1A-105:LP-DIR-AF	LIMS	IODP-SRM	1.209e-06				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-105	u		2015-04-11T04:32:00Z	0.000e+00	0	0	0	2.730e+02
	This study			159.2	54.6	XXX-UTESTA-005H_1A-105:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	8.191e-07				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-105	u		2015-04-11T04:32:00Z	5.000e-03	0	0	0	2.730e+02
	This study			160.7	36.5	XXX-UTESTA-005H_1A-105:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	4.898e-07				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-105	u		2015-04-11T04:32:00Z	1.000e-02	0	0	0	2.730e+02
	This study			161.5	31.7	XXX-UTESTA-005H_1A-105:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	3.794e-07				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-105	u		2015-04-11T04:32:00Z	1.500e-02	0	0	0	2.730e+02
	This study			166.4	32.8	XXX-UTESTA-005H_1A-105:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	3.072e-07				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-105	u		2015-04-11T04:33:00Z	2.000e-02	0	0	0	2.730e+02
	This study			171.7	69.6	XXX-UTESTA-005H_1A-110:LP-DIR-AF	LIMS	IODP-SRM	1.005e-06				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-110	u		2015-04-11T04:32:00Z	0.000e+00	0	0	0	2.730e+02
	This study			174.7	57	XXX-UTESTA-005H_1A-110:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	6.393e-07				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-110	u		2015-04-11T04:32:00Z	5.000e-03	0	0	0	2.730e+02
	This study			174.7	33.4	XXX-UTESTA-005H_1A-110:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	3.703e-07				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-110	u		2015-04-11T04:32:00Z	1.000e-02	0	0	0	2.730e+02
	This study			175.5	29.3	XXX-UTESTA-005H_1A-110:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	2.919e-07				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-110	u		2015-04-11T04:32:00Z	1.500e-02	0	0	0	2.730e+02
	This study			183.4	32	XXX-UTESTA-005H_1A-110:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	2.449e-07				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-110	u		2015-04-11T04:33:00Z	2.000e-02	0	0	0	2.730e+02
	This study			225.6	78.2	XXX-UTESTA-005H_1A-115:LP-DIR-AF	LIMS	IODP-SRM	8.870e-07				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-115	u		2015-04-11T04:32:00Z	0.000e+00	0	0	0	2.730e+02
	This study			232.1	68.1	XXX-UTESTA-005H_1A-115:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	5.139e-07				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-115	u		2015-04-11T04:32:00Z	5.000e-03	0	0	0	2.730e+02
	This study			236.5	44.5	XXX-UTESTA-005H_1A-115:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	2.332e-07				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-115	u		2015-04-11T04:32:00Z	1.000e-02	0	0	0	2.730e+02
	This study			229.3	40.7	XXX-UTESTA-005H_1A-115:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	1.778e-07				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-115	u		2015-04-11T04:32:00Z	1.500e-02	0	0	0	2.730e+02
	This study			228.6	41	XXX-UTESTA-005H_1A-115:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	1.707e-07				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-115	u		2015-04-11T04:33:00Z	2.000e-02	0	0	0	2.730e+02
	This study			198.9	77.8	XXX-UTESTA-005H_1A-120:LP-DIR-AF	LIMS	IODP-SRM	8.457e-07				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-120	u		2015-04-11T04:32:00Z	0.000e+00	0	0	0	2.730e+02
	This study			204.4	72.5	XXX-UTESTA-005H_1A-120:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	5.291e-07				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-120	u		2015-04-11T04:32:00Z	5.000e-03	0	0	0	2.730e+02
	This study			204.8	62	XXX-UTESTA-005H_1A-120:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	2.642e-07				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-120	u		2015-04-11T04:32:00Z	1.000e-02	0	0	0	2.730e+02
	This study			198.9	58	XXX-UTESTA-005H_1A-120:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	1.980e-07				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-120	u		2015-04-11T04:32:00Z	1.500e-02	0	0	0	2.730e+02
	This study			206.7	55.4	XXX-UTESTA-005H_1A-120:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	1.737e-07				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-120	u		2015-04-11T04:33:00Z	2.000e-02	0	0	0	2.730e+02
	This study			171.2	75.7	XXX-UTESTA-005H_1A-125:LP-DIR-AF	LIMS	IODP-SRM	7.652e-07				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-125	u		2015-04-11T04:32:00Z	0.000e+00	0	0	0	2.730e+02
	This study			175.2	69	XXX-UTESTA-005H_1A-125:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	5.031e-07				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-125	u		2015-04-11T04:32:00Z	5.000e-03	0	0	0	2.730e+02
	This study			176	56.2	XXX-UTESTA-005H_1A-125:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	2.788e-07				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-125	u		2015-04-11T04:32:00Z	1.000e-02	0	0	0	2.730e+02
	This study			173.3	52.2	XXX-UTESTA-005H_1A-125:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	2.117e-07				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-125	u		2015-04-11T04:32:00Z	1.500e-02	0	0	0	2.730e+02
	This study			187.5	53	XXX-UTESTA-005H_1A-125:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	1.742e-07				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-125	u		2015-04-11T04:33:00Z	2.000e-02	0	0	0	2.730e+02
	This study			161	66.4	XXX-UTESTA-005H_1A-130:LP-DIR-AF	LIMS	IODP-SRM	1.081e-06				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-130	u		2015-04-11T04:32:00Z	0.000e+00	0	0	0	2.730e+02
	This study			165.4	57.2	XXX-UTESTA-005H_1A-130:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	7.594e-07				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-130	u		2015-04-11T04:32:00Z	5.000e-03	0	0	0	2.730e+02
	This study			168.8	42	XXX-UTESTA-005H_1A-130:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	4.788e-07				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-130	u		2015-04-11T04:32:00Z	1.000e-02	0	0	0	2.730e+02
	This study			170.7	38	XXX-UTESTA-005H_1A-130:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	3.731e-07				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-130	u		2015-04-11T04:32:00Z	1.500e-02	0	0	0	2.730e+02
	This study			177.3	38.9	XXX-UTESTA-005H_1A-130:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	2.997e-07				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-130	u		2015-04-11T04:33:00Z	2.000e-02	0	0	0	2.730e+02
	This study			167.7	63	XXX-UTESTA-005H_1A-135:LP-DIR-AF	LIMS	IODP-SRM	1.484e-06				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-135	u		2015-04-11T04:32:00Z	0.000e+00	0	0	0	2.730e+02
	This study			170.8	52.6	XXX-UTESTA-005H_1A-135:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	1.076e-06				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-135	u		2015-04-11T04:32:00Z	5.000e-03	0	0	0	2.730e+02
	This study			173	37.1	XXX-UTESTA-005H_1A-135:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	6.908e-07				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-135	u		2015-04-11T04:32:00Z	1.000e-02	0	0	0	2.730e+02
	This study			173.5	33.4	XXX-UTESTA-005H_1A-135:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	5.319e-07				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-135	u		2015-04-11T04:32:00Z	1.500e-02	0	0	0	2.730e+02
	This study			177.7	33.9	XXX-UTESTA-005H_1A-135:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	4.203e-07				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-135	u		2015-04-11T04:33:00Z	2.000e-02	0	0	0	2.730e+02
	This study			179.1	66.4	XXX-UTESTA-005H_1A-140:LP-DIR-AF	LIMS	IODP-SRM	1.503e-06				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-140	u		2015-04-11T04:32:00Z	0.000e+00	0	0	0	2.730e+02
	This study			179.4	56.6	XXX-UTESTA-005H_1A-140:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	1.051e-06				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-140	u		2015-04-11T04:32:00Z	5.000e-03	0	0	0	2.730e+02
	This study			179.3	41	XXX-UTESTA-005H_1A-140:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	6.216e-07				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-140	u		2015-04-11T04:32:00Z	1.000e-02	0	0	0	2.730e+02
	This study			179.2	36.9	XXX-UTESTA-005H_1A-140:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	4.632e-07				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-140	u		2015-04-11T04:32:00Z	1.500e-02	0	0	0	2.730e+02
	This study			183.3	37.6	XXX-UTESTA-005H_1A-140:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	3.688e-07				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-140	u		2015-04-11T04:33:00Z	2.000e-02	0	0	0	2.730e+02
	This study			191.3	64.2	XXX-UTESTA-005H_1A-145:LP-DIR-AF	LIMS	IODP-SRM	1.004e-06				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-145	u		2015-04-11T04:32:00Z	0.000e+00	0	0	0	2.730e+02
	This study			190	55.6	XXX-UTESTA-005H_1A-145:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	7.212e-07				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-145	u		2015-04-11T04:32:00Z	5.000e-03	0	0	0	2.730e+02
	This study			188	42.2	XXX-UTESTA-005H_1A-145:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	4.388e-07				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-145	u		2015-04-11T04:32:00Z	1.000e-02	0	0	0	2.730e+02
	This study			187.1	38.8	XXX-UTESTA-005H_1A-145:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	3.381e-07				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-145	u		2015-04-11T04:32:00Z	1.500e-02	0	0	0	2.730e+02
	This study			192.8	39.3	XXX-UTESTA-005H_1A-145:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	2.789e-07				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-145	u		2015-04-11T04:33:00Z	2.000e-02	0	0	0	2.730e+02
	This study			149.5	78.9	XXX-UTESTA-005H_1A-15:LP-DIR-AF	LIMS	IODP-SRM	1.484e-06				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-15	u		2015-04-11T04:32:00Z	0.000e+00	0	0	0	2.730e+02
	This study			154.5	72.7	XXX-UTESTA-005H_1A-15:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	9.679e-07				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-15	u		2015-04-11T04:32:00Z	5.000e-03	0	0	0	2.730e+02
	This study			158.5	59.9	XXX-UTESTA-005H_1A-15:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	4.797e-07				2.730e+02	3	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-15	u		2015-04-11T04:32:00Z	1.000e-02	0	0	0	2.730e+02
	This study			161.1	54.8	XXX-UTESTA-005H_1A-15:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	3.433e-07				2.730e+02	4	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-15	u		2015-04-11T04:32:00Z	1.500e-02	0	0	0	2.730e+02
	This study			167.5	55.4	XXX-UTESTA-005H_1A-15:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	2.795e-07				2.730e+02	5	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-15	u		2015-04-11T04:33:00Z	2.000e-02	0	0	0	2.730e+02
	This study			184.6	61.2	XXX-UTESTA-005H_1A-150:LP-DIR-AF	LIMS	IODP-SRM	6.583e-07				2.730e+02	1	LT-NO:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-150	u		2015-04-11T04:32:00Z	0.000e+00	0	0	0	2.730e+02
	This study			185.9	51.2	XXX-UTESTA-005H_1A-150:LP-DIR-AF	LIMS	IODP-SRM:IODP-SRM-AF	5.061e-07				2.730e+02	2	LT-AF-Z:LP-DIR-AF	g	pmagpy-3.2.1	XXX-UTESTA-005H_1A-150	u		2015-04-11T04:32:00Z	5.000e-03	0	0	0	2.730e+02
